role_or_run,role,layer_key,layer_label,n,sparse_warning,status,anisotropy_ratio_3d,dominant_variance_share_3d,eigenvalue1_3d,eigenvalue2_3d,eigenvalue3_3d,dominant_eigenvector_pc1,dominant_eigenvector_pc2,dominant_eigenvector_pc3,pc1_pc2_angle_deg,pc1_pc3_angle_deg,pc2_pc3_angle_deg,pc1_pc2_variance_share,pc1_pc3_variance_share,pc2_pc3_variance_share,sd_pc1,sd_pc2,sd_pc3,cloud_volume_proxy_sd_product
amateur,amateur,all_responses,All responses,60,,ok,3.416281317115059,0.5567554699683295,368.1012560041699,185.3039079518192,107.7491054849721,-0.7540850709990312,0.5550189118472459,-0.3511548279438651,-34.88242610326241,20.333613162277118,-25.957502094055968,0.6469035317343944,0.7235940406517116,0.6994525589353472,16.921735697009524,15.281252793480062,11.886649801490433,3073.7131532309036
amateur,amateur,gpt41_score_ge2,GPT-4.1 score>=2,59,,ok,3.5652764249075406,0.5545669232875258,359.91158037712324,188.135039373668,100.94913759357577,-0.7534304144050622,0.5304544989368924,-0.3885365300805415,-32.69912460574456,21.952454519771678,-28.586954027897875,0.634427244689135,0.7281874591284563,0.7076911955277535,16.78418677204176,14.999844255977177,11.928600254934102,3003.14663731793
amateur,amateur,gpt41_score_eq3,GPT-4.1 score==3,34,,ok,3.199678138871933,0.4602599816417516,260.4029826519765,223.98657752930978,81.38411782373312,0.9018922735290642,-0.034017381115101386,0.4306194894923418,28.49951892408994,24.989215807392554,-22.509860867326097,0.5478569674826913,0.7283441184825195,0.6735201271204174,15.206016256293358,14.432938082797268,11.235704068570957,2465.871782818414
amateur,amateur,gpt55_score_ge2,GPT-5.5 score>=2,44,,ok,3.281212976484918,0.4758742446073032,264.9313131458474,211.05227556767997,80.74188266488625,0.7771100885116241,-0.45294812511035887,0.43696442222733334,-10.982143942427584,21.21037725247848,-25.01769796263332,0.5331487344497038,0.7196392613739073,0.7087305238621265,15.248306289399029,14.337885449355179,10.892183781237653,2381.3414627871343
amateur,amateur,gpt55_score_eq3,GPT-5.5 score==3,11,,ok,7.524475489320537,0.6846792353741226,357.9558001148155,117.28003381056588,47.57219298844962,-0.818410694394655,-0.5666189740478129,-0.09563928873356407,34.28060215357769,3.442105683055857,12.680752449676447,0.7602939263047194,0.8356422280361231,0.8017397203563873,16.67406659745552,13.752607243391084,7.459847453297962,1710.631711652128
playwright,playwright,all_responses,All responses,60,,ok,6.3709000165576875,0.7139336582114821,617.5180556527833,150.50562324994843,96.92791505876426,-0.9747291589779083,0.22294630552167274,0.01407165564020302,-12.90483747052076,-1.1455108634424818,-8.290988980195067,0.8072478743180865,0.8560495980649746,0.6362202625748284,24.371576299728353,13.07159121547707,10.005566736746003,3187.526251400973
playwright,playwright,gpt41_score_ge2,GPT-4.1 score>=2,54,,ok,5.966202102142464,0.6928826782066535,523.7841522879409,144.3732251763414,87.79188893045541,-0.9784088846179149,0.20150241400885788,-0.045965548504621895,-11.527685053919498,2.233754308183819,-16.34209891956604,0.7894649309157659,0.8453030810366583,0.6461792700085306,22.529131004231356,12.440003011204576,9.676458426001753,2711.948018681935
playwright,playwright,gpt41_score_eq3,GPT-4.1 score==3,49,,ok,4.623787495985381,0.654064752929124,422.51962945914465,132.09133803154324,91.37955189895703,-0.93323807865861,0.3577399878121686,-0.032996812902707666,-20.87085124626566,0.838344224929827,-15.647556587353094,0.7728267396393296,0.794109043906831,0.6391072422909457,19.6045033369877,12.72513877506453,9.98623109361245,2491.265326365139
playwright,playwright,gpt55_score_ge2,GPT-5.5 score>=2,54,,ok,5.966202102142464,0.6928826782066535,523.7841522879409,144.3732251763414,87.79188893045541,-0.9784088846179149,0.20150241400885788,-0.045965548504621895,-11.527685053919498,2.233754308183819,-16.34209891956604,0.7894649309157659,0.8453030810366583,0.6461792700085306,22.529131004231356,12.440003011204576,9.676458426001753,2711.948018681935
playwright,playwright,gpt55_score_eq3,GPT-5.5 score==3,40,,ok,8.217398771326481,0.6877763615443007,432.6812190904207,143.76611446544524,52.65428040321034,-0.9067235767400315,0.3883465109096163,-0.16443644014661746,-22.243009023036507,7.9445968376367375,-22.206685643370747,0.7602638720972968,0.8527388353134866,0.7874367944877689,19.526620141719047,13.22070231136652,8.545510528594312,2206.0716716205843
trickster_phase1_1200,trickster,all_responses,All responses,1200,,ok,4.581398134186706,0.5367470770495034,250.83804142005852,161.74059691247462,54.75141737808987,0.1566034725754983,0.8776246821846351,0.45304554914226164,-87.3722222130326,31.357738610546846,25.31194261600217,0.5951947199602853,0.6878987440280491,0.7761735222808577,12.134167804325656,14.701302921183775,10.1962600901842,1818.8912258775897
trickster_phase1_1200,trickster,gpt41_score_ge2,GPT-4.1 score>=2,1200,,ok,4.581398134186706,0.5367470770495034,250.83804142005852,161.74059691247462,54.75141737808987,0.1566034725754983,0.8776246821846351,0.45304554914226164,-87.3722222130326,31.357738610546846,25.31194261600217,0.5951947199602853,0.6878987440280491,0.7761735222808577,12.134167804325656,14.701302921183775,10.1962600901842,1818.8912258775897
trickster_phase1_1200,trickster,gpt41_score_eq3,GPT-4.1 score==3,1198,,ok,4.641064364657411,0.5385731215176212,251.1345631145215,161.05015272699134,54.11141569743334,0.15265893955808452,0.8783696626449875,0.45294810289693427,-87.14636459282382,31.78246615482219,25.321755245020498,0.5976604535230863,0.688894624847207,0.7768008011426908,12.081677312473373,14.710283709584385,10.194937863456977,1811.8943220164242
trickster_phase1_1200,trickster,gpt55_score_ge2,GPT-5.5 score>=2,0,unavailable,insufficient_n,,,,,,,,,,,,,,,,,,
trickster_phase1_1200,trickster,gpt55_score_eq3,GPT-5.5 score==3,0,unavailable,insufficient_n,,,,,,,,,,,,,,,,,,
editor_phase1_128,editor,all_responses,All responses,128,,ok,5.370464041154409,0.6412314136669199,636.5911007660422,237.63674835340396,118.53558573109889,-0.7707936694762908,0.4376433100590658,-0.46297456977227003,-31.024416221408686,30.162500809464845,-33.119807533689325,0.6909693212230144,0.8232169085858387,0.6856290441657354,21.187814001169993,17.68035680513676,15.206740477348333,5696.568331705487
editor_phase1_128,editor,gpt41_score_ge2,GPT-4.1 score>=2,57,,ok,4.6057131410784535,0.5891623402904125,500.03714914062516,240.11954422969364,108.56888690717257,-0.7742350890838685,0.4813443444744976,-0.41093509082787083,-30.227222581825934,24.189327594763057,-28.689281514122705,0.6455029508446533,0.7804497388153164,0.7244443767199403,19.613968938050228,16.975059558281334,13.261416054384753,4415.365810190494
editor_phase1_128,editor,gpt41_score_eq3,GPT-4.1 score==3,3,sparse/unstable n<10,ok,,0.9857691663878396,923.6327886739023,13.333815849118118,-1.1728306616553144e-13,-0.4690147700925192,0.8317602902987264,-0.29698478903344505,-60.716985865782185,32.845876996973715,-19.403981169614212,0.99123144413364,0.9974925302980002,0.9889522580340119,14.397165970169493,25.354828765144084,9.317771989088152,3401.33784988416
editor_phase1_128,editor,gpt55_score_ge2,GPT-5.5 score>=2,0,unavailable,insufficient_n,,,,,,,,,,,,,,,,,,
editor_phase1_128,editor,gpt55_score_eq3,GPT-5.5 score==3,0,unavailable,insufficient_n,,,,,,,,,,,,,,,,,,
