role_or_run,role,centroid_type,cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,distance_from_high_pc1_boundary,distance_from_high_pc2_boundary,distance_from_low_pc2_boundary,nearest_roles
amateur,amateur,published_centroid,grounded_social,-0.258632816025379,40.070455881847,-24.428541419933254,47.63636363636364,96.36363636363636,7.636363636363637,48.41364909806481,38.04339878245572,84.07845858106032,amateur:0.00; newlywed:7.59; divorcee:10.66; patient:11.28; parent:14.29
amateur,amateur,all_response_centroid,grounded_social,-1.6212863420477956,38.46016335218537,-16.303681091036857,46.18181818181818,94.54545454545455,13.818181818181818,49.77630262408723,39.65369131211735,82.46816605139867,amateur:8.39; celebrity:9.43; graduate:11.62; retiree:12.18; divorcee:12.78
playwright,playwright,published_centroid,grounded_social,-9.81757782466405,4.585625092149062,4.301204997865276,39.27272727272727,65.81818181818181,63.63636363636363,57.97259410670348,73.52822957215366,48.593627791362366,playwright:0.00; evangelist:11.43; zeitgeist:12.23; hedonist:13.03; soldier:13.35
playwright,playwright,all_response_centroid,grounded_social,-8.507922491963175,11.929763913080157,4.3104351512242935,40.72727272727273,73.81818181818181,63.63636363636363,56.66293877400261,66.18409075122257,55.937766612293466,playwright:7.46; dilettante:8.45; auctioneer:9.72; soldier:11.22; hedonist:11.36
trickster_phase1_1200,trickster,published_centroid,trickster_chaos,-35.02203055935166,19.740619976937417,20.906417185849257,17.09090909090909,82.9090909090909,88.0,83.1770468413911,58.373234687365304,63.748622676150724,trickster:0.00; jester:11.77; rogue:12.57; rebel:13.50; absurdist:13.55
trickster_phase1_1200,trickster,all_response_centroid,trickster_chaos,-41.589259019498776,31.237387320126405,17.642344421772297,11.272727272727273,90.54545454545455,86.9090909090909,89.74427530153821,46.87646734417632,75.24539001933971,criminal:11.92; trickster:13.64; pirate:17.08; jester:17.45; smuggler:19.06
editor_phase1_128,editor,published_centroid,editorial,34.6198141862948,-2.1147398337502397,-5.09515845039308,86.9090909090909,53.81818181818182,36.72727272727273,13.53520209574463,80.22859449805296,41.893262865463065,editor:0.00; summarizer:2.16; negotiator:3.52; pharmacist:4.10; psychologist:4.21
editor_phase1_128,editor,all_response_centroid,editorial,25.50203864754421,8.010257027020103,-4.857667962880239,69.81818181818183,69.45454545454545,37.45454545454546,22.652977634495223,70.10359763728262,52.01825972623341,paramedic:1.51; interviewer:3.71; mentor:4.58; tutor:5.28; translator:6.61
editor_matched64_1024,editor,published_centroid,editorial,34.6198141862948,-2.1147398337502397,-5.09515845039308,86.9090909090909,53.81818181818182,36.72727272727273,13.53520209574463,80.22859449805296,41.893262865463065,editor:0.00; summarizer:2.16; negotiator:3.52; pharmacist:4.10; psychologist:4.21
editor_matched64_1024,editor,all_response_centroid,editorial,24.95472136108338,8.081047146042826,-5.964654063422393,69.81818181818183,69.45454545454545,34.18181818181818,23.200294920956054,70.0328075182599,52.089049845256135,paramedic:1.56; interviewer:2.86; mentor:3.62; tutor:5.30; teacher:6.74
