dimensions,radius_fraction,radius,compromise_min_retained_gain,compromise_median_retained_gain,compromise_both_positive,compromise_outside_support,alternatives_at_least_80pct,alternatives_at_least_90pct
3,0.25,4.177581924285131,0.96518814706486,0.9761341954609456,275,11,0,0
3,0.5,8.355163848570262,0.9649303605009818,0.9759458977527972,275,18,0,0
3,1.0,16.710327697140524,0.9644226005431472,0.9755864719933598,275,27,0,0
5,0.25,4.177581924285131,0.9661974325481368,0.9769148563495612,275,10,0,0
5,0.5,8.355163848570262,0.9659562673139256,0.976697779496384,275,10,0,0
5,1.0,16.710327697140524,0.9654765623590198,0.9762628420059992,275,17,0,0
