persona,dimensions,radius,bridge,converged_starts,detected_distinct_maxima,sample_best_gain,optimized_gain
analyst,5,4.177581924285131,bigfive,3,1,0.05863380567646548,0.05863451636361461
analyst,5,4.177581924285131,direct,3,1,0.08645258766686092,0.0864546019152106
anarchist,5,4.177581924285131,bigfive,3,1,0.06468890127050209,0.06469004936111933
anarchist,5,4.177581924285131,direct,3,1,0.08895532633217429,0.08895749749279358
ancient,5,4.177581924285131,bigfive,3,1,0.06659524524008331,0.06659642737526728
ancient,5,4.177581924285131,direct,3,1,0.08842438788080442,0.08842629016565318
angel,5,4.177581924285131,bigfive,3,1,0.06251055567449537,0.06251142905537144
angel,5,4.177581924285131,direct,3,1,0.08376471846911926,0.08376617502911454
anthropologist,5,4.177581924285131,bigfive,3,1,0.05702093728645252,0.05702162905321817
anthropologist,5,4.177581924285131,direct,3,1,0.08321481094287786,0.08321664347230295
archaeologist,5,4.177581924285131,bigfive,3,1,0.05966683081453228,0.05966752160614952
archaeologist,5,4.177581924285131,direct,3,1,0.08512404551008168,0.08512575221866436
architect,5,4.177581924285131,bigfive,3,1,0.05756891407121012,0.057569549252245444
architect,5,4.177581924285131,direct,3,1,0.08392918947524874,0.08393094078649721
archivist,5,4.177581924285131,bigfive,3,1,0.0581417516789684,0.058142415081829935
archivist,5,4.177581924285131,direct,3,1,0.08479985044519767,0.08480168000375699
artisan,5,4.177581924285131,bigfive,3,1,0.061909090196867744,0.061909782063762187
artisan,5,4.177581924285131,direct,3,1,0.08520233890190365,0.08520377446014837
ascetic,5,4.177581924285131,bigfive,3,1,0.06562584886382972,0.0656271143823628
ascetic,5,4.177581924285131,direct,3,1,0.08726817335700998,0.08727018866219605
assistant,5,4.177581924285131,bigfive,3,1,0.05910977340700452,0.05911033263281773
assistant,5,4.177581924285131,direct,3,1,0.08703551291622924,0.08703728390537968
auctioneer,5,4.177581924285131,bigfive,3,1,0.07062954882470196,0.07063037236815806
auctioneer,5,4.177581924285131,direct,3,1,0.0952286554037709,0.0952302452694922
auditor,5,4.177581924285131,bigfive,3,1,0.05835614659229149,0.05835692226792455
auditor,5,4.177581924285131,direct,3,1,0.08580200194683707,0.0858040894273413
avatar,5,4.177581924285131,bigfive,3,1,0.06396068973039748,0.06396177175459572
avatar,5,4.177581924285131,direct,3,1,0.0857673536207395,0.08576914595704022
bard,5,4.177581924285131,bigfive,3,1,0.06820072148355116,0.0682016717878482
bard,5,4.177581924285131,direct,3,1,0.08883107290254744,0.08883249441128971
bartender,5,4.177581924285131,bigfive,3,1,0.07153626517621436,0.07153691657175276
bartender,5,4.177581924285131,direct,3,1,0.09527558097053745,0.09527682813836336
biologist,5,4.177581924285131,bigfive,3,1,0.058037980557222646,0.0580386122343417
biologist,5,4.177581924285131,direct,3,1,0.08466903037018536,0.0846708019511806
blogger,5,4.177581924285131,bigfive,3,1,0.06450540146083217,0.06450610724792094
blogger,5,4.177581924285131,direct,3,1,0.08887611257529882,0.0888776264640656
bohemian,5,4.177581924285131,bigfive,3,1,0.06920705563081331,0.06920808922520827
bohemian,5,4.177581924285131,direct,3,1,0.09044926129965081,0.09045084146160987
builder,5,4.177581924285131,bigfive,3,1,0.06130378762603961,0.0613044516966843
builder,5,4.177581924285131,direct,3,1,0.08696751088405774,0.08696915472227618
caregiver,5,4.177581924285131,bigfive,3,1,0.058782489541237215,0.058782872949963316
caregiver,5,4.177581924285131,direct,3,1,0.08331896223202317,0.08332006922539392
cartographer,5,4.177581924285131,bigfive,3,1,0.05899853209309214,0.058999172257894195
cartographer,5,4.177581924285131,direct,3,1,0.08491028538964329,0.08491196766531717
caveman,5,4.177581924285131,bigfive,3,1,0.07443046972983502,0.07443089726859231
caveman,5,4.177581924285131,direct,3,1,0.09496574293567628,0.09496637959557308
celebrity,5,4.177581924285131,bigfive,3,1,0.06849443991216164,0.06849531099916151
celebrity,5,4.177581924285131,direct,3,1,0.09239687000357355,0.09239851458909043
chameleon,5,4.177581924285131,bigfive,3,1,0.06564246791947248,0.06564314238681268
chameleon,5,4.177581924285131,direct,3,1,0.09053191660352544,0.09053342338318782
chef,5,4.177581924285131,bigfive,3,1,0.06271104714984288,0.06271156630448171
chef,5,4.177581924285131,direct,3,1,0.08769389861751575,0.0876952090352554
chemist,5,4.177581924285131,bigfive,3,1,0.05969867939649509,0.05969933422235707
chemist,5,4.177581924285131,direct,3,1,0.086104322160794,0.08610607835823014
chimera,5,4.177581924285131,bigfive,3,1,0.06926825228562628,0.06926936821841023
chimera,5,4.177581924285131,direct,3,1,0.09118357453580672,0.09118535479966527
coach,5,4.177581924285131,bigfive,3,1,0.05910689908200428,0.059107438316563954
coach,5,4.177581924285131,direct,3,1,0.0860655692179404,0.0860671849377832
collaborator,5,4.177581924285131,bigfive,3,1,0.058716825946445894,0.05871733428571613
collaborator,5,4.177581924285131,direct,3,1,0.08595226749173257,0.08595389225875838
collector,5,4.177581924285131,bigfive,3,1,0.06081525403324317,0.06081597966774721
collector,5,4.177581924285131,direct,3,1,0.08624730318097384,0.08624903004786422
comedian,5,4.177581924285131,bigfive,3,1,0.08155591207130142,0.08155684863111112
comedian,5,4.177581924285131,direct,3,1,0.10392191633761261,0.10392326681040931
competitor,5,4.177581924285131,bigfive,3,1,0.07271622159941726,0.07271737926263366
competitor,5,4.177581924285131,direct,3,1,0.0959064357936803,0.09590832383324854
composer,5,4.177581924285131,bigfive,3,1,0.0605141306037007,0.060514865541749785
composer,5,4.177581924285131,direct,3,1,0.08493812417243474,0.08493977502328898
conservator,5,4.177581924285131,bigfive,3,1,0.05786555445082042,0.057866170323690014
conservator,5,4.177581924285131,direct,3,1,0.08411346805983833,0.08411518496830928
consultant,5,4.177581924285131,bigfive,3,1,0.058615132006131,0.058615830582289696
consultant,5,4.177581924285131,direct,3,1,0.08651574194477352,0.08651774112323629
contrarian,5,4.177581924285131,bigfive,3,1,0.0707059840025388,0.07070726739042765
contrarian,5,4.177581924285131,direct,3,1,0.09377849468850519,0.09378060994620041
coordinator,5,4.177581924285131,bigfive,3,1,0.057435696761397814,0.05743630613823436
coordinator,5,4.177581924285131,direct,3,1,0.08503559790733295,0.08503744380089806
coral_reef,5,4.177581924285131,bigfive,3,1,0.06474123721933456,0.06474196280994926
coral_reef,5,4.177581924285131,direct,3,1,0.08691107794698638,0.08691240010538781
cosmopolitan,5,4.177581924285131,bigfive,3,1,0.06168268106929098,0.06168338913274596
cosmopolitan,5,4.177581924285131,direct,3,1,0.08733613612280555,0.08733784044227866
counselor,5,4.177581924285131,bigfive,3,1,0.058841937091144825,0.05884241393919787
counselor,5,4.177581924285131,direct,3,1,0.08452031928288761,0.08452171131267905
criminal,5,4.177581924285131,bigfive,3,1,0.07849907462186945,0.07850017979547363
criminal,5,4.177581924285131,direct,3,1,0.09942721735631643,0.09942874488668219
critic,5,4.177581924285131,bigfive,3,1,0.060094400314743446,0.06009526406920962
critic,5,4.177581924285131,direct,3,1,0.08608870744218011,0.08609073449923943
crystalline,5,4.177581924285131,bigfive,3,1,0.06207274615621827,0.06207379394888113
crystalline,5,4.177581924285131,direct,3,1,0.08554307691630836,0.08554507293672042
curator,5,4.177581924285131,bigfive,3,1,0.0593240799114354,0.05932476369384343
curator,5,4.177581924285131,direct,3,1,0.08573637144743529,0.08573816894697162
cyborg,5,4.177581924285131,bigfive,3,1,0.06256089860433889,0.06256173257026587
cyborg,5,4.177581924285131,direct,3,1,0.08857761713266621,0.08857955813482632
cynic,5,4.177581924285131,bigfive,3,1,0.07894131947166794,0.07894263433941995
cynic,5,4.177581924285131,direct,3,1,0.10051330870917319,0.10051516192045806
daredevil,5,4.177581924285131,bigfive,3,1,0.0779512243222551,0.07795224819576552
daredevil,5,4.177581924285131,direct,3,1,0.09956111770871856,0.09956258498481874
debugger,5,4.177581924285131,bigfive,3,1,0.060470132482524086,0.060470835277362855
debugger,5,4.177581924285131,direct,3,1,0.08766271112534896,0.08766459843079044
demon,5,4.177581924285131,bigfive,3,1,0.07524971801319813,0.07525111764949788
demon,5,4.177581924285131,direct,3,1,0.09617346923590664,0.0961754354893598
designer,5,4.177581924285131,bigfive,3,1,0.05811322616087633,0.058113847166971766
designer,5,4.177581924285131,direct,3,1,0.08420288703898482,0.08420456527875597
destroyer,5,4.177581924285131,bigfive,3,1,0.0684613703865109,0.06846270561637402
destroyer,5,4.177581924285131,direct,3,1,0.0919934957677635,0.09199576873530324
detective,5,4.177581924285131,bigfive,3,1,0.06307159334614143,0.06307238809357196
detective,5,4.177581924285131,direct,3,1,0.08932911879240102,0.08933100107736269
devils_advocate,5,4.177581924285131,bigfive,3,1,0.06797867115310474,0.06797975655336463
devils_advocate,5,4.177581924285131,direct,3,1,0.09209654892668007,0.09209855313567683
dilettante,5,4.177581924285131,bigfive,3,1,0.06651879424283447,0.06651945534169457
dilettante,5,4.177581924285131,direct,3,1,0.09074307077374,0.0907444657448877
dispatcher,5,4.177581924285131,bigfive,3,1,0.059439150610038016,0.05943983606057346
dispatcher,5,4.177581924285131,direct,3,1,0.08698111081427484,0.08698304525442735
divorcee,5,4.177581924285131,bigfive,3,1,0.06574328868993096,0.06574401632123728
divorcee,5,4.177581924285131,direct,3,1,0.08939093007618326,0.08939237948019252
doctor,5,4.177581924285131,bigfive,3,1,0.05762350070885569,0.0576239905705318
doctor,5,4.177581924285131,direct,3,1,0.085629487950309,0.08563118814539994
dreamer,5,4.177581924285131,bigfive,3,1,0.06591800044833596,0.06591893980799046
dreamer,5,4.177581924285131,direct,3,1,0.08662248820996643,0.08662395869673567
echo,5,4.177581924285131,bigfive,3,1,0.06800217211042314,0.0680033880580817
echo,5,4.177581924285131,direct,3,1,0.08897149884042288,0.08897333879650215
economist,5,4.177581924285131,bigfive,3,1,0.059486133924602225,0.05948696031686174
economist,5,4.177581924285131,direct,3,1,0.08641185803050266,0.08641393100400752
ecosystem,5,4.177581924285131,bigfive,3,1,0.057717659651705056,0.057718253772931494
ecosystem,5,4.177581924285131,direct,3,1,0.08362092455628556,0.08362255091799486
editor,5,4.177581924285131,bigfive,3,1,0.058949094278179626,0.0589496511413663
editor,5,4.177581924285131,direct,3,1,0.08696573158765908,0.08696755436840142
egregore,5,4.177581924285131,bigfive,3,1,0.06497025374410104,0.06497143181327303
egregore,5,4.177581924285131,direct,3,1,0.08769634812168703,0.08769837326998475
elder,5,4.177581924285131,bigfive,3,1,0.06563477990706978,0.06563551085685004
elder,5,4.177581924285131,direct,3,1,0.08737431578170396,0.08737557492889314
eldritch,5,4.177581924285131,bigfive,3,1,0.06964101923922605,0.06964252185712372
eldritch,5,4.177581924285131,direct,3,1,0.09033696423906856,0.0903391390145809
emissary,5,4.177581924285131,bigfive,3,1,0.05773476664565358,0.057735403674187946
emissary,5,4.177581924285131,direct,3,1,0.08442914627021159,0.08443093799631285
empath,5,4.177581924285131,bigfive,3,1,0.061708564379281405,0.06170923861964983
empath,5,4.177581924285131,direct,3,1,0.08480609789751092,0.08480747161107294
engineer,5,4.177581924285131,bigfive,3,1,0.05894212264418375,0.05894285714410774
engineer,5,4.177581924285131,direct,3,1,0.08588608049115987,0.0858880185119204
entrepreneur,5,4.177581924285131,bigfive,3,1,0.063808073938592,0.06380896897141097
entrepreneur,5,4.177581924285131,direct,3,1,0.08933432492287041,0.08933624783122718
evaluator,5,4.177581924285131,bigfive,3,1,0.05785354633514084,0.057854250842499066
evaluator,5,4.177581924285131,direct,3,1,0.08570945576459388,0.08571148130639239
evangelist,5,4.177581924285131,bigfive,3,1,0.0673463585929035,0.06734737137893188
evangelist,5,4.177581924285131,direct,3,1,0.09060623520966349,0.09060802527935152
examiner,5,4.177581924285131,bigfive,3,1,0.05828486570896718,0.058285611457127295
examiner,5,4.177581924285131,direct,3,1,0.0861251332112718,0.08612722970359377
exile,5,4.177581924285131,bigfive,3,1,0.06990094122326873,0.06990195304801183
exile,5,4.177581924285131,direct,3,1,0.0909921511065852,0.09099369164292592
expatriate,5,4.177581924285131,bigfive,3,1,0.06216729511248076,0.062167931968802215
expatriate,5,4.177581924285131,direct,3,1,0.08785027205455775,0.08785186436242864
facilitator,5,4.177581924285131,bigfive,3,1,0.05736477836186005,0.057365276166001955
facilitator,5,4.177581924285131,direct,3,1,0.08501730770856808,0.08501898050194301
familiar,5,4.177581924285131,bigfive,3,1,0.06738970499122621,0.06739070505734457
familiar,5,4.177581924285131,direct,3,1,0.08949084260790108,0.08949249269599702
fixer,5,4.177581924285131,bigfive,3,1,0.07296157885999444,0.07296273476079884
fixer,5,4.177581924285131,direct,3,1,0.09598853966810039,0.09599042267722835
flaneur,5,4.177581924285131,bigfive,3,1,0.06814683749623063,0.06814786092541203
flaneur,5,4.177581924285131,direct,3,1,0.09017716170877188,0.09017885216605692
fool,5,4.177581924285131,bigfive,3,1,0.07691095791223734,0.07691138742633674
fool,5,4.177581924285131,direct,3,1,0.09845815568697902,0.09845885346656691
forecaster,5,4.177581924285131,bigfive,3,1,0.059259437749467736,0.05926023292004512
forecaster,5,4.177581924285131,direct,3,1,0.08629882265895228,0.0863008630004467
futurist,5,4.177581924285131,bigfive,3,1,0.05906643114862842,0.059067270970298846
futurist,5,4.177581924285131,direct,3,1,0.08504935237138755,0.08505133657812869
gamer,5,4.177581924285131,bigfive,3,1,0.06999470388089346,0.06999545932481066
gamer,5,4.177581924285131,direct,3,1,0.093705551913424,0.09370695750007241
generalist,5,4.177581924285131,bigfive,3,1,0.058890811327698245,0.05889151562216366
generalist,5,4.177581924285131,direct,3,1,0.08627650585362856,0.0862784486524113
genie,5,4.177581924285131,bigfive,3,1,0.07366017489183285,0.0736611146157089
genie,5,4.177581924285131,direct,3,1,0.09587555076586352,0.09587703247875679
geographer,5,4.177581924285131,bigfive,3,1,0.05677516667479088,0.05677579786992348
geographer,5,4.177581924285131,direct,3,1,0.08320433629472257,0.0832061025338433
ghost,5,4.177581924285131,bigfive,3,1,0.06986015585364536,0.06986127505907769
ghost,5,4.177581924285131,direct,3,1,0.09077225483710571,0.09077391965081705
golem,5,4.177581924285131,bigfive,3,1,0.0684932465243282,0.0684942242656823
golem,5,4.177581924285131,direct,3,1,0.0899601203303364,0.0899616764093798
gossip,5,4.177581924285131,bigfive,3,1,0.08028509407024043,0.08028594384181753
gossip,5,4.177581924285131,direct,3,1,0.10233443793252894,0.10233567206310268
grader,5,4.177581924285131,bigfive,3,1,0.05754169725516789,0.05754223592745289
grader,5,4.177581924285131,direct,3,1,0.0850070861246306,0.08500882076303107
graduate,5,4.177581924285131,bigfive,3,1,0.06507461266508452,0.06507523175990437
graduate,5,4.177581924285131,direct,3,1,0.08983831537338971,0.08983974734813405
grandparent,5,4.177581924285131,bigfive,3,1,0.06831407405071399,0.06831446946957254
grandparent,5,4.177581924285131,direct,3,1,0.09008394528060615,0.09008466478910515
guardian,5,4.177581924285131,bigfive,3,1,0.06141446582417043,0.06141516367897948
guardian,5,4.177581924285131,direct,3,1,0.08715181344774736,0.08715352892555117
guide,5,4.177581924285131,bigfive,3,1,0.06118582766433356,0.061186442189280044
guide,5,4.177581924285131,direct,3,1,0.08756241584046087,0.0875640574506038
guru,5,4.177581924285131,bigfive,3,1,0.06382768789715731,0.06382867716376328
guru,5,4.177581924285131,direct,3,1,0.08575788079745017,0.08575955354807441
hacker,5,4.177581924285131,bigfive,3,1,0.07161109733299176,0.07161230432637833
hacker,5,4.177581924285131,direct,3,1,0.09456777886171719,0.09456973003833102
healer,5,4.177581924285131,bigfive,3,1,0.0572719126840755,0.05727248106770677
healer,5,4.177581924285131,direct,3,1,0.08187659504507616,0.08187803367400504
hedonist,5,4.177581924285131,bigfive,3,1,0.0693747072628903,0.06937561196155473
hedonist,5,4.177581924285131,direct,3,1,0.09244560711942262,0.09244718902357008
hermit,5,4.177581924285131,bigfive,3,1,0.06730681352955514,0.06730784196181583
hermit,5,4.177581924285131,direct,3,1,0.08836965126575391,0.08837123705059557
historian,5,4.177581924285131,bigfive,3,1,0.0594005195634737,0.059401304528253096
historian,5,4.177581924285131,direct,3,1,0.08578473299692035,0.08578669207785161
hive,5,4.177581924285131,bigfive,3,1,0.061703783222806674,0.06170474321289099
hive,5,4.177581924285131,direct,3,1,0.08656140011629976,0.08656344512738157
hoarder,5,4.177581924285131,bigfive,3,1,0.07335463576001988,0.07335516021678101
hoarder,5,4.177581924285131,direct,3,1,0.09540923642304366,0.09541016305431205
homunculus,5,4.177581924285131,bigfive,3,1,0.06853355148029827,0.06853469796008804
homunculus,5,4.177581924285131,direct,3,1,0.09072547482343252,0.09072734581682407
hybrid,5,4.177581924285131,bigfive,3,1,0.06006370187918941,0.06006439598137847
hybrid,5,4.177581924285131,direct,3,1,0.08555602025466236,0.08555771255415046
idealist,5,4.177581924285131,bigfive,3,1,0.06174878493883584,0.061749676506375195
idealist,5,4.177581924285131,direct,3,1,0.08545752660421302,0.08545931524786887
immigrant,5,4.177581924285131,bigfive,3,1,0.061885382673444234,0.06188592716265795
immigrant,5,4.177581924285131,direct,3,1,0.08560597703994866,0.08560722761687067
improviser,5,4.177581924285131,bigfive,3,1,0.07108920510609096,0.07108997680464091
improviser,5,4.177581924285131,direct,3,1,0.09472360078841446,0.09472502059517707
infant,5,4.177581924285131,bigfive,3,1,0.07694080505511369,0.0769410163156965
infant,5,4.177581924285131,direct,3,1,0.09810229744936638,0.09810256316911525
influencer,5,4.177581924285131,bigfive,3,1,0.06813742865365757,0.06813826244649546
influencer,5,4.177581924285131,direct,3,1,0.09266498739607809,0.09266662553274396
instructor,5,4.177581924285131,bigfive,3,1,0.05848767426482793,0.05848820199839988
instructor,5,4.177581924285131,direct,3,1,0.08622901423460894,0.08623070871301408
interpreter,5,4.177581924285131,bigfive,3,1,0.059974020167999686,0.05997465170022798
interpreter,5,4.177581924285131,direct,3,1,0.08707767496717222,0.08707945790365113
interviewer,5,4.177581924285131,bigfive,3,1,0.06129239671177267,0.06129300607623023
interviewer,5,4.177581924285131,direct,3,1,0.08827265546561147,0.08827442349837922
jester,5,4.177581924285131,bigfive,3,1,0.07839140336859529,0.0783923233102497
jester,5,4.177581924285131,direct,3,1,0.10031981778758059,0.10032116710118366
journalist,5,4.177581924285131,bigfive,3,1,0.0608443070320952,0.06084507900803571
journalist,5,4.177581924285131,direct,3,1,0.08777313264168041,0.08777512525997677
judge,5,4.177581924285131,bigfive,3,1,0.05950381413781347,0.0595045843856532
judge,5,4.177581924285131,direct,3,1,0.0871637837357584,0.087165897162927
lawyer,5,4.177581924285131,bigfive,3,1,0.06003506953395776,0.06003591170067368
lawyer,5,4.177581924285131,direct,3,1,0.08794499440532366,0.08794721917389259
leviathan,5,4.177581924285131,bigfive,3,1,0.07094976171645229,0.07095106722351785
leviathan,5,4.177581924285131,direct,3,1,0.09125444673408478,0.09125629477114461
librarian,5,4.177581924285131,bigfive,3,1,0.05888253806717314,0.05888316433238616
librarian,5,4.177581924285131,direct,3,1,0.08679681395663996,0.08679870619697416
linguist,5,4.177581924285131,bigfive,3,1,0.0585145971463823,0.05851530429869012
linguist,5,4.177581924285131,direct,3,1,0.0851567292782498,0.0851586190704543
loner,5,4.177581924285131,bigfive,3,1,0.07009676873976245,0.07009761008346738
loner,5,4.177581924285131,direct,3,1,0.09316534361159268,0.09316687204466456
luddite,5,4.177581924285131,bigfive,3,1,0.07117235082977347,0.07117325920403195
luddite,5,4.177581924285131,direct,3,1,0.09343647543047484,0.0934379795295015
marketer,5,4.177581924285131,bigfive,3,1,0.059800272455818426,0.05980098705094772
marketer,5,4.177581924285131,direct,3,1,0.08654757359541021,0.08654942586686332
martyr,5,4.177581924285131,bigfive,3,1,0.06547202574280053,0.0654731498282004
martyr,5,4.177581924285131,direct,3,1,0.08749655747795737,0.08749842962927179
mathematician,5,4.177581924285131,bigfive,3,1,0.06006242815766161,0.06006318633208663
mathematician,5,4.177581924285131,direct,3,1,0.08637432781995824,0.08637622209973594
maverick,5,4.177581924285131,bigfive,3,1,0.07152727711181583,0.07152859539677525
maverick,5,4.177581924285131,direct,3,1,0.09402088556376809,0.09402294756601437
mechanic,5,4.177581924285131,bigfive,3,1,0.06571447059799196,0.06571509423519117
mechanic,5,4.177581924285131,direct,3,1,0.09056110986984,0.0905625356243227
mediator,5,4.177581924285131,bigfive,3,1,0.057724702351068746,0.057725242551431855
mediator,5,4.177581924285131,direct,3,1,0.08500128472870339,0.0850029915981172
mentor,5,4.177581924285131,bigfive,3,1,0.059719889672661175,0.059720517912686066
mentor,5,4.177581924285131,direct,3,1,0.08662635512915173,0.0866281046396793
merchant,5,4.177581924285131,bigfive,3,1,0.06367707806319034,0.06367778338075647
merchant,5,4.177581924285131,direct,3,1,0.08822714553438016,0.08822868841418807
minimalist,5,4.177581924285131,bigfive,3,1,0.063606051172719,0.06360681599570173
minimalist,5,4.177581924285131,direct,3,1,0.08846883648390724,0.08847052930088806
moderator,5,4.177581924285131,bigfive,3,1,0.05802410473402464,0.05802461737550724
moderator,5,4.177581924285131,direct,3,1,0.0855323608984988,0.08553404088867378
musician,5,4.177581924285131,bigfive,3,1,0.06317327394638417,0.06317393061686882
musician,5,4.177581924285131,direct,3,1,0.08628822634946509,0.08628957004200855
mycorrhizal,5,4.177581924285131,bigfive,3,1,0.06426457096958815,0.06426538489724454
mycorrhizal,5,4.177581924285131,direct,3,1,0.08660848258520204,0.08660995763911039
mystic,5,4.177581924285131,bigfive,3,1,0.06298971975355805,0.06299080844442262
mystic,5,4.177581924285131,direct,3,1,0.0840629147234,0.08406464570145555
narcissist,5,4.177581924285131,bigfive,3,1,0.07792717594987009,0.07792831401782596
narcissist,5,4.177581924285131,direct,3,1,0.1004991400446601,0.10050088837977744
narrator,5,4.177581924285131,bigfive,3,1,0.06766764550790416,0.0676685386397482
narrator,5,4.177581924285131,direct,3,1,0.08978072984606444,0.08978223963854748
naturalist,5,4.177581924285131,bigfive,3,1,0.058977565725376824,0.05897814893726183
naturalist,5,4.177581924285131,direct,3,1,0.08417938863361085,0.08418089993889577
navigator,5,4.177581924285131,bigfive,3,1,0.06107708077554008,0.061077687422160576
navigator,5,4.177581924285131,direct,3,1,0.08706256718291794,0.08706415507623921
negotiator,5,4.177581924285131,bigfive,3,1,0.05873298184783593,0.0587336417684714
negotiator,5,4.177581924285131,direct,3,1,0.08600189522487112,0.08600376721189784
networker,5,4.177581924285131,bigfive,3,1,0.05949083402990096,0.05949143338904195
networker,5,4.177581924285131,direct,3,1,0.0858792451875523,0.08588089967417067
newlywed,5,4.177581924285131,bigfive,3,1,0.06457607441611124,0.06457659458996323
newlywed,5,4.177581924285131,direct,3,1,0.08860038669461767,0.08860157012037773
nomad,5,4.177581924285131,bigfive,3,1,0.06589123128013075,0.06589193202788479
nomad,5,4.177581924285131,direct,3,1,0.0893496581427331,0.08935104477961753
novelist,5,4.177581924285131,bigfive,3,1,0.06507426725320853,0.06507515653706575
novelist,5,4.177581924285131,direct,3,1,0.08787364996651381,0.08787527480244273
nutritionist,5,4.177581924285131,bigfive,3,1,0.05720143461753846,0.05720188734611931
nutritionist,5,4.177581924285131,direct,3,1,0.0851192290416578,0.08512085268158653
observer,5,4.177581924285131,bigfive,3,1,0.05923003337659427,0.059230724463485984
observer,5,4.177581924285131,direct,3,1,0.08690494088923528,0.08690693444495334
optimist,5,4.177581924285131,bigfive,3,1,0.06140636930815857,0.0614068495750586
optimist,5,4.177581924285131,direct,3,1,0.08595988483364092,0.08596112191456928
oracle,5,4.177581924285131,bigfive,3,1,0.06693752133353925,0.0669387139368598
oracle,5,4.177581924285131,direct,3,1,0.08844598892281152,0.08844784997370359
organizer,5,4.177581924285131,bigfive,3,1,0.05841684115252033,0.0584174660389416
organizer,5,4.177581924285131,direct,3,1,0.08624619911673381,0.08624807195460793
orphan,5,4.177581924285131,bigfive,3,1,0.0695251613950143,0.0695259148007148
orphan,5,4.177581924285131,direct,3,1,0.09157252082375411,0.09157380096562595
pacifist,5,4.177581924285131,bigfive,3,1,0.05646775403397397,0.056468309552739626
pacifist,5,4.177581924285131,direct,3,1,0.08206329535717982,0.08206487011358954
paramedic,5,4.177581924285131,bigfive,3,1,0.061104233444347233,0.061104850266541444
paramedic,5,4.177581924285131,direct,3,1,0.08798329718981979,0.08798503145266601
parasite,5,4.177581924285131,bigfive,3,1,0.06939932942007676,0.06940035326065441
parasite,5,4.177581924285131,direct,3,1,0.092486861731373,0.09248864745164376
parent,5,4.177581924285131,bigfive,3,1,0.06184143382086793,0.06184186381901435
parent,5,4.177581924285131,direct,3,1,0.086839708765722,0.08684088742736096
patient,5,4.177581924285131,bigfive,3,1,0.06500862103455685,0.06500915175002886
patient,5,4.177581924285131,direct,3,1,0.08957392049690749,0.08957519894397725
peacekeeper,5,4.177581924285131,bigfive,3,1,0.05733537606865058,0.05733590330432303
peacekeeper,5,4.177581924285131,direct,3,1,0.08420712143175679,0.08420876184433812
perfectionist,5,4.177581924285131,bigfive,3,1,0.06260235588040608,0.06260326831600116
perfectionist,5,4.177581924285131,direct,3,1,0.08830528661445713,0.08830731825676219
pharmacist,5,4.177581924285131,bigfive,3,1,0.05818252863658069,0.05818308011045925
pharmacist,5,4.177581924285131,direct,3,1,0.08624487200248288,0.0862466875508967
philosopher,5,4.177581924285131,bigfive,3,1,0.06094082329636441,0.06094183070894976
philosopher,5,4.177581924285131,direct,3,1,0.08549044059467437,0.08549251755148424
photographer,5,4.177581924285131,bigfive,3,1,0.06390670931034936,0.06390744356338285
photographer,5,4.177581924285131,direct,3,1,0.08744006581591668,0.08744156378190793
physicist,5,4.177581924285131,bigfive,3,1,0.05897277689341074,0.05897348877650632
