model,profile_set,construction,x_axis,y_axis,group,smoothing_label,smoothing,fit_rmse_percentile_points,support_fraction,supported_cells,clipped_supported_cells,fitted_nodes_clipped,unclipped_supported_min,unclipped_supported_max,maximum_node_fabric_gap,flat_plane_node_rmse,flat_plane_node_r2,fabric_flat_rmse,fabric_flat_r2,fabric_flat_score
llama,editorial,,1,3,Challenge,Balanced,0.03,11.537956708340024,0.2416017199677506,899,0,0,12.026109391074003,88.87795861589564,46.68352162743198,21.36079433317457,0.28774431976269677,14.547399610260914,0.08269431087804124,8.269431087804124
llama,editorial,,1,3,Affiliation,Balanced,0.03,11.844809153254518,0.2416017199677506,899,2,0,-1.229463000538832,86.64208821853319,40.86668118094217,19.589978422969974,0.1471083002088016,14.218466016088557,0.17323004932146258,17.323004932146258
llama,editorial,,1,3,Exploration,Gentle,0.3,11.542683597730772,0.2416017199677506,899,0,1,1.0232457132179873,85.51546528050119,40.703782472129284,17.26234113113083,0.511076343303562,11.774029780070009,0.7327731340972536,73.27731340972537
llama,editorial,,1,3,Response,Gentle,0.3,5.857002973257518,0.2416017199677506,899,0,0,22.47057363575706,81.65604483374472,24.534806820647198,9.68772886791968,0.6416203772350861,5.771622061258844,0.8754118909654888,87.54118909654888
llama,editorial,,1,3,Scrutiny,Gentle,0.3,13.718486899698675,0.2416017199677506,899,0,2,4.185102141095695,91.44318303581888,65.12109108298307,23.80852262353726,0.17254026901871977,13.655124814272664,0.40933428986491716,40.93342898649171
llama,editorial,,1,3,Challenge,Gentle,0.3,14.969419283476833,0.2416017199677506,899,0,0,14.452513728982908,81.9071497805227,56.54356867877485,21.36079433317457,0.28774431976269677,11.141029995749518,0.32951036654001087,32.951036654001086
llama,editorial,,1,3,Affiliation,Gentle,0.3,15.477965614283741,0.2416017199677506,899,0,0,16.33444306727245,76.91757983579778,48.97677076417685,19.589978422969974,0.1471083002088016,9.660881699334611,0.31358461928211756,31.358461928211756
llama,editorial,,2,3,Exploration,Detail,0.003,6.446111871950173,0.19403386186509003,722,7,0,-3.7587475270288024,98.11508569167236,23.948116673533335,22.158687358620202,0.194380960004781,19.656941555539703,0.29299552723711964,29.29955272371196
llama,editorial,,2,3,Response,Detail,0.003,4.679408204929703,0.19403386186509003,722,0,0,0.6391070552221135,85.35472712290006,22.68804427844651,14.886796760207137,0.15374377711746856,13.221462518321438,0.3405304818147611,34.05304818147611
llama,editorial,,2,3,Scrutiny,Detail,0.003,2.294087997519543,0.19403386186509003,722,5,0,-3.346053873833795,97.1582031236267,9.995984372943546,9.428834049118707,0.8702229322218846,7.423397408662509,0.8921622692709212,89.21622692709212
llama,editorial,,2,3,Challenge,Detail,0.003,4.203212763648018,0.19403386186509003,722,2,0,5.743131633634785,100.3777432309897,21.735335434661543,16.39702169437293,0.5803076367185573,15.958516256680332,0.37108012847403415,37.108012847403415
llama,editorial,,2,3,Affiliation,Detail,0.003,4.006352779033372,0.19403386186509003,722,0,0,2.502422670183386,99.44246038904551,25.277486702954086,14.834721881029944,0.5109144971525975,13.175856451432036,0.6186766131705308,61.86766131705308
llama,editorial,,2,3,Exploration,Balanced,0.03,11.93536689267703,0.19403386186509003,722,0,0,0.11861100548378017,92.82503939875927,37.85724892445636,22.158687358620202,0.194380960004781,16.603216835282684,0.36608159302628107,36.60815930262811
llama,editorial,,2,3,Response,Balanced,0.03,8.436037899277748,0.19403386186509003,722,0,0,9.842572383942148,79.82639461712053,25.64905346795849,14.886796760207137,0.15374377711746856,10.504561828800277,0.4460633389038984,44.606333890389834
llama,editorial,,2,3,Scrutiny,Balanced,0.03,4.312624568273821,0.19403386186509003,722,0,0,0.9398561034922677,96.43913043040705,14.162733736501856,9.428834049118707,0.8702229322218846,6.345800170658908,0.9186859671361877,91.86859671361877
llama,editorial,,2,3,Challenge,Balanced,0.03,7.431152349955211,0.19403386186509003,722,0,0,10.056537204738683,98.03361766749855,26.16470182252845,16.39702169437293,0.5803076367185573,14.475873972624438,0.4384917649437001,43.84917649437001
llama,editorial,,2,3,Affiliation,Balanced,0.03,6.9018457081833136,0.19403386186509003,722,0,0,5.220699929744073,97.76064157080015,30.329058932599267,14.834721881029944,0.5109144971525975,11.702880417735685,0.6792388745806246,67.92388745806247
llama,editorial,,2,3,Exploration,Gentle,0.3,16.24137187682567,0.19403386186509003,722,0,0,2.8387031671019947,79.88645113368229,43.905744156592846,22.158687358620202,0.194380960004781,13.362469526372188,0.4610644518741762,46.10644518741762
llama,editorial,,2,3,Response,Gentle,0.3,11.543684693220222,0.19403386186509003,722,0,0,20.3218360066971,74.40583792813067,32.080894171122864,14.886796760207137,0.15374377711746856,8.128074859410763,0.5530966849539591,55.30966849539591
llama,editorial,,2,3,Scrutiny,Gentle,0.3,6.217459978475146,0.19403386186509003,722,0,0,1.965042573797394,97.35042573209111,18.35739556368365,9.428834049118707,0.8702229322218846,5.2003807206617205,0.9439723044058107,94.39723044058107
llama,editorial,,2,3,Challenge,Gentle,0.3,9.90714704586728,0.19403386186509003,722,0,0,14.814251590694465,93.45824984421296,28.276382337344096,16.39702169437293,0.5803076367185573,13.175135046430006,0.5260583325734673,52.60583325734673
llama,editorial,,2,3,Affiliation,Gentle,0.3,9.094879890712148,0.19403386186509003,722,0,0,11.678959315267916,97.1201621853762,33.14715395156473,14.834721881029944,0.5109144971525975,10.599755605931021,0.7217112045222753,72.17112045222753
llama,big_five,human_anchored_strict,1,2,Openness,Detail,0.003,5.827591909094543,0.28218220908357966,1050,36,0,-11.83530771054103,110.7513620328372,28.142936122245672,23.422398447229632,0.3416607958632677,21.241250206265367,0.3223666418976012,32.23666418976012
llama,big_five,human_anchored_strict,1,2,Conscientiousness,Detail,0.003,2.7551261075553444,0.28218220908357966,1050,2,0,2.538503448429432,100.24676636990347,13.743315308315793,14.080157658415454,0.7620958465369517,11.969074948206726,0.7642434920447363,76.42434920447363
llama,big_five,human_anchored_strict,1,2,Extraversion,Detail,0.003,4.9949687635529765,0.28218220908357966,1050,10,0,1.8199901664703195,103.45449328941993,28.21012953222947,21.828640487261517,0.4282049844476392,17.37632118214283,0.335303197406739,33.530319740673896
llama,big_five,human_anchored_strict,1,2,Agreeableness,Detail,0.003,5.241985849238194,0.28218220908357966,1050,8,0,-1.8280560800793892,104.23656375379014,19.25245335850927,16.09407471469753,0.6891728007815551,13.011199581701698,0.6787308964101972,67.87308964101972
llama,big_five,human_anchored_strict,1,2,Neuroticism,Detail,0.003,2.763437809858779,0.28218220908357966,1050,9,0,-4.945262313447115,99.0101934665818,10.58541271819229,13.680708789777087,0.7754028785318869,11.802121394198641,0.7830893004825361,78.30893004825361
llama,big_five,human_anchored_strict,1,2,Openness,Balanced,0.03,11.564555149230111,0.28218220908357966,1050,1,0,4.46989079552985,100.51305734207784,38.71092900526642,23.422398447229632,0.3416607958632677,17.540771909435367,0.40196718093423256,40.19671809342326
llama,big_five,human_anchored_strict,1,2,Conscientiousness,Balanced,0.03,4.693166336263474,0.28218220908357966,1050,0,0,2.9372243862547873,98.74918281531089,18.187420050019398,14.080157658415454,0.7620958465369517,11.3461579873891,0.7839971979558207,78.39971979558207
llama,big_five,human_anchored_strict,1,2,Extraversion,Balanced,0.03,9.195372103941654,0.28218220908357966,1050,0,0,3.7072469039038713,99.17896385750217,32.08809303348329,21.828640487261517,0.4282049844476392,15.11545671907101,0.3938209684395291,39.38209684395291
llama,big_five,human_anchored_strict,1,2,Agreeableness,Balanced,0.03,9.380630242426651,0.28218220908357966,1050,0,0,2.06155113078533,94.97883714411111,33.51404972288304,16.09407471469753,0.6891728007815551,10.378328790960348,0.7684519972520751,76.84519972520751
llama,big_five,human_anchored_strict,1,2,Neuroticism,Balanced,0.03,4.884069626955212,0.28218220908357966,1050,5,0,-0.5654151961842818,96.99268893463157,17.811603350570525,13.680708789777087,0.7754028785318869,11.188028260194466,0.799220539434512,79.9220539434512
llama,big_five,human_anchored_strict,1,2,Openness,Gentle,0.3,16.447591112629123,0.28218220908357966,1050,0,0,10.35671843576633,88.65870707150658,56.19791619392903,23.422398447229632,0.3416607958632677,13.725515615399258,0.5058553982750364,50.585539827503645
llama,big_five,human_anchored_strict,1,2,Conscientiousness,Gentle,0.3,5.970278557219987,0.28218220908357966,1050,0,2,3.15459805465176,98.86668083568756,20.531847074213587,14.080157658415454,0.7620958465369517,10.907891947582911,0.7985528288363123,79.85528288363123
llama,big_five,human_anchored_strict,1,2,Extraversion,Gentle,0.3,13.138892486104679,0.28218220908357966,1050,0,0,3.5052510261735432,89.63518728531457,40.97704205876933,21.828640487261517,0.4282049844476392,12.924397522217348,0.45715546286920616,45.71554628692061
llama,big_five,human_anchored_strict,1,2,Agreeableness,Gentle,0.3,12.555044981120624,0.28218220908357966,1050,0,0,5.997867682222167,84.1020426241671,37.40012881103781,16.09407471469753,0.6891728007815551,7.296635275575996,0.8709037753067185,87.09037753067184
llama,big_five,human_anchored_strict,1,2,Neuroticism,Gentle,0.3,6.301521497188705,0.28218220908357966,1050,0,0,0.10337846763736294,96.21351587022731,24.0996256196309,13.680708789777087,0.7754028785318869,10.581955758094365,0.81587929207973,81.58792920797299
llama,big_five,human_anchored_strict,1,3,Openness,Detail,0.003,6.017188755532211,0.2416017199677506,899,33,0,-10.051086024578195,112.0971501718952,22.87141429596258,22.57739980452705,0.38830513315268533,21.391248650622536,0.3451775049610444,34.51775049610444
llama,big_five,human_anchored_strict,1,3,Conscientiousness,Detail,0.003,8.160557176261289,0.2416017199677506,899,32,0,-17.81540578864272,107.15238867814708,39.81152507597925,27.363572877535372,0.10146997386219725,21.680889000218045,0.11374857220931633,11.374857220931634
llama,big_five,human_anchored_strict,1,3,Extraversion,Detail,0.003,6.173280071035157,0.2416017199677506,899,4,0,2.5826799093032817,102.55302019527898,33.03859289799335,22.012696115511787,0.41852176270293173,17.50603332172638,0.39319277481347714,39.31927748134771
llama,big_five,human_anchored_strict,1,3,Agreeableness,Detail,0.003,8.819690327725938,0.2416017199677506,899,36,0,-31.763053255798873,105.51496147288813,43.30916889977327,27.348511824305454,0.1024588128817715,23.822989192831077,-0.12420589515492386,0.0
llama,big_five,human_anchored_strict,1,3,Neuroticism,Detail,0.003,8.295232093719159,0.2416017199677506,899,43,0,-17.103069370670926,118.77366517412341,42.71269600441125,28.36961776327414,0.03418497445108859,24.540120263260956,-0.03835844136066924,0.0
llama,big_five,human_anchored_strict,1,3,Openness,Balanced,0.03,12.447432000353368,0.2416017199677506,899,0,0,3.0571372497290827,98.93685835613365,41.85229915824788,22.57739980452705,0.38830513315268533,17.440157102855228,0.44078342135237614,44.07834213523761
llama,big_five,human_anchored_strict,1,3,Conscientiousness,Balanced,0.03,13.580902727708287,0.2416017199677506,899,13,0,-9.193921606364949,96.78154810372598,60.48667459246367,27.363572877535372,0.10146997386219725,18.829623706195317,0.1390658872948216,13.906588729482161
llama,big_five,human_anchored_strict,1,3,Extraversion,Balanced,0.03,10.548280566385053,0.2416017199677506,899,0,1,3.8275304111109247,97.77212501161702,42.02188794949901,22.012696115511787,0.41852176270293173,14.91750832587636,0.4595638868053793,45.95638868053793
llama,big_five,human_anchored_strict,1,3,Agreeableness,Balanced,0.03,15.998339091874746,0.2416017199677506,899,10,0,-13.283225041886016,84.98551742786593,53.03854660042143,27.348511824305454,0.1024588128817715,19.00213580480684,-0.12975979497077117,0.0
llama,big_five,human_anchored_strict,1,3,Neuroticism,Balanced,0.03,15.046599432455276,0.2416017199677506,899,10,1,10.248107713479481,110.37139561695022,65.0516611564636,28.36961776327414,0.03418497445108859,20.087782051805668,-0.07373783850899773,0.0
llama,big_five,human_anchored_strict,1,3,Openness,Gentle,0.3,17.098089751662183,0.2416017199677506,899,0,0,7.452439084888575,90.06924806401925,58.544143934278324,22.57739980452705,0.38830513315268533,13.886356394150965,0.5612935484956794,56.12935484956794
llama,big_five,human_anchored_strict,1,3,Conscientiousness,Gentle,0.3,17.52018113136753,0.2416017199677506,899,0,2,2.856982576754009,91.92914758697981,67.69345383549293,27.363572877535372,0.10146997386219725,15.430599428592082,0.2633254999069008,26.33254999069008
llama,big_five,human_anchored_strict,1,3,Extraversion,Gentle,0.3,13.871699133861192,0.2416017199677506,899,0,1,5.968557940526801,92.6000399937658,55.68860888164753,22.012696115511787,0.41852176270293173,11.948713149684044,0.6106553027239398,61.06553027239398
llama,big_five,human_anchored_strict,1,3,Agreeableness,Gentle,0.3,20.635576166645237,0.2416017199677506,899,0,1,10.07673939695416,77.93551812552603,64.67098262603982,27.348511824305454,0.1024588128817715,13.888731299956962,-0.049528863484560315,0.0
llama,big_five,human_anchored_strict,1,3,Neuroticism,Gentle,0.3,19.687624505439402,0.2416017199677506,899,0,2,18.56656373362934,94.58915415849035,70.37287882645705,28.36961776327414,0.03418497445108859,15.54635586565404,-0.03827234672394386,0.0
llama,big_five,human_anchored_strict,2,3,Openness,Detail,0.003,8.421272462775521,0.19403386186509003,722,17,0,-6.638248602199378,105.23266058317957,29.21158059676118,28.097936218915034,0.05259464861127128,26.211154392787336,-0.16020897341715878,0.0
llama,big_five,human_anchored_strict,2,3,Conscientiousness,Detail,0.003,3.1472440213944757,0.19403386186509003,722,0,0,1.1726558912039704,98.92315319625797,15.625676887987964,10.663569126725633,0.8635441478005476,8.93836585544796,0.8769834529871223,87.69834529871223
llama,big_five,human_anchored_strict,2,3,Extraversion,Detail,0.003,4.357207172905944,0.19403386186509003,722,1,0,-0.3113517591464433,99.27322291600231,21.576062370014853,14.179988285685935,0.7587103280541392,12.777545764268664,0.734269019531445,73.4269019531445
llama,big_five,human_anchored_strict,2,3,Agreeableness,Detail,0.003,5.012810878486838,0.19403386186509003,722,18,0,-2.472200354437313,104.56738512396204,32.14766838945074,18.207564941656635,0.6021762341948796,15.920958814920304,0.6246361932483344,62.463619324833445
llama,big_five,human_anchored_strict,2,3,Neuroticism,Detail,0.003,3.1763221606557623,0.19403386186509003,722,0,0,0.022236729942331213,98.99410164521966,18.389018945443468,12.799844108880704,0.8033941891997638,11.422357990304972,0.8177162926663994,81.77162926663995
llama,big_five,human_anchored_strict,2,3,Openness,Balanced,0.03,15.637655710545461,0.19403386186509003,722,0,0,5.251849896672926,97.30064390369182,47.83606025509459,28.097936218915034,0.05259464861127128,21.803796626418038,-0.23718602213831885,0.0
llama,big_five,human_anchored_strict,2,3,Conscientiousness,Balanced,0.03,5.038994807381644,0.19403386186509003,722,0,0,1.4033940174969703,99.17022205720434,23.653384377270008,10.663569126725633,0.8635441478005476,7.74419691132551,0.9056519076220897,90.56519076220897
llama,big_five,human_anchored_strict,2,3,Extraversion,Balanced,0.03,8.188148977521587,0.19403386186509003,722,0,0,3.179437407047027,99.10971235238624,36.149768808422394,14.179988285685935,0.7587103280541392,10.492054160626507,0.8079376317139281,80.79376317139281
llama,big_five,human_anchored_strict,2,3,Agreeableness,Balanced,0.03,8.642679120027681,0.19403386186509003,722,10,1,-0.6233200960906785,102.28075919218608,38.55456039054268,18.207564941656635,0.6021762341948796,14.287916530790014,0.680686237499467,68.0686237499467
llama,big_five,human_anchored_strict,2,3,Neuroticism,Balanced,0.03,5.295913833093943,0.19403386186509003,722,0,0,1.926689298410987,98.23829863051968,26.48163772947646,12.799844108880704,0.8033941891997638,10.474647831176842,0.8432093454071242,84.32093454071243
llama,big_five,human_anchored_strict,2,3,Openness,Gentle,0.3,20.76172761659387,0.19403386186509003,722,0,0,10.297978426723494,81.88502427776314,55.28409902770221,28.097936218915034,0.05259464861127128,16.978208127635206,-0.33076759166327996,0.0
llama,big_five,human_anchored_strict,2,3,Conscientiousness,Gentle,0.3,6.646468601676963,0.19403386186509003,722,1,1,2.181571397966331,100.20123306865908,29.23158616663813,10.663569126725633,0.8635441478005476,6.54251529999005,0.9306039516118324,93.06039516118324
llama,big_five,human_anchored_strict,2,3,Extraversion,Gentle,0.3,10.715319546802553,0.19403386186509003,722,0,0,5.610158461911552,97.06839251472023,43.00908444070001,14.179988285685935,0.7587103280541392,8.090334528116696,0.8809375121130707,88.09375121130707
llama,big_five,human_anchored_strict,2,3,Agreeableness,Gentle,0.3,11.230794893772087,0.19403386186509003,722,0,0,1.882047421237434,99.74678685284725,44.28390171710066,18.207564941656635,0.6021762341948796,13.31364356733574,0.7171406673486079,71.7140667348608
llama,big_five,human_anchored_strict,2,3,Neuroticism,Gentle,0.3,7.063071640388145,0.19403386186509003,722,0,0,4.1076252342719535,96.32709544813991,30.22262855480072,12.799844108880704,0.8033941891997638,9.417765099961203,0.8674615436782356,86.74615436782356
gemma,editorial,,1,2,Exploration,Detail,0.003,3.3954091822935903,0.4012362268207471,1493,0,0,5.775909700322313,96.08999292566219,14.08691352491234,14.574047953375485,0.49328010857037274,13.06377116383727,0.49427066521528584,49.42706652152859
gemma,editorial,,1,2,Response,Detail,0.003,3.3362483034108728,0.4012362268207471,1493,4,0,-1.1834769777761174,97.6588151537065,14.361018364794525,12.697934289610489,0.6655152013404027,11.750391330328773,0.7351630861763012,73.51630861763012
gemma,editorial,,1,2,Scrutiny,Detail,0.003,2.7715625342039107,0.4012362268207471,1493,1,0,-0.506403196645691,98.32787337531977,9.200906212554038,11.084127288006933,0.8317792130765214,10.141195706826629,0.7734595345260928,77.34595345260928
gemma,editorial,,1,2,Challenge,Detail,0.003,2.9482022291533907,0.4012362268207471,1493,1,0,7.102321951253702,100.63800670259612,16.74249266326226,11.346358819048364,0.8249631664833759,9.536161718221235,0.813354114453709,81.3354114453709
gemma,editorial,,1,2,Affiliation,Detail,0.003,5.454289051450649,0.4012362268207471,1493,5,0,-2.5091188757959095,102.47957164866902,21.293157702742505,18.809456096246766,0.18262629803581087,17.479287737302275,0.2187408079691876,21.87408079691876
gemma,editorial,,1,2,Exploration,Balanced,0.03,6.607234488832342,0.4012362268207471,1493,0,0,12.2351193003811,88.12048342224564,18.863756834879176,14.574047953375485,0.49328010857037274,11.364037366818685,0.5555260998120987,55.55260998120987
gemma,editorial,,1,2,Response,Balanced,0.03,6.790446947765457,0.4012362268207471,1493,0,0,7.6016985969319295,98.43780986793877,19.13933668009487,12.697934289610489,0.6655152013404027,9.219232510653262,0.8152344757851606,81.52344757851606
gemma,editorial,,1,2,Scrutiny,Balanced,0.03,5.756563041108789,0.4012362268207471,1493,0,0,2.1459516380474564,97.13743460858662,15.404389079539607,11.084127288006933,0.8317792130765214,8.021984542815824,0.8429535969816132,84.29535969816132
gemma,editorial,,1,2,Challenge,Balanced,0.03,5.597162603997922,0.4012362268207471,1493,0,0,10.040345173191383,97.9303037221892,19.146162228995465,11.346358819048364,0.8249631664833759,7.732251664375496,0.8697256881033624,86.97256881033624
gemma,editorial,,1,2,Affiliation,Balanced,0.03,11.132487736457104,0.4012362268207471,1493,0,0,10.116869170654072,94.20800757159162,30.86934135552161,18.809456096246766,0.18262629803581087,12.928603742393035,0.3469757968543833,34.69757968543833
gemma,editorial,,1,2,Exploration,Gentle,0.3,8.961163428944095,0.4012362268207471,1493,0,0,17.088740343037788,81.6838397178549,27.829833985943964,14.574047953375485,0.49328010857037274,9.68453256903504,0.6182455461708568,61.82455461708568
gemma,editorial,,1,2,Response,Gentle,0.3,9.202868001724283,0.4012362268207471,1493,0,0,15.60801388171646,99.01990266654488,28.740668272763017,12.697934289610489,0.6655152013404027,7.247771267303396,0.877449396888534,87.74493968885339
gemma,editorial,,1,2,Scrutiny,Gentle,0.3,8.013992477052163,0.4012362268207471,1493,0,1,6.396694599836995,96.19340944703497,22.60750807174781,11.084127288006933,0.8317792130765214,6.211605154887161,0.9011573637649011,90.1157363764901
gemma,editorial,,1,2,Challenge,Gentle,0.3,7.78506095160846,0.4012362268207471,1493,0,0,9.42760210080571,94.05174896182297,27.023233501212808,11.346358819048364,0.8249631664833759,6.327085790486349,0.9070077749076716,90.70077749076717
gemma,editorial,,1,2,Affiliation,Gentle,0.3,15.129513617559622,0.4012362268207471,1493,0,0,15.666768158830111,76.98279959536852,42.34634115247641,18.809456096246766,0.18262629803581087,8.641840342260409,0.530807253431357,53.080725343135704
gemma,editorial,,1,3,Exploration,Detail,0.003,3.798040049898693,0.35528083848427844,1322,2,0,13.564918762590604,101.90070090182886,15.41247274887408,16.529349021873607,0.3481929332457592,14.132625750303914,0.3718665896370047,37.18665896370047
gemma,editorial,,1,3,Response,Detail,0.003,4.816195489455578,0.35528083848427844,1322,13,0,-0.8374368103784242,109.76879395223845,18.238848869426974,19.320970466902022,0.22559507222909947,17.486402865179276,0.3679420884742839,36.794208847428386
gemma,editorial,,1,3,Scrutiny,Detail,0.003,3.8587788161671566,0.35528083848427844,1322,0,0,0.13780388290780843,97.71073847392665,15.892610473626306,17.520315157471458,0.5796989457704956,15.928816121352389,0.5334994365002954,53.349943650029545
gemma,editorial,,1,3,Challenge,Detail,0.003,3.1214407543070006,0.35528083848427844,1322,0,0,8.473492206484423,95.74501773073949,9.126530091878418,14.559830800970978,0.7117767061293873,12.676873569887366,0.6617054274839047,66.17054274839047
gemma,editorial,,1,3,Affiliation,Detail,0.003,3.081050793364217,0.35528083848427844,1322,0,0,6.588973032148364,93.29154477283238,12.061415916522932,14.403362170206618,0.5207126706300653,10.457955207530194,0.7400044916115478,74.00044916115478
gemma,editorial,,1,3,Exploration,Balanced,0.03,7.824057683862732,0.35528083848427844,1322,0,0,16.13613144249052,87.24326564214871,22.6951781210592,16.529349021873607,0.3481929332457592,10.748638749182415,0.4949569625599781,49.495696255997814
gemma,editorial,,1,3,Response,Balanced,0.03,10.159805063786177,0.35528083848427844,1322,0,0,18.410800132811737,96.37461222234481,32.89673466689034,19.320970466902022,0.22559507222909947,14.241059481781623,0.4131780065276832,41.31780065276832
gemma,editorial,,1,3,Scrutiny,Balanced,0.03,8.257536958566748,0.35528083848427844,1322,0,0,2.786646453756262,95.48389019111991,26.23156085999578,17.520315157471458,0.5796989457704956,13.568572529699265,0.5975512015686534,59.75512015686534
gemma,editorial,,1,3,Challenge,Balanced,0.03,7.2227423490015195,0.35528083848427844,1322,0,0,8.764842110681005,93.11574305129805,22.38028280640207,14.559830800970978,0.7117767061293873,10.838437661788294,0.7447754039678895,74.47754039678895
gemma,editorial,,1,3,Affiliation,Balanced,0.03,6.2265821771105365,0.35528083848427844,1322,0,0,8.45669460006377,93.47593726786585,24.27680382783274,14.403362170206618,0.5207126706300653,8.808594774871898,0.8033557401888138,80.33557401888139
gemma,editorial,,1,3,Exploration,Gentle,0.3,11.408491973852623,0.35528083848427844,1322,0,0,15.821092438752272,80.27955083178932,32.960912540181454,16.529349021873607,0.3481929332457592,7.598886582127042,0.6703819505051704,67.03819505051703
gemma,editorial,,1,3,Response,Gentle,0.3,14.00053586744451,0.35528083848427844,1322,0,0,25.244531588954167,89.62163644640404,41.903319155962635,19.320970466902022,0.22559507222909947,11.866463682276143,0.48515596176390263,48.51559617639026
gemma,editorial,,1,3,Scrutiny,Gentle,0.3,11.567986815632707,0.35528083848427844,1322,0,0,6.504383625945182,93.74724024441052,40.96683468289874,17.520315157471458,0.5796989457704956,11.743661233147865,0.6635136931931449,66.35136931931449
gemma,editorial,,1,3,Challenge,Gentle,0.3,10.023018936649573,0.35528083848427844,1322,0,0,8.821349204983209,91.60958522003067,31.619534002106114,14.559830800970978,0.7117767061293873,9.515045726157156,0.7971199636375718,79.71199636375718
gemma,editorial,,1,3,Affiliation,Gentle,0.3,8.747155931222037,0.35528083848427844,1322,0,0,9.096616856532167,93.52482909543474,33.48315870667409,14.403362170206618,0.5207126706300653,7.044212982205197,0.8623784525548365,86.23784525548365
gemma,editorial,,2,3,Exploration,Detail,0.003,7.237690504146682,0.3238376780435367,1205,0,0,6.2435858614664115,91.2219718947596,34.9808329576378,18.92877014527218,0.14522392121111438,13.175942464949063,0.18405831979180898,18.4058319791809
gemma,editorial,,2,3,Response,Detail,0.003,2.2262661364761698,0.3238376780435367,1205,6,0,8.772689598012931,101.9239270196695,9.608273842198301,11.438804261897351,0.728561471959882,8.78741671925015,0.8635605033157645,86.35605033157645
gemma,editorial,,2,3,Scrutiny,Detail,0.003,6.348524291811545,0.3238376780435367,1205,3,0,3.8773221869079535,106.42621013528787,33.16852554260336,21.024989912794982,0.39473126173338136,16.344639413168967,0.40919256784625946,40.919256784625944
gemma,editorial,,2,3,Challenge,Detail,0.003,7.327606394505025,0.3238376780435367,1205,6,0,5.766269222193378,105.50366696451967,33.682358886470965,22.825720673619532,0.29162142474646446,16.676191670333676,0.3783568915356754,37.83568915356754
gemma,editorial,,2,3,Affiliation,Detail,0.003,3.64420435749186,0.3238376780435367,1205,4,0,2.2847130697258167,102.84297502319556,17.034619273171007,14.523624372189976,0.5126755491852691,11.846385049213017,0.7493456473159077,74.93456473159077
gemma,editorial,,2,3,Exploration,Balanced,0.03,12.242784324199222,0.3238376780435367,1205,0,0,16.976072349146886,87.55268857158003,45.029458388992424,18.92877014527218,0.14522392121111438,10.736977087184348,0.22268575830164838,22.26857583016484
gemma,editorial,,2,3,Response,Balanced,0.03,4.347250694002609,0.3238376780435367,1205,0,0,11.408773128508995,98.14857679014368,17.291762266570565,11.438804261897351,0.728561471959882,8.077235346083288,0.8822369811541927,88.22369811541927
gemma,editorial,,2,3,Scrutiny,Balanced,0.03,10.747748199946141,0.3238376780435367,1205,0,0,4.352106017141119,93.23620447548505,41.165278591288,21.024989912794982,0.39473126173338136,14.825759568670959,0.451624554484909,45.1624554484909
gemma,editorial,,2,3,Challenge,Balanced,0.03,12.483164298528003,0.3238376780435367,1205,2,0,10.829342512884926,100.90743846756327,43.89948929339266,22.825720673619532,0.29162142474646446,14.74820189152674,0.43802055977780197,43.8020559777802
gemma,editorial,,2,3,Affiliation,Balanced,0.03,6.596019555302547,0.3238376780435367,1205,0,0,4.549698404352933,96.94843251013941,22.112656227671277,14.523624372189976,0.5126755491852691,10.207491600133633,0.7968924816750215,79.68924816750214
gemma,editorial,,2,3,Exploration,Gentle,0.3,15.611884030783944,0.3238376780435367,1205,0,0,31.312702570719967,84.29925180020652,45.43237348889209,18.92877014527218,0.14522392121111438,8.275162746981819,0.32855971268913353,32.85597126891335
gemma,editorial,,2,3,Response,Gentle,0.3,6.067192050513534,0.3238376780435367,1205,0,0,14.064474997189942,93.6424265261277,24.325451138518723,11.438804261897351,0.728561471959882,6.9420136603492315,0.9101687430408597,91.01687430408597
gemma,editorial,,2,3,Scrutiny,Gentle,0.3,13.805259280498204,0.3238376780435367,1205,0,0,5.369440869594128,85.0335187958501,47.939693183294,21.024989912794982,0.39473126173338136,13.4292805369335,0.4771029120213284,47.71029120213284
gemma,editorial,,2,3,Challenge,Gentle,0.3,16.100483101048354,0.3238376780435367,1205,0,0,21.16771529545597,95.92626174051563,50.12136429491098,22.825720673619532,0.29162142474646446,13.243978032016663,0.47525656214727474,47.525656214727476
gemma,editorial,,2,3,Affiliation,Gentle,0.3,8.772652474166899,0.3238376780435367,1205,0,0,7.816649420635981,93.54015913820186,26.04265167190403,14.523624372189976,0.5126755491852691,8.62758525510938,0.8417818896384229,84.17818896384229
gemma,big_five,human_anchored_strict,1,2,Openness,Detail,0.003,5.924489155134992,0.4012362268207471,1493,15,0,-15.432248410127439,103.93925360201084,45.20957917612186,21.89117756374243,0.42492400953662224,17.748856514571685,0.4122707908403841,41.22707908403841
gemma,big_five,human_anchored_strict,1,2,Conscientiousness,Detail,0.003,2.6111829662039603,0.4012362268207471,1493,1,0,0.41430276776450586,100.20102443950047,11.31491622227955,12.318103831107093,0.8179147738687503,10.864685369426184,0.8098065904855689,80.98065904855689
gemma,big_five,human_anchored_strict,1,2,Extraversion,Detail,0.003,3.0153977375463916,0.4012362268207471,1493,2,0,-1.5804660314740322,99.14762388964434,13.12108531739656,12.823308745086921,0.8026726941071233,12.434145436408135,0.7303606108585311,73.0360610858531
