model,model_label,persona,domain,construction,raw_composite_projection,within_model_percentile,pc1,pc2,pc3
llama,Llama-3.3-70B,auctioneer,Openness,human_anchored_strict,0.09420772004776555,40.18181818181818,0.4707399146197059,0.9576667206394771,0.3843078322757547
llama,Llama-3.3-70B,auditor,Openness,human_anchored_strict,0.05200271534606302,6.363636363636363,0.8697577655847668,-0.9683084456526753,0.5796433200008528
llama,Llama-3.3-70B,avatar,Openness,human_anchored_strict,0.13902686800106917,74.72727272727273,-2.2623623103778048,-0.6114329410165981,-0.13760605336732865
llama,Llama-3.3-70B,bard,Openness,human_anchored_strict,0.12344928396057832,63.09090909090909,-2.3107481230621825,0.7624293054443227,-0.1223571395874778
llama,Llama-3.3-70B,bartender,Openness,human_anchored_strict,0.09955318587421302,46.72727272727273,0.9315738802850715,1.0163516672403945,-0.5930281837437269
llama,Llama-3.3-70B,biologist,Openness,human_anchored_strict,0.10689762910855494,53.27272727272727,0.2922491414107373,-0.7847483736901877,0.3618241702140328
llama,Llama-3.3-70B,blogger,Openness,human_anchored_strict,0.1275935927687289,65.63636363636364,0.46770949586531535,-0.11694623501913681,-0.695814382142663
llama,Llama-3.3-70B,bohemian,Openness,human_anchored_strict,0.24351879367005008,99.0909090909091,-1.2656581711203745,1.2871873703579015,-1.6214630558040917
llama,Llama-3.3-70B,builder,Openness,human_anchored_strict,0.06348387490519249,12.909090909090908,0.6948167088184234,-0.2374069648419056,-0.3293589031249321
llama,Llama-3.3-70B,caregiver,Openness,human_anchored_strict,0.09442141762050277,40.54545454545455,0.561708969541495,-0.28550676912445583,-0.9403702777710465
llama,Llama-3.3-70B,cartographer,Openness,human_anchored_strict,0.09972442837713172,47.45454545454545,0.25580571005353053,-0.739925110479929,0.20094748847992794
llama,Llama-3.3-70B,caveman,Openness,human_anchored_strict,-0.024514818881902777,0.5454545454545454,0.31809871473299195,4.237359125024927,3.083970104371442
llama,Llama-3.3-70B,celebrity,Openness,human_anchored_strict,0.09404906018246087,39.45454545454545,1.0322543647679314,0.7544486106765951,-1.1802224874169027
llama,Llama-3.3-70B,chameleon,Openness,human_anchored_strict,0.1435595828791096,80.18181818181819,0.1771240793980488,0.2265000873530963,-0.17709013425025996
llama,Llama-3.3-70B,chef,Openness,human_anchored_strict,0.09598725985096043,41.63636363636363,0.530206992497598,0.28933998622719065,-0.4267814130096054
llama,Llama-3.3-70B,chemist,Openness,human_anchored_strict,0.09888636058851175,45.27272727272727,0.37423196684863147,-0.6365343850944808,0.5357516809317611
llama,Llama-3.3-70B,chimera,Openness,human_anchored_strict,0.16877034471226854,91.0909090909091,-1.5197304914086858,0.05163553910177877,0.37903685456250213
llama,Llama-3.3-70B,coach,Openness,human_anchored_strict,0.09286753068879271,39.09090909090909,0.8796574718763137,-0.8648342568975252,-0.01864833740928682
llama,Llama-3.3-70B,collaborator,Openness,human_anchored_strict,0.09780346307070045,43.81818181818182,0.9179091072732185,-0.7321915560183911,-0.1629425650723297
llama,Llama-3.3-70B,collector,Openness,human_anchored_strict,0.08784014548528253,32.18181818181818,0.18588490119883616,-0.6328954371300143,-0.07818098933010015
llama,Llama-3.3-70B,comedian,Openness,human_anchored_strict,0.11520931737481446,59.45454545454545,1.1392076785254464,2.327539684961416,0.31724249826864803
llama,Llama-3.3-70B,competitor,Openness,human_anchored_strict,0.11051489368965489,57.63636363636363,1.0706133660461692,1.2046551194493118,-0.2367496326059666
llama,Llama-3.3-70B,composer,Openness,human_anchored_strict,0.1362431359791894,72.54545454545455,-0.5651185795177341,-0.4358927902825421,-0.1206415739721811
llama,Llama-3.3-70B,conservator,Openness,human_anchored_strict,0.06305465042186705,12.181818181818182,0.37758872050474535,-0.7987582638295899,-0.012867948216854557
llama,Llama-3.3-70B,consultant,Openness,human_anchored_strict,0.08071516520346451,27.09090909090909,0.8661205738826808,-1.08258044187059,0.4302202273699675
llama,Llama-3.3-70B,contrarian,Openness,human_anchored_strict,0.18948926053165613,95.0909090909091,0.24063719918910267,0.2681388002636938,-0.4173180653095454
llama,Llama-3.3-70B,coordinator,Openness,human_anchored_strict,0.07687858884656948,23.09090909090909,0.8862594320946517,-0.9947846213554037,0.2126002631168344
llama,Llama-3.3-70B,coral_reef,Openness,human_anchored_strict,0.12495297648105158,63.81818181818182,-1.178601436696897,-0.20188981271803158,0.3030520621947084
llama,Llama-3.3-70B,cosmopolitan,Openness,human_anchored_strict,0.13496506795545982,71.0909090909091,0.12255958654386938,-0.5664033352498284,-0.3635545296206435
llama,Llama-3.3-70B,counselor,Openness,human_anchored_strict,0.10583893772280127,51.81818181818182,0.5505281999771632,-0.8079800430008603,-0.5100036277750142
llama,Llama-3.3-70B,criminal,Openness,human_anchored_strict,0.08560371247060893,29.272727272727273,0.91035589663746,2.6858258150352703,-0.12522255592798853
llama,Llama-3.3-70B,critic,Openness,human_anchored_strict,0.12533946629467513,64.18181818181819,0.131072624436747,-1.0375077899197496,0.07020354451276155
llama,Llama-3.3-70B,crystalline,Openness,human_anchored_strict,0.1633669131871444,90.0,-2.0514117666954075,-0.5660204722304457,1.1803283069741455
llama,Llama-3.3-70B,curator,Openness,human_anchored_strict,0.12421707297611262,63.45454545454545,0.22551971671437807,-0.7954462729987846,-0.01399912536972327
llama,Llama-3.3-70B,cyborg,Openness,human_anchored_strict,0.13113240888222422,68.18181818181819,0.011625882297863738,-1.0360725584361967,0.7632851548371524
llama,Llama-3.3-70B,cynic,Openness,human_anchored_strict,0.09106761125745108,36.54545454545455,0.7937726384372615,2.0682445153474602,-0.08307451111906149
llama,Llama-3.3-70B,daredevil,Openness,human_anchored_strict,0.16963804291959356,91.81818181818181,0.7728302887338315,1.7376941180148262,-0.5034993467769293
llama,Llama-3.3-70B,debugger,Openness,human_anchored_strict,0.08815583817403956,32.90909090909091,0.7664147993071053,-1.014358584801024,0.584423726288807
llama,Llama-3.3-70B,demon,Openness,human_anchored_strict,0.14259358930161206,77.63636363636364,-1.8178402353948928,1.160139863308886,0.7496164371258788
llama,Llama-3.3-70B,designer,Openness,human_anchored_strict,0.12591064352943993,64.54545454545455,0.6703345353550235,-0.8732564460516121,0.17205876848702767
llama,Llama-3.3-70B,destroyer,Openness,human_anchored_strict,0.19365438357278636,95.81818181818181,-0.16072375579762482,-0.23876606641306883,-0.0474779479087725
llama,Llama-3.3-70B,detective,Openness,human_anchored_strict,0.08718223106208682,31.454545454545453,0.47555710584454874,-0.7797204897229102,0.3778696061604565
llama,Llama-3.3-70B,devils_advocate,Openness,human_anchored_strict,0.16129198556426555,88.9090909090909,0.3016567641942839,-0.19154767201115652,-0.0013338525617213124
llama,Llama-3.3-70B,dilettante,Openness,human_anchored_strict,0.17016404248239494,92.18181818181819,0.2055711747454141,0.5263495999481759,-0.12029125537079809
llama,Llama-3.3-70B,dispatcher,Openness,human_anchored_strict,0.0664451161591634,15.454545454545455,0.8918088288998806,-0.7246244377056255,0.3729101387009453
llama,Llama-3.3-70B,divorcee,Openness,human_anchored_strict,0.10608839133882234,52.18181818181818,1.1851802114497347,0.8088072216093102,-1.2227149698371715
llama,Llama-3.3-70B,doctor,Openness,human_anchored_strict,0.06671699600396849,15.818181818181818,0.8568078945428572,-0.7918841442305651,0.19918446598403547
llama,Llama-3.3-70B,dreamer,Openness,human_anchored_strict,0.1824388770182258,94.36363636363636,-2.1631828519258613,0.013564266296878806,-0.052843625601372825
llama,Llama-3.3-70B,echo,Openness,human_anchored_strict,0.1432940577158301,79.81818181818181,-2.7159556711023907,0.08191277789707237,0.400896731699221
llama,Llama-3.3-70B,economist,Openness,human_anchored_strict,0.08617321281990059,30.0,0.6962632475231036,-0.9136521376401927,0.613981928292049
llama,Llama-3.3-70B,ecosystem,Openness,human_anchored_strict,0.13598731758391877,72.18181818181819,-0.6012387541513743,-0.9762042097133056,0.14388888690782292
llama,Llama-3.3-70B,editor,Openness,human_anchored_strict,0.07962258090505842,26.0,0.6662206211197597,-0.7902348406286194,0.206870551352128
llama,Llama-3.3-70B,egregore,Openness,human_anchored_strict,0.15185693383404986,86.0,-1.5777065634267398,-0.753305323479027,0.16413997294035546
llama,Llama-3.3-70B,elder,Openness,human_anchored_strict,0.08351943836730402,27.818181818181817,-0.29563284856690814,0.45290029859668013,-1.0669334748868766
llama,Llama-3.3-70B,eldritch,Openness,human_anchored_strict,0.20275712626449274,96.18181818181819,-3.754777367858684,0.3226579338340599,1.3853325039052546
llama,Llama-3.3-70B,emissary,Openness,human_anchored_strict,0.10713149661519267,54.36363636363637,0.24900263081149096,-1.1702840573275313,-0.12015830997772937
llama,Llama-3.3-70B,empath,Openness,human_anchored_strict,0.16299364058446283,89.63636363636364,-0.6520994978306258,-0.3457516723834723,-0.8884118651389321
llama,Llama-3.3-70B,engineer,Openness,human_anchored_strict,0.09029280864223463,35.09090909090909,0.7937398797822002,-0.9794796357254003,0.6782170161302471
llama,Llama-3.3-70B,entrepreneur,Openness,human_anchored_strict,0.11712642579922046,60.90909090909091,0.9301214635501478,-0.5769720283699568,-0.13379632445930403
llama,Llama-3.3-70B,evaluator,Openness,human_anchored_strict,0.07616111998608156,22.727272727272727,0.7868026654589267,-1.2172644941024255,0.5859499481484088
llama,Llama-3.3-70B,evangelist,Openness,human_anchored_strict,0.1863785430126587,94.72727272727273,0.013079770709236814,0.060397122013335525,-1.0287762462022843
llama,Llama-3.3-70B,examiner,Openness,human_anchored_strict,0.05570092576858598,7.454545454545454,0.728778813591804,-1.1144592354450524,0.7389407943380635
llama,Llama-3.3-70B,exile,Openness,human_anchored_strict,0.10690889057026753,53.63636363636363,-0.9743968116247738,0.9268672988801776,-0.6663522729086697
llama,Llama-3.3-70B,expatriate,Openness,human_anchored_strict,0.09515757062922975,41.27272727272727,0.8540836479114822,-0.1434566098756893,-0.46978505131325526
llama,Llama-3.3-70B,facilitator,Openness,human_anchored_strict,0.10895070716704931,56.54545454545455,0.7906281395891699,-0.9175785195222522,-0.02368292724320522
llama,Llama-3.3-70B,familiar,Openness,human_anchored_strict,0.11159593618395797,58.0,-2.0274164681214737,-0.3444299227176689,0.41424741320873937
llama,Llama-3.3-70B,fixer,Openness,human_anchored_strict,0.10759918040155508,55.45454545454545,0.22487055643678888,0.45839434459292555,0.1367340104354834
llama,Llama-3.3-70B,flaneur,Openness,human_anchored_strict,0.1756930799696939,93.27272727272727,-1.1551963498771842,0.21213708657520616,-0.4428097136057225
llama,Llama-3.3-70B,fool,Openness,human_anchored_strict,0.06692705012481481,16.545454545454547,1.2012117798161361,3.5006876777320346,0.9569458182973075
llama,Llama-3.3-70B,forecaster,Openness,human_anchored_strict,0.10709273177674328,54.0,0.5982630839642225,-1.113440442565365,0.5264294661897578
llama,Llama-3.3-70B,futurist,Openness,human_anchored_strict,0.16558665430061964,90.36363636363636,0.36706160865695664,-1.0726462087138315,0.38171695272324485
llama,Llama-3.3-70B,gamer,Openness,human_anchored_strict,0.1310923159154906,67.81818181818181,0.4685716001417446,0.5157532944815365,0.36850554573042055
llama,Llama-3.3-70B,generalist,Openness,human_anchored_strict,0.13027872661307774,67.45454545454545,0.4084629858365538,-1.0034600425834317,0.3766314808826843
llama,Llama-3.3-70B,genie,Openness,human_anchored_strict,0.16289835263758998,89.27272727272727,-1.9742435210582319,0.7460396898617929,0.7414924243944703
llama,Llama-3.3-70B,geographer,Openness,human_anchored_strict,0.1020754349322619,49.63636363636363,0.4543053391743094,-0.8843410848358151,0.23363289964561348
llama,Llama-3.3-70B,ghost,Openness,human_anchored_strict,0.14122238500305925,76.18181818181819,-2.714303441007963,0.24348548590099256,0.21214359575030142
llama,Llama-3.3-70B,golem,Openness,human_anchored_strict,0.08769463916769554,31.818181818181817,-2.4342637151913395,0.35860002881212927,0.7135073079796697
llama,Llama-3.3-70B,gossip,Openness,human_anchored_strict,0.08647833873913649,30.727272727272727,1.3050734325468065,2.1571721011093508,-0.2815067875149345
llama,Llama-3.3-70B,grader,Openness,human_anchored_strict,0.06188423603371426,11.818181818181818,0.8294972255214369,-0.8369460869071108,0.579848895645005
llama,Llama-3.3-70B,graduate,Openness,human_anchored_strict,0.0971716756133672,42.72727272727273,1.2543848551607433,0.28833228350606693,-0.5547133030191983
llama,Llama-3.3-70B,grandparent,Openness,human_anchored_strict,0.025475532896439272,2.3636363636363638,0.8971125470393315,1.6564190138051893,-1.1026619540415135
llama,Llama-3.3-70B,guardian,Openness,human_anchored_strict,0.06961838685068805,17.636363636363637,0.19703203531564334,-0.6375316642131985,-0.25121647270753505
llama,Llama-3.3-70B,guide,Openness,human_anchored_strict,0.0973081699542195,43.09090909090909,0.4515405280589149,-0.7301358965840786,-0.033918038605378883
llama,Llama-3.3-70B,guru,Openness,human_anchored_strict,0.14964253936956629,84.54545454545455,-1.6727869168699594,-0.2760678341479019,-0.8139350126756839
llama,Llama-3.3-70B,hacker,Openness,human_anchored_strict,0.14534145566207207,82.0,0.4118042092136099,0.3063287862143571,0.29259466129945844
llama,Llama-3.3-70B,healer,Openness,human_anchored_strict,0.12904832894891355,66.72727272727273,-0.2607755906735726,-0.8102843994461634,-0.7451787889854704
llama,Llama-3.3-70B,hedonist,Openness,human_anchored_strict,0.1516907098019728,85.63636363636364,-0.42707910731034837,0.8107831150720074,-0.3799658370507837
llama,Llama-3.3-70B,hermit,Openness,human_anchored_strict,0.09636398473003648,42.0,-2.1849518594413593,0.7072980015174946,-0.7964315865588997
llama,Llama-3.3-70B,historian,Openness,human_anchored_strict,0.0890282998030009,34.0,0.08916698038044321,-0.7263363312781783,0.20391912094913672
llama,Llama-3.3-70B,hive,Openness,human_anchored_strict,0.1449139109391195,81.27272727272727,-0.8601345427596212,-0.9433784452092737,0.8259997580895091
llama,Llama-3.3-70B,hoarder,Openness,human_anchored_strict,0.036210210386839956,3.4545454545454546,0.9196873904196774,2.220413934512951,0.5923241505273067
llama,Llama-3.3-70B,homunculus,Openness,human_anchored_strict,0.13551462865571742,71.45454545454545,-2.103706349473587,-0.04576459538301194,0.42367279029621585
llama,Llama-3.3-70B,hybrid,Openness,human_anchored_strict,0.17261805105174052,92.54545454545455,-0.3620823889763209,-0.6504503232169733,-0.40971840560951106
llama,Llama-3.3-70B,idealist,Openness,human_anchored_strict,0.15893933627164825,87.81818181818181,-0.31173805265108406,-0.29660540165595856,-1.255304944790559
llama,Llama-3.3-70B,immigrant,Openness,human_anchored_strict,0.08624637758826295,30.363636363636363,0.5420323063452629,0.14671926262200466,-0.9626159094727901
llama,Llama-3.3-70B,improviser,Openness,human_anchored_strict,0.18156789016996258,94.0,0.6777081587329564,1.5038448878150823,-0.6024134746569685
llama,Llama-3.3-70B,infant,Openness,human_anchored_strict,0.01121179522838324,1.2727272727272727,1.2103539608077116,3.980472439408199,4.310784521962024
llama,Llama-3.3-70B,influencer,Openness,human_anchored_strict,0.12855118711469554,66.0,1.2057870123907861,0.2934647282109348,-0.5904231377665612
llama,Llama-3.3-70B,instructor,Openness,human_anchored_strict,0.0667371137075458,16.181818181818183,0.9178372907498185,-0.9079957134138655,0.4470573666549267
llama,Llama-3.3-70B,interpreter,Openness,human_anchored_strict,0.12198864235487031,62.72727272727273,0.35908443758450137,-1.0223631686374066,0.09258670668060079
llama,Llama-3.3-70B,interviewer,Openness,human_anchored_strict,0.07244862841041994,20.181818181818183,0.8951785914918509,-0.06780466246836618,0.1446691091726252
llama,Llama-3.3-70B,jester,Openness,human_anchored_strict,0.14055904287852367,75.45454545454545,-0.48222728941943904,2.010214305192701,0.7014642255279904
llama,Llama-3.3-70B,journalist,Openness,human_anchored_strict,0.0772950559965895,23.454545454545453,0.7604009366256901,-0.5978538056345937,0.06780342288513569
llama,Llama-3.3-70B,judge,Openness,human_anchored_strict,0.05468195044853425,7.090909090909091,0.2628727191388767,-0.8585986159738709,0.27355827633470053
llama,Llama-3.3-70B,lawyer,Openness,human_anchored_strict,0.056141454182124684,8.545454545454545,0.7183222664394044,-0.8182821049996277,0.4385639279910072
llama,Llama-3.3-70B,leviathan,Openness,human_anchored_strict,0.12647137638166944,65.27272727272727,-3.200904376950058,0.822629482556331,1.0536399841451458
llama,Llama-3.3-70B,librarian,Openness,human_anchored_strict,0.0778193113341164,24.181818181818183,0.632296143509633,-0.7188366462597388,0.37213016110392294
llama,Llama-3.3-70B,linguist,Openness,human_anchored_strict,0.11624676076843107,60.18181818181818,0.4762683404362511,-0.7462273750871651,0.4783070000886271
llama,Llama-3.3-70B,loner,Openness,human_anchored_strict,0.06327674609821111,12.545454545454545,0.13185415702797357,0.7866358583944236,-0.41755671724063326
llama,Llama-3.3-70B,luddite,Openness,human_anchored_strict,0.04197210719755076,4.181818181818182,-0.11008211745439674,2.1478104819230444,-0.6759814236437932
llama,Llama-3.3-70B,marketer,Openness,human_anchored_strict,0.09828134214292819,44.90909090909091,0.9394540348497288,-0.7874048297750947,0.283380564673013
llama,Llama-3.3-70B,martyr,Openness,human_anchored_strict,0.10086020085684408,48.18181818181818,-1.110597466357635,0.4398182204336563,-1.0593103990796517
llama,Llama-3.3-70B,mathematician,Openness,human_anchored_strict,0.11483243964248847,58.36363636363637,0.22978510423357834,-0.6777488366632428,0.744311457398613
llama,Llama-3.3-70B,maverick,Openness,human_anchored_strict,0.26589209274629216,99.81818181818181,0.17332629395041937,0.6628991492396074,-0.6686818726973685
llama,Llama-3.3-70B,mechanic,Openness,human_anchored_strict,0.05594564064749161,8.181818181818182,1.2485024951834105,0.8604850402635824,-0.18404876498363057
llama,Llama-3.3-70B,mediator,Openness,human_anchored_strict,0.09178728684976686,37.63636363636363,0.6825061064994177,-0.9949020905910798,-0.051816744521491084
