persona,cluster,distance_from_centroid,cos_to_editor,cos_to_synthesizer,cos_to_blogger,cos_to_ancient,cos_to_trickster,cos_to_contrarian,cos_to_podcaster,nearest_named_cluster,nearest_cluster_cosine
counselor,procedural_professional,0.000872374,0.998666763,0.999127626,0.998517394,0.997304440,0.996896148,0.997485816,0.997889578,,
healer,procedural_professional,0.000873923,0.997837603,0.999126077,0.998585641,0.998764336,0.997733653,0.997677505,0.998127759,,
destroyer,procedural_professional,0.000879765,0.997986913,0.999120235,0.998600304,0.998551309,0.998008490,0.998993576,0.998290896,,
activist,procedural_professional,0.000889897,0.998000264,0.999110103,0.998612344,0.997635722,0.997266173,0.998323321,0.997978866,,
linguist,procedural_professional,0.000893712,0.998864412,0.999106288,0.998067141,0.997180820,0.996984839,0.997508824,0.997650504,,
idealist,procedural_professional,0.000895500,0.997587144,0.999104500,0.998775780,0.998922348,0.998247981,0.998492420,0.998407722,,
veterinarian,procedural_professional,0.000898302,0.998617947,0.999101698,0.998483717,0.997223794,0.997021198,0.997544229,0.997865796,,
naturalist,procedural_professional,0.000912786,0.997847438,0.999087214,0.998687744,0.998678923,0.997843027,0.997977138,0.998208940,,
therapist,procedural_professional,0.000916183,0.998660803,0.999083817,0.998323202,0.997108459,0.996730983,0.997356117,0.997743011,,
pacifist,procedural_professional,0.000936091,0.997848511,0.999063909,0.998173654,0.997895241,0.997088134,0.997538805,0.997722328,,
visionary,procedural_professional,0.000936210,0.997530818,0.999063790,0.998604894,0.998763084,0.998285234,0.998630643,0.998254180,,
caregiver,procedural_professional,0.000954568,0.998147011,0.999045432,0.998831272,0.997705936,0.997279465,0.997575283,0.998315096,,
nutritionist,procedural_professional,0.000954926,0.998805940,0.999045074,0.998055577,0.996735215,0.996669352,0.997240007,0.997516632,,
perfectionist,procedural_professional,0.000963211,0.998184383,0.999036789,0.998293400,0.998200774,0.997856736,0.998624384,0.998135984,,
conservator,procedural_professional,0.000970840,0.998361230,0.999029160,0.998226702,0.997650862,0.997055054,0.997476935,0.997618139,,
paramedic,procedural_professional,0.000987113,0.998433113,0.999012887,0.998821437,0.997182131,0.997001410,0.997876167,0.998002231,,
merchant,procedural_professional,0.000990093,0.998021305,0.999009907,0.998976469,0.998465002,0.998178542,0.998177886,0.998383582,,
builder,procedural_professional,0.000994265,0.997994840,0.999005735,0.998991847,0.997962594,0.997634232,0.998127460,0.998301268,,
vegan,procedural_professional,0.001112103,0.998054683,0.998887897,0.998231649,0.997139335,0.996948898,0.997521937,0.997693300,,
optimist,procedural_professional,0.001150191,0.997686148,0.998849809,0.998768747,0.997573793,0.997835934,0.997971416,0.998288870,,
pilot,procedural_professional,0.001173317,0.998256564,0.998826683,0.998402119,0.996993542,0.996844947,0.997583330,0.997635126,,
ecosystem,procedural_professional,0.001186371,0.997389913,0.998813629,0.998273015,0.998772442,0.997648656,0.997611880,0.998099804,,
empath,procedural_professional,0.001191735,0.997435868,0.998808265,0.998835504,0.998804450,0.997887552,0.997940063,0.998422205,,
archaeologist,procedural_professional,0.001202226,0.997890294,0.998797774,0.998437285,0.998195827,0.997594893,0.997719109,0.997974873,,
egregore,procedural_professional,0.001290202,0.997210622,0.998709798,0.998380303,0.999540269,0.998156726,0.998024166,0.998318195,,
minimalist,procedural_professional,0.001301110,0.997411966,0.998698890,0.998438001,0.998181641,0.997532368,0.998042464,0.998006582,,
swarm,procedural_professional,0.001577973,0.997101367,0.998422027,0.997795641,0.998778701,0.997492433,0.997549593,0.997959197,,
hive,procedural_professional,0.001590371,0.997099817,0.998409629,0.997654080,0.998632967,0.997352421,0.997528553,0.997859955,,
evangelist,procedural_professional,0.001755238,0.996579945,0.998244762,0.998367906,0.998851955,0.998416603,0.998299956,0.998215199,,
revolutionary,procedural_professional,0.001756191,0.996711910,0.998243809,0.998171389,0.998151064,0.997596264,0.998652339,0.997821569,,
anarchist,procedural_professional,0.001943409,0.996568739,0.998056591,0.997689307,0.997355878,0.996987224,0.998080254,0.997335017,,
trickster,trickster_chaos,0.000256896,0.996287107,0.997724831,0.998505592,0.998627305,0.999743104,0.998470187,0.998781145,,
jester,trickster_chaos,0.000795543,0.995413303,0.996742666,0.997602642,0.997659445,0.999204457,0.997462094,0.998139381,,
dilettante,trickster_chaos,0.000846446,0.996541142,0.997751892,0.998136699,0.997903585,0.999153554,0.997886360,0.998185277,,
genie,trickster_chaos,0.000921607,0.995747864,0.997097492,0.997605920,0.998790503,0.999078393,0.997405827,0.998026550,,
improviser,trickster_chaos,0.000953078,0.996703684,0.998007119,0.999020517,0.997650504,0.999046922,0.998405278,0.998996317,,
absurdist,trickster_chaos,0.001245618,0.994423985,0.995952547,0.996482134,0.997024119,0.998754382,0.997238278,0.997076452,,
hedonist,trickster_chaos,0.001278937,0.995986462,0.997487903,0.997855365,0.997705579,0.998721063,0.998087406,0.997957051,,
