concept_type,variant,model,split,PC1_R2,PC1_Pearson_r,PC1_Spearman_r,PC1_RMSE,PC2_R2,PC2_Pearson_r,PC2_Spearman_r,PC2_RMSE,PC3_R2,PC3_Pearson_r,PC3_Spearman_r,PC3_RMSE,mean_R2
trait,description_only,small_mlp_tfidf,heldout,0.25281610800772225,0.603139587681162,0.5727954971857412,38.33854575313701,0.10510307355011006,0.3563111267579826,0.35196998123827394,30.3211976775519,0.1576872498245897,0.4164797031192419,0.401313320825516,30.452246291578895,0.17186881046080735
trait,description_plus_instructions,mean_predictor,train,0.0,,,43.88844829994539,0.0,,,29.96880386201037,0.0,,,25.71950847841671,0.0
trait,description_plus_instructions,mean_predictor,heldout,-0.029057556122331185,,,44.99266499370772,-0.03421351522279936,,,32.596047949537834,-0.006521665733420612,,,33.2884987796416,-0.023264245692850388
trait,description_plus_instructions,random_predictor,heldout,-0.3452538450253928,0.17888672936102315,0.2078799249530957,51.44272976468815,-0.8931446391686229,-0.16514184448093847,-0.18949343339587246,44.10133553500918,-0.27239288236909287,0.023029269505477894,0.009756097560975611,37.427710517558914,-0.5035971221877028
trait,description_plus_instructions,nearest_neighbor_semantic_retrieval,heldout,0.1332520268330155,0.5785301685275535,0.5495495882671528,41.292226638185355,-0.712022147336659,0.20328146523422325,0.25375377163155416,41.93865833986914,-0.5597245462516698,0.18123540943246713,0.27571323263813097,41.4387455440343,-0.3794982222517711
trait,description_plus_instructions,ridge_tfidf,train,0.9871250494341752,0.9983337854231142,0.9987804695117379,4.979927400838608,0.9861988829164423,0.998937690179572,0.9985299632490814,3.520679808397617,0.9880097907819533,0.9986663032415277,0.9977544438610968,2.8162813889223175,0.9871112410441903
trait,description_plus_instructions,ridge_tfidf,heldout,0.329936755349972,0.5812498244316965,0.5204502814258912,36.30611533667718,0.3319393044691249,0.6253420683514407,0.6729831144465293,26.19797987773445,0.2739607325694101,0.5486386600403474,0.600375234521576,28.272401600742043,0.3119455974628357
trait,description_plus_instructions,elastic_net_tfidf,train,0.9993860938464347,0.9999232775547028,0.9998274956873924,1.0874297735520668,0.99920311282611,0.9999351817194004,0.9998019950498764,0.8459950613901485,0.9992173554200589,0.9999038808184612,0.9997359933998351,0.7195234549313843,0.999268854030868
trait,description_plus_instructions,elastic_net_tfidf,heldout,0.3359066367699426,0.5817126520414844,0.5061913696060039,36.1440200924369,0.33695001885574194,0.609637054984492,0.6630393996247655,26.09954745378568,0.2832707066073922,0.5501855692169898,0.6223264540337712,28.09054877918333,0.3187091207443589
trait,description_plus_instructions,gradient_boosting_tfidf,train,0.8839971286326103,0.969619779260278,0.967814760023377,14.948051864393785,0.8034068001883082,0.9573064139202128,0.9563829527935376,13.287817512273566,0.8615272383130144,0.9621125898462719,0.9461270297226261,9.570725085429594,0.8496437223779777
trait,description_plus_instructions,gradient_boosting_tfidf,heldout,-0.03111329780654093,0.1918399807393353,0.276923076923077,45.037583350862356,0.041290662897820796,0.24364224647245789,0.24727954971857413,31.383640629489943,0.06474881423146639,0.3243964629006625,0.35572232645403384,32.08830522510537,0.024975393107582084
trait,description_plus_instructions,small_mlp_tfidf,train,0.29847742856666293,0.839177786358432,0.8795994899872498,36.75962318587298,0.3642090621614228,0.8704952688799562,0.89078376959424,23.896075190208084,0.4047934083660121,0.8565811235696358,0.8545338633465838,19.84250647435287,0.35582663303136597
trait,description_plus_instructions,small_mlp_tfidf,heldout,0.13634651530584685,0.6225279417461438,0.6210131332082554,41.2184493829678,0.11246341447591834,0.7165106258159801,0.777485928705441,30.196247455286223,0.09771103084467292,0.48996929159228086,0.5251407129455912,31.517769151690885,0.11550698687547938
trait,description_plus_questions,mean_predictor,train,0.0,,,43.88844829994539,0.0,,,29.96880386201037,0.0,,,25.71950847841671,0.0
trait,description_plus_questions,mean_predictor,heldout,-0.029057556122331185,,,44.99266499370772,-0.03421351522279936,,,32.596047949537834,-0.006521665733420612,,,33.2884987796416,-0.023264245692850388
trait,description_plus_questions,random_predictor,heldout,-0.3452538450253928,0.17888672936102315,0.2078799249530957,51.44272976468815,-0.8931446391686229,-0.16514184448093847,-0.18949343339587246,44.10133553500918,-0.27239288236909287,0.023029269505477894,0.009756097560975611,37.427710517558914,-0.5035971221877028
trait,description_plus_questions,nearest_neighbor_semantic_retrieval,heldout,-0.3640540143937159,0.26778055951451585,0.2912503012339319,51.80094337640649,-0.6445019896100643,0.20083975540566057,0.1475017633826485,41.10333353591038,-0.44435003904317916,0.0883213585103774,0.12151067657794516,39.87666914627725,-0.48430201434898645
trait,description_plus_questions,ridge_tfidf,train,0.9929134614573065,0.9990622462301301,0.9987669691742295,3.694598955889955,0.9914647451770131,0.9989553937487882,0.998850971274282,2.768711185363287,0.9914477075418514,0.9986995464789857,0.9983394584864623,2.3785042758548696,0.9919419713920571
trait,description_plus_questions,ridge_tfidf,heldout,0.2535248680195211,0.519490861640815,0.5221388367729831,38.32035794464936,0.1633651551053079,0.47591630630720794,0.47204502814258914,29.317559673456405,0.34135580598469983,0.6230499675769858,0.6225140712945593,26.928246873942403,0.2527486097031763
trait,description_plus_questions,elastic_net_tfidf,train,0.9996468310287937,0.9999536573917516,0.9998769969249232,0.8247864101015383,0.9994839587766262,0.9999386335915567,0.999833495837396,0.680787553980296,0.9994288448467626,0.9999152587139851,0.9997599939998502,0.6146667408006823,0.9995198782173942
