model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_pc1,ridge_pc2,ridge_pc3,knn_pc1,knn_pc2,knn_pc3,pc_standardized_displacement,disagreement_p95,warning,knn_k,knn_weights
llama,LLaMA 3.3 70B,45,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,4.15487587841,-2.96928101521,1.49059186978,1.35040617659,3.00632478053,1.91608893127,6.28384055531,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,5.38593367297,2.525439545,4.251988965,1.62095773042,2.40205800045,-0.0358567069872,6.93477730129,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,-0.70201405652,-2.07819301695,4.80583747956,1.60348103666,2.4179847051,-0.0254747764335,8.3740140117,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,-18.6132654744,-3.95937537353,-0.82455285566,-1.47898003435,-0.667774522899,0.250896927111,15.367892502,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,-5.30450489579,-1.19218712966,-0.546309821362,1.03753049335,2.52182856292,0.256501831081,6.69031718384,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4.04773457231,-3.33093707788,2.7707151807,-0.156480804345,-0.528059259734,0.601773568171,5.50429764132,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,1.11749805721,-3.90599688998,-3.06149080973,0.180619459737,-0.29476283227,-0.7781697193,4.83072193147,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,9.40314853257,4.92195010101,5.68940713379,1.30626381572,2.1334719662,0.338856055099,10.7341233149,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,5.94543151571,-1.8555096298,1.17579942834,1.59845749901,3.64157219337,2.72186225089,6.87610325869,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-7.71972712707,-4.15259332843,-3.11370411013,-0.805138494338,-0.798673074994,-0.237195766727,7.97823859567,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,2.96599526995,2.79951482721,-2.94790053129,0.43546841606,1.29339360667,-0.820375921087,4.02012048137,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-0.308680941889,-0.371306308643,4.39495409262,1.29803059621,2.75819871755,0.516935178425,6.44523405064,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-2.05409445259,-1.88691199,4.88139238207,1.29574222478,2.89852518996,1.56653630398,7.21616733131,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,-7.54438535689,-4.55650537423,-0.923515378016,-0.252364739235,1.45083514364,-0.876072182451,8.60303354793,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,4.81514126348,-5.10263995808,-0.368287940822,-0.620609209769,-0.646556510422,0.720604564119,6.58373995014,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,6.35664970109,1.69030132692,4.1157588125,1.2965567207,2.90722502632,1.58739554955,5.81804775747,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,5.11864744137,-2.10005531597,-0.0280654390845,1.06075198788,4.13864608283,3.49217109597,8.589463056,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,14.1692925405,7.96805651285,3.71090851578,0.761010743741,0.90332636045,1.38334680477,13.9397541027,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,-3.05126227189,-4.50425396691,-3.0937057682,0.177119348136,-0.295214144949,-0.777135645397,5.93783950695,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,-2.03181617103,-3.77057324153,-3.96126817344,0.431703680237,1.27933898871,-0.821380363499,6.94760534353,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,-0.135778642872,-2.88543319064,4.52504466025,1.30322263491,2.76174991198,0.520858628083,7.97910439157,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,-20.7055942854,-0.51100624114,2.24394970494,1.29440271899,2.91331758257,1.60419405351,19.5095811061,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,-4.50359152332,2.48901376301,2.46664897712,1.29699991788,2.76811168662,0.522894015521,5.7773756878,1.29434389779,True,3,distance
llama,LLaMA 3.3 70B,45,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,-4.21252817117,-3.12995354925,3.66155107202,-0.244233446117,1.67291230472,-0.249805390985,8.02597479883,1.29434389779,True,3,distance
gemma,Gemma 2 27B,45,4,H04_A,4030,0.283682950866,True,moderate,PRIMARY_ELIGIBLE,USABLE,14726.7219016,26542.6297155,63580.4018125,546.595459974,-251.540244261,185.103560764,259.163965691,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,3481.1993362,29105.0150946,48073.0212335,-263.037722309,153.286833603,-131.144894585,203.311323422,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,25362.1115856,7663.59363037,49644.4238339,238.823381156,99.1794882835,392.285044326,199.677130242,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,6757.17328755,5391.55323608,33552.9494958,-367.95635115,2.72052399147,-5.68405718333,132.770474546,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,4046.66823838,13880.8831037,23568.9742949,-270.784992615,-8.39984557217,-151.817716467,99.9878386919,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,13298.3825747,28807.3591894,64981.6908432,546.611077676,-251.529585104,185.087609503,265.772214319,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,24195.8931663,7125.43359715,47921.3713409,238.882071981,99.0715076843,392.238109413,192.489007269,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,7857.85083519,882.367322171,24109.2030688,-428.29912691,-273.781644006,-37.2554013744,95.8667943911,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,13235.5303601,46638.2687586,97673.7252357,-302.837248086,477.204982751,168.759591643,400.933374083,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,5430.45268239,11438.1250244,17273.1739788,267.134016253,-17.8130469013,-341.583040888,75.7834277301,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,8495.56635564,37217.1532111,73124.5004281,30.962478831,31.2930556258,-206.280978005,303.333596966,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,23590.8375907,6918.15519711,46288.1186798,511.113237767,-215.150846892,122.455112092,186.958070153,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,5319.86611369,10124.9242118,31528.9182142,-561.782064291,17.2008291904,-100.678606311,127.046309591,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,10222.7447265,48714.0273584,92312.9944007,-284.644775225,447.376711055,57.9489087025,382.856383573,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,25807.2970902,8995.02537559,56371.7432595,-284.07638365,68.4125248811,460.295235758,225.676303217,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,19418.2061387,-4987.00579729,51280.4085326,5.92003016009,-60.2113977772,441.047815339,202.817059551,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,3955.77395722,13091.9510928,19647.170755,113.558278512,300.584843489,-433.632205023,85.6895253858,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,7009.69213638,40714.2468822,74070.2894072,-23.8428479667,-15.2352470644,-271.019273036,309.990341822,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,23155.049707,14419.4366079,48792.0162161,-2.61753472608,1125.28037064,-222.366978773,199.937408908,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,5836.04932091,9795.88404774,32513.8372387,-367.745463447,2.47450710821,-5.56349329675,130.332293231,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,24917.2148666,12103.2460136,54054.444144,-143.141295906,1018.93010692,47.1311007289,218.686374803,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,9797.41017382,51029.7598415,87708.5429635,-313.225374891,606.847009564,22.6175152589,367.98169465,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,17659.6251621,3940.72537056,63317.060385,5.66216259336,-60.1124331177,441.048846652,248.580114473,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,3101.0992376,20168.3744996,37240.7525072,-262.870258967,153.248894571,-131.157674765,155.412788674,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,2516.2790881,41264.811803,55166.6211129,-112.580259914,538.754774089,-430.193610356,242.167001341,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,17142.1900141,4318.35631416,12147.2309905,468.670116161,-68.9622419548,-406.466325607,59.7976924318,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,20611.6661332,13874.8100784,56342.5635401,546.580240593,-251.547303525,185.100424283,226.132353579,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,24373.3775398,11049.7516471,54356.440049,-143.100036363,1018.99628612,46.9687057139,219.256051484,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,11350.7364998,-3217.79550643,34923.2140917,-455.81788753,-65.5783246214,249.998934559,137.808495086,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,13367.2498672,47078.608133,84271.0179224,-375.864640756,745.738065051,-417.524475037,353.732586259,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,19985.144976,-3001.99040244,52422.4085651,5.92636858212,-60.321527699,440.996635868,207.145038442,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,3057.41048844,22081.635528,37338.849549,-271.247722489,-8.57940994978,-151.422508217,157.743369461,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,15345.265002,16289.8407955,56840.7597527,546.46615433,-251.629340716,185.240369729,227.637880405,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,14557.6734235,5120.23061223,8643.10159736,468.630787275,-68.9369115783,-406.491959555,46.6260790697,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,6498.15593705,5649.50287956,26100.1837739,-376.930157462,-159.295767918,-25.7967858872,104.188816775,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,4765.215112,54140.8825267,82804.6135721,-356.837733943,1040.83514892,-585.955437821,354.634606101,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,23550.5395968,14397.8407834,58207.0700619,-2.62401230145,1125.2725453,-222.381385453,235.641760292,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,24814.8526123,9390.64844853,50991.6280716,238.900280461,99.0398423478,392.221717906,205.006989483,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,13589.7538744,44121.7443559,85790.6771646,-313.22458474,606.863837091,22.658227299,355.296879205,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,15157.852565,-214.293726643,42089.1190278,6.06769579272,-60.6859841191,440.84872334,165.555434014,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,22646.7531056,6047.58970444,45475.849307,546.496288531,-251.605655293,185.192086138,182.996126773,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,8020.04619614,4253.11157715,1010.33205804,468.433202067,-68.808583043,-406.62007404,19.2255899393,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,4648.6909425,39447.0801503,68133.8709032,574.048123726,-256.224981767,115.962601481,285.706061976,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,4320.07021982,15945.2707911,33408.2634833,-561.805694122,17.3167935814,-100.693331651,137.866151431,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,3882.81374458,43699.8985644,66648.7461936,-386.272717551,320.7473701,-51.9578665042,284.599943304,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,23661.9395603,11464.1327051,45716.026831,-2.53519944918,1125.3506217,-222.250600132,187.391493783,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,24978.7246147,-12065.1358802,38505.2939334,508.114860869,-254.029558061,208.178383028,160.08548085,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,19146.4537384,26610.3049711,74140.1830788,-236.496683784,1212.4102465,-601.329510341,302.181309833,1.18439650331,True,3,distance
gemma,Gemma 2 27B,45,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,20681.64447,29870.0671911,97902.2564919,-458.325746715,214.707733053,555.177727399,390.80977143,1.18439650331,True,3,distance
