model,model_label,trait_set,coordinate,outer_oof_r2,outer_oof_rmse,target_sd,baseline_rmse,normalized_3d_rmse,baseline_normalized_3d_rmse,mean_coordinate_r2,positive_coordinate_count,final_alpha,final_knn_k,final_knn_weights,ridge_knn_oof_normalized_displacement_p95,usability_gate
qwen,Qwen 3 32B,45,PC1,0.995842136616,1.93604996214,30.0796319776,30.1339958012,0.081214724132,1.00179232765,0.993380096207,3,1e-05,5,distance,0.86014758638,USABLE
qwen,Qwen 3 32B,45,PC2,0.991577358714,1.97088332145,21.5143300788,21.5671864597,0.081214724132,1.00179232765,0.993380096207,3,1e-05,5,distance,0.86014758638,USABLE
qwen,Qwen 3 32B,45,PC3,0.99272079329,1.34347695494,15.775359338,15.7929078923,0.081214724132,1.00179232765,0.993380096207,3,1e-05,5,distance,0.86014758638,USABLE
llama,LLaMA 3.3 70B,45,PC1,0.965773341166,0.211519242021,1.14540399643,1.15129261403,0.160986285533,1.00287658207,0.973988829797,3,0.0001,3,distance,1.29434389779,USABLE
llama,LLaMA 3.3 70B,45,PC2,0.979890458958,0.146965716287,1.03825975864,1.03971862966,0.160986285533,1.00287658207,0.973988829797,3,0.0001,3,distance,1.29434389779,USABLE
llama,LLaMA 3.3 70B,45,PC3,0.976302689267,0.10792041493,0.702336340322,0.703796917637,0.160986285533,1.00287658207,0.973988829797,3,0.0001,3,distance,1.29434389779,USABLE
gemma,Gemma 2 27B,45,PC1,0.997663117489,25.0459221814,519.050547143,520.523258893,0.138774152438,1.00190483546,0.980671448975,3,1e-06,3,distance,1.1843965033,USABLE
gemma,Gemma 2 27B,45,PC2,0.985220627559,46.4992236353,383.185238718,384.00228889,0.138774152438,1.00190483546,0.980671448975,3,1e-06,3,distance,1.1843965033,USABLE
gemma,Gemma 2 27B,45,PC3,0.959130601877,51.5728569701,255.571919687,255.76201315,0.138774152438,1.00190483546,0.980671448975,3,1e-06,3,distance,1.1843965033,USABLE
