model,model_label,trait_set,K,profile_id,profile_size,profile_proportion,eligible_primary_k,human_stability_tier,projection_status,model_usability_gate,ridge_kde_density,terrain_sparsity_percentile,inside_50_sample_coverage,inside_80_sample_coverage,inside_95_sample_coverage,beyond_95_warning,maximum_role_shape_similarity,mean_selected_neighbor_similarity,shape_support_percentile,ridge_knn_pc_standardized_displacement,ridge_knn_disagreement_p95,low_shape_support_warning,ridge_knn_disagreement_warning,nearest_role_native_pc_distance,pc_standardized_displacement,fraction_inside_95_sample_coverage,candidate,cross_model_recurring_candidate
gemma,Gemma 2 27B,12,4,H04_B,4689,0.330071800648,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.810524942525,0.809356072271,0,29.2268065437,1.20974320323,True,True,27.5635392103,199.741354509,0,True,True
gemma,Gemma 2 27B,12,4,H04_C,3304,0.232577784035,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.706957588916,-0.707294903796,0,44.5052632648,1.20974320323,True,True,42.8676320288,156.459603338,0,True,True
gemma,Gemma 2 27B,12,4,H04_D,2183,0.153667464452,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.751790477599,0.749395475068,0,40.1940651472,1.20974320323,True,True,38.1821852378,126.182370271,0,True,True
gemma,Gemma 2 27B,12,5,H05_A,3405,0.239687456005,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.894256654915,0.892828878584,0,22.6819585964,1.20974320323,True,True,21.5849710466,94.7639726012,0,True,True
gemma,Gemma 2 27B,12,5,H05_B,3813,0.26840771505,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.518506565387,-0.520620919353,0,31.5091699936,1.20974320323,True,True,30.3336613664,292.176840151,0,True,True
gemma,Gemma 2 27B,12,5,H05_C,2847,0.200408278192,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.660043424091,-0.660761284823,0,44.6472307193,1.20974320323,True,True,42.7669869713,149.112535003,0,True,True
gemma,Gemma 2 27B,12,5,H05_D,1730,0.121779529776,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.795870760763,0.794089650868,0,34.2218794832,1.20974320323,True,True,32.2415913203,86.718908029,0,True,True
gemma,Gemma 2 27B,12,5,H05_E,2411,0.169717020977,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.188277089897,-0.192216298785,0,50.1527484455,1.20974320323,True,True,47.810016061,390.81024956,0,True,True
gemma,Gemma 2 27B,12,6,H06_A,2967,0.208855413206,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.870801703985,0.866245619667,0,19.3600786781,1.20974320323,True,True,18.2352504284,69.8546347692,0,True,True
gemma,Gemma 2 27B,12,6,H06_B,2874,0.20230888357,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.466447173365,-0.469486306106,0,36.3902462919,1.20974320323,True,True,34.6368037725,331.088838524,0,True,True
gemma,Gemma 2 27B,12,6,H06_C,2479,0.174503730818,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.689225510876,-0.689585486636,0,36.4314237452,1.20974320323,True,True,35.0267707693,151.744640827,0,True,True
gemma,Gemma 2 27B,12,6,H06_D,1741,0.122553850486,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.844514350951,0.844072173276,0,32.6532642452,1.20974320323,True,True,31.1758257105,124.195514784,0,True,True
gemma,Gemma 2 27B,12,6,H06_E,2507,0.176474728988,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.0195038564423,-0.0233508444333,0,44.6533914407,1.20974320323,True,True,42.2744707459,376.718491084,0,True,True
gemma,Gemma 2 27B,12,6,H06_F,1638,0.115303392933,True,moderate,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.74087524636,-0.74149487606,0,46.878255818,1.20974320323,True,True,44.730481752,181.216522161,0,True,True
gemma,Gemma 2 27B,12,7,H07_A,1371,0.0965085175278,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.712688413189,-0.713646360415,0,109.082778348,1.20974320323,True,True,108.103618583,126.969223768,0,True,True
gemma,Gemma 2 27B,12,7,H07_B,2794,0.196677460228,True,low,PRIMARY_ELIGIBLE,USABLE,5.9589159194e-309,100,False,False,False,True,0.893034668935,0.889326681661,0,17.7405437178,1.20974320323,True,True,16.6035922284,80.9314661218,0,True,True
gemma,Gemma 2 27B,12,7,H07_C,2925,0.205898915951,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.346932498947,-0.351752610067,0,39.1757746598,1.20974320323,True,True,37.8588542515,342.964177974,0.002,True,True
gemma,Gemma 2 27B,12,7,H07_D,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.586967722814,-0.587416431989,0,25.0739257437,1.20974320323,True,True,21.8008750411,176.283595616,0,True,True
gemma,Gemma 2 27B,12,7,H07_E,1531,0.107771364212,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.798944245565,0.797369474878,0,37.0018846091,1.20974320323,True,True,35.4232935365,131.493849556,0,True,True
gemma,Gemma 2 27B,12,7,H07_F,1364,0.0960157679854,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.62061696338,-0.621338111002,0,34.7614924778,1.20974320323,True,True,32.9906310437,184.4674778,0,True,True
gemma,Gemma 2 27B,12,7,H07_G,2220,0.156271997747,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.143773188163,0.140307877452,0,31.6320049164,1.20974320323,True,True,29.2326617989,364.92061016,0,True,True
gemma,Gemma 2 27B,12,8,H08_A,1266,0.0891172743911,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.660712492167,-0.661939144029,0,110.587233255,1.20974320323,True,True,109.55038879,185.185618492,0,True,True
gemma,Gemma 2 27B,12,8,H08_B,2247,0.158172603125,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.844643423585,0.843764833689,0,29.0815853547,1.20974320323,True,True,27.8093847224,156.57386259,0,True,True
gemma,Gemma 2 27B,12,8,H08_C,2489,0.175207658736,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.441879389311,0.436752719913,0,21.0095771634,1.20974320323,True,True,19.7595575438,261.970984269,0.002,True,True
gemma,Gemma 2 27B,12,8,H08_D,1880,0.132338448543,True,low,PRIMARY_ELIGIBLE,USABLE,1.59204403476e-317,100,False,False,False,True,0.408503581764,0.408390159748,0,19.4331098733,1.20974320323,True,True,16.8461563086,40.5337749483,0,True,True
gemma,Gemma 2 27B,12,8,H08_E,1945,0.136913980008,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.777360464946,-0.779508054175,0,28.9457835243,1.20974320323,True,True,26.5982421948,220.884864658,0,True,True
gemma,Gemma 2 27B,12,8,H08_F,1206,0.0848937068844,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.648052290241,-0.649767841199,0,32.6752838593,1.20974320323,True,True,29.2009859018,187.82781537,0,True,True
gemma,Gemma 2 27B,12,8,H08_G,1237,0.0870758834295,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.652255568434,0.648807460349,0,46.7641591453,1.20974320323,True,True,45.1482146072,109.901112579,0,True,True
gemma,Gemma 2 27B,12,8,H08_H,1936,0.136280444882,True,low,PRIMARY_ELIGIBLE,USABLE,5.57292340615e-188,100,False,False,False,True,-0.136603785431,-0.139712934412,0,15.4352493553,1.20974320323,True,True,12.7972607856,356.470835188,0,True,True
gemma,Gemma 2 27B,12,9,H09_A,1172,0.082500351964,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,-0.704133890134,-0.704775217689,0,114.833849766,1.20974320323,True,True,113.776109826,132.903394679,0,False,False
gemma,Gemma 2 27B,12,9,H09_B,2017,0.141982261016,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,0.82497654897,0.822603940337,0,28.3037416586,1.20974320323,True,True,27.0037564533,164.475648623,0,False,False
gemma,Gemma 2 27B,12,9,H09_C,1523,0.107208221878,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,-0.658575832265,-0.662987679755,0,36.6771483842,1.20974320323,True,True,34.8504481756,237.998775278,0,False,False
gemma,Gemma 2 27B,12,9,H09_D,1847,0.130015486414,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,0.538972262316,0.538501324974,0,20.9680073945,1.20974320323,True,True,17.7204770542,30.3431917637,0,False,False
gemma,Gemma 2 27B,12,9,H09_E,1218,0.0857384203858,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,0.855184692705,0.854085867978,0,36.0624005141,1.20974320323,True,True,34.8466341131,98.8728634265,0,False,False
gemma,Gemma 2 27B,12,9,H09_F,2508,0.17654512178,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,9.87565178906e-276,100,False,False,False,True,0.20722354618,0.204060266164,0,16.5577871087,1.20974320323,True,True,15.6506727135,370.347786621,0.004,False,False
gemma,Gemma 2 27B,12,9,H09_G,1422,0.100098549908,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,-0.724276686723,-0.729228924701,0,27.2531070787,1.20974320323,True,True,23.6229063984,208.749723988,0,False,False
gemma,Gemma 2 27B,12,9,H09_H,888,0.062508799099,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,-0.621794912792,-0.622270132752,0,35.7106366176,1.20974320323,True,True,34.1992083639,171.502846376,0,False,False
gemma,Gemma 2 27B,12,9,H09_I,1611,0.113402787555,False,low,DIAGNOSTIC_INELIGIBLE_K9,USABLE,0,100,False,False,False,True,0.00158660355163,-0.00293804714532,0,30.6639581787,1.20974320323,True,True,29.1632545953,342.652624031,0,False,False
gemma,Gemma 2 27B,12,10,H10_A,1180,0.0830634942982,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.249442571235,-0.250166127864,0,120.706070196,1.20974320323,True,True,119.776897965,98.9586749349,0,True,True
gemma,Gemma 2 27B,12,10,H10_B,1203,0.0846825285091,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.754901162127,-0.755427750903,0,51.3051011363,1.20974320323,True,True,50.123236582,140.988356336,0,True,True
gemma,Gemma 2 27B,12,10,H10_C,1940,0.13656201605,True,low,PRIMARY_ELIGIBLE,USABLE,1.93974062397e-80,100,False,False,False,True,0.80787280067,0.80344093756,0,9.40254491518,1.20974320323,True,True,8.01446265662,16.2620885404,0,True,True
gemma,Gemma 2 27B,12,10,H10_D,1890,0.133042376461,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.176022750145,-0.180579703993,0,50.4412298031,1.20974320323,True,True,48.9354982531,331.74465634,0.002,True,True
gemma,Gemma 2 27B,12,10,H10_E,1518,0.106856257919,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.850806494893,0.850645687071,0,24.4765562387,1.20974320323,True,True,22.7927726609,139.740777019,0,True,True
gemma,Gemma 2 27B,12,10,H10_F,2001,0.140855976348,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,0.63339717144,0.632407546447,0,19.6316201206,1.20974320323,True,True,17.7511216031,290.883906364,0,True,True
gemma,Gemma 2 27B,12,10,H10_G,1157,0.0814444600873,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.466546154208,-0.467336207249,0,33.2078163658,1.20974320323,True,True,29.6633184865,157.073638271,0,True,True
gemma,Gemma 2 27B,12,10,H10_H,777,0.0546951992116,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.308944840497,-0.308985977265,0,71.9828013921,1.20974320323,True,True,70.8599332125,88.1597582165,0,True,True
gemma,Gemma 2 27B,12,10,H10_I,1491,0.104955652541,True,low,PRIMARY_ELIGIBLE,USABLE,1.93781389087e-131,100,False,False,False,True,-0.684247827307,-0.687418395429,0,13.1279316884,1.20974320323,True,True,10.5559487125,303.41843135,0,True,True
gemma,Gemma 2 27B,12,10,H10_J,1049,0.0738420385752,True,low,PRIMARY_ELIGIBLE,USABLE,0,100,False,False,False,True,-0.645869492154,-0.649175406261,0,65.9223124755,1.20974320323,True,True,64.3801924705,361.307501101,0,True,True
