model,trait_set,K,profile_id,eligible_primary_k,model_usability_gate,bootstrap_n,centroid_pc1,centroid_pc2,centroid_pc3,sd_pc1,sd_pc2,sd_pc3,cov_11,cov_12,cov_13,cov_22,cov_23,cov_33,eigenvalue_1,eigenvalue_2,eigenvalue_3,eigenvector_1_1,eigenvector_1_2,eigenvector_1_3,eigenvector_2_1,eigenvector_2_2,eigenvector_2_3,eigenvector_3_1,eigenvector_3_2,eigenvector_3_3,fraction_inside_50_sample_coverage,fraction_inside_80_sample_coverage,fraction_inside_95_sample_coverage
gemma,12,9,H09_G,False,USABLE,500,3426.25439747,3233.51220411,5852.90395491,6203.48686017,13015.9356624,10567.4761338,38483249.2244,-57374664.2618,-23393910.5781,169414581.168,99566614.7706,111671551.839,260468598.148,46398688.2273,12702095.856,-0.261792116647,0.782586277067,0.564821747641,-0.511045308614,0.384049709771,-0.768985378904,0.818717033049,0.489963814349,-0.299395859062,0,0,0
gemma,12,9,H09_H,False,USABLE,500,8372.49233809,1908.03156699,7681.33595012,5895.85749564,12438.3856558,10016.8611507,34761135.6089,-52132093.0004,-21602089.033,154713437.721,91288596.5329,100337507.313,237599423.677,40797470.121,11415186.8455,-0.26148059047,0.784212475924,0.562706578435,0.517910830482,-0.377960749718,0.767407351634,-0.814491419523,-0.492093958791,0.307322734669,0,0,0
gemma,12,9,H09_I,False,USABLE,500,5438.32399696,-6901.60862373,5043.89233343,3883.03313819,8545.08482261,7165.44487047,15077946.3523,-24421411.3499,-8875097.74468,73018474.6256,41323489.7728,51343600.1918,111315743.08,23393061.1757,4731216.91387,-0.250732794271,0.779410344503,0.574153795389,-0.442014215083,0.435489418292,-0.784201759894,0.861252866202,0.450409237736,-0.235318972929,0,0,0
gemma,12,10,H10_A,True,USABLE,500,20103.3472686,-25974.4132649,22512.4443253,4970.76794464,9830.56458549,8266.03143621,24708533.9595,-32845535.8013,-16297890.5638,96640000.0695,60179201.3858,68327275.7044,154268060.33,25606486.5762,9801262.82739,-0.267603067566,0.764685522528,0.586212120197,0.537239400649,-0.386633538306,0.749592111383,-0.799851501605,-0.515529396537,0.307354870933,0,0,0
gemma,12,10,H10_B,True,USABLE,500,13262.7203219,-5215.33684198,9801.5838549,6256.77372755,12500.8494107,10332.1380518,39147217.4777,-53521906.192,-22646052.0022,156271235.989,93657329.2477,106753076.722,243903348.783,44320533.0919,13947648.3143,-0.265988187127,0.775052111768,0.573188021815,0.542237117395,-0.371324482457,0.753722122036,-0.797012667922,-0.511285001513,0.321494096991,0,0,0
gemma,12,10,H10_C,True,USABLE,500,3181.71975688,-694.773688938,1538.84542683,1132.44933677,2365.55246478,2052.05981285,1282441.50036,-2010535.1305,-1311708.87809,5595838.46361,4017723.34702,4210949.4755,9658923.9503,1017085.01681,413220.47236,-0.273883993501,0.741361162244,0.612675432199,-0.539373011406,0.409026147152,-0.736053235516,-0.796281553642,-0.532053792452,0.28784448799,0,0,0
gemma,12,10,H10_D,True,USABLE,500,5431.93617712,-12935.8152776,-9430.36672124,4376.33826207,9091.76426262,7829.57312268,19152336.584,-26842707.1981,-11813624.3516,82660177.407,51771734.1742,61302215.2833,131962215.779,23913606.4814,7238907.01346,-0.244159874681,0.762327196477,0.599369002457,-0.518228409617,0.419843346429,-0.745097899558,0.819649480608,0.492533054699,-0.292550711788,0,0.002,0.002
gemma,12,10,H10_E,True,USABLE,500,3836.73921938,-8668.86976116,1259.56716775,1278.88729216,2585.96030156,2294.02094945,1635552.70604,-2423374.33287,-1727821.36927,6687190.68124,4903306.78242,5262532.11653,11794540.7891,1190573.04065,600161.674021,-0.280186155174,0.730665702932,0.622594048323,0.514987646205,-0.432928935329,0.739837996598,0.810113228323,0.527920607206,-0.254983116663,0,0,0
gemma,12,10,H10_F,True,USABLE,500,2815.87907827,-7030.21003755,31.5376499071,1648.526355,3627.2265243,3076.76657561,2717639.14314,-4224573.53639,-2136666.35741,13156772.2586,8354972.79752,9466492.5608,21041990.2459,3274376.27109,1024537.44558,-0.245694001475,0.763906951225,0.596724917788,-0.464170480325,0.44771313679,-0.764263509754,0.850987792412,0.464757051605,-0.244582624382,0,0,0
gemma,12,10,H10_G,True,USABLE,500,1963.46086169,7963.30631347,6562.72389963,5409.62893688,11541.4899025,9221.56746932,29264085.2347,-45188486.3643,-18895216.339,133205989.169,78957814.6714,85037306.5912,204626876.331,33825089.5604,9055415.10321,-0.262791528297,0.785575245584,0.560189384209,0.520190367945,-0.373631458263,0.767985360859,-0.812614664987,-0.49322516858,0.310461494112,0,0,0
gemma,12,10,H10_H,True,USABLE,500,12367.0630307,-4763.24929492,16679.7728802,4817.9485106,9536.13092439,7709.98028105,23212627.8508,-31033747.1469,-13154909.3512,90937793.0071,54059336.9868,59443795.9342,140654153.149,24627007.4979,8313056.14557,-0.26947853585,0.780931953515,0.563494989059,0.569393854987,-0.342693794299,0.747229282919,-0.776641459503,-0.522212837192,0.352309233562,0,0,0
gemma,12,10,H10_I,True,USABLE,500,4996.33361571,922.2853833,-1189.12722778,6097.9957078,12754.6311696,10417.3003465,37185551.6524,-54806863.5004,-21599039.7574,162680616.272,92941488.7502,108520146.51,247810900.117,47554727.8456,13020686.4719,-0.261684212421,0.783615131657,0.563443607124,-0.483908672753,0.39858310823,-0.779078880646,0.835077103868,0.47652789139,-0.274895251547,0,0,0
gemma,12,10,H10_J,True,USABLE,500,13609.0430399,-15345.2576849,10215.3505796,5962.5337299,12795.0083779,10605.0584269,35551808.4802,-54278558.069,-21164189.3569,163712239.392,94688242.8431,112467264.237,250818242.891,48751591.1828,12161478.0356,-0.252939782947,0.779927798593,0.572480650489,-0.471122801433,0.417532070422,-0.77698795109,0.845023533502,0.466239851526,-0.261831298122,0,0,0
qwen,45,4,H04_A,True,USABLE,500,185.355629293,668.195811893,367.060463162,107.590115616,114.096937464,83.3941263862,11575.6329782,-5987.2343114,-248.312381311,13018.1111387,5463.19255883,6954.58031572,19833.3377658,9125.60853535,2589.37813148,-0.560101194129,0.758706029066,0.332643673914,0.739726502079,0.277273448311,0.613126526081,-0.372949533393,-0.589478240753,0.716536146486,0,0,0
qwen,45,4,H04_B,True,USABLE,500,-437.166795029,-385.721614938,-153.389585443,83.8558211043,80.1248749143,62.4512995445,7031.79873307,-2762.53213597,-307.185126952,6419.99558004,2075.19533103,3900.1648148,9957.25400248,5010.90640053,2383.7987249,-0.676005972486,0.68593016964,0.269287444082,0.672195891871,0.424266432242,0.606754215004,-0.301941398479,-0.591183386818,0.747886084263,0,0,0
qwen,45,4,H04_C,True,USABLE,500,489.508606575,392.859481476,94.4156866924,95.2854467957,80.9429009791,58.4107830055,9079.31637106,-3080.80549622,-600.946362442,6551.75321891,1957.01353352,3411.81957131,11468.488455,5228.16710086,2346.23360547,-0.792832426291,0.576015508818,0.199054960808,0.588759255259,0.639558370723,0.494295083716,-0.157414367734,-0.509088621007,0.846197076804,0,0,0
qwen,45,4,H04_D,True,USABLE,500,-376.134050676,-473.692403906,-41.6531207631,81.0117197883,86.2061816098,65.7313576435,6562.89874306,-2453.90711215,230.761999706,7431.50574774,1526.66322109,4320.61137765,9693.28550809,5462.15201122,3159.57834914,-0.596035299011,0.778748866527,0.195683737739,0.685552323746,0.366662983522,0.628948541553,-0.418042980733,-0.509026973153,0.752417176082,0,0,0
qwen,45,5,H05_A,True,USABLE,500,-359.463657827,-325.207142143,-228.641086459,77.6430060526,82.5494907247,62.6812483647,6028.43638889,-2719.84508431,-464.119836929,6814.4184189,2560.60946367,3928.93889656,10030.5362687,4639.55374574,2101.70368988,-0.552897928192,0.752494181502,0.357849672078,0.769546484767,0.296450192486,0.565610724048,-0.319534174673,-0.588106954712,0.74298594942,0,0,0
qwen,45,5,H05_B,True,USABLE,500,162.121600398,652.927139441,353.096348498,110.913958164,116.946784076,84.7023691508,12301.9061157,-6545.24367122,-424.259223536,13676.5503056,5678.30250444,7174.49133976,21116.7070835,9337.31039993,2698.93027766,-0.57403707802,0.75209683623,0.323777364854,0.72962677878,0.290343471023,0.619148958265,-0.371653328716,-0.591651094622,0.715417909677,0,0,0
qwen,45,5,H05_C,True,USABLE,500,481.579572936,382.752853238,71.9089368596,92.2815914894,77.8049563871,56.721011403,8515.89212781,-2864.19783709,-566.815197147,6053.6112384,1772.65015121,3217.27313457,10691.1205369,4847.374753,2248.28121092,-0.799259250807,0.568329715466,0.195412344843,0.579953725498,0.644109480925,0.498775152612,-0.157601796563,-0.511980772198,0.844415396958,0,0,0
qwen,45,5,H05_D,True,USABLE,500,-245.147999913,-481.017362625,-71.3748070926,83.7457200726,88.6170247759,68.4800809343,7013.34563048,-2301.02309702,351.480993467,7852.97708013,1620.43789751,4689.52148476,9982.35445523,6102.56299208,3470.92674806,-0.584966028464,0.785585922636,0.201666813579,0.706699917698,0.371681853264,0.602019788943,-0.397982376329,-0.494679045554,0.772594764428,0,0,0
qwen,45,5,H05_E,True,USABLE,500,-280.383742521,-137.284244779,212.623094149,75.8147452344,72.4275500688,59.2831329196,5747.87559496,-1246.46606257,257.850549519,5245.75000896,1507.95560699,3514.48984877,6971.36589626,5127.52080393,2409.2287525,-0.662435933117,0.703485453144,0.257462330701,0.701239305326,0.461423913041,0.543462426613,-0.26351863536,-0.540551745616,0.798975430867,0,0,0
qwen,45,6,H06_A,True,USABLE,500,-237.666682938,-252.321826585,-263.108215877,69.5112200165,73.0373984678,56.9504235906,4831.80970819,-1983.1830242,-314.586074395,5334.46157494,2160.00932214,3243.35074715,7856.89128223,3910.005214,1642.72553405,-0.533151170371,0.75166049804,0.388273518565,0.792145774846,0.28236700321,0.541085896038,-0.297077264235,-0.59604980596,0.745968985876,0,0,0
qwen,45,6,H06_B,True,USABLE,500,-44.1304442637,517.446466073,409.366067038,113.670917784,119.743931252,84.2779582929,12921.0775498,-7549.72162992,-1193.31446348,14338.6090717,5886.75969664,7102.77425403,22951.8201106,8643.38277017,2767.25799477,-0.593868344774,0.738598690586,0.319049155054,0.718693267198,0.30873786802,0.62302561467,-0.361663347272,-0.599293670178,0.714175552735,0,0,0
qwen,45,6,H06_C,True,USABLE,500,500.282972945,452.244763692,97.5147914713,91.4817911383,83.4088730667,61.6833398055,8368.91810987,-2847.37926717,-350.318220337,6957.04010626,2306.88032461,3804.83440957,11019.7858411,5742.22261872,2368.78416586,-0.724890807659,0.645153386915,0.241475514955,0.656589163249,0.541046479152,0.525508685086,-0.208384230869,-0.539486621474,0.815800341736,0,0,0
qwen,45,6,H06_D,True,USABLE,500,-405.470412179,-475.829559834,-150.681978939,79.5521677006,86.1232513513,65.2745864752,6328.54738587,-2773.58305736,-44.3952032906,7417.21442332,2003.46544058,4260.77163951,10140.3150712,5131.50115707,2734.71722041,-0.568700559436,0.777263734631,0.269148212932,0.707200392848,0.294934399044,0.642558405607,-0.420056279626,-0.555765046659,0.717410576211,0,0,0
qwen,45,6,H06_E,True,USABLE,500,-385.248494247,-167.877032822,148.768724362,78.8064942047,71.5339324602,59.6679075219,6210.46352883,-1733.58515901,164.745666498,5117.10349322,1288.62071983,3560.25918804,7588.96190269,4786.75401566,2512.11029174,-0.763721646397,0.623267518535,0.168127472961,0.569283195855,0.52745558068,0.630640351806,-0.304377873279,-0.577345832884,0.757644969302,0,0,0
qwen,45,6,H06_F,True,USABLE,500,458.710717972,353.63610345,187.729829623,99.3252240996,76.8540818872,56.4094744143,9865.50014243,-3045.97130561,-847.013064933,5906.54990273,1617.21686418,3182.02880369,11789.9672294,4785.52633869,2378.58528077,-0.853565780102,0.490317505313,0.176108497871,0.511617021073,0.725061335318,0.461014190428,-0.098353865137,-0.483606042157,0.86974232575,0,0,0
qwen,45,7,H07_A,True,USABLE,500,271.284293984,1.93983673957,244.799045188,70.3134851455,78.2140828678,50.7554920699,4943.98619331,-2847.03804223,-961.495522303,6117.44275885,2440.59620318,2576.11997525,9369.9461827,3020.82155669,1246.78118802,-0.559420052697,0.751727520577,0.34922047398,0.806899425656,0.397498689066,0.436930325186,-0.189637869415,-0.526213385422,0.828937242188,0,0,0
qwen,45,7,H07_B,True,USABLE,500,-309.4856235,-286.881097409,-269.26052883,73.4358829359,78.8214376038,59.8391078889,5392.82890258,-2420.56129266,-399.732819016,6212.81902593,2422.1285082,3580.71883294,9104.56910968,4242.39389188,1839.40375988,-0.534897628129,0.758879398999,0.371465456263,0.783399067926,0.280762196833,0.55448939503,-0.316497121304,-0.587600754428,0.744684446999,0,0,0
qwen,45,7,H07_C,True,USABLE,500,-133.80070049,495.346134538,382.989992115,115.559962246,117.982443965,84.0647846647,13354.1048744,-6842.57509233,-372.570333548,13919.8570839,5238.18524107,7066.88802073,21663.4441436,9592.06866303,3085.33717244,-0.617781987888,0.734988729171,0.279529932982,0.69890682418,0.350306200972,0.623550171739,-0.36038127942,-0.580583442368,0.730101499719,0,0,0
qwen,45,7,H07_D,True,USABLE,500,442.377800798,476.045741197,42.6099863317,86.1745219727,76.8965530341,56.601850186,7426.04823722,-2388.52635171,-211.642736276,5913.07986853,1813.51891972,3203.76944448,9436.83576962,4993.57272487,2112.48905572,-0.757520348931,0.619471114466,0.205957421078,0.620864018543,0.58616603507,0.520516330013,-0.201719586144,-0.522173264035,0.828640024916,0,0,0
qwen,45,7,H07_E,True,USABLE,500,-407.07364678,-467.042684687,-104.656238508,77.3611118298,81.10624342,61.3066582818,5984.74162354,-2575.40621669,56.3958297726,6578.22272171,1521.87067835,3758.50634969,9108.48815681,4641.47374997,2571.50878816,-0.619889615873,0.756441736303,0.208645066347,0.659866733931,0.358628655423,0.660273716696,-0.424632497088,-0.546974759095,0.721460917395,0,0,0
qwen,45,7,H07_F,True,USABLE,500,464.72881479,345.137974355,111.122565742,100.109461042,74.5086494443,55.8917433838,10021.9041901,-2853.00691914,-806.263941312,5551.53884201,1520.32458437,3123.88697848,11641.7406769,4710.63326205,2344.95607164,-0.877032614412,0.451703414043,0.163639295405,0.471531652607,0.744061579511,0.473318356379,-0.0920418048961,-0.492276742938,0.865558729673,0,0,0
qwen,45,7,H07_G,True,USABLE,500,-409.03498753,-153.19196468,114.249678864,77.4201468398,71.3799409197,59.2260795562,5993.8791367,-1776.37450278,209.885618383,5095.0959657,1290.22124716,3507.7284996,7485.15446375,4696.95920363,2414.58993463,-0.7447540375,0.645314580434,0.170030926325,0.579647898365,0.499287040942,0.643988171218,-0.330680718441,-0.578170859718,0.745901279945,0,0,0
qwen,45,8,H08_A,True,USABLE,500,185.171705462,-77.7147828007,251.256090286,66.9926938217,77.5757903894,48.054056166,4488.02102548,-2851.33285792,-1116.61917819,6018.00325454,2265.47805789,2309.192314,9111.96740298,2493.78671469,1209.46247636,-0.551637383176,0.760002895058,0.343644870449,0.824836268761,0.435887708247,0.360065321207,-0.123860111496,-0.482076244283,0.867329906943,0,0,0
qwen,45,8,H08_B,True,USABLE,500,-460.727639898,-406.895510785,-130.869456627,81.1384088778,83.5876651839,64.1560782204,6583.44139523,-2769.86488515,-255.729319487,6986.89777089,2093.43619066,4116.00237263,10073.3097744,5008.44528223,2604.5864821,-0.608446668041,0.740181619959,0.286223377148,0.710613024553,0.347589544046,0.611727584965,-0.353301261654,-0.575597670553,0.737472399597,0,0,0
qwen,45,8,H08_C,True,USABLE,500,-398.155725957,58.621759618,119.297123956,101.404974701,90.1848107323,66.8148248868,10282.968894,-3784.88302931,-108.882339582,8133.30008681,2239.28517604,4464.22082465,13383.9932392,6522.99821256,2973.49835376,-0.765183923771,0.622167247231,0.165533921826,0.584838929801,0.564224707264,0.582764022484,-0.26917835907,-0.542732343044,0.795603302421,0,0,0
qwen,45,8,H08_D,True,USABLE,500,336.918274704,166.851915894,-302.919534977,91.3835779209,88.5251398801,70.9519848836,8350.95831363,-3564.49597465,-345.492466919,7836.70039079,2940.97923593,5034.18415893,12404.9442204,6237.73974312,2579.1588998,-0.642589774593,0.700809971279,0.309747906763,0.68456545514,0.343529443049,0.642928969162,-0.344163506517,-0.625182298145,0.700498804331,0,0,0
qwen,45,8,H08_E,True,USABLE,500,358.862155659,522.397356071,209.7254022,88.7868367124,89.4285242952,65.6727876049,7883.10237339,-3231.05424145,-304.959962241,7997.46095762,3087.81362788,4312.91503179,11987.9443734,6034.38894582,2171.14504356,-0.600745753982,0.733116731889,0.318817183503,0.749317070307,0.377376947507,0.544160424542,-0.27861885654,-0.565797222434,0.776044480598,0,0,0
qwen,45,8,H08_F,True,USABLE,500,405.441884222,359.848472034,93.3390337774,87.8057534256,72.854153631,52.0720615024,7709.85033463,-2468.60432562,-444.137167908,5307.72770129,1489.08218965,2711.49958911,9461.2547937,4322.421739,1945.40109234,-0.817596939117,0.548607664492,0.174828131623,0.558093209896,0.680353476053,0.475027490458,-0.141658795048,-0.485951415352,0.862429131989,0,0,0
qwen,45,8,H08_G,True,USABLE,500,-211.084527123,-329.585498987,12.2646559395,104.977328434,105.171070509,80.0697188548,11020.2394851,-3254.73156423,656.300382358,11060.9540719,2438.41090101,6411.15987749,14512.5484218,9281.35722013,4698.44779254,-0.654865531624,0.736680546891,0.168679896022,0.679018740704,0.475549165068,0.55927322605,-0.331790122311,-0.48078556908,0.811640654047,0,0,0
qwen,45,8,H08_H,True,USABLE,500,-295.186438001,24.106194878,124.33266254,56.3667791812,50.0054064482,43.4047456072,3177.21379526,-739.121765956,347.200626521,2500.54067405,588.863231342,1883.97194123,3652.21201218,2641.4724865,1268.04191185,0.837361321445,-0.546368541529,-0.0175338009512,0.415801682118,0.615777279163,0.669273713524,-0.354873186499,-0.567714505094,0.74280903482,0,0,0
qwen,45,9,H09_A,False,USABLE,500,256.401036405,6.33643717125,263.891575276,61.7548870487,69.7196038426,46.0935092638,3813.6660744,-2012.46264252,-444.860656852,4860.82315997,1769.24985773,2124.61159625,7003.11829682,2670.49417243,1125.48836138,-0.536175883104,0.776685716043,0.330567271327,0.803892632489,0.350412128715,0.480591276949,-0.257433598832,-0.523422046292,0.81225445745,0,0,0
qwen,45,9,H09_B,False,USABLE,500,-484.070746876,-351.815744777,-144.691539633,85.3175815917,86.4228840457,65.2753305029,7279.08972866,-3011.74461223,-417.414510532,7468.91488677,2338.75633083,4260.86877226,10987.9408837,5324.15550249,2696.77700152,-0.622601079199,0.726356529328,0.291159901915,0.721678640359,0.389094709975,0.572525324086,-0.302568729763,-0.566578766785,0.766446778842,0,0,0
qwen,45,9,H09_C,False,USABLE,500,251.538849152,496.96178258,290.885211373,96.4504367525,103.698097219,75.6445598841,9302.68674974,-4942.98469121,-668.19146012,10753.2953668,4557.72141955,5722.09944006,16498.0461359,6982.61381841,2297.4216023,-0.551726102706,0.755321707042,0.353677008672,0.756679392712,0.274978767066,0.593146671835,-0.350762888913,-0.594874605723,0.723249334067,0,0,0
qwen,45,9,H09_D,False,USABLE,500,264.364011858,242.733049389,-304.268860149,83.715783567,81.9681194898,66.9742012153,7008.33241824,-2761.03499292,-24.3291636878,6718.7726127,2484.27808005,4485.54362843,10202.9269262,5706.66561515,2303.05611804,-0.622147843561,0.717073579422,0.314225305232,0.695731193518,0.322340334926,0.6419149592,-0.359012767348,-0.617982354258,0.699433801519,0,0,0
qwen,45,9,H09_E,False,USABLE,500,-318.746012266,-488.716360669,-126.973326549,77.1064690845,82.6528204866,63.5560744456,5945.40757468,-2482.07921909,267.241394117,6831.48873439,1520.93988798,4039.37459894,9115.40107629,5008.49548302,2692.3743487,-0.593123855688,0.779287970235,0.202272962258,0.654922488686,0.320879403625,0.684187797423,-0.468274092414,-0.538281216259,0.700694445958,0,0,0
qwen,45,9,H09_F,False,USABLE,500,-413.69441451,74.7485865831,168.758352661,94.3835245552,79.9866881015,60.0103802742,8908.24970747,-3442.17286155,-325.313344025,6397.87027345,1510.31441665,3601.24574066,11482.7602738,4787.78542342,2636.82002439,-0.798866222826,0.583808212233,0.14484726217,0.539501269294,0.588942937996,0.601734655986,-0.265990861607,-0.558850773565,0.78545189186,0,0,0
qwen,45,9,H09_G,False,USABLE,500,364.302964814,395.545437909,102.697127277,82.8000257193,73.2399774785,51.4945497602,6855.84425911,-2176.67092249,-321.176300558,5364.09430106,1638.6180511,2651.68865501,8667.36802823,4423.13595401,1781.12323293,-0.766833795176,0.607726678452,0.20648054357,0.622979562138,0.627304972162,0.467316741686,-0.154474579574,-0.4869874292,0.859639952577,0,0,0
qwen,45,9,H09_H,False,USABLE,500,493.501621586,382.816966607,121.192300618,99.9414012118,74.9723811553,56.9871237902,9988.28367617,-2787.16382731,-797.600870154,5620.8579361,1659.71648729,3247.53227788,11600.2742102,4918.6468659,2337.75281408,-0.87320983311,0.455281565188,0.173848450555,0.47727307299,0.726754865934,0.49400180024,-0.0985647054431,-0.514340413775,0.851903126887,0,0,0
qwen,45,9,H09_I,False,USABLE,500,-353.631062103,-103.89420402,122.826238045,69.7722752905,65.0412942965,55.1494580798,4868.17039922,-1033.09362171,492.912171083,4230.36996376,1032.70625373,3041.46272649,5653.51086767,4383.33094817,2103.16127363,0.766695273604,-0.633252964332,-0.105683681796,0.545309481055,0.555448718698,0.627785226625,-0.338844990083,-0.538950279768,0.771178752712,0,0,0
qwen,45,10,H10_A,True,USABLE,500,196.399649755,-132.309446205,153.921847356,50.7199441204,60.1490749328,41.7529292291,2572.51273158,-1277.41737533,-211.023988915,3617.91121527,1313.5449654,1743.30709921,4945.40824585,2054.32966156,933.993138648,-0.466642794801,0.807052336727,0.361816290186,0.826342040001,0.252005822614,0.503638658461,-0.315282944333,-0.534003362492,0.784497975689,0,0,0
qwen,45,10,H10_B,True,USABLE,500,514.310584114,476.314827199,169.565286999,90.1508557869,91.3511427362,67.9555775636,8127.1767991,-3158.92419278,-137.963590956,8345.03127922,3071.92115367,4617.960522,12160.5852056,6481.79665247,2447.78674222,-0.592184851817,0.742440080538,0.313208920832,0.750685053575,0.36701536365,0.549337485689,-0.29289768114,-0.560430593076,0.774679610373,0,0,0
qwen,45,10,H10_C,True,USABLE,500,-55.2812120529,57.239532024,-324.357046876,70.8891789057,80.2203166987,63.4432952844,5025.27568593,-1955.77583988,-52.8066850581,6435.29921123,2788.76324068,4025.05171655,8993.89315333,4680.47354975,1811.25991062,-0.399150752063,0.797744429132,0.451976219415,0.849315439924,0.135961565208,0.510076206359,-0.345459057827,-0.587467683005,0.731805821779,0,0,0
qwen,45,10,H10_D,True,USABLE,500,-202.219802908,341.04486968,321.435987861,124.154581325,126.742226363,89.1079137352,15414.3600639,-8867.86026809,-1757.85742296,16063.5919434,6207.45363631,7940.22029023,26411.0621759,9425.44628447,3581.66383719,-0.627308041464,0.7182205405,0.301071214696,0.698228293693,0.347480550576,0.625886984094,-0.344908496563,-0.602840378687,0.719459246117,0,0,0
qwen,45,10,H10_E,True,USABLE,500,-422.277713006,-452.360423973,-139.166310109,79.0179537433,84.9668115829,63.5211918941,6243.83701379,-2772.16918066,-125.080553058,7219.35907056,2089.58102569,4034.94181964,10037.8399989,4941.13599223,2519.16191289,-0.572338831642,0.77066325393,0.280189954916,0.721780460717,0.311288088549,0.618168821969,-0.389180200321,-0.556037656071,0.734411939384,0,0,0
qwen,45,10,H10_F,True,USABLE,500,-517.150351371,-363.038951756,-103.707661705,98.1930424886,89.3449491901,68.7794423479,9641.87359318,-3654.65828646,-455.900737926,7982.51994578,2354.96622802,4730.61168969,12979.4584435,6248.01936681,3127.5274183,-0.733425270331,0.641878122693,0.22378527308,0.623954651279,0.505037869015,0.596336602941,-0.269755381755,-0.577000196247,0.770910375819,0,0,0
qwen,45,10,H10_G,True,USABLE,500,440.395968926,333.307606672,-9.56750138163,89.2866118591,74.4120334749,54.1672088287,7972.09905728,-2799.00942824,-472.206497577,5537.15072586,1449.44862431,2934.0865123,10011.0582711,4272.44042362,2159.83760072,-0.810001764604,0.561531367319,0.169055212447,0.559382989123,0.653309155017,0.51017430301,-0.176033555946,-0.507808695759,0.843292663132,0,0,0
qwen,45,10,H10_H,True,USABLE,500,306.921159934,169.39782411,127.43390736,143.879376897,96.7008644539,76.0921555307,20701.2750962,-3185.97069484,-1556.26613682,9351.05718613,2441.69725564,5790.01613331,21820.8701148,9473.11265803,4548.36564276,-0.953590338363,0.269810897856,0.133669540207,0.301080150621,0.848464873065,0.435267850958,-0.00402610021056,-0.455312462572,0.89032261116,0,0,0.002
qwen,45,10,H10_I,True,USABLE,500,95.388326945,396.83060882,190.700830279,70.556080004,55.1776030221,38.5097625443,4978.16042554,-954.451306863,-84.7425247261,3044.56787527,763.451409048,1483.00181122,5406.01240147,2950.96642293,1148.75128763,-0.911365882449,0.399880750382,0.0975069935088,0.403470718364,0.821099343335,0.403741560651,-0.0813855498926,-0.40729750042,0.909662101233,0,0,0
qwen,45,10,H10_J,True,USABLE,500,-15.8091100119,110.102923134,376.14123393,74.9338996594,76.9256536603,54.5079932714,5615.08931817,-1842.89345533,-730.086147426,5917.55619107,1966.14314388,2971.12133048,8336.59795151,4190.02280617,1977.14608203,-0.587882058097,0.730431596811,0.347655530874,0.80670571287,0.497385950651,0.319113003368,-0.0601712438907,-0.468056512053,0.881647618345,0,0,0
llama,45,4,H04_A,True,USABLE,500,11.5585347681,8.39876318843,4.77406547388,3.33697423755,2.63767369365,2.03480386688,11.1353970621,2.32740533554,-0.586600228379,6.95732251415,2.24120578829,4.14042677669,12.1935358139,7.47267810304,2.56693243595,-0.904069832849,-0.424185187369,-0.0521983155668,0.377806428159,-0.736113952381,-0.561603554077,-0.199800000434,0.527449690422,-0.825758308405,0,0,0
llama,45,4,H04_B,True,USABLE,500,-1.33902226225,-4.33755897803,-3.25735199713,2.09583949277,1.55338205558,1.25438663145,4.39254317947,1.03317499941,-0.0993717848356,2.41299581059,0.683269758046,1.57348582117,4.84357846964,2.46459653547,1.07084980612,-0.912992676501,-0.404020336893,-0.0566739802054,0.356278301647,-0.721888918085,-0.593247133766,-0.198771588591,0.561821997899,-0.803022974918,0.002,0.006,0.006
llama,45,4,H04_C,True,USABLE,500,4.62297710851,-3.03712273237,4.86870520168,4.04669834678,2.82412916319,2.00093106377,16.3757675099,2.52457650009,1.31962994958,7.97570553037,2.81000645199,4.00372512195,17.3947069719,8.41175824473,2.54873294554,-0.941578514212,-0.298756684123,-0.155481012559,-0.336792426898,0.836432612136,0.432378707315,-0.000873360589746,-0.459483328367,0.888185964871,0,0,0
llama,45,4,H04_D,True,USABLE,500,-10.4950993373,-3.30869304686,-1.60795969248,2.6822432125,2.01543286783,1.31209944909,7.19442865101,1.23442224996,-0.0454810904703,4.06196964474,0.491143124126,1.72160496431,7.62478753609,3.74704169379,1.60617403018,-0.943837233802,-0.329794734532,-0.0201670316259,-0.325410562375,0.917242344231,0.229726898392,0.0572646661055,-0.223387365411,0.973046166937,0,0,0
llama,45,5,H05_A,True,USABLE,500,0.784907735777,-4.32614952455,-2.68918753477,2.19350931353,1.54055581065,1.20583927085,4.81148310854,0.765722126413,-0.0580693845116,2.37331220573,0.68222776328,1.45404834712,5.03717837553,2.5585756803,1.04308960555,-0.957678432454,-0.285215322584,-0.038784530102,-0.263499308462,0.81446895059,0.516922085972,0.11584530397,-0.505264829856,0.855153388147,0.002,0.004,0.01
llama,45,5,H05_B,True,USABLE,500,12.4288896319,9.00301560281,4.80186801735,3.33629703719,2.67623294309,2.04718387776,11.1308779204,2.26723236333,-0.728742428962,7.16222276568,2.30288782962,4.19096182934,12.1712934543,7.74389810737,2.56887095375,-0.903060982635,-0.427559069857,-0.0409158089886,-0.375851704491,0.740537628521,0.557081248092,-0.207885444112,0.518456615859,-0.829449443666,0,0,0
