model,model_label,role,trait_set,trait_order,trait,raw_trait_value,row_trait_mean,centered_l2_norm,shape_value
qwen,Qwen 3 32B,engineer,12,8,judgmental,-0.281188989557,-0.065453373383,0.805342394589,-0.267880615281
qwen,Qwen 3 32B,engineer,12,9,manipulative,-0.256643432668,-0.065453373383,0.805342394589,-0.237402203796
qwen,Qwen 3 32B,engineer,12,10,optimistic,-0.0875486480808,-0.065453373383,0.805342394589,-0.0274358767728
qwen,Qwen 3 32B,engineer,12,11,pessimistic,0.00140645702378,-0.065453373383,0.805342394589,0.0830203784825
qwen,Qwen 3 32B,engineer,12,12,traditional,-0.0148223759294,-0.065453373383,0.805342394589,0.0628689086702
qwen,Qwen 3 32B,entrepreneur,12,1,adventurous,-0.0241306210627,-0.0369318395518,0.749049916127,0.017089940488
qwen,Qwen 3 32B,entrepreneur,12,2,altruistic,0.0373988266166,-0.0369318395518,0.749049916127,0.099233261453
qwen,Qwen 3 32B,entrepreneur,12,3,forgiving,-0.0135716737286,-0.0369318395518,0.749049916127,0.0311863940177
qwen,Qwen 3 32B,entrepreneur,12,4,grandiose,0.0388896335611,-0.0369318395518,0.749049916127,0.101223525269
qwen,Qwen 3 32B,entrepreneur,12,5,impulsive,-0.501555791967,-0.0369318395518,0.749049916127,-0.620284366118
qwen,Qwen 3 32B,entrepreneur,12,6,innovative,0.124663901162,-0.0369318395518,0.749049916127,0.21573427516
qwen,Qwen 3 32B,entrepreneur,12,7,introspective,0.455640629427,-0.0369318395518,0.749049916127,0.657596320851
qwen,Qwen 3 32B,entrepreneur,12,8,judgmental,-0.235300250133,-0.0369318395518,0.749049916127,-0.264826690866
qwen,Qwen 3 32B,entrepreneur,12,9,manipulative,-0.191248892913,-0.0369318395518,0.749049916127,-0.206017049116
qwen,Qwen 3 32B,entrepreneur,12,10,optimistic,-0.0490029100974,-0.0369318395518,0.749049916127,-0.0161151750847
qwen,Qwen 3 32B,entrepreneur,12,11,pessimistic,-0.0189780167391,-0.0369318395518,0.749049916127,0.0239687935693
qwen,Qwen 3 32B,entrepreneur,12,12,traditional,-0.0659869087475,-0.0369318395518,0.749049916127,-0.038789229623
qwen,Qwen 3 32B,evaluator,12,1,adventurous,-0.146259838377,-0.0747993734505,0.818844910782,-0.0872698407052
qwen,Qwen 3 32B,evaluator,12,2,altruistic,0.0812854634998,-0.0747993734505,0.818844910782,0.190615872304
qwen,Qwen 3 32B,evaluator,12,3,forgiving,-0.0494335940803,-0.0747993734505,0.818844910782,0.0309775136124
qwen,Qwen 3 32B,evaluator,12,4,grandiose,-0.00402180739707,-0.0747993734505,0.818844910782,0.0864358624221
qwen,Qwen 3 32B,evaluator,12,5,impulsive,-0.59008181121,-0.0747993734505,0.818844910782,-0.629279648655
qwen,Qwen 3 32B,evaluator,12,6,innovative,0.0229538289449,-0.0747993734505,0.818844910782,0.119379385654
qwen,Qwen 3 32B,evaluator,12,7,introspective,0.433900215279,-0.0747993734505,0.818844910782,0.621240459617
qwen,Qwen 3 32B,evaluator,12,8,judgmental,-0.295075643673,-0.0747993734505,0.818844910782,-0.269008535465
qwen,Qwen 3 32B,evaluator,12,9,manipulative,-0.271049518957,-0.0747993734505,0.818844910782,-0.239667051627
qwen,Qwen 3 32B,evaluator,12,10,optimistic,-0.097346060106,-0.0747993734505,0.818844910782,-0.027534746029
qwen,Qwen 3 32B,evaluator,12,11,pessimistic,0.00510011815536,-0.0747993734505,0.818844910782,0.0975758541743
qwen,Qwen 3 32B,evaluator,12,12,traditional,0.012436166515,-0.0747993734505,0.818844910782,0.106534874696
qwen,Qwen 3 32B,evangelist,12,1,adventurous,0.0452167967064,0.00615445704927,0.757983361163,0.0515345608606
qwen,Qwen 3 32B,evangelist,12,2,altruistic,0.103945447808,0.00615445704927,0.757983361163,0.129014693158
qwen,Qwen 3 32B,evangelist,12,3,forgiving,0.05404657216,0.00615445704927,0.757983361163,0.06318359685
qwen,Qwen 3 32B,evangelist,12,4,grandiose,0.149850937763,0.00615445704927,0.757983361163,0.189577354961
qwen,Qwen 3 32B,evangelist,12,5,impulsive,-0.457680188491,0.00615445704927,0.757983361163,-0.611932489954
qwen,Qwen 3 32B,evangelist,12,6,innovative,0.162711389774,0.00615445704927,0.757983361163,0.206544022924
qwen,Qwen 3 32B,evangelist,12,7,introspective,0.482894292259,0.00615445704927,0.757983361163,0.628958179871
qwen,Qwen 3 32B,evangelist,12,8,judgmental,-0.202812207215,0.00615445704927,0.757983361163,-0.275687666737
qwen,Qwen 3 32B,evangelist,12,9,manipulative,-0.132575015098,0.00615445704927,0.757983361163,-0.183024429368
qwen,Qwen 3 32B,evangelist,12,10,optimistic,-0.00730034488593,0.00615445704927,0.757983361163,-0.0177507879784
qwen,Qwen 3 32B,evangelist,12,11,pessimistic,-0.0384596831589,0.00615445704927,0.757983361163,-0.0588589967723
qwen,Qwen 3 32B,evangelist,12,12,traditional,-0.0859845130299,0.00615445704927,0.757983361163,-0.121558037815
qwen,Qwen 3 32B,examiner,12,1,adventurous,-0.159866291424,-0.0773700504185,0.818954923624,-0.1007335552
qwen,Qwen 3 32B,examiner,12,2,altruistic,0.0760265889549,-0.0773700504185,0.818954923624,0.187307793077
qwen,Qwen 3 32B,examiner,12,3,forgiving,-0.0671686643985,-0.0773700504185,0.818954923624,0.012456590376
qwen,Qwen 3 32B,examiner,12,4,grandiose,0.00452903757294,-0.0773700504185,0.818954923624,0.100004390509
qwen,Qwen 3 32B,examiner,12,5,impulsive,-0.592098789965,-0.0773700504185,0.818954923624,-0.628519012095
qwen,Qwen 3 32B,examiner,12,6,innovative,0.0092596419512,-0.0773700504185,0.818954923624,0.105780782154
qwen,Qwen 3 32B,examiner,12,7,introspective,0.431707063403,-0.0773700504185,0.818954923624,0.621617990364
qwen,Qwen 3 32B,examiner,12,8,judgmental,-0.289112273082,-0.0773700504185,0.818954923624,-0.258551742661
qwen,Qwen 3 32B,examiner,12,9,manipulative,-0.271584240438,-0.0773700504185,0.818954923624,-0.23714881542
qwen,Qwen 3 32B,examiner,12,10,optimistic,-0.1071990006,-0.0773700504185,0.818954923624,-0.0364231892638
qwen,Qwen 3 32B,examiner,12,11,pessimistic,0.0117858024503,-0.0773700504185,0.818954923624,0.10886539698
qwen,Qwen 3 32B,examiner,12,12,traditional,0.0252805205532,-0.0773700504185,0.818954923624,0.12534337118
qwen,Qwen 3 32B,exile,12,1,adventurous,-0.00118221074884,0.0048412408228,0.74583165879,-0.00807615431801
qwen,Qwen 3 32B,exile,12,2,altruistic,0.114203070592,0.0048412408228,0.74583165879,0.146630715498
qwen,Qwen 3 32B,exile,12,3,forgiving,0.0510705839962,0.0048412408228,0.74583165879,0.061983616046
qwen,Qwen 3 32B,exile,12,4,grandiose,0.147426146461,0.0048412408228,0.74583165879,0.191175721703
qwen,Qwen 3 32B,exile,12,5,impulsive,-0.453269881191,0.0048412408228,0.74583165879,-0.614228581766
qwen,Qwen 3 32B,exile,12,6,innovative,0.106316378825,0.0048412408228,0.74583165879,0.136056356427
qwen,Qwen 3 32B,exile,12,7,introspective,0.495928307022,0.0048412408228,0.74583165879,0.658442237483
qwen,Qwen 3 32B,exile,12,8,judgmental,-0.196184922329,0.0048412408228,0.74583165879,-0.269532890945
qwen,Qwen 3 32B,exile,12,9,manipulative,-0.101912292721,0.0048412408228,0.74583165879,-0.143133550695
qwen,Qwen 3 32B,exile,12,10,optimistic,-0.0678783137192,0.0048412408228,0.74583165879,-0.0975012976253
qwen,Qwen 3 32B,exile,12,11,pessimistic,0.0157939697433,0.0048412408228,0.74583165879,0.0146852561049
qwen,Qwen 3 32B,exile,12,12,traditional,-0.0522159460568,0.0048412408228,0.74583165879,-0.0765014279122
qwen,Qwen 3 32B,expatriate,12,1,adventurous,-0.0768641163049,-0.0424594408648,0.781830042736,-0.0440053126121
qwen,Qwen 3 32B,expatriate,12,2,altruistic,0.0926574542697,-0.0424594408648,0.781830042736,0.172821313775
qwen,Qwen 3 32B,expatriate,12,3,forgiving,0.0320499960177,-0.0424594408648,0.781830042736,0.0953013222948
qwen,Qwen 3 32B,expatriate,12,4,grandiose,0.00210838704015,-0.0424594408648,0.781830042736,0.0570044964619
qwen,Qwen 3 32B,expatriate,12,5,impulsive,-0.524280716595,-0.0424594408648,0.781830042736,-0.616273677645
qwen,Qwen 3 32B,expatriate,12,6,innovative,0.0619138556397,-0.0424594408648,0.781830042736,0.133498702786
qwen,Qwen 3 32B,expatriate,12,7,introspective,0.469322561876,-0.0424594408648,0.781830042736,0.654594956405
qwen,Qwen 3 32B,expatriate,12,8,judgmental,-0.272562485479,-0.0424594408648,0.781830042736,-0.294313382752
qwen,Qwen 3 32B,expatriate,12,9,manipulative,-0.201780915257,-0.0424594408648,0.781830042736,-0.203780189662
qwen,Qwen 3 32B,expatriate,12,10,optimistic,-0.0500775039372,-0.0424594408648,0.781830042736,-0.00974388633846
qwen,Qwen 3 32B,expatriate,12,11,pessimistic,-0.0223899443809,-0.0424594408648,0.781830042736,0.0256698967638
qwen,Qwen 3 32B,expatriate,12,12,traditional,-0.0196098632658,-0.0424594408648,0.781830042736,0.0292257605235
qwen,Qwen 3 32B,facilitator,12,1,adventurous,-0.122121957902,-0.0643513305848,0.814962020182,-0.0708875087261
qwen,Qwen 3 32B,facilitator,12,2,altruistic,0.118656306123,-0.0643513305848,0.814962020182,0.224559712202
qwen,Qwen 3 32B,facilitator,12,3,forgiving,0.0321914393877,-0.0643513305848,0.814962020182,0.11846290696
qwen,Qwen 3 32B,facilitator,12,4,grandiose,-0.0372374658129,-0.0643513305848,0.814962020182,0.0332700961522
qwen,Qwen 3 32B,facilitator,12,5,impulsive,-0.559573769424,-0.0643513305848,0.814962020182,-0.607663211997
qwen,Qwen 3 32B,facilitator,12,6,innovative,0.0237980323748,-0.0643513305848,0.814962020182,0.108163768098
qwen,Qwen 3 32B,facilitator,12,7,introspective,0.436963486262,-0.0643513305848,0.814962020182,0.615138870809
qwen,Qwen 3 32B,facilitator,12,8,judgmental,-0.325507524458,-0.0643513305848,0.814962020182,-0.320451981081
qwen,Qwen 3 32B,facilitator,12,9,manipulative,-0.259798646093,-0.0643513305848,0.814962020182,-0.239823833096
qwen,Qwen 3 32B,facilitator,12,10,optimistic,-0.026780337339,-0.0643513305848,0.814962020182,0.0461015265931
qwen,Qwen 3 32B,facilitator,12,11,pessimistic,-0.059959348164,-0.0643513305848,0.814962020182,0.00538918662721
qwen,Qwen 3 32B,facilitator,12,12,traditional,0.0071538180273,-0.0643513305848,0.814962020182,0.087740467459
qwen,Qwen 3 32B,familiar,12,1,adventurous,-0.0420321241061,-0.00619346311164,0.769566819036,-0.0465699145389
qwen,Qwen 3 32B,familiar,12,2,altruistic,0.121233837276,-0.00619346311164,0.769566819036,0.165583153062
qwen,Qwen 3 32B,familiar,12,3,forgiving,0.047590621122,-0.00619346311164,0.769566819036,0.0698887775606
qwen,Qwen 3 32B,familiar,12,4,grandiose,0.178665636738,-0.00619346311164,0.769566819036,0.240211889699
qwen,Qwen 3 32B,familiar,12,5,impulsive,-0.488396779877,-0.00619346311164,0.769566819036,-0.626590576462
qwen,Qwen 3 32B,familiar,12,6,innovative,0.0772207081505,-0.00619346311164,0.769566819036,0.108391070403
qwen,Qwen 3 32B,familiar,12,7,introspective,0.467584656731,-0.00619346311164,0.769566819036,0.615642603245
qwen,Qwen 3 32B,familiar,12,8,judgmental,-0.240404807805,-0.00619346311164,0.769566819036,-0.304341791901
qwen,Qwen 3 32B,familiar,12,9,manipulative,-0.137113924325,-0.00619346311164,0.769566819036,-0.170122279151
qwen,Qwen 3 32B,familiar,12,10,optimistic,-0.0470580295882,-0.00619346311164,0.769566819036,-0.0531007385788
qwen,Qwen 3 32B,familiar,12,11,pessimistic,-0.0100685231014,-0.00619346311164,0.769566819036,-0.00503537820742
qwen,Qwen 3 32B,familiar,12,12,traditional,-0.0015428285547,-0.00619346311164,0.769566819036,0.00604318486959
qwen,Qwen 3 32B,fixer,12,1,adventurous,-0.00525534021674,-0.0168708262225,0.7218041836,0.0160922952093
qwen,Qwen 3 32B,fixer,12,2,altruistic,-0.00131875860592,-0.0168708262225,0.7218041836,0.0215461034585
qwen,Qwen 3 32B,fixer,12,3,forgiving,-0.0506559132735,-0.0168708262225,0.7218041836,-0.0468064439339
qwen,Qwen 3 32B,fixer,12,4,grandiose,0.109020368181,-0.0168708262225,0.7218041836,0.174411838091
qwen,Qwen 3 32B,fixer,12,5,impulsive,-0.455735028505,-0.0168708262225,0.7218041836,-0.608010056265
qwen,Qwen 3 32B,fixer,12,6,innovative,0.128896650184,-0.0168708262225,0.7218041836,0.201948782951
qwen,Qwen 3 32B,fixer,12,7,introspective,0.475041741726,-0.0168708262225,0.7218041836,0.681504179562
qwen,Qwen 3 32B,fixer,12,8,judgmental,-0.159627251122,-0.0168708262225,0.7218041836,-0.197777220115
qwen,Qwen 3 32B,fixer,12,9,manipulative,-0.102139396003,-0.0168708262225,0.7218041836,-0.118132551345
qwen,Qwen 3 32B,fixer,12,10,optimistic,-0.11723112855,-0.0168708262225,0.7218041836,-0.139040898637
qwen,Qwen 3 32B,fixer,12,11,pessimistic,0.0590980798682,-0.0168708262225,0.7218041836,0.105248636426
qwen,Qwen 3 32B,fixer,12,12,traditional,-0.0825439383528,-0.0168708262225,0.7218041836,-0.0909846654015
qwen,Qwen 3 32B,flaneur,12,1,adventurous,0.00736094649162,-0.0026174284365,0.78831675724,0.0126578242014
qwen,Qwen 3 32B,flaneur,12,2,altruistic,0.0858898451192,-0.0026174284365,0.78831675724,0.112273743699
qwen,Qwen 3 32B,flaneur,12,3,forgiving,0.0169964995391,-0.0026174284365,0.78831675724,0.0248807700654
qwen,Qwen 3 32B,flaneur,12,4,grandiose,0.154793033252,-0.0026174284365,0.78831675724,0.199679202862
qwen,Qwen 3 32B,flaneur,12,5,impulsive,-0.482022057637,-0.0026174284365,0.78831675724,-0.608137052521
qwen,Qwen 3 32B,flaneur,12,6,innovative,0.138138754211,-0.0026174284365,0.78831675724,0.178552823284
qwen,Qwen 3 32B,flaneur,12,7,introspective,0.516673778043,-0.0026174284365,0.78831675724,0.65873419753
qwen,Qwen 3 32B,flaneur,12,8,judgmental,-0.19516778162,-0.0026174284365,0.78831675724,-0.244255055363
qwen,Qwen 3 32B,flaneur,12,9,manipulative,-0.128065119651,-0.0026174284365,0.78831675724,-0.159133609761
qwen,Qwen 3 32B,flaneur,12,10,optimistic,-0.0918866773609,-0.0026174284365,0.78831675724,-0.113240328973
qwen,Qwen 3 32B,flaneur,12,11,pessimistic,0.0323802485014,-0.0026174284365,0.78831675724,0.0443954496927
qwen,Qwen 3 32B,flaneur,12,12,traditional,-0.0865006101258,-0.0026174284365,0.78831675724,-0.106407964716
qwen,Qwen 3 32B,fool,12,1,adventurous,0.0436848019408,0.0131361156024,0.677548715363,0.0450870699711
qwen,Qwen 3 32B,fool,12,2,altruistic,0.0681899239648,0.0131361156024,0.677548715363,0.0812543911812
qwen,Qwen 3 32B,fool,12,3,forgiving,0.0669901499,0.0131361156024,0.677548715363,0.0794836342782
qwen,Qwen 3 32B,fool,12,4,grandiose,0.0875059193575,0.0131361156024,0.677548715363,0.109763035585
qwen,Qwen 3 32B,fool,12,5,impulsive,-0.390578526761,0.0131361156024,0.677548715363,-0.595845926957
qwen,Qwen 3 32B,fool,12,6,innovative,0.137809264927,0.0131361156024,0.677548715363,0.184006177707
qwen,Qwen 3 32B,fool,12,7,introspective,0.482873433183,0.0131361156024,0.677548715363,0.69328936345
qwen,Qwen 3 32B,fool,12,8,judgmental,-0.156733644215,0.0131361156024,0.677548715363,-0.25071224543
qwen,Qwen 3 32B,fool,12,9,manipulative,-0.0735195380797,0.0131361156024,0.677548715363,-0.127895827587
qwen,Qwen 3 32B,fool,12,10,optimistic,-0.0288469165099,0.0131361156024,0.677548715363,-0.0619631196405
qwen,Qwen 3 32B,fool,12,11,pessimistic,0.00341882336836,0.0131361156024,0.677548715363,-0.0143418355223
qwen,Qwen 3 32B,fool,12,12,traditional,-0.0831603038463,0.0131361156024,0.677548715363,-0.142124717036
qwen,Qwen 3 32B,forecaster,12,1,adventurous,-0.107794032747,-0.0632464698192,0.810453218479,-0.0549662360663
qwen,Qwen 3 32B,forecaster,12,2,altruistic,0.0681711656291,-0.0632464698192,0.810453218479,0.162153264929
qwen,Qwen 3 32B,forecaster,12,3,forgiving,-0.046698138601,-0.0632464698192,0.810453218479,0.0204186137347
qwen,Qwen 3 32B,forecaster,12,4,grandiose,0.0165975705681,-0.0632464698192,0.810453218479,0.0985177658213
qwen,Qwen 3 32B,forecaster,12,5,impulsive,-0.57241621717,-0.0632464698192,0.810453218479,-0.628253100539
qwen,Qwen 3 32B,forecaster,12,6,innovative,0.0677267153909,-0.0632464698192,0.810453218479,0.161604867775
qwen,Qwen 3 32B,forecaster,12,7,introspective,0.452483958852,-0.0632464698192,0.810453218479,0.636348177676
qwen,Qwen 3 32B,forecaster,12,8,judgmental,-0.27855933429,-0.0632464698192,0.810453218479,-0.2656697013
qwen,Qwen 3 32B,forecaster,12,9,manipulative,-0.246787433179,-0.0632464698192,0.810453218479,-0.226467067037
qwen,Qwen 3 32B,forecaster,12,10,optimistic,-0.0991857788321,-0.0632464698192,0.810453218479,-0.044344705152
qwen,Qwen 3 32B,forecaster,12,11,pessimistic,0.0125741660915,-0.0632464698192,0.810453218479,0.09355337752
qwen,Qwen 3 32B,forecaster,12,12,traditional,-0.0250702795422,-0.0632464698192,0.810453218479,0.0471047426384
qwen,Qwen 3 32B,futurist,12,1,adventurous,-0.0613826958325,-0.0479395810104,0.824326612259,-0.0163079956685
qwen,Qwen 3 32B,futurist,12,2,altruistic,0.0782104120984,-0.0479395810104,0.824326612259,0.15303399312
qwen,Qwen 3 32B,futurist,12,3,forgiving,-0.024924918892,-0.0479395810104,0.824326612259,0.0279193486854
qwen,Qwen 3 32B,futurist,12,4,grandiose,0.0474959002937,-0.0479395810104,0.824326612259,0.115773869101
qwen,Qwen 3 32B,futurist,12,5,impulsive,-0.561249964651,-0.0479395810104,0.824326612259,-0.622702671498
qwen,Qwen 3 32B,futurist,12,6,innovative,0.120147365679,-0.0479395810104,0.824326612259,0.203908189048
qwen,Qwen 3 32B,futurist,12,7,introspective,0.476122357129,-0.0479395810104,0.824326612259,0.63574550469
qwen,Qwen 3 32B,futurist,12,8,judgmental,-0.269043789538,-0.0479395810104,0.824326612259,-0.268224033096
qwen,Qwen 3 32B,futurist,12,9,manipulative,-0.233137185145,-0.0479395810104,0.824326612259,-0.224665322434
qwen,Qwen 3 32B,futurist,12,10,optimistic,-0.0836812300215,-0.0479395810104,0.824326612259,-0.0433586014083
qwen,Qwen 3 32B,futurist,12,11,pessimistic,0.00290039718764,-0.0479395810104,0.824326612259,0.0616745564707
qwen,Qwen 3 32B,futurist,12,12,traditional,-0.0667316204328,-0.0479395810104,0.824326612259,-0.0227968370098
qwen,Qwen 3 32B,gamer,12,1,adventurous,0.0190436363287,-0.0181395868222,0.722334141027,0.0514764857965
qwen,Qwen 3 32B,gamer,12,2,altruistic,0.0202111321667,-0.0181395868222,0.722334141027,0.053092768029
qwen,Qwen 3 32B,gamer,12,3,forgiving,-0.0160632106915,-0.0181395868222,0.722334141027,0.00287453688375
qwen,Qwen 3 32B,gamer,12,4,grandiose,0.0836417440496,-0.0181395868222,0.722334141027,0.140906161139
qwen,Qwen 3 32B,gamer,12,5,impulsive,-0.459915689404,-0.0181395868222,0.722334141027,-0.611595212644
qwen,Qwen 3 32B,gamer,12,6,innovative,0.152996372098,-0.0181395868222,0.722334141027,0.236920767274
qwen,Qwen 3 32B,gamer,12,7,introspective,0.460703048935,-0.0181395868222,0.722334141027,0.662910152739
qwen,Qwen 3 32B,gamer,12,8,judgmental,-0.193383797061,-0.0181395868222,0.722334141027,-0.242608233898
qwen,Qwen 3 32B,gamer,12,9,manipulative,-0.146470155417,-0.0181395868222,0.722334141027,-0.177660948453
qwen,Qwen 3 32B,gamer,12,10,optimistic,-0.0601792996899,-0.0181395868222,0.722334141027,-0.0581998142962
qwen,Qwen 3 32B,gamer,12,11,pessimistic,0.0107596094504,-0.0181395868222,0.722334141027,0.0400080719312
qwen,Qwen 3 32B,gamer,12,12,traditional,-0.0890184326323,-0.0181395868222,0.722334141027,-0.098124734502
qwen,Qwen 3 32B,generalist,12,1,adventurous,-0.109679362407,-0.0612998461776,0.818297845632,-0.059122135647
qwen,Qwen 3 32B,generalist,12,2,altruistic,0.0932053457054,-0.0612998461776,0.818297845632,0.18881290316
qwen,Qwen 3 32B,generalist,12,3,forgiving,-0.0177320933003,-0.0612998461776,0.818297845632,0.0532419254307
qwen,Qwen 3 32B,generalist,12,4,grandiose,0.00724736179238,-0.0612998461776,0.818297845632,0.083768041595
qwen,Qwen 3 32B,generalist,12,5,impulsive,-0.572711970108,-0.0612998461776,0.818297845632,-0.624970634666
qwen,Qwen 3 32B,generalist,12,6,innovative,0.0546914733057,-0.0612998461776,0.818297845632,0.141747066918
qwen,Qwen 3 32B,generalist,12,7,introspective,0.455095386557,-0.0612998461776,0.818297845632,0.631060237408
qwen,Qwen 3 32B,generalist,12,8,judgmental,-0.289227395576,-0.0612998461776,0.818297845632,-0.278538616001
qwen,Qwen 3 32B,generalist,12,9,manipulative,-0.255738811331,-0.0612998461776,0.818297845632,-0.23761392773
qwen,Qwen 3 32B,generalist,12,10,optimistic,-0.0787514114062,-0.0612998461776,0.818297845632,-0.0213266664721
qwen,Qwen 3 32B,generalist,12,11,pessimistic,-0.00790310294457,-0.0612998461776,0.818297845632,0.0652534324978
qwen,Qwen 3 32B,generalist,12,12,traditional,-0.0140935744194,-0.0612998461776,0.818297845632,0.0576883735063
qwen,Qwen 3 32B,genie,12,1,adventurous,0.034537760907,0.00969016756015,0.751580697005,0.0330604463977
qwen,Qwen 3 32B,genie,12,2,altruistic,0.0575876179045,0.00969016756015,0.751580697005,0.0637289522406
qwen,Qwen 3 32B,genie,12,3,forgiving,0.00764754735999,0.00969016756015,0.751580697005,-0.00271776564818
qwen,Qwen 3 32B,genie,12,4,grandiose,0.1902765822,0.00969016756015,0.751580697005,0.240275482539
qwen,Qwen 3 32B,genie,12,5,impulsive,-0.449000457593,0.00969016756015,0.751580697005,-0.610301231765
qwen,Qwen 3 32B,genie,12,6,innovative,0.155045324117,0.00969016756015,0.751580697005,0.193399267885
qwen,Qwen 3 32B,genie,12,7,introspective,0.498792760483,0.00969016756015,0.751580697005,0.650765240343
qwen,Qwen 3 32B,genie,12,8,judgmental,-0.165961988842,0.00969016756015,0.751580697005,-0.233710308291
qwen,Qwen 3 32B,genie,12,9,manipulative,-0.0902355109294,0.00969016756015,0.751580697005,-0.132954024615
qwen,Qwen 3 32B,genie,12,10,optimistic,-0.0805030120311,0.00969016756015,0.751580697005,-0.120004651464
qwen,Qwen 3 32B,genie,12,11,pessimistic,0.0412901193435,0.00969016756015,0.751580697005,0.0420446558957
qwen,Qwen 3 32B,genie,12,12,traditional,-0.0831947321979,0.00969016756015,0.751580697005,-0.123586063517
qwen,Qwen 3 32B,geographer,12,1,adventurous,-0.126156501063,-0.0644517903257,0.830314227524,-0.0743148903049
qwen,Qwen 3 32B,geographer,12,2,altruistic,0.106541774345,-0.0644517903257,0.830314227524,0.205938377306
qwen,Qwen 3 32B,geographer,12,3,forgiving,-0.0246885613334,-0.0644517903257,0.830314227524,0.0478893744973
qwen,Qwen 3 32B,geographer,12,4,grandiose,0.0126842922744,-0.0644517903257,0.830314227524,0.0928998685596
qwen,Qwen 3 32B,geographer,12,5,impulsive,-0.584787267848,-0.0644517903257,0.830314227524,-0.626672963408
qwen,Qwen 3 32B,geographer,12,6,innovative,0.043845117625,-0.0644517903257,0.830314227524,0.130428823644
qwen,Qwen 3 32B,geographer,12,7,introspective,0.451387827212,-0.0644517903257,0.830314227524,0.621258314549
qwen,Qwen 3 32B,geographer,12,8,judgmental,-0.298006734281,-0.0644517903257,0.830314227524,-0.281285007787
qwen,Qwen 3 32B,geographer,12,9,manipulative,-0.257126460489,-0.0644517903257,0.830314227524,-0.232050305506
qwen,Qwen 3 32B,geographer,12,10,optimistic,-0.0927192234005,-0.0644517903257,0.830314227524,-0.0340442595559
qwen,Qwen 3 32B,geographer,12,11,pessimistic,0.00304747662994,-0.0644517903257,0.830314227524,0.0812936412724
qwen,Qwen 3 32B,geographer,12,12,traditional,-0.00744322358134,-0.0644517903257,0.830314227524,0.0686590267331
qwen,Qwen 3 32B,ghost,12,1,adventurous,0.000723009356297,0.00812938463986,0.762755381163,-0.00971002691882
qwen,Qwen 3 32B,ghost,12,2,altruistic,0.115062221426,0.00812938463986,0.762755381163,0.140192831709
qwen,Qwen 3 32B,ghost,12,3,forgiving,0.0421485865864,0.00812938463986,0.762755381163,0.0446004089735
qwen,Qwen 3 32B,ghost,12,4,grandiose,0.194547134028,0.00812938463986,0.762755381163,0.24440043819
qwen,Qwen 3 32B,ghost,12,5,impulsive,-0.461707446532,0.00812938463986,0.762755381163,-0.615973145225
qwen,Qwen 3 32B,ghost,12,6,innovative,0.113345618352,0.00812938463986,0.762755381163,0.13794230275
qwen,Qwen 3 32B,ghost,12,7,introspective,0.49547262908,0.00812938463986,0.762755381163,0.63892468867
qwen,Qwen 3 32B,ghost,12,8,judgmental,-0.197004144219,0.00812938463986,0.762755381163,-0.268937504637
qwen,Qwen 3 32B,ghost,12,9,manipulative,-0.106348246352,0.00812938463986,0.762755381163,-0.15008433086
qwen,Qwen 3 32B,ghost,12,10,optimistic,-0.0731455422469,0.00812938463986,0.762755381163,-0.106554380204
qwen,Qwen 3 32B,ghost,12,11,pessimistic,0.0219622009475,0.00812938463986,0.762755381163,0.0181353244424
qwen,Qwen 3 32B,ghost,12,12,traditional,-0.0475034047488,0.00812938463986,0.762755381163,-0.0729366068894
qwen,Qwen 3 32B,golem,12,1,adventurous,-0.0577083112116,-0.00909413490278,0.758509781123,-0.0640916933687
qwen,Qwen 3 32B,golem,12,2,altruistic,0.128375732894,-0.00909413490278,0.758509781123,0.181236776661
qwen,Qwen 3 32B,golem,12,3,forgiving,0.0371718127733,-0.00909413490278,0.758509781123,0.0609958484749
qwen,Qwen 3 32B,golem,12,4,grandiose,0.167790937627,-0.00909413490278,0.758509781123,0.233200779913
qwen,Qwen 3 32B,golem,12,5,impulsive,-0.478198271029,-0.00909413490278,0.758509781123,-0.618454959714
qwen,Qwen 3 32B,golem,12,6,innovative,0.0608517045809,-0.00909413490278,0.758509781123,0.0922148154506
qwen,Qwen 3 32B,golem,12,7,introspective,0.464147690778,-0.00909413490278,0.758509781123,0.623909984365
qwen,Qwen 3 32B,golem,12,8,judgmental,-0.235791162902,-0.00909413490278,0.758509781123,-0.298871594857
qwen,Qwen 3 32B,golem,12,9,manipulative,-0.141428917881,-0.00909413490278,0.758509781123,-0.174466811466
qwen,Qwen 3 32B,golem,12,10,optimistic,-0.0593701262956,-0.00909413490278,0.758509781123,-0.0662825881011
qwen,Qwen 3 32B,golem,12,11,pessimistic,-0.0017714840577,-0.00909413490278,0.758509781123,0.00965399659612
qwen,Qwen 3 32B,golem,12,12,traditional,0.00680077589079,-0.00909413490278,0.758509781123,0.0209554460459
qwen,Qwen 3 32B,gossip,12,1,adventurous,0.0652373642307,0.0112076991641,0.668513458714,0.0808206093121
qwen,Qwen 3 32B,gossip,12,2,altruistic,-0.00673830718489,0.0112076991641,0.668513458714,-0.0268446448087
qwen,Qwen 3 32B,gossip,12,3,forgiving,-0.0100272759579,0.0112076991641,0.668513458714,-0.0317644691295
qwen,Qwen 3 32B,gossip,12,4,grandiose,0.10904346066,0.0112076991641,0.668513458714,0.146348230122
