,combative_iconoclast,editorial,grounded_social,mythic_spiritual,other,procedural_professional,trickster_chaos
romantic,1.1911868588395023,1.696595497411249,0.8618247126871429,0.2053479681878364,0.9681929981459149,1.5240312821079747,0.6187771562936499
saboteur,0.18299996901419102,1.123830984447347,0.9252773244613524,0.9088237226108733,0.6848740700581851,1.2806807927308874,0.6401288849846181
sage,1.384011242830119,1.4229091727564889,1.2939993400328427,0.19591531946308682,1.3234195605075745,1.2481998854036367,0.9540729701834123
scheduler,1.5163403028373095,0.029556352215830528,1.5124549050735285,1.841087918381389,1.5141903203141047,0.08594115434820326,1.8353773594062692
scholar,1.559199056029677,0.2518899496111118,1.9395854225609561,1.2660018735447525,1.8737708614772655,0.18283234017309113,1.8168665969534055
scientist,1.5161242298588165,0.04794077558721965,1.768182761623287,1.653358525000602,1.7287939565338308,0.05088176789676879,1.885568939929274
scout,0.7860497586190779,0.4820157487633876,1.1842467910667582,1.5219275944251502,1.1172455250637539,0.6066084085785342,1.3041879299933288
screener,1.491355983277645,0.00393079864079704,1.5963606467589622,1.7772658662540592,1.5396753005419173,0.09230435038515505,1.8473319546027187
secretary,1.5585998510132832,0.029144674510998447,1.538451611486863,1.7849955285966401,1.5050192691681858,0.1095983025141345,1.8307341891168618
shaman,1.290137773800742,1.606915570106074,0.9533712049865699,0.2258588248015344,1.0513951474516885,1.4375720828794332,0.7635686217193872
shapeshifter,0.8637048024985862,1.8170885184566934,0.7160098299417025,0.13274485611711284,0.7053203295917532,1.7403812703012513,0.37302817706988434
simulacrum,0.8565907154493801,1.1992836219823433,1.423382070671071,0.364652196871178,1.1772284141282288,1.213754365806783,0.8767043897936382
skeptic,1.0448591489909467,0.18889682152899212,1.543459025436174,1.623521495214033,1.4242778819434088,0.29848670088201634,1.596826472594354
smuggler,0.14576598482220804,1.6348039942330512,0.11747654016205544,0.8270592996528937,0.08206812625921833,1.7943074943018829,0.14021590653898497
sociologist,1.6229046714579898,0.1743870594822715,1.7412745827003209,1.5847257778049442,1.8449018132577093,0.05287807959950719,1.8996092458191471
soldier,0.25409929549167587,1.0182288192796782,0.7358984842428384,1.0875132490274484,0.500710793515615,1.2759331868064088,0.7048848047081631
sommelier,1.668080597551739,0.9007265783234575,1.45404062307522,0.7386072899228153,1.548124342038365,0.7692525261774944,1.2647214934084883
specialist,1.3972013421343517,0.12011363465044045,1.7557073033831572,1.6113515917984076,1.7343714362979816,0.09510326137495062,1.8212971004105003
spirit,1.185872480263603,1.5892486744438221,1.1387868861683748,0.08571850951483972,1.1010508982363563,1.461277535056228,0.7338194310132169
spy,0.25102099123826505,1.0572009796771962,0.9355951108889635,0.9102206016270066,0.6598043027157684,1.2772491011578415,0.6611982386369855
statistician,1.508273340151387,0.03757006532153262,1.6610490345258446,1.7426633070173199,1.6550026380904967,0.056306538209537904,1.8623087723070235
stoic,1.1362861360253798,0.819379217475211,1.6858545599573245,0.5662173211284458,1.386291262452859,0.8971980458848051,1.2548370825474966
strategist,1.429767863657404,0.10162938291891022,1.718875358162295,1.6771248933972331,1.73144709130683,0.06166763656734753,1.8608623964920614
student,1.3257734629239912,0.576507842542267,0.7030439281610539,1.7570023252486051,0.887452551896687,0.6271140907824362,1.2850695902774703
summarizer,1.5256293491109965,0.04676465037116062,1.6439361743471186,1.7640594831115763,1.6618481720661624,0.040271439646996865,1.9056154270229033
supervisor,1.529530259681265,0.04112581963494222,1.543127352360587,1.8348727246890066,1.5855928022782144,0.05501768702212939,1.8719633540012501
surfer,0.5820433054785477,1.7600092413817907,0.08548910491454931,0.7656746008288393,0.2715165990115175,1.7274906278183912,0.26627116596357336
survivor,0.5513386546405633,1.8499062094410712,0.16792802092947023,0.5854275845273447,0.3885646630385273,1.7762123247492443,0.2866634328387012
swarm,1.202250196856245,0.8572111868600387,1.7780729274679086,0.5980285145985994,1.4912178776744778,0.8045002898366866,1.2870718228461113
symbiont,1.8149704664579174,0.4257165178202158,1.7457285721642886,1.2674151934008866,1.837010255116513,0.22096096088020278,1.815669402657993
synthesizer,1.648137851939258,0.20872085695586373,1.7873047644673283,1.5298641592549327,1.8844117729559033,0.05555377494643621,1.8984451906343984
teacher,1.52345833067041,0.36666135159191815,0.9968208942187339,1.8597599745898643,1.2537242854966861,0.3292683891270103,1.5703097898779868
technologist,1.3925025017965553,0.24666249126052187,1.5101741792952454,1.739839989313477,1.6414089161601417,0.1255160265069979,1.7553786336798463
teenager,0.46141651893062785,1.376574556321623,0.08009740774824936,1.2374263349925265,0.16872079382100436,1.485174700004172,0.4121506800736542
theorist,1.4141557534378166,0.3911703769758176,1.8806256866879076,1.203820480567329,1.8419790681583152,0.2694899016190674,1.6988675452379178
therapist,1.8207243890573073,0.261186658542807,1.3798348381315806,1.6632958230368788,1.6069116434612694,0.1734010321877143,1.8276963177522103
toddler,0.5763122278036683,1.393637065646847,0.1915262953489878,1.052712223941695,0.0995181486702158,1.5688020727352674,0.35595385247146283
traditionalist,1.4607099444309912,0.8637964496323952,1.6351093524144638,0.5657093053251122,1.498707913323463,0.8407607077643009,1.3382571016178768
trainer,1.3210443166301868,0.15646768762827223,1.2890956698138902,1.9195588336242997,1.3875000082446936,0.17714624362252462,1.691204212462674
translator,1.69584955114188,0.057146974044776644,1.6766390488200602,1.7097139892023372,1.7334227897860144,0.023086523817035798,1.9267858375613498
tree,0.9040401992992791,1.774791758336622,0.84682616420187,0.05384261341248964,0.7603673154623,1.7175181516288127,0.4622272876086154
trickster,0.28662110907233485,1.8738849025796902,0.19025095029770722,0.47521140062617095,0.13738447415966037,1.9553577491766982,0.008265063960922858
tulpa,1.732996531361588,0.5904893755475568,1.135584779376268,1.3934219710242997,1.320500472551846,0.5214202605164622,1.5043795087140452
tutor,1.5111500476235253,0.291494292544635,1.0546430734043106,1.8923501483070622,1.27513374221434,0.2846681092262626,1.6142951126707341
validator,1.4881915255260365,0.0221467159654688,1.72201363846619,1.695013631369288,1.6669420534531105,0.06165501514810545,1.8862853260928243
vampire,0.39330080820565116,1.6896257319517018,0.835204734831084,0.16004658274413663,0.6068629909604899,1.7721025046711512,0.30568453847277377
vegan,1.6131997964686495,0.5313411634133096,1.1437662897391296,1.6160096794357814,1.4115649314211673,0.364023860222361,1.6031706078158756
veteran,0.3161096136139554,1.1298950165824546,0.30627632301587093,1.362287562488939,0.3458437894501486,1.2925478815478066,0.6249142760984999
veterinarian,1.6922981934756944,0.151863117762982,1.3521798665275997,1.8118453837333695,1.4911640194713045,0.14329762233100563,1.805672965866205
vigilante,0.046243768954361,1.5006406007546105,0.38616124916025507,0.8016187572593229,0.26162871574403324,1.6711308790679906,0.30705749197286547
virtuoso,0.9114036835142824,1.633965731109468,1.139369558122425,0.07625135939513839,1.0797421925694635,1.5132859465643211,0.6026138528944913
virus,0.7108808678659007,0.605722480191995,1.4347930748809554,1.1179230940826093,1.061597808410566,0.7949957241040103,1.167001744189518
visionary,0.9165841415775797,1.4661195801411413,1.1308776982068827,0.5246435288557162,1.260201743900986,1.1787722548992279,0.8360147221706977
void,0.565526322998855,1.6775600889458502,0.9029076330553656,0.11332325660847564,0.6322808364792175,1.7475213241196395,0.34946231636799086
wanderer,0.8434248864663675,1.8913555186187097,0.5960351869259274,0.13377672959546683,0.6750896197655302,1.790014215911709,0.3523671720970426
warrior,0.38916130137129523,1.6023109776720388,0.8120164704545797,0.30491451328489383,0.6205152088720289,1.6789845734396347,0.4409915210287185
whale,0.8849845117652878,1.7870258106117096,0.824214273315605,0.050388242065557365,0.7279252851453535,1.7410766192077127,0.4247079054975862
widow,0.8296269665823602,1.724231937020718,0.18282657846814843,0.6626453755874067,0.4052194380503782,1.6876048401985946,0.3735195395830223
wind,0.8490680777169062,1.8347601633103696,0.723692554651713,0.07273946184914248,0.6748449939838379,1.7816008401529708,0.384272095757071
witch,0.9026842648505954,1.7914714208708038,0.8663746036031722,0.03175304704323989,0.8234412180712164,1.7085522648234939,0.45516809322144036
witness,1.168528049281421,0.8746747611916378,0.8270735163316989,1.165663029726998,0.9643238567700466,0.9426269601508724,1.1522787579292155
workaholic,0.11631274192130758,1.1704292742071853,0.6735682366137845,0.9767963521045417,0.38051139557973224,1.423387637760923,0.49863357954507825
wraith,0.6336479083902029,1.766153471496525,0.866443225458972,0.03029334379407156,0.6941452271903183,1.7823330432798885,0.362721494098063
writer,1.441025768751489,0.9907420125179374,1.2572801832848577,1.0150682308973051,1.6515291816122057,0.6558266708589933,1.3194858693607776
zealot,0.3099541070145604,1.4544166799056244,0.9212823162865328,0.40910561782508303,0.5838859499399274,1.5996832258899119,0.4653660633709502
zeitgeist,0.6303834450024794,1.7729083077333527,0.7511373201010904,0.35718905690192004,0.8561287339611503,1.5689399322836197,0.4712967929177917
