role,filtered_subset,n_filtered,delta_pc1_filtered_minus_all,delta_pc2_filtered_minus_all,delta_pc3_filtered_minus_all,all_centroid_distance_to_published,filtered_centroid_distance_to_published,change_in_centroid_distance_negative_is_improvement,all_cloud_volume_proxy,filtered_cloud_volume_proxy,volume_ratio_filtered_over_all
amateur,score_ge_2,44,-4.447804995519289,2.439671007929327,-1.0092664751509979,8.394237429757384,9.223934777643949,0.8296973478865652,7349631.27030816,4514630.412497144,0.6142662463538598
amateur,score_eq_3,11,-10.046338321772408,2.624311980081117,-3.760800718864296,8.394237429757384,12.25717531525071,3.8629378854933254,7349631.27030816,1997131.4849390814,0.27173220145169874
playwright,score_ge_2,54,-3.667577035116242,0.7628975527039081,0.3753289662341892,7.460003840971534,8.451728771951018,0.9917249309794842,9008474.593808085,6638858.40400628,0.7369569991982278
playwright,score_eq_3,40,-10.578646305446927,1.1364166869665873,2.228715108636907,7.460003840971534,12.760972312918462,5.300968471946928,9008474.593808085,3275354.1244114065,0.36358587575555795
