replicate,M1_R2,M1_RMSE,M2_R2,M2_RMSE,M3_R2,M3_RMSE,delta_R2_M3_M1
75,0.4563011797478985,0.6131531680864264,0.24227576207677248,0.7238446536398621,0.47186480073056447,0.6043135580190986,0.015563620982665949
76,0.4446009787916435,0.6101879260957991,0.16975260832184014,0.7460446405801645,0.4412276507418318,0.6120381706511743,-0.003373328049811719
77,0.47819887043049014,0.6001034801340814,0.24821050713587933,0.7203138472828727,0.4825255263289575,0.5976103406794102,0.004326655898467369
78,0.46195360884920034,0.6061254330672612,0.21041791006336774,0.7342624014862796,0.46915585011970196,0.6020549949003342,0.007202241270501619
79,0.42004513491770934,0.6138862758625624,0.174744089200648,0.7322934475458781,0.4235838700778094,0.6120105221999239,0.0035387351601000594
80,0.45370823133910343,0.6017385684310957,0.2193870132613005,0.7193055416622646,0.46614436764843004,0.5948499571293225,0.012436136309326606
81,0.45693604678517896,0.5995763623856362,0.15427762464862993,0.7482262234224062,0.4598200793453401,0.5979821673957573,0.0028840325601611205
82,0.4585213750138072,0.5951437038444664,0.22643689430470115,0.7113429946774259,0.47060251068167425,0.5884670133887466,0.01208113566786706
83,0.40300611297408284,0.6148951156178655,0.14625462299774972,0.7353266120124288,0.4024797326118704,0.6151661379901237,-0.0005263803622124197
84,0.4296709511520086,0.6182384952171252,0.24137263800790965,0.7130295826618064,0.4426579922025178,0.6111589640765885,0.012987041050509185
85,0.4328252734137522,0.6380759622623676,0.17719144164722944,0.7685344664509862,0.4389448848002889,0.6346243214064083,0.006119611386536716
86,0.41849542855193134,0.6325015391133213,0.22962630053069488,0.7280073161689901,0.42824796816457666,0.6271752019721106,0.009752539612645328
87,0.45394651393828467,0.6039179458670383,0.18212401370813047,0.7391014795857368,0.4531188119060773,0.6043754787324932,-0.0008277020322073891
88,0.42968288140030675,0.6166089575108862,0.19783424531190008,0.7312799806814858,0.4322261847675575,0.6152325514277219,0.0025433033672507266
89,0.40095359373596784,0.6275765392933487,0.12461912225238969,0.7586387013668753,0.3996365064900822,0.6282660678605507,-0.0013170872458856397
90,0.4446955594956763,0.6074244441592416,0.2102844975288326,0.7243726152194889,0.45000447515758946,0.6045138698321637,0.0053089156619131606
91,0.4299203785265189,0.6044832826701816,0.15653625120722658,0.7352749110345922,0.4271989156580066,0.6059244148274248,-0.00272146286851227
92,0.4492519985792671,0.6179433291772655,0.21887484802003676,0.735923200308961,0.4602496394783042,0.611742500490289,0.010997640899037098
93,0.4352906144733437,0.6145478314693773,0.18058949078663455,0.7402764820519974,0.436032575463439,0.6141439773805111,0.0007419609900952695
94,0.43088705120228954,0.598932448489247,0.21244985559902407,0.7045595675903965,0.4402688887708508,0.5939752273317213,0.009381837568561258
95,0.41806091864197514,0.6448607683704773,0.1943886224100072,0.7587347756977664,0.4202112988142984,0.6436682215422047,0.002150380172323274
96,0.40462905739993416,0.6179149306179381,0.21191574578660333,0.7109207607692887,0.4182579164644171,0.6108015250691563,0.013628859064482968
97,0.4498153363540567,0.6143572767408554,0.2068201981467478,0.7376538096880876,0.4524545886239224,0.6128819602234579,0.0026392522698657217
98,0.4217190283399507,0.6135661993353341,0.22480445222332035,0.7103912616357371,0.44143538459406406,0.6030157920617207,0.019716356254113387
99,0.4531396312843138,0.6179857298345078,0.18584691759185823,0.7540380419346481,0.4550123908142757,0.6169266558211425,0.0018727595299619093
100,0.4264058437542505,0.6203509620153113,0.2074028133888769,0.7292246894869544,0.43445154778631145,0.6159848204218756,0.008045704032060952
101,0.44228823574562415,0.6016503014351792,0.19713334430161022,0.7218732463749582,0.44877765074216214,0.5981397222509027,0.00648941499653799
102,0.46582609739486913,0.6195647105988376,0.2670639945883053,0.7257355013121518,0.48422410602679933,0.6088017050560364,0.018398008631930196
103,0.4293594599126669,0.618907306387794,0.10564182193970773,0.7748186040532431,0.4244935660784782,0.6215404391233569,-0.004865893834188673
104,0.46678003265484613,0.5917949372412047,0.21191672591975796,0.7194557678712616,0.4684124297779958,0.5908883837481981,0.0016323971231496648
105,0.4923883623084311,0.6062206335443289,0.18771068849825734,0.76686743917983,0.48820197933845866,0.6087153169012114,-0.004186382969972424
106,0.440300335711192,0.6140097874007595,0.18188797877035667,0.7423422139384855,0.4491552813303372,0.609133333052701,0.008854945619145238
