replicate,M1_R2,M1_RMSE,M2_R2,M2_RMSE,M3_R2,M3_RMSE,delta_R2_M3_M1
350,0.43922702481968534,0.5983808745695636,0.23950885602382588,0.6968370711515974,0.45947468400436287,0.5874787821336448,0.020247659184677524
351,0.48923259383969364,0.5837813128310122,0.18118819483655046,0.7391467110262396,0.48891947623252385,0.5839602242099685,-0.0003131176071697883
352,0.45641561584517754,0.613165899572039,0.18111673026125508,0.7525849120705568,0.456267204830928,0.6132495980420904,-0.00014841101424956094
353,0.4034698411565748,0.6308877339927129,0.1823739801161125,0.7386066832913556,0.40984361654308465,0.6275082437605788,0.00637377538650985
354,0.42881197937410553,0.6160476557934038,0.18465921193554036,0.736028020944561,0.4404242894676563,0.6097533450295729,0.011612310093550793
355,0.4474877557902658,0.6184096645152598,0.2157792099966659,0.7367573725384933,0.4599027407284043,0.6114223380284727,0.012414984938138529
356,0.42518196418161214,0.6116836017193613,0.20204641389204714,0.7206932593972779,0.43385292269384357,0.6070525385188925,0.00867095851223143
357,0.4488197228860382,0.5789883082600786,0.1961182843346153,0.6992283605749788,0.45116094109779714,0.5777573312509225,0.002341218211758922
358,0.4310677359782594,0.6295096250899209,0.18700695053204575,0.7525156035238375,0.43560603221855865,0.6269938411713917,0.004538296240299222
359,0.4671485308943827,0.6021337578848522,0.19911928904374665,0.7381996063604858,0.4667030875658862,0.6023853856363139,-0.0004454433284964976
360,0.4948751291932646,0.5958704957627711,0.23201669546606385,0.7347310527771471,0.49969787972891877,0.5930190948444182,0.0048227505356541744
361,0.4225599093494822,0.6383443565776362,0.1989693525769014,0.7518412038371018,0.43382848029388976,0.6320851195878228,0.011268570944407585
362,0.40903426939987864,0.6186108817743775,0.19259086101374612,0.7230748180766454,0.41828865188120545,0.613748119751434,0.009254382481326817
363,0.42393673463122306,0.5990224634176622,0.21394872747370974,0.6997347712429294,0.44399116334652045,0.5885032489702707,0.02005442871529739
364,0.43521731770357996,0.6207121352590687,0.18654367979734454,0.744932066192365,0.43893433593881803,0.6186662094129832,0.0037170182352380676
365,0.42614674673523645,0.5981482557908423,0.19448310541913094,0.70867276614126,0.432017250363146,0.5950808703754256,0.005870503627909529
366,0.46720712583542556,0.5898856498910464,0.2260756944514537,0.7109480550551798,0.4674905140689327,0.5897287513147298,0.0002833882335071536
367,0.4384671594734175,0.5953958363131121,0.2036752456915053,0.7090278939219224,0.44925081256692145,0.5896511440854268,0.010783653093503931
368,0.4557370312909571,0.5858974137314064,0.22486857637613722,0.6992055381979946,0.4708493354044443,0.5777059769827256,0.015112304113487185
369,0.4315188611058002,0.6228507580405606,0.2315051961823309,0.7241798472156525,0.44751464449218914,0.6140254225733406,0.015995783386388962
370,0.48342091151254196,0.6225139447940918,0.22387474179510314,0.7630387300251255,0.4948728731473435,0.6155750650146927,0.011451961634801555
371,0.47475744666591735,0.6067713196492674,0.19009837014835773,0.7534617835110733,0.4797686232780686,0.6038698739476265,0.005011176612151225
372,0.4428679322968887,0.6120091728574978,0.2263943844606402,0.7211716735040524,0.4558935658473111,0.6048125355923388,0.01302563355042241
373,0.42697952001906214,0.6249458027094954,0.148126314353474,0.7619823031561795,0.4240294307419049,0.6265524460559667,-0.0029500892771572307
374,0.4477261302608059,0.6142859433011026,0.1792331608127603,0.7488644780072666,0.4430335932604298,0.6168901424576982,-0.004692537000376085
375,0.43653395182153476,0.6189052932245788,0.2573134543693225,0.7105474724541331,0.45176006606970787,0.6104859227533983,0.015226114248173106
376,0.4453170176548805,0.6254558892929415,0.21444582666919,0.744324535924744,0.4584993796675194,0.6179790387075582,0.013182362012638893
377,0.43102757483123977,0.6214007587225311,0.14478682866317383,0.7618392785951453,0.42905995914061,0.6224742928598672,-0.0019676156906297537
378,0.4661623603387859,0.6079902289770385,0.21614303011941527,0.7367334966514258,0.4716512738545331,0.60485647799869,0.005488913515747207
379,0.4608556948170581,0.6082257262014302,0.20814394875586595,0.7371152468015548,0.463582781068839,0.60668551998949,0.0027270862517808636
380,0.44667785013380645,0.6168521086019559,0.18966710297659928,0.7464895989250222,0.44912385357389795,0.615487177212175,0.002446003440091493
381,0.3785327502060438,0.6393800351006249,0.1579201768028623,0.7442632556332253,0.3772367783764359,0.6400463509650112,-0.0012959718296079448
382,0.475619279932588,0.5668350892988036,0.17639686192641468,0.7103826819800063,0.47610799442226637,0.5665708870831525,0.0004887144896783546
383,0.4367447017831061,0.6193630923531619,0.21725376928690765,0.7301350077197656,0.46298763292984124,0.6047624575807294,0.02624293114673515
384,0.40089212660040063,0.6231798182022829,0.17353872259140746,0.7319343373042547,0.41347668386496916,0.6165999814510922,0.01258455726456853
385,0.4857973242965762,0.5882171556363408,0.23667459447750505,0.7166801554460915,0.4938768646196915,0.5835776026057974,0.008079540323115308
386,0.4273261021411391,0.6156602296098337,0.21166041021995086,0.7223440072829761,0.44522267025029283,0.6059639090852127,0.017896568109153743
387,0.4006853407406936,0.6190694725446096,0.17578111415100406,0.7259943136814667,0.4131189562796911,0.6126140872818054,0.012433615538997467
388,0.4697165830707547,0.5806889652917281,0.2147664556432024,0.7066249573488097,0.4665966604206745,0.5823947019006116,-0.003119922650080209
389,0.4469142208237946,0.6021972843886562,0.20085474841526907,0.7238613831111008,0.450359873436451,0.6003185482889554,0.0034456526126563913
390,0.37983696554307467,0.6255265152687697,0.22514814492029966,0.6992011342577269,0.40397777472503016,0.6132308753616535,0.02414080918195549
391,0.4180552547479627,0.6268006205533095,0.159501189448499,0.7532811395824421,0.420007282468255,0.6257484932252091,0.0019520277202923486
392,0.4398252729740125,0.6053382483765022,0.21823578099943963,0.7151123109757143,0.44783999429725074,0.6009921969813647,0.008014721323238216
393,0.4968466601678875,0.5886644956092988,0.19935088338497897,0.742572355572152,0.5021928726830469,0.5855287417223959,0.005346212515159432
394,0.45032979757616276,0.5948878271631571,0.18304717365646894,0.725241211716724,0.46178576215084266,0.5886560016226772,0.0114559645746799
395,0.45598198138936896,0.6250960327666483,0.16549317524454055,0.7742033511336374,0.45646071780463815,0.6248209296550616,0.00047873641526918753
396,0.43830856002961205,0.6050383513266077,0.23093712691909962,0.7079701130054421,0.45294886864644046,0.5971012241411487,0.014640308616828412
397,0.47532075714189626,0.595442910261045,0.20533006112706031,0.7328018876393771,0.4745392165101887,0.5958862188797641,-0.0007815406317075446
398,0.4424641097491302,0.5936915141998766,0.15629064058966347,0.7303328916086433,0.4260739585353518,0.6023548232676286,-0.016390151213778403
399,0.45712795862116307,0.6182509626500453,0.19202993129254098,0.7542471881850484,0.4635044875548766,0.6146092756522917,0.006376528933713543
400,0.48352209550010594,0.582213836177824,0.24654213100585431,0.7032117767241888,0.49197661630112655,0.5774288786127492,0.008454520801020604
401,0.4903991845810963,0.5872234349464801,0.1922209638663871,0.7393236704727839,0.48632088937342355,0.5895685039061358,-0.004078295207672777
402,0.4745073268635316,0.6012393715352997,0.2292859394685013,0.7281330106400349,0.48788954628465864,0.593534407375055,0.01338221942112705
403,0.439177540551705,0.6075303023298334,0.20945916125810327,0.7213024390956475,0.4525171017282268,0.6002615488615367,0.013339561176521797
404,0.41411386440145714,0.618276241802687,0.1930929304808403,0.7255840178530594,0.42621991727227326,0.6118552379632942,0.01210605287081612
405,0.45721862940222824,0.5733095750572191,0.10257367165184705,0.7371843923183209,0.44237834894868655,0.5810942023788427,-0.014840280453541688
406,0.42357617955367455,0.6146338464812403,0.1710983228753037,0.7370501206045457,0.4236100096636335,0.6146158098951662,3.383010995894331e-05
407,0.43758442481819293,0.6204129138468345,0.22859031480664305,0.7265988447437274,0.44545972807196776,0.6160538910177794,0.007875303253774835
408,0.4600598131547743,0.5906129402660544,0.216186558759354,0.7116008942726318,0.4710591078453177,0.584566204013515,0.010999294690543393
409,0.4550824000703113,0.609629857160118,0.20189355891556793,0.7377873746945944,0.46282367262877944,0.6052840698191053,0.007741272558468126
410,0.4120608166455749,0.6269316547760486,0.19054379354458095,0.735615166795387,0.4229096888261836,0.6211205348488603,0.010848872180608704
411,0.4339052259092733,0.6053574143970332,0.17597361261064748,0.7303614677344691,0.4318533868176687,0.6064534963511964,-0.002051839091604557
412,0.46711142311554,0.6206089419559898,0.21075051408708068,0.7552782480793845,0.47085713174088073,0.6184239451621312,0.003745708625340738
413,0.4274610325759379,0.6022022294112815,0.22401628971864607,0.7010776722323223,0.4522420169216068,0.5890256288895181,0.02478098434566889
414,0.455021802840469,0.594182990511453,0.23499533785989335,0.7039838436143881,0.4690865670819139,0.5864655529643021,0.014064764241444871
415,0.4323474721293189,0.6314950779926906,0.16556257614147418,0.7656416819367198,0.43394896454627485,0.6306036445495338,0.001601492416955952
416,0.464473432030022,0.5926350222042289,0.21114586272565883,0.7192753150674086,0.46936666375995106,0.5899212864402005,0.0048932317299290595
417,0.4638594925313928,0.6000690216575963,0.23520083129710434,0.7166970223557191,0.47845958038041214,0.5918421376130083,0.014600087849019339
418,0.4323750816701496,0.5927370732766352,0.16056602152662014,0.7208163640545466,0.428416817565317,0.5948001731790529,-0.003958264104832576
419,0.4847641482227443,0.5819021662512878,0.21288395076916233,0.7192275592887104,0.4805278569489986,0.5842894814302478,-0.004236291273745696
420,0.48092421999190105,0.6039535850398633,0.19537614589624697,0.7519425013810724,0.48203471806049314,0.6033071973505743,0.0011104980685920918
421,0.4523682786631773,0.6122953820720984,0.21060505081103076,0.7351295110067337,0.45677974707556035,0.6098242108450468,0.004411468412383046
422,0.4608619981005697,0.6150257924222403,0.18693851166262343,0.7552749001982688,0.4603787711670866,0.6153013530972256,-0.0004832269334831274
423,0.4248638585023874,0.616835479021968,0.1369210975346613,0.7556301288610855,0.41562913901322895,0.621767892564619,-0.009234719489158438
424,0.42830600285054254,0.6191502883683948,0.19745147329175905,0.733584107944321,0.43639833790390326,0.6147526309831215,0.00809233505336071
425,0.3713828058428701,0.6249029267976057,0.09333994537664392,0.7504844046841421,0.3800732780093996,0.6205683318072557,0.008690472166529517
426,0.46120855911549596,0.6140940888418408,0.1641434885850872,0.7648749502663328,0.4580344405664678,0.6159003026489409,-0.00317411854902816
427,0.497903439202396,0.6087008003551878,0.25672842674252694,0.7406005174604537,0.5020547208810903,0.6061792403664266,0.004151281678694274
428,0.44361463023362113,0.5971889871172987,0.22975010790210004,0.7026511517538363,0.4557755151216558,0.5906265667184246,0.012160884888034684
429,0.43592722951166263,0.6232774061147524,0.20036059728764932,0.7420973986899506,0.44334126012195185,0.6191677566732151,0.007414030610289224
430,0.46735769411083217,0.6052052787858084,0.24862103164302873,0.7188104724589829,0.4854306463470246,0.5948491386677904,0.01807295223619243
431,0.4225220229587563,0.6192896296347936,0.1820083911475916,0.737056055541554,0.43047540989860245,0.6150102223308223,0.007953386939846152
432,0.45602226737917984,0.6150130575992515,0.24018756080002146,0.7268536488380846,0.470087762367731,0.6070098659262855,0.014065494988551142
433,0.4627095867412937,0.5790228674450468,0.21382814025751373,0.7004060958430278,0.46764484954182284,0.576357435096072,0.004935262800529139
434,0.4336265656252344,0.6062659531136426,0.18509758817792843,0.7272178726853401,0.4381870492812563,0.6038201690661267,0.0045604836560219075
435,0.41227163619026985,0.6165039539875248,0.22047751349461775,0.7100057484972478,0.4272293357920247,0.6086083750682366,0.014957699601754859
436,0.4768083456828677,0.6186131199562719,0.22958238944792897,0.7506747767252923,0.4851581987218072,0.6136569020335328,0.008349853038939536
437,0.4626585867557129,0.6080475699950454,0.2248305319708951,0.730315856204323,0.4681409444083464,0.604937740172674,0.005482357652633496
438,0.4512542002058876,0.6013523580103775,0.20692654166669855,0.7229364489774287,0.4626354565336811,0.5950835119250847,0.01138125632779352
439,0.4493836340071953,0.6137038456139207,0.15280999644134274,0.7612454294284888,0.44113075872841634,0.6182859685643877,-0.008252875278778937
440,0.4086808387189108,0.6341673607482341,0.1483780378239843,0.7610555130615388,0.4035312544001326,0.6369227417298179,-0.005149584318778211
441,0.4388119641167584,0.628605512260237,0.17455810795015114,0.7623725246121958,0.4438391888937524,0.6257835968215794,0.0050272247769940215
442,0.4345551161626895,0.6137780959583085,0.20923846142110958,0.7258368531824979,0.44236110797076156,0.6095267555039049,0.007805991808072066
443,0.4578446050160514,0.5679837541858238,0.19541230039016166,0.6919276990061582,0.4644193038235114,0.5645292900085723,0.006574698807459978
444,0.4522123129045673,0.6076513959356064,0.17644362233834165,0.745066495389608,0.4434245639345432,0.6125060523763514,-0.0087877489700241
445,0.431868108427218,0.6222463395464416,0.1966897978402503,0.7399108697843233,0.4378770154258089,0.6189469652220859,0.006008906998590913
446,0.4377570681465035,0.5983319379919276,0.22461081299767638,0.7026516223568886,0.45453254785071184,0.5893382157375501,0.01677547970420834
447,0.43725951252075224,0.597912921570458,0.22103444859119092,0.7034657926903867,0.4425122348676901,0.5951158650780256,0.005252722346937855
448,0.4574988621702235,0.6107760068208671,0.21270317026445706,0.7357849373383618,0.4668432319097554,0.6054929696269908,0.0093443697395319
449,0.44997769918867137,0.6162012417245679,0.2148079538852924,0.7362416218591004,0.4572356358983275,0.6121221328210446,0.007257936709656132
450,0.4220277231430407,0.615722340057395,0.1538532091022835,0.7449965530425742,0.42826628591982163,0.6123903080810068,0.00623856277678092
451,0.43523786273740783,0.6287011308461053,0.1907439215210246,0.7525830626971775,0.44319749519886775,0.6242550224029484,0.00795963246145992
452,0.46162057658930256,0.5878569658589349,0.1858624837290248,0.7228968398471468,0.4579859984407374,0.5898379276722858,-0.0036345781485651596
453,0.4813609317603833,0.5963278116371856,0.21193560186393212,0.7350777958066257,0.4812363017826947,0.5963994567003107,-0.00012462997768858397
454,0.4917738565113723,0.5829130032013444,0.23873378462283268,0.7134171097554086,0.5001021559020749,0.5781171784532901,0.008328299390702565
455,0.4288451526891601,0.6046207335149524,0.19864123362483532,0.7161757284256577,0.4380925286769408,0.5997061543169031,0.009247375987780693
456,0.43759918957233523,0.6239012173974593,0.1907980468149315,0.7483785397402807,0.4450494326212312,0.6197549640380202,0.007450243048895966
457,0.46589025913551185,0.602828128168572,0.18802918364520482,0.743273192214067,0.47664703672179565,0.5967268821352084,0.010756777586283794
458,0.4556013035254004,0.6077180496314893,0.2462831031842142,0.7150686246495123,0.47316291534273025,0.5978355904626446,0.017561611817329847
459,0.4307301638860034,0.6192608143332123,0.2069188854160181,0.7309258432269103,0.4429116508328548,0.6125993775663668,0.012181486946851394
460,0.4462927530462163,0.606433551508199,0.20528553926929982,0.7265218414079532,0.45637409203997514,0.6008875284682723,0.010081338993758848
461,0.4276639506167872,0.6226526719533236,0.20313299624617942,0.734705392565052,0.43216282944127704,0.6202006461817583,0.004498878824489849
462,0.3935952399920597,0.6203735204257697,0.16423216142091301,0.7283074946026585,0.39945264935692537,0.6173700816022667,0.005857409364865673
463,0.37742660197922984,0.6186144240625711,0.13626451954756214,0.7286435790647194,0.38491469661724254,0.6148829311040054,0.007488094638012699
464,0.46493861570230066,0.5926512931963892,0.23806546531921657,0.707222812765402,0.46602342526680296,0.5920502032937996,0.0010848095645022982
465,0.42821449214507945,0.6036527707506544,0.1677645683820107,0.7282721917713699,0.43684716786141664,0.5990785400657909,0.00863267571633719
466,0.44939054749552576,0.6065818720718448,0.1773387868344728,0.7414435756907635,0.44883404334988275,0.6068883325523329,-0.0005565041456430109
467,0.4509816276535047,0.5993894409848541,0.22296263021621576,0.7130772843996223,0.45765338643308684,0.5957363708714859,0.006671758779582149
468,0.4703384023800854,0.5769522794357016,0.18382185633247983,0.71619804431212,0.47029170490720984,0.5769777122967287,-4.669747287555648e-05
469,0.45203832968936164,0.6237682592989744,0.20533918355336123,0.7511714632652142,0.45816050434968136,0.620273904667679,0.006122174660319724
470,0.4465354808648271,0.6227796244684638,0.2215342763201935,0.7385999099896131,0.4645532728088003,0.6125585936957013,0.018017791943973238
471,0.4097377586506943,0.6223974653623453,0.19219134595181786,0.7281143070706977,0.4227726362389951,0.6154868371399684,0.013034877588300797
472,0.42404443563690186,0.6071326109392359,0.2275115100245918,0.7031291129035211,0.4376014227441887,0.5999446408577569,0.013556987107286811
473,0.44581649507800825,0.6052746086926267,0.24170559553968407,0.7080184643296933,0.459191469228171,0.597925981231531,0.013374974150162755
474,0.46430690589552037,0.587803508131556,0.22149526829058408,0.7086059229764065,0.48042291937752457,0.5788941256294275,0.0161160134820042
475,0.477413009603888,0.5901377594316,0.2262983200289107,0.7180602342684343,0.4798758019898517,0.5887455479952333,0.002462792385963697
476,0.4655121956343131,0.6078545225222987,0.22673190633681695,0.7311320087074555,0.4783673991643126,0.6005001429960141,0.01285520352999947
477,0.471224080207421,0.6100096735805757,0.2226085463798,0.7396406445356476,0.4740297897964576,0.6083891512500337,0.002805709589036587
478,0.4500728989156185,0.6183233015339108,0.26054062607589346,0.7170017426262267,0.47530107369903896,0.6039738555701563,0.025228174783420432
479,0.47227355348930444,0.6114371409953653,0.19730373517866384,0.7540896975031027,0.47248276991622307,0.6113159272718743,0.00020921642691862363
480,0.3913014534907332,0.6602981910005772,0.1735679660751328,0.7693829299227533,0.39262754627020546,0.6595785457124597,0.0013260927794722654
481,0.4284475660948728,0.6170688200960676,0.21178429135045174,0.724649682316447,0.4302987856944581,0.6160686875539505,0.0018512195995853409
482,0.48157141257151537,0.5791936118676521,0.20450920651441262,0.7174586422440952,0.48666846785427764,0.5763393383053106,0.005097055282762275
483,0.4300016889074856,0.6232491108341162,0.1857752556235378,0.7448983827974023,0.4395806606162298,0.617989989275975,0.009578971708744222
484,0.4363689587404326,0.5981441388490909,0.15162662240083746,0.7338409042877309,0.432304588609423,0.6002968877827787,-0.004064370131009576
485,0.4369218673408609,0.6192745987094039,0.23912909250615655,0.7198705802498857,0.442169273868831,0.6163822897152451,0.005247406527970067
486,0.44242434432710076,0.6162032801385514,0.18306568531659806,0.7458743514730606,0.4431710798935786,0.6157905154621864,0.000746735566477863
487,0.42385727166678566,0.6324119146033385,0.2230183792253071,0.7344130305936094,0.4346793722747231,0.6264442354862532,0.010822100607937424
488,0.4646389405692063,0.6147788510780756,0.18527922458748092,0.7584027954223516,0.4639729518628437,0.6151611244141916,-0.0006659887063625858
489,0.46611893482750666,0.6035705353922846,0.24292656880351615,0.7187448967051376,0.48228425364347505,0.5943625791480879,0.016165318815968388
490,0.46833346880483007,0.6083894032832534,0.17891533056797948,0.7560594600110991,0.4694887019443338,0.6077280735192987,0.0011552331395037196
491,0.46937308457208304,0.6247571182659912,0.19256952096109936,0.7706712271471613,0.47422161691194886,0.6218962508427903,0.004848532339865819
492,0.5005473333140215,0.5989328245305525,0.2376068499428846,0.7399807804463546,0.5147841676797864,0.5903348588168599,0.01423683436576495
493,0.45630724291839075,0.5753325488841113,0.19350182147998696,0.7007189558702914,0.4632158011964226,0.5716655644750925,0.006908558278031829
494,0.41929511413182885,0.6408642494634071,0.23562341043252988,0.735261784462824,0.4400422643358489,0.6293118787966149,0.02074715020402007
495,0.4673958521297704,0.5839573711625611,0.21890464030767265,0.7071815172376159,0.4695314296317903,0.5827854512208638,0.0021355775020198697
496,0.48206352801551544,0.6037849204513112,0.19555621582184013,0.7524746356632549,0.48265638066480143,0.6034392622474729,0.0005928526492859909
497,0.45284204841009057,0.6061264195176138,0.20419036817005687,0.7309900277677992,0.4605428703516329,0.6018459264002608,0.007700821941542313
498,0.46661717640804734,0.6181263711199801,0.2363044155963444,0.7396357578058237,0.4823063414062515,0.6089675931908224,0.015689164998204164
499,0.4655002152341725,0.6008412129209931,0.20778000115528594,0.7314907650653231,0.4670087575564217,0.5999927234848753,0.0015085423222491734
500,0.4464141368646637,0.576978669426858,0.20165394439130613,0.6928877037722898,0.45758259373568855,0.5711288137933065,0.011168456871024857
501,0.4560489619381154,0.607279130386536,0.17037020886991994,0.7499816213454226,0.4568944481590894,0.6068069869636129,0.0008454862209740233
502,0.4901169922512544,0.6017118504096023,0.21992676863570038,0.7442536664983013,0.5032526852248149,0.5939105764974797,0.013135692973560542
503,0.43963133929097653,0.6210506234798334,0.21523407347074686,0.734953989744076,0.45517248865032767,0.6123780244341126,0.015541149359351136
504,0.46245627807092915,0.6114887642921357,0.2708894385687485,0.7121611515003567,0.4877409915184836,0.5969340973330867,0.025284713447554452
505,0.419673511791419,0.5984287484800778,0.1705349039887879,0.7154434462674206,0.42114505754324993,0.5976695428794747,0.0014715457518309494
506,0.4574596680104408,0.5997750080373717,0.17637946108482772,0.7389855305811597,0.45676388143119406,0.6001594787067877,-0.0006957865792467377
507,0.4517209140503079,0.6015255301116649,0.14821774479182315,0.7497518027177613,0.4520773776362613,0.6013299574407961,0.000356463585953426
508,0.4412911136321136,0.6039785414720662,0.19955833895264996,0.7229255295665724,0.4394293463105615,0.6049840134985538,-0.001861767321552077
509,0.46490571764793254,0.603752496743758,0.20742929856351966,0.7347892458756486,0.4662980725553625,0.6029664807625621,0.001392354907429949
510,0.46411774785818405,0.6272893172277351,0.23761080681661617,0.7482066612405753,0.47339948044867164,0.6218331150622549,0.00928173259048759
511,0.4236196774310238,0.6134733097890916,0.21797677411744998,0.7145801134075273,0.44246073183358003,0.6033632164362707,0.018841054402556234
512,0.44801172270416956,0.5984684188208879,0.17952873644531342,0.7296389298739917,0.45167065060272427,0.5964816070277015,0.003658927898554709
513,0.4280904755875249,0.6126975243195302,0.21949773623621738,0.7157634941129329,0.4417535810060643,0.6053345102477521,0.013663105418539434
514,0.4423667149041479,0.6144668098105646,0.21073463280470273,0.7310306876257415,0.45049380309324805,0.6099726778978649,0.008127088189100129
515,0.46069297827210187,0.5937718522985609,0.19318741016454288,0.7262529373351184,0.46207052367352774,0.5930130352998322,0.0013775454014258726
516,0.42621994548527464,0.6193972746272929,0.1864449111638452,0.7375475919148359,0.4338176166844194,0.6152827543762542,0.007597671199144784
517,0.47642654214962254,0.5951479873122232,0.24550539076418876,0.7144374779526116,0.48460364086345586,0.5904822283592193,0.00817709871383332
518,0.4427495859080439,0.6311220347635518,0.1897730457592598,0.7610119681203483,0.4473028158403125,0.6285383328711895,0.004553229932268588
519,0.43866311545730374,0.6053739474846647,0.20152724237830166,0.7220079651689405,0.43815407473960133,0.6056483728486264,-0.0005090407177024137
520,0.39284260688917705,0.5990504684373841,0.16065712908003782,0.7043401918824773,0.3933879775518768,0.5987813636285735,0.0005453706626997734
521,0.47072811335772136,0.5945679573216082,0.20109895141121048,0.7304804256748503,0.4782269565937558,0.590340945262963,0.007498843236034447
522,0.45479488727240136,0.608259452788171,0.2306601689682929,0.7225501838282982,0.46744848080650836,0.6011595088361488,0.012653593534107
523,0.47836424926405474,0.5934760446126118,0.22142978042560035,0.7250507618963322,0.48223089093264726,0.5912723732495798,0.0038666416685925187
524,0.40332928436172755,0.6024208862501661,0.14169413312980217,0.7225263656914622,0.4099869809050579,0.5990505295145533,0.006657696543330371
525,0.4011880628321062,0.6097753065008926,0.1874959664745519,0.7102927328331301,0.4127527746978291,0.60385837675898,0.011564711865722943
526,0.4452255201856705,0.6170899231940317,0.23038608825558482,0.7268196696723168,0.45064913336555357,0.6140661024166587,0.005423613179883047
527,0.45405286012375323,0.6106524353567035,0.20607386259804172,0.7363916338477473,0.46346881735772505,0.6053635667348197,0.009415957233971817
528,0.44147107451180734,0.6145166127308705,0.21591313932103784,0.7281031020486005,0.4533399629620465,0.6079522308919972,0.011868888450239146
529,0.4302828243198352,0.6231692137644095,0.18960170978176838,0.7432340392037243,0.4384994817226038,0.6186591125906172,0.008216657402768557
530,0.5033551667461855,0.5873133868587829,0.1742176556736087,0.7573205397039972,0.4978801910914332,0.5905417634184067,-0.005474975654752301
531,0.4410286891320918,0.6298381799754135,0.21216770001296625,0.7477408639475744,0.4506040653622113,0.6244202013943546,0.009575376230119503
532,0.44541848275222073,0.6021033927300545,0.2156102402857446,0.7160681154612228,0.44646733338188305,0.6015337601566139,0.0010488506296623124
533,0.4456182470491282,0.6109374888005782,0.187000074496961,0.7398395853516305,0.4535446866559981,0.6065542335534111,0.007926439606869895
534,0.4096629816196897,0.6098713535326991,0.15832244918713634,0.7282174769654508,0.40678651440376656,0.6113553729376208,-0.002876467215923162
535,0.4395157877449162,0.6184125465251523,0.19667264381813254,0.7403598834760654,0.4477588095168513,0.6138482166220849,0.008243021771935144
536,0.47126969018913356,0.5887407596552778,0.16970713375649182,0.737772823377164,0.473208878643278,0.5876601255385214,0.0019391884541444249
537,0.46869215253156427,0.6163977387493719,0.2202308855798124,0.7467426149686713,0.4782920829271824,0.6108036663407277,0.009599930395618128
538,0.40990198076821127,0.6212877231817365,0.2256613985877972,0.7116986603766621,0.4383462152588059,0.6061289654059422,0.028444234490594633
539,0.4357807614919431,0.5989870300997019,0.1786161150739416,0.7227141576798806,0.4351950240269846,0.5992978650645403,-0.0005857374649584912
540,0.45037699914799234,0.5926214846240966,0.17268506538537942,0.7270769467225751,0.44812625812748497,0.593833656180417,-0.002250741020507374
541,0.5029400723862331,0.5836134378207042,0.24459489418097857,0.7194669769344855,0.5005808799484027,0.5849967987165627,-0.0023591924378303375
542,0.487320593745206,0.5930256812459509,0.2443375822588757,0.7199701260519502,0.5018882819834013,0.5845396080687754,0.01456768823819532
543,0.41676590838242045,0.6226772263084798,0.21121018880766207,0.7241393993103088,0.4331069395940147,0.6138921806210392,0.016341031211594248
544,0.41577429769791097,0.6016296884671194,0.18930984866255673,0.7087064380126648,0.4306864002587738,0.5939018917667478,0.014912102560862839
545,0.459351394863903,0.6015001162991491,0.23344093155453638,0.7162274885983764,0.4739515433003382,0.5933228137380877,0.0146001484364352
546,0.4580670255514725,0.6075776519256475,0.21515151681240097,0.7311759774414057,0.46681863761332454,0.6026518342403113,0.008751612061852043
547,0.4609103593880476,0.599190100250768,0.17738195119722056,0.7401730244703318,0.465576254234361,0.596591428778789,0.004665894846313412
548,0.4717051962799724,0.6007980914439139,0.23881406701822339,0.7211668442317373,0.4791863646991522,0.5965289811092569,0.0074811684191797845
549,0.41290574751190956,0.6154679368222828,0.1708782392965792,0.7314096322015117,0.4205857776936902,0.6114290856366499,0.0076800301817806504
550,0.4706805426231785,0.5877429620553294,0.24925705651557006,0.6999614746701591,0.4905177833396701,0.5766244095192005,0.019837240716491622
551,0.44848189867836785,0.6189159425886037,0.20283460736490644,0.7440909158027198,0.4543478433684597,0.6156157499682334,0.005865944690091829
552,0.43984595445073604,0.5968072217722662,0.22138687460059048,0.7036248864354792,0.4538012486955889,0.5893261098807236,0.013955294244852867
553,0.4216055804144848,0.6392484360927015,0.2187821517269335,0.7429228320048759,0.43485313760753197,0.6318853514205982,0.013247557193047155
554,0.4524671729401706,0.6193534768867859,0.18109096506874733,0.7574453960533697,0.4498385870353777,0.6208383874421839,-0.0026285859047928684
555,0.4398733284351113,0.6180393818525886,0.16553006709479567,0.7543595096418809,0.4420101241535672,0.6168593935805878,0.0021367957184559305
556,0.45209430624717617,0.5857931712811322,0.22299157009311799,0.6975964521759506,0.4616175874784264,0.5806799490329254,0.009523281231250236
557,0.4813527088754668,0.5962456836946496,0.21458681028880044,0.733733395642477,0.48319641210561637,0.5951849640027413,0.001843703230149596
558,0.4332436922472527,0.6055052042351545,0.2509660915533283,0.6960980838270577,0.45693440431304755,0.5927148989440906,0.023690712065794872
559,0.41334464604915266,0.59475090709281,0.2230327089239339,0.6844550969567379,0.4305105886783609,0.5859848940461944,0.01716594262920823
560,0.46709102225997257,0.61884811723303,0.23726277894666803,0.7403635441197162,0.4829751178165903,0.6095555330523615,0.01588409555661774
561,0.440779703152002,0.6139753582576856,0.15588533828941098,0.7543279506119855,0.4405571171071443,0.6140975361822059,-0.00022258604485769773
562,0.43383622899376306,0.5777510321226947,0.16230945526967566,0.7027672250128619,0.43563658070615874,0.5768317015937773,0.0018003517123956758
563,0.4508369982668894,0.6240022813921697,0.2083858976834383,0.7491905722026652,0.46464119918083757,0.6161096564029984,0.013804200913948184
