axis,zero_order_r,standardized_coefficient,bootstrap_ci_low,bootstrap_ci_high,sign_stability,vif,n
C1,-0.31839883084828846,-0.07609923779655983,-0.13621980076937473,-0.02257524493309006,0.993,3.6075155160535193,2859
C2,0.3389584452188938,0.050532486851909905,0.0022655820947515026,0.09540451898697704,0.981,2.2361250662024457,2859
C3,0.3051713066105171,0.021121444116406145,-0.03739459329874169,0.07728321622749816,0.768,3.229100738484097,2859
