variant,axis,n,zero_order_r,median_coverage
future_safe_direct_plus_close,C1,7810,-0.19238137497669056,0.2275477850175152
future_safe_direct_plus_close,C2,7794,0.23131957535401418,0.24359956683516817
future_safe_direct_plus_close,C3,7670,0.25638099866008246,0.2290578819178529
future_safe_direct_unique,C1,2859,-0.3183988308482884,0.2301730980344431
future_safe_direct_unique,C2,2859,0.33895844521889384,0.24985291666032222
future_safe_direct_unique,C3,2859,0.30517130661051695,0.2397164278593252
