hypothesis,definition,pearson_corr_with_pc3,spearman_corr_with_pc3,variance_explained_r2,mean_score_top_pc3_quartile,mean_score_bottom_pc3_quartile,direction
nurturing_vs_competitive,"Nurturing, healing, teaching, and care versus contest, ambition, and competitive pressure.",-0.3192996467557923,-0.31939130240130265,0.10195226441837375,-0.05610436247692596,0.14234555889124084,negative_PC3
system_preserving_vs_exploiting,Preserve/repair/coordinate/stabilize systems versus manipulate/exploit/challenge/invert/destabilize systems.,-0.3078165734057788,-0.29435816175572005,0.0947510428632752,-0.07031927918724082,0.12225433626631488,negative_PC3
altruistic_vs_self_interested,Other-benefiting care/service versus self-interested extraction or gain.,-0.17009173581213238,-0.1828476218038021,0.028931198591584238,-0.05022805656231487,0.03430613933524082,negative_PC3
cooperative_vs_adversarial,"Cooperative mediation and collaboration versus conflict, opposition, and antagonism.",-0.1536033126212106,-0.1303387598526533,0.023593977648209356,-0.07619558510185191,0.010045611312462975,negative_PC3
transparent_vs_deceptive,"Clarity, honesty, evidence, and directness versus deception, concealment, and disguise.",0.05022919941608289,0.06663976082381694,0.002522972473980622,0.06027366787477785,0.02009122262492595,positive_PC3
institutional_vs_antiinstitutional,"Formal standards, rules, offices, and institutions versus anti-institutional or outlaw stance.",-0.048735386512917506,-0.03891317995000565,0.0023751378985634613,0.036013139852000005,0.0401824452498519,negative_PC3
collective_vs_individualist,Group/system/common-good orientation versus solitary or individual self-direction.,-0.009038086912033456,-0.03561123484551148,8.168701502947046e-05,-0.02009122262492595,0.02009122262492595,negative_PC3
