cluster,n,mean_pc3,median_pc3,std_pc3,min_pc3,max_pc3,fraction_above_global_median,fraction_above_global_q75,cohen_d_vs_rest,overlap_with_rest_range
combative_iconoclast,14,25.7842157575485,25.875335774393,9.409801003542999,-2.2113691711400953,36.36362997770404,0.9285714285714286,0.9285714285714286,1.8642628746248318,True
trickster_chaos,10,23.030412278572395,26.62159660842048,10.400522642541608,0.402669693604233,33.406228337123466,1.0,0.8,1.5820905865499222,True
mythic_spiritual,50,-0.051657957197506266,-2.469443750862899,15.24069214678003,-30.585188351624783,31.10837994068234,0.44,0.26,-0.0009882072242285347,True
procedural_professional,126,-0.5967460393130769,1.3575592756406474,11.70251847703498,-36.167330605539625,32.136985625952626,0.5555555555555556,0.19047619047619047,-0.0656247119415568,True
editorial,13,-3.137007103855932,-1.0785932234990327,6.5155718251497285,-17.442826028696395,7.345582691417099,0.38461538461538464,0.0,-0.20615114526292908,True
other,6,-4.091728399346647,-6.853885877334046,11.725769950080801,-19.499291556189977,16.772102656429507,0.3333333333333333,0.16666666666666666,-0.2625503307979962,True
grounded_social,54,-8.4963083976084,-9.472065300661672,17.352254564477906,-43.370517142750685,28.07200569069253,0.25925925925925924,0.16666666666666666,-0.6925927933479603,True
