model,mean_r2,pc1_r2,pc2_r2,pc3_r2,mean_residual,mean_nn_preservation,mean_cluster_accuracy,delta_r2_vs_trait_stage,residual_reduction_vs_trait_stage
semantic_baseline,0.3893973052409244,0.5168726255509778,0.18096703539115389,0.3356653202979113,27.213204368974875,0.15561643835616437,0.5835616438356164,-0.22358185778815154,-5.46490083235194
trait_stage,0.612979163029076,0.7335151423620621,0.4803214129882575,0.41551092008637774,21.748303536622934,0.2323287671232877,0.715068493150685,0.0,0.0
procedural_alone,0.4181455207815684,0.5726729910496238,0.1644693109843131,0.3479981164575293,26.687428888444295,0.17095890410958903,0.6082191780821918,-0.19483364224750754,-4.93912535182136
naive_concat,0.6126537016878227,0.7472653608406199,0.4409687642969401,0.4410045828076288,21.76776794625257,0.2449315068493151,0.7041095890410959,-0.00032546134125321924,-0.01946440962963436
hierarchical,0.6217989497268749,0.7446479643695374,0.48172127124437053,0.4262486193106959,21.524327583851832,0.2520547945205479,0.7041095890410959,0.008819786697798926,0.22397595277110227
