role,neighbor_rank,neighbor,cosine
musician,5,therapist,0.42983797983750766
mycorrhizal,1,tree,0.7042127775244343
mycorrhizal,2,spy,0.6114374840951853
mycorrhizal,3,ecosystem,0.5501741592326282
mycorrhizal,4,symbiont,0.5037917436074622
mycorrhizal,5,swarm,0.45161883733633407
mystic,1,shaman,0.8063574257037387
mystic,2,guru,0.6845837684627445
mystic,3,pilgrim,0.6833628074960377
mystic,4,healer,0.6335024767519516
mystic,5,ascetic,0.4953703273966866
narcissist,1,altruist,0.8352431721935133
narcissist,2,martyr,0.7925029221304832
narcissist,3,caregiver,0.5530576757645977
narcissist,4,competitor,0.46887996857188835
narcissist,5,guru,0.40277824985167027
narrator,1,reporter,0.5872209534864075
narrator,2,blogger,0.567764006431603
narrator,3,bard,0.5653691003070868
narrator,4,auctioneer,0.5636134930833366
narrator,5,witness,0.5402577414656136
naturalist,1,chemist,0.5756386627400641
naturalist,2,biologist,0.48289207868081924
naturalist,3,programmer,0.45969482284305563
naturalist,4,pharmacist,0.43256917659975996
naturalist,5,architect,0.40111402235405585
navigator,1,smuggler,0.771007512924746
navigator,2,pilot,0.6707931441676837
navigator,3,merchant,0.6526684954038504
navigator,4,dispatcher,0.5205721030218502
navigator,5,marketer,0.5096632628704841
negotiator,1,mediator,0.8970922129064056
negotiator,2,peacekeeper,0.840132604251675
negotiator,3,emissary,0.7555203835650063
negotiator,4,ambassador,0.6641884686327335
negotiator,5,entrepreneur,0.5032842557942442
networker,1,merchant,0.6416555023666993
networker,2,bartender,0.6278213097405538
networker,3,sociologist,0.489595020722046
networker,4,gossip,0.4771013649102499
networker,5,loner,0.4702702820866824
newlywed,1,widow,0.798316095258017
newlywed,2,divorcee,0.7845207479980635
newlywed,3,graduate,0.6349220239451913
newlywed,4,retiree,0.5954645042394769
newlywed,5,hedonist,0.43432124649387777
nomad,1,expatriate,0.6263298918191008
nomad,2,wanderer,0.6007017603369235
nomad,3,exile,0.5444430533744934
nomad,4,hermit,0.5356778386189814
nomad,5,wind,0.5342313673810649
novelist,1,playwright,0.7624921020532971
novelist,2,podcaster,0.7108623230341015
novelist,3,composer,0.6360590717704664
novelist,4,writer,0.5849122915257957
novelist,5,designer,0.5363522418974017
nutritionist,1,therapist,0.5779497227364562
nutritionist,2,vegan,0.5563380120284799
nutritionist,3,cartographer,0.5211078458312748
nutritionist,4,chef,0.46149938417512487
nutritionist,5,counselor,0.4512857653488418
observer,1,witness,0.8954015929049484
observer,2,flaneur,0.5144882620654379
observer,3,narrator,0.4881152709119422
observer,4,historian,0.38164329161649285
observer,5,perfectionist,0.38052995402456535
optimist,1,realist,0.6921044084931072
optimist,2,pragmatist,0.5592519641064173
optimist,3,stoic,0.5335997103814494
optimist,4,idealist,0.46443079763094086
optimist,5,fixer,0.4616426772791528
oracle,1,prophet,0.8614589495358282
oracle,2,forecaster,0.6397969103347788
oracle,3,futurist,0.6218173880177214
oracle,4,visionary,0.49191325029860683
oracle,5,angel,0.4533171943329439
organizer,1,coordinator,0.7204896948972301
organizer,2,planner,0.6491390569854499
organizer,3,strategist,0.6199006970398033
organizer,4,supervisor,0.5309077607828778
organizer,5,scheduler,0.5197618753331965
orphan,1,prisoner,0.6770000201225483
orphan,2,exile,0.6085257402329111
orphan,3,amnesiac,0.5819982783420025
orphan,4,elder,0.5677153184612782
orphan,5,expatriate,0.5572960858692141
pacifist,1,peacekeeper,0.705473007262416
pacifist,2,anarchist,0.6039249464821275
pacifist,3,purist,0.47827612326421054
pacifist,4,wind,0.4090904297891273
pacifist,5,luddite,0.4039954409199335
paramedic,1,patient,0.917800150646916
paramedic,2,doctor,0.8826695584631051
paramedic,3,veterinarian,0.8572319934665628
paramedic,4,pilot,0.4177242738059651
paramedic,5,navigator,0.18393146711932534
parasite,1,tulpa,0.6210707240473812
parasite,2,exile,0.5299500511458435
parasite,3,expatriate,0.5263720183918837
parasite,4,nomad,0.5033109967856672
parasite,5,orphan,0.4747532811822937
parent,1,celebrity,0.6561048329218548
parent,2,grandparent,0.609313765568106
parent,3,prisoner,0.5931153264457895
parent,4,orphan,0.5129928059284504
parent,5,adolescent,0.5005756646306344
patient,1,paramedic,0.917800150646916
patient,2,doctor,0.8734407776929793
patient,3,veterinarian,0.8153041965252592
patient,4,prisoner,0.3791093618796326
patient,5,pilot,0.36522999873569645
peacekeeper,1,negotiator,0.840132604251675
peacekeeper,2,mediator,0.7915364813502304
peacekeeper,3,pacifist,0.705473007262416
peacekeeper,4,ambassador,0.6636029600102391
peacekeeper,5,emissary,0.6060669157573901
perfectionist,1,proofreader,0.6455688176687863
perfectionist,2,examiner,0.5050064174708322
perfectionist,3,auditor,0.44103984042371047
perfectionist,4,workaholic,0.41587673498288835
perfectionist,5,validator,0.41339857351027337
pharmacist,1,lawyer,0.48661733773799826
pharmacist,2,chemist,0.4777845425719857
pharmacist,3,specialist,0.44589900517242675
pharmacist,4,archivist,0.44362998846295915
pharmacist,5,pilot,0.4365990926214245
philosopher,1,absurdist,0.6987872305383798
philosopher,2,aberration,0.5468894048212793
philosopher,3,simulacrum,0.527569215070007
philosopher,4,skeptic,0.5032177816053212
philosopher,5,void,0.4788073030615511
photographer,1,romantic,0.5313116098929251
photographer,2,designer,0.4988791964723785
photographer,3,narrator,0.4979955505476791
photographer,4,idealist,0.4853395723735518
photographer,5,bard,0.4626260321438233
physicist,1,mathematician,0.6471931027395077
physicist,2,engineer,0.5919304620091721
physicist,3,chemist,0.5096310784476253
physicist,4,scientist,0.4951548297124903
physicist,5,philosopher,0.46776942285952666
pilgrim,1,mystic,0.6833628074960377
pilgrim,2,wanderer,0.6653220664146289
pilgrim,3,shaman,0.6581778645277125
pilgrim,4,ascetic,0.6166636078276271
pilgrim,5,sage,0.5456900414229153
pilot,1,navigator,0.6707931441676837
pilot,2,smuggler,0.5400880914697275
pilot,3,saboteur,0.5159819881579041
pilot,4,auditor,0.4832672890977866
pilot,5,supervisor,0.4384937558347796
pirate,1,caveman,0.54684110857936
pirate,2,surfer,0.5203539928890648
pirate,3,minimalist,0.47646539038925506
pirate,4,wind,0.47132105792420614
pirate,5,ancient,0.43978647500053564
planner,1,strategist,0.8638522373411597
planner,2,organizer,0.6491390569854499
planner,3,coach,0.601924574205032
planner,4,trainer,0.5411557148793008
planner,5,marketer,0.4837150896078173
playwright,1,novelist,0.7624921020532971
playwright,2,composer,0.680275214234347
playwright,3,podcaster,0.6349976562876612
playwright,4,writer,0.5715265235456588
playwright,5,builder,0.49881942182297523
podcaster,1,novelist,0.7108623230341015
podcaster,2,playwright,0.6349976562876612
podcaster,3,moderator,0.5554737724726164
podcaster,4,blogger,0.5445573391149331
podcaster,5,facilitator,0.4965952236586208
poet,1,infant,0.714297015826055
poet,2,linguist,0.7136391946385242
poet,3,bard,0.49744119555328975
poet,4,toddler,0.47137560305448933
poet,5,sage,0.4297330884907168
polymath,1,generalist,0.871677403447361
polymath,2,prodigy,0.8032636951236809
polymath,3,dilettante,0.5384132427979463
polymath,4,student,0.44328419023098575
polymath,5,scholar,0.4144025657245433
pragmatist,1,realist,0.5717131433753209
pragmatist,2,optimist,0.5592519641064173
pragmatist,3,stoic,0.519055986665262
pragmatist,4,judge,0.5029031647317928
pragmatist,5,detective,0.439470389212018
predator,1,prey,0.8287822029105467
predator,2,vampire,0.6267094210962896
predator,3,daredevil,0.4283846129328123
predator,4,caveman,0.40397029943561397
predator,5,competitor,0.36357097482781975
presenter,1,summarizer,0.671485668375281
presenter,2,synthesizer,0.6135918777458793
presenter,3,interviewer,0.5383723327772912
presenter,4,journalist,0.49449038305881615
presenter,5,curator,0.48881119931236233
prey,1,predator,0.8287822029105467
prey,2,daredevil,0.5440381237316916
prey,3,competitor,0.4736608228212375
prey,4,vampire,0.4090004023531415
prey,5,workaholic,0.3588453586556928
prisoner,1,orphan,0.6770000201225483
prisoner,2,celebrity,0.6167981141607201
prisoner,3,parent,0.5931153264457895
prisoner,4,survivor,0.560785509323301
prisoner,5,exile,0.5437404732740602
procrastinator,1,hoarder,0.5637489344731159
procrastinator,2,workaholic,0.4651520132773217
procrastinator,3,addict,0.44150790775871707
procrastinator,4,scheduler,0.42836236988011145
procrastinator,5,minimalist,0.42658951161804753
prodigy,1,polymath,0.8032636951236809
prodigy,2,generalist,0.6925655716933699
prodigy,3,student,0.4587237244815528
prodigy,4,dilettante,0.45509305008358464
prodigy,5,virtuoso,0.4314278048013229
producer,1,publisher,0.8475821738924091
producer,2,scheduler,0.5790660315879705
producer,3,dispatcher,0.5503869119668398
producer,4,writer,0.5097774101623813
producer,5,editor,0.4968573593309484
programmer,1,mathematician,0.598927318040042
programmer,2,technologist,0.5163932250905775
programmer,3,virtuoso,0.4624257156664913
programmer,4,naturalist,0.45969482284305563
programmer,5,chef,0.4529362674807669
proofreader,1,editor,0.8611082640142609
proofreader,2,perfectionist,0.6455688176687863
proofreader,3,writer,0.5621249292818457
proofreader,4,blogger,0.47569821593964356
proofreader,5,publisher,0.41761885791891534
prophet,1,oracle,0.8614589495358282
prophet,2,angel,0.6450818335006032
prophet,3,avatar,0.574352266973589
prophet,4,forecaster,0.4585714533703598
prophet,5,futurist,0.3630027369765361
provincial,1,hybrid,0.6819148242095315
provincial,2,cosmopolitan,0.5976915765186116
provincial,3,addict,0.5585640840953869
provincial,4,luddite,0.37512922511928326
provincial,5,competitor,0.3723699397351412
provocateur,1,loner,0.5439985842575596
provocateur,2,sociologist,0.501342461218584
provocateur,3,bartender,0.5006169055806632
provocateur,4,maverick,0.46121269385591335
provocateur,5,activist,0.45163519820109377
psychologist,1,cyborg,0.6057599153807065
psychologist,2,anthropologist,0.587360604559867
psychologist,3,alien,0.5861986616966056
psychologist,4,geographer,0.584391083687412
psychologist,5,cynic,0.4298071140674017
publisher,1,producer,0.8475821738924091
publisher,2,editor,0.6977898623345498
publisher,3,writer,0.6467914797984382
publisher,4,blogger,0.5554261451575113
publisher,5,influencer,0.47993460577544655
purist,1,traditionalist,0.6409671574636471
purist,2,conservator,0.6304923150740043
purist,3,artisan,0.5725970118592248
purist,4,archivist,0.5492506332343743
purist,5,collector,0.5202905904142888
realist,1,improviser,0.7548388117000431
realist,2,optimist,0.6921044084931072
realist,3,pragmatist,0.5717131433753209
realist,4,stoic,0.5512341732148526
realist,5,chameleon,0.4939820936444705
rebel,1,maverick,0.9228476634237982
rebel,2,revolutionary,0.7413912166042677
rebel,3,traditionalist,0.4760578183818219
rebel,4,visionary,0.45868314506475916
rebel,5,anarchist,0.4093339553801613
recruiter,1,entrepreneur,0.7046627531433415
recruiter,2,scout,0.6569316689118812
recruiter,3,marketer,0.6292696488304457
recruiter,4,screener,0.6088223483822263
recruiter,5,merchant,0.5420776431059329
refugee,1,immigrant,0.9556029324466285
refugee,2,retiree,0.7086026465180867
refugee,3,expatriate,0.6746211041370892
refugee,4,exile,0.6387536387403806
refugee,5,survivor,0.601675790487655
reporter,1,journalist,0.9380037573583994
reporter,2,narrator,0.5872209534864075
reporter,3,curator,0.533654867180395
reporter,4,celebrity,0.4725831260841206
reporter,5,interviewer,0.41812842101319553
researcher,1,analyst,0.8599513676895693
researcher,2,scientist,0.7010272077609827
researcher,3,detective,0.6674429307598837
researcher,4,statistician,0.5577567753960129
researcher,5,judge,0.5416693465730267
retiree,1,refugee,0.7086026465180867
retiree,2,widow,0.6702186120144796
retiree,3,immigrant,0.6275037957746503
retiree,4,newlywed,0.5954645042394769
retiree,5,divorcee,0.5721876359991231
revenant,1,ghost,0.8261987682167766
revenant,2,wraith,0.6108534251270248
revenant,3,exile,0.49024625902523755
revenant,4,survivor,0.42869708699976694
revenant,5,minimalist,0.42688974938235463
reviewer,1,evaluator,0.892294856573174
reviewer,2,grader,0.8276738622182228
reviewer,3,screener,0.5998860242992629
reviewer,4,critic,0.5555065214126423
reviewer,5,consultant,0.5084937486820166
revolutionary,1,anarchist,0.7691960150479527
revolutionary,2,rebel,0.7413912166042677
revolutionary,3,maverick,0.6333057740907414
revolutionary,4,destroyer,0.5352978452645976
revolutionary,5,activist,0.4565024953297446
robot,1,spy,0.5598796762021849
robot,2,tree,0.43907744222675316
robot,3,infant,0.4385315969787935
robot,4,rogue,0.4359839030532267
robot,5,mycorrhizal,0.42450132759015036
rogue,1,criminal,0.6420031494225418
rogue,2,spy,0.6317537364216144
rogue,3,vigilante,0.5612413786569428
rogue,4,fixer,0.48982965690206387
rogue,5,robot,0.4359839030532267
romantic,1,idealist,0.7812859251887462
romantic,2,empath,0.5328114839986143
romantic,3,photographer,0.5313116098929251
romantic,4,grandparent,0.43576902089097674
romantic,5,gamer,0.4048777236078761
saboteur,1,destroyer,0.7333546505062544
saboteur,2,builder,0.671966372634325
saboteur,3,hacker,0.6628870153468278
saboteur,4,virus,0.6202132488450465
saboteur,5,pilot,0.5159819881579041
sage,1,guru,0.6362684179407999
sage,2,elder,0.6310726490640631
sage,3,pilgrim,0.5456900414229153
sage,4,absurdist,0.5332212343283693
sage,5,hermit,0.5032126663052593
scheduler,1,coordinator,0.7505871914589178
scheduler,2,secretary,0.6883089864194266
scheduler,3,supervisor,0.6419629782435549
scheduler,4,dispatcher,0.634628235343781
scheduler,5,producer,0.5790660315879705
scholar,1,archaeologist,0.6841981792482823
scholar,2,scientist,0.5554196897630479
scholar,3,detective,0.46916760642269745
scholar,4,student,0.4318406357542395
scholar,5,polymath,0.4144025657245433
scientist,1,researcher,0.7010272077609827
scientist,2,detective,0.6870588063077848
scientist,3,biologist,0.5571585737243491
scientist,4,scholar,0.5554196897630479
scientist,5,analyst,0.5493807945966456
scout,1,recruiter,0.6569316689118812
scout,2,evangelist,0.5349910480102428
scout,3,technologist,0.5322334927392316
scout,4,entrepreneur,0.49373623947265477
scout,5,retiree,0.4568994179955626
screener,1,examiner,0.6268888062890282
screener,2,grader,0.6253923493443181
screener,3,recruiter,0.6088223483822263
screener,4,reviewer,0.5998860242992629
screener,5,auditor,0.5802833834111722
secretary,1,scheduler,0.6883089864194266
secretary,2,moderator,0.5254733415524725
secretary,3,dispatcher,0.48855000028809886
secretary,4,facilitator,0.4742619555399395
secretary,5,accountant,0.45218798127378446
shaman,1,mystic,0.8063574257037387
shaman,2,healer,0.7499066892626947
shaman,3,pilgrim,0.6581778645277125
shaman,4,ascetic,0.5455425617855112
shaman,5,guru,0.5291815837104776
shapeshifter,1,actor,0.8283258248414256
shapeshifter,2,interpreter,0.5985974228122257
shapeshifter,3,fixer,0.49415029677717975
shapeshifter,4,translator,0.48533331053182016
shapeshifter,5,avatar,0.4534379530906127
simulacrum,1,philosopher,0.527569215070007
simulacrum,2,skeptic,0.45025897965594003
simulacrum,3,validator,0.4007833065056486
simulacrum,4,wind,0.3968481321083743
simulacrum,5,visionary,0.3964861295832625
skeptic,1,detective,0.6586603517417886
skeptic,2,judge,0.5988934539534371
skeptic,3,philosopher,0.5032177816053212
skeptic,4,validator,0.4756151492233874
skeptic,5,researcher,0.4502842564560851
smuggler,1,navigator,0.771007512924746
smuggler,2,merchant,0.737976389734187
smuggler,3,pilot,0.5400880914697275
smuggler,4,cartographer,0.5363826638959726
smuggler,5,chemist,0.4862840723765984
sociologist,1,anthropologist,0.7335684723315059
sociologist,2,loner,0.6483835082262384
sociologist,3,activist,0.6144197363468763
sociologist,4,bartender,0.5811308925413927
sociologist,5,alien,0.5783396602324693
soldier,1,veteran,0.9835145179518344
soldier,2,warrior,0.6682618625539797
soldier,3,prisoner,0.40550065205877084
soldier,4,sommelier,0.3966996821473111
soldier,5,orphan,0.36531302023612133
sommelier,1,chef,0.6860185361334235
sommelier,2,collector,0.4938667031407454
sommelier,3,empath,0.4883548189673716
sommelier,4,cartographer,0.4551174286255614
sommelier,5,architect,0.45122053717866767
specialist,1,pharmacist,0.44589900517242675
specialist,2,mathematician,0.3475508959410679
specialist,3,engineer,0.30051465108970465
specialist,4,generalist,0.2555986837447458
specialist,5,virtuoso,0.2507206521757692
spirit,1,zeitgeist,0.650360326067116
spirit,2,familiar,0.5660504357444208
spirit,3,healer,0.5358917022694542
spirit,4,shaman,0.5116218448795528
spirit,5,echo,0.47239090175411885
spy,1,rogue,0.6317537364216144
spy,2,mycorrhizal,0.6114374840951853
spy,3,robot,0.5598796762021849
spy,4,hacker,0.5180177568763584
spy,5,interviewer,0.48153051824593884
statistician,1,economist,0.7864330470722463
statistician,2,analyst,0.7698943680341439
statistician,3,accountant,0.7110261469760997
statistician,4,forecaster,0.5961715980180502
statistician,5,consultant,0.5798796843850341
stoic,1,realist,0.5512341732148526
stoic,2,optimist,0.5335997103814494
stoic,3,addict,0.531117664889447
stoic,4,pragmatist,0.519055986665262
stoic,5,chameleon,0.41903635821343815
strategist,1,planner,0.8638522373411597
strategist,2,organizer,0.6199006970398033
strategist,3,theorist,0.5593199045612287
strategist,4,coach,0.5557965398267433
strategist,5,marketer,0.48272916404246413
student,1,graduate,0.5911264578755674
student,2,dilettante,0.5533023832811617
student,3,prodigy,0.4587237244815528
student,4,tutor,0.4565277066491097
student,5,polymath,0.44328419023098575
summarizer,1,presenter,0.671485668375281
summarizer,2,synthesizer,0.6474435117079517
summarizer,3,validator,0.5549130262788543
summarizer,4,interviewer,0.5041055674377625
summarizer,5,organizer,0.461450864607865
supervisor,1,coordinator,0.728077041594289
supervisor,2,dispatcher,0.649468216618143
supervisor,3,scheduler,0.6419629782435549
supervisor,4,organizer,0.5309077607828778
supervisor,5,examiner,0.496340838805271
surfer,1,leviathan,0.6092096480823034
surfer,2,pirate,0.5203539928890648
surfer,3,whale,0.49007622133712453
surfer,4,ancient,0.4842057042908952
surfer,5,hermit,0.47376648535632054
survivor,1,elder,0.6781701035723554
survivor,2,refugee,0.601675790487655
survivor,3,prisoner,0.560785509323301
survivor,4,ancient,0.5331205893231673
survivor,5,hermit,0.5248692730240547
swarm,1,hive,0.9542993207707928
swarm,2,coral_reef,0.6477826626038099
swarm,3,egregore,0.6325993711740378
swarm,4,echo,0.4841101661554205
swarm,5,mycorrhizal,0.45161883733633407
symbiont,1,ecosystem,0.7341301674466043
symbiont,2,merchant,0.6159698728126605
symbiont,3,coral_reef,0.5210143413073383
symbiont,4,collaborator,0.5106900635816688
symbiont,5,mycorrhizal,0.5037917436074622
synthesizer,1,summarizer,0.6474435117079517
synthesizer,2,theorist,0.6439356051261681
synthesizer,3,presenter,0.6135918777458793
synthesizer,4,chimera,0.5069418180748424
synthesizer,5,interpreter,0.4552559283296531
teacher,1,tutor,0.9424588260497967
teacher,2,instructor,0.9167006846303736
teacher,3,trainer,0.7507484282004661
teacher,4,student,0.4321935161588421
teacher,5,coach,0.393574522155906
technologist,1,evangelist,0.7491904949818267
technologist,2,visionary,0.6703059158295427
technologist,3,futurist,0.5674601942266929
technologist,4,scout,0.5322334927392316
technologist,5,programmer,0.5163932250905775
teenager,1,adolescent,0.9896915814415648
teenager,2,parent,0.4874611726933923
teenager,3,grandparent,0.3747052586537826
teenager,4,programmer,0.3299236312562617
teenager,5,naturalist,0.30806087471384824
theorist,1,synthesizer,0.6439356051261681
theorist,2,strategist,0.5593199045612287
theorist,3,composer,0.5195914995800427
theorist,4,builder,0.5183968217291091
theorist,5,mathematician,0.5029582874415864
therapist,1,counselor,0.8851797535252116
therapist,2,nutritionist,0.5779497227364562
therapist,3,guide,0.5624871401206667
therapist,4,empath,0.553172043863662
therapist,5,mentor,0.5492376660216148
toddler,1,infant,0.6613209340987452
toddler,2,caveman,0.4932295168524229
toddler,3,poet,0.47137560305448933
toddler,4,hoarder,0.4562094627528267
toddler,5,physicist,0.446213417654007
traditionalist,1,purist,0.6409671574636471
traditionalist,2,luddite,0.5523492407543907
traditionalist,3,conservator,0.4884188741049635
traditionalist,4,rebel,0.4760578183818219
traditionalist,5,artisan,0.45228585725473774
trainer,1,instructor,0.9274177602094147
trainer,2,tutor,0.8201225143912813
trainer,3,teacher,0.7507484282004661
trainer,4,coach,0.7495405533568954
trainer,5,planner,0.5411557148793008
translator,1,interpreter,0.8570185122817366
translator,2,emissary,0.6792685911443281
translator,3,actor,0.5487284025552045
translator,4,cosmopolitan,0.4961940549888872
translator,5,shapeshifter,0.48533331053182016
tree,1,mycorrhizal,0.7042127775244343
tree,2,chemist,0.47252040127302686
tree,3,smuggler,0.46678791796406083
tree,4,crystalline,0.445563326691721
tree,5,robot,0.43907744222675316
trickster,1,fool,0.8667933076444196
trickster,2,jester,0.7646664150264727
trickster,3,comedian,0.7289992395308685
trickster,4,absurdist,0.5385274925101161
trickster,5,guru,0.4819646205091037
tulpa,1,egregore,0.6883513849731238
tulpa,2,parasite,0.6210707240473812
tulpa,3,coral_reef,0.46699234788807975
tulpa,4,dreamer,0.45393058309742057
tulpa,5,hive,0.41733065167688627
tutor,1,teacher,0.9424588260497967
tutor,2,instructor,0.9243678799200047
tutor,3,trainer,0.8201225143912813
tutor,4,coach,0.5578875436916165
tutor,5,student,0.4565277066491097
validator,1,summarizer,0.5549130262788543
validator,2,examiner,0.5378568009607863
validator,3,gossip,0.5194920409134419
validator,4,researcher,0.4982235862977295
validator,5,skeptic,0.4756151492233874
vampire,1,predator,0.6267094210962896
vampire,2,parasite,0.4549754306576734
vampire,3,elder,0.4305869918036691
vampire,4,daredevil,0.4193960568327052
vampire,5,prey,0.4090004023531415
vegan,1,nutritionist,0.5563380120284799
vegan,2,judge,0.43446650921993196
vegan,3,detective,0.3568177863033603
vegan,4,veterinarian,0.35356497028633
vegan,5,biologist,0.3433102941050496
veteran,1,soldier,0.9835145179518344
veteran,2,warrior,0.6382514837470264
veteran,3,prisoner,0.4180088501225168
veteran,4,orphan,0.3929061482635109
veteran,5,elder,0.37051211698363545
veterinarian,1,doctor,0.9193527379638122
veterinarian,2,paramedic,0.8572319934665628
veterinarian,3,patient,0.8153041965252592
veterinarian,4,nutritionist,0.41267029771269037
veterinarian,5,vegan,0.35356497028633
vigilante,1,criminal,0.7544406137214537
vigilante,2,lawyer,0.75159342291267
vigilante,3,rogue,0.5612413786569428
vigilante,4,fixer,0.362002935502425
vigilante,5,activist,0.3297411346518554
virtuoso,1,zealot,0.542195300845613
virtuoso,2,musician,0.4824477187988541
virtuoso,3,whale,0.4780986602392498
virtuoso,4,programmer,0.4624257156664913
virtuoso,5,sommelier,0.44113694894064087
virus,1,destroyer,0.6659769785761525
virus,2,saboteur,0.6202132488450465
virus,3,hacker,0.47209249629337763
virus,4,anarchist,0.4072509045396405
virus,5,mechanic,0.4053182026576365
visionary,1,technologist,0.6703059158295427
visionary,2,futurist,0.6358601242582836
visionary,3,evangelist,0.608750015943163
visionary,4,maverick,0.5645075279552851
visionary,5,oracle,0.49191325029860683
void,1,wraith,0.7509917908252822
void,2,dreamer,0.6177311044270098
void,3,eldritch,0.6119264725693072
void,4,aberration,0.6005911660707893
void,5,ghost,0.4922646702332621
wanderer,1,pilgrim,0.6653220664146289
wanderer,2,flaneur,0.6049882343834119
wanderer,3,nomad,0.6007017603369235
wanderer,4,daredevil,0.5524625817438225
wanderer,5,hermit,0.45943412368197967
warrior,1,soldier,0.6682618625539797
warrior,2,veteran,0.6382514837470264
warrior,3,zealot,0.5424531531133171
warrior,4,guardian,0.43326138793333474
warrior,5,martyr,0.4190672236755739
whale,1,leviathan,0.7147122264576026
whale,2,witch,0.5344632573708963
whale,3,surfer,0.49007622133712453
whale,4,dreamer,0.4821796697760203
whale,5,virtuoso,0.4780986602392498
widow,1,divorcee,0.9571436741657393
widow,2,newlywed,0.798316095258017
widow,3,retiree,0.6702186120144796
widow,4,graduate,0.5874510706999782
widow,5,hedonist,0.4476517878551875
wind,1,nomad,0.5342313673810649
wind,2,ancient,0.5313027212812145
wind,3,celebrity,0.5013671628963333
wind,4,pirate,0.47132105792420614
wind,5,hermit,0.452602723387066
witch,1,golem,0.6702268431758683
witch,2,homunculus,0.6333650268409099
witch,3,whale,0.5344632573708963
witch,4,eldritch,0.4826751313597106
witch,5,shaman,0.44483317643344406
witness,1,observer,0.8954015929049484
witness,2,narrator,0.5402577414656136
witness,3,historian,0.46754156903216704
witness,4,auctioneer,0.43133175326405226
witness,5,reporter,0.34624687764172296
workaholic,1,ecosystem,0.4875530280868409
workaholic,2,procrastinator,0.4651520132773217
workaholic,3,perfectionist,0.41587673498288835
workaholic,4,amnesiac,0.40594660024796825
workaholic,5,grader,0.36843747602041926
wraith,1,ghost,0.8530873465464337
wraith,2,void,0.7509917908252822
wraith,3,revenant,0.6108534251270248
wraith,4,spirit,0.4117082557300647
wraith,5,simulacrum,0.34755402335913743
writer,1,blogger,0.7839925353527164
writer,2,editor,0.719797920676867
writer,3,publisher,0.6467914797984382
writer,4,novelist,0.5849122915257957
writer,5,playwright,0.5715265235456588
zealot,1,evangelist,0.5634973520526511
zealot,2,warrior,0.5424531531133171
zealot,3,virtuoso,0.542195300845613
zealot,4,dreamer,0.48165736832103
zealot,5,chimera,0.4551100914209616
zeitgeist,1,familiar,0.7145703165614165
zeitgeist,2,genie,0.6660273391484088
zeitgeist,3,spirit,0.650360326067116
zeitgeist,4,egregore,0.5182664835203077
zeitgeist,5,echo,0.5027360893673058
