model,K,fit_status,valid_starts,best_seed,best_objective,objective_per_role,objective_min,objective_max,objective_sd,best_to_second_objective_gap,best_iterations,start_ari_median,start_ari_p10,start_ari_minimum,start_nmi_median,start_ari_share_ge_0_90,start_ari_share_ge_0_75,start_stability,valid_subsample_refits,subsample_ari_median,subsample_ari_p10,subsample_ari_minimum,subsample_nmi_median,subsample_ari_share_ge_0_75,subsample_stability,minimum_cluster_size,maximum_cluster_size,cluster_sizes,small_cluster_warning,elapsed_seconds
gemma,4,available,100,2046516,274.71524563482535,0.9989645295811831,274.6826013810329,274.71524563482535,0.0059334124931119435,5.478834850691783e-06,15,0.9461676208754622,0.6062251885687256,0.5696818700149558,0.8971580567982486,0.62,0.8,moderate,50,0.9578221322226628,0.7096511902038288,0.5965521009008217,0.9319793505413789,0.88,moderate,4,136,G04_A:68;G04_B:4;G04_C:67;G04_D:136,True,3.6565139293670654
gemma,5,available,100,2046604,274.7290468816893,0.9990147159334157,274.7034128914614,274.7290468816893,0.005185177791564551,8.179056260360085e-05,15,0.6238221817907186,0.5908384267720421,0.546392075219038,0.6682686953127603,0.12,0.31,low,50,0.8417179193843307,0.6718442209926798,0.586820191908571,0.8196891809691782,0.72,moderate,4,109,G05_A:4;G05_B:69;G05_C:53;G05_D:40;G05_E:109,True,4.106177806854248
gemma,6,available,100,2046757,274.73779372934166,0.9990465226521515,274.711848459865,274.73779372934166,0.005321685140660261,0.0005131466933789852,9,0.672514209560622,0.6040619981004982,0.5691167294448722,0.6569181112471576,0.04,0.33,low,50,0.7722801214036135,0.6340225790805629,0.6010863103053519,0.7359116312022604,0.58,moderate,4,112,G06_A:4;G06_B:59;G06_C:22;G06_D:29;G06_E:49;G06_F:112,True,3.8843159675598145
gemma,7,available,100,2046851,274.74464171244085,0.9990714244088759,274.7194275626695,274.74464171244085,0.005064453181414749,0.0002382718811304585,13,0.6796478371097667,0.534563189742006,0.43440824870543643,0.6501222756940358,0.01,0.22,low,50,0.7400689497285318,0.6604878343243302,0.584344873630155,0.6977486607773287,0.42,low,4,98,G07_A:98;G07_B:4;G07_C:54;G07_D:26;G07_E:23;G07_F:21;G07_G:49,True,4.215126037597656
gemma,8,available,100,2046949,274.7519301642809,0.9990979278701124,274.72998420849655,274.7519301642809,0.004326569594372799,0.0010747456204853734,4,0.6981304713398899,0.571437190206641,0.4664600839009828,0.6661244354002155,0.01,0.26,low,50,0.7238533962954519,0.6133033915892443,0.52246125169818,0.6850399196302129,0.38,low,4,109,G08_A:10;G08_B:4;G08_C:32;G08_D:109;G08_E:17;G08_F:23;G08_G:35;G08_H:45,True,3.9305269718170166
gemma,9,available,100,2047023,274.7590278925319,0.999123737791025,274.73457821001523,274.7590278925319,0.00500144985696916,0.0005518153241155233,15,0.7087282765330731,0.5758203565576296,0.48817484173037123,0.6917872059937837,0.01,0.29,low,50,0.728748242770688,0.5510208403431682,0.5055240073746473,0.7072745562069813,0.4,low,1,106,G09_A:3;G09_B:16;G09_C:41;G09_D:1;G09_E:106;G09_F:48;G09_G:22;G09_H:19;G09_I:19,True,4.216792106628418
gemma,10,available,100,2047190,274.7639575161287,0.9991416636950134,274.74632485328823,274.7639575161287,0.003662930009597588,7.46046261497213e-05,8,0.6235279647864067,0.4800083656528678,0.3953275880307572,0.6613183983459006,0.01,0.15,low,50,0.6750528779895997,0.5555430364405669,0.4660364446664074,0.6914546025468837,0.26,low,1,90,G10_A:90;G10_B:40;G10_C:2;G10_D:1;G10_E:52;G10_F:13;G10_G:22;G10_H:26;G10_I:7;G10_J:22,True,3.8319931030273438
