model,K,seed,objective,iterations,ari_to_retained,nmi_to_retained,retained_start
gemma,4,2046492,274.7151520116573,5,0.9540915418311504,0.9223731618834081,False
gemma,4,2046493,274.7152265017392,9,0.9847339971494159,0.9701006388841218,False
gemma,4,2046494,274.71521555514545,11,0.9923091237303396,0.9827582533787561,False
gemma,4,2046495,274.71068459417774,13,0.6062846160479435,0.6432736600710481,False
gemma,4,2046496,274.70957142813796,11,0.6039709022873725,0.6701232650998025,False
gemma,4,2046497,274.71521443772895,6,0.9543124619134674,0.9162725427987559,False
gemma,4,2046498,274.7152265017392,16,0.9847339971494159,0.9701006388841218,False
gemma,4,2046499,274.7108157756476,17,0.6043034865160192,0.6441622913262187,False
gemma,4,2046500,274.7151520116573,9,0.9540915418311504,0.9223731618834081,False
gemma,4,2046501,274.7002750825102,4,0.8751436786953789,0.8296108089087839,False
gemma,4,2046502,274.70735064201483,6,0.8632689645125806,0.8059351469765466,False
gemma,4,2046503,274.7152265017392,12,0.9847339971494159,0.9701006388841216,False
gemma,4,2046504,274.7120387816763,7,0.950323908083831,0.9021056604826709,False
gemma,4,2046505,274.7065056168957,7,0.8690552969496276,0.821414354130921,False
gemma,4,2046506,274.7109853111002,5,0.9461676208754622,0.8971580567982486,False
gemma,4,2046507,274.7096493867127,10,0.9276237880082212,0.8776450898994093,False
gemma,4,2046508,274.7119902622587,7,0.9619166074684322,0.9248271101369205,False
gemma,4,2046509,274.71521443772895,9,0.9543124619134674,0.9162725427987559,False
gemma,4,2046510,274.7152265017392,10,0.9847339971494159,0.9701006388841218,False
gemma,4,2046511,274.70473668991076,11,0.9223706971633632,0.8780651038312364,False
gemma,4,2046512,274.7120008141078,7,0.9431313369740498,0.8897745213998333,False
gemma,4,2046513,274.7051468228945,9,0.7515607215081709,0.6922666002358973,False
gemma,4,2046514,274.7102217126891,17,0.6615011235267481,0.6695624073562247,False
gemma,4,2046515,274.70671400821766,9,0.8607282784343878,0.8061258432902272,False
gemma,4,2046516,274.71524563482535,15,1.0,1.0,True
gemma,4,2046517,274.7152265017392,11,0.9847339971494159,0.9701006388841216,False
gemma,4,2046518,274.71519189998463,5,0.9615480379327392,0.933307572752959,False
gemma,4,2046519,274.7028030618415,7,0.881818017029599,0.804367024428585,False
gemma,4,2046520,274.7109707184819,7,0.9354451443540726,0.8830804748058307,False
gemma,4,2046521,274.71092916309146,5,0.9130992831362165,0.8566576947031723,False
