model,K,profile_id,opaque_role_id,similarity_to_centroid,within_profile_centroid_rank,role
gemma,4,G04_A,R023,0.9987098895473075,47,ascetic
gemma,4,G04_A,R265,0.9986654002643786,48,warrior
gemma,4,G04_A,R221,0.9985945197342428,49,simulacrum
gemma,4,G04_A,R247,0.9985362326553698,50,traditionalist
gemma,4,G04_A,R250,0.9984181139972887,51,tree
gemma,4,G04_A,R266,0.9984156539669158,52,whale
gemma,4,G04_A,R063,0.998408244296506,53,demon
gemma,4,G04_A,R183,0.9983635356040113,54,predator
gemma,4,G04_A,R146,0.9983615034903268,55,mycorrhizal
gemma,4,G04_A,R001,0.998314549159504,56,aberration
gemma,4,G04_A,R052,0.998301661969382,57,coral_reef
gemma,4,G04_A,R009,0.9982930752987982,58,alien
gemma,4,G04_A,R079,0.9982760861939568,59,eldritch
gemma,4,G04_A,R165,0.998256855059096,60,parasite
gemma,4,G04_A,R013,0.9982088218444514,61,amnesiac
gemma,4,G04_A,R130,0.998170324007007,62,leviathan
gemma,4,G04_A,R263,0.9981101404029794,63,void
gemma,4,G04_A,R185,0.9979539122012624,64,prey
gemma,4,G04_A,R057,0.9979209382266632,65,crystalline
gemma,4,G04_A,R231,0.997917423617974,66,stoic
gemma,4,G04_A,R180,0.9976221056883297,67,poet
gemma,4,G04_A,R274,0.9971302626923128,68,zealot
gemma,4,G04_B,R246,0.998285160403428,1,toddler
gemma,4,G04_B,R093,0.9980053668420202,2,fool
gemma,4,G04_B,R121,0.9964838115108424,3,infant
gemma,4,G04_B,R036,0.9960406028279424,4,caveman
gemma,4,G04_C,R031,0.9994647725534984,1,blogger
gemma,4,G04_C,R005,0.9993500269801924,2,actor
gemma,4,G04_C,R162,0.999322157004014,3,orphan
gemma,4,G04_C,R204,0.9992736960924062,4,retiree
gemma,4,G04_C,R088,0.999232857370573,5,expatriate
gemma,4,G04_C,R037,0.9992240911738064,6,celebrity
gemma,4,G04_C,R237,0.9992232467247204,7,survivor
gemma,4,G04_C,R120,0.9992190035506088,8,improviser
gemma,4,G04_C,R104,0.9991664184360975,9,graduate
gemma,4,G04_C,R091,0.9991377679598804,10,fixer
gemma,4,G04_C,R070,0.9991266189334038,11,divorcee
gemma,4,G04_C,R166,0.9991239701683114,12,parent
gemma,4,G04_C,R138,0.9990792303348428,13,maverick
gemma,4,G04_C,R133,0.9990686369598776,14,loner
gemma,4,G04_C,R050,0.9990487460861504,15,contrarian
gemma,4,G04_C,R155,0.999031985726545,16,nomad
gemma,4,G04_C,R178,0.9989795771859896,17,playwright
gemma,4,G04_C,R167,0.9989754791591432,18,patient
gemma,4,G04_C,R259,0.9989451874691498,19,vigilante
gemma,4,G04_C,R011,0.9988981262806425,20,amateur
gemma,4,G04_C,R038,0.9988729182771992,21,chameleon
gemma,4,G04_C,R199,0.998866917792463,22,rebel
gemma,4,G04_C,R251,0.998850109877129,23,trickster
gemma,4,G04_C,R201,0.998815265181266,24,refugee
gemma,4,G04_C,R267,0.9987836907603012,25,widow
gemma,4,G04_C,R119,0.9987155578218326,26,immigrant
gemma,4,G04_C,R209,0.998678696651277,27,rogue
gemma,4,G04_C,R006,0.9986532853187604,28,addict
gemma,4,G04_C,R194,0.9986515963721474,29,provocateur
gemma,4,G04_C,R211,0.9986251719702832,30,saboteur
gemma,4,G04_C,R122,0.998617190013332,31,influencer
gemma,4,G04_C,R105,0.998612863219172,32,grandparent
gemma,4,G04_C,R154,0.99860460956172,33,newlywed
gemma,4,G04_C,R046,0.9986001989323552,34,competitor
gemma,4,G04_C,R257,0.9985946401115752,35,veteran
gemma,4,G04_C,R172,0.9985753042772714,36,photographer
gemma,4,G04_C,R139,0.9985108927993036,37,mechanic
gemma,4,G04_C,R061,0.9984447662080842,38,daredevil
gemma,4,G04_C,R186,0.9984304194157172,39,prisoner
gemma,4,G04_C,R068,0.9984180809754472,40,dilettante
gemma,4,G04_C,R029,0.9984108899704144,41,bartender
gemma,4,G04_C,R229,0.9983923957904628,42,spy
gemma,4,G04_C,R145,0.9983896081931276,43,musician
gemma,4,G04_C,R032,0.9983513252776146,44,bohemian
gemma,4,G04_C,R109,0.9983505666411004,45,hacker
gemma,4,G04_C,R060,0.99834280003057,46,cynic
gemma,4,G04_C,R207,0.9983337731306242,47,revolutionary
gemma,4,G04_C,R055,0.9982725091124786,48,criminal
gemma,4,G04_C,R225,0.9982039534942312,49,soldier
gemma,4,G04_C,R111,0.9981916846656588,50,hedonist
gemma,4,G04_C,R223,0.9981184645656632,51,smuggler
gemma,4,G04_C,R045,0.9980746377290384,52,comedian
gemma,4,G04_C,R025,0.998053544650567,53,auctioneer
gemma,4,G04_C,R126,0.998009765491624,54,jester
gemma,4,G04_C,R271,0.9980078078182434,55,workaholic
gemma,4,G04_C,R102,0.9978294723442536,56,gossip
gemma,4,G04_C,R115,0.9977346003183708,57,hoarder
gemma,4,G04_C,R007,0.997532844534015,58,adolescent
gemma,4,G04_C,R193,0.9974399715225633,59,provincial
gemma,4,G04_C,R243,0.997341257447738,60,teenager
gemma,4,G04_C,R134,0.9972006391832718,61,luddite
gemma,4,G04_C,R002,0.9971094714889248,62,absurdist
gemma,4,G04_C,R187,0.9970788644194566,63,procrastinator
gemma,4,G04_C,R148,0.9970490830711868,64,narcissist
gemma,4,G04_C,R096,0.9970156642890295,65,gamer
gemma,4,G04_C,R236,0.996649428570942,66,surfer
gemma,4,G04_C,R176,0.9958083341619516,67,pirate
gemma,4,G04_D,R124,0.9997916499103096,1,interpreter
gemma,4,G04_D,R240,0.9997785078625528,2,synthesizer
gemma,4,G04_D,R141,0.9997738481767308,3,mentor
gemma,4,G04_D,R051,0.9997699505410768,4,coordinator
gemma,4,G04_D,R049,0.9997622937395424,5,consultant
gemma,4,G04_D,R161,0.999754892581628,6,organizer
gemma,4,G04_D,R123,0.999744847268413,7,instructor
gemma,4,G04_D,R097,0.999743255261282,8,generalist
gemma,4,G04_D,R127,0.9997389332384876,9,journalist
gemma,4,G04_D,R206,0.999732579116706,10,reviewer
gemma,4,G04_D,R202,0.9997195567209493,11,reporter
gemma,4,G04_D,R012,0.99971221901699,12,ambassador
gemma,4,G04_D,R232,0.9996910917022522,13,strategist
gemma,4,G04_D,R024,0.999686129992102,14,assistant
gemma,4,G04_D,R082,0.9996833742583222,15,engineer
gemma,4,G04_D,R158,0.9996769590244552,16,observer
gemma,4,G04_D,R042,0.9996764662835322,17,coach
gemma,4,G04_D,R196,0.9996720575151756,18,publisher
gemma,4,G04_D,R227,0.9996684485514036,19,specialist
gemma,4,G04_D,R203,0.9996684447438886,20,researcher
gemma,4,G04_D,R094,0.999663768094386,21,forecaster
gemma,4,G04_D,R014,0.9996520275252728,22,analyst
gemma,4,G04_D,R214,0.9996494698011846,23,scholar
gemma,4,G04_D,R080,0.999647667001906,24,emissary
gemma,4,G04_D,R084,0.9996430230645152,25,evaluator
gemma,4,G04_D,R152,0.9996356097513152,26,negotiator
gemma,4,G04_D,R140,0.9996331350523188,27,mediator
gemma,4,G04_D,R242,0.9996316330672376,28,technologist
gemma,4,G04_D,R241,0.9996304963973192,29,teacher
gemma,4,G04_D,R128,0.999629311737673,30,judge
gemma,4,G04_D,R177,0.999629085086336,31,planner
gemma,4,G04_D,R008,0.9996290006717063,32,advocate
gemma,4,G04_D,R131,0.999617895234508,33,librarian
gemma,4,G04_D,R215,0.9996170687483724,34,scientist
gemma,4,G04_D,R248,0.99961568080422,35,trainer
gemma,4,G04_D,R107,0.999607524099778,36,guide
gemma,4,G04_D,R254,0.9996072961836944,37,validator
gemma,4,G04_D,R273,0.9996045629206376,38,writer
gemma,4,G04_D,R184,0.999604313634728,39,presenter
gemma,4,G04_D,R043,0.999602592554239,40,collaborator
gemma,4,G04_D,R253,0.9996013924989,41,tutor
gemma,4,G04_D,R056,0.9995981995735692,42,critic
gemma,4,G04_D,R153,0.9995942654485678,43,networker
gemma,4,G04_D,R189,0.9995896888146234,44,producer
gemma,4,G04_D,R235,0.9995841717133356,45,supervisor
gemma,4,G04_D,R181,0.9995816071018736,46,polymath
gemma,4,G04_D,R062,0.999575437337096,47,debugger
gemma,4,G04_D,R106,0.9995740992091652,48,guardian
gemma,4,G04_D,R064,0.9995734517549422,49,designer
gemma,4,G04_D,R234,0.9995723347375056,50,summarizer
gemma,4,G04_D,R244,0.999567547171906,51,theorist
gemma,4,G04_D,R168,0.9995643994846372,52,peacekeeper
gemma,4,G04_D,R224,0.9995505964709,53,sociologist
gemma,4,G04_D,R071,0.9995383552703452,54,doctor
gemma,4,G04_D,R030,0.999524060387706,55,biologist
gemma,4,G04_D,R213,0.9995163635737172,56,scheduler
gemma,4,G04_D,R200,0.999509340314126,57,recruiter
gemma,4,G04_D,R182,0.9995092744460112,58,pragmatist
gemma,4,G04_D,R195,0.9995029906601344,59,psychologist
gemma,4,G04_D,R218,0.999498841687096,60,secretary
gemma,4,G04_D,R058,0.999486378978332,61,curator
gemma,4,G04_D,R089,0.9994799498105384,62,facilitator
gemma,4,G04_D,R083,0.9994759568708992,63,entrepreneur
gemma,4,G04_D,R003,0.9994745931762664,64,accountant
gemma,4,G04_D,R086,0.9994724618562404,65,examiner
gemma,4,G04_D,R270,0.9994651624622756,66,witness
gemma,4,G04_D,R137,0.9994490125104604,67,mathematician
gemma,4,G04_D,R135,0.999445001971844,68,marketer
gemma,4,G04_D,R026,0.9994402758099612,69,auditor
gemma,4,G04_D,R074,0.999433184627164,70,economist
gemma,4,G04_D,R018,0.9994283634279044,71,anthropologist
gemma,4,G04_D,R230,0.9994280924392348,72,statistician
gemma,4,G04_D,R188,0.9994251483216356,73,prodigy
gemma,4,G04_D,R173,0.9994189922415015,74,physicist
gemma,4,G04_D,R222,0.999411118940189,75,skeptic
gemma,4,G04_D,R190,0.9994068766848916,76,programmer
gemma,4,G04_D,R198,0.9993941843489846,77,realist
gemma,4,G04_D,R010,0.9993924907404396,78,altruist
gemma,4,G04_D,R069,0.9993717913104996,79,dispatcher
gemma,4,G04_D,R040,0.9993697913749262,80,chemist
gemma,4,G04_D,R021,0.9993670587089212,81,archivist
gemma,4,G04_D,R099,0.9993615224081186,82,geographer
gemma,4,G04_D,R113,0.9993569556617948,83,historian
gemma,4,G04_D,R129,0.9993559730336816,84,lawyer
gemma,4,G04_D,R252,0.9993297127518784,85,tulpa
gemma,4,G04_D,R066,0.9993233620241752,86,detective
gemma,4,G04_D,R170,0.9993208773384552,87,pharmacist
gemma,4,G04_D,R095,0.9993181701129776,88,futurist
gemma,4,G04_D,R020,0.9993146705514886,89,architect
gemma,4,G04_D,R249,0.999303077977624,90,translator
gemma,4,G04_D,R151,0.9993023200865262,91,navigator
gemma,4,G04_D,R059,0.9992915594246488,92,cyborg
gemma,4,G04_D,R035,0.9992796627702104,93,cartographer
gemma,4,G04_D,R076,0.9992729200186125,94,editor
gemma,4,G04_D,R044,0.9992259536979492,95,collector
gemma,4,G04_D,R217,0.999217130750604,96,screener
gemma,4,G04_D,R117,0.9992083795868903,97,hybrid
gemma,4,G04_D,R053,0.999201605919183,98,cosmopolitan
gemma,4,G04_D,R067,0.9991770008380754,99,devils_advocate
gemma,4,G04_D,R216,0.9991715315132887,100,scout
gemma,4,G04_D,R239,0.9991616951421486,101,symbiont
gemma,4,G04_D,R054,0.9991598596358896,102,counselor
gemma,4,G04_D,R179,0.9991500360110565,103,podcaster
gemma,4,G04_D,R132,0.9991447274837126,104,linguist
gemma,4,G04_D,R258,0.9991312789250666,105,veterinarian
gemma,4,G04_D,R245,0.9991183304531094,106,therapist
gemma,4,G04_D,R157,0.9990963223299886,107,nutritionist
gemma,4,G04_D,R065,0.9990600182353508,108,destroyer
gemma,4,G04_D,R004,0.9990591341827884,109,activist
gemma,4,G04_D,R110,0.999054105328532,110,healer
gemma,4,G04_D,R034,0.9990377662704216,111,caregiver
gemma,4,G04_D,R164,0.9990377203339766,112,paramedic
gemma,4,G04_D,R048,0.9990329728994466,113,conservator
gemma,4,G04_D,R150,0.999029490637704,114,naturalist
gemma,4,G04_D,R118,0.999015105301692,115,idealist
gemma,4,G04_D,R169,0.9990051350548872,116,perfectionist
gemma,4,G04_D,R163,0.999001228016113,117,pacifist
gemma,4,G04_D,R142,0.9989896215932212,118,merchant
gemma,4,G04_D,R033,0.9989886988437772,119,builder
gemma,4,G04_D,R262,0.9989717491658496,120,visionary
gemma,4,G04_D,R233,0.9989554168035386,121,student
gemma,4,G04_D,R256,0.9988782418892284,122,vegan
gemma,4,G04_D,R175,0.9988510029828296,123,pilot
gemma,4,G04_D,R159,0.9988268567834688,124,optimist
gemma,4,G04_D,R144,0.9987945124892592,125,moderator
gemma,4,G04_D,R019,0.9987812153045916,126,archaeologist
gemma,4,G04_D,R143,0.998646991198405,127,minimalist
gemma,4,G04_D,R039,0.9986243524809176,128,chef
gemma,4,G04_D,R047,0.998617940815912,129,composer
gemma,4,G04_D,R103,0.9986145829588544,130,grader
gemma,4,G04_D,R191,0.9985163892076504,131,proofreader
gemma,4,G04_D,R208,0.9982820520478344,132,robot
gemma,4,G04_D,R125,0.9982512043921656,133,interviewer
gemma,4,G04_D,R261,0.9981030790748456,134,virus
gemma,4,G04_D,R226,0.9980424137187344,135,sommelier
gemma,4,G04_D,R015,0.997963896268492,136,anarchist
gemma,5,G05_A,R246,0.998285160403428,1,toddler
gemma,5,G05_A,R093,0.9980053668420202,2,fool
gemma,5,G05_A,R121,0.9964838115108424,3,infant
gemma,5,G05_A,R036,0.9960406028279424,4,caveman
gemma,5,G05_B,R273,0.9997160003590648,1,writer
gemma,5,G05_B,R270,0.9997011007231124,2,witness
gemma,5,G05_B,R188,0.999597263524712,3,prodigy
gemma,5,G05_B,R181,0.9995549479599148,4,polymath
gemma,5,G05_B,R117,0.9995329171184576,5,hybrid
gemma,5,G05_B,R156,0.9994940425790206,6,novelist
gemma,5,G05_B,R053,0.9994734714860596,7,cosmopolitan
gemma,5,G05_B,R031,0.9994572775414624,8,blogger
gemma,5,G05_B,R118,0.9994372538433308,9,idealist
gemma,5,G05_B,R252,0.9994370996832552,10,tulpa
gemma,5,G05_B,R262,0.9993736750204074,11,visionary
gemma,5,G05_B,R005,0.9993622528434462,12,actor
gemma,5,G05_B,R275,0.9993367512140128,13,zeitgeist
gemma,5,G05_B,R065,0.9992939410983516,14,destroyer
gemma,5,G05_B,R171,0.999282433955981,15,philosopher
gemma,5,G05_B,R050,0.9992717202975576,16,contrarian
gemma,5,G05_B,R220,0.999271316228174,17,shapeshifter
gemma,5,G05_B,R044,0.999254265195504,18,collector
gemma,5,G05_B,R150,0.999209161485076,19,naturalist
gemma,5,G05_B,R088,0.9992055530860976,20,expatriate
gemma,5,G05_B,R067,0.9991975999896466,21,devils_advocate
gemma,5,G05_B,R178,0.999173212637936,22,playwright
gemma,5,G05_B,R239,0.999171574812179,23,symbiont
gemma,5,G05_B,R081,0.9991701851187376,24,empath
gemma,5,G05_B,R110,0.99914690711498,25,healer
gemma,5,G05_B,R142,0.9991378048169752,26,merchant
gemma,5,G05_B,R078,0.9991316404814288,27,elder
gemma,5,G05_B,R216,0.9991239052421574,28,scout
gemma,5,G05_B,R133,0.9990912379258736,29,loner
gemma,5,G05_B,R138,0.9990731165674828,30,maverick
gemma,5,G05_B,R169,0.9990636824998852,31,perfectionist
gemma,5,G05_B,R155,0.9990591287892756,32,nomad
gemma,5,G05_B,R075,0.9990296622321172,33,ecosystem
gemma,5,G05_B,R085,0.9990029786195144,34,evangelist
gemma,5,G05_B,R038,0.998983919538984,35,chameleon
gemma,5,G05_B,R260,0.9989761030582498,36,virtuoso
gemma,5,G05_B,R033,0.9989524732267856,37,builder
gemma,5,G05_B,R022,0.9989506988972588,38,artisan
gemma,5,G05_B,R172,0.9989195152497132,39,photographer
gemma,5,G05_B,R143,0.9989055914077112,40,minimalist
gemma,5,G05_B,R047,0.9988735801416526,41,composer
gemma,5,G05_B,R119,0.998858751865304,42,immigrant
gemma,5,G05_B,R019,0.9988469789046286,43,archaeologist
gemma,5,G05_B,R211,0.998842454847318,44,saboteur
gemma,5,G05_B,R197,0.9988227116658608,45,purist
gemma,5,G05_B,R251,0.9988203635600924,46,trickster
gemma,5,G05_B,R201,0.9988117901894792,47,refugee
gemma,5,G05_B,R159,0.9987986883828504,48,optimist
gemma,5,G05_B,R238,0.9987861237375392,49,swarm
gemma,5,G05_B,R207,0.9987473922117718,50,revolutionary
gemma,5,G05_B,R145,0.9987093489557626,51,musician
gemma,5,G05_B,R114,0.9987004970447068,52,hive
gemma,5,G05_B,R221,0.998697708738962,53,simulacrum
gemma,5,G05_B,R039,0.9986789828292576,54,chef
gemma,5,G05_B,R199,0.9986405127044,55,rebel
gemma,5,G05_B,R194,0.9986155837627126,56,provocateur
gemma,5,G05_B,R068,0.9986073528444086,57,dilettante
gemma,5,G05_B,R247,0.9985964612173862,58,traditionalist
gemma,5,G05_B,R261,0.9984370834600086,59,virus
gemma,5,G05_B,R229,0.9984003198920895,60,spy
gemma,5,G05_B,R111,0.9983636857067316,61,hedonist
gemma,5,G05_B,R165,0.9983275838864334,62,parasite
gemma,5,G05_B,R015,0.9982868245795136,63,anarchist
gemma,5,G05_B,R032,0.9982221994939496,64,bohemian
gemma,5,G05_B,R226,0.9981999510610516,65,sommelier
gemma,5,G05_B,R271,0.99784727524768,66,workaholic
gemma,5,G05_B,R126,0.9978233391632424,67,jester
gemma,5,G05_B,R002,0.9972563585249912,68,absurdist
gemma,5,G05_B,R148,0.9969345792043884,69,narcissist
gemma,5,G05_C,R016,0.9996382644964932,1,ancient
gemma,5,G05_C,R228,0.9996192254935016,2,spirit
gemma,5,G05_C,R027,0.9995717223098588,3,avatar
gemma,5,G05_C,R212,0.9995311768335862,4,sage
gemma,5,G05_C,R160,0.9994939286087604,5,oracle
gemma,5,G05_C,R100,0.9994775137839592,6,ghost
gemma,5,G05_C,R090,0.9994729109045984,7,familiar
gemma,5,G05_C,R192,0.9994574994816484,8,prophet
gemma,5,G05_C,R077,0.99944440367571,9,egregore
gemma,5,G05_C,R108,0.9994168641834664,10,guru
gemma,5,G05_C,R112,0.999389985970736,11,hermit
gemma,5,G05_C,R149,0.9993390214494632,12,narrator
gemma,5,G05_C,R264,0.999305563699044,13,wanderer
gemma,5,G05_C,R147,0.9992928543569404,14,mystic
gemma,5,G05_C,R041,0.9992918289703338,15,chimera
gemma,5,G05_C,R072,0.9992665014533318,16,dreamer
gemma,5,G05_C,R073,0.9992579940195624,17,echo
gemma,5,G05_C,R205,0.9992543200905633,18,revenant
gemma,5,G05_C,R272,0.9992271387388332,19,wraith
gemma,5,G05_C,R017,0.999132162104414,20,angel
gemma,5,G05_C,R028,0.999117707613312,21,bard
gemma,5,G05_C,R174,0.999104125576673,22,pilgrim
gemma,5,G05_C,R101,0.999090354625943,23,golem
gemma,5,G05_C,R269,0.9990899768861592,24,witch
gemma,5,G05_C,R136,0.9990656259624924,25,martyr
gemma,5,G05_C,R116,0.999055648142172,26,homunculus
gemma,5,G05_C,R268,0.9989771379974836,27,wind
gemma,5,G05_C,R219,0.9988992539720696,28,shaman
gemma,5,G05_C,R087,0.9988827064206552,29,exile
gemma,5,G05_C,R255,0.9988545698150196,30,vampire
gemma,5,G05_C,R098,0.998847190221966,31,genie
gemma,5,G05_C,R092,0.9987966727677524,32,flaneur
gemma,5,G05_C,R210,0.9987860355079964,33,romantic
gemma,5,G05_C,R023,0.998731525059548,34,ascetic
gemma,5,G05_C,R265,0.9986378213620264,35,warrior
gemma,5,G05_C,R250,0.9985295807407116,36,tree
gemma,5,G05_C,R266,0.9984944624299152,37,whale
gemma,5,G05_C,R063,0.998467969880965,38,demon
gemma,5,G05_C,R079,0.9984274827775974,39,eldritch
gemma,5,G05_C,R130,0.99836948142907,40,leviathan
gemma,5,G05_C,R001,0.998363234333559,41,aberration
gemma,5,G05_C,R146,0.998344786716651,42,mycorrhizal
gemma,5,G05_C,R183,0.9983215864568152,43,predator
gemma,5,G05_C,R052,0.9982676524428,44,coral_reef
gemma,5,G05_C,R263,0.998217807690994,45,void
gemma,5,G05_C,R009,0.9981868771019023,46,alien
gemma,5,G05_C,R013,0.9981451152398796,47,amnesiac
gemma,5,G05_C,R185,0.9979589061074146,48,prey
gemma,5,G05_C,R057,0.9978224702830346,49,crystalline
gemma,5,G05_C,R231,0.9978019138097084,50,stoic
gemma,5,G05_C,R180,0.997707263377945,51,poet
gemma,5,G05_C,R274,0.9971876492549688,52,zealot
gemma,5,G05_C,R134,0.997135015337998,53,luddite
gemma,5,G05_D,R162,0.9993698362122484,1,orphan
gemma,5,G05_D,R204,0.9993199527755589,2,retiree
gemma,5,G05_D,R166,0.999213221849103,3,parent
gemma,5,G05_D,R070,0.999206643513036,4,divorcee
gemma,5,G05_D,R104,0.999204988458306,5,graduate
gemma,5,G05_D,R037,0.9991995255591424,6,celebrity
gemma,5,G05_D,R120,0.999167628875115,7,improviser
gemma,5,G05_D,R237,0.999128654066635,8,survivor
gemma,5,G05_D,R091,0.999098439688482,9,fixer
gemma,5,G05_D,R167,0.9990422157184355,10,patient
gemma,5,G05_D,R011,0.9990271333708032,11,amateur
gemma,5,G05_D,R259,0.9988735328115524,12,vigilante
gemma,5,G05_D,R139,0.9987570096315396,13,mechanic
gemma,5,G05_D,R257,0.9987519682802312,14,veteran
gemma,5,G05_D,R154,0.9987384033744532,15,newlywed
gemma,5,G05_D,R267,0.9987271424006268,16,widow
gemma,5,G05_D,R105,0.9987267863740812,17,grandparent
gemma,5,G05_D,R006,0.9987131910217238,18,addict
gemma,5,G05_D,R186,0.9986766410736416,19,prisoner
gemma,5,G05_D,R122,0.9986742813778988,20,influencer
gemma,5,G05_D,R046,0.998564346794474,21,competitor
gemma,5,G05_D,R209,0.998556169517404,22,rogue
gemma,5,G05_D,R055,0.998541239587678,23,criminal
gemma,5,G05_D,R029,0.9985293711832848,24,bartender
gemma,5,G05_D,R061,0.9984835476066652,25,daredevil
gemma,5,G05_D,R223,0.9983723483683334,26,smuggler
gemma,5,G05_D,R109,0.9983615551366354,27,hacker
gemma,5,G05_D,R225,0.9982366524079512,28,soldier
gemma,5,G05_D,R060,0.9982243406660402,29,cynic
gemma,5,G05_D,R025,0.9981612894688416,30,auctioneer
gemma,5,G05_D,R045,0.9980535465864336,31,comedian
gemma,5,G05_D,R007,0.9979155084297304,32,adolescent
gemma,5,G05_D,R102,0.9979067406846353,33,gossip
gemma,5,G05_D,R243,0.997736571373596,34,teenager
gemma,5,G05_D,R115,0.9977313332735682,35,hoarder
gemma,5,G05_D,R193,0.9976573742540312,36,provincial
gemma,5,G05_D,R187,0.997304749314104,37,procrastinator
gemma,5,G05_D,R096,0.9971300393356728,38,gamer
gemma,5,G05_D,R236,0.9968072345299076,39,surfer
gemma,5,G05_D,R176,0.9959132388032742,40,pirate
gemma,5,G05_E,R049,0.9998279783841572,1,consultant
gemma,5,G05_E,R051,0.999807747089967,2,coordinator
gemma,5,G05_E,R161,0.9998023716725511,3,organizer
gemma,5,G05_E,R206,0.9997982794076494,4,reviewer
gemma,5,G05_E,R141,0.9997933352637476,5,mentor
gemma,5,G05_E,R123,0.9997809689965264,6,instructor
gemma,5,G05_E,R124,0.9997733422839128,7,interpreter
gemma,5,G05_E,R127,0.999768378782872,8,journalist
gemma,5,G05_E,R097,0.9997535475873056,9,generalist
gemma,5,G05_E,R024,0.999742354906268,10,assistant
gemma,5,G05_E,R203,0.9997377082115888,11,researcher
gemma,5,G05_E,R240,0.999736491605573,12,synthesizer
gemma,5,G05_E,R232,0.9997323208705866,13,strategist
gemma,5,G05_E,R082,0.9997299968984767,14,engineer
gemma,5,G05_E,R014,0.9997234472105218,15,analyst
gemma,5,G05_E,R084,0.999716796500079,16,evaluator
gemma,5,G05_E,R202,0.999712413366293,17,reporter
gemma,5,G05_E,R158,0.9997117750924072,18,observer
gemma,5,G05_E,R042,0.999709861838865,19,coach
gemma,5,G05_E,R012,0.9997039897813208,20,ambassador
gemma,5,G05_E,R177,0.9996996039262626,21,planner
gemma,5,G05_E,R196,0.9996978359227896,22,publisher
gemma,5,G05_E,R094,0.9996918581684956,23,forecaster
gemma,5,G05_E,R227,0.9996903033547504,24,specialist
gemma,5,G05_E,R254,0.9996888201302752,25,validator
gemma,5,G05_E,R215,0.9996753506074404,26,scientist
gemma,5,G05_E,R140,0.9996732781672184,27,mediator
gemma,5,G05_E,R152,0.9996585879241144,28,negotiator
gemma,5,G05_E,R248,0.9996547166371472,29,trainer
gemma,5,G05_E,R128,0.9996512391051724,30,judge
gemma,5,G05_E,R241,0.9996500593965922,31,teacher
gemma,5,G05_E,R235,0.9996479513520732,32,supervisor
gemma,5,G05_E,R043,0.9996414472353148,33,collaborator
gemma,5,G05_E,R214,0.9996387310098136,34,scholar
gemma,5,G05_E,R253,0.9996366329071448,35,tutor
gemma,5,G05_E,R131,0.999635178991797,36,librarian
gemma,5,G05_E,R062,0.9996277318837848,37,debugger
gemma,5,G05_E,R234,0.9996125213342932,38,summarizer
gemma,5,G05_E,R189,0.9996098280334246,39,producer
