model_a,model_b,K_a,K_b,profile_a,profile_b,size_a,size_b,intersection_count,union_count,jaccard,overlap_coefficient,p_b_given_a,p_a_given_b,expected_overlap,enrichment_ratio,hypergeom_p,hypergeom_q,strong_edge
qwen,gemma,7,10,Q07_G,G10_D,3,1,1,3,0.3333333333333333,1.0,0.3333333333333333,1.0,0.01090909090909091,91.66666666666666,0.010909090909090908,0.06942148760330578,False
qwen,gemma,7,10,Q07_G,G10_E,3,52,0,55,0.0,0.0,0.0,0.0,0.5672727272727273,0.0,1.0,1.0,False
qwen,gemma,7,10,Q07_G,G10_F,3,13,0,16,0.0,0.0,0.0,0.0,0.14181818181818182,0.0,1.0,1.0,False
qwen,gemma,7,10,Q07_G,G10_G,3,22,0,25,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.0,False
qwen,gemma,7,10,Q07_G,G10_H,3,26,0,29,0.0,0.0,0.0,0.0,0.28363636363636363,0.0,1.0,1.0,False
qwen,gemma,7,10,Q07_G,G10_I,3,7,0,10,0.0,0.0,0.0,0.0,0.07636363636363637,0.0,1.0,1.0,False
qwen,gemma,7,10,Q07_G,G10_J,3,22,0,25,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_A,G04_A,31,68,1,98,0.01020408163265306,0.03225806451612903,0.03225806451612903,0.014705882352941176,7.665454545454545,0.13045540796963948,0.9999184353216521,1.0,False
qwen,gemma,8,4,Q08_A,G04_B,31,4,1,34,0.029411764705882353,0.25,0.03225806451612903,0.25,0.4509090909090909,2.217741935483871,0.38196410287865856,1.0,False
qwen,gemma,8,4,Q08_A,G04_C,31,67,28,70,0.4,0.9032258064516129,0.9032258064516129,0.417910447761194,7.552727272727273,3.7072701011073663,1.0123288428578068e-16,1.0798174323816605e-15,True
qwen,gemma,8,4,Q08_A,G04_D,31,136,1,166,0.006024096385542169,0.03225806451612903,0.03225806451612903,0.007352941176470588,15.33090909090909,0.06522770398481974,0.9999999998989155,1.0,False
qwen,gemma,8,4,Q08_B,G04_A,48,68,46,70,0.6571428571428571,0.9583333333333334,0.9583333333333334,0.6764705882352942,11.86909090909091,3.875612745098039,6.818669458763413e-33,2.1819742268042922e-31,True
qwen,gemma,8,4,Q08_B,G04_B,48,4,1,51,0.0196078431372549,0.25,0.020833333333333332,0.25,0.6981818181818182,1.4322916666666665,0.5378850432521536,1.0,False
qwen,gemma,8,4,Q08_B,G04_C,48,67,1,114,0.008771929824561403,0.020833333333333332,0.020833333333333332,0.014925373134328358,11.694545454545455,0.08550995024875621,0.9999996729236714,1.0,False
qwen,gemma,8,4,Q08_B,G04_D,48,136,0,184,0.0,0.0,0.0,0.0,23.73818181818182,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_C,G04_A,36,68,2,102,0.0196078431372549,0.05555555555555555,0.05555555555555555,0.029411764705882353,8.901818181818182,0.22467320261437906,0.9997612684944538,1.0,False
qwen,gemma,8,4,Q08_C,G04_B,36,4,0,40,0.0,0.0,0.0,0.0,0.5236363636363637,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_C,G04_C,36,67,30,73,0.410958904109589,0.8333333333333334,0.8333333333333334,0.44776119402985076,8.770909090909091,3.4203980099502487,6.757251316010082e-16,5.405801052808066e-15,True
qwen,gemma,8,4,Q08_C,G04_D,36,136,4,168,0.023809523809523808,0.1111111111111111,0.1111111111111111,0.029411764705882353,17.803636363636365,0.22467320261437906,0.9999999734714196,1.0,False
qwen,gemma,8,4,Q08_D,G04_A,2,68,0,70,0.0,0.0,0.0,0.0,0.49454545454545457,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_D,G04_B,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0007280310929945966,True
qwen,gemma,8,4,Q08_D,G04_C,2,67,0,69,0.0,0.0,0.0,0.0,0.48727272727272725,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_D,G04_D,2,136,0,138,0.0,0.0,0.0,0.0,0.9890909090909091,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_E,G04_A,77,68,0,145,0.0,0.0,0.0,0.0,19.04,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_E,G04_B,77,4,0,81,0.0,0.0,0.0,0.0,1.12,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_E,G04_C,77,67,0,144,0.0,0.0,0.0,0.0,18.76,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_E,G04_D,77,136,77,136,0.5661764705882353,1.0,1.0,0.5661764705882353,38.08,2.0220588235294117,5.175511796593831e-31,8.28081887455013e-30,True
qwen,gemma,8,4,Q08_F,G04_A,3,68,0,71,0.0,0.0,0.0,0.0,0.7418181818181818,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_F,G04_B,3,4,0,7,0.0,0.0,0.0,0.0,0.04363636363636364,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_F,G04_C,3,67,3,67,0.04477611940298507,1.0,1.0,0.04477611940298507,0.730909090909091,4.104477611940299,0.013972888425443168,0.05589155370177267,False
qwen,gemma,8,4,Q08_F,G04_D,3,136,0,139,0.0,0.0,0.0,0.0,1.4836363636363636,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_G,G04_A,28,68,18,78,0.23076923076923078,0.6428571428571429,0.6428571428571429,0.2647058823529412,6.923636363636364,2.5997899159663866,2.952469810211069e-06,1.5746505654459034e-05,False
qwen,gemma,8,4,Q08_G,G04_B,28,4,0,32,0.0,0.0,0.0,0.0,0.4072727272727273,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_G,G04_C,28,67,2,93,0.021505376344086023,0.07142857142857142,0.07142857142857142,0.029850746268656716,6.821818181818182,0.2931769722814499,0.9971725136328157,1.0,False
qwen,gemma,8,4,Q08_G,G04_D,28,136,8,156,0.05128205128205128,0.2857142857142857,0.2857142857142857,0.058823529411764705,13.847272727272728,0.5777310924369747,0.9949217242152903,1.0,False
qwen,gemma,8,4,Q08_H,G04_A,50,68,1,117,0.008547008547008548,0.02,0.02,0.014705882352941176,12.363636363636363,0.08088235294117647,0.9999998767957535,1.0,False
qwen,gemma,8,4,Q08_H,G04_B,50,4,0,54,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,1.0,1.0,False
qwen,gemma,8,4,Q08_H,G04_C,50,67,3,114,0.02631578947368421,0.06,0.06,0.04477611940298507,12.181818181818182,0.24626865671641793,0.9999618847247286,1.0,False
qwen,gemma,8,4,Q08_H,G04_D,50,136,46,140,0.32857142857142857,0.92,0.92,0.3382352941176471,24.727272727272727,1.8602941176470589,2.6754237121021868e-12,1.7122711757453994e-11,True
qwen,gemma,8,5,Q08_A,G05_A,31,4,1,34,0.029411764705882353,0.25,0.03225806451612903,0.25,0.4509090909090909,2.217741935483871,0.38196410287865856,1.0,False
qwen,gemma,8,5,Q08_A,G05_B,31,69,13,87,0.14942528735632185,0.41935483870967744,0.41935483870967744,0.18840579710144928,7.778181818181818,1.6713417484805984,0.02228724648035263,0.09905442880156724,False
qwen,gemma,8,5,Q08_A,G05_C,31,53,2,82,0.024390243902439025,0.06451612903225806,0.06451612903225806,0.03773584905660377,5.974545454545455,0.33475349969567864,0.9919345709015073,1.0,False
qwen,gemma,8,5,Q08_A,G05_D,31,40,15,56,0.26785714285714285,0.4838709677419355,0.4838709677419355,0.375,4.509090909090909,3.3266129032258065,1.2714828186335598e-06,1.0171862549068479e-05,False
qwen,gemma,8,5,Q08_A,G05_E,31,109,0,140,0.0,0.0,0.0,0.0,12.287272727272727,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_B,G05_A,48,4,1,51,0.0196078431372549,0.25,0.020833333333333332,0.25,0.6981818181818182,1.4322916666666665,0.5378850432521536,1.0,False
qwen,gemma,8,5,Q08_B,G05_B,48,69,3,114,0.02631578947368421,0.0625,0.0625,0.043478260869565216,12.043636363636363,0.24909420289855075,0.9999555759606882,1.0,False
qwen,gemma,8,5,Q08_B,G05_C,48,53,44,57,0.7719298245614035,0.9166666666666666,0.9166666666666666,0.8301886792452831,9.25090909090909,4.756289308176101,3.478140484623445e-37,1.3912561938493778e-35,True
qwen,gemma,8,5,Q08_B,G05_D,48,40,0,88,0.0,0.0,0.0,0.0,6.9818181818181815,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_B,G05_E,48,109,0,157,0.0,0.0,0.0,0.0,19.025454545454547,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_C,G05_A,36,4,0,40,0.0,0.0,0.0,0.0,0.5236363636363637,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_C,G05_B,36,69,13,92,0.14130434782608695,0.3611111111111111,0.3611111111111111,0.18840579710144928,9.032727272727273,1.4392109500805152,0.07937345887323716,0.31749383549294863,False
qwen,gemma,8,5,Q08_C,G05_C,36,53,1,88,0.011363636363636364,0.027777777777777776,0.027777777777777776,0.018867924528301886,6.9381818181818184,0.1441299790356394,0.99975481092465,1.0,False
qwen,gemma,8,5,Q08_C,G05_D,36,40,20,56,0.35714285714285715,0.5555555555555556,0.5555555555555556,0.5,5.236363636363636,3.8194444444444446,2.265497226182649e-10,3.020662968243532e-09,True
qwen,gemma,8,5,Q08_C,G05_E,36,109,2,143,0.013986013986013986,0.05555555555555555,0.05555555555555555,0.01834862385321101,14.26909090909091,0.1401630988786952,0.9999999276883417,1.0,False
qwen,gemma,8,5,Q08_D,G05_A,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0009100388662432457,True
qwen,gemma,8,5,Q08_D,G05_B,2,69,0,71,0.0,0.0,0.0,0.0,0.5018181818181818,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_D,G05_C,2,53,0,55,0.0,0.0,0.0,0.0,0.38545454545454544,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_D,G05_D,2,40,0,42,0.0,0.0,0.0,0.0,0.2909090909090909,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_D,G05_E,2,109,0,111,0.0,0.0,0.0,0.0,0.7927272727272727,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_E,G05_A,77,4,0,81,0.0,0.0,0.0,0.0,1.12,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_E,G05_B,77,69,3,143,0.02097902097902098,0.043478260869565216,0.03896103896103896,0.043478260869565216,19.32,0.15527950310559005,0.9999999981273768,1.0,False
qwen,gemma,8,5,Q08_E,G05_C,77,53,0,130,0.0,0.0,0.0,0.0,14.84,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_E,G05_D,77,40,0,117,0.0,0.0,0.0,0.0,11.2,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_E,G05_E,77,109,74,112,0.6607142857142857,0.961038961038961,0.961038961038961,0.6788990825688074,30.52,2.4246395806028835,9.083716396743154e-36,1.8167432793486308e-34,True
qwen,gemma,8,5,Q08_F,G05_A,3,4,0,7,0.0,0.0,0.0,0.0,0.04363636363636364,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_F,G05_B,3,69,0,72,0.0,0.0,0.0,0.0,0.7527272727272727,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_F,G05_C,3,53,0,56,0.0,0.0,0.0,0.0,0.5781818181818181,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_F,G05_D,3,40,3,40,0.075,1.0,1.0,0.075,0.43636363636363634,6.875,0.0028817897431036117,0.01440894871551806,False
qwen,gemma,8,5,Q08_F,G05_E,3,109,0,112,0.0,0.0,0.0,0.0,1.1890909090909092,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_G,G05_A,28,4,0,32,0.0,0.0,0.0,0.0,0.4072727272727273,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_G,G05_B,28,69,22,75,0.29333333333333333,0.7857142857142857,0.7857142857142857,0.3188405797101449,7.025454545454545,3.131469979296066,3.904056687968619e-10,3.9040566879686196e-09,True
qwen,gemma,8,5,Q08_G,G05_C,28,53,6,75,0.08,0.21428571428571427,0.21428571428571427,0.11320754716981132,5.3963636363636365,1.1118598382749325,0.46241262818832735,1.0,False
qwen,gemma,8,5,Q08_G,G05_D,28,40,0,68,0.0,0.0,0.0,0.0,4.072727272727272,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_G,G05_E,28,109,0,137,0.0,0.0,0.0,0.0,11.098181818181818,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_H,G05_A,50,4,0,54,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_H,G05_B,50,69,15,104,0.14423076923076922,0.3,0.3,0.21739130434782608,12.545454545454545,1.1956521739130435,0.23755804288270235,0.8638474286643721,False
qwen,gemma,8,5,Q08_H,G05_C,50,53,0,103,0.0,0.0,0.0,0.0,9.636363636363637,0.0,1.0,1.0,False
qwen,gemma,8,5,Q08_H,G05_D,50,40,2,88,0.022727272727272728,0.05,0.04,0.05,7.2727272727272725,0.275,0.9981065603558983,1.0,False
qwen,gemma,8,5,Q08_H,G05_E,50,109,33,126,0.2619047619047619,0.66,0.66,0.30275229357798167,19.818181818181817,1.6651376146788992,2.9445256784393404e-05,0.00019630171189595602,True
qwen,gemma,8,6,Q08_A,G06_A,31,4,1,34,0.029411764705882353,0.25,0.03225806451612903,0.25,0.4509090909090909,2.217741935483871,0.38196410287865856,1.0,False
qwen,gemma,8,6,Q08_A,G06_B,31,59,6,84,0.07142857142857142,0.1935483870967742,0.1935483870967742,0.1016949152542373,6.650909090909091,0.9021323127392017,0.6941983218165759,1.0,False
qwen,gemma,8,6,Q08_A,G06_C,31,22,21,32,0.65625,0.9545454545454546,0.6774193548387096,0.9545454545454546,2.48,8.467741935483872,6.24114894754185e-23,9.98583831606696e-22,True
qwen,gemma,8,6,Q08_A,G06_D,31,29,1,59,0.01694915254237288,0.034482758620689655,0.03225806451612903,0.034482758620689655,3.269090909090909,0.30589543937708563,0.9745512364550486,1.0,False
qwen,gemma,8,6,Q08_A,G06_E,31,49,1,79,0.012658227848101266,0.03225806451612903,0.03225806451612903,0.02040816326530612,5.5236363636363635,0.18104015799868334,0.9984708798984387,1.0,False
qwen,gemma,8,6,Q08_A,G06_F,31,112,1,142,0.007042253521126761,0.03225806451612903,0.03225806451612903,0.008928571428571428,12.625454545454545,0.07920506912442396,0.999999975039838,1.0,False
qwen,gemma,8,6,Q08_B,G06_A,48,4,1,51,0.0196078431372549,0.25,0.020833333333333332,0.25,0.6981818181818182,1.4322916666666665,0.5378850432521536,1.0,False
qwen,gemma,8,6,Q08_B,G06_B,48,59,3,104,0.028846153846153848,0.0625,0.0625,0.05084745762711865,10.298181818181819,0.2913135593220339,0.9996140840163025,1.0,False
qwen,gemma,8,6,Q08_B,G06_C,48,22,0,70,0.0,0.0,0.0,0.0,3.84,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_B,G06_D,48,29,0,77,0.0,0.0,0.0,0.0,5.0618181818181816,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_B,G06_E,48,49,44,53,0.8301886792452831,0.9166666666666666,0.9166666666666666,0.8979591836734694,8.552727272727273,5.144557823129252,1.6055346591147078e-40,7.706566363750597e-39,True
qwen,gemma,8,6,Q08_B,G06_F,48,112,0,160,0.0,0.0,0.0,0.0,19.54909090909091,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_C,G06_A,36,4,0,40,0.0,0.0,0.0,0.0,0.5236363636363637,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_C,G06_B,36,59,11,84,0.13095238095238096,0.3055555555555556,0.3055555555555556,0.1864406779661017,7.723636363636364,1.4241996233521657,0.11530303797238602,0.6149495358527255,False
qwen,gemma,8,6,Q08_C,G06_C,36,22,0,58,0.0,0.0,0.0,0.0,2.88,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_C,G06_D,36,29,23,42,0.5476190476190477,0.7931034482758621,0.6388888888888888,0.7931034482758621,3.7963636363636364,6.0584291187739465,4.225123912621261e-19,5.070148695145513e-18,True
qwen,gemma,8,6,Q08_C,G06_E,36,49,0,85,0.0,0.0,0.0,0.0,6.414545454545454,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_C,G06_F,36,112,2,146,0.0136986301369863,0.05555555555555555,0.05555555555555555,0.017857142857142856,14.661818181818182,0.13640873015873015,0.9999999637189981,1.0,False
qwen,gemma,8,6,Q08_D,G06_A,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0010920466394918947,True
qwen,gemma,8,6,Q08_D,G06_B,2,59,0,61,0.0,0.0,0.0,0.0,0.4290909090909091,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_D,G06_C,2,22,0,24,0.0,0.0,0.0,0.0,0.16,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_D,G06_D,2,29,0,31,0.0,0.0,0.0,0.0,0.2109090909090909,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_D,G06_E,2,49,0,51,0.0,0.0,0.0,0.0,0.3563636363636364,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_D,G06_F,2,112,0,114,0.0,0.0,0.0,0.0,0.8145454545454546,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_E,G06_A,77,4,0,81,0.0,0.0,0.0,0.0,1.12,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_E,G06_B,77,59,3,133,0.022556390977443608,0.05084745762711865,0.03896103896103896,0.05084745762711865,16.52,0.18159806295399517,0.9999998894760541,1.0,False
qwen,gemma,8,6,Q08_E,G06_C,77,22,0,99,0.0,0.0,0.0,0.0,6.16,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_E,G06_D,77,29,0,106,0.0,0.0,0.0,0.0,8.12,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_E,G06_E,77,49,0,126,0.0,0.0,0.0,0.0,13.72,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_E,G06_F,77,112,74,115,0.6434782608695652,0.961038961038961,0.961038961038961,0.6607142857142857,31.36,2.3596938775510203,2.3248547503171164e-34,5.57965140076108e-33,True
qwen,gemma,8,6,Q08_F,G06_A,3,4,0,7,0.0,0.0,0.0,0.0,0.04363636363636364,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_F,G06_B,3,59,0,62,0.0,0.0,0.0,0.0,0.6436363636363637,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_F,G06_C,3,22,0,25,0.0,0.0,0.0,0.0,0.24,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_F,G06_D,3,29,3,29,0.10344827586206896,1.0,1.0,0.10344827586206896,0.31636363636363635,9.482758620689655,0.0010657955183502631,0.006394773110101578,True
qwen,gemma,8,6,Q08_F,G06_E,3,49,0,52,0.0,0.0,0.0,0.0,0.5345454545454545,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_F,G06_F,3,112,0,115,0.0,0.0,0.0,0.0,1.221818181818182,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_G,G06_A,28,4,0,32,0.0,0.0,0.0,0.0,0.4072727272727273,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_G,G06_B,28,59,24,63,0.38095238095238093,0.8571428571428571,0.8571428571428571,0.4067796610169492,6.007272727272727,3.995157384987894,1.2381590438544161e-14,1.1886326821002396e-13,True
qwen,gemma,8,6,Q08_G,G06_C,28,22,0,50,0.0,0.0,0.0,0.0,2.24,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_G,G06_D,28,29,0,57,0.0,0.0,0.0,0.0,2.9527272727272726,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_G,G06_E,28,49,4,73,0.0547945205479452,0.14285714285714285,0.14285714285714285,0.08163265306122448,4.989090909090909,0.8017492711370262,0.7751941446055927,1.0,False
qwen,gemma,8,6,Q08_G,G06_F,28,112,0,140,0.0,0.0,0.0,0.0,11.403636363636364,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_H,G06_A,50,4,0,54,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_H,G06_B,50,59,12,97,0.12371134020618557,0.24,0.24,0.2033898305084746,10.727272727272727,1.1186440677966103,0.376337934368778,1.0,False
qwen,gemma,8,6,Q08_H,G06_C,50,22,1,71,0.014084507042253521,0.045454545454545456,0.02,0.045454545454545456,4.0,0.25,0.9900779114523747,1.0,False
qwen,gemma,8,6,Q08_H,G06_D,50,29,2,77,0.025974025974025976,0.06896551724137931,0.04,0.06896551724137931,5.2727272727272725,0.37931034482758624,0.9826057522520107,1.0,False
qwen,gemma,8,6,Q08_H,G06_E,50,49,0,99,0.0,0.0,0.0,0.0,8.909090909090908,0.0,1.0,1.0,False
qwen,gemma,8,6,Q08_H,G06_F,50,112,35,127,0.2755905511811024,0.7,0.7,0.3125,20.363636363636363,1.71875,3.784761400878133e-06,3.027809120702506e-05,True
qwen,gemma,8,7,Q08_A,G07_A,31,98,0,129,0.0,0.0,0.0,0.0,11.047272727272727,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_A,G07_B,31,4,1,34,0.029411764705882353,0.25,0.03225806451612903,0.25,0.4509090909090909,2.217741935483871,0.38196410287865856,1.0,False
qwen,gemma,8,7,Q08_A,G07_C,31,54,1,84,0.011904761904761904,0.03225806451612903,0.03225806451612903,0.018518518518518517,6.087272727272727,0.16427718040621267,0.9992739391317478,1.0,False
qwen,gemma,8,7,Q08_A,G07_D,31,26,19,38,0.5,0.7307692307692307,0.6129032258064516,0.7307692307692307,2.930909090909091,6.4826302729528535,6.946093933731318e-16,1.2966042009631794e-14,True
qwen,gemma,8,7,Q08_A,G07_E,31,23,3,51,0.058823529411764705,0.13043478260869565,0.0967741935483871,0.13043478260869565,2.5927272727272728,1.1570827489481066,0.49426331425770836,1.0,False
qwen,gemma,8,7,Q08_A,G07_F,31,21,6,46,0.13043478260869565,0.2857142857142857,0.1935483870967742,0.2857142857142857,2.367272727272727,2.5345622119815667,0.02000627189031759,0.10185011144161682,False
qwen,gemma,8,7,Q08_A,G07_G,31,49,1,79,0.012658227848101266,0.03225806451612903,0.03225806451612903,0.02040816326530612,5.5236363636363635,0.18104015799868334,0.9984708798984387,1.0,False
qwen,gemma,8,7,Q08_B,G07_A,48,98,0,146,0.0,0.0,0.0,0.0,17.105454545454545,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_B,G07_B,48,4,1,51,0.0196078431372549,0.25,0.020833333333333332,0.25,0.6981818181818182,1.4322916666666665,0.5378850432521536,1.0,False
qwen,gemma,8,7,Q08_B,G07_C,48,54,1,101,0.009900990099009901,0.020833333333333332,0.020833333333333332,0.018518518518518517,9.425454545454546,0.10609567901234568,0.9999912582681338,1.0,False
qwen,gemma,8,7,Q08_B,G07_D,48,26,3,71,0.04225352112676056,0.11538461538461539,0.0625,0.11538461538461539,4.538181818181818,0.6610576923076923,0.8692608773256204,1.0,False
qwen,gemma,8,7,Q08_B,G07_E,48,23,0,71,0.0,0.0,0.0,0.0,4.014545454545455,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_B,G07_F,48,21,1,68,0.014705882352941176,0.047619047619047616,0.020833333333333332,0.047619047619047616,3.6654545454545455,0.2728174603174603,0.9849921022349308,1.0,False
qwen,gemma,8,7,Q08_B,G07_G,48,49,42,55,0.7636363636363637,0.875,0.875,0.8571428571428571,8.552727272727273,4.910714285714286,1.1856892977974673e-35,3.3199300338329085e-34,True
qwen,gemma,8,7,Q08_C,G07_A,36,98,1,133,0.007518796992481203,0.027777777777777776,0.027777777777777776,0.01020408163265306,12.829090909090908,0.07794784580498866,0.9999999690359269,1.0,False
qwen,gemma,8,7,Q08_C,G07_B,36,4,0,40,0.0,0.0,0.0,0.0,0.5236363636363637,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_C,G07_C,36,54,5,85,0.058823529411764705,0.1388888888888889,0.1388888888888889,0.09259259259259259,7.069090909090909,0.7073045267489712,0.879299762118983,1.0,False
qwen,gemma,8,7,Q08_C,G07_D,36,26,3,59,0.05084745762711865,0.11538461538461539,0.08333333333333333,0.11538461538461539,3.403636363636364,0.8814102564102564,0.6928326867893673,1.0,False
qwen,gemma,8,7,Q08_C,G07_E,36,23,14,45,0.3111111111111111,0.6086956521739131,0.3888888888888889,0.6086956521739131,3.0109090909090908,4.649758454106281,1.267547503062701e-08,1.4196532034302252e-07,True
qwen,gemma,8,7,Q08_C,G07_F,36,21,13,44,0.29545454545454547,0.6190476190476191,0.3611111111111111,0.6190476190476191,2.749090909090909,4.728835978835979,3.815545891904608e-08,3.5611761657776337e-07,False
qwen,gemma,8,7,Q08_C,G07_G,36,49,0,85,0.0,0.0,0.0,0.0,6.414545454545454,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_D,G07_A,2,98,0,100,0.0,0.0,0.0,0.0,0.7127272727272728,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_D,G07_B,2,4,2,4,0.5,1.0,1.0,0.5,0.02909090909090909,68.75,0.000159256801592568,0.0011621967050813571,True
qwen,gemma,8,7,Q08_D,G07_C,2,54,0,56,0.0,0.0,0.0,0.0,0.3927272727272727,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_D,G07_D,2,26,0,28,0.0,0.0,0.0,0.0,0.1890909090909091,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_D,G07_E,2,23,0,25,0.0,0.0,0.0,0.0,0.16727272727272727,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_D,G07_F,2,21,0,23,0.0,0.0,0.0,0.0,0.15272727272727274,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_D,G07_G,2,49,0,51,0.0,0.0,0.0,0.0,0.3563636363636364,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_E,G07_A,77,98,71,104,0.6826923076923077,0.922077922077922,0.922077922077922,0.7244897959183674,27.44,2.587463556851312,1.1515041990587329e-35,3.3199300338329085e-34,True
qwen,gemma,8,7,Q08_E,G07_B,77,4,0,81,0.0,0.0,0.0,0.0,1.12,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_E,G07_C,77,54,6,125,0.048,0.1111111111111111,0.07792207792207792,0.1111111111111111,15.12,0.39682539682539686,0.9997583151649574,1.0,False
qwen,gemma,8,7,Q08_E,G07_D,77,26,0,103,0.0,0.0,0.0,0.0,7.28,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_E,G07_E,77,23,0,100,0.0,0.0,0.0,0.0,6.44,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_E,G07_F,77,21,0,98,0.0,0.0,0.0,0.0,5.88,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_E,G07_G,77,49,0,126,0.0,0.0,0.0,0.0,13.72,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_F,G07_A,3,98,0,101,0.0,0.0,0.0,0.0,1.069090909090909,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_F,G07_B,3,4,0,7,0.0,0.0,0.0,0.0,0.04363636363636364,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_F,G07_C,3,54,0,57,0.0,0.0,0.0,0.0,0.5890909090909091,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_F,G07_D,3,26,0,29,0.0,0.0,0.0,0.0,0.28363636363636363,0.0,1.0,1.0,False
qwen,gemma,8,7,Q08_F,G07_E,3,23,3,23,0.13043478260869565,1.0,1.0,0.13043478260869565,0.2509090909090909,11.956521739130434,0.0005165637282425604,0.0032141743090648204,True
qwen,gemma,8,7,Q08_F,G07_F,3,21,0,24,0.0,0.0,0.0,0.0,0.2290909090909091,0.0,1.0,1.0,False
