consensus_family_id,model,K,supporting_clusters,supporting_role_count,trait,mean_within_model_z,evidence_role
MFamily_A,qwen,6,Q06_E,102,contrarian,-0.8787006177672978,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,convergent,0.9348925334024005,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,cosmopolitan,0.7142270199253196,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,creative,-1.0222992194394962,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,critical,-0.5392975791276122,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,cruel,-0.6847565082115881,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,cryptic,-0.8920048799302254,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,curious,-0.7497177872945372,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,cynical,-0.3040053250623032,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,data_driven,1.0795656038026882,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,decisive,0.23469593566900207,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,deconstructionist,-0.6953685759189312,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,deferential,-0.1214056839231447,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,deontological,-0.5757091159084214,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,descriptive,1.036386263292276,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,detached,0.9913655990639966,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,deterministic,-0.3273988152982148,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,diplomatic,0.8959545915042898,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,disorganized,-0.9402225501094866,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,dispassionate,1.032991753829273,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,divergent,-0.2633792029387904,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,dogmatic,-0.7725049626385784,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,dominant,0.0573905537357567,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,dramatic,-1.024112724746609,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,earnest,0.44126791974384405,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,eclectic,-0.7537672539494429,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,edgy,-0.8778136435874679,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,educational,1.0197353387199328,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,efficient,-0.660380190565645,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,effusive,-1.0077979332218236,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,egalitarian,-0.6786789432375746,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,elitist,-0.16435654266688118,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,eloquent,-0.6360106855916149,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,emotional,-1.0504282775891178,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,empathetic,-0.8912193784158395,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,enigmatic,-0.9913024418237616,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,entertaining,-0.945526447560657,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,environmental,-0.7587584885435669,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,epicurean,-0.6294276350167062,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,erudite,0.504446554059028,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,esoteric,-0.04661745594366,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,essentialist,-0.1333110038919523,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,ethereal,-0.97182780803944,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,evil,-0.8847142303756651,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,existentialist,-0.9404053368823704,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,experiential,-0.2346718904378699,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,exploratory,0.611891004932903,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,extroverted,-0.7771439916736256,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,factual,1.096378507238278,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,fatalistic,-0.8324808921995941,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,flexible,0.31713295478985615,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,flippant,-0.8290745602140572,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,flirty,-1.0620670661529628,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,forgiving,-0.6304422555233054,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,formal,0.7570203869409685,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,formalist,1.0187473818781243,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,fundamentalist,-0.40720973368739566,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,futuristic,-0.2019845434735707,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,generalist,-0.8051699701038898,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,generous,0.2604306420253982,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,goofy,-0.8807683589919393,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,grandiose,-0.8190058459109264,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,gregarious,-0.6981619209715962,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,grounded,0.6935950888131105,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,hedonistic,-0.957520539283071,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,historical,-0.35823889703974,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,holistic,-0.1348547094286541,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,hostile,-0.7663034744019114,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,humanistic,-0.710849074875342,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,humble,-0.15843088188646534,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,iconoclastic,-0.7852401731607866,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,idealistic,-0.580454461830575,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,impatient,-0.8809863819279786,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,improvisational,-1.1103655440828977,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,impulsive,-0.9946835235259556,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,inclusive,-0.3871202610471628,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,independent,-0.7026590412267498,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,individualistic,-1.0409778486501409,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,innovative,-0.8229612204802769,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,inquisitive,-0.3068896074875851,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,inspirational,0.1553892385114722,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,interdisciplinary,-0.4615719589970687,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,introspective,-0.7578799264634073,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,introverted,0.2858347300902129,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,intuitive,-1.0956608557942271,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,ironic,-0.9186800152030564,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,irreverent,-0.8140408214599852,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,judgmental,-0.7671393677527649,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,libertarian,-1.0421632610845843,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,literal,1.0203070350355274,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,manic,-0.946664935521847,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,manipulative,-1.037960854753502,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,materialist,0.9891153274985842,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,meditative,-0.3433083558484344,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,melancholic,-0.8187175874434046,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,melodramatic,-0.9769840933420568,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,mercurial,-1.0043116714985376,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,metaphorical,-1.0528030258935477,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,methodical,1.0836383922912491,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,meticulous,0.8595701124624414,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,militant,-0.7997808534238844,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,misanthropic,-0.8228304241306955,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,mischievous,-0.9418783678068052,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,moderate,0.9205602936254945,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,mystical,-1.002979701863539,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,naive,-0.6789490193971028,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,narrative,-1.0740012509316033,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,neurotic,-0.865464658004482,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,nihilistic,-0.7794637887462533,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,nonchalant,-0.7827376893022161,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,nostalgic,-0.9588358904679591,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,nurturing,-0.16316306968094352,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,obsessive,-0.8851316014949102,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,open_ended,-0.7436866407167638,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,optimistic,-0.287556327670559,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,pacifist,-0.8706351530376001,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,paradoxical,-1.0379253515670497,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,paranoid,-0.6097122360161171,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,passionate,-1.041947625183247,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,passive_aggressive,-0.9205330130028322,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,patient,0.851247974311136,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,pedantic,0.6467830173772433,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,pensive,0.2609652838915034,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,perfectionist,0.7753208455422,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,pessimistic,-0.1278430226219462,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,petty,-0.9169798442389914,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,philosophical,-0.7936865854016224,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,playful,-0.9572110855782608,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,pluralist,0.3092246003369025,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,poetic,-1.0033996829429477,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,practical,-0.0436652771647404,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,prescriptive,0.8227564057522334,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,principled,0.058128505158951606,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,proactive,0.7437761050047502,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,problem_solving,0.9343998624824968,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,progressive,-0.530651940524491,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,provocative,-0.8739076057027465,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,qualitative,-1.0924743452425143,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,quantitative,1.0447126896089254,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,radical,-0.8292717634948187,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,rationalist,1.0612530136170066,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,reactive,-0.9915522687596796,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,rebellious,-0.9251164325512423,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,reductionist,0.7863729324821087,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,regulatory,1.0120435281891125,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,relativist,-0.959245559910725,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,reserved,1.0301680317689017,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,resilient,0.9506154843168992,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,reverent,0.11757155186073,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,rhetorical,-1.0440444608034265,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,risk_taking,-1.0075456796369826,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,ritualistic,0.4537392691320804,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,romantic,-1.0445877659688718,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,sarcastic,-0.8379370190786506,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,sardonic,-0.7817269256056256,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,sassy,-0.7577018264690869,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,savage,-0.7322430677986574,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,secular,0.9323083165265872,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,serene,0.249449956916027,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,serious,0.801283762251291,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,skeptical,0.39222230941207853,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,socratic,-0.902648039976079,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,solemn,0.636882168986943,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,specialized,0.5818113979744607,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,speculative,-1.0279093070231184,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,spiritual,-0.9456969631870984,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,spontaneous,-1.0795507409163851,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,stoic,0.888918146589204,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,strategic,0.9037992303413179,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,stream_of_consciousness,-1.0223409177027416,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,structuralist,0.9956999022995285,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,submissive,-0.5694733028903348,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,subversive,-0.9946610791073898,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,supportive,0.332148692967231,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,sycophantic,-1.0638702877711868,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,systems_thinker,-0.2490890596041501,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,tactful,0.555604210194143,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,technical,0.8184900751163187,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,temperamental,-0.9662772453013392,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,theatrical,-0.936281939692355,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,theoretical,0.1202508854252411,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,traditional,0.7086687919217971,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,transparent,1.0524640220693997,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,understated,0.5462516748338894,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,universalist,-0.6258694862794656,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,urgent,-0.4364004003576691,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,utilitarian,0.961879895469656,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,verbose,0.49900827134146725,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,vindictive,0.1484375704624186,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,visceral,-1.027438692652924,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,whimsical,-1.0260277627356358,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,witty,-0.9141116749199956,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,wry,-0.661863249494001,secondary same-activation-space description
MFamily_A,qwen,6,Q06_E,102,zealous,-1.057389745842551,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,absolutist,-0.7059565896397509,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,abstract,-0.1967165498125803,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,accessible,0.2580080058260131,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,accommodating,-0.7978443270185536,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,acerbic,-0.7021833760498309,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,adaptable,0.6927912337787797,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,adventurous,-0.7208721045190843,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,agreeable,0.629300151305546,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,altruistic,0.5213150750777353,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,analytical,0.9529327564513096,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,animated,-0.5466648144909961,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,anthropocentric,-0.7091792265243655,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,anxious,-0.5331443411318905,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,arrogant,-0.7501378330782454,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,artistic,-0.8283664341262443,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,ascetic,-0.45094768680854697,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,assertive,-0.6181769854552759,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,avoidant,-0.6458439127903323,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,benevolent,0.6513076427857739,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,big_picture,0.18953237917737942,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,bitter,-0.7850809319012164,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,blunt,-0.1045432436856874,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,bombastic,-0.4754092639395797,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,calculating,0.5424973598774568,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,callous,-0.5440699505298606,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,calm,0.7572145394732415,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,casual,-0.5119887062787446,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,cautious,0.6864006830774632,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,challenging,-0.1401414350512734,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,chaotic,-0.7121945450590017,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,charismatic,-0.0140602031127848,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,chill,0.2222363220271452,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,circumspect,0.36187156052255953,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,closure_seeking,0.312872288148762,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,collaborative,0.6844599828632536,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,collectivistic,0.4273323492871694,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,competitive,-0.7565486703445385,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,conceptual,-0.2218513798650626,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,conciliatory,0.7766505650513619,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,concise,-0.3438729698435088,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,condescending,-0.8073741103599457,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,confident,-0.5394994430187265,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,confrontational,-0.3457985306658186,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,conscientious,0.645129403532665,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,constructivist,-0.2707263050554812,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,contemporary,0.6481763962702943,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,contrarian,-0.6839375186551571,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,convergent,0.327998530807455,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,cosmopolitan,0.5153531899968494,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,creative,-0.5441097675810835,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,critical,-0.4572685618607512,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,cruel,-0.659699798074591,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,cryptic,-0.7038876996024837,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,curious,0.3640525403201155,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,cynical,-0.6158723335452494,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,data_driven,0.737541767478995,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,decisive,0.5017522391804222,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,deconstructionist,-0.2871574891605254,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,deferential,-0.2341907830640705,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,deontological,-0.4577131497288645,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,descriptive,0.7040891912281921,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,detached,0.768990077199683,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,deterministic,-0.7323065677633085,secondary same-activation-space description
MFamily_A,llama,9,L09_G,111,diplomatic,0.7881786788957502,secondary same-activation-space description
