model_a,model_b,K_a,K_b,profile_a,profile_b,valid_neighborhood_cells,supported_neighborhood_cells,persistence_score,persistence_tier,neighborhood_trace
llama,gemma,9,9,L09_B,G09_C,9,9,1.0,high,"8,8,L08_A,G08_C,1;8,9,L08_A,G09_C,1;8,10,L08_A,G10_B,1;9,8,L09_B,G08_C,1;9,9,L09_B,G09_C,1;9,10,L09_B,G10_B,1;10,8,L10_F,G08_C,1;10,9,L10_F,G09_C,1;10,10,L10_F,G10_B,1"
llama,gemma,9,9,L09_C,G09_H,9,9,1.0,high,"8,8,L08_G,G08_F,1;8,9,L08_G,G09_H,1;8,10,L08_G,G10_F,1;9,8,L09_C,G08_F,1;9,9,L09_C,G09_H,1;9,10,L09_C,G10_F,1;10,8,L10_A,G08_F,1;10,9,L10_A,G09_H,1;10,10,L10_A,G10_F,1"
llama,gemma,9,9,L09_F,G09_B,9,4,0.4444444444444444,isolated,"8,8,L08_B,G08_E,1;8,9,L08_B,G09_B,1;8,10,L08_B,G10_J,1;9,8,L09_F,G08_E,0;9,9,L09_F,G09_B,1;9,10,L09_F,G10_J,0;10,8,L10_C,G08_E,0;10,9,L10_C,G09_B,0;10,10,L10_C,G10_J,0"
llama,gemma,9,9,L09_G,G09_E,9,9,1.0,high,"8,8,L08_F,G08_D,1;8,9,L08_F,G09_E,1;8,10,L08_F,G10_A,1;9,8,L09_G,G08_D,1;9,9,L09_G,G09_E,1;9,10,L09_G,G10_A,1;10,8,L10_I,G08_D,1;10,9,L10_I,G09_E,1;10,10,L10_I,G10_A,1"
llama,gemma,9,9,L09_H,G09_F,9,5,0.5555555555555556,moderate,"8,8,L08_D,G08_H,1;8,9,L08_D,G09_F,1;8,10,L08_D,G10_E,0;9,8,L09_H,G08_H,1;9,9,L09_H,G09_F,1;9,10,L09_H,G10_E,1;10,8,L10_E,G08_H,0;10,9,L10_E,G09_F,0;10,10,L10_E,G10_E,0"
llama,gemma,9,9,L09_I,G09_A,9,9,1.0,high,"8,8,L08_H,G08_B,1;8,9,L08_H,G09_A,1;8,10,L08_H,G10_C,1;9,8,L09_I,G08_B,1;9,9,L09_I,G09_A,1;9,10,L09_I,G10_C,1;10,8,L10_D,G08_B,1;10,9,L10_D,G09_A,1;10,10,L10_D,G10_C,1"
llama,gemma,9,10,L09_A,G10_H,6,6,1.0,high,"8,9,L08_D,G09_I,1;8,10,L08_D,G10_H,1;9,9,L09_A,G09_I,1;9,10,L09_A,G10_H,1;10,9,L10_H,G09_I,1;10,10,L10_H,G10_H,1"
llama,gemma,9,10,L09_B,G10_B,6,6,1.0,high,"8,9,L08_A,G09_C,1;8,10,L08_A,G10_B,1;9,9,L09_B,G09_C,1;9,10,L09_B,G10_B,1;10,9,L10_F,G09_C,1;10,10,L10_F,G10_B,1"
llama,gemma,9,10,L09_B,G10_G,6,1,0.16666666666666666,isolated,"8,9,L08_A,G09_G,0;8,10,L08_A,G10_G,0;9,9,L09_B,G09_G,0;9,10,L09_B,G10_G,1;10,9,L10_F,G09_G,0;10,10,L10_F,G10_G,0"
llama,gemma,9,10,L09_C,G10_F,6,6,1.0,high,"8,9,L08_G,G09_H,1;8,10,L08_G,G10_F,1;9,9,L09_C,G09_H,1;9,10,L09_C,G10_F,1;10,9,L10_A,G09_H,1;10,10,L10_A,G10_F,1"
llama,gemma,9,10,L09_D,G10_I,6,3,0.5,moderate,"8,9,L08_C,G09_I,0;8,10,L08_C,G10_I,1;9,9,L09_D,G09_I,0;9,10,L09_D,G10_I,1;10,9,L10_J,G09_I,0;10,10,L10_J,G10_I,1"
llama,gemma,9,10,L09_E,G10_J,6,4,0.6666666666666666,moderate,"8,9,L08_B,G09_B,1;8,10,L08_B,G10_J,1;9,9,L09_E,G09_B,0;9,10,L09_E,G10_J,1;10,9,L10_A,G09_B,0;10,10,L10_A,G10_J,1"
llama,gemma,9,10,L09_G,G10_A,6,6,1.0,high,"8,9,L08_F,G09_E,1;8,10,L08_F,G10_A,1;9,9,L09_G,G09_E,1;9,10,L09_G,G10_A,1;10,9,L10_I,G09_E,1;10,10,L10_I,G10_A,1"
llama,gemma,9,10,L09_H,G10_E,6,3,0.5,moderate,"8,9,L08_D,G09_F,1;8,10,L08_D,G10_E,0;9,9,L09_H,G09_F,1;9,10,L09_H,G10_E,1;10,9,L10_E,G09_F,0;10,10,L10_E,G10_E,0"
llama,gemma,9,10,L09_I,G10_C,6,6,1.0,high,"8,9,L08_H,G09_A,1;8,10,L08_H,G10_C,1;9,9,L09_I,G09_A,1;9,10,L09_I,G10_C,1;10,9,L10_D,G09_A,1;10,10,L10_D,G10_C,1"
llama,gemma,10,4,L10_A,G04_C,4,4,1.0,high,"9,4,L09_C,G04_C,1;9,5,L09_C,G05_D,1;10,4,L10_A,G04_C,1;10,5,L10_A,G05_D,1"
llama,gemma,10,4,L10_B,G04_A,4,1,0.25,isolated,"9,4,L09_H,G04_A,0;9,5,L09_H,G05_C,0;10,4,L10_B,G04_A,1;10,5,L10_B,G05_C,0"
llama,gemma,10,4,L10_C,G04_A,4,4,1.0,high,"9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1;10,4,L10_C,G04_A,1;10,5,L10_C,G05_C,1"
llama,gemma,10,4,L10_D,G04_B,4,4,1.0,high,"9,4,L09_I,G04_B,1;9,5,L09_I,G05_A,1;10,4,L10_D,G04_B,1;10,5,L10_D,G05_A,1"
llama,gemma,10,4,L10_F,G04_A,4,4,1.0,high,"9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1;10,4,L10_F,G04_A,1;10,5,L10_F,G05_C,1"
llama,gemma,10,4,L10_H,G04_C,4,4,1.0,high,"9,4,L09_A,G04_C,1;9,5,L09_A,G05_D,1;10,4,L10_H,G04_C,1;10,5,L10_H,G05_D,1"
llama,gemma,10,4,L10_I,G04_D,4,4,1.0,high,"9,4,L09_G,G04_D,1;9,5,L09_G,G05_E,1;10,4,L10_I,G04_D,1;10,5,L10_I,G05_E,1"
llama,gemma,10,5,L10_A,G05_D,6,4,0.6666666666666666,moderate,"9,4,L09_C,G04_C,1;9,5,L09_C,G05_D,1;9,6,L09_C,G06_D,0;10,4,L10_A,G04_C,1;10,5,L10_A,G05_D,1;10,6,L10_A,G06_D,0"
llama,gemma,10,5,L10_C,G05_C,6,6,1.0,high,"9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1;9,6,L09_B,G06_E,1;10,4,L10_C,G04_A,1;10,5,L10_C,G05_C,1;10,6,L10_C,G06_E,1"
llama,gemma,10,5,L10_D,G05_A,6,6,1.0,high,"9,4,L09_I,G04_B,1;9,5,L09_I,G05_A,1;9,6,L09_I,G06_A,1;10,4,L10_D,G04_B,1;10,5,L10_D,G05_A,1;10,6,L10_D,G06_A,1"
llama,gemma,10,5,L10_E,G05_B,6,4,0.6666666666666666,moderate,"9,4,L09_H,G04_C,0;9,5,L09_H,G05_B,1;9,6,L09_H,G06_B,1;10,4,L10_E,G04_C,0;10,5,L10_E,G05_B,1;10,6,L10_E,G06_B,1"
llama,gemma,10,5,L10_F,G05_C,6,6,1.0,high,"9,4,L09_B,G04_A,1;9,5,L09_B,G05_C,1;9,6,L09_B,G06_E,1;10,4,L10_F,G04_A,1;10,5,L10_F,G05_C,1;10,6,L10_F,G06_E,1"
llama,gemma,10,5,L10_H,G05_D,6,6,1.0,high,"9,4,L09_A,G04_C,1;9,5,L09_A,G05_D,1;9,6,L09_A,G06_D,1;10,4,L10_H,G04_C,1;10,5,L10_H,G05_D,1;10,6,L10_H,G06_D,1"
llama,gemma,10,5,L10_I,G05_E,6,6,1.0,high,"9,4,L09_G,G04_D,1;9,5,L09_G,G05_E,1;9,6,L09_G,G06_F,1;10,4,L10_I,G04_D,1;10,5,L10_I,G05_E,1;10,6,L10_I,G06_F,1"
llama,gemma,10,5,L10_J,G05_D,6,5,0.8333333333333334,high,"9,4,L09_D,G04_C,1;9,5,L09_D,G05_D,1;9,6,L09_D,G06_D,1;10,4,L10_J,G04_C,0;10,5,L10_J,G05_D,1;10,6,L10_J,G06_D,1"
llama,gemma,10,6,L10_A,G06_C,6,5,0.8333333333333334,high,"9,5,L09_C,G05_D,1;9,6,L09_C,G06_C,1;9,7,L09_C,G07_D,0;10,5,L10_A,G05_D,1;10,6,L10_A,G06_C,1;10,7,L10_A,G07_D,1"
llama,gemma,10,6,L10_C,G06_E,6,6,1.0,high,"9,5,L09_B,G05_C,1;9,6,L09_B,G06_E,1;9,7,L09_B,G07_G,1;10,5,L10_C,G05_C,1;10,6,L10_C,G06_E,1;10,7,L10_C,G07_G,1"
llama,gemma,10,6,L10_D,G06_A,6,6,1.0,high,"9,5,L09_I,G05_A,1;9,6,L09_I,G06_A,1;9,7,L09_I,G07_B,1;10,5,L10_D,G05_A,1;10,6,L10_D,G06_A,1;10,7,L10_D,G07_B,1"
llama,gemma,10,6,L10_E,G06_B,6,6,1.0,high,"9,5,L09_H,G05_B,1;9,6,L09_H,G06_B,1;9,7,L09_H,G07_C,1;10,5,L10_E,G05_B,1;10,6,L10_E,G06_B,1;10,7,L10_E,G07_C,1"
llama,gemma,10,6,L10_F,G06_E,6,6,1.0,high,"9,5,L09_B,G05_C,1;9,6,L09_B,G06_E,1;9,7,L09_B,G07_G,1;10,5,L10_F,G05_C,1;10,6,L10_F,G06_E,1;10,7,L10_F,G07_G,1"
llama,gemma,10,6,L10_H,G06_D,6,6,1.0,high,"9,5,L09_A,G05_D,1;9,6,L09_A,G06_D,1;9,7,L09_A,G07_E,1;10,5,L10_H,G05_D,1;10,6,L10_H,G06_D,1;10,7,L10_H,G07_E,1"
llama,gemma,10,6,L10_I,G06_F,6,6,1.0,high,"9,5,L09_G,G05_E,1;9,6,L09_G,G06_F,1;9,7,L09_G,G07_A,1;10,5,L10_I,G05_E,1;10,6,L10_I,G06_F,1;10,7,L10_I,G07_A,1"
llama,gemma,10,6,L10_J,G06_D,6,6,1.0,high,"9,5,L09_D,G05_D,1;9,6,L09_D,G06_D,1;9,7,L09_D,G07_E,1;10,5,L10_J,G05_D,1;10,6,L10_J,G06_D,1;10,7,L10_J,G07_E,1"
llama,gemma,10,7,L10_A,G07_D,6,3,0.5,moderate,"9,6,L09_C,G06_C,1;9,7,L09_C,G07_D,0;9,8,L09_C,G08_E,0;10,6,L10_A,G06_C,1;10,7,L10_A,G07_D,1;10,8,L10_A,G08_E,0"
llama,gemma,10,7,L10_C,G07_G,6,6,1.0,high,"9,6,L09_B,G06_E,1;9,7,L09_B,G07_G,1;9,8,L09_B,G08_G,1;10,6,L10_C,G06_E,1;10,7,L10_C,G07_G,1;10,8,L10_C,G08_G,1"
llama,gemma,10,7,L10_D,G07_B,6,6,1.0,high,"9,6,L09_I,G06_A,1;9,7,L09_I,G07_B,1;9,8,L09_I,G08_B,1;10,6,L10_D,G06_A,1;10,7,L10_D,G07_B,1;10,8,L10_D,G08_B,1"
llama,gemma,10,7,L10_E,G07_C,6,5,0.8333333333333334,high,"9,6,L09_H,G06_B,1;9,7,L09_H,G07_C,1;9,8,L09_H,G08_H,1;10,6,L10_E,G06_B,1;10,7,L10_E,G07_C,1;10,8,L10_E,G08_H,0"
llama,gemma,10,7,L10_F,G07_G,6,5,0.8333333333333334,high,"9,6,L09_B,G06_E,1;9,7,L09_B,G07_G,1;9,8,L09_B,G08_G,1;10,6,L10_F,G06_E,1;10,7,L10_F,G07_G,1;10,8,L10_F,G08_G,0"
llama,gemma,10,7,L10_H,G07_E,6,4,0.6666666666666666,moderate,"9,6,L09_A,G06_D,1;9,7,L09_A,G07_E,1;9,8,L09_A,G08_A,0;10,6,L10_H,G06_D,1;10,7,L10_H,G07_E,1;10,8,L10_H,G08_A,0"
llama,gemma,10,7,L10_I,G07_A,6,6,1.0,high,"9,6,L09_G,G06_F,1;9,7,L09_G,G07_A,1;9,8,L09_G,G08_D,1;10,6,L10_I,G06_F,1;10,7,L10_I,G07_A,1;10,8,L10_I,G08_D,1"
llama,gemma,10,7,L10_J,G07_E,6,6,1.0,high,"9,6,L09_D,G06_D,1;9,7,L09_D,G07_E,1;9,8,L09_D,G08_A,1;10,6,L10_J,G06_D,1;10,7,L10_J,G07_E,1;10,8,L10_J,G08_A,1"
llama,gemma,10,8,L10_A,G08_F,6,5,0.8333333333333334,high,"9,7,L09_C,G07_F,1;9,8,L09_C,G08_F,1;9,9,L09_C,G09_H,1;10,7,L10_A,G07_F,0;10,8,L10_A,G08_F,1;10,9,L10_A,G09_H,1"
llama,gemma,10,8,L10_B,G08_G,6,2,0.3333333333333333,isolated,"9,7,L09_H,G07_G,0;9,8,L09_H,G08_G,0;9,9,L09_H,G09_G,0;10,7,L10_B,G07_G,0;10,8,L10_B,G08_G,1;10,9,L10_B,G09_G,1"
llama,gemma,10,8,L10_C,G08_G,6,5,0.8333333333333334,high,"9,7,L09_B,G07_G,1;9,8,L09_B,G08_G,1;9,9,L09_B,G09_G,0;10,7,L10_C,G07_G,1;10,8,L10_C,G08_G,1;10,9,L10_C,G09_G,1"
llama,gemma,10,8,L10_D,G08_B,6,6,1.0,high,"9,7,L09_I,G07_B,1;9,8,L09_I,G08_B,1;9,9,L09_I,G09_A,1;10,7,L10_D,G07_B,1;10,8,L10_D,G08_B,1;10,9,L10_D,G09_A,1"
llama,gemma,10,8,L10_F,G08_C,6,6,1.0,high,"9,7,L09_B,G07_G,1;9,8,L09_B,G08_C,1;9,9,L09_B,G09_C,1;10,7,L10_F,G07_G,1;10,8,L10_F,G08_C,1;10,9,L10_F,G09_C,1"
llama,gemma,10,8,L10_I,G08_D,6,6,1.0,high,"9,7,L09_G,G07_A,1;9,8,L09_G,G08_D,1;9,9,L09_G,G09_E,1;10,7,L10_I,G07_A,1;10,8,L10_I,G08_D,1;10,9,L10_I,G09_E,1"
llama,gemma,10,8,L10_J,G08_A,6,4,0.6666666666666666,moderate,"9,7,L09_D,G07_E,1;9,8,L09_D,G08_A,1;9,9,L09_D,G09_I,0;10,7,L10_J,G07_E,1;10,8,L10_J,G08_A,1;10,9,L10_J,G09_I,0"
llama,gemma,10,9,L10_A,G09_H,6,6,1.0,high,"9,8,L09_C,G08_F,1;9,9,L09_C,G09_H,1;9,10,L09_C,G10_F,1;10,8,L10_A,G08_F,1;10,9,L10_A,G09_H,1;10,10,L10_A,G10_F,1"
llama,gemma,10,9,L10_B,G09_G,6,2,0.3333333333333333,isolated,"9,8,L09_H,G08_G,0;9,9,L09_H,G09_G,0;9,10,L09_H,G10_G,0;10,8,L10_B,G08_G,1;10,9,L10_B,G09_G,1;10,10,L10_B,G10_G,0"
llama,gemma,10,9,L10_C,G09_G,6,5,0.8333333333333334,high,"9,8,L09_B,G08_G,1;9,9,L09_B,G09_G,0;9,10,L09_B,G10_G,1;10,8,L10_C,G08_G,1;10,9,L10_C,G09_G,1;10,10,L10_C,G10_G,1"
llama,gemma,10,9,L10_D,G09_A,6,6,1.0,high,"9,8,L09_I,G08_B,1;9,9,L09_I,G09_A,1;9,10,L09_I,G10_C,1;10,8,L10_D,G08_B,1;10,9,L10_D,G09_A,1;10,10,L10_D,G10_C,1"
llama,gemma,10,9,L10_F,G09_C,6,6,1.0,high,"9,8,L09_B,G08_C,1;9,9,L09_B,G09_C,1;9,10,L09_B,G10_B,1;10,8,L10_F,G08_C,1;10,9,L10_F,G09_C,1;10,10,L10_F,G10_B,1"
llama,gemma,10,9,L10_H,G09_I,6,4,0.6666666666666666,moderate,"9,8,L09_A,G08_A,0;9,9,L09_A,G09_I,1;9,10,L09_A,G10_H,1;10,8,L10_H,G08_A,0;10,9,L10_H,G09_I,1;10,10,L10_H,G10_H,1"
llama,gemma,10,9,L10_I,G09_E,6,6,1.0,high,"9,8,L09_G,G08_D,1;9,9,L09_G,G09_E,1;9,10,L09_G,G10_A,1;10,8,L10_I,G08_D,1;10,9,L10_I,G09_E,1;10,10,L10_I,G10_A,1"
llama,gemma,10,10,L10_A,G10_F,4,4,1.0,high,"9,9,L09_C,G09_H,1;9,10,L09_C,G10_F,1;10,9,L10_A,G09_H,1;10,10,L10_A,G10_F,1"
llama,gemma,10,10,L10_A,G10_J,4,1,0.25,isolated,"9,9,L09_C,G09_B,0;9,10,L09_C,G10_J,0;10,9,L10_A,G09_B,0;10,10,L10_A,G10_J,1"
llama,gemma,10,10,L10_C,G10_G,4,3,0.75,high,"9,9,L09_B,G09_G,0;9,10,L09_B,G10_G,1;10,9,L10_C,G09_G,1;10,10,L10_C,G10_G,1"
llama,gemma,10,10,L10_D,G10_C,4,4,1.0,high,"9,9,L09_I,G09_A,1;9,10,L09_I,G10_C,1;10,9,L10_D,G09_A,1;10,10,L10_D,G10_C,1"
llama,gemma,10,10,L10_F,G10_B,4,4,1.0,high,"9,9,L09_B,G09_C,1;9,10,L09_B,G10_B,1;10,9,L10_F,G09_C,1;10,10,L10_F,G10_B,1"
llama,gemma,10,10,L10_H,G10_H,4,4,1.0,high,"9,9,L09_A,G09_I,1;9,10,L09_A,G10_H,1;10,9,L10_H,G09_I,1;10,10,L10_H,G10_H,1"
llama,gemma,10,10,L10_I,G10_A,4,4,1.0,high,"9,9,L09_G,G09_E,1;9,10,L09_G,G10_A,1;10,9,L10_I,G09_E,1;10,10,L10_I,G10_A,1"
llama,gemma,10,10,L10_J,G10_I,4,2,0.5,moderate,"9,9,L09_D,G09_I,0;9,10,L09_D,G10_I,1;10,9,L10_J,G09_I,0;10,10,L10_J,G10_I,1"
qwen,gemma,4,4,Q04_A,G04_C,4,2,0.5,moderate,"4,4,Q04_A,G04_C,1;4,5,Q04_A,G05_D,0;5,4,Q05_A,G04_C,1;5,5,Q05_A,G05_D,0"
qwen,gemma,4,4,Q04_B,G04_D,4,4,1.0,high,"4,4,Q04_B,G04_D,1;4,5,Q04_B,G05_E,1;5,4,Q05_B,G04_D,1;5,5,Q05_B,G05_E,1"
qwen,gemma,4,4,Q04_C,G04_C,4,4,1.0,high,"4,4,Q04_C,G04_C,1;4,5,Q04_C,G05_D,1;5,4,Q05_E,G04_C,1;5,5,Q05_E,G05_D,1"
qwen,gemma,4,4,Q04_D,G04_A,4,4,1.0,high,"4,4,Q04_D,G04_A,1;4,5,Q04_D,G05_C,1;5,4,Q05_C,G04_A,1;5,5,Q05_C,G05_C,1"
qwen,gemma,4,5,Q04_B,G05_E,6,6,1.0,high,"4,4,Q04_B,G04_D,1;4,5,Q04_B,G05_E,1;4,6,Q04_B,G06_F,1;5,4,Q05_B,G04_D,1;5,5,Q05_B,G05_E,1;5,6,Q05_B,G06_F,1"
qwen,gemma,4,5,Q04_C,G05_D,6,6,1.0,high,"4,4,Q04_C,G04_C,1;4,5,Q04_C,G05_D,1;4,6,Q04_C,G06_D,1;5,4,Q05_E,G04_C,1;5,5,Q05_E,G05_D,1;5,6,Q05_E,G06_D,1"
qwen,gemma,4,5,Q04_D,G05_C,6,6,1.0,high,"4,4,Q04_D,G04_A,1;4,5,Q04_D,G05_C,1;4,6,Q04_D,G06_E,1;5,4,Q05_C,G04_A,1;5,5,Q05_C,G05_C,1;5,6,Q05_C,G06_E,1"
qwen,gemma,4,6,Q04_A,G06_C,6,4,0.6666666666666666,moderate,"4,5,Q04_A,G05_D,0;4,6,Q04_A,G06_C,1;4,7,Q04_A,G07_D,1;5,5,Q05_A,G05_D,0;5,6,Q05_A,G06_C,1;5,7,Q05_A,G07_D,1"
qwen,gemma,4,6,Q04_B,G06_F,6,6,1.0,high,"4,5,Q04_B,G05_E,1;4,6,Q04_B,G06_F,1;4,7,Q04_B,G07_A,1;5,5,Q05_B,G05_E,1;5,6,Q05_B,G06_F,1;5,7,Q05_B,G07_A,1"
qwen,gemma,4,6,Q04_C,G06_D,6,6,1.0,high,"4,5,Q04_C,G05_D,1;4,6,Q04_C,G06_D,1;4,7,Q04_C,G07_E,1;5,5,Q05_E,G05_D,1;5,6,Q05_E,G06_D,1;5,7,Q05_E,G07_E,1"
qwen,gemma,4,6,Q04_D,G06_E,6,6,1.0,high,"4,5,Q04_D,G05_C,1;4,6,Q04_D,G06_E,1;4,7,Q04_D,G07_G,1;5,5,Q05_C,G05_C,1;5,6,Q05_C,G06_E,1;5,7,Q05_C,G07_G,1"
qwen,gemma,4,7,Q04_A,G07_D,6,6,1.0,high,"4,6,Q04_A,G06_C,1;4,7,Q04_A,G07_D,1;4,8,Q04_A,G08_E,1;5,6,Q05_A,G06_C,1;5,7,Q05_A,G07_D,1;5,8,Q05_A,G08_E,1"
qwen,gemma,4,7,Q04_B,G07_A,6,6,1.0,high,"4,6,Q04_B,G06_F,1;4,7,Q04_B,G07_A,1;4,8,Q04_B,G08_D,1;5,6,Q05_B,G06_F,1;5,7,Q05_B,G07_A,1;5,8,Q05_B,G08_D,1"
qwen,gemma,4,7,Q04_C,G07_E,6,6,1.0,high,"4,6,Q04_C,G06_D,1;4,7,Q04_C,G07_E,1;4,8,Q04_C,G08_A,1;5,6,Q05_E,G06_D,1;5,7,Q05_E,G07_E,1;5,8,Q05_E,G08_A,1"
qwen,gemma,4,7,Q04_D,G07_G,6,6,1.0,high,"4,6,Q04_D,G06_E,1;4,7,Q04_D,G07_G,1;4,8,Q04_D,G08_G,1;5,6,Q05_C,G06_E,1;5,7,Q05_C,G07_G,1;5,8,Q05_C,G08_G,1"
qwen,gemma,4,8,Q04_A,G08_E,6,6,1.0,high,"4,7,Q04_A,G07_D,1;4,8,Q04_A,G08_E,1;4,9,Q04_A,G09_B,1;5,7,Q05_A,G07_D,1;5,8,Q05_A,G08_E,1;5,9,Q05_A,G09_B,1"
qwen,gemma,4,8,Q04_A,G08_F,6,3,0.5,moderate,"4,7,Q04_A,G07_F,0;4,8,Q04_A,G08_F,1;4,9,Q04_A,G09_H,1;5,7,Q05_A,G07_F,0;5,8,Q05_A,G08_F,0;5,9,Q05_A,G09_H,1"
qwen,gemma,4,8,Q04_B,G08_D,6,6,1.0,high,"4,7,Q04_B,G07_A,1;4,8,Q04_B,G08_D,1;4,9,Q04_B,G09_E,1;5,7,Q05_B,G07_A,1;5,8,Q05_B,G08_D,1;5,9,Q05_B,G09_E,1"
qwen,gemma,4,8,Q04_C,G08_A,6,6,1.0,high,"4,7,Q04_C,G07_E,1;4,8,Q04_C,G08_A,1;4,9,Q04_C,G09_I,1;5,7,Q05_E,G07_E,1;5,8,Q05_E,G08_A,1;5,9,Q05_E,G09_I,1"
qwen,gemma,4,8,Q04_C,G08_H,6,1,0.16666666666666666,isolated,"4,7,Q04_C,G07_C,0;4,8,Q04_C,G08_H,1;4,9,Q04_C,G09_F,0;5,7,Q05_E,G07_C,0;5,8,Q05_E,G08_H,0;5,9,Q05_E,G09_F,0"
qwen,gemma,4,8,Q04_D,G08_C,6,6,1.0,high,"4,7,Q04_D,G07_G,1;4,8,Q04_D,G08_C,1;4,9,Q04_D,G09_C,1;5,7,Q05_C,G07_G,1;5,8,Q05_C,G08_C,1;5,9,Q05_C,G09_C,1"
qwen,gemma,4,8,Q04_D,G08_G,6,6,1.0,high,"4,7,Q04_D,G07_G,1;4,8,Q04_D,G08_G,1;4,9,Q04_D,G09_G,1;5,7,Q05_C,G07_G,1;5,8,Q05_C,G08_G,1;5,9,Q05_C,G09_G,1"
qwen,gemma,4,9,Q04_A,G09_B,6,6,1.0,high,"4,8,Q04_A,G08_E,1;4,9,Q04_A,G09_B,1;4,10,Q04_A,G10_J,1;5,8,Q05_A,G08_E,1;5,9,Q05_A,G09_B,1;5,10,Q05_A,G10_J,1"
qwen,gemma,4,9,Q04_A,G09_H,6,3,0.5,moderate,"4,8,Q04_A,G08_F,1;4,9,Q04_A,G09_H,1;4,10,Q04_A,G10_F,0;5,8,Q05_A,G08_F,0;5,9,Q05_A,G09_H,1;5,10,Q05_A,G10_F,0"
qwen,gemma,4,9,Q04_B,G09_E,6,6,1.0,high,"4,8,Q04_B,G08_D,1;4,9,Q04_B,G09_E,1;4,10,Q04_B,G10_A,1;5,8,Q05_B,G08_D,1;5,9,Q05_B,G09_E,1;5,10,Q05_B,G10_A,1"
qwen,gemma,4,9,Q04_C,G09_I,6,6,1.0,high,"4,8,Q04_C,G08_A,1;4,9,Q04_C,G09_I,1;4,10,Q04_C,G10_H,1;5,8,Q05_E,G08_A,1;5,9,Q05_E,G09_I,1;5,10,Q05_E,G10_H,1"
qwen,gemma,4,9,Q04_D,G09_C,6,6,1.0,high,"4,8,Q04_D,G08_C,1;4,9,Q04_D,G09_C,1;4,10,Q04_D,G10_B,1;5,8,Q05_C,G08_C,1;5,9,Q05_C,G09_C,1;5,10,Q05_C,G10_B,1"
qwen,gemma,4,9,Q04_D,G09_G,6,6,1.0,high,"4,8,Q04_D,G08_G,1;4,9,Q04_D,G09_G,1;4,10,Q04_D,G10_G,1;5,8,Q05_C,G08_G,1;5,9,Q05_C,G09_G,1;5,10,Q05_C,G10_G,1"
qwen,gemma,4,10,Q04_A,G10_J,4,4,1.0,high,"4,9,Q04_A,G09_B,1;4,10,Q04_A,G10_J,1;5,9,Q05_A,G09_B,1;5,10,Q05_A,G10_J,1"
qwen,gemma,4,10,Q04_B,G10_A,4,4,1.0,high,"4,9,Q04_B,G09_E,1;4,10,Q04_B,G10_A,1;5,9,Q05_B,G09_E,1;5,10,Q05_B,G10_A,1"
qwen,gemma,4,10,Q04_B,G10_E,4,1,0.25,isolated,"4,9,Q04_B,G09_F,0;4,10,Q04_B,G10_E,1;5,9,Q05_B,G09_F,0;5,10,Q05_B,G10_E,0"
qwen,gemma,4,10,Q04_C,G10_H,4,4,1.0,high,"4,9,Q04_C,G09_I,1;4,10,Q04_C,G10_H,1;5,9,Q05_E,G09_I,1;5,10,Q05_E,G10_H,1"
qwen,gemma,4,10,Q04_D,G10_B,4,4,1.0,high,"4,9,Q04_D,G09_C,1;4,10,Q04_D,G10_B,1;5,9,Q05_C,G09_C,1;5,10,Q05_C,G10_B,1"
qwen,gemma,4,10,Q04_D,G10_G,4,4,1.0,high,"4,9,Q04_D,G09_G,1;4,10,Q04_D,G10_G,1;5,9,Q05_C,G09_G,1;5,10,Q05_C,G10_G,1"
qwen,gemma,5,4,Q05_A,G04_C,6,3,0.5,moderate,"4,4,Q04_A,G04_C,1;4,5,Q04_A,G05_D,0;5,4,Q05_A,G04_C,1;5,5,Q05_A,G05_D,0;6,4,Q06_A,G04_C,1;6,5,Q06_A,G05_D,0"
qwen,gemma,5,4,Q05_B,G04_D,6,6,1.0,high,"4,4,Q04_B,G04_D,1;4,5,Q04_B,G05_E,1;5,4,Q05_B,G04_D,1;5,5,Q05_B,G05_E,1;6,4,Q06_E,G04_D,1;6,5,Q06_E,G05_E,1"
qwen,gemma,5,4,Q05_C,G04_A,6,6,1.0,high,"4,4,Q04_D,G04_A,1;4,5,Q04_D,G05_C,1;5,4,Q05_C,G04_A,1;5,5,Q05_C,G05_C,1;6,4,Q06_D,G04_A,1;6,5,Q06_D,G05_C,1"
qwen,gemma,5,4,Q05_E,G04_C,6,6,1.0,high,"4,4,Q04_C,G04_C,1;4,5,Q04_C,G05_D,1;5,4,Q05_E,G04_C,1;5,5,Q05_E,G05_D,1;6,4,Q06_F,G04_C,1;6,5,Q06_F,G05_D,1"
qwen,gemma,5,5,Q05_B,G05_E,9,9,1.0,high,"4,4,Q04_B,G04_D,1;4,5,Q04_B,G05_E,1;4,6,Q04_B,G06_F,1;5,4,Q05_B,G04_D,1;5,5,Q05_B,G05_E,1;5,6,Q05_B,G06_F,1;6,4,Q06_E,G04_D,1;6,5,Q06_E,G05_E,1;6,6,Q06_E,G06_F,1"
