model_a,model_b,K_a,K_b,profile_a,profile_b,size_a,size_b,intersection_count,union_count,jaccard,overlap_coefficient,p_b_given_a,p_a_given_b,expected_overlap,enrichment_ratio,hypergeom_p,hypergeom_q,strong_edge,valid_neighborhood_cells,supported_neighborhood_cells,persistence_score,persistence_tier,neighborhood_trace
qwen,llama,6,9,Q06_B,L09_H,42,41,26,57,0.45614035087719296,0.6341463414634146,0.6190476190476191,0.6341463414634146,6.261818181818182,4.152148664343787,2.0358034362201803e-15,2.7483346388972435e-14,True,9,4,0.4444444444444444,isolated,"5,8,Q05_D,L08_D,1;5,9,Q05_D,L09_H,1;5,10,Q05_D,L10_E,0;6,8,Q06_B,L08_D,0;6,9,Q06_B,L09_H,1;6,10,Q06_B,L10_E,0;7,8,Q07_E,L08_D,0;7,9,Q07_E,L09_H,1;7,10,Q07_E,L10_E,0"
qwen,llama,6,9,Q06_C,L09_D,7,7,5,9,0.5555555555555556,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.1781818181818182,28.06122448979592,3.4470640564153406e-08,3.102357650773807e-07,True,9,9,1.0,high,"5,8,Q05_E,L08_C,1;5,9,Q05_E,L09_D,1;5,10,Q05_E,L10_J,1;6,8,Q06_C,L08_C,1;6,9,Q06_C,L09_D,1;6,10,Q06_C,L10_J,1;7,8,Q07_A,L08_C,1;7,9,Q07_A,L09_D,1;7,10,Q07_A,L10_J,1"
qwen,llama,6,9,Q06_D,L09_B,53,39,36,56,0.6428571428571429,0.9230769230769231,0.6792452830188679,0.9230769230769231,7.516363636363637,4.78955007256894,1.4848524159609647e-28,4.009101523094605e-27,True,9,9,1.0,high,"5,8,Q05_C,L08_A,1;5,9,Q05_C,L09_B,1;5,10,Q05_C,L10_F,1;6,8,Q06_D,L08_A,1;6,9,Q06_D,L09_B,1;6,10,Q06_D,L10_F,1;7,8,Q07_D,L08_A,1;7,9,Q07_D,L09_B,1;7,10,Q07_D,L10_F,1"
qwen,llama,6,9,Q06_E,L09_G,102,111,102,111,0.918918918918919,1.0,1.0,0.918918918918919,41.17090909090909,2.4774774774774775,1.7759636834763344e-65,9.590203890772205e-64,True,9,9,1.0,high,"5,8,Q05_B,L08_F,1;5,9,Q05_B,L09_G,1;5,10,Q05_B,L10_I,1;6,8,Q06_E,L08_F,1;6,9,Q06_E,L09_G,1;6,10,Q06_E,L10_I,1;7,8,Q07_B,L08_F,1;7,9,Q07_B,L09_G,1;7,10,Q07_B,L10_I,1"
qwen,llama,6,9,Q06_F,L09_A,42,31,27,46,0.5869565217391305,0.8709677419354839,0.6428571428571429,0.8709677419354839,4.734545454545454,5.702764976958526,1.36472085236896e-22,2.456497534264128e-21,True,9,8,0.8888888888888888,high,"5,8,Q05_E,L08_D,0;5,9,Q05_E,L09_A,1;5,10,Q05_E,L10_H,1;6,8,Q06_F,L08_D,1;6,9,Q06_F,L09_A,1;6,10,Q06_F,L10_H,1;7,8,Q07_F,L08_D,1;7,9,Q07_F,L09_A,1;7,10,Q07_F,L10_H,1"
qwen,llama,6,10,Q06_A,L10_A,29,26,20,35,0.5714285714285714,0.7692307692307693,0.6896551724137931,0.7692307692307693,2.7418181818181817,7.294429708222812,1.5127304254598345e-18,2.2690956381897518e-17,True,6,3,0.5,moderate,"5,9,Q05_A,L09_C,0;5,10,Q05_A,L10_A,1;6,9,Q06_A,L09_C,0;6,10,Q06_A,L10_A,1;7,9,Q07_C,L09_C,0;7,10,Q07_C,L10_A,1"
qwen,llama,6,10,Q06_C,L10_D,7,2,2,7,0.2857142857142857,1.0,0.2857142857142857,1.0,0.05090909090909091,39.285714285714285,0.0005573988055739881,0.0037159920371599205,True,6,1,0.16666666666666666,isolated,"5,9,Q05_E,L09_I,0;5,10,Q05_E,L10_D,0;6,9,Q06_C,L09_I,0;6,10,Q06_C,L10_D,1;7,9,Q07_A,L09_I,0;7,10,Q07_A,L10_D,0"
qwen,llama,6,10,Q06_C,L10_J,7,6,5,8,0.625,0.8333333333333334,0.7142857142857143,0.8333333333333334,0.15272727272727274,32.738095238095234,9.910111802028101e-09,1.1892134162433721e-07,True,6,6,1.0,high,"5,9,Q05_E,L09_D,1;5,10,Q05_E,L10_J,1;6,9,Q06_C,L09_D,1;6,10,Q06_C,L10_J,1;7,9,Q07_A,L09_D,1;7,10,Q07_A,L10_J,1"
qwen,llama,6,10,Q06_D,L10_C,53,9,9,53,0.16981132075471697,1.0,0.16981132075471697,1.0,1.7345454545454546,5.188679245283018,2.0406978941064536e-07,2.040697894106454e-06,True,6,6,1.0,high,"5,9,Q05_C,L09_B,1;5,10,Q05_C,L10_C,1;6,9,Q06_D,L09_B,1;6,10,Q06_D,L10_C,1;7,9,Q07_D,L09_B,1;7,10,Q07_D,L10_C,1"
qwen,llama,6,10,Q06_D,L10_F,53,24,24,53,0.4528301886792453,1.0,0.4528301886792453,1.0,4.625454545454545,5.188679245283019,3.883733249767667e-20,7.767466499535335e-19,True,6,6,1.0,high,"5,9,Q05_C,L09_B,1;5,10,Q05_C,L10_F,1;6,9,Q06_D,L09_B,1;6,10,Q06_D,L10_F,1;7,9,Q07_D,L09_B,1;7,10,Q07_D,L10_F,1"
qwen,llama,6,10,Q06_E,L10_I,102,115,102,115,0.8869565217391304,1.0,1.0,0.8869565217391304,42.654545454545456,2.391304347826087,1.7171805274859143e-61,1.0303083164915485e-59,True,6,6,1.0,high,"5,9,Q05_B,L09_G,1;5,10,Q05_B,L10_I,1;6,9,Q06_E,L09_G,1;6,10,Q06_E,L10_I,1;7,9,Q07_B,L09_G,1;7,10,Q07_B,L10_I,1"
qwen,llama,6,10,Q06_F,L10_H,42,29,27,44,0.6136363636363636,0.9310344827586207,0.6428571428571429,0.9310344827586207,4.429090909090909,6.096059113300493,1.9881812492114906e-24,5.964543747634472e-23,True,6,6,1.0,high,"5,9,Q05_E,L09_A,1;5,10,Q05_E,L10_H,1;6,9,Q06_F,L09_A,1;6,10,Q06_F,L10_H,1;7,9,Q07_F,L09_A,1;7,10,Q07_F,L10_H,1"
qwen,llama,7,4,Q07_A,L04_C,8,63,8,63,0.12698412698412698,1.0,1.0,0.12698412698412698,1.8327272727272728,4.365079365079365,5.2907991541176685e-06,2.1163196616470674e-05,True,6,3,0.5,moderate,"6,4,Q06_C,L04_C,0;6,5,Q06_C,L05_C,1;7,4,Q07_A,L04_C,1;7,5,Q07_A,L05_C,1;8,4,Q08_F,L04_C,0;8,5,Q08_F,L05_C,0"
qwen,llama,7,4,Q07_B,L04_B,93,152,93,152,0.6118421052631579,1.0,1.0,0.6118421052631579,51.403636363636366,1.8092105263157894,6.194632824312076e-33,8.672485954036906e-32,True,6,6,1.0,high,"6,4,Q06_E,L04_B,1;6,5,Q06_E,L05_A,1;7,4,Q07_B,L04_B,1;7,5,Q07_B,L05_A,1;8,4,Q08_E,L04_B,1;8,5,Q08_E,L05_A,1"
qwen,llama,7,4,Q07_C,L04_C,28,63,21,70,0.3,0.75,0.75,0.3333333333333333,6.414545454545454,3.273809523809524,6.443586180848424e-10,4.5105103265938965e-09,True,6,3,0.5,moderate,"6,4,Q06_A,L04_C,1;6,5,Q06_A,L05_C,0;7,4,Q07_C,L04_C,1;7,5,Q07_C,L05_C,0;8,4,Q08_A,L04_C,1;8,5,Q08_A,L05_C,0"
qwen,llama,7,4,Q07_D,L04_A,55,57,51,61,0.8360655737704918,0.9272727272727272,0.9272727272727272,0.8947368421052632,11.4,4.473684210526316,9.555421519223024e-44,2.6755180253824464e-42,True,6,6,1.0,high,"6,4,Q06_D,L04_A,1;6,5,Q06_D,L05_B,1;7,4,Q07_D,L04_A,1;7,5,Q07_D,L05_B,1;8,4,Q08_B,L04_A,1;8,5,Q08_B,L05_B,1"
qwen,llama,7,4,Q07_E,L04_B,45,152,40,157,0.25477707006369427,0.8888888888888888,0.8888888888888888,0.2631578947368421,24.87272727272727,1.6081871345029242,1.8187511721247687e-07,1.0185006563898705e-06,True,6,2,0.3333333333333333,isolated,"6,4,Q06_B,L04_B,1;6,5,Q06_B,L05_A,0;7,4,Q07_E,L04_B,1;7,5,Q07_E,L05_A,0;8,4,Q08_G,L04_B,0;8,5,Q08_G,L05_A,0"
qwen,llama,7,4,Q07_F,L04_C,43,63,29,77,0.37662337662337664,0.6744186046511628,0.6744186046511628,0.4603174603174603,9.850909090909092,2.943890734588409,5.6185187039687175e-12,5.243950790370803e-11,True,6,6,1.0,high,"6,4,Q06_F,L04_C,1;6,5,Q06_F,L05_C,1;7,4,Q07_F,L04_C,1;7,5,Q07_F,L05_C,1;8,4,Q08_C,L04_C,1;8,5,Q08_C,L05_C,1"
qwen,llama,7,4,Q07_G,L04_D,3,3,3,3,1.0,1.0,1.0,1.0,0.03272727272727273,91.66666666666666,2.916791237959121e-07,1.361169244380923e-06,True,6,6,1.0,high,"6,4,Q06_C,L04_D,1;6,5,Q06_C,L05_E,1;7,4,Q07_G,L04_D,1;7,5,Q07_G,L05_E,1;8,4,Q08_D,L04_D,1;8,5,Q08_D,L05_E,1"
qwen,llama,7,5,Q07_A,L05_C,8,42,8,42,0.19047619047619047,1.0,1.0,0.19047619047619047,1.221818181818182,6.5476190476190474,1.612421849326496e-07,1.410869118160684e-06,True,9,6,0.6666666666666666,moderate,"6,4,Q06_C,L04_C,0;6,5,Q06_C,L05_C,1;6,6,Q06_C,L06_C,1;7,4,Q07_A,L04_C,1;7,5,Q07_A,L05_C,1;7,6,Q07_A,L06_C,1;8,4,Q08_F,L04_C,0;8,5,Q08_F,L05_C,0;8,6,Q08_F,L06_C,1"
qwen,llama,7,5,Q07_B,L05_A,93,120,93,120,0.775,1.0,1.0,0.775,40.58181818181818,2.291666666666667,4.0247256223330365e-49,1.4086539678165628e-47,True,9,9,1.0,high,"6,4,Q06_E,L04_B,1;6,5,Q06_E,L05_A,1;6,6,Q06_E,L06_D,1;7,4,Q07_B,L04_B,1;7,5,Q07_B,L05_A,1;7,6,Q07_B,L06_D,1;8,4,Q08_E,L04_B,1;8,5,Q08_E,L05_A,1;8,6,Q08_E,L06_D,1"
qwen,llama,7,5,Q07_D,L05_B,55,47,44,58,0.7586206896551724,0.9361702127659575,0.8,0.9361702127659575,9.4,4.680851063829787,7.925921634007483e-37,1.3870362859513095e-35,True,9,9,1.0,high,"6,4,Q06_D,L04_A,1;6,5,Q06_D,L05_B,1;6,6,Q06_D,L06_A,1;7,4,Q07_D,L04_A,1;7,5,Q07_D,L05_B,1;7,6,Q07_D,L06_A,1;8,4,Q08_B,L04_A,1;8,5,Q08_B,L05_B,1;8,6,Q08_B,L06_A,1"
qwen,llama,7,5,Q07_F,L05_C,43,42,21,64,0.328125,0.5,0.4883720930232558,0.5,6.567272727272727,3.197674418604651,5.7260636603011415e-09,6.680407603684665e-08,True,9,9,1.0,high,"6,4,Q06_F,L04_C,1;6,5,Q06_F,L05_C,1;6,6,Q06_F,L06_C,1;7,4,Q07_F,L04_C,1;7,5,Q07_F,L05_C,1;7,6,Q07_F,L06_C,1;8,4,Q08_C,L04_C,1;8,5,Q08_C,L05_C,1;8,6,Q08_C,L06_C,1"
qwen,llama,7,5,Q07_G,L05_E,3,3,3,3,1.0,1.0,1.0,1.0,0.03272727272727273,91.66666666666666,2.916791237959121e-07,2.0417538665713845e-06,True,9,9,1.0,high,"6,4,Q06_C,L04_D,1;6,5,Q06_C,L05_E,1;6,6,Q06_C,L06_F,1;7,4,Q07_G,L04_D,1;7,5,Q07_G,L05_E,1;7,6,Q07_G,L06_F,1;8,4,Q08_D,L04_D,1;8,5,Q08_D,L05_E,1;8,6,Q08_D,L06_F,1"
qwen,llama,7,6,Q07_A,L06_C,8,28,7,29,0.2413793103448276,0.875,0.875,0.25,0.8145454545454546,8.59375,4.037755698948598e-07,2.8264289892640187e-06,True,9,8,0.8888888888888888,high,"6,5,Q06_C,L05_C,1;6,6,Q06_C,L06_C,1;6,7,Q06_C,L07_B,1;7,5,Q07_A,L05_C,1;7,6,Q07_A,L06_C,1;7,7,Q07_A,L07_B,1;8,5,Q08_F,L05_C,0;8,6,Q08_F,L06_C,1;8,7,Q08_F,L07_B,1"
qwen,llama,7,6,Q07_B,L06_D,93,124,93,124,0.75,1.0,1.0,0.75,41.93454545454546,2.217741935483871,1.199966987739947e-46,5.039861348507777e-45,True,9,9,1.0,high,"6,5,Q06_E,L05_A,1;6,6,Q06_E,L06_D,1;6,7,Q06_E,L07_C,1;7,5,Q07_B,L05_A,1;7,6,Q07_B,L06_D,1;7,7,Q07_B,L07_C,1;8,5,Q08_E,L05_A,1;8,6,Q08_E,L06_D,1;8,7,Q08_E,L07_C,1"
qwen,llama,7,6,Q07_C,L06_B,28,22,17,33,0.5151515151515151,0.7727272727272727,0.6071428571428571,0.7727272727272727,2.24,7.5892857142857135,9.207778906371897e-16,1.2890890468920657e-14,True,9,6,0.6666666666666666,moderate,"6,5,Q06_A,L05_C,0;6,6,Q06_A,L06_B,1;6,7,Q06_A,L07_E,1;7,5,Q07_C,L05_C,0;7,6,Q07_C,L06_B,1;7,7,Q07_C,L07_E,1;8,5,Q08_A,L05_C,0;8,6,Q08_A,L06_B,1;8,7,Q08_A,L07_E,1"
qwen,llama,7,6,Q07_D,L06_A,55,40,38,57,0.6666666666666666,0.95,0.6909090909090909,0.95,8.0,4.75,7.1027777184815795e-31,1.4915833208811318e-29,True,9,9,1.0,high,"6,5,Q06_D,L05_B,1;6,6,Q06_D,L06_A,1;6,7,Q06_D,L07_F,1;7,5,Q07_D,L05_B,1;7,6,Q07_D,L06_A,1;7,7,Q07_D,L07_F,1;8,5,Q08_B,L05_B,1;8,6,Q08_B,L06_A,1;8,7,Q08_B,L07_F,1"
qwen,llama,7,6,Q07_F,L06_C,43,28,20,51,0.39215686274509803,0.7142857142857143,0.46511627906976744,0.7142857142857143,4.378181818181818,4.568106312292359,1.1635085075864067e-12,1.221683932965727e-11,True,9,6,0.6666666666666666,moderate,"6,5,Q06_F,L05_C,1;6,6,Q06_F,L06_C,1;6,7,Q06_F,L07_B,0;7,5,Q07_F,L05_C,1;7,6,Q07_F,L06_C,1;7,7,Q07_F,L07_B,0;8,5,Q08_C,L05_C,1;8,6,Q08_C,L06_C,1;8,7,Q08_C,L07_B,0"
qwen,llama,7,6,Q07_G,L06_F,3,3,3,3,1.0,1.0,1.0,1.0,0.03272727272727273,91.66666666666666,2.916791237959121e-07,2.450104639885662e-06,True,9,9,1.0,high,"6,5,Q06_C,L05_E,1;6,6,Q06_C,L06_F,1;6,7,Q06_C,L07_G,1;7,5,Q07_G,L05_E,1;7,6,Q07_G,L06_F,1;7,7,Q07_G,L07_G,1;8,5,Q08_D,L05_E,1;8,6,Q08_D,L06_F,1;8,7,Q08_D,L07_G,1"
qwen,llama,7,7,Q07_A,L07_B,8,18,7,19,0.3684210526315789,0.875,0.875,0.3888888888888889,0.5236363636363637,13.368055555555555,1.123287282745104e-08,1.100821537090202e-07,True,9,9,1.0,high,"6,6,Q06_C,L06_C,1;6,7,Q06_C,L07_B,1;6,8,Q06_C,L08_C,1;7,6,Q07_A,L06_C,1;7,7,Q07_A,L07_B,1;7,8,Q07_A,L08_C,1;8,6,Q08_F,L06_C,1;8,7,Q08_F,L07_B,1;8,8,Q08_F,L08_C,1"
qwen,llama,7,7,Q07_B,L07_C,93,118,93,118,0.788135593220339,1.0,1.0,0.788135593220339,39.905454545454546,2.330508474576271,1.9785415874494339e-50,9.694853778502226e-49,True,9,9,1.0,high,"6,6,Q06_E,L06_D,1;6,7,Q06_E,L07_C,1;6,8,Q06_E,L08_F,1;7,6,Q07_B,L06_D,1;7,7,Q07_B,L07_C,1;7,8,Q07_B,L08_F,1;8,6,Q08_E,L06_D,1;8,7,Q08_E,L07_C,1;8,8,Q08_E,L08_F,1"
qwen,llama,7,7,Q07_C,L07_D,28,19,11,36,0.3055555555555556,0.5789473684210527,0.39285714285714285,0.5789473684210527,1.9345454545454546,5.68609022556391,7.129921605432499e-08,5.822769311103207e-07,True,9,1,0.1111111111111111,isolated,"6,6,Q06_A,L06_E,0;6,7,Q06_A,L07_D,0;6,8,Q06_A,L08_B,0;7,6,Q07_C,L06_E,0;7,7,Q07_C,L07_D,1;7,8,Q07_C,L08_B,0;8,6,Q08_A,L06_E,0;8,7,Q08_A,L07_D,0;8,8,Q08_A,L08_B,0"
qwen,llama,7,7,Q07_C,L07_E,28,19,15,32,0.46875,0.7894736842105263,0.5357142857142857,0.7894736842105263,1.9345454545454546,7.75375939849624,5.932355661094813e-14,7.267135684841146e-13,True,9,9,1.0,high,"6,6,Q06_A,L06_B,1;6,7,Q06_A,L07_E,1;6,8,Q06_A,L08_G,1;7,6,Q07_C,L06_B,1;7,7,Q07_C,L07_E,1;7,8,Q07_C,L08_G,1;8,6,Q08_A,L06_B,1;8,7,Q08_A,L07_E,1;8,8,Q08_A,L08_G,1"
qwen,llama,7,7,Q07_D,L07_F,55,45,42,58,0.7241379310344828,0.9333333333333333,0.7636363636363637,0.9333333333333333,9.0,4.666666666666667,2.343689971170416e-34,5.7420404293675184e-33,True,9,9,1.0,high,"6,6,Q06_D,L06_A,1;6,7,Q06_D,L07_F,1;6,8,Q06_D,L08_A,1;7,6,Q07_D,L06_A,1;7,7,Q07_D,L07_F,1;7,8,Q07_D,L08_A,1;8,6,Q08_B,L06_A,1;8,7,Q08_B,L07_F,1;8,8,Q08_B,L08_A,1"
qwen,llama,7,7,Q07_F,L07_A,43,53,31,65,0.47692307692307695,0.7209302325581395,0.7209302325581395,0.5849056603773585,8.287272727272727,3.7406757349714788,2.6453056568551548e-17,4.3206659061967525e-16,True,9,6,0.6666666666666666,moderate,"6,6,Q06_F,L06_E,0;6,7,Q06_F,L07_A,1;6,8,Q06_F,L08_D,1;7,6,Q07_F,L06_E,0;7,7,Q07_F,L07_A,1;7,8,Q07_F,L08_D,1;8,6,Q08_C,L06_E,0;8,7,Q08_C,L07_A,1;8,8,Q08_C,L08_D,1"
qwen,llama,7,7,Q07_G,L07_G,3,3,3,3,1.0,1.0,1.0,1.0,0.03272727272727273,91.66666666666666,2.916791237959121e-07,2.041753866571385e-06,True,9,9,1.0,high,"6,6,Q06_C,L06_F,1;6,7,Q06_C,L07_G,1;6,8,Q06_C,L08_H,1;7,6,Q07_G,L06_F,1;7,7,Q07_G,L07_G,1;7,8,Q07_G,L08_H,1;8,6,Q08_D,L06_F,1;8,7,Q08_D,L07_G,1;8,8,Q08_D,L08_H,1"
qwen,llama,7,8,Q07_A,L08_C,8,11,7,12,0.5833333333333334,0.875,0.875,0.6363636363636364,0.32,21.875,1.192408883528084e-10,1.6693724369393175e-09,True,9,9,1.0,high,"6,7,Q06_C,L07_B,1;6,8,Q06_C,L08_C,1;6,9,Q06_C,L09_D,1;7,7,Q07_A,L07_B,1;7,8,Q07_A,L08_C,1;7,9,Q07_A,L09_D,1;8,7,Q08_F,L07_B,1;8,8,Q08_F,L08_C,1;8,9,Q08_F,L09_D,1"
qwen,llama,7,8,Q07_B,L08_F,93,121,93,121,0.768595041322314,1.0,1.0,0.768595041322314,40.92,2.2727272727272725,1.7392564296510625e-48,9.73983600604595e-47,True,9,9,1.0,high,"6,7,Q06_E,L07_C,1;6,8,Q06_E,L08_F,1;6,9,Q06_E,L09_G,1;7,7,Q07_B,L07_C,1;7,8,Q07_B,L08_F,1;7,9,Q07_B,L09_G,1;8,7,Q08_E,L07_C,1;8,8,Q08_E,L08_F,1;8,9,Q08_E,L09_G,1"
qwen,llama,7,8,Q07_C,L08_G,28,17,12,33,0.36363636363636365,0.7058823529411765,0.42857142857142855,0.7058823529411765,1.730909090909091,6.932773109243698,4.596945321880337e-10,5.148578760505978e-09,True,9,6,0.6666666666666666,moderate,"6,7,Q06_A,L07_E,1;6,8,Q06_A,L08_G,1;6,9,Q06_A,L09_C,0;7,7,Q07_C,L07_E,1;7,8,Q07_C,L08_G,1;7,9,Q07_C,L09_C,0;8,7,Q08_A,L07_E,1;8,8,Q08_A,L08_G,1;8,9,Q08_A,L09_C,0"
qwen,llama,7,8,Q07_D,L08_A,55,40,40,55,0.7272727272727273,1.0,0.7272727272727273,1.0,8.0,5.0,5.120438939393255e-36,1.4337229030301114e-34,True,9,9,1.0,high,"6,7,Q06_D,L07_F,1;6,8,Q06_D,L08_A,1;6,9,Q06_D,L09_B,1;7,7,Q07_D,L07_F,1;7,8,Q07_D,L08_A,1;7,9,Q07_D,L09_B,1;8,7,Q08_B,L07_F,1;8,8,Q08_B,L08_A,1;8,9,Q08_B,L09_B,1"
qwen,llama,7,8,Q07_F,L08_D,43,50,34,59,0.576271186440678,0.7906976744186046,0.7906976744186046,0.68,7.818181818181818,4.348837209302325,4.322216878848292e-23,8.068138173850145e-22,True,9,9,1.0,high,"6,7,Q06_F,L07_A,1;6,8,Q06_F,L08_D,1;6,9,Q06_F,L09_A,1;7,7,Q07_F,L07_A,1;7,8,Q07_F,L08_D,1;7,9,Q07_F,L09_A,1;8,7,Q08_C,L07_A,1;8,8,Q08_C,L08_D,1;8,9,Q08_C,L09_A,1"
qwen,llama,7,8,Q07_G,L08_H,3,3,3,3,1.0,1.0,1.0,1.0,0.03272727272727273,91.66666666666666,2.916791237959121e-07,2.722338488761846e-06,True,9,8,0.8888888888888888,high,"6,7,Q06_C,L07_G,1;6,8,Q06_C,L08_H,1;6,9,Q06_C,L09_I,0;7,7,Q07_G,L07_G,1;7,8,Q07_G,L08_H,1;7,9,Q07_G,L09_I,1;8,7,Q08_D,L07_G,1;8,8,Q08_D,L08_H,1;8,9,Q08_D,L09_I,1"
qwen,llama,7,9,Q07_A,L09_D,8,7,7,8,0.875,1.0,0.875,1.0,0.20363636363636364,34.375,3.66117409389387e-13,4.552598072195774e-12,True,9,9,1.0,high,"6,8,Q06_C,L08_C,1;6,9,Q06_C,L09_D,1;6,10,Q06_C,L10_J,1;7,8,Q07_A,L08_C,1;7,9,Q07_A,L09_D,1;7,10,Q07_A,L10_J,1;8,8,Q08_F,L08_C,1;8,9,Q08_F,L09_D,1;8,10,Q08_F,L10_J,1"
qwen,llama,7,9,Q07_B,L09_G,93,111,93,111,0.8378378378378378,1.0,1.0,0.8378378378378378,37.53818181818182,2.4774774774774775,1.8039513692372224e-55,1.1364893626194502e-53,True,9,9,1.0,high,"6,8,Q06_E,L08_F,1;6,9,Q06_E,L09_G,1;6,10,Q06_E,L10_I,1;7,8,Q07_B,L08_F,1;7,9,Q07_B,L09_G,1;7,10,Q07_B,L10_I,1;8,8,Q08_E,L08_F,1;8,9,Q08_E,L09_G,1;8,10,Q08_E,L10_I,1"
qwen,llama,7,9,Q07_C,L09_E,28,29,19,38,0.5,0.6785714285714286,0.6785714285714286,0.6551724137931034,2.9527272727272726,6.434729064039409,1.0116390049767692e-15,1.5933314328384116e-14,True,9,6,0.6666666666666666,moderate,"6,8,Q06_A,L08_B,0;6,9,Q06_A,L09_E,1;6,10,Q06_A,L10_A,1;7,8,Q07_C,L08_B,0;7,9,Q07_C,L09_E,1;7,10,Q07_C,L10_A,1;8,8,Q08_A,L08_B,0;8,9,Q08_A,L09_E,1;8,10,Q08_A,L10_A,1"
qwen,llama,7,9,Q07_D,L09_B,55,39,38,56,0.6785714285714286,0.9743589743589743,0.6909090909090909,0.9743589743589743,7.8,4.871794871794872,3.819418235523331e-32,1.2031167441898493e-30,True,9,9,1.0,high,"6,8,Q06_D,L08_A,1;6,9,Q06_D,L09_B,1;6,10,Q06_D,L10_F,1;7,8,Q07_D,L08_A,1;7,9,Q07_D,L09_B,1;7,10,Q07_D,L10_F,1;8,8,Q08_B,L08_A,1;8,9,Q08_B,L09_B,1;8,10,Q08_B,L10_F,1"
qwen,llama,7,9,Q07_E,L09_H,45,41,25,61,0.4098360655737705,0.6097560975609756,0.5555555555555556,0.6097560975609756,6.709090909090909,3.7262872628726287,4.335807687805499e-13,4.552598072195774e-12,True,9,4,0.4444444444444444,isolated,"6,8,Q06_B,L08_D,0;6,9,Q06_B,L09_H,1;6,10,Q06_B,L10_E,0;7,8,Q07_E,L08_D,0;7,9,Q07_E,L09_H,1;7,10,Q07_E,L10_E,0;8,8,Q08_G,L08_D,0;8,9,Q08_G,L09_H,1;8,10,Q08_G,L10_E,1"
qwen,llama,7,9,Q07_F,L09_A,43,31,28,46,0.6086956521739131,0.9032258064516129,0.6511627906976745,0.9032258064516129,4.847272727272728,5.7764441110277565,3.588703421218035e-24,7.536277184557873e-23,True,9,9,1.0,high,"6,8,Q06_F,L08_D,1;6,9,Q06_F,L09_A,1;6,10,Q06_F,L10_H,1;7,8,Q07_F,L08_D,1;7,9,Q07_F,L09_A,1;7,10,Q07_F,L10_H,1;8,8,Q08_C,L08_D,1;8,9,Q08_C,L09_A,1;8,10,Q08_C,L10_H,1"
qwen,llama,7,9,Q07_G,L09_I,3,3,3,3,1.0,1.0,1.0,1.0,0.03272727272727273,91.66666666666666,2.916791237959121e-07,2.6251121141632086e-06,True,9,8,0.8888888888888888,high,"6,8,Q06_C,L08_H,1;6,9,Q06_C,L09_I,0;6,10,Q06_C,L10_D,1;7,8,Q07_G,L08_H,1;7,9,Q07_G,L09_I,1;7,10,Q07_G,L10_D,1;8,8,Q08_D,L08_H,1;8,9,Q08_D,L09_I,1;8,10,Q08_D,L10_D,1"
qwen,llama,7,10,Q07_A,L10_J,8,6,6,8,0.75,1.0,0.75,1.0,0.17454545454545456,34.375,4.924279156287255e-11,6.893990818802158e-10,True,6,6,1.0,high,"6,9,Q06_C,L09_D,1;6,10,Q06_C,L10_J,1;7,9,Q07_A,L09_D,1;7,10,Q07_A,L10_J,1;8,9,Q08_F,L09_D,1;8,10,Q08_F,L10_J,1"
qwen,llama,7,10,Q07_B,L10_I,93,115,93,115,0.808695652173913,1.0,1.0,0.808695652173913,38.89090909090909,2.391304347826087,1.7048980395081968e-52,1.1934286276557379e-50,True,6,6,1.0,high,"6,9,Q06_E,L09_G,1;6,10,Q06_E,L10_I,1;7,9,Q07_B,L09_G,1;7,10,Q07_B,L10_I,1;8,9,Q08_E,L09_G,1;8,10,Q08_E,L10_I,1"
qwen,llama,7,10,Q07_C,L10_A,28,26,18,36,0.5,0.6923076923076923,0.6428571428571429,0.6923076923076923,2.6472727272727274,6.799450549450549,2.1128823541069117e-15,3.697544119687095e-14,True,6,3,0.5,moderate,"6,9,Q06_A,L09_C,0;6,10,Q06_A,L10_A,1;7,9,Q07_C,L09_C,0;7,10,Q07_C,L10_A,1;8,9,Q08_A,L09_C,0;8,10,Q08_A,L10_A,1"
qwen,llama,7,10,Q07_D,L10_C,55,9,9,55,0.16363636363636364,1.0,0.16363636363636364,1.0,1.8,5.0,2.9279578480657816e-07,3.415950822743412e-06,True,6,6,1.0,high,"6,9,Q06_D,L09_B,1;6,10,Q06_D,L10_C,1;7,9,Q07_D,L09_B,1;7,10,Q07_D,L10_C,1;8,9,Q08_B,L09_B,1;8,10,Q08_B,L10_C,1"
qwen,llama,7,10,Q07_D,L10_F,55,24,24,55,0.43636363636363634,1.0,0.43636363636363634,1.0,4.8,5.0,1.2402890055709649e-19,2.8940076796655845e-18,True,6,6,1.0,high,"6,9,Q06_D,L09_B,1;6,10,Q06_D,L10_F,1;7,9,Q07_D,L09_B,1;7,10,Q07_D,L10_F,1;8,9,Q08_B,L09_B,1;8,10,Q08_B,L10_F,1"
qwen,llama,7,10,Q07_F,L10_H,43,29,27,45,0.6,0.9310344827586207,0.627906976744186,0.9310344827586207,4.534545454545454,5.954290296712109,5.299116016429693e-24,1.8546906057503924e-22,True,6,6,1.0,high,"6,9,Q06_F,L09_A,1;6,10,Q06_F,L10_H,1;7,9,Q07_F,L09_A,1;7,10,Q07_F,L10_H,1;8,9,Q08_C,L09_A,1;8,10,Q08_C,L10_H,1"
