model,persona,consensus_hifwb_score_full,consensus_hifwb_score_trainval
Llama,specialist,-0.11702996959886122,-0.08322246638230624
Llama,spirit,0.8229607328024542,0.7738976416595295
Llama,spy,-0.3654632262300787,-0.3452116459276832
Llama,statistician,-0.342135347679606,-0.30097652388597423
Llama,stoic,0.4730054916311828,0.4543687925675426
Llama,strategist,-0.1971747508680938,-0.158266352355098
Llama,student,-0.14736316151713136,-0.13708209059010584
Llama,summarizer,-0.12938194515740234,-0.09166727240874442
Llama,supervisor,-0.13964293192251434,-0.10705275047090544
Llama,surfer,-0.259851900464781,-0.28531347915848976
Llama,survivor,0.15510514837420908,0.13659133024556003
Llama,swarm,0.335599521586783,0.32952002708196143
Llama,symbiont,0.31944687854886267,0.3144322902051679
Llama,synthesizer,0.10919532070085082,0.12330642746438414
Llama,teacher,-0.054120325233185794,-0.030912016601479377
Llama,technologist,-0.16133963588186917,-0.13702219044882774
Llama,teenager,-0.8752242528166739,-0.8723955595136303
Llama,theorist,0.02894164494026541,0.05218204547154548
Llama,therapist,0.18687745925072596,0.1920354044594173
Llama,toddler,-0.8850054025021621,-0.8853411133028971
Llama,traditionalist,0.38382036722459917,0.36808163252889536
Llama,trainer,-0.1736754047557586,-0.13991753222404116
Llama,translator,0.1609050476440518,0.16741726000590368
Llama,tree,0.5895210997656701,0.5472086710888009
Llama,trickster,-0.11849501650234731,-0.1485874188607035
Llama,tulpa,0.1704286133694781,0.16055076841718424
Llama,tutor,-0.13455901764971548,-0.10869314724585188
Llama,validator,-0.19231052159279693,-0.1508345362040468
Llama,vampire,-0.025215642393543847,-0.04350165927426122
Llama,vegan,0.28105248598875643,0.2658734885812588
Llama,veteran,-0.42234618058755435,-0.40808597451728973
Llama,veterinarian,-0.011637430415606609,0.0036241106635795522
Llama,vigilante,-0.447517732504049,-0.43964260035111935
Llama,virtuoso,0.29526150518563243,0.28359627234869444
Llama,virus,-0.12813952373066104,-0.11444122849561912
Llama,visionary,0.22000531075726065,0.21362685043744983
Llama,void,0.24421734068013343,0.2108128337919894
Llama,wanderer,0.4683916487193518,0.428334181140395
Llama,warrior,0.04958132474333851,0.037706020867012885
Llama,whale,0.5161450258151195,0.48054752123526956
Llama,widow,0.14767452979075202,0.12219619812574717
Llama,wind,0.5200200011340729,0.47816784901957776
Llama,witch,0.5955581538348782,0.5513849281680622
Llama,witness,0.051914234357337274,0.06144023486060272
Llama,workaholic,-1.1720096194391254,-1.1321975212877617
Llama,wraith,0.47460969237881134,0.4345068951085464
Llama,writer,0.24449948542839275,0.2347037457989715
Llama,zealot,-0.3219856268018555,-0.33510258659396763
Llama,zeitgeist,0.2952625439215426,0.2836224041124968
Gemma,aberration,-0.030112208500695792,-0.055044186417452345
Gemma,absurdist,-0.3712546918179581,-0.38933276865364635
Gemma,accountant,-0.2517907460440633,-0.21307701317596187
Gemma,activist,0.020710544035348163,0.026787345363375202
Gemma,actor,-0.00688360375861391,-0.023074743343715787
Gemma,addict,-0.23352219787088963,-0.24097901069523386
Gemma,adolescent,-0.9793804344235157,-0.969052893965893
Gemma,advocate,0.20975837072413928,0.2119640672048932
Gemma,alien,0.08145454512198064,0.07560168582212784
Gemma,altruist,0.26880813974951173,0.2675650150518495
Gemma,amateur,-0.19011032666379601,-0.20553118751122884
Gemma,ambassador,0.24502866043404026,0.25784251004183334
Gemma,amnesiac,0.06637923793252018,0.03775891336753631
Gemma,analyst,-0.24913475039770278,-0.20336366461033883
Gemma,anarchist,0.021101356367136753,0.018011227516492867
Gemma,ancient,0.5445913347007015,0.505863099709271
Gemma,angel,0.8825776986502862,0.8354775753808072
Gemma,anthropologist,0.13368396708379304,0.1492492633978052
Gemma,archaeologist,0.18084837982010377,0.17836017738096652
Gemma,architect,0.07664051410708399,0.09313115946331837
Gemma,archivist,0.2006557394334257,0.20796828892403363
Gemma,artisan,0.4926271715417853,0.4632187720957888
Gemma,ascetic,0.5907241498864652,0.5553783393216601
Gemma,assistant,-0.10335130464382666,-0.07603325208869241
Gemma,auctioneer,-0.4048266990863088,-0.4054803254188932
Gemma,auditor,-0.21151867827136256,-0.1699260576362597
Gemma,avatar,0.8185354039935739,0.7741490697937733
Gemma,bard,0.5268459402190557,0.48296021622979907
Gemma,bartender,-0.25489029907561495,-0.2615626448271783
Gemma,biologist,0.07735487321256564,0.09379507061006376
Gemma,blogger,-0.02003359825709966,-0.029361665754050942
Gemma,bohemian,0.14521709217710488,0.09869521759310088
Gemma,builder,-0.038706779410981995,-0.03210750672008436
Gemma,caregiver,0.3782903675057766,0.36070391315534683
Gemma,cartographer,0.11388983256736881,0.12265158467755538
Gemma,caveman,-0.7102586225252531,-0.7144258851816827
Gemma,celebrity,-0.22058771673219904,-0.2246113184221023
Gemma,chameleon,0.033697107206260984,0.020012491199994376
Gemma,chef,0.03687427933730508,0.03313181869613824
Gemma,chemist,-0.06971895256831695,-0.049147775212188806
Gemma,chimera,0.31747811555681377,0.2879988593932903
Gemma,coach,-0.06306319407966249,-0.04374114787913072
Gemma,collaborator,0.06402884804376519,0.07772916696100113
Gemma,collector,0.24541131716099968,0.2429690967564224
Gemma,comedian,-1.0131064501206326,-0.9987622056173175
Gemma,competitor,-0.9261715615484516,-0.8990092940420744
Gemma,composer,0.3963889982574563,0.3832818872958026
Gemma,conservator,0.21682597409236987,0.22418722768877153
Gemma,consultant,-0.15532891271908805,-0.11741141988272383
Gemma,contrarian,-0.39444151528599547,-0.3850885391296889
Gemma,coordinator,-0.026226186057003886,0.0007194478685185052
Gemma,coral_reef,0.37634316274217744,0.3461800822338036
Gemma,cosmopolitan,0.3577691308517985,0.3412657335909494
Gemma,counselor,0.27561286839832866,0.2731490052230419
Gemma,criminal,-0.8101354590207039,-0.8022232674927663
Gemma,critic,0.1893577377559334,0.19534492692840377
Gemma,crystalline,0.3887059038321574,0.3746808565715668
Gemma,curator,0.2418354036062157,0.24187118843051192
Gemma,cyborg,0.08002445417372925,0.0928100371527229
Gemma,cynic,-1.1719563735930643,-1.1464808498893442
Gemma,daredevil,-0.765805267747641,-0.7620895512644295
Gemma,debugger,-0.22073832460066617,-0.18503878154328463
Gemma,demon,-0.18998137777886712,-0.2080333880813755
Gemma,designer,0.05087658625914847,0.06768367693387203
Gemma,destroyer,-0.11162405177701537,-0.10045815196488073
Gemma,detective,-0.20312435166454257,-0.1796421447960419
Gemma,devils_advocate,-0.35352135846029487,-0.3359113259602248
Gemma,dilettante,-0.0025467098776720404,-0.02624047783727229
Gemma,dispatcher,-0.27644699978572734,-0.24654619950508386
Gemma,divorcee,-0.24788570315500388,-0.2528725015759496
Gemma,doctor,-0.017272186102040815,0.005980381167144229
Gemma,dreamer,0.5472896577850908,0.501134502547656
Gemma,echo,0.5087111937610358,0.4669284939905994
Gemma,economist,-0.21934862556954315,-0.17945792941180183
Gemma,ecosystem,0.4988630585200725,0.4818678894250542
Gemma,editor,-0.14481290727378374,-0.11563819616653975
Gemma,egregore,0.49024659715778063,0.46664735282322833
Gemma,elder,0.370268765018557,0.3377992590893993
Gemma,eldritch,0.4380904395908362,0.396809603517625
Gemma,emissary,0.4203451601202117,0.4212206005209266
Gemma,empath,0.5797851071117571,0.5418870129927245
Gemma,engineer,-0.22580229171939029,-0.18565702143699137
Gemma,entrepreneur,-0.2755105399327724,-0.2528190161254944
Gemma,evaluator,-0.1922265386011573,-0.14914314841826487
Gemma,evangelist,0.33202129270567005,0.2985717272360874
Gemma,examiner,-0.1727443917245874,-0.13151833155048884
Gemma,exile,0.26927275436928466,0.23696312231751684
Gemma,expatriate,-0.06434722358444439,-0.06324857568563677
Gemma,facilitator,0.10473901077902138,0.12046106212088988
Gemma,familiar,0.5361169402416447,0.500959037475486
Gemma,fixer,-0.5422478597763866,-0.528847314790591
Gemma,flaneur,0.2618132638465497,0.23177180709023054
Gemma,fool,-0.5179571783118113,-0.5450785052829639
Gemma,forecaster,-0.1485944208319322,-0.11395734891724844
Gemma,futurist,0.016149269244085912,0.0356731843614948
Gemma,gamer,-0.6244356049879918,-0.6076842491648737
Gemma,generalist,-0.04333561306955238,-0.017725361505211618
Gemma,genie,0.004936610722314175,-0.020202118730501706
Gemma,geographer,0.04208579992401552,0.06137755574102126
Gemma,ghost,0.42134184464112545,0.3811720183990073
Gemma,golem,0.4351922518658621,0.40224478615175296
Gemma,gossip,-0.9112040564798873,-0.9043552051410759
Gemma,grader,-0.21089288965361222,-0.16996477304554705
Gemma,graduate,-0.4084654846643245,-0.39866918248597355
Gemma,grandparent,0.0375403746032994,0.010353447503895719
Gemma,guardian,0.19911018562448735,0.20593635877163033
Gemma,guide,0.15263993295534503,0.15405146182016646
Gemma,guru,0.7804841354979808,0.73403890012175
Gemma,hacker,-0.6899470441981012,-0.6783567491869871
Gemma,healer,0.6944713282509272,0.667313665150963
Gemma,hedonist,-0.27442216147062815,-0.2838462660124441
Gemma,hermit,0.5570963843116746,0.5131853424949462
Gemma,historian,0.08713594758274917,0.0985321349661237
Gemma,hive,0.24041709190953722,0.24108820283845966
Gemma,hoarder,-0.41988910209300956,-0.43493556524449395
Gemma,homunculus,0.40201745308233033,0.3746110655353934
Gemma,hybrid,0.47380054521697906,0.4521563891263853
Gemma,idealist,0.549793316709775,0.5185953360653293
Gemma,immigrant,0.2813760912476632,0.2595110543398935
Gemma,improviser,-0.35531863350217674,-0.37312578268750285
Gemma,infant,-0.8294461129172458,-0.8214142938921648
Gemma,influencer,-0.38283707597267685,-0.37821593638413964
Gemma,instructor,-0.1615072611582087,-0.13492375992797986
Gemma,interpreter,0.08442665548303871,0.09418479735989571
Gemma,interviewer,-0.046683179836716326,-0.03482685974316396
Gemma,jester,-0.43403737122148134,-0.4445306829464101
Gemma,journalist,-0.08614015903559893,-0.057823645811740945
Gemma,judge,0.03139378098351564,0.05864783215225203
Gemma,lawyer,-0.21529932527624124,-0.17351751157734774
Gemma,leviathan,0.26177026784006985,0.22866251752015737
Gemma,librarian,0.009176860927966346,0.02879325345040533
Gemma,linguist,-0.026239946099805345,-0.0024130206720246877
Gemma,loner,-0.14060553779304047,-0.14695541679681004
Gemma,luddite,-0.24137631002052412,-0.25644544772157424
Gemma,marketer,-0.20369092711010706,-0.17242655783851996
Gemma,martyr,0.46573318088187166,0.4319425267672595
Gemma,mathematician,-0.0009110368212558451,0.018927148940303284
Gemma,maverick,-0.4159066624093427,-0.41654925709155544
Gemma,mechanic,-0.4897667316708281,-0.4767266175358245
Gemma,mediator,0.16997227187582334,0.18425468776656453
Gemma,mentor,-0.02175266371692,-0.0030042251205233544
Gemma,merchant,0.07451506022983236,0.07357710353271922
Gemma,minimalist,0.28070989975356375,0.2678507364703192
Gemma,moderator,0.15178368891519792,0.16270246475618133
Gemma,musician,0.34017879857536576,0.31281686095097344
Gemma,mycorrhizal,0.5922463301007068,0.5536107315531847
Gemma,mystic,0.9068642506172871,0.8499518527443052
Gemma,narcissist,-0.8700058987981485,-0.8544131323320268
Gemma,narrator,0.3533319911053645,0.31950443121260286
Gemma,naturalist,0.39212011549029885,0.3796768912704675
Gemma,navigator,0.05013436488875937,0.060213060495161605
Gemma,negotiator,0.04860691598379032,0.06982974794674797
Gemma,networker,0.08133367839779536,0.09104875609059199
Gemma,newlywed,-0.218773996907007,-0.22545497606419201
Gemma,nomad,0.15797085772055935,0.13418849056495752
Gemma,novelist,0.21790105983578467,0.2012182544419075
Gemma,nutritionist,-0.05405304131083672,-0.029740359440848844
Gemma,observer,-0.11321640244153278,-0.07709875343433967
Gemma,optimist,0.27980261148011937,0.2560536276795021
Gemma,oracle,0.6376690563830207,0.5941837869284858
Gemma,organizer,-0.1659604074300209,-0.13024259541036046
Gemma,orphan,-0.12436240145290137,-0.13825776380941798
Gemma,pacifist,0.5795369716240295,0.5650643483271229
Gemma,paramedic,-0.23204567691164768,-0.2117732017814824
Gemma,parasite,-0.2594268052658234,-0.2564537724910583
Gemma,parent,-0.21226799805189112,-0.21281661469133878
Gemma,patient,-0.22842363027730575,-0.22807294938164138
Gemma,peacekeeper,0.30794299388896207,0.31424403475925644
Gemma,perfectionist,-0.14682488648426983,-0.1260326177723694
Gemma,pharmacist,-0.028142390486994753,-0.003393612243628194
Gemma,philosopher,0.50563688696833,0.48730499923655735
Gemma,photographer,0.2997128582122302,0.2795096698894948
Gemma,physicist,0.009494304772895062,0.028379618602814183
Gemma,pilgrim,0.8315934642320566,0.780397069270005
Gemma,pilot,-0.16339731179783015,-0.14083960609284513
Gemma,pirate,-0.35534520611481696,-0.36541859149673694
Gemma,planner,-0.23016203196892748,-0.18861848491139402
Gemma,playwright,-0.08801253167977227,-0.08727255675321882
Gemma,podcaster,0.05490599408790478,0.048686593103950904
Gemma,poet,0.4240611247925103,0.3837427111797306
Gemma,polymath,0.2520367144372432,0.25358324073401395
Gemma,pragmatist,-0.536531656487816,-0.49500407078831954
Gemma,predator,-0.16380240291917972,-0.1661335069521831
Gemma,presenter,-0.054682609921300196,-0.05069130726208926
Gemma,prey,-0.21901503554816065,-0.23147042291224829
Gemma,prisoner,-0.5172982911427634,-0.5204405687532716
Gemma,procrastinator,-1.1948711238985998,-1.1783773598306941
Gemma,prodigy,0.06022604496802367,0.05958060777830881
Gemma,producer,-0.1424090630708646,-0.11765451424132053
Gemma,programmer,-0.19587119302423833,-0.16933146062192722
Gemma,proofreader,-0.2284725409571267,-0.19490046110183917
Gemma,prophet,0.5521507795822644,0.5101523678042464
Gemma,provincial,-0.1176251552183547,-0.13664324972914338
Gemma,provocateur,-0.6408210066774257,-0.6375827420146574
Gemma,psychologist,-0.026702647902201893,0.0010585300345587328
Gemma,publisher,-0.053830807603681516,-0.028469995265871573
Gemma,purist,0.2872974454178293,0.27551409370086877
Gemma,realist,-0.5461229521584974,-0.5081556766389831
Gemma,rebel,-0.5274678004131101,-0.5320404528202691
Gemma,recruiter,-0.0900109228345764,-0.0666713015807771
Gemma,refugee,0.15774148456789075,0.13827170750554513
Gemma,reporter,-0.09517505925348446,-0.0755516775553249
Gemma,researcher,-0.17379663108095747,-0.13121125334411282
Gemma,retiree,-0.18597366030031734,-0.19426054820106547
Gemma,revenant,0.2353364566618285,0.2067783416297106
Gemma,reviewer,-0.13410086204809785,-0.09691620471573695
Gemma,revolutionary,-0.04218669271092154,-0.04674083783557281
Gemma,robot,-0.4217748412465381,-0.36164960317907663
Gemma,rogue,-0.48421407038897557,-0.48466479138729834
Gemma,romantic,0.8375914279633863,0.7756033351552287
Gemma,saboteur,-0.39146087188709394,-0.37280595433836494
Gemma,sage,0.8045213109786211,0.7589407349024416
Gemma,scheduler,-0.18641198557769156,-0.15452164827524767
Gemma,scholar,0.16027801073286957,0.18161506288765866
Gemma,scientist,-0.1484933438388611,-0.10848130975578613
Gemma,scout,-0.12554142575000296,-0.1106344903420844
Gemma,screener,-0.2631746223512968,-0.2208738935323713
Gemma,secretary,-0.17220025229646735,-0.13849480495459804
Gemma,shaman,0.8238653128729598,0.7707167141441036
Gemma,shapeshifter,0.24519124906522355,0.22356274568679413
Gemma,simulacrum,0.22364030251437156,0.21088260242704493
Gemma,skeptic,-0.38943876613830897,-0.3522325570607151
Gemma,smuggler,-0.8463337085945836,-0.8348145789833287
Gemma,sociologist,0.010631365753766109,0.03622831614773528
Gemma,soldier,-0.43181478682340996,-0.41339991655671465
Gemma,sommelier,0.28762479716470774,0.2773828477983298
Gemma,specialist,-0.18468084865100198,-0.14796122223295358
Gemma,spirit,0.8212952876596076,0.7697048366269341
Gemma,spy,-0.4054042739818002,-0.3841242701684116
Gemma,statistician,-0.23707269184129082,-0.19775422801750223
Gemma,stoic,0.3736068540844438,0.3624559076757427
Gemma,strategist,-0.1491554751750766,-0.11140440376380453
Gemma,student,-0.24215622068006348,-0.2324405471003888
Gemma,summarizer,-0.13467830172856987,-0.10093035987321249
Gemma,supervisor,-0.16747597151110583,-0.13236406001701642
Gemma,surfer,-0.07497366052017157,-0.09857231588750498
Gemma,survivor,0.11130398575380568,0.08746573948288466
Gemma,swarm,0.276501454540826,0.272394406522856
Gemma,symbiont,0.3047012292526593,0.30111803521921765
Gemma,synthesizer,0.10275982369057199,0.11661338431442203
Gemma,teacher,-0.08981229528418014,-0.0756957783410997
Gemma,technologist,-0.060009195342566705,-0.04047328540105746
Gemma,teenager,-1.0337238620303635,-1.0213274894023883
Gemma,theorist,0.09815621078870074,0.11822431145811294
Gemma,therapist,0.2415731236467567,0.24496613163041703
Gemma,toddler,-0.8475803164724022,-0.8548225414885405
Gemma,traditionalist,0.4348577858732205,0.4191376611993707
Gemma,trainer,-0.22383425336982798,-0.19277283101444764
Gemma,translator,0.011435354300029829,0.037000927707531966
Gemma,tree,0.5566943827468942,0.5132018998808668
Gemma,trickster,-0.1969811846410043,-0.21928252866060755
Gemma,tulpa,0.1216883741080571,0.1173557992946617
Gemma,tutor,-0.15011960762164903,-0.13122413346439876
Gemma,validator,-0.2014151223496568,-0.1590461158196625
Gemma,vampire,0.024889806101896006,0.006025160479648184
Gemma,vegan,0.21538911035883918,0.21329322420043856
Gemma,veteran,-0.42391987408015847,-0.4093768766114639
Gemma,veterinarian,-0.00478742155390606,0.010108187204209959
Gemma,vigilante,-0.4107550561533364,-0.40669730081339567
Gemma,virtuoso,0.4693787738030155,0.44019751252430545
Gemma,virus,-0.2740937337629571,-0.25721365795573525
Gemma,visionary,0.322808915381345,0.30605073992401227
Gemma,void,0.24140652964448306,0.2107025810677343
Gemma,wanderer,0.5014175540160235,0.45698672859077716
Gemma,warrior,0.12815559001468085,0.11077244961367579
Gemma,whale,0.5152671183012612,0.47447336386561956
Gemma,widow,0.1276616589395823,0.09994341213195376
Gemma,wind,0.5106296902690992,0.4656217046002539
Gemma,witch,0.5968657867165145,0.5529151068673391
Gemma,witness,0.03986395876913381,0.03776577874131626
Gemma,workaholic,-1.0375927244147292,-0.9977506555776925
Gemma,wraith,0.3597543082601188,0.32265901507442113
Gemma,writer,0.11731659425154456,0.11498379998625767
Gemma,zealot,-0.24348861697269672,-0.2574833069499634
Gemma,zeitgeist,0.22077530657187136,0.20093524743130944
