run_id,role,family,response_id,sp_idx,q_idx,original_score,score_class,truncated,activation_relpath,pc1,pc2,pc3
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q12,0,12,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q12.pt,-53.2793287721828,42.269018233674856,12.695702281396741
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q13,0,13,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q13.pt,-32.424468390149514,43.275251662121036,18.481861241878722
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q14,0,14,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q14.pt,-32.916683811257094,28.474824275880565,16.761873442955128
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q15,0,15,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q15.pt,-46.71760361890168,27.443972852270374,16.69622627387088
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q16,0,16,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q16.pt,-21.89824014257111,38.62521168000745,30.81779731671219
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q17,0,17,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q17.pt,-44.36678111815535,21.388320867516097,-7.50403398707926
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q18,0,18,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q18.pt,-29.986342960902565,32.586475320365686,-2.0075128429075773
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q19,0,19,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q19.pt,-31.246700609503833,11.76286443518146,27.675980404228802
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q20,0,20,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q20.pt,-57.26237443737591,28.6567124397429,8.521248396938251
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q21,0,21,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q21.pt,-42.52704974862496,40.65937280396027,9.597920584497487
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q22,0,22,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q22.pt,-48.89525730495511,30.344698243695543,14.164281602608023
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q23,0,23,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q23.pt,-16.75171696270427,24.225986914229452,14.788228653963026
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q24,0,24,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q24.pt,-62.04966078033996,45.168561515373064,10.606686540610715
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q25,0,25,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q25.pt,-46.71956636370216,27.528224007908555,13.113501322836509
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q26,0,26,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q26.pt,-59.42503806643098,34.8041477358899,13.49747911813063
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q27,0,27,2,score_ge2,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q27.pt,-40.80929267858364,42.50710035388917,25.30630223009114
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q28,0,28,2,score_ge2,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q28.pt,-39.94347351838993,16.072224269814765,10.54815203176304
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q29,0,29,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q29.pt,-31.1743185663009,42.28330875516474,39.80911643245538
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q30,0,30,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q30.pt,-53.86969551898089,28.718170786378032,14.222738128669516
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q31,0,31,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q31.pt,-36.598289740601906,45.61837215885915,26.098619411353937
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q32,0,32,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q32.pt,-33.34953210793754,29.078603303541467,35.205117721325536
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q33,0,33,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q33.pt,-32.08158114881307,32.003572251506505,20.356384216183585
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q34,0,34,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q34.pt,-46.44345822637086,46.774332011280194,6.219315207377941
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q35,0,35,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q35.pt,-17.65601890417849,19.39585005196934,10.972283502365222
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q36,0,36,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q36.pt,-36.783757032792806,43.69057188577915,6.409397529543752
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q37,0,37,2,score_ge2,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q37.pt,-53.28101834946498,29.481178240751834,1.4635314796280248
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q38,0,38,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q38.pt,-17.785461103008316,30.200917641927052,14.570204391869376
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q39,0,39,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q39.pt,-7.304336052117523,44.002553473902566,16.11062422131729
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q40,0,40,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q40.pt,-46.02790750457172,38.556157006857006,27.75931026589736
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q41,0,41,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q41.pt,-45.77256650875557,51.33652094764859,8.873656015841348
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q42,0,42,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q42.pt,-37.527039723408784,33.74874625071122,13.792180391507728
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q43,0,43,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q43.pt,-25.072050213787517,36.864388735176576,28.44749061621585
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q44,0,44,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q44.pt,-36.50278351669157,1.7461944181535685,13.088013072168305
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q45,0,45,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q45.pt,-27.162279249632313,38.180764269721735,24.961014029359276
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q46,0,46,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q46.pt,-43.55229970639229,18.506189314198352,25.83881186146586
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q47,0,47,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q47.pt,-24.503940971157142,38.44266877180791,26.31893296649692
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q48,0,48,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q48.pt,-40.6735707257899,29.298249698525247,7.463575462693147
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q49,0,49,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q49.pt,-22.21076103389195,28.451641600988214,14.509010028785996
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q50,0,50,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q50.pt,-36.64022386092965,26.962300169227554,26.023268598620746
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q51,0,51,2,score_ge2,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q51.pt,-59.28023504053695,35.197821547835574,2.3199019414652637
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q52,0,52,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q52.pt,-51.49235415982516,33.62668172582575,0.7175579131637264
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q53,0,53,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q53.pt,-44.57088041640557,29.353337494317152,16.78749702051419
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q54,0,54,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q54.pt,-50.314643827378944,11.915796250465439,3.8207700334285835
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q55,0,55,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q55.pt,-10.80569360229498,37.13613538773947,26.628729970048486
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q56,0,56,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q56.pt,-24.722339524606078,40.237055476789436,22.30055851495751
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q57,0,57,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q57.pt,-39.25286618474846,16.525732108402366,14.925733120287095
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q58,0,58,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q58.pt,-31.777017223478296,29.68634578606532,18.441524497366327
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q59,0,59,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q59.pt,-43.08741962871722,19.93434197915296,19.601829944515153
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q60,0,60,2,score_ge2,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q60.pt,-23.356018357992927,34.7231283653049,26.789941177121733
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q61,0,61,3,score_eq3,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q61.pt,-55.461707827470384,25.29463436097644,3.9529609139425563
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q62,0,62,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q62.pt,-45.128215785710374,27.62079948523753,22.40096367455569
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q63,0,63,3,score_eq3,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q63.pt,-24.693261791118783,27.696090999109472,19.85368518624181
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q64,0,64,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q64.pt,-21.56189091700635,31.837940477419394,22.41429691894934
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q65,0,65,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q65.pt,-38.479285380772644,17.452771636894376,23.27955374424117
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q66,0,66,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q66.pt,-34.72007964628,27.924136490148037,11.790908633675656
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q67,0,67,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q67.pt,-37.07228882041083,26.30234266763145,25.394562308109382
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q68,0,68,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q68.pt,-18.04867426664913,35.16587713070985,20.704696038523927
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q69,0,69,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q69.pt,-54.64930051289614,14.8356100585476,19.561372699024574
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q70,0,70,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q70.pt,-56.437235261554854,29.783569585131836,9.129667022591983
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q71,0,71,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q71.pt,-44.79975301468868,21.11715932021052,5.951845295306287
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q72,0,72,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q72.pt,-51.383657061383914,39.615864354027494,16.89746764644726
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q73,0,73,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q73.pt,-27.486888373563392,34.04135507712322,24.16789535417356
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q74,0,74,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q74.pt,-39.21796860416481,30.71537038785004,11.064031438431584
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q75,0,75,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q75.pt,-58.57415616759844,29.4927472331914,-1.9706064884970578
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q76,0,76,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q76.pt,-31.44720753137591,30.050687207716848,12.499706562351625
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q77,0,77,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q77.pt,-39.13632515119327,26.847910412808048,17.846970318173177
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q78,0,78,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q78.pt,-55.45065431511979,25.71735317585106,8.715796103465953
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q79,0,79,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q79.pt,-65.04989500980172,32.322217349369936,-0.9907386449212113
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q80,0,80,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q80.pt,-38.77097413492681,24.892726385118852,20.62214057741305
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q81,0,81,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q81.pt,-66.73234923027063,17.23650627794905,7.074559397138287
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q82,0,82,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q82.pt,-31.492041021610234,35.570520456295164,26.559482462853033
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q83,0,83,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q83.pt,-33.18478517276679,37.213293220366324,7.088530721630155
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q84,0,84,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q84.pt,-53.66146423152815,27.148648858308004,1.275437585215553
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q85,0,85,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q85.pt,-40.00444460716024,16.906182491878713,20.964275650183488
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q86,0,86,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q86.pt,-53.81832840497207,26.81624625133471,20.41075942917734
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q87,0,87,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q87.pt,-38.33242229646409,11.989664095105475,17.433779965674354
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q88,0,88,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q88.pt,-69.84602259913925,22.462631310998983,11.594012084420488
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q89,0,89,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q89.pt,-15.900407963317285,30.88975469164483,12.357377952422171
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q90,0,90,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q90.pt,-52.0718587082974,33.70152849825875,-5.242989318802021
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q91,0,91,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q91.pt,-22.692283607682846,37.31297960410373,35.131466568213874
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q92,0,92,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q92.pt,-34.22553056868767,46.792941172161086,18.06563511552944
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q93,0,93,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q93.pt,-50.35318409858025,42.49476667231311,21.675254101588635
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q94,0,94,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q94.pt,-15.372720932083546,31.628780322501072,24.312998458473672
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q95,0,95,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q95.pt,-38.872582840705405,29.611953862593836,5.454500968118412
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q96,0,96,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q96.pt,-15.12857651253257,39.531225337088415,22.722785306893517
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q97,0,97,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q97.pt,-35.13482558625085,24.4773151751445,20.407421407475404
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q98,0,98,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q98.pt,-60.84469095901315,39.41364026769259,9.54181567205127
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q99,0,99,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q99.pt,-31.042983788291767,34.86292069234766,8.749856893339437
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q100,0,100,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q100.pt,-28.63186282217485,9.774595574093462,30.056266197652768
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q101,0,101,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q101.pt,-32.12663042179373,32.91394359787356,17.2457379489496
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q102,0,102,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q102.pt,-48.26388312456005,5.086452094940116,19.245345549956525
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q103,0,103,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q103.pt,-28.093681893895432,26.12393021046726,17.864652902834358
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q104,0,104,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q104.pt,-38.0497783186088,20.631705925724596,22.062346510537488
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q105,0,105,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q105.pt,-53.50921346790309,32.74933362807549,12.693414983936234
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q106,0,106,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q106.pt,-48.92406879709146,11.46516723311295,16.871369467148476
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q107,0,107,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q107.pt,-38.844479543896306,16.795047413816754,17.417225141628133
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q108,0,108,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q108.pt,-46.62124720201904,33.131880117636825,9.963999846682922
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q109,0,109,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q109.pt,-23.854422694375394,19.20848918607038,13.031340614785366
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q110,0,110,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q110.pt,-45.3779519840024,41.87051338672512,9.15729403487592
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q111,0,111,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q111.pt,-27.617610031366624,31.985939026433165,27.61257507876665
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q112,0,112,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q112.pt,-22.97930706519912,27.74113289240033,28.766917072037774
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q113,0,113,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q113.pt,-49.540686268985255,31.984688838617824,10.757227366483175
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q114,0,114,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q114.pt,-15.528697056587903,22.386301808001217,20.2437761642691
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q115,0,115,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q115.pt,-24.84166449672169,25.39282302554643,21.32602816770111
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q116,0,116,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q116.pt,-38.97391991980594,17.95691616889944,27.1443885273239
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q117,0,117,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q117.pt,-45.412395322950104,22.960547114570247,18.444808943573715
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q118,0,118,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q118.pt,-15.960076565639838,36.969108013390205,28.981751802259396
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q119,0,119,,,0,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q119.pt,-44.062804410700124,25.888632277113874,21.469019328220718
trickster_phase1_1200,trickster,trickster_family,trickster_phase1_1200:sp0_q120,0,120,,,1,research/q2_stability/qwen/outputs/paper1_5/activations_trickster/sp0_q120.pt,-28.128843976192837,37.400434111554794,31.836630376070037
