status,K,model_family_id,human_profile_id,pearson_r,spearman_rho,mean_fisher_z,back_transformed_mean_r,included_in_primary
DIAGNOSTIC / INELIGIBLE,9,MFamily_A,H09_E,0.449511052042,0.441253005938,0.479776921072,0.446064935994,False
DIAGNOSTIC / INELIGIBLE,9,MFamily_B,H09_I,0.380238767515,0.40567871164,0.479776921072,0.446064935994,False
DIAGNOSTIC / INELIGIBLE,9,MFamily_C,H09_F,0.302890742881,0.217398465153,0.479776921072,0.446064935994,False
DIAGNOSTIC / INELIGIBLE,9,MFamily_D,H09_G,0.618135688407,0.640798445619,0.479776921072,0.446064935994,False
