permutation_index,seed,global_max_fisher_z,global_max_back_transformed_r,global_maximizing_K,MFamily_A_max_r,MFamily_B_max_r,MFamily_C_max_r,MFamily_D_max_r
21,2026091312,0.600881628815,0.5376766174,10,0.668856855119,0.229875089904,0.402541263058,0.786121221709
22,2026091312,0.552408354417,0.50232304682,8,0.74872918396,0.568293995065,0.431920526696,0.428221345541
23,2026091312,0.666644795298,0.582768502099,10,0.516197258842,0.720113338651,0.661644662892,0.469493823017
24,2026091312,0.610884724415,0.544749579281,7,0.765296946093,0.457917590507,0.462202305419,0.607836697977
25,2026091312,0.730329592636,0.623266949502,10,0.688548667879,0.794458378638,0.423159026096,0.732561342642
26,2026091312,0.434349111691,0.408949506369,10,0.306083811748,0.525987476478,0.459216195871,0.535005356231
27,2026091312,0.368919840679,0.353046547031,10,0.360496088581,0.409915809576,0.471318006197,0.299161432025
28,2026091312,0.545641107563,0.497246188342,10,0.568072319722,0.630619201592,0.580312042247,0.252670403757
29,2026091312,0.583840596877,0.525451249762,10,0.755813936385,0.584063291618,0.352337979149,0.477160470272
30,2026091312,0.496510471515,0.459368404091,7,0.66139349254,0.419484224369,0.378971048682,0.563008208103
31,2026091312,0.599898838882,0.536977579086,10,0.442782253284,0.654405567974,0.745889022585,0.51607209293
32,2026091312,0.449520908622,0.421505111962,10,0.437449025868,0.546126284809,0.551169763683,0.192644191677
33,2026091312,0.593135033063,0.532146609849,10,0.671165070394,0.503971075235,0.606214866109,0.441618214178
34,2026091312,0.456317654523,0.427078251304,6,0.447133855324,0.807782020243,0.450337537092,0.22550657754
35,2026091312,0.49610738337,0.459050316455,8,0.399869670406,0.473278057839,0.511126339918,0.489784156851
36,2026091312,0.605669183206,0.541071343782,10,0.814622744378,0.496995216611,0.530577263542,0.302610376126
37,2026091312,0.658958520539,0.577669895384,10,0.711407989956,0.671064916773,0.413039938751,0.66757522206
38,2026091312,0.548310679892,0.499253030124,10,0.600867195273,0.336060786843,0.490594226184,0.671248930553
39,2026091312,0.569826543833,0.515231879576,10,0.628942232401,0.510252574038,0.458730522534,0.481946681413
40,2026091312,0.525762034848,0.482134909968,8,0.521567771151,0.53449968117,0.365033430636,0.542076266299
41,2026091312,0.31561864194,0.305539919196,10,0.196974215904,0.33695577648,0.450053695663,0.383793953472
42,2026091312,0.549400423244,0.500070705849,8,0.60639267604,0.584634711067,0.519643877096,0.344009423086
43,2026091312,0.331874440949,0.320204038575,8,0.506108557874,0.151446804893,0.426022804662,0.304433830522
44,2026091312,0.424882806239,0.401035944062,10,0.506994250323,0.430066460161,0.381352395684,0.38475349861
45,2026091312,0.653572768766,0.574070218022,10,0.788038937429,0.392336121059,0.244564465208,0.751865151192
46,2026091312,0.64241350273,0.566540638468,10,0.682113809609,0.321990976332,0.555611525022,0.766784946842
47,2026091312,0.341117764127,0.328474922744,10,0.335027204163,0.251664360793,0.447333153705,0.393801921839
48,2026091312,0.538963525416,0.492202993089,10,0.203354042424,0.433705944755,0.802885770729,0.403684388269
49,2026091312,0.519619571627,0.47740634317,8,0.456055609956,0.210192531476,0.818484218997,0.369865477382
50,2026091312,0.569384171829,0.514906867308,8,0.457272618313,0.415370077226,0.789084205178,0.408996996071
51,2026091312,0.4150315872,0.392736575106,10,0.348627649453,0.603944315956,0.261997673372,0.37429952328
52,2026091312,0.828515049352,0.679677852364,8,0.735614678484,0.879491588458,0.460686265122,0.566444397061
53,2026091312,0.601933983667,0.538424317177,10,0.617751238098,0.630514668384,0.583489528809,0.417317011279
54,2026091312,0.325895162681,0.314827589836,10,0.349084815521,0.383137865496,0.280303961875,0.318820340297
55,2026091312,0.517680468121,0.475907808586,10,0.297191467587,0.554395421456,0.563471185088,0.579864633567
56,2026091312,0.46331782229,0.432784465028,7,0.279177837289,0.394214247296,0.677543601719,0.415344939842
57,2026091312,0.531942036557,0.486864193564,7,0.617597522954,0.402900335743,0.355197659993,0.6888113369
58,2026091312,0.516905126593,0.475307851538,10,0.480024650944,0.460304451841,0.487451243603,0.589430938622
59,2026091312,0.432732144102,0.407602070123,8,0.389293304574,0.436948108056,0.490973818012,0.463229123922
60,2026091312,0.337063526179,0.324853316834,10,0.339212711745,0.567022365905,0.160713893625,0.355690842015
61,2026091312,0.508388529429,0.468688668718,7,0.630612788916,0.413214686027,0.431958329553,0.573538748054
62,2026091312,0.529940463868,0.485335579561,10,0.575407130974,0.268340986642,0.590837471498,0.581053551047
63,2026091312,0.379812279172,0.362544431585,8,0.668826422675,0.499887350685,0.156575807105,0.347637484966
64,2026091312,0.442616436216,0.415810852061,10,0.460949749162,0.274414296522,0.510231823956,0.51280120755
65,2026091312,0.548340787719,0.499275633128,10,0.613409847693,0.546316381482,0.310720136517,0.60442733748
66,2026091312,0.511651685431,0.471231112833,10,0.298039999634,0.657123835446,0.642051759678,0.389753407663
67,2026091312,0.582501434026,0.524481146409,10,0.530348729457,0.630463085706,0.328924400955,0.673427036963
68,2026091312,0.495783303739,0.458794491165,10,0.423696390665,0.508060922656,0.413083725508,0.508982242746
69,2026091312,0.486906614665,0.451757804925,7,0.489656886779,0.575132922945,0.330762207026,0.50575632213
70,2026091312,0.406693362176,0.385661449602,10,0.531697518221,0.227025353193,0.440541836761,0.480757515263
71,2026091312,0.626494378169,0.555633600778,10,0.56300829712,0.227871268794,0.734315398232,0.640104494619
72,2026091312,0.714353982291,0.613399843707,8,0.531378424386,0.407066314844,0.751308860303,0.726364139696
73,2026091312,0.421454327312,0.398154916852,10,0.319926741671,0.486495970776,0.542571207367,0.555550920425
74,2026091312,0.577119642618,0.520568775251,10,0.413294820243,0.536929278905,0.70199645738,0.567355072602
75,2026091312,0.37709864676,0.360185159562,10,0.193687826039,0.496636751537,0.262225804684,0.555883568363
76,2026091312,0.385850018258,0.367777061971,10,0.439447947961,0.399575735935,0.340404584286,0.421923648443
77,2026091312,0.534333061818,0.488686333351,8,0.714401090912,0.577516484645,0.303889322549,0.439592640014
78,2026091312,0.32732215479,0.316112565452,8,0.31147769114,0.242341853106,0.506227343238,0.379605621025
79,2026091312,0.562289798849,0.509674392784,8,0.462286065819,0.633080742869,0.717186303592,0.220616110322
80,2026091312,0.365889707077,0.350391262492,8,0.222738782158,0.565045612326,0.19187173276,0.534641445609
81,2026091312,0.538368345371,0.491751871513,10,0.523506782925,0.477112887621,0.48815329303,0.702941721479
82,2026091312,0.444259108548,0.417168579936,10,0.38504294989,0.490081096895,0.377212637429,0.588517437209
83,2026091312,0.303133462057,0.294177534872,6,0.217934218375,0.347846534889,0.551101926806,0.239565005884
84,2026091312,0.595232343444,0.533648325615,4,0.357577990985,0.605823179131,0.741398742381,0.434204592157
85,2026091312,0.218249319994,0.214848822464,10,0.305027843167,0.302564812646,0.141142334204,0.172293663051
86,2026091312,0.353753983485,0.339700555924,8,0.376205746558,0.34587997099,0.23033283332,0.456731242878
87,2026091312,0.465219550114,0.434328721835,10,0.510205728781,0.365027086695,0.407634850897,0.499956484967
88,2026091312,0.619427300966,0.550729156461,8,0.622560678443,0.451593701304,0.452356759735,0.739203474821
89,2026091312,0.362964630207,0.347822683851,10,0.396910976538,0.465724868393,0.269397922093,0.44240071925
90,2026091312,0.348502761846,0.33504704836,8,0.307903231375,0.287704075356,0.555651241319,0.296358454656
91,2026091312,0.663599087778,0.580753605011,10,0.609663808169,0.679939092188,0.35735529174,0.733196855114
92,2026091312,0.883308335557,0.70807283262,10,0.525179673226,0.847636770407,0.810624077947,0.618060626101
93,2026091312,0.386219696655,0.368096694209,8,0.364668166312,0.37119091248,0.509141035723,0.429254724514
94,2026091312,0.419381049276,0.396408871229,8,0.495907500865,0.264830053494,0.479962482414,0.498846169291
95,2026091312,0.384946714755,0.366995679896,10,0.489670628468,0.296031710216,0.524745608037,0.316280819121
96,2026091312,0.362709471027,0.347598374084,8,0.322926551402,0.524285821967,0.273909958546,0.411138540103
97,2026091312,0.615989257421,0.548329346055,10,0.609323291737,0.678429138094,0.415676792341,0.579163739947
98,2026091312,0.465239749254,0.434345110437,10,0.385797071559,0.534617164044,0.633327200699,0.224962954764
99,2026091312,0.356212690623,0.341873717486,10,0.267400848733,0.108868962358,0.667208480798,0.410343023483
100,2026091312,0.376107858421,0.359322601976,10,0.553476124839,0.38221073119,0.247964508432,0.438867020997
101,2026091312,0.636461406564,0.562485349492,8,0.733646022508,0.279431429151,0.464289076409,0.801733692785
102,2026091312,0.520890917769,0.478387332207,10,0.413026481088,0.454487448874,0.626146468343,0.578146060253
103,2026091312,0.519324491929,0.477178485004,8,0.437386498286,0.684688471257,0.441279313816,0.448222921835
104,2026091312,0.849340294036,0.690724667126,5,0.591265156814,0.397612697499,0.873947094427,0.793416058699
105,2026091312,0.464726337873,0.433928464152,10,0.465043823025,0.454888046692,0.659485359654,0.221158086467
106,2026091312,0.486231470883,0.451220284077,8,0.490319070098,0.518338024752,0.338191354149,0.546035475443
107,2026091312,0.4148059636,0.392545735237,10,0.272181475458,0.547390636433,0.540332042353,0.258795548636
108,2026091312,0.434991348778,0.409484195413,10,0.519943405555,0.568309520218,0.48449530421,0.303598777578
109,2026091312,0.660595076709,0.578759297774,7,0.573638934789,0.667298970076,0.627765101821,0.516268570092
110,2026091312,0.474594407299,0.441904025657,10,0.475330429699,0.709812830531,0.419758782234,0.273834272825
111,2026091312,0.469291718999,0.43762685941,10,0.628470697084,0.554493808177,0.532076233418,0.339206546212
112,2026091312,0.600197498448,0.537190087595,10,0.608351819384,0.544789255328,0.61901374021,0.43658347035
113,2026091312,0.572648627958,0.517301787075,10,0.463590081802,0.72730142021,0.326917064979,0.621000964197
114,2026091312,0.619078161919,0.550485865426,4,0.584740541146,0.61177865886,0.707869378914,0.498436072977
115,2026091312,0.613382770993,0.546503934288,7,0.518462081544,0.676772621189,0.655875430267,0.498832855757
116,2026091312,0.36763065146,0.35191753152,10,0.413033422165,0.563303558322,0.430773171009,0.556426615613
117,2026091312,0.379199824033,0.362012358533,10,0.417973949103,0.268515696179,0.559946325786,0.446487882503
118,2026091312,0.694253220674,0.600707395939,8,0.44506532148,0.470190972878,0.851757379446,0.565418821723
119,2026091312,0.63172678993,0.55924009877,10,0.674357879915,0.131515934935,0.721456976437,0.727290438094
120,2026091312,0.513545268789,0.472702894363,8,0.302522689858,0.548781655275,0.656982364741,0.382685252196
121,2026091312,0.447808795054,0.420096168312,10,0.236981790414,0.383695676061,0.676895985109,0.393772200975
122,2026091312,0.671589058665,0.586024191711,10,0.809444083047,0.528465153885,0.429268721925,0.673839663825
123,2026091312,0.375329470875,0.358644524657,8,0.359383647265,0.287512358846,0.306889515802,0.565275669047
124,2026091312,0.571491380643,0.516453713141,10,0.500160400806,0.592275953647,0.516650586565,0.581815352821
125,2026091312,0.451192441668,0.422878700428,10,0.527416069246,0.552720890628,0.327418068571,0.41627088785
126,2026091312,0.501648517055,0.463412641676,10,0.662951043941,0.448412400426,0.318764084042,0.58791186914
127,2026091312,0.387411874272,0.369126884936,10,0.432983384168,0.562150441191,0.38479491961,0.198804979939
128,2026091312,0.293747398927,0.285580259543,7,0.486087592007,0.237853274383,0.208700290447,0.354042062623
129,2026091312,0.744397320565,0.631794571762,10,0.707320002169,0.365797465538,0.776679715919,0.673651804254
130,2026091312,0.493775164665,0.457207590159,7,0.59663297396,0.604948032022,0.425204588925,0.490362368766
131,2026091312,0.588710629945,0.52896764536,10,0.363522055598,0.503138038439,0.72643534879,0.727095028695
132,2026091312,0.50850113155,0.468776530999,8,0.60963241959,0.287006993177,0.627291370246,0.404590981502
133,2026091312,0.808932796153,0.669001117036,10,0.707123233933,0.519580437379,0.805794235057,0.689567692799
134,2026091312,0.506391795156,0.467129097755,10,0.497980016121,0.513771523868,0.663849956312,0.409981618334
135,2026091312,0.562473481825,0.509810348074,7,0.553248612951,0.537994771402,0.524850639926,0.614148037768
136,2026091312,0.573186613703,0.517695697558,8,0.660526966912,0.298444439135,0.530837039203,0.690943310361
137,2026091312,0.577484336387,0.520834589505,10,0.51048968062,0.717313965765,0.503867859907,0.509555969212
138,2026091312,0.480317579628,0.446497913131,10,0.403131762233,0.572824556811,0.470483333796,0.422828942514
139,2026091312,0.51196199861,0.471472482948,8,0.618369570731,0.470450392092,0.132037412516,0.624120621135
140,2026091312,0.428669726806,0.404208980812,8,0.285466745811,0.489811506372,0.345581357509,0.555708684214
141,2026091312,0.470674623984,0.438744237265,10,0.223013632768,0.602502117463,0.628661727407,0.258782151047
142,2026091312,0.592665615407,0.531810037841,10,0.42325858171,0.593634079465,0.588218880686,0.590991384835
143,2026091312,0.445115808853,0.417875936035,8,0.271352440915,0.592420928277,0.585575660229,0.270373256363
144,2026091312,0.555491295387,0.504624502694,10,0.629684701535,0.423754715236,0.568125275201,0.508981066075
145,2026091312,0.828656638227,0.679754025231,10,0.768916466797,0.668153757999,0.30419383921,0.844809732802
146,2026091312,0.556171585764,0.505131385837,8,0.717748831815,0.524161891084,0.317017275962,0.757538838442
147,2026091312,0.342831675235,0.330003048289,10,0.215113824396,0.554200708354,0.35107132905,0.454718652349
148,2026091312,0.741821450516,0.630244377897,8,0.458090927767,0.64667155833,0.45180206336,0.858325137216
149,2026091312,0.498119345357,0.460636835903,10,0.458495626198,0.508545052649,0.6234602447,0.327237640196
150,2026091312,0.396202926959,0.376695360973,10,0.397347675045,0.380322696056,0.482492775138,0.344283403263
151,2026091312,0.485540630086,0.450669926819,8,0.330578433896,0.654785125727,0.26845421031,0.581097751776
152,2026091312,0.539683807039,0.492748583039,10,0.693990892062,0.444488413238,0.351771071115,0.445806296387
153,2026091312,0.56059973147,0.508422273442,10,0.402231398109,0.381654772021,0.782591232893,0.453036060398
154,2026091312,0.553144930287,0.502873559859,8,0.493031040578,0.537576654526,0.679539089864,0.360609386704
155,2026091312,0.240921989616,0.236366417935,10,0.322715849097,0.124681929304,0.289598003415,0.248127985525
156,2026091312,0.470356553767,0.438487358614,8,0.52024318403,0.484038215536,0.369583413046,0.448548157394
157,2026091312,0.549175982013,0.499902371906,10,0.408562809098,0.622939003873,0.599023194263,0.479230410439
158,2026091312,0.52384653942,0.480663321999,10,0.561036764347,0.471472655033,0.630706343437,0.40653542314
159,2026091312,0.653451642463,0.573989004046,8,0.734793376957,0.718996613767,0.438708070925,0.557069998628
160,2026091312,0.492500033707,0.456198423225,8,0.268342317488,0.571651032784,0.659356334129,0.530356527794
161,2026091312,0.539298838187,0.492457029782,10,0.407934357407,0.560510046826,0.463789721855,0.540201986704
162,2026091312,0.610150761312,0.54423321491,7,0.651516714153,0.604537334486,0.366602853185,0.622346361443
163,2026091312,0.516701844274,0.475150479061,10,0.479719761838,0.581585579159,0.483190518613,0.527676431581
164,2026091312,0.809675578561,0.669411254015,8,0.818841743581,0.780332913595,0.415039876822,0.654574529366
165,2026091312,0.492471853806,0.456176107753,10,0.309575206027,0.612174504336,0.4855644994,0.493861366827
166,2026091312,0.55471325147,0.504044356802,10,0.546606030797,0.551108851776,0.596802005525,0.373599586744
167,2026091312,0.635162232497,0.561596571818,8,0.505827372694,0.787376143889,0.477937115053,0.395254905672
168,2026091312,0.420838961434,0.397636976453,10,0.333485025899,0.37252336629,0.525349647898,0.535833991056
169,2026091312,0.679209182507,0.59100504068,8,0.638367741474,0.623664678595,0.611455746823,0.539025344439
170,2026091312,0.377601630455,0.360622810172,10,0.455999790284,0.472509071353,0.406892201718,0.169152799198
171,2026091312,0.537937076795,0.491424822923,8,0.429420142408,0.212065211944,0.787208064378,0.449884240859
172,2026091312,0.561805967161,0.509316156768,7,0.457423004932,0.481454960645,0.753344123415,0.363825646131
173,2026091312,0.621060910793,0.551866264134,10,0.644656220646,0.65616875113,0.28420713824,0.650973694368
174,2026091312,0.744540330466,0.631880489441,8,0.526726706906,0.588786816563,0.865215777569,0.473305368258
175,2026091312,0.415738557011,0.393334334398,10,0.443481077238,0.542673377429,0.188180907391,0.379514294018
176,2026091312,0.694381826683,0.6007895882,7,0.436583591792,0.810466998928,0.69483459255,0.398098657819
177,2026091312,0.697753924251,0.602940168402,10,0.823454221757,0.579639454971,0.190333425211,0.766198185113
178,2026091312,0.647009248858,0.569653169857,8,0.59489916418,0.753032737782,0.569397693831,0.513449161951
179,2026091312,0.295384246077,0.287082908092,8,0.352681005277,0.543224037216,0.207828887784,0.146168408832
180,2026091312,0.475265172942,0.442443644712,8,0.633281048738,0.586671210373,0.414919746862,0.555743249012
181,2026091312,0.475758386298,0.442840221834,10,0.508880616685,0.409951195349,0.474469854815,0.465464715197
182,2026091312,0.487365141176,0.452122677395,10,0.548313189101,0.337688110346,0.37158398598,0.615961434841
183,2026091312,0.409361804867,0.387930661459,10,0.400801737892,0.30309024009,0.504425243081,0.414366980067
184,2026091312,0.571552930653,0.516498844825,7,0.473063019864,0.706648626614,0.568219936839,0.441311686838
185,2026091312,0.372003055749,0.355742521266,10,0.384637635034,0.511833003036,0.407283935967,0.185763488021
186,2026091312,0.622066939313,0.552565511802,8,0.692177635275,0.523302791249,0.441236813101,0.770980892937
187,2026091312,0.317727425835,0.307450604405,8,0.179841763128,0.486447437841,0.449742793659,0.33632598594
188,2026091312,0.446790782038,0.419257456642,8,0.479321017056,0.305623390022,0.403965628345,0.519241422726
189,2026091312,0.392272035344,0.373317275805,8,0.446525051466,0.468265533934,0.388724300512,0.332719712983
190,2026091312,0.584095407403,0.525635682655,5,0.770779299825,0.480379042141,0.60785094828,0.442564895294
191,2026091312,0.5234754916,0.480377949157,10,0.378162458307,0.681252972987,0.691982668887,0.248505132543
192,2026091312,0.749662201245,0.634947383204,10,0.56819967058,0.749605205081,0.715240234685,0.531582099568
193,2026091312,0.332739446903,0.32098013977,8,0.270798022436,0.419283181664,0.272302392325,0.394350105817
194,2026091312,0.592571982444,0.531742882988,10,0.352930910053,0.640999843647,0.553853774745,0.622281266366
195,2026091312,0.497940748479,0.46049612326,10,0.447296261605,0.447662185201,0.412814860204,0.611489145927
196,2026091312,0.393969697471,0.37477741512,10,0.376973201209,0.474603193324,0.374514528676,0.337898170072
197,2026091312,0.477121666782,0.443935490933,10,0.373502441705,0.65488536204,0.604452074621,0.302228849684
198,2026091312,0.310321710541,0.300729741012,10,0.296140138598,0.551703494714,0.187359257568,0.186521557548
199,2026091312,0.609185671784,0.543553618313,10,0.777091919194,0.410533787416,0.596839646657,0.663851583018
200,2026091312,0.914981192083,0.723514491301,10,0.839149860987,0.638705504559,0.302558635895,0.93913449192
201,2026091312,0.706368805503,0.608394755419,10,0.72180899234,0.726898818121,0.648860812495,0.47902550941
202,2026091312,0.439467103197,0.413202627599,10,0.35177055244,0.368355697449,0.585500740104,0.337460457869
203,2026091312,0.423728738508,0.400067036844,10,0.372929187885,0.30107224145,0.37364105272,0.609780858615
204,2026091312,0.394267123714,0.375033036934,10,0.650855388795,0.228649511022,0.277698620788,0.457852102447
205,2026091312,0.40315530081,0.382645518286,8,0.394338228757,0.33250076222,0.499432682684,0.451649302078
206,2026091312,0.442261127889,0.415516932658,7,0.157930811938,0.616238337959,0.602494905832,0.278651937927
207,2026091312,0.377754838494,0.360756086324,10,0.471265715906,0.354665184735,0.345170609308,0.399526517751
208,2026091312,0.404881070408,0.384117631271,10,0.412917238945,0.348894970389,0.428703273645,0.414145838113
209,2026091312,0.4417424035,0.415087675793,5,0.382986933045,0.485676645248,0.609862878452,0.585666757374
210,2026091312,0.669374317337,0.584568159099,10,0.560123871374,0.498141217881,0.775572969609,0.640439607569
211,2026091312,0.390240334735,0.371567399934,10,0.25074095551,0.41078246098,0.54240422171,0.383711981058
212,2026091312,0.595133431877,0.533577578402,10,0.340741996956,0.803118648739,0.66665180718,0.398229708721
213,2026091312,0.408421508857,0.387131579537,7,0.460442564529,0.374151865788,0.6606265336,0.315581815742
214,2026091312,0.472273881095,0.440034736372,10,0.496764208473,0.27500022885,0.629860559025,0.36713380018
215,2026091312,0.40319111137,0.382676085131,10,0.301100817181,0.357760794762,0.644641421488,0.361532333302
216,2026091312,0.432973334925,0.407803169863,7,0.389430492016,0.36198709362,0.528569971834,0.465593521481
217,2026091312,0.421801164492,0.398446730547,10,0.491179058634,0.489478193793,0.350102144598,0.413557119121
218,2026091312,0.464622427219,0.433844115439,8,0.562994787646,0.391768634975,0.427258843346,0.425704977663
219,2026091312,0.501665173805,0.463425721268,8,0.637645489734,0.495525212791,0.417589471228,0.627098000092
220,2026091312,0.39187377151,0.372974465373,5,0.436277547846,0.332195015124,0.438130072301,0.406146182614
221,2026091312,0.569650855834,0.515102818715,10,0.315342289323,0.465816063759,0.70269063707,0.542605259668
222,2026091312,0.281380390429,0.274182181487,10,0.173559683502,0.184444949059,0.491244699419,0.37135765286
223,2026091312,0.487081011551,0.451896599066,10,0.603307605043,0.578003936672,0.500959107383,0.386026450973
224,2026091312,0.437266350846,0.411375965668,4,0.506637632216,0.521000915351,0.393470212881,0.393932431856
225,2026091312,0.467178656957,0.435916906533,10,0.545889688111,0.338378745199,0.400819601299,0.538876752991
226,2026091312,0.414524921095,0.392307972954,10,0.370650670032,0.498440948143,0.517206482023,0.236176597917
227,2026091312,0.508222523243,0.468559118878,8,0.354986707163,0.535074519024,0.610033853366,0.473722342854
228,2026091312,0.485841152902,0.450909379997,10,0.432563750598,0.508542122442,0.474501746758,0.450043487942
229,2026091312,0.387587231467,0.369278339091,10,0.553061329484,0.495007387917,0.25230813885,0.345820917848
230,2026091312,0.424217397584,0.400477404001,10,0.45612302524,0.362654407632,0.473072724947,0.38629469783
231,2026091312,0.600330478618,0.537284686495,10,0.484679083978,0.689403208696,0.636892661933,0.380253028222
232,2026091312,0.523803766855,0.480630430813,10,0.524652259168,0.575448757826,0.333861471622,0.732452509962
233,2026091312,0.629577658205,0.557761331866,10,0.685861084364,0.42675161377,0.478579798557,0.778616328312
234,2026091312,0.597286569575,0.535115937218,8,0.633646548711,0.625826384945,0.621590517371,0.599995903385
235,2026091312,0.332338393444,0.320620359853,8,0.201837538624,0.545769849047,0.456646820748,0.146738485848
236,2026091312,0.347191494067,0.33388246797,8,0.368739392251,0.27339499998,0.338577714245,0.466411157027
237,2026091312,0.47068770573,0.43875480076,10,0.411359570253,0.755067381098,0.228545961211,0.282172196945
238,2026091312,0.352222751001,0.338345318377,10,0.33498634355,0.41725802087,0.358005058041,0.316650919901
239,2026091312,0.342254362643,0.329488508229,8,0.333658910002,0.284107065269,0.505988310072,0.336360714288
240,2026091312,0.447524326669,0.41986187514,8,0.501711660137,0.397152512628,0.236546289169,0.562261591376
241,2026091312,0.390309872651,0.371627335735,6,0.251387599435,0.601696107347,0.573945465361,0.118512339866
242,2026091312,0.547199918886,0.498418667931,10,0.598434735972,0.569769984935,0.450490225631,0.533316720438
243,2026091312,0.314864817726,0.30485631065,10,0.305921798931,0.291632813641,0.504582664088,0.206290047149
244,2026091312,0.422034382358,0.398642904559,10,0.496159547613,0.407675056305,0.417969815373,0.349049173468
245,2026091312,0.670176813484,0.585096178502,10,0.594732932948,0.467972207987,0.573208318655,0.783543703968
246,2026091312,0.375052003449,0.358402722671,10,0.304090466681,0.460505787741,0.425046506802,0.421407940503
247,2026091312,0.598832390019,0.536218200758,10,0.39921113783,0.393054098752,0.498989916044,0.845713867254
248,2026091312,0.550785367116,0.501108596347,8,0.605067491764,0.659503711623,0.333316360264,0.56691884325
249,2026091312,0.66803389648,0.583685095356,10,0.554429920876,0.796600973031,0.439039674369,0.527261544018
250,2026091312,0.545016914217,0.496776183336,8,0.567523929257,0.278166930024,0.728040202815,0.463696563581
251,2026091312,0.651628533065,0.572765263205,10,0.781665302643,0.324708610865,0.5973184869,0.542036110442
252,2026091312,0.493675113715,0.457128450118,10,0.46601915267,0.545393489416,0.609547935361,0.364745784885
253,2026091312,0.583086734015,0.524905311541,10,0.360969100993,0.39401796928,0.888048039357,0.479419179251
254,2026091312,0.527514474835,0.483478851256,10,0.315849837589,0.521691136495,0.633774058795,0.550769759619
255,2026091312,0.419847017076,0.396801544292,5,0.519177319471,0.356370190465,0.124613852568,0.606254048052
256,2026091312,0.449804310672,0.421738135103,10,0.443370667103,0.344353667414,0.407868301739,0.582275128927
257,2026091312,0.51413547178,0.473161089774,10,0.633997548138,0.558143212182,0.339150830139,0.442083905387
258,2026091312,0.567454181399,0.513487164381,8,0.423476209663,0.468755297047,0.398346359153,0.8266694997
259,2026091312,0.849834895388,0.690983205546,8,0.843102886589,0.709975958071,0.262796835973,0.766786933901
260,2026091312,0.634787021885,0.56133964502,8,0.559160007612,0.149408904472,0.710623229594,0.753168557634
261,2026091312,0.510052381388,0.469986010966,10,0.44996548583,0.544615433713,0.461499756288,0.542784649711
262,2026091312,0.533306423661,0.487904479115,10,0.58411550497,0.547965409084,0.353351564522,0.537304900289
263,2026091312,0.458898484956,0.429186021122,8,0.453959710719,0.471106160242,0.559932418871,0.357499968393
264,2026091312,0.648070070363,0.570369316726,10,0.737969264936,0.351892133662,0.549975636743,0.767519142857
265,2026091312,0.432167989998,0.407131536121,8,0.354680400462,0.527227309438,0.262295985739,0.472997228567
266,2026091312,0.520049382071,0.477738124485,8,0.622138747476,0.396052563997,0.348511639851,0.735207802614
267,2026091312,0.546386459498,0.49780704123,8,0.721262635792,0.412645109146,0.417518420339,0.454686736641
268,2026091312,0.357790949543,0.343266760436,8,0.233034161318,0.40381288229,0.541024126795,0.451697479623
269,2026091312,0.569327051789,0.514864890217,6,0.782545845624,0.515599162264,0.144485664569,0.624969634797
270,2026091312,0.453529707656,0.42479610295,8,0.55692415701,0.209800152034,0.372757479705,0.569925271369
271,2026091312,0.551243826647,0.501451853302,8,0.540966087475,0.578560148568,0.558301808357,0.489751641515
