persona,model,model_label,qwen_reference_cluster,kmeans_top3_cluster,kmeans_top5_cluster,agglomerative_top3_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile
infant,gemma,Gemma-2-27B,other,6,5,4,-355.93783952212993,794.7046148583976,-788.2820864095323,25.636363636363637,95.0909090909091,0.9090909090909091
influencer,gemma,Gemma-2-27B,combative_iconoclast,4,1,3,367.73048699296345,486.79636741607794,-122.62424664956005,68.18181818181819,85.27272727272727,30.363636363636363
instructor,gemma,Gemma-2-27B,procedural_professional,0,0,0,568.2996246894356,-123.81950848550682,-192.01734712737178,83.45454545454545,49.27272727272727,19.09090909090909
interpreter,gemma,Gemma-2-27B,procedural_professional,0,0,0,410.00754182947935,-128.04996513704197,-180.4023424599799,69.63636363636364,48.18181818181818,21.636363636363637
interviewer,gemma,Gemma-2-27B,editorial,0,0,0,629.1075010621208,-29.460987940859795,-105.21923126394066,93.27272727272727,63.09090909090909,33.63636363636363
jester,gemma,Gemma-2-27B,trickster_chaos,2,4,1,-567.6095118799494,538.9946433966035,234.031358243676,19.818181818181817,88.9090909090909,85.63636363636364
journalist,gemma,Gemma-2-27B,procedural_professional,5,0,0,542.9125185961848,-165.94565740955545,81.40260612371274,82.0,39.45454545454545,68.18181818181819
judge,gemma,Gemma-2-27B,procedural_professional,5,0,0,466.79440661431505,-251.52305266800298,113.84566463468272,75.0909090909091,25.272727272727273,73.63636363636364
lawyer,gemma,Gemma-2-27B,procedural_professional,5,0,0,620.2512888561431,-146.02404962986975,151.8404350607905,90.72727272727273,44.18181818181818,77.63636363636364
leviathan,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-1214.5474112074885,-446.528365694751,14.083084150479957,0.18181818181818182,5.2727272727272725,56.54545454545455
librarian,gemma,Gemma-2-27B,procedural_professional,5,0,0,492.0887858696257,-124.7266663070606,1.9402692289871026,76.54545454545455,48.54545454545455,52.18181818181818
linguist,gemma,Gemma-2-27B,procedural_professional,5,0,0,524.9865817228961,-167.9753806705003,78.50637916313919,78.72727272727273,39.09090909090909,67.0909090909091
loner,gemma,Gemma-2-27B,grounded_social,1,1,1,-254.4574583523594,230.52962254039002,90.78021655017959,31.454545454545453,78.0,69.27272727272727
luddite,gemma,Gemma-2-27B,grounded_social,4,6,3,-728.8572164867489,393.95365968263496,-48.328320974727674,12.909090909090908,82.0,42.72727272727273
marketer,gemma,Gemma-2-27B,procedural_professional,5,0,0,621.0423396726002,-141.1814617267632,-10.283979036066293,91.45454545454545,44.90909090909091,49.63636363636363
martyr,gemma,Gemma-2-27B,mythic_spiritual,1,2,2,-618.3700541867884,-177.58413314893258,113.48682908728382,16.545454545454547,38.0,72.54545454545455
mathematician,gemma,Gemma-2-27B,procedural_professional,5,0,0,363.0556672086719,-152.35336865992923,215.33388497063964,67.81818181818181,42.0,84.18181818181819
maverick,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-96.87320215115014,328.9012729310101,379.0565498282087,39.45454545454545,80.9090909090909,92.9090909090909
mechanic,gemma,Gemma-2-27B,procedural_professional,4,6,3,222.08974152986502,665.0602982524144,-136.4337750277902,58.36363636363637,92.9090909090909,26.363636363636363
mediator,gemma,Gemma-2-27B,procedural_professional,0,0,0,610.9612343966469,-230.46518607575103,-184.2662492771596,88.54545454545455,28.90909090909091,20.181818181818183
mentor,gemma,Gemma-2-27B,procedural_professional,0,0,0,546.9117396595818,-152.14877827800015,-164.62732916179124,82.36363636363636,42.72727272727273,23.09090909090909
merchant,gemma,Gemma-2-27B,procedural_professional,0,0,0,24.13449834494526,-39.37833574976904,-77.46597697757873,46.36363636363637,62.36363636363637,35.09090909090909
minimalist,gemma,Gemma-2-27B,procedural_professional,0,1,0,33.86705602181166,-138.82896862585605,-128.17248813937314,47.09090909090909,46.36363636363637,28.90909090909091
moderator,gemma,Gemma-2-27B,procedural_professional,0,0,0,728.5970167886759,-188.94365859386446,-251.63939695155113,99.0909090909091,36.18181818181818,10.727272727272727
musician,gemma,Gemma-2-27B,grounded_social,0,1,0,-195.5822876177079,-12.260451471759383,-181.48316754505538,34.36363636363637,65.27272727272727,20.545454545454547
mycorrhizal,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-788.2124447819036,-466.67432659765706,-252.58687050957022,10.0,3.8181818181818183,10.0
mystic,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-810.7086291698038,-536.0930182597917,-241.06167997041442,9.636363636363637,1.2727272727272727,11.454545454545455
narcissist,gemma,Gemma-2-27B,grounded_social,2,4,1,-278.5420868632406,688.9534623746725,828.4183433437656,29.636363636363637,93.27272727272727,99.81818181818181
narrator,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-614.9199803001871,-94.65787322980572,-55.05770954322361,16.90909090909091,55.45454545454545,39.81818181818182
naturalist,gemma,Gemma-2-27B,procedural_professional,0,0,0,-4.4619233290775515,-269.2528483861365,-143.03790734505228,44.18181818181818,22.727272727272727,25.272727272727273
navigator,gemma,Gemma-2-27B,procedural_professional,0,0,0,325.68461768735034,-145.49206031417228,-65.25467378905309,65.27272727272727,44.54545454545455,36.18181818181818
negotiator,gemma,Gemma-2-27B,procedural_professional,5,0,0,570.4959932898242,-218.00289311731183,-79.66510577888981,83.81818181818181,30.727272727272727,34.72727272727273
networker,gemma,Gemma-2-27B,procedural_professional,0,0,0,526.7898441993784,-89.83540840381116,-149.52352490793834,79.0909090909091,55.81818181818182,24.545454545454547
newlywed,gemma,Gemma-2-27B,grounded_social,4,1,3,280.25357533620775,659.1264631696988,-267.78674376405024,62.36363636363637,92.18181818181819,9.272727272727273
nomad,gemma,Gemma-2-27B,grounded_social,0,1,3,-348.78235865290696,81.33811377401577,-325.08568557675596,26.363636363636363,71.45454545454545,6.0
novelist,gemma,Gemma-2-27B,grounded_social,1,1,2,-243.73394358182364,-86.20147625089803,36.34238632762701,32.90909090909091,56.90909090909091,60.18181818181818
nutritionist,gemma,Gemma-2-27B,editorial,0,0,0,662.5716808775195,-96.46067656060656,-142.63322462889033,96.18181818181819,54.36363636363637,25.636363636363637
observer,gemma,Gemma-2-27B,procedural_professional,5,0,0,488.8724279711411,-264.61695951322696,96.32243239192132,76.18181818181819,23.09090909090909,69.63636363636364
optimist,gemma,Gemma-2-27B,grounded_social,0,1,0,243.20684390926095,217.03552103835918,-297.67692578492483,59.81818181818182,77.63636363636364,7.454545454545454
oracle,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-894.1538760259896,-476.51361435156497,-106.70758595630882,6.0,2.727272727272727,33.27272727272727
organizer,gemma,Gemma-2-27B,procedural_professional,5,0,0,613.9811888606939,-242.43441230943907,-55.38288020550925,89.27272727272727,26.0,39.45454545454545
orphan,gemma,Gemma-2-27B,grounded_social,4,1,3,-121.75867695474412,497.49629977121754,-236.04106491992258,38.0,86.36363636363636,12.181818181818182
pacifist,gemma,Gemma-2-27B,procedural_professional,0,1,0,247.64084245127233,-305.7106192758224,-218.3443310410871,60.90909090909091,15.090909090909092,15.090909090909092
paramedic,gemma,Gemma-2-27B,procedural_professional,0,0,0,464.3109655819749,180.40517169179194,-51.026435999669964,74.72727272727273,76.54545454545455,41.63636363636363
parasite,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-415.7970516811949,30.869232420388624,419.97561226892213,22.363636363636363,67.0909090909091,93.63636363636364
parent,gemma,Gemma-2-27B,grounded_social,4,1,3,278.3607703832072,501.98257803392625,-296.3597023862524,62.0,87.45454545454545,7.818181818181818
patient,gemma,Gemma-2-27B,grounded_social,4,1,3,215.50863385162975,477.8230008009869,-230.63677867415586,57.63636363636363,84.9090909090909,13.636363636363637
peacekeeper,gemma,Gemma-2-27B,procedural_professional,0,0,0,454.98772277870574,-284.55943136009574,-180.9881703619537,73.63636363636364,18.0,20.90909090909091
perfectionist,gemma,Gemma-2-27B,procedural_professional,1,3,1,119.21961430853007,-112.92732405962391,476.85662085542003,52.90909090909091,51.09090909090909,95.45454545454545
pharmacist,gemma,Gemma-2-27B,editorial,5,0,0,620.5701999288948,-94.98333000014239,-63.26980742487558,91.0909090909091,55.09090909090909,36.90909090909091
philosopher,gemma,Gemma-2-27B,procedural_professional,1,2,2,-167.78054650398326,-386.2696091052297,204.04392032760754,35.81818181818182,10.363636363636363,82.72727272727273
photographer,gemma,Gemma-2-27B,grounded_social,0,1,0,-107.38490712145882,-19.81177926839618,-49.1709405703725,38.72727272727273,63.81818181818182,42.36363636363637
physicist,gemma,Gemma-2-27B,procedural_professional,5,0,0,359.85955464089955,-187.48604072937138,162.8418580969999,67.45454545454545,36.54545454545455,79.81818181818181
pilgrim,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-752.5587553229162,-380.99649602384267,-295.10238524310654,10.727272727272727,10.727272727272727,8.181818181818182
pilot,gemma,Gemma-2-27B,procedural_professional,5,0,0,476.41769315888575,43.338346738013186,10.673853076504862,75.45454545454545,68.54545454545455,54.36363636363637
pirate,gemma,Gemma-2-27B,trickster_chaos,4,6,3,-591.8164136587507,615.3870480620193,-217.58794269060266,18.0,91.45454545454545,15.454545454545455
planner,gemma,Gemma-2-27B,procedural_professional,5,0,0,666.9699684286519,-251.68695378574185,-53.54465548042946,96.54545454545455,24.90909090909091,40.18181818181818
playwright,gemma,Gemma-2-27B,grounded_social,0,1,0,5.525667278541576,66.56222201724658,7.408606237203309,45.27272727272727,70.36363636363636,52.54545454545455
podcaster,gemma,Gemma-2-27B,grounded_social,0,1,0,305.01897639028545,146.41661229787013,-106.81231260557311,63.81818181818182,75.0909090909091,32.90909090909091
poet,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-922.3897541456325,55.054724268351805,30.692818716565945,5.636363636363637,70.0,59.81818181818182
polymath,gemma,Gemma-2-27B,procedural_professional,5,0,0,143.6864605612284,-301.55717602639993,113.63362113858271,54.36363636363637,15.454545454545455,73.27272727272727
pragmatist,gemma,Gemma-2-27B,procedural_professional,5,0,0,532.627800025748,79.82008975673466,43.29266283985439,80.54545454545455,71.0909090909091,61.27272727272727
predator,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-630.1767181566446,-108.91024551307422,251.62381284343272,15.454545454545455,52.18181818181818,86.0
presenter,gemma,Gemma-2-27B,procedural_professional,0,1,0,345.70668627664116,85.59973177137313,-155.20289827068908,67.0909090909091,72.18181818181819,23.454545454545453
prey,gemma,Gemma-2-27B,grounded_social,3,6,2,-734.5458078558637,135.60713392372443,-41.09365372422556,12.545454545454545,74.72727272727273,45.63636363636363
prisoner,gemma,Gemma-2-27B,grounded_social,4,6,6,-251.80761501447563,813.3697385271466,-127.80337759293292,31.818181818181817,95.81818181818181,29.272727272727273
procrastinator,gemma,Gemma-2-27B,other,2,4,6,114.41780269592945,1348.6324963899292,225.17831044027616,52.54545454545455,99.81818181818181,84.54545454545455
prodigy,gemma,Gemma-2-27B,procedural_professional,5,0,0,55.90982000222301,-17.48574441825742,145.8073823059883,49.27272727272727,64.9090909090909,76.54545454545455
producer,gemma,Gemma-2-27B,procedural_professional,5,0,0,583.4781402000741,-96.71215723451819,-37.20900276365838,85.63636363636364,54.0,47.09090909090909
programmer,gemma,Gemma-2-27B,procedural_professional,5,0,0,540.3110559394821,-51.92237573238685,78.88882266978771,81.27272727272727,60.90909090909091,67.45454545454545
proofreader,gemma,Gemma-2-27B,editorial,5,0,0,681.1112555693528,27.394141471438324,228.07032720984986,98.0,66.72727272727273,84.9090909090909
prophet,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-956.0557887034913,-393.580744504085,-9.125609654127365,3.8181818181818183,9.272727272727273,50.36363636363637
provincial,gemma,Gemma-2-27B,grounded_social,6,6,3,-369.3203406157838,750.9030373537173,-498.136417856257,25.272727272727273,94.72727272727273,2.3636363636363638
provocateur,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-305.6909250342693,454.81091279861056,692.2234467638975,28.545454545454547,83.81818181818181,98.72727272727273
psychologist,gemma,Gemma-2-27B,procedural_professional,5,0,0,574.5359268857536,-197.31453426250368,-56.14685358722309,85.27272727272727,33.27272727272727,39.09090909090909
publisher,gemma,Gemma-2-27B,procedural_professional,5,0,0,555.758487308845,-189.6654174741255,-18.183074158284313,82.72727272727273,35.45454545454545,49.27272727272727
purist,gemma,Gemma-2-27B,procedural_professional,1,3,2,-369.8304344641402,-250.42001003148442,346.841140018969,24.90909090909091,25.636363636363637,91.0909090909091
realist,gemma,Gemma-2-27B,procedural_professional,5,0,0,413.4637300467759,93.87135570347432,173.24181769319352,70.36363636363636,73.27272727272727,81.63636363636364
rebel,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-327.8422074527373,493.543795204466,446.0292594643999,27.09090909090909,86.0,94.36363636363636
recruiter,gemma,Gemma-2-27B,procedural_professional,5,0,0,609.0156351222074,-75.53515210276979,-44.73678411990517,87.81818181818181,58.0,43.81818181818182
refugee,gemma,Gemma-2-27B,grounded_social,4,1,3,-223.06320984532528,166.7873282414793,-322.67930651449655,33.63636363636363,75.81818181818181,6.363636363636363
reporter,gemma,Gemma-2-27B,procedural_professional,5,0,0,439.49430350317056,-44.07352851646967,42.554264160220136,72.54545454545455,62.0,60.90909090909091
researcher,gemma,Gemma-2-27B,procedural_professional,5,0,0,638.1096491645872,-296.25899899166905,39.902879349003605,93.63636363636364,16.545454545454547,60.54545454545455
retiree,gemma,Gemma-2-27B,grounded_social,4,1,3,62.22508074613386,575.8503690910735,-195.8410288078204,50.0,89.63636363636364,18.0
revenant,gemma,Gemma-2-27B,mythic_spiritual,1,2,2,-931.832105663527,-264.08267690426186,156.1662578305691,4.909090909090909,23.818181818181817,78.72727272727273
reviewer,gemma,Gemma-2-27B,procedural_professional,5,0,0,661.5001543987232,-332.78457147478986,-3.7184273621809223,95.81818181818181,13.272727272727273,50.72727272727273
revolutionary,gemma,Gemma-2-27B,combative_iconoclast,1,1,2,-185.19445648937213,-19.119531776428985,282.0832533277772,35.09090909090909,64.54545454545455,88.18181818181819
robot,gemma,Gemma-2-27B,procedural_professional,5,3,0,415.5180850382049,-351.1396178792701,375.88877097255454,71.0909090909091,12.909090909090908,92.54545454545455
rogue,gemma,Gemma-2-27B,trickster_chaos,2,6,1,-414.5510634208187,473.5234818369163,270.25041974758545,22.727272727272727,84.54545454545455,87.45454545454545
romantic,gemma,Gemma-2-27B,grounded_social,3,1,5,-655.5004287334804,-191.6393396819876,-206.305322935488,14.727272727272727,35.09090909090909,16.90909090909091
saboteur,gemma,Gemma-2-27B,combative_iconoclast,2,3,1,34.02274813094854,115.2301096841078,563.122093700238,47.45454545454545,74.0,97.27272727272727
sage,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-620.8707279720353,-481.41194810863374,-192.4601796437369,16.181818181818183,2.3636363636363638,18.727272727272727
scheduler,gemma,Gemma-2-27B,procedural_professional,5,0,0,624.813786723235,-88.05713870524568,64.82412650662661,92.18181818181819,56.54545454545455,65.27272727272727
scholar,gemma,Gemma-2-27B,procedural_professional,5,0,0,385.00940036820435,-387.47023993619536,138.8521182885704,68.9090909090909,10.0,75.81818181818181
scientist,gemma,Gemma-2-27B,procedural_professional,5,0,0,617.2423426197633,-277.6971156284767,113.61105637495298,90.0,20.181818181818183,72.9090909090909
scout,gemma,Gemma-2-27B,procedural_professional,0,6,0,159.39600887582375,-53.7967316928311,12.761163407602076,55.09090909090909,59.81818181818182,55.45454545454545
screener,gemma,Gemma-2-27B,editorial,5,0,0,735.6310698456357,-138.6838200375465,82.747145141601,99.45454545454545,46.72727272727273,68.9090909090909
secretary,gemma,Gemma-2-27B,editorial,5,0,0,624.6844160404462,-85.84718548392885,28.879961413402363,91.81818181818181,57.27272727272727,58.72727272727273
shaman,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-865.9265222491711,-485.0806581721983,-546.0659340798944,7.818181818181818,2.0,1.6363636363636365
shapeshifter,gemma,Gemma-2-27B,grounded_social,1,2,2,-404.99276819007974,-156.0316461274223,-2.204423349575119,23.09090909090909,41.27272727272727,51.09090909090909
simulacrum,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-322.8215225275035,-203.39775814256015,440.2013050928181,27.454545454545453,32.18181818181818,94.0
skeptic,gemma,Gemma-2-27B,procedural_professional,5,0,0,513.1581817636265,-52.03167813118541,261.8485490724461,78.0,60.54545454545455,87.0909090909091
smuggler,gemma,Gemma-2-27B,grounded_social,2,6,6,-267.5318542644037,925.1171291971939,173.1513000884455,31.09090909090909,96.9090909090909,81.27272727272727
sociologist,gemma,Gemma-2-27B,procedural_professional,5,0,0,532.1044080912944,-230.97069084575915,23.696555151086233,80.18181818181819,28.545454545454547,58.36363636363637
soldier,gemma,Gemma-2-27B,grounded_social,2,6,1,-16.128420951603225,354.0229625234763,165.13065853547624,43.81818181818182,81.27272727272727,80.18181818181819
sommelier,gemma,Gemma-2-27B,procedural_professional,5,1,0,73.17783694389304,-96.76405024157334,54.78017968214838,50.72727272727273,53.63636363636363,63.09090909090909
specialist,gemma,Gemma-2-27B,procedural_professional,5,0,0,483.5801886678523,-226.48685424741407,67.8687498171036,75.81818181818181,29.636363636363637,65.63636363636364
spirit,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-843.3319647215746,-564.0384098231518,-195.05212480552544,9.272727272727273,0.5454545454545454,18.363636363636363
spy,gemma,Gemma-2-27B,procedural_professional,2,6,1,48.72151965873039,161.74065553946548,448.70731563909965,48.54545454545455,75.45454545454545,94.72727272727273
statistician,gemma,Gemma-2-27B,procedural_professional,5,0,0,610.2385211360393,-139.4950872634969,148.52241667262035,88.18181818181819,45.63636363636363,76.9090909090909
stoic,gemma,Gemma-2-27B,mythic_spiritual,1,2,2,-384.6767935174077,-351.93553175803066,232.84464297660847,24.181818181818183,12.545454545454545,85.27272727272727
strategist,gemma,Gemma-2-27B,procedural_professional,5,0,0,596.1832007892114,-319.3188137642302,16.905629751087588,86.72727272727273,14.0,56.90909090909091
student,gemma,Gemma-2-27B,editorial,4,1,3,527.6925016537565,404.49363140831065,-184.84567474458072,79.45454545454545,82.36363636363636,19.818181818181817
summarizer,gemma,Gemma-2-27B,editorial,5,0,0,571.4060148973981,-278.5928679829874,-111.28112319009857,84.18181818181819,19.818181818181817,32.18181818181818
supervisor,gemma,Gemma-2-27B,editorial,5,0,0,669.1902575966612,-147.70814832471575,-47.57345649145795,97.27272727272727,43.09090909090909,43.09090909090909
surfer,gemma,Gemma-2-27B,grounded_social,4,6,3,-322.6288867300126,503.4213529480237,-427.46880579224137,27.818181818181817,87.81818181818181,3.090909090909091
survivor,gemma,Gemma-2-27B,grounded_social,4,1,3,-287.1776964794768,254.62018713153935,-205.05173373404875,28.90909090909091,79.0909090909091,17.272727272727273
swarm,gemma,Gemma-2-27B,procedural_professional,1,3,2,-277.14268238294807,-465.11672114102555,124.41525593043315,30.0,4.181818181818182,74.36363636363636
symbiont,gemma,Gemma-2-27B,procedural_professional,0,0,0,103.73818009701212,-283.63046720860854,-40.72800921867825,52.18181818181818,18.363636363636363,46.0
synthesizer,gemma,Gemma-2-27B,procedural_professional,5,0,0,320.81540825759345,-301.23375373429843,-58.38236261588696,64.9090909090909,15.818181818181818,38.0
teacher,gemma,Gemma-2-27B,procedural_professional,0,0,0,534.8551246692797,50.18447344726288,-234.29946380020885,80.9090909090909,69.63636363636364,12.545454545454545
technologist,gemma,Gemma-2-27B,procedural_professional,5,0,0,437.3896135605344,-132.65621734984276,100.8365452232364,71.81818181818181,47.45454545454545,70.72727272727273
teenager,gemma,Gemma-2-27B,other,4,4,6,233.79855074700066,1232.4977852760574,-104.08199600700246,59.09090909090909,99.45454545454545,34.0
theorist,gemma,Gemma-2-27B,procedural_professional,5,0,0,335.04104907018785,-365.5314749888186,116.50956346046729,66.36363636363636,11.454545454545455,74.0
therapist,gemma,Gemma-2-27B,procedural_professional,0,1,0,573.1869577612309,-130.94942771144795,-335.0178396151154,84.54545454545455,47.81818181818182,5.2727272727272725
toddler,gemma,Gemma-2-27B,other,6,5,4,-371.32107125641284,1224.2848930340012,-1048.6898300251623,24.545454545454547,99.0909090909091,0.5454545454545454
traditionalist,gemma,Gemma-2-27B,procedural_professional,1,2,2,-320.1375809354669,-201.74429767922774,12.375879303305865,28.181818181818183,32.90909090909091,55.09090909090909
trainer,gemma,Gemma-2-27B,procedural_professional,0,0,0,594.2279061905074,-119.38778610293656,-131.407366660959,86.0,50.36363636363637,27.818181818181817
translator,gemma,Gemma-2-27B,editorial,5,0,0,604.146264244918,-220.1360886179005,-27.0121846965892,87.0909090909091,30.363636363636363,48.54545454545455
tree,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-1082.5249938256416,-443.3896694923057,-347.9381501395927,1.2727272727272727,5.636363636363637,4.909090909090909
trickster,gemma,Gemma-2-27B,trickster_chaos,2,4,1,-541.7749999361553,409.9639318832682,205.69833187958645,20.181818181818183,82.72727272727273,83.0909090909091
tulpa,gemma,Gemma-2-27B,grounded_social,0,1,0,36.85690959194629,-52.05643194014863,-58.270538393266094,48.18181818181818,60.18181818181818,38.36363636363637
tutor,gemma,Gemma-2-27B,procedural_professional,0,0,0,573.8125184022138,49.94382738146511,-221.27114164967665,84.9090909090909,69.27272727272727,14.727272727272727
validator,gemma,Gemma-2-27B,procedural_professional,5,0,0,668.9640373441899,-236.55640005592016,105.29057967350683,96.9090909090909,27.09090909090909,71.0909090909091
vampire,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-871.4207361756069,-182.89134475166787,366.0409985068063,7.090909090909091,37.27272727272727,91.81818181818181
vegan,gemma,Gemma-2-27B,procedural_professional,0,1,0,446.5192216763088,-76.94043393421774,-232.5906939183592,73.27272727272727,57.63636363636363,13.272727272727273
veteran,gemma,Gemma-2-27B,grounded_social,4,6,3,153.71889191746257,499.2927775407547,9.291955910687102,54.72727272727273,86.72727272727273,53.27272727272727
veterinarian,gemma,Gemma-2-27B,procedural_professional,0,0,0,497.1531392480443,7.018385669073529,-132.2202353452643,76.9090909090909,66.36363636363636,27.454545454545453
vigilante,gemma,Gemma-2-27B,grounded_social,2,6,1,-165.08337072746073,412.5112204793032,283.0443565288422,36.18181818181818,83.0909090909091,88.54545454545455
virtuoso,gemma,Gemma-2-27B,procedural_professional,1,2,2,-439.7058517970455,-276.6015707782504,107.11297368268221,21.636363636363637,20.545454545454547,71.45454545454545
virus,gemma,Gemma-2-27B,mythic_spiritual,1,3,1,-99.61216864313575,-46.045796612189385,486.80609804850326,39.09090909090909,61.63636363636363,95.81818181818181
visionary,gemma,Gemma-2-27B,procedural_professional,1,1,0,-72.83478609917493,-235.25282263592717,79.40097203094297,40.90909090909091,27.818181818181817,67.81818181818181
void,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-1081.0408598761192,-356.99820150267595,300.4336067013551,1.6363636363636365,12.181818181818182,89.63636363636364
wanderer,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-707.0025766039136,-146.15009826417216,-230.25872430931452,14.0,43.81818181818182,14.0
warrior,gemma,Gemma-2-27B,mythic_spiritual,1,6,2,-576.2292673743681,-123.39476782171688,8.923155890057537,18.727272727272727,49.63636363636363,52.90909090909091
whale,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-948.6808195745222,-363.2056112409538,-265.8958977984629,4.545454545454546,11.818181818181818,9.636363636363637
widow,gemma,Gemma-2-27B,grounded_social,4,1,3,-272.205278111262,388.98420196326623,-309.7814111903374,30.727272727272727,81.63636363636364,6.7272727272727275
wind,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-1004.430938761765,-320.66424439264495,-216.61462273151636,2.727272727272727,13.636363636363637,15.818181818181818
witch,gemma,Gemma-2-27B,mythic_spiritual,3,2,5,-893.655937719828,-421.44342998367415,-234.15451341935878,6.363636363636363,7.818181818181818,12.909090909090908
witness,gemma,Gemma-2-27B,procedural_professional,0,1,0,-36.17308141991854,42.67310723332452,-1.5707852044530732,42.72727272727273,68.18181818181819,51.45454545454545
workaholic,gemma,Gemma-2-27B,combative_iconoclast,2,4,1,-17.192355775583554,525.1087879103684,714.9428075214349,43.45454545454545,88.54545454545455,99.45454545454545
wraith,gemma,Gemma-2-27B,mythic_spiritual,3,2,2,-1088.609329796809,-424.7702608145651,29.375375557549432,0.9090909090909091,7.090909090909091,59.09090909090909
writer,gemma,Gemma-2-27B,procedural_professional,0,1,0,69.61443989737673,-108.75603942021212,-42.82342278812798,50.36363636363637,52.54545454545455,44.90909090909091
zealot,gemma,Gemma-2-27B,mythic_spiritual,1,3,2,-892.5762889228193,90.23134985840672,622.1774825541963,6.7272727272727275,72.9090909090909,98.36363636363636
zeitgeist,gemma,Gemma-2-27B,procedural_professional,1,1,2,-246.09805813719709,-104.79376856325824,107.2848683724263,32.18181818181818,52.90909090909091,71.81818181818181
