stratum,trait,n_high_pc2,n_low_pc2,mean_high_pc2,mean_low_pc2,mean_diff_high_minus_low,cohens_d,cliffs_delta,bootstrap_ci_low,bootstrap_ci_high,enriched_pole
pc2_residual_after_pc1,ritualistic,55,55,0.1213026313263179,0.2771160987005107,-0.15581346737419277,-4.447759840676861,-1.0,-0.1693311274014962,-0.1432283775681074,low_pc2
pc2_residual_after_pc1,practical,55,55,-0.16927146211531757,-0.2855241024119381,0.11625264029662052,4.208982752823926,1.0,0.10604370293750472,0.12484676002940905,high_pc2
pc2_residual_after_pc1,experiential,55,55,0.061195125353841986,-0.05695585041718913,0.11815097577103112,4.108989826573944,1.0,0.1074355507196074,0.12911629369156682,high_pc2
pc2_residual_after_pc1,conceptual,55,55,0.11487390848825575,0.23454420251984684,-0.11967029403159109,-4.074824770574571,-1.0,-0.12988198392845923,-0.11014118567295905,low_pc2
pc2_residual_after_pc1,abstract,55,55,0.15192364769013358,0.2701032998971014,-0.11817965220696783,-3.8324599257838545,-1.0,-0.12996709096195763,-0.10777703813333826,low_pc2
pc2_residual_after_pc1,theoretical,55,55,0.1491279717227562,0.27121484476601715,-0.12208687304326096,-3.799455362201058,-1.0,-0.1329706979626032,-0.10993236895805215,low_pc2
pc2_residual_after_pc1,principled,55,55,0.005760423688535997,0.09234122101393104,-0.08658079732539505,-3.6849599807263096,-1.0,-0.09474542803478753,-0.0785497746078265,low_pc2
pc2_residual_after_pc1,introverted,55,55,0.15153745784861722,0.30400229184323263,-0.1524648339946154,-3.618879284662552,-1.0,-0.16799128045081335,-0.13721445858294704,low_pc2
pc2_residual_after_pc1,reverent,55,55,0.10627314573439552,0.25764684327707593,-0.15137369754268043,-3.4369918455257626,-0.9973553719008265,-0.16819328654992116,-0.1370131124480609,low_pc2
pc2_residual_after_pc1,pensive,55,55,0.5330144995993609,0.6465881233721533,-0.11357362377279245,-3.3485324001117194,-1.0,-0.12574250182724134,-0.10042552849450526,low_pc2
pc2_residual_after_pc1,casual,55,55,-0.08963409751768953,-0.23405747426166987,0.14442337674398034,3.274176536446938,1.0,0.12823402389680014,0.1615806051496251,high_pc2
pc2_residual_after_pc1,formal,55,55,0.10451980307301073,0.24941127473277255,-0.14489147165976182,-3.2328349710531046,-1.0,-0.16280179336318285,-0.12892802981504414,low_pc2
pc2_residual_after_pc1,grounded,55,55,-0.15266429057908135,-0.2669029922025911,0.11423870162350977,3.1747268990851865,0.964297520661157,0.10065642009601303,0.12773405639719784,high_pc2
pc2_residual_after_pc1,ascetic,55,55,-0.05388223764689009,0.06867479380458297,-0.12255703145147306,-3.172386260656189,-0.9821487603305785,-0.1375387269925163,-0.10698251899962746,low_pc2
pc2_residual_after_pc1,contemporary,55,55,0.04704068859840178,-0.07114223379502489,0.11818292239342668,3.1420128073234563,0.9722314049586777,0.10575013037318275,0.1311459583825145,high_pc2
pc2_residual_after_pc1,idealistic,55,55,0.03182595197408753,0.15624428894209605,-0.12441833696800852,-3.1329930110834776,-0.9649586776859504,-0.1388721198088613,-0.10849238398394467,low_pc2
pc2_residual_after_pc1,solemn,55,55,0.1979092558691892,0.3455520184480467,-0.14764276257885753,-3.056293293160637,-1.0,-0.16651615777353995,-0.12949013666400844,low_pc2
pc2_residual_after_pc1,big_picture,55,55,0.2182231113784664,0.30223076357379963,-0.08400765219533324,-2.866563598253031,-0.9993388429752066,-0.09491838189909847,-0.0747869469643684,low_pc2
pc2_residual_after_pc1,serious,55,55,0.13429611205151912,0.2731803300071435,-0.13888421795562436,-2.855301363688265,-0.9960330578512396,-0.15667263124763955,-0.12225246950864865,low_pc2
pc2_residual_after_pc1,erudite,55,55,0.22398946269250167,0.34500907676971143,-0.12101961407720976,-2.837391628639653,-0.9861157024793389,-0.13828296636822687,-0.10643928038409221,low_pc2
pc2_residual_after_pc1,inquisitive,55,55,0.13415118916742294,0.08521100152769956,0.04894018763972338,2.7991818787014573,0.9841322314049586,0.04355923176619293,0.05493940842137192,high_pc2
pc2_residual_after_pc1,perfectionist,55,55,0.35337712071955263,0.4676874884321566,-0.11431036771260394,-2.761326202135218,-0.9927272727272727,-0.13008193364096132,-0.10092365970197774,low_pc2
pc2_residual_after_pc1,deterministic,55,55,-0.09351326556732562,-0.006977308514090798,-0.08653595705323482,-2.7569349289933958,-0.9656198347107438,-0.09951286602154323,-0.07518454685079608,low_pc2
pc2_residual_after_pc1,meticulous,55,55,0.3907696143989971,0.5047161837892297,-0.11394656939023257,-2.7253605189654793,-0.9973553719008265,-0.12864634937254585,-0.0995495048138916,low_pc2
pc2_residual_after_pc1,stoic,55,55,0.020208011801693643,0.14705104675560807,-0.1268430349539144,-2.7211328484550554,-0.9821487603305785,-0.14375391770672102,-0.10969250945642393,low_pc2
pc2_residual_after_pc1,deontological,55,55,-0.10455531779301688,-0.034573049668268345,-0.06998226812474853,-2.705939167452443,-0.9484297520661157,-0.07866427048777655,-0.060096843077645505,low_pc2
pc2_residual_after_pc1,essentialist,55,55,-0.09718723890338826,-0.00972350717778381,-0.08746373172560445,-2.6883060990350764,-0.9510743801652892,-0.10008061241371774,-0.07525988219839684,low_pc2
pc2_residual_after_pc1,eloquent,55,55,0.2305847145000683,0.337477368255243,-0.1068926537551747,-2.5258080988440748,-0.9219834710743802,-0.11984400830628618,-0.09166565128945153,low_pc2
pc2_residual_after_pc1,esoteric,55,55,-0.04656195520833723,0.06134166514381863,-0.10790362035215587,-2.5250345050736285,-0.9570247933884297,-0.12522715203082013,-0.09324278065363144,low_pc2
pc2_residual_after_pc1,accessible,55,55,0.18155678848336035,0.07758244525082986,0.10397434323253049,2.522436481521362,0.955702479338843,0.08780646473117512,0.11931325970855726,high_pc2
pc2_residual_after_pc1,meditative,55,55,0.17656573549252458,0.2968688143567176,-0.120303078864193,-2.5145611720124528,-0.9299173553719008,-0.1369170915985637,-0.10234121514184077,low_pc2
pc2_residual_after_pc1,extroverted,55,55,-0.08236322083656678,-0.1896815725270521,0.10731835169048531,2.49425131088953,0.9682644628099174,0.09181580095915304,0.12358485477733752,high_pc2
pc2_residual_after_pc1,gregarious,55,55,0.0541755052483191,-0.04981150146216168,0.10398700671048078,2.485757598953362,0.9418181818181818,0.08772348001459059,0.11918154210065565,high_pc2
pc2_residual_after_pc1,anxious,55,55,-0.10624730095627437,-0.21702111518778824,0.11077381423151388,2.4721653482843937,0.9662809917355372,0.09574389541970124,0.12866327657016408,high_pc2
pc2_residual_after_pc1,philosophical,55,55,0.2892677953203181,0.38616703542299996,-0.09689924010268186,-2.396095211017571,-0.8902479338842976,-0.11088191731575535,-0.08256287467959655,low_pc2
pc2_residual_after_pc1,conscientious,55,55,0.2646405865207964,0.3820036120654735,-0.11736302554467709,-2.3951584118532376,-0.9755371900826446,-0.1365664995732019,-0.10043668417166923,low_pc2
pc2_residual_after_pc1,serene,55,55,0.12725948462292985,0.24522022230450705,-0.1179607376815772,-2.3638020746924298,-0.9345454545454546,-0.13744791797627123,-0.09927874713719011,low_pc2
pc2_residual_after_pc1,adaptable,55,55,0.22202339422693737,0.14283136117479628,0.07919203305214109,2.3599977682006497,0.8995041322314049,0.06700278583521639,0.0912253601543978,high_pc2
pc2_residual_after_pc1,reductionist,55,55,-0.1743528457189755,-0.24403846546850988,0.06968561974953438,2.3009685900262085,0.8876033057851239,0.05841007853796303,0.0817991202834401,high_pc2
pc2_residual_after_pc1,epicurean,55,55,0.12233932138467449,0.20998579917902072,-0.08764647779434623,-2.286809794579144,-0.8942148760330578,-0.10183381300708891,-0.07206277434003723,low_pc2
pc2_residual_after_pc1,pedantic,55,55,0.1794219382699441,0.2739714123427965,-0.09454947407285239,-2.219424790057983,-0.9008264462809917,-0.11107578541867466,-0.07777771043390692,low_pc2
pc2_residual_after_pc1,fundamentalist,55,55,-0.35362027688156245,-0.2796957347435372,-0.07392454213802524,-2.1320614503631607,-0.8750413223140496,-0.08714919101109556,-0.05996337391324316,low_pc2
pc2_residual_after_pc1,nonchalant,55,55,-0.407678284171285,-0.5060250489599961,0.09834676478871113,2.0950667723288836,0.8915702479338843,0.08266696218175942,0.11629944022296185,high_pc2
pc2_residual_after_pc1,collectivistic,55,55,0.06459800008039773,0.12656428777244663,-0.0619662876920489,-2.0583698409432296,-0.8472727272727273,-0.07219318114095259,-0.05135561291166503,low_pc2
pc2_residual_after_pc1,reactive,55,55,-0.34720375639247736,-0.448123966196345,0.10092020980386762,2.0579465503740506,0.9133884297520661,0.0816262877635739,0.11919090028365255,high_pc2
pc2_residual_after_pc1,fatalistic,55,55,-0.13213350960761683,-0.02183470574361025,-0.11029880386400658,-2.0508610404387486,-0.7996694214876033,-0.13052838928578195,-0.09156562315214244,low_pc2
pc2_residual_after_pc1,accommodating,55,55,0.09608494481943097,0.00538802003018607,0.0906969247892449,1.9894561141714786,0.8386776859504133,0.07314238572081934,0.10967736467699282,high_pc2
pc2_residual_after_pc1,humble,55,55,0.020359612739797552,-0.05164286194193441,0.07200247468173196,1.9720053117801464,0.8505785123966942,0.06022082336567799,0.08667101213281936,high_pc2
pc2_residual_after_pc1,earnest,55,55,0.41190866935511355,0.5078884699402061,-0.09597980058509253,-1.9693619039735701,-0.8829752066115703,-0.11529179908640233,-0.0786611016471105,low_pc2
pc2_residual_after_pc1,impatient,55,55,-0.4509259993858828,-0.5335830494982484,0.08265705011236563,1.9691923946669185,0.8413223140495868,0.06831896365425467,0.09937190890979061,high_pc2
pc2_residual_after_pc1,irreverent,55,55,-0.29119356794725004,-0.3981238895627343,0.10693032161548427,1.9686748143951802,0.8618181818181818,0.08702830213810407,0.12682527814015485,high_pc2
pc2_residual_after_pc1,neurotic,55,55,-0.17984295204217912,-0.280136161319793,0.1002932092776139,1.9581050098867394,0.8770247933884298,0.07899553016901954,0.11815758660368078,high_pc2
pc2_residual_after_pc1,absolutist,55,55,-0.08752310902914359,-0.01189235992099401,-0.07563074910814958,-1.9463507880703979,-0.8274380165289256,-0.09030595887139702,-0.06165624992010319,low_pc2
pc2_residual_after_pc1,historical,55,55,0.09344143938778005,0.15716493612432925,-0.0637234967365492,-1.918981839456747,-0.824793388429752,-0.07594487614628638,-0.04944138636395818,low_pc2
pc2_residual_after_pc1,formalist,55,55,0.07902777676870272,0.16889208655205049,-0.08986430978334776,-1.9137921055333025,-0.8611570247933884,-0.1073523682654694,-0.07295504185325857,low_pc2
pc2_residual_after_pc1,environmental,55,55,0.0546575820311643,0.10378771554991034,-0.049130133518746046,-1.90902731330974,-0.8102479338842975,-0.05878651724606436,-0.039540345184929764,low_pc2
pc2_residual_after_pc1,sassy,55,55,-0.20248118458938869,-0.3016250518257569,0.0991438672363682,1.8983934113114995,0.8188429752066115,0.08047462084478114,0.11800760831899106,high_pc2
pc2_residual_after_pc1,calculating,55,55,0.2931286806180123,0.3743864149350233,-0.081257734317011,-1.8730545931236005,-0.8591735537190083,-0.09663501133428051,-0.06645573037774385,low_pc2
pc2_residual_after_pc1,existentialist,55,55,-0.03827109156812694,-0.0915107286910078,0.053239637122880865,1.8455374054787532,0.8413223140495868,0.04159785877193599,0.06578900544160893,high_pc2
pc2_residual_after_pc1,reserved,55,55,-0.10814156095791892,-0.015373040555359634,-0.09276852040255928,-1.8332317744197424,-0.8466115702479339,-0.11140878860719432,-0.07304614930823729,low_pc2
pc2_residual_after_pc1,strategic,55,55,0.4179460019397165,0.4942447155844726,-0.0762987136447561,-1.8287939134651425,-0.8631404958677686,-0.09115427266633076,-0.062477981218376,low_pc2
pc2_residual_after_pc1,flippant,55,55,-0.43405621854067183,-0.5285167098666542,0.09446049132598239,1.8211617649185068,0.8333884297520661,0.07592934090468428,0.11430911888006452,high_pc2
pc2_residual_after_pc1,hedonistic,55,55,-0.1962940675897408,-0.2850504543326117,0.08875638674287092,1.7990026962454688,0.8307438016528925,0.06996452851292717,0.10558930831722177,high_pc2
pc2_residual_after_pc1,patient,55,55,0.4282501705802521,0.5103470044285735,-0.0820968338483214,-1.7670491255175813,-0.795702479338843,-0.10000735330846307,-0.06262830776924372,low_pc2
pc2_residual_after_pc1,animated,55,55,0.07395777235953607,-0.003383146794521032,0.07734091915405711,1.7647650632959295,0.8062809917355372,0.061872499050560574,0.09344424758297303,high_pc2
pc2_residual_after_pc1,technical,55,55,0.17131507826046974,0.2581839692791773,-0.08686889101870757,-1.7630213962271308,-0.7917355371900826,-0.10679980575475051,-0.06799985635080516,low_pc2
pc2_residual_after_pc1,flexible,55,55,0.12309184481602636,0.04539233481670519,0.07769950999932118,1.7596371459228861,0.7626446280991735,0.06269943831604148,0.09409164442311706,high_pc2
pc2_residual_after_pc1,stream_of_consciousness,55,55,0.1698499264288679,0.08920467528009772,0.08064525114877018,1.7568678172736765,0.8069421487603305,0.06416396709911469,0.0974920990213275,high_pc2
pc2_residual_after_pc1,entertaining,55,55,-0.04543787371710056,-0.13966652743862837,0.0942286537215278,1.7527195258033248,0.8069421487603305,0.07575748844792078,0.11342191620609259,high_pc2
pc2_residual_after_pc1,disorganized,55,55,-0.014647797177098595,-0.10975236986130595,0.09510457268420736,1.743690725281296,0.8049586776859504,0.07629222508935415,0.11360769540574413,high_pc2
pc2_residual_after_pc1,elitist,55,55,0.06396267234749115,0.1391827788144674,-0.07522010646697624,-1.7170807390250395,-0.748099173553719,-0.08962958649032317,-0.059315613318336485,low_pc2
pc2_residual_after_pc1,bombastic,55,55,0.016183097679136976,0.11392397915688218,-0.0977408814777452,-1.7059586237109878,-0.7646280991735537,-0.11954060697440888,-0.07795443093023528,low_pc2
pc2_residual_after_pc1,specialized,55,55,0.15385519857224575,0.23161055633150124,-0.07775535775925549,-1.6683768402438754,-0.7547107438016529,-0.09596992683525106,-0.06373316080244473,low_pc2
pc2_residual_after_pc1,relativist,55,55,0.11839048297349403,0.15688807598610466,-0.03849759301261063,-1.656531836804613,-0.76,-0.04731504743323747,-0.0287845583886743,low_pc2
pc2_residual_after_pc1,impulsive,55,55,-0.43559243200150294,-0.5035782840303802,0.06798585202887725,1.6484121589008978,0.7672727272727272,0.051968722136811765,0.08053841400671861,high_pc2
pc2_residual_after_pc1,dispassionate,55,55,-0.05212168896621998,0.0320146413956768,-0.08413633036189677,-1.6357813230045615,-0.7864462809917355,-0.10470489004947621,-0.06595018246708834,low_pc2
pc2_residual_after_pc1,cryptic,55,55,-0.02383137714168187,0.08555430790957937,-0.10938568505126123,-1.620372793047915,-0.7018181818181818,-0.13239263899975548,-0.08517356106407901,low_pc2
