stratum,persona,pc2_group,cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,pc2_rank_desc_within_stratum,pc2_percentile_within_stratum
global,teenager,high_pc2,other,-13.392084759661035,78.11385466430272,-6.473981479904956,36.0,100.0,33.45454545454545,1,100.0
global,adolescent,high_pc2,other,-15.45010533714626,78.08059631966728,-7.233790274763137,34.18181818181818,99.63636363636364,32.0,2,99.63636363636364
global,toddler,high_pc2,other,-36.26829149106755,71.15643414894168,-12.32570459891771,16.0,99.27272727272727,19.272727272727273,3,99.27272727272727
global,procrastinator,high_pc2,other,-16.543519361723643,69.46824956765394,16.772102656429507,32.72727272727273,98.9090909090909,86.54545454545455,4,98.9090909090909
global,gossip,high_pc2,trickster_chaos,-24.695131036783895,57.22016868086865,28.584500689647676,25.09090909090909,98.54545454545455,96.0,5,98.54545454545455
global,comedian,high_pc2,trickster_chaos,-24.029318289105223,56.60365202095446,31.280026959646676,25.818181818181817,98.18181818181819,97.81818181818181,6,98.18181818181819
global,fool,high_pc2,trickster_chaos,-37.40673661857447,47.92135589087369,7.515254084627379,15.272727272727273,97.81818181818181,69.81818181818183,7,97.81818181818181
global,infant,high_pc2,other,-42.89039069345233,44.7001549793523,-19.499291556189977,9.090909090909092,97.45454545454545,9.454545454545455,8,97.45454545454545
global,daredevil,high_pc2,combative_iconoclast,-29.846147037757703,43.747371252150835,26.447962682172165,21.818181818181817,97.0909090909091,94.54545454545455,9,97.0909090909091
global,cynic,high_pc2,combative_iconoclast,-21.40683523636408,40.71202851103861,36.281452987272154,29.09090909090909,96.72727272727273,99.63636363636364,10,96.72727272727273
global,amateur,high_pc2,grounded_social,-0.258632816025379,40.070455881847,-24.428541419933254,47.63636363636364,96.36363636363636,7.636363636363637,11,96.36363636363636
global,influencer,high_pc2,combative_iconoclast,3.229310548713565,40.00255555171151,-2.2113691711400953,52.36363636363637,96.0,45.45454545454545,12,96.0
global,hoarder,high_pc2,other,-26.14448463247531,39.078366622106664,4.210294857266393,24.363636363636363,95.63636363636364,63.272727272727266,13,95.63636363636364
global,prisoner,high_pc2,grounded_social,-22.403887985306632,38.781431596387556,-0.13957129113176975,28.000000000000004,95.27272727272728,48.72727272727273,14,95.27272727272728
global,addict,high_pc2,grounded_social,-19.963020546393704,38.66393954527176,-16.28229715869853,30.181818181818183,94.9090909090909,14.181818181818182,15,94.9090909090909
global,criminal,high_pc2,grounded_social,-37.55570410505774,37.4339322473068,26.9917189105421,14.909090909090908,94.54545454545455,94.9090909090909,16,94.54545454545455
global,orphan,high_pc2,grounded_social,-23.43772496380291,36.54256528246299,-18.765496153700173,27.27272727272727,94.18181818181817,10.909090909090908,17,94.18181818181817
global,bartender,high_pc2,grounded_social,-16.599115137003324,36.32504789647164,-2.7782731149755246,32.36363636363636,93.81818181818183,43.63636363636363,18,93.81818181818183
global,newlywed,high_pc2,grounded_social,-3.4799677248014005,36.0089909662087,-29.969727109691988,43.63636363636363,93.45454545454545,4.0,19,93.45454545454545
global,narcissist,high_pc2,grounded_social,-21.994757067395106,34.672100536997824,25.556728579920584,28.72727272727273,93.0909090909091,92.0,20,93.0909090909091
global,improviser,high_pc2,grounded_social,-15.01954045467519,34.44420794929004,-0.6627608714161425,34.909090909090914,92.72727272727272,47.63636363636364,21,92.72727272727272
global,grandparent,high_pc2,grounded_social,-30.308927697282527,34.39803584940944,-30.14252341549529,21.454545454545453,92.36363636363636,3.6363636363636362,22,92.36363636363636
global,graduate,high_pc2,grounded_social,9.100150212498754,34.39379892809486,-14.396207349812661,57.81818181818181,92.0,17.454545454545457,23,92.0
global,smuggler,high_pc2,grounded_social,-25.84383518717147,33.794271715592984,28.07200569069253,24.727272727272727,91.63636363636364,95.63636363636364,24,91.63636363636364
global,celebrity,high_pc2,grounded_social,-6.950382540217894,33.26173521633582,-10.510408542050786,41.090909090909086,91.27272727272727,24.0,25,91.27272727272727
global,divorcee,high_pc2,grounded_social,-6.764238202938425,31.756334703385317,-25.89750495255547,41.45454545454545,90.9090909090909,6.909090909090909,26,90.9090909090909
global,patient,high_pc2,grounded_social,0.4118924476677099,29.1882106181392,-27.329048098755866,48.72727272727273,90.54545454545455,6.545454545454546,27,90.54545454545455
global,parent,high_pc2,grounded_social,7.071280585192655,28.571431504845737,-28.684836032439957,55.63636363636364,90.18181818181819,4.7272727272727275,28,90.18181818181819
global,competitor,high_pc2,combative_iconoclast,-5.7259921510185805,27.91731304166791,25.667225189433402,41.81818181818181,89.81818181818181,92.72727272727272,29,89.81818181818181
global,retiree,high_pc2,grounded_social,-3.8515350704630666,26.58838153192262,-17.85468958919469,42.90909090909091,89.45454545454545,12.0,30,89.45454545454545
global,gamer,high_pc2,combative_iconoclast,-1.515564708923288,24.950025711976743,24.217635128722527,46.54545454545455,89.0909090909091,90.9090909090909,31,89.0909090909091
global,rebel,high_pc2,combative_iconoclast,-24.268899156425892,23.900384701533742,27.926135979773154,25.454545454545453,88.72727272727273,95.27272727272728,32,88.72727272727273
global,provincial,high_pc2,grounded_social,-22.102235548410015,23.678003278869166,-19.095903859655085,28.363636363636363,88.36363636363636,9.818181818181818,33,88.36363636363636
global,student,high_pc2,editorial,20.81685713617336,23.378311113767314,-17.442826028696395,66.18181818181819,88.0,13.454545454545455,34,88.0
global,provocateur,high_pc2,combative_iconoclast,-23.792195573229026,22.517386586509275,34.501805992143986,26.90909090909091,87.63636363636364,98.9090909090909,35,87.63636363636364
global,optimist,high_pc2,grounded_social,0.2315166100698965,22.20788159438113,-31.27095222918518,48.36363636363637,87.27272727272727,2.5454545454545454,36,87.27272727272727
global,mechanic,high_pc2,procedural_professional,11.601084280375343,22.115207226121324,6.157199913332172,59.63636363636363,86.9090909090909,66.18181818181819,37,86.9090909090909
global,vigilante,high_pc2,grounded_social,-18.71303880930195,21.98539461037917,23.789986346018452,30.909090909090907,86.54545454545455,90.18181818181819,38,86.54545454545455
global,surfer,high_pc2,grounded_social,-33.84194233730876,21.92804200930791,-9.514136531746013,19.272727272727273,86.18181818181819,26.545454545454543,39,86.18181818181819
global,actor,high_pc2,grounded_social,-23.89004845129744,21.456843196797983,0.28310250054088654,26.181818181818183,85.81818181818181,50.18181818181818,40,85.81818181818181
global,podcaster,high_pc2,grounded_social,0.8446430116516666,21.108976093085904,-9.123878916866799,49.45454545454545,85.45454545454545,28.72727272727273,41,85.45454545454545
global,blogger,high_pc2,grounded_social,-0.32169028537554156,20.848443683512325,-14.39134505138567,47.27272727272727,85.0909090909091,17.81818181818182,42,85.0909090909091
global,rogue,high_pc2,trickster_chaos,-26.637792220342234,20.617121526360663,30.23694749332942,24.0,84.72727272727273,96.72727272727273,43,84.72727272727273
global,survivor,high_pc2,grounded_social,-23.30115962922561,20.545113327824595,-18.175498484437124,27.636363636363637,84.36363636363636,11.272727272727273,44,84.36363636363636
global,pirate,high_pc2,trickster_chaos,-52.65361030235679,20.271848784608974,24.65869252719328,4.0,84.0,91.27272727272727,45,84.0
global,maverick,high_pc2,combative_iconoclast,-10.538674169338805,20.1098830569203,25.585925434721783,38.18181818181819,83.63636363636363,92.36363636363636,46,83.63636363636363
global,jester,high_pc2,trickster_chaos,-41.146591280997704,19.96496130368212,30.958763387919593,11.636363636363637,83.27272727272728,97.0909090909091,47,83.27272727272728
global,trickster,high_pc2,trickster_chaos,-35.02203055935166,19.740619976937417,20.906417185849257,17.09090909090909,82.9090909090909,88.0,48,82.9090909090909
global,veteran,high_pc2,grounded_social,7.8689891713916955,19.690851418491288,1.712933634578782,56.36363636363636,82.54545454545455,55.27272727272727,49,82.54545454545455
global,workaholic,high_pc2,combative_iconoclast,2.566650305976661,19.360138421547973,23.982014153411292,51.63636363636363,82.18181818181817,90.54545454545455,50,82.18181818181817
global,loner,high_pc2,grounded_social,-17.84660288809274,19.218578172199933,-4.339708340746223,31.636363636363633,81.81818181818183,39.27272727272727,51,81.81818181818183
global,dilettante,high_pc2,grounded_social,-3.3502571374728976,18.002389085697697,1.5071442501551475,44.0,81.45454545454545,54.54545454545454,52,81.45454545454545
global,fixer,high_pc2,grounded_social,-12.58928083339093,17.011219127451696,25.801748594335457,36.72727272727273,81.0909090909091,93.45454545454545,53,81.0909090909091
global,auctioneer,high_pc2,grounded_social,-9.959454017795148,16.724854908732908,12.636633764147502,38.90909090909091,80.72727272727272,81.81818181818183,54,80.72727272727272
global,widow,high_pc2,grounded_social,-28.683472393908232,16.4080262633837,-34.32112816287379,22.545454545454547,80.36363636363636,2.181818181818182,55,80.36363636363636
global,chimera,low_pc2,mythic_spiritual,-37.314148493897854,-16.363016104488477,9.316700524729951,15.636363636363637,20.0,74.18181818181819,221,20.0
global,conservator,low_pc2,procedural_professional,23.52366349298268,-16.820637679705257,-6.184637657945053,68.72727272727272,19.636363636363637,34.18181818181818,222,19.636363636363637
global,physicist,low_pc2,procedural_professional,29.16021057234676,-17.277889264537084,11.471328014888295,75.63636363636364,19.272727272727273,79.27272727272727,223,19.272727272727273
global,composer,low_pc2,procedural_professional,1.7742423362660258,-17.582766266362462,-4.9009281394375135,50.54545454545455,18.90909090909091,37.45454545454546,224,18.90909090909091
global,archivist,low_pc2,procedural_professional,26.864606386005327,-17.74068668111621,-1.4838599962482955,73.0909090909091,18.545454545454547,46.909090909090914,225,18.545454545454547
global,geographer,low_pc2,procedural_professional,36.77790171107017,-17.794274630250055,3.4119414098014467,89.0909090909091,18.181818181818183,60.72727272727273,226,18.181818181818183
global,zealot,low_pc2,mythic_spiritual,-33.94084646222722,-18.761290713030473,26.199381490772637,18.90909090909091,17.81818181818182,94.18181818181817,227,17.81818181818182
global,historian,low_pc2,procedural_professional,28.854306334144947,-18.916975632761652,9.28432220081377,74.90909090909092,17.454545454545457,73.81818181818181,228,17.454545454545457
global,wind,low_pc2,mythic_spiritual,-46.81524454594816,-19.437627983649218,-13.076072518816154,7.2727272727272725,17.09090909090909,18.181818181818183,229,17.09090909090909
global,archaeologist,low_pc2,procedural_professional,15.677278930715529,-19.48160604872759,1.9018414724826036,64.0,16.727272727272727,56.36363636363636,230,16.727272727272727
global,simulacrum,low_pc2,mythic_spiritual,-21.38533605171265,-19.503990008211446,17.065599437819337,29.454545454545457,16.363636363636363,86.9090909090909,231,16.363636363636363
global,coral_reef,low_pc2,mythic_spiritual,-32.638841044473764,-19.931583310657068,-10.83820546425814,20.0,16.0,22.90909090909091,232,16.0
global,revenant,low_pc2,mythic_spiritual,-54.5261248909025,-20.043525585087828,7.05273084446995,1.8181818181818181,15.636363636363637,67.63636363636364,233,15.636363636363637
global,anthropologist,low_pc2,procedural_professional,31.896983355445162,-20.196809991117853,0.9589580546314816,80.0,15.272727272727273,52.72727272727272,234,15.272727272727273
global,vampire,low_pc2,mythic_spiritual,-52.70663892473427,-20.563291307021657,21.594651222853365,3.6363636363636362,14.909090909090908,88.72727272727273,235,14.909090909090908
global,ghost,low_pc2,mythic_spiritual,-52.91248633051728,-21.037096391570547,0.5694940042261056,2.909090909090909,14.545454545454545,51.272727272727266,236,14.545454545454545
global,scholar,low_pc2,procedural_professional,36.468958882040695,-21.0450655096366,8.530280128247451,88.72727272727273,14.181818181818182,72.36363636363636,237,14.181818181818182
global,martyr,low_pc2,mythic_spiritual,-31.91029204196817,-21.859531108982754,-10.241449743257284,20.363636363636363,13.818181818181818,24.727272727272727,238,13.818181818181818
global,alien,low_pc2,mythic_spiritual,-20.463192597578004,-22.757723956655372,12.343088809973633,29.818181818181817,13.454545454545455,81.0909090909091,239,13.454545454545455
global,dreamer,low_pc2,mythic_spiritual,-45.56207730496772,-22.887757313201586,-7.693470275086384,8.363636363636363,13.090909090909092,31.272727272727273,240,13.090909090909092
global,hermit,low_pc2,mythic_spiritual,-48.61150771827459,-23.236526553185296,-11.654366574391045,5.818181818181818,12.727272727272727,20.727272727272727,241,12.727272727272727
global,whale,low_pc2,mythic_spiritual,-40.87594132624885,-24.119165503470025,-10.280914008528663,12.363636363636363,12.363636363636363,24.363636363636363,242,12.363636363636363
global,bard,low_pc2,mythic_spiritual,-54.347913128926315,-24.25955982565874,-2.864858782682269,2.181818181818182,12.0,42.90909090909091,243,12.0
global,theorist,low_pc2,procedural_professional,33.60711550517487,-24.466824276699434,13.312624349869294,83.27272727272728,11.636363636363637,82.9090909090909,244,11.636363636363637
global,guru,low_pc2,mythic_spiritual,-35.01440273222423,-24.8457685257472,-17.62696401951762,17.454545454545457,11.272727272727273,13.090909090909092,245,11.272727272727273
global,mycorrhizal,low_pc2,mythic_spiritual,-31.42030527359386,-26.643830299634924,-9.406325398877577,20.727272727272727,10.909090909090908,27.636363636363637,246,10.909090909090908
global,traditionalist,low_pc2,procedural_professional,2.384568476020738,-26.883152226166754,-6.692218475542111,50.90909090909091,10.545454545454545,32.36363636363636,247,10.545454545454545
global,familiar,low_pc2,mythic_spiritual,-40.97249406451984,-28.231849844074397,-1.701520321205392,12.0,10.181818181818182,46.54545454545455,248,10.181818181818182
global,tree,low_pc2,mythic_spiritual,-48.76608960855459,-28.499335361038153,-14.62457723030117,5.454545454545454,9.818181818181818,16.727272727272727,249,9.818181818181818
global,pilgrim,low_pc2,mythic_spiritual,-40.740661668283344,-28.502017565118344,-27.98757084595838,12.727272727272727,9.454545454545455,5.818181818181818,250,9.454545454545455
global,homunculus,low_pc2,mythic_spiritual,-33.9513279665754,-28.69796537391481,15.280273275951462,18.545454545454547,9.090909090909092,84.36363636363636,251,9.090909090909092
global,golem,low_pc2,mythic_spiritual,-46.71458191810788,-28.73948342657544,-2.945017529042282,7.636363636363637,8.727272727272728,42.54545454545455,252,8.727272727272728
global,wraith,low_pc2,mythic_spiritual,-58.95648821507856,-28.847311759452662,7.198146877650129,1.090909090909091,8.363636363636363,68.0,253,8.363636363636363
global,angel,low_pc2,mythic_spiritual,-40.46316823100484,-28.855131378755974,-30.585188351624783,13.090909090909092,8.0,3.272727272727273,254,8.0
global,stoic,low_pc2,mythic_spiritual,-16.300379538129004,-29.333745627334576,-3.20219025360381,33.09090909090909,7.636363636363637,41.45454545454545,255,7.636363636363637
global,purist,low_pc2,procedural_professional,2.706509878976156,-29.72692777974402,10.257805508559363,52.0,7.2727272727272725,76.72727272727272,256,7.2727272727272725
global,sage,low_pc2,mythic_spiritual,-30.69582847576372,-30.20544571455661,-17.78081301556849,21.09090909090909,6.909090909090909,12.363636363636363,257,6.909090909090909
global,swarm,low_pc2,procedural_professional,-5.266618987781208,-30.70026996775231,3.3404246153303654,42.18181818181818,6.545454545454546,60.36363636363637,258,6.545454545454546
global,philosopher,low_pc2,procedural_professional,5.320794731207622,-30.94390024177077,3.9552513588519305,53.45454545454545,6.181818181818182,62.54545454545455,259,6.181818181818182
global,witch,low_pc2,mythic_spiritual,-47.543469256992424,-31.340770750922857,-2.99089679316282,6.545454545454546,5.818181818181818,42.18181818181818,260,5.818181818181818
global,void,low_pc2,mythic_spiritual,-49.02239086855907,-31.379615777804243,11.645944759960262,5.090909090909091,5.454545454545454,80.36363636363636,261,5.454545454545454
global,egregore,low_pc2,mythic_spiritual,-23.836736510006066,-31.56634952751225,5.029204373434583,26.545454545454543,5.090909090909091,65.45454545454545,262,5.090909090909091
global,shaman,low_pc2,mythic_spiritual,-41.922688820958996,-32.19495044619671,-27.77048968208512,10.909090909090908,4.7272727272727275,6.181818181818182,263,4.7272727272727275
global,hive,low_pc2,procedural_professional,2.4298052859736297,-32.68085632055681,4.708352712390632,51.272727272727266,4.363636363636364,64.72727272727272,264,4.363636363636364
global,prophet,low_pc2,mythic_spiritual,-53.776683834210765,-32.707799666519676,1.9691465640024144,2.5454545454545454,4.0,56.72727272727273,265,4.0
global,ancient,low_pc2,mythic_spiritual,-38.00947156079938,-32.79258504165284,3.3089624117832828,14.181818181818182,3.6363636363636362,60.0,266,3.6363636363636362
global,spirit,low_pc2,mythic_spiritual,-45.035815948936886,-33.236635908005,-18.03356717774794,8.727272727272728,3.272727272727273,11.636363636363637,267,3.272727272727273
global,echo,low_pc2,mythic_spiritual,-49.8922121298278,-33.35410333583616,0.20762010468398248,4.7272727272727275,2.909090909090909,49.81818181818182,268,2.909090909090909
global,leviathan,low_pc2,mythic_spiritual,-60.938872717021006,-33.50333268547993,12.444977323928091,0.36363636363636365,2.5454545454545454,81.45454545454545,269,2.5454545454545454
global,oracle,low_pc2,mythic_spiritual,-45.704982899463765,-34.548759951130315,-2.5599792041596765,8.0,2.181818181818182,44.0,270,2.181818181818182
global,avatar,low_pc2,mythic_spiritual,-38.014888855169794,-35.41692332791878,-12.98249690890751,13.818181818181818,1.8181818181818181,18.90909090909091,271,1.8181818181818181
global,mystic,low_pc2,mythic_spiritual,-42.16872034923494,-36.16121628831237,-18.949282192238005,10.181818181818182,1.4545454545454546,10.181818181818182,272,1.4545454545454546
global,eldritch,low_pc2,mythic_spiritual,-52.716801865533384,-39.48134636479556,15.742466419829675,3.272727272727273,1.090909090909091,85.0909090909091,273,1.090909090909091
global,ascetic,low_pc2,mythic_spiritual,-40.43957584184208,-40.35086932082816,-4.578671988475237,13.454545454545455,0.7272727272727273,38.18181818181819,274,0.7272727272727273
global,crystalline,low_pc2,mythic_spiritual,-10.335204484463103,-44.00800269921331,8.552672342635331,38.54545454545455,0.36363636363636365,72.72727272727273,275,0.36363636363636365
low_pc1,toddler,high_pc2,other,-36.26829149106755,71.15643414894168,-12.32570459891771,16.0,99.27272727272727,19.272727272727273,1,100.0
low_pc1,procrastinator,high_pc2,other,-16.543519361723643,69.46824956765394,16.772102656429507,32.72727272727273,98.9090909090909,86.54545454545455,2,98.91304347826086
low_pc1,gossip,high_pc2,trickster_chaos,-24.695131036783895,57.22016868086865,28.584500689647676,25.09090909090909,98.54545454545455,96.0,3,97.82608695652173
low_pc1,comedian,high_pc2,trickster_chaos,-24.029318289105223,56.60365202095446,31.280026959646676,25.818181818181817,98.18181818181819,97.81818181818181,4,96.73913043478261
low_pc1,fool,high_pc2,trickster_chaos,-37.40673661857447,47.92135589087369,7.515254084627379,15.272727272727273,97.81818181818181,69.81818181818183,5,95.65217391304348
low_pc1,infant,high_pc2,other,-42.89039069345233,44.7001549793523,-19.499291556189977,9.090909090909092,97.45454545454545,9.454545454545455,6,94.56521739130434
low_pc1,daredevil,high_pc2,combative_iconoclast,-29.846147037757703,43.747371252150835,26.447962682172165,21.818181818181817,97.0909090909091,94.54545454545455,7,93.47826086956522
low_pc1,cynic,high_pc2,combative_iconoclast,-21.40683523636408,40.71202851103861,36.281452987272154,29.09090909090909,96.72727272727273,99.63636363636364,8,92.3913043478261
low_pc1,hoarder,high_pc2,other,-26.14448463247531,39.078366622106664,4.210294857266393,24.363636363636363,95.63636363636364,63.272727272727266,9,91.30434782608695
low_pc1,prisoner,high_pc2,grounded_social,-22.403887985306632,38.781431596387556,-0.13957129113176975,28.000000000000004,95.27272727272728,48.72727272727273,10,90.21739130434783
low_pc1,addict,high_pc2,grounded_social,-19.963020546393704,38.66393954527176,-16.28229715869853,30.181818181818183,94.9090909090909,14.181818181818182,11,89.13043478260869
low_pc1,criminal,high_pc2,grounded_social,-37.55570410505774,37.4339322473068,26.9917189105421,14.909090909090908,94.54545454545455,94.9090909090909,12,88.04347826086956
low_pc1,orphan,high_pc2,grounded_social,-23.43772496380291,36.54256528246299,-18.765496153700173,27.27272727272727,94.18181818181817,10.909090909090908,13,86.95652173913044
low_pc1,bartender,high_pc2,grounded_social,-16.599115137003324,36.32504789647164,-2.7782731149755246,32.36363636363636,93.81818181818183,43.63636363636363,14,85.86956521739131
low_pc1,narcissist,high_pc2,grounded_social,-21.994757067395106,34.672100536997824,25.556728579920584,28.72727272727273,93.0909090909091,92.0,15,84.78260869565217
low_pc1,grandparent,high_pc2,grounded_social,-30.308927697282527,34.39803584940944,-30.14252341549529,21.454545454545453,92.36363636363636,3.6363636363636362,16,83.69565217391305
low_pc1,smuggler,high_pc2,grounded_social,-25.84383518717147,33.794271715592984,28.07200569069253,24.727272727272727,91.63636363636364,95.63636363636364,17,82.6086956521739
low_pc1,rebel,high_pc2,combative_iconoclast,-24.268899156425892,23.900384701533742,27.926135979773154,25.454545454545453,88.72727272727273,95.27272727272728,18,81.52173913043478
low_pc1,provincial,high_pc2,grounded_social,-22.102235548410015,23.678003278869166,-19.095903859655085,28.363636363636363,88.36363636363636,9.818181818181818,19,80.43478260869566
low_pc1,golem,low_pc2,mythic_spiritual,-46.71458191810788,-28.73948342657544,-2.945017529042282,7.636363636363637,8.727272727272728,42.54545454545455,74,20.652173913043477
low_pc1,wraith,low_pc2,mythic_spiritual,-58.95648821507856,-28.847311759452662,7.198146877650129,1.090909090909091,8.363636363636363,68.0,75,19.565217391304348
low_pc1,angel,low_pc2,mythic_spiritual,-40.46316823100484,-28.855131378755974,-30.585188351624783,13.090909090909092,8.0,3.272727272727273,76,18.478260869565215
low_pc1,stoic,low_pc2,mythic_spiritual,-16.300379538129004,-29.333745627334576,-3.20219025360381,33.09090909090909,7.636363636363637,41.45454545454545,77,17.391304347826086
low_pc1,sage,low_pc2,mythic_spiritual,-30.69582847576372,-30.20544571455661,-17.78081301556849,21.09090909090909,6.909090909090909,12.363636363636363,78,16.304347826086957
low_pc1,witch,low_pc2,mythic_spiritual,-47.543469256992424,-31.340770750922857,-2.99089679316282,6.545454545454546,5.818181818181818,42.18181818181818,79,15.217391304347828
low_pc1,void,low_pc2,mythic_spiritual,-49.02239086855907,-31.379615777804243,11.645944759960262,5.090909090909091,5.454545454545454,80.36363636363636,80,14.130434782608695
low_pc1,egregore,low_pc2,mythic_spiritual,-23.836736510006066,-31.56634952751225,5.029204373434583,26.545454545454543,5.090909090909091,65.45454545454545,81,13.043478260869565
low_pc1,shaman,low_pc2,mythic_spiritual,-41.922688820958996,-32.19495044619671,-27.77048968208512,10.909090909090908,4.7272727272727275,6.181818181818182,82,11.956521739130435
