model,component,explained_variance_ratio,cumulative_explained_variance,eigenvalue,eigengap_to_next,relative_eigengap_to_next,parallel_pointwise_pass,parallel_sequential_retain,bootstrap_evaluated,bootstrap_median_loading_cosine,bootstrap_loading_cosine_q05,bootstrap_same_nominal_frequency,individual_axis_stable,moderate_axis_reproducibility,best_adjacent_subspace,best_adjacent_subspace_min_cc_median,best_adjacent_subspace_min_cc_q05,adjacent_subspace_stable,max_absolute_trait_pearson,trait_coherence_descriptive,best_llama_component,best_llama_abs_pearson,best_llama_permutation_p,best_gemma_component,best_gemma_abs_pearson,best_gemma_permutation_p,cross_model_recurrence_any,cross_model_recurrence_both,retention_status,status_is_evidence_summary_not_significance_label
Qwen/Qwen3-32B,84,0.00066171903596137,0.9688285820296061,1.8949346025610487,0.03743279189120052,0.019754133910800522,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,85,0.0006486473495136633,0.9694772293791197,1.8575018106698482,0.025768155476828092,0.013872479331546728,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,86,0.0006396490025640724,0.9701168783816838,1.8317336551930201,0.028777023113770506,0.015710266081636257,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,87,0.0006295999465349376,0.9707464783282187,1.8029566320792496,0.07304225017561405,0.040512483149069696,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,88,0.0006040932893102857,0.971350571617529,1.7299143819036356,0.02006911626598118,0.011601219387457017,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,89,0.0005970850705305066,0.9719476566880595,1.7098452656376544,0.037743223152152616,0.02207405775871596,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,90,0.0005839049801967492,0.9725315616682563,1.6721020424855018,0.03835532761194016,0.022938389307225984,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,91,0.0005705111404425681,0.9731020728086989,1.6337467148735616,0.05210951230749261,0.03189571053645574,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,92,0.0005523142822491887,0.9736543870909481,1.581637202566069,0.03617118070893577,0.02286945492319678,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,93,0.0005396831556678531,0.974194070246616,1.5454660218571332,0.01332283155748204,0.008620591697947816,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,94,0.0005350307675365804,0.9747291010141526,1.5321431902996512,0.044559422066033694,0.029083066353164367,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,95,0.0005194704322233297,0.9752485714463759,1.4875837682336175,0.01945008305908158,0.013074949777233011,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,96,0.0005126783824112521,0.9757612498287871,1.468133685174536,0.022990999400361645,0.015660017634993785,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,97,0.0005046498299016118,0.9762658996586887,1.4451426857741743,0.023235705932323825,0.016078485647855786,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,98,0.0004965358248543458,0.976762435483543,1.4219069798418504,0.03673651870020178,0.025836091404718858,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,99,0.0004837072798976915,0.9772461427634407,1.3851704611416487,0.025862948467776814,0.018671310999846716,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,100,0.00047467583084183183,0.9777208185942825,1.3593075126738718,0.010745319562504019,0.007904995346760847,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,101,0.0004709235206078073,0.9781917421148904,1.3485621931113678,0.026962475694243482,0.01999349813599353,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,102,0.0004615081120763396,0.9786532502269667,1.3215997174171243,0.052157606483579366,0.03946550971236122,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,103,0.0004432944591968573,0.9790965446861636,1.269442110933545,0.013676564235932887,0.010773680909226473,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,104,0.00043851854614464225,0.9795350632323082,1.255765546697612,0.015858518643535158,0.012628566443186455,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,105,0.0004329806855480851,0.9799680439178563,1.239907028054077,0.025151018855966045,0.020284600608674923,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,106,0.00042419784527047196,0.9803922417631268,1.2147560091981109,0.03690173531193541,0.030377898962850258,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,107,0.0004113116059865868,0.9808035533691134,1.1778542738861755,0.0288150297930152,0.024464002408331714,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,108,0.0004012492778671561,0.9812048026469805,1.1490392440931603,0.037059344130054406,0.03225246162876031,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,109,0.0003883080009291779,0.9815931106479097,1.1119798999631059,0.011563094252735162,0.010398654016245089,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,110,0.00038427012037577557,0.9819773807682854,1.1004168057103707,0.012530594693211938,0.011387134973027653,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,111,0.000379894384648955,0.9823572751529344,1.0878862110171588,0.02017110418533896,0.018541556994714783,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,112,0.00037285055126401435,0.9827301257041984,1.0677151068318198,0.023867817434337857,0.022354106710318726,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,113,0.0003645158102540574,0.9830946415144525,1.043847289397482,0.0379363830577264,0.03634284769721787,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,114,0.0003512682676787662,0.9834459097821312,1.0059109063397556,0.024250971702803437,0.02410846880172154,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,115,0.0003427997276063979,0.9837887095097376,0.9816599346369521,0.0337015969169302,0.034331233992343876,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,116,0.0003310309899454309,0.9841197404996831,0.9479583377200219,0.004861002257621538,0.005127864869370692,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,117,0.00032933350776141675,0.9844490740074445,0.9430973354624004,0.003974418327443274,0.004214218594409047,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,118,0.00032794562436924663,0.9847770196318137,0.9391229171349571,0.04295761837997947,0.045742274622616014,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,119,0.0003129446455580633,0.9850899642773718,0.8961652987549776,0.007923565179444592,0.008841633558510493,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,120,0.0003101777036779409,0.9854001419810497,0.888241733575533,0.016612537117506543,0.018702720767953953,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,121,0.00030437653669760723,0.9857045185177473,0.8716291964580265,0.007592423788467695,0.00871061205765072,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,122,0.0003017252307669831,0.9860062437485143,0.8640367726695588,0.023196497271640526,0.02684665514868285,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,123,0.00029362491754692514,0.9862998686660612,0.8408402753979183,0.015002730132866349,0.017842544620934663,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,124,0.0002883859018537759,0.986588254567915,0.8258375452650519,0.005548131529741873,0.006718187567944982,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,125,0.0002864484712731712,0.9868747030391881,0.8202894137353101,0.0127219134311094,0.015509054753222123,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,126,0.00028200592624821885,0.9871567089654363,0.8075675003042007,0.019952237136048545,0.024706587534209568,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,127,0.0002750385221462014,0.9874317474875824,0.7876152631681521,0.016033471590531034,0.02035698435558119,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,128,0.000269439567253689,0.9877011870548361,0.7715817915776211,0.018786390834426125,0.024347892912317665,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,129,0.00026287928152385494,0.98796406633636,0.752795400743195,0.020008890344934138,0.026579453494509162,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,130,0.0002558920938859217,0.9882199584302459,0.7327865103982608,0.015408894417132002,0.021027808506951705,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,131,0.0002505112439372456,0.9884704696741832,0.7173776159811288,0.004725465524881511,0.006587138237396326,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,132,0.00024886109174340884,0.9887193307659266,0.7126521504562473,0.014241277243038697,0.01998349016967294,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,133,0.00024388797856294037,0.9889632187444894,0.6984108732132086,0.007708124488802759,0.011036661633487552,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,134,0.00024119626946706593,0.9892044150139565,0.6907027487244058,0.02086350475352894,0.030206199109616676,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,135,0.000233910646927047,0.9894383256608835,0.6698392439708769,0.010762109264670694,0.01606670460343856,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,136,0.00023015247365927092,0.9896684781345428,0.6590771347062062,0.029700778253526572,0.04506419156350516,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,137,0.00021978083849747494,0.9898882589730403,0.6293763564526796,0.00495462275557379,0.007872273409664236,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,138,0.00021805066364661757,0.990106309636687,0.6244217336971059,0.016944963570970306,0.02713704961972057,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,139,0.0002121334119676263,0.9903184430486546,0.6074767701261355,0.008175982978824714,0.013458922844287634,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,140,0.00020927832474325854,0.9905277213733978,0.5993007871473108,0.0021991812579935655,0.0036695784573581693,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,141,0.00020851036151118868,0.990736231734909,0.5971016058893173,0.01609152480015741,0.026949391261795134,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,142,0.0002028911341966853,0.9909391228691057,0.5810100810891599,0.006361572978526131,0.010949161099925744,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,143,0.00020066964648261915,0.9911397925155883,0.5746485081106337,0.0037863400640928413,0.006588967013143066,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,144,0.00019934744080140607,0.9913391399563897,0.5708621680465409,0.012244680138567055,0.02144945106533803,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,145,0.00019507154762493596,0.9915342115040146,0.5586174879079738,0.016597638289760464,0.029711991924776162,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,146,0.00018927558337715025,0.9917234870873917,0.5420198496182134,0.022089880069926182,0.040754743733990184,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,147,0.000181561705481513,0.9919050487928732,0.5199299695482872,0.012929165504300899,0.024867128770310547,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,148,0.00017704678717154703,0.9920820955800448,0.5070008040439863,0.006041655535556689,0.011916461448121349,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,149,0.00017493701595770354,0.9922570325960025,0.5009591485084296,0.0156716342464705,0.03128325791260961,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,150,0.0001694644161690364,0.9924264970121716,0.4852875142619591,0.002022228150405314,0.004167072283903252,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,151,0.00016875824569731056,0.9925952552578688,0.4832652861115538,0.01172383830544571,0.02425963263320233,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,152,0.0001646642326528701,0.9927599194905217,0.47154144780610807,0.00807683255513697,0.017128573941305077,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,153,0.00016184376916838716,0.9929217632596901,0.4634646152509711,0.00854658731201996,0.01844064688172988,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,154,0.00015885926537114473,0.9930806225250612,0.45491802793895114,0.009036468510682127,0.019863949009940752,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,155,0.00015570369302405566,0.9932363262180853,0.445881559428269,0.004986700160012791,0.011183912082856668,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,156,0.00015396231661029853,0.9933902885346956,0.4408948592682562,0.005585813727473465,0.012669264814618435,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,157,0.00015201172724969053,0.9935423002619452,0.43530904554078276,0.004391792951666973,0.010088908091057619,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,158,0.0001504780949047055,0.99369277835685,0.4309172525891158,0.007652149521141405,0.017757816553327494,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,159,0.0001478059325000935,0.9938405842893501,0.4232651030679744,0.011586018355819294,0.02737295910255714,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,160,0.00014376004675465315,0.9939843443361047,0.4116790847121551,0.01168370519957379,0.02838061401089396,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,161,0.00013968004835752127,0.9941240243844622,0.3999953795125813,0.006594179068731942,0.016485638101038445,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,162,0.00013737733363036362,0.9942614017180926,0.39340120044384935,0.010058771902374142,0.02556873718490303,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,163,0.0001338647686916061,0.9943952664867842,0.3833424285414752,0.006695241735694968,0.017465433610280856,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,164,0.00013152676246126725,0.9945267932492455,0.37664718680578024,0.004221555591454762,0.011208249362636619,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,165,0.0001300525777097411,0.9946568458269552,0.3724256312143255,0.004467015265202379,0.011994381940462302,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,166,0.0001284926774203488,0.9947853385043756,0.3679586159491231,0.011020862254851271,0.02995136348804808,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,167,0.00012464414653337943,0.9949099826509089,0.35693775369427183,0.004112037552312153,0.011520321147743423,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,168,0.0001232082059361285,0.995033190856845,0.3528257161419597,0.01139776016459565,0.032304221725181034,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,169,0.00011922806073320605,0.9951524189175782,0.34142795597736403,0.0024768591065221224,0.00725441213339406,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,170,0.00011836313124278204,0.995270782048821,0.3389510968708419,0.004913890773634133,0.014497344363238874,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,171,0.00011664718016924418,0.9953874292289903,0.3340372060972078,0.01629479947977197,0.04878139076229143,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,172,0.00011095696849208888,0.9954983861974823,0.3177424066174358,0.0014245213992403194,0.004483258669830161,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,173,0.00011045951970111864,0.9956088457171834,0.3163178852181955,0.006405394696469002,0.020249865707247548,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,174,0.00010822272926108393,0.9957170684464445,0.3099124905217265,0.004302631765082776,0.013883376426162919,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,175,0.00010672023237288559,0.9958237886788174,0.3056098587566437,0.009042186019520893,0.02958735054002679,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,176,0.00010356266344795591,0.9959273513422653,0.2965676727371228,0.005322700847490869,0.0179476771637511,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,177,0.00010170395419817379,0.9960290552964635,0.29124497188963194,0.008083315355873644,0.027754351614821482,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,178,9.888122689273997e-05,0.9961279365233562,0.2831616565337583,0.006006473118399691,0.021212169726389507,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,179,9.678374152513754e-05,0.9962247202648813,0.2771551834153586,0.002391961725855374,0.008630405884455931,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,180,9.594845855275933e-05,0.996320668723434,0.27476322168950323,0.004658451969555943,0.01695442330640684,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,181,9.432170777085861e-05,0.996414990431205,0.2701047697199473,0.0055787857105562555,0.02065415474277077,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,182,9.23735726229569e-05,0.9965073640038279,0.26452598400939104,0.0059693661459238045,0.022566275174358236,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,183,9.028904516430868e-05,0.9965976530489922,0.25855661786346723,0.005892619252637621,0.022790440644413375,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,184,8.823131803965076e-05,0.9966858843670319,0.2526639986108296,0.0015806267147587816,0.006255844613594401,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,185,8.767935662394207e-05,0.9967735637236558,0.25108337189607083,0.002817782351233089,0.011222496854150237,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
