model,component,explained_variance_ratio,cumulative_explained_variance,eigenvalue,eigengap_to_next,relative_eigengap_to_next,parallel_pointwise_pass,parallel_sequential_retain,bootstrap_evaluated,bootstrap_median_loading_cosine,bootstrap_loading_cosine_q05,bootstrap_same_nominal_frequency,individual_axis_stable,moderate_axis_reproducibility,best_adjacent_subspace,best_adjacent_subspace_min_cc_median,best_adjacent_subspace_min_cc_q05,adjacent_subspace_stable,max_absolute_trait_pearson,trait_coherence_descriptive,best_llama_component,best_llama_abs_pearson,best_llama_permutation_p,best_gemma_component,best_gemma_abs_pearson,best_gemma_permutation_p,cross_model_recurrence_any,cross_model_recurrence_both,retention_status,status_is_evidence_summary_not_significance_label
Qwen/Qwen3-32B,61,0.001179739833456142,0.9486174041826652,3.378367117983528,0.035278264196767495,0.010442401007568504,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,62,0.0011674205170305908,0.9497848246996957,3.3430888537867607,0.09555146255255575,0.028581789695575503,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,63,0.0011340535493265225,0.9509188782490222,3.247537391234205,0.11653264021523801,0.03588338675631093,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,64,0.0010933598672136717,0.9520122381162359,3.131004751018967,0.06788943513509382,0.021682955004459707,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,65,0.0010696525944091956,0.9530818907106451,3.063115315883873,0.060108761991376713,0.01962340812952127,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,66,0.0010486623649923028,0.9541305530756374,3.0030065538924964,0.08705377009609228,0.02898887116421814,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,67,0.0010182628267987766,0.9551488159024362,2.915952783796404,0.11477762065225905,0.03936196130817494,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,68,0.0009781820048087703,0.956126997907245,2.801175163144145,0.10346749182394488,0.036937173078390804,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,69,0.0009420507267949815,0.95706904863404,2.6977076713202,0.08943355283277254,0.03315168421825545,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,70,0.0009108201585826961,0.9579798687926226,2.6082741184874276,0.03882182286366653,0.014884103855686693,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,71,0.0008972634167484983,0.9588771322093711,2.569452295623761,0.008366584062615257,0.00325617411806596,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,72,0.0008943417708337944,0.9597714739802049,2.561085711561146,0.05645044601076599,0.02204160749323607,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,73,0.0008746290405562702,0.9606461030207611,2.50463526555038,0.06332784932070101,0.025284260024497046,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,74,0.0008525146924698691,0.961498617713231,2.441307416229679,0.12221098350124171,0.05005964537230737,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,75,0.0008098381092901457,0.9623084558225211,2.319096432728437,0.06657047070518507,0.028705348240678517,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,76,0.0007865914243443995,0.9630950472468656,2.252525962023252,0.049212157454346706,0.021847542840369136,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,77,0.0007694063345031683,0.9638644535813687,2.2033138045689054,0.03878034931445651,0.017600919684721973,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,78,0.0007558640754046617,0.9646203176567734,2.164533455254449,0.06901551116155247,0.03188470522089456,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,79,0.00073176357217332,0.9653520812289467,2.0955179440928964,0.010516092489617712,0.0050183738675499134,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,80,0.0007280913089855004,0.9660801725379322,2.0850018516032787,0.05037916156013056,0.024162645957072463,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,81,0.0007104986964620623,0.9667906712343943,2.034622690043148,0.048070778420964855,0.023626384713101484,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,82,0.0006937121809212925,0.9674843834153156,1.9865519116221833,0.032166291389502666,0.016192021563250385,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
Qwen/Qwen3-32B,83,0.0006824795783291255,0.9681668629936447,1.9543856202326806,0.059451017671631856,0.03041928729733177,False,False,False,nan,nan,nan,False,False,,nan,nan,False,nan,False,,nan,nan,,nan,nan,False,False,NOISE-LIKE / UNSTABLE,True
