model,block_type,start_component,end_component,bootstrap_replicates,median_min_canonical_correlation,min_canonical_correlation_q05,min_canonical_correlation_q95,median_mean_canonical_correlation,mean_canonical_correlation_q05,mean_canonical_correlation_q95,median_subspace_overlap,subspace_overlap_q05,subspace_overlap_q95,median_max_principal_angle_degrees,max_principal_angle_degrees_q05,max_principal_angle_degrees_q95,component_swap_frequency,block_escape_frequency,subspace_stable
Gemma-2-27B,adjacent_pair,2,3,500,0.7559937638271641,0.26728083163464883,0.9421128912910071,0.8684723381289606,0.6190300285767298,0.9618599352376275,0.7677175189371871,0.5114127579364149,0.9256349728203949,40.88771700201542,19.590511710769103,74.49746023566601,0.0,0.368,False
Gemma-2-27B,adjacent_pair,3,4,500,0.8671492268477818,0.19756412417316105,0.9467748867345902,0.9092335854033131,0.5797561757443005,0.9600098203816595,0.8294166119847683,0.48000360137607945,0.9216306175599506,29.870962180979582,18.777651860007605,78.60544172150341,0.352,0.206,False
Gemma-2-27B,adjacent_pair,4,5,500,0.5617351173196259,0.14523312639530628,0.8688303941799216,0.7132494451674787,0.469292054954897,0.9054732701250883,0.5419666652965531,0.2739637483303723,0.8215574587949884,55.82410483013719,29.676987922305994,81.6492207481314,0.094,0.556,False
Gemma-2-27B,adjacent_pair,5,6,500,0.6228481407164959,0.052717693084022486,0.879210210268955,0.7582964141434968,0.42029784079244487,0.9117019137281133,0.5910789388428002,0.26641825854695517,0.8319630629451382,51.47553053391737,28.452522187589224,86.97809785370036,0.08,0.456,False
Gemma-2-27B,adjacent_pair,6,7,500,0.6256507713881642,0.07907075860784882,0.8672773001072904,0.7538729195953311,0.4528537438985588,0.895821563976255,0.582425495372449,0.28552010585158105,0.8039873608451494,51.26996252121136,29.85622774102151,85.46484505458976,0.18,0.41,False
Gemma-2-27B,adjacent_pair,7,8,500,0.5732981867819733,0.07455467683864055,0.8458480402665787,0.7081725614059037,0.4077356088193704,0.881376983969812,0.5245937410852154,0.2638894810006525,0.7775831694701286,55.01944841198438,32.23707381170058,85.72436369253197,0.112,0.488,False
Gemma-2-27B,adjacent_pair,8,9,500,0.5283689356699706,0.06322894365547703,0.8047693524618592,0.6625343638596826,0.3561998596601045,0.8415407538161956,0.47150561297710425,0.16908283644817326,0.7132328652692035,58.10468158814666,36.4119852033101,86.3748280616826,0.08,0.532,False
Gemma-2-27B,adjacent_pair,9,10,500,0.37056042332144,0.04796458912011337,0.7142253306856601,0.579110650921967,0.3318522716522697,0.7773486109589661,0.38936509266990366,0.1508296716500581,0.6122681521577804,68.24974862361526,44.42025169305402,87.25077663002159,0.076,0.694,False
Gemma-2-27B,adjacent_pair,10,11,500,0.32077325628208964,0.033779914788329146,0.6752101649770406,0.5237915670167712,0.3183391286622543,0.7455850809733064,0.33889779366397366,0.13494965835827225,0.5675472448998878,71.290305062992,47.52951243385903,88.0641847659024,0.102,0.758,False
Gemma-2-27B,adjacent_pair,11,12,500,0.2541920359137124,0.03215698195265464,0.5767269062506675,0.4664720142998947,0.24235547243656916,0.6853907907990182,0.2792170240192602,0.08030322190487137,0.4873459353294333,75.27428423737896,54.779341574782215,88.15722254850185,0.054,0.846,False
Gemma-2-27B,adjacent_pair,12,13,500,0.2193361461119095,0.02272991436164487,0.5489068041274315,0.4219122510128996,0.23861338880560504,0.6295338259195941,0.2354217765915783,0.0844724221935285,0.4240797978468855,77.3299483855767,56.707951808762274,88.69755904749225,0.038,0.894,False
Gemma-2-27B,adjacent_pair,13,14,500,0.22674184506044803,0.023424921329798603,0.5590195809903186,0.42830767819300725,0.22750711608646262,0.6441037630998868,0.23945993390500617,0.07583388175453389,0.4495967441252064,76.89466800086672,56.01195225843524,88.6577280448663,0.056,0.87,False
Gemma-2-27B,adjacent_pair,14,15,500,0.20272685251946143,0.022629108310688154,0.5299042753277985,0.4059647450788311,0.22450560420894392,0.6259122816175733,0.2188958017655628,0.074897083088271,0.41688946231458096,78.303536427274,58.00096941497757,88.70333682496165,0.046,0.898,False
Gemma-2-27B,adjacent_pair,15,16,500,0.17391464169370652,0.022442387382571725,0.4720490462379782,0.3710675876526106,0.18709168725366435,0.5824984885610411,0.18527702107450006,0.04773865646485176,0.3762850512806245,79.98449564891565,61.83260809426302,88.71403787638796,0.042,0.916,False
Gemma-2-27B,adjacent_pair,16,17,500,0.15722487799082946,0.013627769417340728,0.463411213043001,0.356578635004285,0.1901588656066904,0.5845080662972332,0.17195951889601327,0.04574971751370622,0.3628033666003764,80.95414306581691,62.39255181819976,89.21916215785082,0.016,0.936,False
Gemma-2-27B,adjacent_pair,17,18,500,0.1821521781371543,0.012264347402343084,0.4502585473075116,0.35975736801182706,0.19032956298783432,0.5610390772479746,0.17787727321387087,0.055758465414471554,0.3454993327170571,79.50484930407154,63.239721411025684,89.29728703742424,0.046,0.912,False
Gemma-2-27B,adjacent_pair,18,19,500,0.15569135937299322,0.016738055301060522,0.424960333334969,0.33783826412506346,0.17472471804985903,0.5466367473464252,0.16273629642832044,0.042806520312060975,0.32539621112135747,81.04310488481443,64.85184095220872,89.04093525589848,0.032,0.942,False
Gemma-2-27B,adjacent_pair,19,20,500,0.1502246664192285,0.016277870733661628,0.44317645166171243,0.34284318804510316,0.1640479936933617,0.5502474571643088,0.15982354173190996,0.03638332573369491,0.33977161971697445,81.36004918038994,63.69326165416348,89.06730550102334,0.04,0.918,False
Gemma-2-27B,adjacent_pair,20,21,500,0.1456895371205318,0.013345192132930074,0.4142625273244886,0.32533689318686115,0.14092604441941198,0.5128115491413918,0.13963284950634527,0.02589986054482447,0.2915068487875119,81.62278903345319,65.52711491161807,89.23535411633269,0.024,0.936,False
Gemma-2-27B,adjacent_pair,21,22,500,0.14115639057938606,0.01550871253821688,0.3935935783745368,0.31791291936354327,0.1484469922926976,0.49056963938435283,0.13659838300205876,0.033692925175422835,0.2812100749574688,81.88523281412157,66.8217095180307,89.11138040358198,0.012,0.962,False
Gemma-2-27B,adjacent_pair,22,23,500,0.12729502151112854,0.011553948558596731,0.34990799586066335,0.28572060996235127,0.1411777573253565,0.47948951309217136,0.11160873878496588,0.028368788435887984,0.25694573579131524,82.68669011145784,69.51818886074484,89.33799278007108,0.018,0.96,False
Gemma-2-27B,adjacent_pair,23,24,500,0.1267916600141793,0.009945390063825511,0.3479671275772859,0.29136084989260536,0.14578070703855286,0.4572306103951063,0.11469102025235615,0.02852557023496344,0.25038876394457793,82.71576630105699,69.63695564090477,89.4301617292418,0.012,0.97,False
Gemma-2-27B,adjacent_pair,24,25,500,0.11569214849413281,0.012826575446935431,0.36610719712163003,0.28824853499602526,0.14247011894933576,0.4828874465329777,0.11256520211740802,0.025612927544711755,0.26147319710047967,83.35645116698754,68.52424292211833,89.26507120727587,0.014,0.964,False
Gemma-2-27B,adjacent_pair,25,26,500,0.11187317791623583,0.011073065146185538,0.32148478781629436,0.2639729762450921,0.12566476774599974,0.4462756774141987,0.09663398094118368,0.022143295816612455,0.2277104030675439,83.57669248025891,71.24725159153337,89.3655471275013,0.006,0.98,False
Gemma-2-27B,adjacent_pair,26,27,500,0.10955075264659296,0.010678650307192613,0.3021033215996929,0.2605717660747683,0.12840036332642427,0.4072637274693123,0.08840810855743558,0.024505388632131427,0.20519473999552887,83.7105807554901,72.41601946802795,89.38814677563161,0.004,0.99,False
Gemma-2-27B,adjacent_pair,27,28,500,0.113453919323533,0.010630102810865816,0.3221042194623175,0.262947089745308,0.11498052358488275,0.4279910778013333,0.09205961851832167,0.01947454858341926,0.21617974476096116,83.48554155064082,71.2097721462178,89.39092849782051,0.014,0.962,False
Gemma-2-27B,adjacent_pair,28,29,500,0.10017521872897645,0.008863581413855596,0.2844214061566351,0.249606865733501,0.11322539428066422,0.3965258922328795,0.08498397436303678,0.019407389162000403,0.19980693141557268,84.25073956074706,73.47572798521246,89.49214753970892,0.018,0.972,False
Gemma-2-27B,adjacent_pair,29,30,500,0.09347167110015928,0.00782351894959681,0.28403391372293757,0.24345998665184534,0.11578840464718028,0.4003392543750553,0.08240410955670326,0.01874538669970714,0.19282421574371583,84.63663782233746,73.49889035946222,89.55174081001974,0.008,0.988,False
Gemma-2-27B,adjacent_pair,30,31,500,0.09866972129885351,0.007907862778925702,0.26618128257544726,0.2442486117783058,0.10595456973424647,0.37742051587679326,0.07672290047201911,0.0158925958168226,0.18914689104279248,84.33742770090115,74.56284338143001,89.5469081144227,0.014,0.986,False
Gemma-2-27B,adjacent_pair,31,32,500,0.09761517541859127,0.010956942238816728,0.2750226464809105,0.2248873297931459,0.11627453209052917,0.3896630826337091,0.06945043243064505,0.01819863235652826,0.1842774533556055,84.39814159547021,74.03663278291572,89.37220089086063,0.008,0.986,False
Gemma-2-27B,adjacent_pair,32,33,500,0.08524656554926402,0.0065739501637419985,0.2601841036878528,0.2214979400978617,0.1043461385261839,0.3601952155610638,0.06858047634287033,0.015295051089419467,0.16407531551074983,85.10979590776938,74.91900705274915,89.62333768781158,0.006,0.982,False
Gemma-2-27B,adjacent_pair,33,34,500,0.09401890389526037,0.007766980559112578,0.28388703733365683,0.21955229624769568,0.09916813838964046,0.38683890161034484,0.06732972761177707,0.015481260878271752,0.17356574843367675,84.60514557109678,73.50763936806688,89.55498031597905,0.006,0.984,False
Gemma-2-27B,adjacent_pair,34,35,500,0.0961636243358463,0.009313628862369803,0.25811372819629286,0.22320777833015015,0.10834204585580036,0.3537331475241126,0.06402760584003452,0.014670133340003229,0.1576216370235873,84.48170243293377,75.04183304398643,89.46636065875708,0.01,0.986,False
Gemma-2-27B,cumulative_top_k,1,3,500,0.7559409392596665,0.2667886526252671,0.9435049192809026,0.9111685070254332,0.749858541342564,0.9751750967537717,0.8418310152726014,0.675145984073355,0.9517056568078825,40.89222306911334,19.351164025469437,74.52673038850438,nan,nan,False
Gemma-2-27B,cumulative_top_k,1,4,500,0.8822712629340008,0.19733462991409592,0.9572378031069332,0.9566172839904143,0.7866889979227742,0.9798643431451151,0.9165836988963079,0.7341901406654953,0.9603658987814387,28.082413852834897,16.816170363104764,78.61884528291729,nan,nan,False
Gemma-2-27B,cumulative_top_k,1,5,500,0.7983812365509046,0.2432259720087642,0.9385619110305616,0.9397470816518078,0.81815599186055,0.975233918099395,0.8887069350658721,0.7682716036305454,0.9516165515256019,37.02418643264765,20.18856577725688,75.92290682613582,nan,nan,False
Gemma-2-27B,cumulative_top_k,1,6,500,0.7059803452234936,0.10522212324580422,0.8951968143592659,0.9269633259818796,0.8225162922694759,0.965520932935477,0.8693497212141715,0.7745624690785775,0.9334739226349265,45.09119838985894,26.46626609598338,83.96000306240242,nan,nan,False
Gemma-2-27B,cumulative_top_k,1,8,500,0.7797407085546784,0.2364980323650672,0.8966972132144024,0.9398772143870986,0.8710959046530768,0.9643507205150863,0.8892732549427161,0.8119924309451347,0.9315128260995283,38.763157655667875,26.27272900604502,76.32004946530374,nan,nan,False
Gemma-2-27B,cumulative_top_k,1,10,500,0.43431693469976485,0.06166926868971252,0.7719711604662685,0.8997222081124661,0.8536123838103687,0.9417203189636171,0.8403967642510604,0.7919517791306072,0.8934169314299839,64.25815512652576,39.468672873224335,86.46436755005304,nan,nan,False
Gemma-2-27B,cumulative_top_k,1,25,500,0.1215914711885732,0.01056366242417128,0.41577774744960877,0.8820123686595771,0.8470266384966915,0.9127924037255069,0.8182997942669961,0.7796351534335322,0.8547947142443569,83.01603995178566,65.43166093753452,89.39473546948102,nan,nan,False
