reference_model,reference_component,target_model,target_component,pearson_correlation,absolute_pearson_correlation,spearman_correlation,absolute_spearman_correlation,matching_objective_mean_absolute_correlation,is_unconstrained_best_pearson_match,is_hungarian_match,hungarian_sign_orientation,best_to_second_best_abs_pearson_gap
Qwen/Qwen3-32B,9,Llama-3.3-70B,9,0.18073037398722155,0.18073037398722155,0.17920083090505182,0.17920083090505182,0.17996560244613669,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,10,-0.15717947311539884,0.15717947311539884,-0.0702380196762932,0.0702380196762932,0.11370874639584602,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,11,-0.06011884856064223,0.06011884856064223,-0.12177836761778373,0.12177836761778373,0.09094860808921298,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,12,0.023629992419502532,0.023629992419502532,0.019588009578488802,0.019588009578488802,0.021609000998995667,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,13,0.0449459236381112,0.0449459236381112,0.11970514411009486,0.11970514411009486,0.08232553387410303,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,14,-0.2243378355465182,0.2243378355465182,-0.17045151611321074,0.17045151611321074,0.19739467582986447,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,15,-0.18270986944224613,0.18270986944224613,-0.19245434349845636,0.19245434349845636,0.18758210647035123,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,16,0.10684650964486929,0.10684650964486929,0.07355817777906011,0.07355817777906011,0.0902023437119647,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,17,0.0009952603434210928,0.0009952603434210928,0.02032832289893538,0.02032832289893538,0.010661791621178236,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,18,0.039237768258486114,0.039237768258486114,0.12472923458642282,0.12472923458642282,0.08198350142245447,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,19,0.06602836077338219,0.06602836077338219,0.20481751824817515,0.20481751824817515,0.13542293951077866,False,False,,
Qwen/Qwen3-32B,9,Llama-3.3-70B,20,-0.06049896150277588,0.06049896150277588,-0.04073165805949051,0.04073165805949051,0.0506153097811332,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,1,0.05350860548455046,0.05350860548455046,0.00794322148812786,0.00794322148812786,0.03072591348633916,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,2,0.07564520888270412,0.07564520888270412,0.17344046623005677,0.17344046623005677,0.12454283755638045,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,3,0.0113640091764898,0.0113640091764898,-0.058354923400940464,0.058354923400940464,0.034859466288715134,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,4,0.10373837105563578,0.10373837105563578,0.046729176884683074,0.046729176884683074,0.07523377397015943,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,5,-0.013603378806530559,0.013603378806530559,-0.06729061481203663,0.06729061481203663,0.0404469968092836,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,6,-0.14588104999961188,0.14588104999961188,-0.1377178961945704,0.1377178961945704,0.14179947309709112,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,7,0.04631660821145874,0.04631660821145874,-0.03738149505207583,0.03738149505207583,0.04184905163176729,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,8,-0.3337328091296021,0.3337328091296021,-0.3114209053402961,0.3114209053402961,0.3225768572349491,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,9,0.42181526045344486,0.42181526045344486,0.40291105276824113,0.40291105276824113,0.412363156610843,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,10,0.15740035644982373,0.15740035644982373,0.16739101583912763,0.16739101583912763,0.1623956861444757,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,11,-0.4731761046257445,0.4731761046257445,-0.4372170450939097,0.4372170450939097,0.4551965748598271,True,True,-1,0.051360844172299636
Qwen/Qwen3-32B,10,Llama-3.3-70B,12,0.17025856647855758,0.17025856647855758,0.17398805573988063,0.17398805573988063,0.1721233111092191,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,13,0.28010793543077117,0.28010793543077117,0.4075664291278381,0.4075664291278381,0.3438371822793046,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,14,0.02234018160874651,0.02234018160874651,0.0037309944894838554,0.0037309944894838554,0.013035588049115181,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,15,-0.06698911518082111,0.06698911518082111,-0.143159170248983,0.143159170248983,0.10507414271490206,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,16,-0.0018923719894194091,0.0018923719894194091,0.04736331900406797,0.04736331900406797,0.02462784549674369,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,17,0.2747140963104034,0.2747140963104034,0.3573082138426473,0.3573082138426473,0.31601115507652533,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,18,-0.10718457243822542,0.10718457243822542,-0.15326274487175784,0.15326274487175784,0.13022365865499164,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,19,-0.22881024786405213,0.22881024786405213,-0.3731346470096073,0.3731346470096073,0.3009724474368297,False,False,,
Qwen/Qwen3-32B,10,Llama-3.3-70B,20,-0.013154908454432741,0.013154908454432741,-0.028310781570064347,0.028310781570064347,0.020732845012248542,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,1,0.0299833021116604,0.0299833021116604,0.068486194858775,0.068486194858775,0.049234748485217694,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,2,0.10416849588920679,0.10416849588920679,0.07182308646605692,0.07182308646605692,0.08799579117763186,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,3,-0.0726967869627416,0.0726967869627416,-0.08150428435417331,0.08150428435417331,0.07710053565845745,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,4,-0.04017623464921241,0.04017623464921241,0.01552753815527541,0.01552753815527541,0.02785188640224391,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,5,-0.01868585421917525,0.01868585421917525,0.06340151755575431,0.06340151755575431,0.04104368588746478,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,6,0.1529828128160569,0.1529828128160569,0.04781223853899192,0.04781223853899192,0.10039752567752441,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,7,0.03013771409229342,0.03013771409229342,0.11268803554427165,0.11268803554427165,0.07141287481828254,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,8,0.044082769198451055,0.044082769198451055,0.07012954040564326,0.07012954040564326,0.05710615480204716,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,9,-0.03491576254636561,0.03491576254636561,-0.07002221516978736,0.07002221516978736,0.052468988858076486,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,10,-0.34891143387551465,0.34891143387551465,-0.32031966763797926,0.32031966763797926,0.334615550756747,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,11,-0.26308059094129366,0.26308059094129366,-0.23284729234586402,0.23284729234586402,0.24796394164357882,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,12,-0.2908469779707466,0.2908469779707466,-0.2643968725657078,0.2643968725657078,0.2776219252682272,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,13,-0.0017784839720530977,0.0017784839720530977,0.0487302732177375,0.0487302732177375,0.025254378594895297,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,14,0.6534142341302444,0.6534142341302444,0.5865999249877384,0.5865999249877384,0.6200070795589914,True,True,1,0.3045028002547297
Qwen/Qwen3-32B,11,Llama-3.3-70B,15,0.2087913139117065,0.2087913139117065,0.1285023513458932,0.1285023513458932,0.16864683262879984,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,16,-0.008565785730888616,0.008565785730888616,0.0029445197772712665,0.0029445197772712665,0.005755152754079941,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,17,0.23531006662771178,0.23531006662771178,0.31152419145437255,0.31152419145437255,0.27341712904104215,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,18,-0.034955037199183754,0.034955037199183754,0.01824586711289346,0.01824586711289346,0.02660045215603861,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,19,0.02574668110828494,0.02574668110828494,0.07446063298808457,0.07446063298808457,0.05010365704818476,False,False,,
Qwen/Qwen3-32B,11,Llama-3.3-70B,20,-0.11481323997514115,0.11481323997514115,-0.07958166238712103,0.07958166238712103,0.09719745118113109,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,1,0.058033668360486707,0.058033668360486707,-0.0726032139869017,0.0726032139869017,0.0653184411736942,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,2,0.06458067217971257,0.06458067217971257,0.01489281901849341,0.01489281901849341,0.03973674559910299,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,3,0.1654074497583237,0.1654074497583237,-0.09027379475491187,0.09027379475491187,0.1278406222566178,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,4,-0.03053117305069249,0.03053117305069249,0.109120913995557,0.109120913995557,0.06982604352312474,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,5,0.1647506522487246,0.1647506522487246,0.040491041804910394,0.040491041804910394,0.1026208470268175,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,6,0.18002256545211565,0.18002256545211565,0.13931277228008426,0.13931277228008426,0.15966766886609995,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,7,0.029088545478308907,0.029088545478308907,0.049660425261821635,0.049660425261821635,0.03937448537006527,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,8,-0.053242032694585786,0.053242032694585786,0.0713851302616774,0.0713851302616774,0.0623135814781316,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,9,0.4081039783725583,0.4081039783725583,0.3244649606185625,0.3244649606185625,0.36628446949556037,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,10,0.2580163301992089,0.2580163301992089,0.2246172932113902,0.2246172932113902,0.24131681170529956,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,11,0.24548907736719405,0.24548907736719405,0.09765153919390668,0.09765153919390668,0.17157030828055037,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,12,-0.4870703704936076,0.4870703704936076,-0.47454776261504306,0.47454776261504306,0.4808090665543253,True,False,,0.07896639212104928
Qwen/Qwen3-32B,12,Llama-3.3-70B,13,0.07732499642757484,0.07732499642757484,-0.11981420039814203,0.11981420039814203,0.09856959841285844,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,14,-0.018414702855494916,0.018414702855494916,-0.010375349816796997,0.010375349816796997,0.014395026336145957,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,15,0.2340162756181891,0.2340162756181891,0.17143359972303174,0.17143359972303174,0.20272493767061042,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,16,-0.27827568914746803,0.27827568914746803,-0.346378927324659,0.346378927324659,0.31232730823606353,False,True,-1,
Qwen/Qwen3-32B,12,Llama-3.3-70B,17,-0.1084794449867996,0.1084794449867996,-0.20531836934883577,0.20531836934883577,0.15689890716781768,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,18,0.11834840101009651,0.11834840101009651,0.17933412192377607,0.17933412192377607,0.1488412614669363,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,19,-0.0696361724791285,0.0696361724791285,-0.1906575113239665,0.1906575113239665,0.1301468419015475,False,False,,
Qwen/Qwen3-32B,12,Llama-3.3-70B,20,-0.09060545540770704,0.09060545540770704,-0.09529153803987196,0.09529153803987196,0.09294849672378949,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,1,0.014907494213787335,0.014907494213787335,-0.10630276102824499,0.10630276102824499,0.060605127621016164,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,2,0.02891278741282489,0.02891278741282489,-0.0678866737832146,0.0678866737832146,0.04839973059801975,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,3,0.028586180970162557,0.028586180970162557,-0.059719569545021736,0.059719569545021736,0.04415287525759215,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,4,0.00949271072781672,0.00949271072781672,0.019400478924439572,0.019400478924439572,0.014446594826128145,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,5,-0.08171012229703001,0.08171012229703001,0.07743111854822415,0.07743111854822415,0.07957062042262708,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,6,0.09066833184951306,0.09066833184951306,0.04593116182452905,0.04593116182452905,0.06829974683702106,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,7,0.28144757060324366,0.28144757060324366,0.2750890049334989,0.2750890049334989,0.2782682877683713,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,8,0.02633869947990285,0.02633869947990285,-0.009135916447880917,0.009135916447880917,0.017737307963891884,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,9,0.06098844443382597,0.06098844443382597,0.04356827558350884,0.04356827558350884,0.05227836000866741,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,10,0.24609897190608127,0.24609897190608127,0.19400017310521908,0.19400017310521908,0.22004957250565016,False,True,1,
Qwen/Qwen3-32B,13,Llama-3.3-70B,11,0.34981954476536015,0.34981954476536015,0.29113816681572957,0.29113816681572957,0.32047885579054486,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,12,0.3703717737268008,0.3703717737268008,0.3940422953752058,0.3940422953752058,0.3822070345510033,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,13,0.1336088176534589,0.1336088176534589,0.06975621014973603,0.06975621014973603,0.10168251390159747,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,14,0.43516040857017996,0.43516040857017996,0.5014408124404949,0.5014408124404949,0.46830061050533744,True,False,,0.06478863484337916
Qwen/Qwen3-32B,13,Llama-3.3-70B,15,0.032903285503370586,0.032903285503370586,0.03673235048036698,0.03673235048036698,0.03481781799186878,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,16,0.07024892241628101,0.07024892241628101,0.05156054355038803,0.05156054355038803,0.06090473298333452,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,17,-0.13861077020542115,0.13861077020542115,-0.17585874614119618,0.17585874614119618,0.15723475817330868,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,18,-0.2326486708283576,0.2326486708283576,-0.18035313464700967,0.18035313464700967,0.20650090273768362,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,19,-0.003044260028851651,0.003044260028851651,0.04272409913158885,0.04272409913158885,0.02288417958022025,False,False,,
Qwen/Qwen3-32B,13,Llama-3.3-70B,20,-0.08675191555985196,0.08675191555985196,-0.14604483425175263,0.14604483425175263,0.1163983749058023,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,1,0.013618026172862799,0.013618026172862799,-0.03267764923112431,0.03267764923112431,0.023147837701993555,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,2,0.062076133454666144,0.062076133454666144,0.04848100170220133,0.04848100170220133,0.05527856757843373,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,3,-0.02498231507311544,0.02498231507311544,-0.089810449785061,0.089810449785061,0.05739638242908822,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,4,-0.07411781213530107,0.07411781213530107,0.014743948530048174,0.014743948530048174,0.04443088033267462,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,5,-0.0309542209718521,0.0309542209718521,-0.03893655693719167,0.03893655693719167,0.034945388954521886,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,6,-0.04688436614125815,0.04688436614125815,-0.006375465220276446,0.006375465220276446,0.026629915680767297,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,7,0.007336367001042555,0.007336367001042555,-0.06332362020714921,0.06332362020714921,0.03532999360409588,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,8,0.13189167511279504,0.13189167511279504,0.08923458642278073,0.08923458642278073,0.11056313076778788,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,9,-0.21932728860878586,0.21932728860878586,-0.1355096506159661,0.1355096506159661,0.17741846961237598,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,10,0.09334682266352652,0.09334682266352652,0.07896771587663368,0.07896771587663368,0.0861572692700801,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,11,0.001682415452449122,0.001682415452449122,-0.012055047459680912,0.012055047459680912,0.006868731456065017,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,12,-0.5183427126732142,0.5183427126732142,-0.46448861833184274,0.46448861833184274,0.49141566550252846,True,True,-1,0.08712890582893479
Qwen/Qwen3-32B,14,Llama-3.3-70B,13,0.27222512028195456,0.27222512028195456,0.26990911975996074,0.26990911975996074,0.2710671200209577,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,14,-0.016855267639524617,0.016855267639524617,-0.0005222007443524373,0.0005222007443524373,0.008688734191938528,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,15,-0.4312138068442794,0.4312138068442794,-0.5181264245116992,0.5181264245116992,0.47467011567798933,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,16,0.17632872371071548,0.17632872371071548,0.19835203831395515,0.19835203831395515,0.1873403810123353,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,17,0.10770629326083316,0.10770629326083316,0.09426271602088805,0.09426271602088805,0.1009845046408606,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,18,-0.09200487655587582,0.09200487655587582,-0.14314359077926217,0.14314359077926217,0.117574233667569,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,19,-0.13990031535786582,0.13990031535786582,-0.15292345864227821,0.15292345864227821,0.14641188700007202,False,False,,
Qwen/Qwen3-32B,14,Llama-3.3-70B,20,-0.06286880261906296,0.06286880261906296,-0.0606589538674591,0.0606589538674591,0.06176387824326103,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,1,0.02544131876545248,0.02544131876545248,0.1001517555754306,0.1001517555754306,0.06279653717044154,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,2,0.05500265536098761,0.05500265536098761,-0.0017316292086206391,0.0017316292086206391,0.028367142284804126,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,3,0.055036438039152896,0.055036438039152896,0.022496754277141442,0.022496754277141442,0.03876659615814717,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,4,-0.05853920345913051,0.05853920345913051,0.03557543059923255,0.03557543059923255,0.047057317029181533,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,5,0.046178889236991365,0.046178889236991365,-0.036674648740659524,0.036674648740659524,0.04142676898882544,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,6,0.08311093515377163,0.08311093515377163,0.167727993999019,0.167727993999019,0.1254194645763953,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,7,-0.15177636105492048,0.15177636105492048,-0.15783503072617636,0.15783503072617636,0.15480569589054843,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,8,0.16028385102577442,0.16028385102577442,0.14320013848417532,0.14320013848417532,0.15174199475497485,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,9,0.06467361964642411,0.06467361964642411,-0.05597472663800811,0.05597472663800811,0.06032417314221611,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,10,0.09166629783230486,0.09166629783230486,-0.003299962493869173,0.003299962493869173,0.047483130163087015,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,11,0.15616289827543303,0.15616289827543303,0.07506650125501287,0.07506650125501287,0.11561469976522296,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,12,0.09909906433659083,0.09909906433659083,0.07668618908860111,0.07668618908860111,0.08789262671259597,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,13,0.13028190515798926,0.13028190515798926,0.16373214852427803,0.16373214852427803,0.14700702684113365,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,14,0.26869827430917365,0.26869827430917365,0.33279939990190704,0.33279939990190704,0.30074883710554035,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,15,-0.18889216067161402,0.18889216067161402,-0.18162545800755897,0.18162545800755897,0.1852588093395865,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,16,-0.06630865720168706,0.06630865720168706,-0.023818701133839194,0.023818701133839194,0.04506367916776313,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,17,0.16296653211829626,0.16296653211829626,0.1730619428175759,0.1730619428175759,0.1680142374679361,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,18,0.33214901337034736,0.33214901337034736,0.3098352615331351,0.3098352615331351,0.32099213745174127,True,False,,0.0014089818941658283
Qwen/Qwen3-32B,15,Llama-3.3-70B,19,0.09371812727232093,0.09371812727232093,0.09462969908542744,0.09462969908542744,0.09417391317887419,False,False,,
Qwen/Qwen3-32B,15,Llama-3.3-70B,20,0.33074003147618153,0.33074003147618153,0.3417506707827242,0.3417506707827242,0.33624535112945286,False,True,1,
Qwen/Qwen3-32B,16,Llama-3.3-70B,1,-0.033984972020733126,0.033984972020733126,0.04860159833818991,0.04860159833818991,0.041293285179461514,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,2,0.06958863613397533,0.06958863613397533,0.011315888174028463,0.011315888174028463,0.0404522621540019,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,3,-0.05252680945174094,0.05252680945174094,-0.0050604425723435615,0.0050604425723435615,0.02879362601204225,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,4,-0.08042531092961173,0.08042531092961173,-0.10598309339026578,0.10598309339026578,0.09320420215993876,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,5,0.012263537890709471,0.012263537890709471,-0.017746170047026964,0.017746170047026964,0.015004853968868217,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,6,-0.021041299555509395,0.021041299555509395,0.00275237298404544,0.00275237298404544,0.011896836269777417,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,7,0.02209988737331807,0.02209988737331807,-0.027983035688526038,0.027983035688526038,0.025041461530922054,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,8,-0.157648764617836,0.157648764617836,-0.0962193820143677,0.0962193820143677,0.12693407331610185,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,9,-0.03880616162590326,0.03880616162590326,-0.03675081503707338,0.03675081503707338,0.03777848833148832,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,10,-0.26561388539675057,0.26561388539675057,-0.2131069501745479,0.2131069501745479,0.23936041778564923,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,11,-0.1582964133274686,0.1582964133274686,-0.1563445947895329,0.1563445947895329,0.15732050405850073,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,12,-0.050237467050061,0.050237467050061,-0.09739476645220861,0.09739476645220861,0.07381611675113481,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,13,-0.07740324194444793,0.07740324194444793,0.026161391765961734,0.026161391765961734,0.05178231685520483,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,14,0.16429138681968428,0.16429138681968428,0.04846888433686271,0.04846888433686271,0.1063801355782735,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,15,-0.11356174833379669,0.11356174833379669,-0.13699777848302128,0.13699777848302128,0.125279763408409,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,16,-0.147413412086068,0.147413412086068,-0.21209197657309364,0.21209197657309364,0.17975269432958083,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,17,-0.42057565793402213,0.42057565793402213,-0.33875364242231915,0.33875364242231915,0.37966465017817064,True,True,-1,0.06335595880046746
Qwen/Qwen3-32B,16,Llama-3.3-70B,18,-0.11776320641200708,0.11776320641200708,-0.14198032370675984,0.14198032370675984,0.12987176505938347,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,19,0.035323882216086455,0.035323882216086455,0.02455497533250627,0.02455497533250627,0.02993942877429636,False,False,,
Qwen/Qwen3-32B,16,Llama-3.3-70B,20,0.35721969913355467,0.35721969913355467,0.3734295028995125,0.3734295028995125,0.3653246010165336,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,1,0.011981176952359174,0.011981176952359174,-0.002582729869305572,0.002582729869305572,0.007281953410832373,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,2,0.0378282435278622,0.0378282435278622,0.05841954934941291,0.05841954934941291,0.048123896438637556,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,3,0.07041363788562854,0.07041363788562854,-0.03145725743631171,0.03145725743631171,0.05093544766097013,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,4,-0.0587055459493182,0.0587055459493182,-0.0201777213582989,0.0201777213582989,0.03944163365380855,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,5,0.12640068434740254,0.12640068434740254,-0.026678399353740525,0.026678399353740525,0.07653954185057153,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,6,0.19103251350952574,0.19103251350952574,0.09395285767865902,0.09395285767865902,0.1424926855940924,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,7,-0.18981433084939073,0.18981433084939073,-0.1597438042756989,0.1597438042756989,0.1747790675625448,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,8,-0.08209134784168204,0.08209134784168204,0.023295923372089678,0.023295923372089678,0.05269363560688586,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,9,0.08963005482687944,0.08963005482687944,0.013059634747987691,0.013059634747987691,0.05134484478743356,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,10,0.18310215276115452,0.18310215276115452,0.19230374195782005,0.19230374195782005,0.18770294735948728,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,11,0.02296565400552495,0.02296565400552495,0.010791956377484773,0.010791956377484773,0.01687880519150486,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,12,0.048776443735266635,0.048776443735266635,0.02861429272092561,0.02861429272092561,0.03869536822809612,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,13,-0.21321284361271936,0.21321284361271936,-0.20088341363492113,0.20088341363492113,0.20704812862382024,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,14,0.13746700002097462,0.13746700002097462,0.0770208591789043,0.0770208591789043,0.10724392959993946,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,15,-0.5225757030149678,0.5225757030149678,-0.3481261360030005,0.3481261360030005,0.4353509195089842,True,True,-1,0.30936285940224845
Qwen/Qwen3-32B,17,Llama-3.3-70B,16,-0.09873348094190725,0.09873348094190725,-0.08392948847407748,0.08392948847407748,0.09133148470799236,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,17,0.07121660648648052,0.07121660648648052,-0.07842705057557481,0.07842705057557481,0.07482182853102767,False,False,,
Qwen/Qwen3-32B,17,Llama-3.3-70B,18,-0.20190687170665675,0.20190687170665675,-0.303600588557745,0.303600588557745,0.25275373013220087,False,False,,
