method,pearson_r,cosine,rmse,standardized_rmse,identity_delta_pearson,identity_delta_rmse,folds
global_intercept_scale,-0.010185468555511556,0.0181020154851394,2.160424803790576,2.4146970866198436,-0.16021025075924172,1.254202531363424,24
identity,0.15002478220373017,0.18618771410421595,0.9062222724271521,1.022129489276307,0.0,0.0,24
procrustes,-0.23624257634117773,-0.25744366928975365,1.173776195916168,1.3433995280736568,-0.3862673585449079,0.267553923489016,24
ridge,-0.22695820901693078,-0.21574853963666488,1.3634119054920946,1.5395954673297105,-0.376982991220661,0.4571896330649423,24
trait_affine,-0.14502939300479428,-0.17054054380358238,1.1066371997090283,1.2691261264832723,-0.29505417520852445,0.20041492728187624,24
