model,model_key,feature_budget,bank,subset_seed,traits,scope,n_oof_predictions,mean_pc_r2,aggregate_normalized_geometric_error,mean_normalized_rmse_per_pc,core_pc1_pc3_aggregate_nrmse,secondary_pc4_pc6_aggregate_nrmse,full_pc1_pc6_aggregate_nrmse,selected_alpha_counts,pc1_r2,pc1_rmse,pc1_normalized_rmse,pc1_mae,pc2_r2,pc2_rmse,pc2_normalized_rmse,pc2_mae,pc3_r2,pc3_rmse,pc3_normalized_rmse,pc3_mae,pc4_r2,pc4_rmse,pc4_normalized_rmse,pc4_mae,pc5_r2,pc5_rmse,pc5_normalized_rmse,pc5_mae,pc6_r2,pc6_rmse,pc6_normalized_rmse,pc6_mae
Qwen/Qwen3-32B,qwen,12,153,2026091201,"[""adventurous"", ""arrogant"", ""chaotic"", ""data_driven"", ""flippant"", ""nostalgic"", ""open_ended"", ""reserved"", ""speculative"", ""stoic"", ""structuralist"", ""verbose""]",core,275,0.991531034481,0.159769284559,0.0900466291502,0.159769284559,,,"{""0.0001"": 5}",0.996167513189,1.85875344888,0.0618937686415,1.38342961311,0.989707891407,2.17865740123,0.10165702085,1.59871333301,0.988717698848,1.67258053788,0.106589097959,1.28937008035,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,153,2026091201,"[""adventurous"", ""arrogant"", ""chaotic"", ""data_driven"", ""flippant"", ""nostalgic"", ""open_ended"", ""reserved"", ""speculative"", ""stoic"", ""structuralist"", ""verbose""]",extended,275,0.905828606775,0.755048121029,0.254705929538,0.15978044902,0.737948421762,0.755048121029,"{""0.0001"": 4, ""0.001"": 1}",0.996167173154,1.85883590544,0.0618964538712,1.38341077438,0.989706566754,2.17879759952,0.101663536189,1.59873683851,0.988715838968,1.67271839408,0.106598059536,1.2894993552,0.890832023455,3.75227399967,0.33351360165,2.74433069101,0.835028662359,4.12492714831,0.407842436526,2.97906943287,0.73452137596,4.6247531181,0.516721489454,3.63925067929
Qwen/Qwen3-32B,qwen,12,154,2026091201,"[""adventurous"", ""artistic"", ""bombastic"", ""deterministic"", ""fatalistic"", ""ironic"", ""judgmental"", ""pacifist"", ""paradoxical"", ""problem_solving"", ""reverent"", ""spontaneous""]",core,275,0.992802511318,0.147147857255,0.0814610297685,0.147147857255,,,"{""0.0001"": 3, ""0.001"": 1, ""0.01"": 1}",0.997012403043,1.64112800706,0.0546975713085,1.19909534369,0.994133050512,1.64491301342,0.0765347045014,1.20525948885,0.9872620804,1.777204674,0.113150813496,1.39320959584,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,154,2026091201,"[""adventurous"", ""artistic"", ""bombastic"", ""deterministic"", ""fatalistic"", ""ironic"", ""judgmental"", ""pacifist"", ""paradoxical"", ""problem_solving"", ""reverent"", ""spontaneous""]",extended,275,0.912675112002,0.729838506691,0.244556889947,0.146959317666,0.71488964519,0.729838506691,"{""0.001"": 1, ""0.01"": 4}",0.997006373987,1.64278309398,0.0547530876118,1.19968711961,0.994134920362,1.64465086831,0.076522547009,1.20537014129,0.98731955561,1.77319064738,0.112886847087,1.38881396138,0.867063615878,4.1406530749,0.37563833177,2.70650339977,0.878157111512,3.54496643831,0.350283608792,2.67696871798,0.752369094664,4.46659111373,0.497256917414,3.51191140191
Qwen/Qwen3-32B,qwen,12,155,2026091201,"[""adventurous"", ""artistic"", ""collaborative"", ""dominant"", ""independent"", ""libertarian"", ""open_ended"", ""pessimistic"", ""reserved"", ""sardonic"", ""spiritual"", ""tactful""]",core,275,0.988316332931,0.18733975225,0.107298608639,0.18733975225,,,"{""0.01"": 4, ""0.1"": 1}",0.985462024621,3.62020711344,0.12035770781,2.74794007579,0.987250880746,2.42480519406,0.113045019687,1.83384325303,0.992236093427,1.38748515562,0.0884930984189,1.09317231133,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,155,2026091201,"[""adventurous"", ""artistic"", ""collaborative"", ""dominant"", ""independent"", ""libertarian"", ""open_ended"", ""pessimistic"", ""reserved"", ""sardonic"", ""spiritual"", ""tactful""]",extended,275,0.875792761328,0.869519262576,0.295662728292,0.187155155014,0.84913879663,0.869519262576,"{""0.01"": 2, ""0.1"": 3}",0.98538785061,3.62943066879,0.120678631677,2.74913491858,0.987372932771,2.41317050368,0.112482547285,1.82550665976,0.992256340647,1.38567478761,0.0883821048696,1.09033989684,0.783817849652,5.2802785076,0.468331787566,4.0044897863,0.664314508279,5.88407663746,0.585523506159,3.95346150844,0.841607086009,3.57224839022,0.398577792197,2.65248697612
Qwen/Qwen3-32B,qwen,12,156,2026091201,"[""adventurous"", ""avoidant"", ""blunt"", ""charismatic"", ""collectivistic"", ""humanistic"", ""iconoclastic"", ""libertarian"", ""open_ended"", ""rebellious"", ""utilitarian"", ""wry""]",core,275,0.974735663888,0.275218050538,0.156478119931,0.275218050538,,,"{""0.1"": 5}",0.963433906815,5.74143871847,0.191290499702,4.47364150088,0.976111144069,3.31920776304,0.15441658078,2.60947014181,0.984661940781,1.95017417118,0.123727279312,1.49966369601,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,156,2026091201,"[""adventurous"", ""avoidant"", ""blunt"", ""charismatic"", ""collectivistic"", ""humanistic"", ""iconoclastic"", ""libertarian"", ""open_ended"", ""rebellious"", ""utilitarian"", ""wry""]",extended,275,0.842502138349,0.980534471485,0.34397815719,0.27538271126,0.941069716923,0.980534471485,"{""0.01"": 1, ""0.1"": 4}",0.963323643061,5.75008875458,0.191593959072,4.48261120343,0.976104803584,3.31964821924,0.154436685077,2.61041507974,0.984695463695,1.94804185181,0.123598959586,1.49459121329,0.777776762224,5.35354736248,0.481525013024,4.1414112955,0.532565928176,6.94340051884,0.68803724497,5.22240788933,0.820546229354,3.80233230069,0.424677081413,2.84504997144
Qwen/Qwen3-32B,qwen,12,157,2026091201,"[""adventurous"", ""benevolent"", ""diplomatic"", ""dispassionate"", ""egalitarian"", ""epicurean"", ""paradoxical"", ""principled"", ""resilient"", ""sassy"", ""theatrical"", ""witty""]",core,275,0.992333163854,0.151694394714,0.0875188959536,0.151694394714,,,"{""0.01"": 5}",0.992594050251,2.58387698336,0.0858949535414,1.99405111475,0.991505562894,1.97926554462,0.0921098986121,1.39019502682,0.992899878416,1.32684773664,0.0845518357073,1.00341696654,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,157,2026091201,"[""adventurous"", ""benevolent"", ""diplomatic"", ""dispassionate"", ""egalitarian"", ""epicurean"", ""paradoxical"", ""principled"", ""resilient"", ""sassy"", ""theatrical"", ""witty""]",extended,275,0.913638825118,0.725347596894,0.244106566106,0.151629821964,0.709321882795,0.725347596894,"{""0.001"": 1, ""0.01"": 4}",0.992603883288,2.58216107943,0.0858364817407,1.99184997218,0.991505860487,1.97923087366,0.0921083424586,1.39011170663,0.992909619633,1.32593722066,0.0844970683555,1.00310697769,0.916991462115,3.27196233639,0.296018139956,2.20297926675,0.749547855327,5.08246518421,0.502739829324,3.60548362471,0.838274269859,3.60963538301,0.4034395348,2.81545222624
Qwen/Qwen3-32B,qwen,12,158,2026091201,"[""adventurous"", ""bitter"", ""cautious"", ""conceptual"", ""deconstructionist"", ""evil"", ""materialist"", ""paradoxical"", ""regulatory"", ""reverent"", ""stoic"", ""sycophantic""]",core,275,0.991245934508,0.16226057565,0.0932118293422,0.16226057565,,,"{""0.01"": 1, ""0.1"": 4}",0.993632942319,2.39580156914,0.079978117886,1.76364102637,0.990155089092,2.13079984768,0.099347881545,1.62629482508,0.989949772115,1.57861472589,0.100309488596,1.2089279219,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,158,2026091201,"[""adventurous"", ""bitter"", ""cautious"", ""conceptual"", ""deconstructionist"", ""evil"", ""materialist"", ""paradoxical"", ""regulatory"", ""reverent"", ""stoic"", ""sycophantic""]",extended,275,0.849744475523,0.95811262946,0.317046997912,0.162275458715,0.944270345944,0.95811262946,"{""0.001"": 1, ""0.1"": 4}",0.993630404253,2.39627903436,0.0799959585745,1.76489789548,0.990164378496,2.12979432655,0.0993006901283,1.62306836426,0.98993918125,1.57944627385,0.100366050301,1.20936344553,0.814964540301,4.8851105409,0.444246729873,3.29189305478,0.660044563825,5.92138132922,0.586907485412,4.00178833414,0.649723785012,5.31225726256,0.591465073182,3.9167865405
Qwen/Qwen3-32B,qwen,12,159,2026091201,"[""adventurous"", ""circumspect"", ""condescending"", ""constructivist"", ""deconstructionist"", ""dispassionate"", ""egalitarian"", ""formal"", ""generous"", ""ironic"", ""radical"", ""reverent""]",core,275,0.987875500767,0.191031243761,0.107128151164,0.191031243761,,,"{""0.01"": 1, ""0.1"": 4}",0.992989203747,2.51399914591,0.0836506757675,1.98886725833,0.991147230443,2.02058135695,0.0939989778003,1.54127962053,0.979490068112,2.25512336228,0.143734799924,1.66235151987,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,159,2026091201,"[""adventurous"", ""circumspect"", ""condescending"", ""constructivist"", ""deconstructionist"", ""dispassionate"", ""egalitarian"", ""formal"", ""generous"", ""ironic"", ""radical"", ""reverent""]",extended,275,0.840764784271,0.986145346799,0.325884387327,0.190610409206,0.967548612171,0.986145346799,"{""0.1"": 5}",0.993000515916,2.51197011369,0.0835854075107,1.98878051939,0.991184906029,2.01627718104,0.0937892020356,1.54089929974,0.979594676136,2.24936504069,0.14335059585,1.65768742481,0.790146607136,5.20241401929,0.466263640246,3.49340073075,0.490761620296,7.24723924854,0.718816953955,5.14501257268,0.79990038011,4.01510499598,0.449500524367,3.20046310717
Qwen/Qwen3-32B,qwen,12,160,2026091201,"[""adventurous"", ""collaborative"", ""disorganized"", ""humble"", ""impulsive"", ""introspective"", ""meditative"", ""prescriptive"", ""rebellious"", ""supportive"", ""theatrical"", ""whimsical""]",core,275,0.989996694191,0.173102971867,0.0963442998078,0.173102971867,,,"{""0.0001"": 1, ""0.01"": 2, ""0.1"": 2}",0.99298642956,2.51449649427,0.0835267277984,1.91399944001,0.982165319316,2.86793583758,0.133343372869,2.07628706515,0.994838333696,1.1313139889,0.0721627987559,0.858735320131,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,160,2026091201,"[""adventurous"", ""collaborative"", ""disorganized"", ""humble"", ""impulsive"", ""introspective"", ""meditative"", ""prescriptive"", ""rebellious"", ""supportive"", ""theatrical"", ""whimsical""]",extended,275,0.890185455455,0.817425660419,0.274732698877,0.172773468452,0.798958095842,0.817425660419,"{""0.0001"": 1, ""0.01"": 3, ""0.1"": 1}",0.993002553507,2.51160446251,0.0834291620721,1.91738600633,0.98224315474,2.86167076636,0.133061146935,2.07464126366,0.994862322239,1.12868206953,0.0720067878255,0.855573806703,0.894863898226,3.68233120997,0.333235354342,2.43347295989,0.726043576409,5.31560594946,0.524929669818,3.93727525504,0.750097227608,4.48703349958,0.501734072266,3.4041896732
Qwen/Qwen3-32B,qwen,12,161,2026091201,"[""adventurous"", ""conciliatory"", ""deconstructionist"", ""efficient"", ""flirty"", ""goofy"", ""historical"", ""holistic"", ""moderate"", ""mystical"", ""poetic"", ""proactive""]",core,275,0.976521651871,0.26585425493,0.143787169559,0.26585425493,,,"{""0.01"": 5}",0.995353982962,2.04654760809,0.0680914039732,1.5293472756,0.96505140776,4.0146862006,0.187087624413,3.02223000784,0.969159564891,2.76533941245,0.17618248029,2.14622363536,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,161,2026091201,"[""adventurous"", ""conciliatory"", ""deconstructionist"", ""efficient"", ""flirty"", ""goofy"", ""historical"", ""holistic"", ""moderate"", ""mystical"", ""poetic"", ""proactive""]",extended,275,0.893663475435,0.80347751144,0.289974585235,0.267764163025,0.757547664763,0.80347751144,"{""0.01"": 4, ""0.1"": 1}",0.995371423376,2.04270278828,0.0679604976041,1.52699458419,0.964639519014,4.0382745671,0.188145030184,3.04903861261,0.968485977218,2.79537526122,0.177990071024,2.18231714375,0.855540769649,4.31637891189,0.386529593345,2.93436333939,0.760215275922,4.97304960101,0.491142903549,3.49507005143,0.817727887431,3.83207401247,0.428079415706,3.06332796491
Qwen/Qwen3-32B,qwen,12,162,2026091201,"[""adventurous"", ""conciliatory"", ""factual"", ""flippant"", ""introverted"", ""proactive"", ""sarcastic"", ""savage"", ""stream_of_consciousness"", ""structuralist"", ""traditional"", ""verbose""]",core,275,0.98170069802,0.234718528888,0.131631888534,0.234718528888,,,"{""0.01"": 1, ""0.1"": 4}",0.990510465275,2.92485211619,0.0974775173388,2.25796172274,0.984970678004,2.63273081353,0.122611718341,1.92342932231,0.969620950781,2.7445761422,0.174806429923,2.12760622035,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,162,2026091201,"[""adventurous"", ""conciliatory"", ""factual"", ""flippant"", ""introverted"", ""proactive"", ""sarcastic"", ""savage"", ""stream_of_consciousness"", ""structuralist"", ""traditional"", ""verbose""]",extended,275,0.863570585738,0.910620044538,0.315354441776,0.234612980044,0.879878181971,0.910620044538,"{""0.01"": 2, ""0.1"": 3}",0.990628037844,2.90667661079,0.0968715339999,2.23470484868,0.985101864372,2.62121547778,0.122075172391,1.91806484478,0.96942421651,2.75344871787,0.175376191632,2.1319095018,0.737024927493,5.8237698737,0.519882212178,4.15334511153,0.859937477548,3.8007824019,0.375508509504,2.8841243473,0.639306990658,5.39066864687,0.602413030951,4.27598488497
Qwen/Qwen3-32B,qwen,12,163,2026091201,"[""adventurous"", ""concise"", ""curious"", ""cynical"", ""deconstructionist"", ""divergent"", ""impulsive"", ""intuitive"", ""libertarian"", ""pessimistic"", ""qualitative"", ""rebellious""]",core,275,0.986522725432,0.201178096767,0.111720693631,0.201178096767,,,"{""0.01"": 2, ""0.1"": 3}",0.987098587597,3.41035886947,0.11344959541,2.71229128756,0.977659745672,3.20982103185,0.149738133195,2.42505534692,0.994809843028,1.13443192941,0.0719743522872,0.853418404537,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,163,2026091201,"[""adventurous"", ""concise"", ""curious"", ""cynical"", ""deconstructionist"", ""divergent"", ""impulsive"", ""intuitive"", ""libertarian"", ""pessimistic"", ""qualitative"", ""rebellious""]",extended,275,0.875246365931,0.868161576906,0.295221710723,0.20097115191,0.84457984804,0.868161576906,"{""0.01"": 3, ""0.1"": 2}",0.987120213364,3.40749939349,0.113356385714,2.7121612709,0.977752644658,3.20314027176,0.14942759477,2.41792722878,0.994779839275,1.13770622007,0.0721881405705,0.857320325061,0.87648322521,3.9912587648,0.354475404395,3.14854955545,0.670293901784,5.83143614996,0.575777966875,4.38284191884,0.745048371295,4.53213325061,0.506104772016,3.60574681766
Qwen/Qwen3-32B,qwen,12,164,2026091201,"[""adventurous"", ""cryptic"", ""deconstructionist"", ""diplomatic"", ""dogmatic"", ""idealistic"", ""ironic"", ""manic"", ""quantitative"", ""sassy"", ""spiritual"", ""whimsical""]",core,275,0.992789428937,0.147399444247,0.0805792252059,0.147399444247,,,"{""0.1"": 5}",0.997679475914,1.44635364098,0.0481511709216,1.08690612455,0.993828391454,1.68708105189,0.0784876042726,1.18445463229,0.986860419442,1.80500723078,0.115098900423,1.36424516531,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,164,2026091201,"[""adventurous"", ""cryptic"", ""deconstructionist"", ""diplomatic"", ""dogmatic"", ""idealistic"", ""ironic"", ""manic"", ""quantitative"", ""sassy"", ""spiritual"", ""whimsical""]",extended,275,0.898517752972,0.784132819369,0.254609593761,0.148094792532,0.770020915843,0.784132819369,"{""0.01"": 3, ""0.1"": 2}",0.997683865281,1.44498507468,0.0481001849578,1.0887921307,0.993758708135,1.69657869115,0.0789317066819,1.18735814164,0.986726865658,1.81415729751,0.115707499595,1.37169018447,0.934333155581,2.91018090806,0.262954165182,2.01277015456,0.767280625969,4.89923537509,0.482856366057,3.52955650831,0.711323297208,4.82258224569,0.539107640094,3.81731452479
Qwen/Qwen3-32B,qwen,12,165,2026091201,"[""adventurous"", ""egalitarian"", ""evil"", ""existentialist"", ""humble"", ""intuitive"", ""neurotic"", ""passive_aggressive"", ""progressive"", ""strategic"", ""subversive"", ""vindictive""]",core,275,0.963252542871,0.332351518009,0.176599884061,0.332351518009,,,"{""0.01"": 3, ""0.1"": 2}",0.974704930718,4.77528602392,0.158849174836,3.64279892914,0.924008198913,5.91997851869,0.276090752949,4.61785821436,0.991044498982,1.49016081429,0.094859724397,1.09914241192,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,165,2026091201,"[""adventurous"", ""egalitarian"", ""evil"", ""existentialist"", ""humble"", ""intuitive"", ""neurotic"", ""passive_aggressive"", ""progressive"", ""strategic"", ""subversive"", ""vindictive""]",extended,275,0.842760396451,0.976264303363,0.352237802751,0.332610829627,0.917857301565,0.976264303363,"{""0.0001"": 1, ""0.01"": 2, ""0.1"": 2}",0.974674423716,4.77816476209,0.158941803223,3.64522889321,0.923864855447,5.92555932104,0.276362050745,4.62172983486,0.991051027044,1.48961759312,0.094823436353,1.09902789736,0.768670538839,5.46213445996,0.487271861753,3.93190589141,0.648433200363,6.02165628732,0.594863795814,4.62742957068,0.749868333299,4.4890879413,0.50116386862,3.60936957568
Qwen/Qwen3-32B,qwen,12,166,2026091201,"[""agreeable"", ""anthropocentric"", ""cautious"", ""challenging"", ""critical"", ""cryptic"", ""idealistic"", ""introverted"", ""manic"", ""poetic"", ""sarcastic"", ""understated""]",core,275,0.981848067482,0.233244105751,0.130783720464,0.233244105751,,,"{""0.01"": 3, ""0.1"": 2}",0.991322859692,2.79685378587,0.0931796370868,2.04850970727,0.983602814903,2.74992855985,0.127579312841,2.13852773842,0.970618527851,2.69913726463,0.171592211463,1.95891809864,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,166,2026091201,"[""agreeable"", ""anthropocentric"", ""cautious"", ""challenging"", ""critical"", ""cryptic"", ""idealistic"", ""introverted"", ""manic"", ""poetic"", ""sarcastic"", ""understated""]",extended,275,0.879782393238,0.859044598882,0.303091028718,0.230982274304,0.827408491512,0.859044598882,"{""0.01"": 4, ""0.1"": 1}",0.991402694442,2.78395771164,0.0927411339904,2.03540620656,0.984082735165,2.70938662786,0.125754415465,2.11118837369,0.971151093187,2.67456326622,0.170110905294,1.94440777613,0.770128150535,5.4448987556,0.494271175376,3.71457992364,0.813679637234,4.38371382835,0.432036180338,3.26761898957,0.748250048864,4.50358612352,0.503632361845,3.4591346844
Qwen/Qwen3-32B,qwen,12,167,2026091201,"[""agreeable"", ""anthropocentric"", ""charismatic"", ""conciliatory"", ""empathetic"", ""independent"", ""inspirational"", ""methodical"", ""poetic"", ""provocative"", ""rebellious"", ""traditional""]",core,275,0.990842226621,0.166005514045,0.0956181063029,0.166005514045,,,"{""0.01"": 5}",0.992416416215,2.61468091872,0.0871699245736,1.8432319558,0.990687119099,2.07242482706,0.096502566003,1.49428152788,0.989423144548,1.61944603162,0.103181828332,1.26146939147,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,167,2026091201,"[""agreeable"", ""anthropocentric"", ""charismatic"", ""conciliatory"", ""empathetic"", ""independent"", ""inspirational"", ""methodical"", ""poetic"", ""provocative"", ""rebellious"", ""traditional""]",extended,275,0.824607821231,1.03147432721,0.340259794185,0.166003380863,1.01802856798,1.03147432721,"{""0.0001"": 1, ""0.01"": 4}",0.99241097506,2.615618756,0.0872028058073,1.84426376652,0.990681396152,2.07306150201,0.0965315998224,1.49483765946,0.989435868835,1.61847161645,0.103123437457,1.26086277478,0.748668230534,5.69338572547,0.509223178667,3.89555885943,0.579211933528,6.5878506087,0.64981759891,4.59044813052,0.647238523279,5.33106957936,0.595660144449,3.98439149723
Qwen/Qwen3-32B,qwen,12,168,2026091201,"[""agreeable"", ""arrogant"", ""benevolent"", ""chill"", ""dispassionate"", ""egalitarian"", ""entertaining"", ""historical"", ""interdisciplinary"", ""introverted"", ""patient"", ""serious""]",core,275,0.988170958976,0.188366500845,0.106341967092,0.188366500845,,,"{""0.0001"": 1, ""0.001"": 1, ""0.01"": 3}",0.988997830119,3.1493478093,0.104803186739,2.3072437364,0.981792911731,2.89772395305,0.134973024287,2.20433489164,0.993722135078,1.2476540438,0.0792496902501,0.940262646377,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,168,2026091201,"[""agreeable"", ""arrogant"", ""benevolent"", ""chill"", ""dispassionate"", ""egalitarian"", ""entertaining"", ""historical"", ""interdisciplinary"", ""introverted"", ""patient"", ""serious""]",extended,275,0.866542760495,0.900573535765,0.299777764278,0.187788647417,0.880776996306,0.900573535765,"{""0.0001"": 1, ""0.001"": 1, ""0.01"": 3}",0.989085007434,3.13684583388,0.104383631682,2.30513751553,0.981892212983,2.88981107239,0.134603492467,2.20014546747,0.993752722992,1.24461083293,0.0790603146412,0.938206084153,0.871945665007,4.0639097648,0.364652066954,2.75260153709,0.570734821689,6.65387847818,0.658247505452,4.77884197929,0.791846132866,4.09511419361,0.457719574471,3.1436732202
Qwen/Qwen3-32B,qwen,12,169,2026091201,"[""agreeable"", ""benevolent"", ""challenging"", ""chaotic"", ""dramatic"", ""entertaining"", ""epicurean"", ""esoteric"", ""gregarious"", ""literal"", ""rationalist"", ""traditional""]",core,275,0.993850559516,0.135770188063,0.075822844535,0.135770188063,,,"{""0.01"": 2, ""0.1"": 3}",0.997719957487,1.43368230567,0.0477535644782,1.14492930941,0.991625292717,1.96526708301,0.0913417321957,1.4477847092,0.992206428344,1.39013334699,0.0883732369312,1.01374538512,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,169,2026091201,"[""agreeable"", ""benevolent"", ""challenging"", ""chaotic"", ""dramatic"", ""entertaining"", ""epicurean"", ""esoteric"", ""gregarious"", ""literal"", ""rationalist"", ""traditional""]",extended,275,0.921492263395,0.689314295126,0.22535610844,0.13604028174,0.675756789984,0.689314295126,"{""0.1"": 5}",0.997693207746,1.44206785144,0.0480371937438,1.147075433,0.991602102206,1.96798622518,0.0914543099706,1.4604973664,0.992180493735,1.39244439406,0.0885183340382,1.0172096282,0.953272313371,2.45490140296,0.221440625182,1.73029587663,0.805703496763,4.47656120985,0.441593427469,3.23983274435,0.788501966549,4.12787884078,0.461092760239,3.22646139361
Qwen/Qwen3-32B,qwen,12,170,2026091201,"[""agreeable"", ""blunt"", ""closure_seeking"", ""environmental"", ""gregarious"", ""introspective"", ""introverted"", ""literal"", ""mystical"", ""passionate"", ""pluralist"", ""rationalist""]",core,275,0.988393572332,0.186742617217,0.106704066224,0.186742617217,,,"{""0.01"": 5}",0.992117765839,2.66566837199,0.088742413552,2.04250352203,0.988963230108,2.25609693681,0.104923842689,1.71085388734,0.984099721048,1.98559452596,0.126445942432,1.5053596733,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,170,2026091201,"[""agreeable"", ""blunt"", ""closure_seeking"", ""environmental"", ""gregarious"", ""introspective"", ""introverted"", ""literal"", ""mystical"", ""passionate"", ""pluralist"", ""rationalist""]",extended,275,0.890259132579,0.815293481933,0.281781566092,0.186910952985,0.793579080707,0.815293481933,"{""0.0001"": 1, ""0.001"": 1, ""0.01"": 3}",0.992088002093,2.67069648439,0.0889084700382,2.04827310993,0.988959827577,2.2564446766,0.104939854828,1.71007972501,0.984070559954,1.98741448096,0.126564667937,1.50786339605,0.838699120063,4.56105471393,0.406133958011,3.39280836273,0.764871359936,4.92453015117,0.486409289792,3.5690837984,0.772865925851,4.2777452758,0.477733155946,3.33226167349
Qwen/Qwen3-32B,qwen,12,171,2026091201,"[""agreeable"", ""blunt"", ""decisive"", ""dominant"", ""esoteric"", ""fatalistic"", ""manipulative"", ""moderate"", ""playful"", ""quantitative"", ""radical"", ""relativist""]",core,275,0.990294282411,0.170682019989,0.091773387603,0.170682019989,,,"{""0.0001"": 2, ""0.01"": 1, ""0.1"": 2}",0.997725678557,1.43188248216,0.047691314065,1.12306738779,0.991518850665,1.97771686514,0.0920148358431,1.5143898807,0.981638318011,2.13375438094,0.135614012901,1.6462948088,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,171,2026091201,"[""agreeable"", ""blunt"", ""decisive"", ""dominant"", ""esoteric"", ""fatalistic"", ""manipulative"", ""moderate"", ""playful"", ""quantitative"", ""radical"", ""relativist""]",extended,275,0.897082470344,0.792537323695,0.265525986142,0.17014333565,0.774058560306,0.792537323695,"{""0.01"": 2, ""0.1"": 3}",0.997676835192,1.44717637147,0.0481919527758,1.13886246679,0.991459687432,1.98460300585,0.0923409270328,1.51713694079,0.981933100431,2.11655720234,0.134534172419,1.63124597749,0.887200590804,3.81417246165,0.342852075926,2.84074470619,0.710580180681,5.46356568711,0.542735142253,3.98362965112,0.813644427523,3.87476141805,0.432501646447,3.05600910662
Qwen/Qwen3-32B,qwen,12,172,2026091201,"[""agreeable"", ""callous"", ""competitive"", ""critical"", ""dispassionate"", ""emotional"", ""experiential"", ""futuristic"", ""meditative"", ""progressive"", ""skeptical"", ""tactful""]",core,275,0.985658562425,0.207528041156,0.119556194007,0.207528041156,,,"{""0.0001"": 1, ""0.01"": 4}",0.983544867601,3.85151987579,0.12821955447,2.88257820871,0.98529579478,2.60409929259,0.121317812078,1.90787446678,0.988135024894,1.71522702486,0.109131215471,1.2517412433,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,172,2026091201,"[""agreeable"", ""callous"", ""competitive"", ""critical"", ""dispassionate"", ""emotional"", ""experiential"", ""futuristic"", ""meditative"", ""progressive"", ""skeptical"", ""tactful""]",extended,275,0.874264163644,0.872952343057,0.303831410836,0.207510731844,0.84792988473,0.872952343057,"{""0.0001"": 1, ""0.001"": 2, ""0.01"": 2}",0.983562063553,3.849506891,0.12815452195,2.88196183671,0.985302902914,2.60346979494,0.121288925933,1.90747737219,0.988119412139,1.71635516106,0.109206770762,1.2526512258,0.720657302257,6.00227066134,0.53387518966,4.16718280641,0.76195193323,4.95500804847,0.488486864625,3.60241466681,0.805991367773,3.95352329215,0.441976192088,2.98805061319
Qwen/Qwen3-32B,qwen,12,173,2026091201,"[""agreeable"", ""charismatic"", ""cynical"", ""data_driven"", ""efficient"", ""independent"", ""mischievous"", ""principled"", ""subversive"", ""sycophantic"", ""systems_thinker"", ""transparent""]",core,275,0.990071555225,0.172673201436,0.0981142582786,0.172673201436,,,"{""0.1"": 5}",0.992284839941,2.63726592261,0.0879252041873,2.01713824739,0.984861832951,2.64224697017,0.122970949003,1.99082068773,0.993067992782,1.31104530074,0.0834466216452,1.02618982411,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,173,2026091201,"[""agreeable"", ""charismatic"", ""cynical"", ""data_driven"", ""efficient"", ""independent"", ""mischievous"", ""principled"", ""subversive"", ""sycophantic"", ""systems_thinker"", ""transparent""]",extended,275,0.928946940341,0.658306786422,0.232147088055,0.172737586351,0.635239758918,0.658306786422,"{""0.01"": 4, ""0.1"": 1}",0.99226715952,2.64028603422,0.0880203381765,2.0189675349,0.98485655135,2.64270786073,0.122991384036,1.99010374843,0.993067636545,1.31107898774,0.0834494652989,1.02411285822,0.889387475311,3.77701810193,0.338857113188,2.73824809957,0.849067881707,3.94550745649,0.390656400061,2.84976813586,0.86503493761,3.2974973465,0.368907827572,2.5633189497
Qwen/Qwen3-32B,qwen,12,174,2026091201,"[""agreeable"", ""collectivistic"", ""condescending"", ""flippant"", ""hostile"", ""judgmental"", ""mercurial"", ""poetic"", ""radical"", ""savage"", ""secular"", ""urgent""]",core,275,0.984804711944,0.213713968937,0.12096523772,0.213713968937,,,"{""0.01"": 3, ""0.1"": 2}",0.984590553277,3.72713373111,0.124297407138,2.84488605378,0.991969046667,1.92451062459,0.089640770726,1.40814262566,0.977854535888,2.34331454538,0.148957535295,1.71286479431,,,,,,,,,,,,
