pair,source_model,target_model,dimensions,variant,protocol,repeat_seed,fit_roles_only,coordinate_rmse,geometric_rmse,mean_aligned_coordinate_correlation,distance_matrix_correlation,nearest_neighbor_jaccard_k10,pc1_heldout_correlation,pc2_heldout_correlation,pc3_heldout_correlation,pc4_heldout_correlation,pc5_heldout_correlation,pc6_heldout_correlation
llama_to_qwen,Llama-3.3-70B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7108,True,0.490490962436,1.20145258141,0.884422727933,0.8492492267,0.323709848647,0.970145409533,0.953457594366,0.921041301937,0.853989589559,0.910507993923,0.697394478282
llama_to_qwen,Llama-3.3-70B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7109,True,0.496312576162,1.21571256452,0.881601685646,0.848072970701,0.325185854581,0.970998177312,0.953314181507,0.917800020875,0.851804926726,0.906545352752,0.689147454705
llama_to_qwen,Llama-3.3-70B,Qwen/Qwen3-32B,6,variance_standardized,qwen_canonical_role_family_holdout,,True,0.645457244435,1.58104089965,0.856187782211,0.872614272146,0.364515691957,0.971561945808,0.945272255354,0.913574998711,0.821218580111,0.865223937507,0.620274975777
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7100,True,0.632762850743,1.54994611251,0.809261513567,0.819611966939,0.248825924677,0.979958132239,0.963761910573,0.933516565358,0.824743203925,0.827147661739,0.326441607572
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7101,True,0.626983867648,1.53579055269,0.810643601379,0.814463924944,0.245058385027,0.979212256849,0.963945294815,0.935933987664,0.820655573085,0.832348561361,0.331765934501
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7102,True,0.62619084218,1.53384804494,0.810671650783,0.813115232653,0.246106748429,0.98022494214,0.966505314828,0.931653788417,0.818404652081,0.827954626172,0.339286581062
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7103,True,0.633891917844,1.55271175079,0.812336536376,0.828650287248,0.246939153038,0.976957886143,0.965431342725,0.925337475711,0.831029433951,0.833235012953,0.342028066771
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7104,True,0.621427805728,1.52218103601,0.814737796937,0.818669125493,0.249301321314,0.979542354524,0.966456158055,0.935191497454,0.828282924354,0.836682871317,0.342270975918
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7105,True,0.622222880601,1.52412856376,0.813673620945,0.820547865076,0.245998250116,0.980204325867,0.964111859207,0.932482568151,0.820111626278,0.836350613824,0.348780732346
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7106,True,0.618340587995,1.51461892784,0.814196132168,0.821769819339,0.245003221752,0.979551468758,0.965472069194,0.936990020611,0.828809176366,0.83040796994,0.34394608814
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7107,True,0.631197379666,1.54611150716,0.810073747026,0.813172890845,0.249803117419,0.978254929662,0.96461017629,0.930520791312,0.815930252685,0.827149171169,0.34397716104
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7108,True,0.627569837386,1.53722587956,0.811442641597,0.818404625168,0.246655384519,0.978645773749,0.960580497236,0.93152998743,0.825302646243,0.83230650959,0.340290435334
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,repeated_5fold,7109,True,0.642253520096,1.57319340974,0.804565753108,0.814094429025,0.24666771481,0.977209012592,0.965219324915,0.928344296289,0.817775319136,0.821388250507,0.317458315208
gemma_to_qwen,Gemma-2-27B,Qwen/Qwen3-32B,6,variance_standardized,qwen_canonical_role_family_holdout,,True,0.716944833663,1.7561490162,0.789651076526,0.87377037936,0.281428128115,0.981841320047,0.967670657149,0.915171913169,0.813385352896,0.795780697335,0.264056518559
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7100,True,0.433922770601,1.06288937575,0.9096344284,0.926445215763,0.328220915339,0.970040521258,0.967265773941,0.949054338974,0.960636832254,0.866132773686,0.744676330285
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7101,True,0.421797513797,1.03318868358,0.914342239714,0.924482006767,0.336321998982,0.970137796808,0.971271129029,0.946434211911,0.959900655631,0.869444074741,0.768865570163
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7102,True,0.416559666623,1.02035863065,0.915598609383,0.926062506873,0.334935327361,0.970517757687,0.9717526905,0.946612501993,0.959659519914,0.873965707945,0.771083478258
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7103,True,0.443276648156,1.08580160287,0.907343145094,0.929969255775,0.332555265043,0.96959933336,0.969561059177,0.946567864365,0.962316036715,0.869114513985,0.726900062964
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7104,True,0.420244511167,1.02938461957,0.914520998619,0.927196859656,0.329926967988,0.970429930258,0.969445861223,0.948903018663,0.960624371961,0.870676803418,0.767046006191
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7105,True,0.425381697985,1.04196810598,0.913036086329,0.925945039637,0.33022731092,0.970016305109,0.968794046321,0.946121982123,0.961232528401,0.869752240313,0.762299415707
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7106,True,0.422054193992,1.03381741908,0.914056743261,0.92754460975,0.324569783345,0.969724829454,0.970936641775,0.94910804056,0.961989716757,0.872378601339,0.760202629683
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7107,True,0.422205537189,1.03418813269,0.915280370288,0.924885025963,0.328404661917,0.969196237678,0.971455439391,0.946461578001,0.958661819417,0.872694919228,0.77321222801
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7108,True,0.430084587838,1.05348778644,0.910462423949,0.924519265489,0.331788297077,0.969454538731,0.968642953556,0.946797962074,0.957477720643,0.864019729022,0.756381639667
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,repeated_5fold,7109,True,0.428585560479,1.0498159343,0.911565956125,0.927408404482,0.333924015129,0.968728323516,0.968844927768,0.945625992243,0.960946913137,0.862491812789,0.762757767294
gemma_to_llama,Gemma-2-27B,Llama-3.3-70B,6,variance_standardized,qwen_canonical_role_family_holdout,,True,0.536352316306,1.31378949731,0.913246234566,0.92633262181,0.362635035165,0.964168226221,0.9698018873,0.951119820756,0.959813636653,0.875892917528,0.75868091894
