model,model_key,feature_budget,bank,fold_seed_min,fold_seed_max,direction_generation_used_pc_targets,scope,n_oof_predictions,mean_pc_r2,aggregate_normalized_geometric_error,mean_normalized_rmse_per_pc,core_pc1_pc3_aggregate_nrmse,secondary_pc4_pc6_aggregate_nrmse,full_pc1_pc6_aggregate_nrmse,selected_alpha_counts,pc1_r2,pc1_rmse,pc1_normalized_rmse,pc1_mae,pc2_r2,pc2_rmse,pc2_normalized_rmse,pc2_mae,pc3_r2,pc3_rmse,pc3_normalized_rmse,pc3_mae,pc4_r2,pc4_rmse,pc4_normalized_rmse,pc4_mae,pc5_r2,pc5_rmse,pc5_normalized_rmse,pc5_mae,pc6_r2,pc6_rmse,pc6_normalized_rmse,pc6_mae
Llama-3.3-70B,llama,5,482,31048200,31048204,False,extended,275,0.269605430955,2.11371671555,0.855439428183,1.43211604071,1.55461956746,2.11371671555,"{""10.0"": 5}",0.613564580117,0.710732363421,0.620182095485,0.549328299092,0.254229315207,0.894988819857,0.867846507881,0.657281507021,0.118916284271,0.658055710332,0.95560083783,0.472520501626,0.312482465528,0.523355840331,0.835277126308,0.382704821262,0.193613394658,0.476449509845,0.904541667704,0.343319218641,0.124826545947,0.454352444667,0.949188333892,0.32513899889
Llama-3.3-70B,llama,5,483,31048300,31048304,False,core,275,0.393710838135,1.36818750982,0.781100506866,1.36818750982,,,"{""1.0"": 1, ""10.0"": 4}",0.617160099106,0.707418195545,0.617345883642,0.532720408554,0.30976114389,0.861022812511,0.83690396555,0.651471560262,0.254211271408,0.605427275133,0.889051671405,0.438483272523,,,,,,,,,,,,
Llama-3.3-70B,llama,5,483,31048300,31048304,False,extended,275,0.263474713787,2.13012445818,0.861710511755,1.36839961914,1.63245602994,2.13012445818,"{""10.0"": 4, ""100.0"": 1}",0.613717888781,0.710591366721,0.620079673297,0.533685436338,0.320770564192,0.854128484717,0.83000071353,0.653944863346,0.24697029824,0.608359267057,0.893933740248,0.439268482843,0.178431941817,0.572106600737,0.915455313893,0.392084491923,0.149298918747,0.489365923358,0.930018570367,0.35208025921,0.0716586709455,0.467950207053,0.980775059193,0.321628063446
Llama-3.3-70B,llama,5,484,31048400,31048404,False,core,275,0.45534955161,1.29759967452,0.742375373443,1.29759967452,,,"{""1.0"": 1, ""10.0"": 4}",0.619305585387,0.705433177216,0.620933149457,0.517118525564,0.457550217403,0.76329905725,0.738757502792,0.546382334971,0.289192852041,0.591057820501,0.867435468079,0.40250732054,,,,,,,,,,,,
Llama-3.3-70B,llama,5,484,31048400,31048404,False,extended,275,0.31733611482,2.05364324257,0.830822701577,1.29957586519,1.59014248995,2.05364324257,"{""10.0"": 5}",0.616173911197,0.708328757069,0.623646402822,0.519474200522,0.457855073762,0.763084540366,0.73854918002,0.546223477084,0.287140678748,0.591910427891,0.868624028182,0.402790409765,0.159993232642,0.578490961736,0.928288281309,0.366148325158,0.18912782282,0.477772811053,0.910736623222,0.336106694018,0.193725969754,0.436101054584,0.91509169391,0.298283803704
Llama-3.3-70B,llama,5,485,31048500,31048504,False,core,275,0.322411968127,1.44442925173,0.827908415547,1.44442925173,,,"{""10.0"": 5}",0.3802780183,0.900048845258,0.787697801272,0.66421149878,0.475868220191,0.750300442943,0.730426543511,0.562125330898,0.111089665891,0.660971984787,0.965600901858,0.465696590683,,,,,,,,,,,,
Llama-3.3-70B,llama,5,485,31048500,31048504,False,extended,275,0.220267398758,2.18632692112,0.886841464647,1.44442925173,1.64123415232,2.18632692112,"{""10.0"": 5}",0.3802780183,0.900048845258,0.787697801272,0.66421149878,0.475868220191,0.750300442943,0.730426543511,0.562125330898,0.111089665891,0.660971984787,0.965600901858,0.465696590683,0.149405169778,0.582125407486,0.924404290886,0.421997829868,0.21779996588,0.469249855078,0.887553092237,0.33636757499,-0.0128366474922,0.488782338229,1.02536615812,0.335830619115
Llama-3.3-70B,llama,5,486,31048600,31048604,False,core,275,0.298344359808,1.47582002357,0.84688759845,1.47582002357,,,"{""1.0"": 1, ""10.0"": 4}",0.431497901238,0.862052398898,0.758179068266,0.676552920281,0.360657124676,0.828670485872,0.805845365472,0.62139810575,0.10287805351,0.664017943507,0.976638361613,0.467440519473,,,,,,,,,,,,
Llama-3.3-70B,llama,5,486,31048600,31048604,False,extended,275,0.212877870707,2.20103073787,0.894609943659,1.47583475973,1.63292622951,2.20103073787,"{""10.0"": 5}",0.431024690707,0.862411102428,0.758489485837,0.677822874799,0.360821969436,0.828563648993,0.805747897208,0.622071511732,0.103164154206,0.663912054255,0.976500007185,0.4674623214,0.200009469325,0.564543756475,0.9016242841,0.375402295929,0.0663230877309,0.512676654681,0.970881574272,0.363338993345,0.115923852839,0.456657545171,0.954416413355,0.330119071364
Llama-3.3-70B,llama,5,487,31048700,31048704,False,core,275,0.314992351094,1.45032549052,0.830458755082,1.45032549052,,,"{""10.0"": 5}",0.487027924564,0.818869113784,0.716701262233,0.569728426962,0.36022352453,0.828951438986,0.800597528018,0.647935083142,0.0977256041895,0.665922043863,0.974077474996,0.465880119254,,,,,,,,,,,,
Llama-3.3-70B,llama,5,487,31048700,31048704,False,extended,275,0.177870206836,2.24572891818,0.910078380964,1.45032549052,1.71460034571,2.24572891818,"{""10.0"": 5}",0.487027924564,0.818869113784,0.716701262233,0.569728426962,0.36022352453,0.828951438986,0.800597528018,0.647935083142,0.0977256041895,0.665922043863,0.974077474996,0.465880119254,0.0897657956473,0.602187534385,0.960315197625,0.429042186588,-0.00737575212873,0.532526198424,1.00953173705,0.366070501995,0.0398541442138,0.475898577841,0.999247085863,0.327091308728
Llama-3.3-70B,llama,5,488,31048800,31048804,False,core,275,0.340421820483,1.42224046289,0.816289683294,1.42224046289,,,"{""10.0"": 5}",0.483297787467,0.821840972804,0.720208418509,0.612669781565,0.380507366183,0.815704821935,0.793853443723,0.598028540729,0.157460307799,0.643501049645,0.934807187649,0.465168419893,,,,,,,,,,,,
Llama-3.3-70B,llama,5,488,31048800,31048804,False,extended,275,0.241222588587,2.15583428037,0.876029019617,1.42335863718,1.61915769288,2.15583428037,"{""10.0"": 4, ""100.0"": 1}",0.473428961243,0.829652284251,0.726992938365,0.617227086064,0.376099559583,0.818601624854,0.79649447725,0.603057325189,0.168933810299,0.639104509468,0.928992801533,0.460866356374,0.17182934009,0.574400892125,0.915679926181,0.400284353246,0.167845904611,0.484001947707,0.922752299767,0.351501252832,0.089197955693,0.463508603148,0.965261674604,0.326748853907
Llama-3.3-70B,llama,5,489,31048900,31048904,False,core,275,0.332398579515,1.42422694112,0.818511640876,1.42422694112,,,"{""10.0"": 5}",0.496361114635,0.811385524871,0.711386005402,0.625117758021,0.291628827322,0.872258872705,0.84633918702,0.667203264838,0.209205796588,0.623427295986,0.897809730205,0.464486300652,,,,,,,,,,,,
Llama-3.3-70B,llama,5,489,31048900,31048904,False,extended,275,0.233976468968,2.16287142483,0.877411640597,1.42065992919,1.63087037067,2.16287142483,"{""10.0"": 4, ""100.0"": 1}",0.497928935756,0.81012162433,0.710321576026,0.624870706039,0.303851061411,0.86470115466,0.839392762383,0.66450362986,0.205949833259,0.624709406614,0.899520807711,0.467751491845,0.1824995903,0.570688570833,0.907796770596,0.403154620596,0.261782620294,0.45586617041,0.862934970379,0.317497408512,-0.0481532272104,0.497230990843,1.04450295649,0.325618660724
Llama-3.3-70B,llama,5,490,31049000,31049004,False,core,275,0.379458921821,1.38425543211,0.791995535679,1.38425543211,,,"{""10.0"": 5}",0.508585650143,0.801477889089,0.70110602396,0.601954057728,0.468600948039,0.755484126652,0.732557116745,0.566489242282,0.16119016728,0.642075104523,0.942323466333,0.453988044406,,,,,,,,,,,,
Llama-3.3-70B,llama,5,490,31049000,31049004,False,extended,275,0.235499360419,2.16970187562,0.877985816383,1.38425543211,1.67076124199,2.16970187562,"{""10.0"": 5}",0.508585650143,0.801477889089,0.70110602396,0.601954057728,0.468600948039,0.755484126652,0.732557116745,0.566489242282,0.16119016728,0.642075104523,0.942323466333,0.453988044406,0.152786255857,0.580967290932,0.92609862582,0.415330414495,0.0994870406737,0.503489265184,0.955154012956,0.363047562879,0.0223461005202,0.480217927957,1.01067565249,0.320891720631
Llama-3.3-70B,llama,5,491,31049100,31049104,False,core,275,0.343030772,1.42377335137,0.813133542819,1.42377335137,,,"{""1.0"": 1, ""10.0"": 3, ""100.0"": 1}",0.546937248567,0.769567657926,0.672019037574,0.568212333811,0.366126497066,0.825118368188,0.800919649152,0.643222532928,0.116028570366,0.65913320281,0.966461941731,0.480060087074,,,,,,,,,,,,
Llama-3.3-70B,llama,5,491,31049100,31049104,False,extended,275,0.236936170098,2.16742102995,0.878006170476,1.42299771102,1.63486740609,2.16742102995,"{""10.0"": 4, ""100.0"": 1}",0.547109379581,0.769421454066,0.671895409209,0.568280220442,0.365664996436,0.825418683124,0.801195629263,0.643747258911,0.118658516406,0.65815196294,0.965175946812,0.479141230914,0.2066036762,0.562212215403,0.896040795658,0.386095138793,0.104153538718,0.502183018892,0.955730495579,0.344779230388,0.0794269132469,0.465988220075,0.977998746336,0.332583692111
Llama-3.3-70B,llama,5,492,31049200,31049204,False,core,275,0.409252826839,1.34227145992,0.766903010514,1.34227145992,,,"{""10.0"": 5}",0.585841646068,0.735784850268,0.644835864077,0.544861269954,0.456044161692,0.764357933234,0.741561219322,0.589875706114,0.185872672757,0.632557837524,0.914311948144,0.463616104415,,,,,,,,,,,,
Llama-3.3-70B,llama,5,492,31049200,31049204,False,extended,275,0.244249846716,2.15605805757,0.871863935091,1.35691248539,1.67552226323,2.15605805757,"{""10.0"": 4, ""100.0"": 1}",0.561164847728,0.757387848421,0.665148170891,0.558659232628,0.447616313065,0.77025651165,0.747275765242,0.598426961484,0.181494651007,0.634256367203,0.916716059881,0.465487052786,0.0778000755062,0.606132717428,0.970069963995,0.405814284228,0.0916854590789,0.50566554795,0.959740772121,0.357391965266,0.10573773391,0.45928076159,0.972232878419,0.30931492537
Llama-3.3-70B,llama,5,493,31049300,31049304,False,core,275,0.28963429558,1.47532539635,0.846466640633,1.47532539635,,,"{""0.1"": 1, ""10.0"": 4}",0.473551291551,0.829555908351,0.725257318351,0.61273095168,0.279682998432,0.87958292301,0.856920756907,0.622501980882,0.115668596756,0.659267396292,0.957221846642,0.491833384232,,,,,,,,,,,,
Llama-3.3-70B,llama,5,493,31049300,31049304,False,extended,275,0.193521794975,2.22380208565,0.903376040497,1.47507223805,1.66416874405,2.22380208565,"{""10.0"": 5}",0.473296173263,0.829756886382,0.725432282743,0.612151506606,0.280186639444,0.879275369881,0.856640687975,0.62313472712,0.116220015635,0.659061823373,0.956949759562,0.491909776388,0.1623133298,0.577691513846,0.921831029109,0.400987859402,0.0452155640713,0.518439278246,0.984998225324,0.368095098515,0.083899047634,0.464854959117,0.974404258271,0.323685743656
Llama-3.3-70B,llama,5,494,31049400,31049404,False,core,275,0.393179793541,1.37111144859,0.778140209333,1.37111144859,,,"{""10.0"": 5}",0.465726387331,0.835698247063,0.737772522193,0.630974419391,0.611073379037,0.646321780404,0.62368768346,0.489197276068,0.102739614256,0.664069175451,0.972960422348,0.451237863031,,,,,,,,,,,,
Llama-3.3-70B,llama,5,494,31049400,31049404,False,extended,275,0.228302402285,2.18316675048,0.878540102673,1.37111144859,1.69890272115,2.18316675048,"{""10.0"": 5}",0.465726387331,0.835698247063,0.737772522193,0.630974419391,0.611073379037,0.646321780404,0.62368768346,0.489197276068,0.102739614256,0.664069175451,0.972960422348,0.451237863031,0.160721109607,0.578240272386,0.921964812926,0.399490564363,0.113188353353,0.499644286959,0.950723745938,0.346376572185,-0.0836344298713,0.505576872145,1.06413142918,0.340655597684
Llama-3.3-70B,llama,5,495,31049500,31049504,False,core,275,0.279911795656,1.48593173084,0.85225312969,1.48593173084,,,"{""10.0"": 4, ""100.0"": 1}",0.316612620056,0.945150798978,0.827080345955,0.71237802376,0.44726558814,0.770501002296,0.746441012391,0.535430052663,0.0758571787727,0.673943706214,0.983238030724,0.486700024388,,,,,,,,,,,,
Llama-3.3-70B,llama,5,495,31049500,31049504,False,extended,275,0.185174678992,2.23459969278,0.906617307275,1.47957856216,1.67459937459,2.23459969278,"{""10.0"": 5}",0.310400864221,0.949436629393,0.830743343615,0.715042831251,0.460470745303,0.761241498285,0.737128474753,0.529412811072,0.0851547917782,0.670544930713,0.977578554567,0.485053167704,0.215113938488,0.559188838043,0.890964327688,0.399749887985,0.101635977985,0.502888156052,0.957588148161,0.32745708124,-0.0617282438233,0.500440542657,1.04570099486,0.362861555083
Llama-3.3-70B,llama,5,496,31049600,31049604,False,core,275,0.371765822822,1.39254564668,0.790002312315,1.39254564668,,,"{""10.0"": 5}",0.594608250248,0.727955918896,0.638062726157,0.565255913736,0.459203829925,0.762134742767,0.738999744346,0.572254829001,0.061485388292,0.679163900791,0.992944466441,0.479910246005,,,,,,,,,,,,
Llama-3.3-70B,llama,5,496,31049600,31049604,False,extended,275,0.236531040665,2.17133595212,0.875316755118,1.39254564668,1.66598812687,2.17133595212,"{""10.0"": 5}",0.594608250248,0.727955918896,0.638062726157,0.565255913736,0.459203829925,0.762134742767,0.738999744346,0.572254829001,0.061485388292,0.679163900791,0.992944466441,0.479910246005,0.210394635936,0.5608674424,0.900605313243,0.368654854611,0.0882643540797,0.506616930426,0.961705555739,0.342215944441,0.0052297855091,0.484403405446,1.01958272478,0.329782973144
Llama-3.3-70B,llama,5,497,31049700,31049704,False,core,275,0.357212020698,1.40327274919,0.80228309099,1.40327274919,,,"{""10.0"": 4, ""100.0"": 1}",0.410218157636,0.878038031574,0.768223822558,0.674318543329,0.533769166832,0.707645015398,0.684294423265,0.529359445528,0.127648737625,0.654786582786,0.954331027147,0.475178368837,,,,,,,,,,,,
Llama-3.3-70B,llama,5,497,31049700,31049704,False,extended,275,0.242097240409,2.15611972279,0.873391178377,1.40327274919,1.63697215931,2.15611972279,"{""10.0"": 4, ""100.0"": 1}",0.410218157636,0.878038031574,0.768223822558,0.674318543329,0.533769166832,0.707645015398,0.684294423265,0.529359445528,0.127648737625,0.654786582786,0.954331027147,0.475178368837,0.106846271276,0.596510775635,0.956263742536,0.402179926043,0.205137935372,0.473032649082,0.898407221982,0.343272476546,0.068963173715,0.468629076002,0.978826832773,0.327747260342
Llama-3.3-70B,llama,5,498,31049800,31049804,False,core,275,0.374600215778,1.38192919979,0.795305038855,1.38192919979,,,"{""10.0"": 4, ""100.0"": 1}",0.414701095241,0.874694678368,0.772185640222,0.655933265438,0.463706368792,0.758955436101,0.731378849231,0.567688121335,0.245393183301,0.608995995364,0.882350627113,0.43458678504,,,,,,,,,,,,
Llama-3.3-70B,llama,5,498,31049800,31049804,False,extended,275,0.23990856686,2.15765052177,0.876396529538,1.39040722693,1.64991621527,2.15765052177,"{""10.0"": 2, ""100.0"": 3}",0.401276879004,0.884668662153,0.780774441684,0.667462569677,0.449332529298,0.769059015108,0.740853481635,0.571775394789,0.249301551287,0.607416848218,0.880204320973,0.434234534904,0.166736235019,0.576164417574,0.917342979409,0.394686492629,0.10307601759,0.50248494016,0.954612166087,0.357037467086,0.0697281889615,0.468436504638,0.984591787441,0.317446594902
Llama-3.3-70B,llama,5,499,31049900,31049904,False,core,275,0.40661567829,1.34397270742,0.76873843758,1.34397270742,,,"{""10.0"": 5}",0.618816303691,0.705886355274,0.621400634617,0.510830994936,0.331127326611,0.847591675916,0.822113993208,0.643153183903,0.269903404568,0.599024018739,0.862700684915,0.461403596473,,,,,,,,,,,,
Llama-3.3-70B,llama,5,499,31049900,31049904,False,extended,275,0.3004977646,2.07242744006,0.838709512197,1.34397270742,1.57755914501,2.07242744006,"{""10.0"": 5}",0.618816303691,0.705886355274,0.621400634617,0.510830994936,0.331127326611,0.847591675916,0.822113993208,0.643153183903,0.269903404568,0.599024018739,0.862700684915,0.461403596473,0.275808004615,0.537133260411,0.856798055488,0.371757376035,0.244373093431,0.461210237615,0.873164819219,0.326387926408,0.0629584546825,0.470137858054,0.996078885735,0.297964083109
Llama-3.3-70B,llama,12,0,31000000,31000004,False,core,275,0.581513481292,1.14015846701,0.640629370201,1.14015846701,,,"{""10.0"": 5}",0.647965432312,0.678360081861,0.591511199122,0.525727758419,0.768254646038,0.498908007361,0.484738368603,0.349677342427,0.328320365525,0.574559705345,0.845638542878,0.387241597485,,,,,,,,,,,,
Llama-3.3-70B,llama,12,0,31000000,31000004,False,extended,275,0.396675520652,1.92950269748,0.767989137019,1.14015846701,1.55660506543,1.92950269748,"{""10.0"": 5}",0.647965432312,0.678360081861,0.591511199122,0.525727758419,0.768254646038,0.498908007361,0.484738368603,0.349677342427,0.328320365525,0.574559705345,0.845638542878,0.387241597485,0.369738405544,0.501089851867,0.799528495239,0.357070542178,0.210805647066,0.471343167908,0.896901666219,0.328312094126,0.0549686274298,0.472137954548,0.989616550055,0.335222810059
Llama-3.3-70B,llama,12,1,31000100,31000104,False,core,275,0.606780395281,1.10068824021,0.621147164915,1.10068824021,,,"{""10.0"": 5}",0.712524395919,0.613010800315,0.539114900187,0.464828848332,0.735764155927,0.532734498286,0.513924871082,0.394718933404,0.372052633998,0.555540462856,0.810401723478,0.382891368647,,,,,,,,,,,,
Llama-3.3-70B,llama,12,1,31000100,31000104,False,extended,275,0.421705906191,1.88132205348,0.749157530562,1.10068824021,1.52573197738,1.88132205348,"{""10.0"": 5}",0.712524395919,0.613010800315,0.539114900187,0.464828848332,0.735764155927,0.532734498286,0.513924871082,0.394718933404,0.372052633998,0.555540462856,0.810401723478,0.382891368647,0.381752288625,0.496291051054,0.783784709806,0.346790483292,0.257441162606,0.457204680219,0.866820541665,0.314997752994,0.0707008000688,0.468191562413,0.980898437151,0.315871518076
Llama-3.3-70B,llama,12,2,31000200,31000204,False,core,275,0.574016158677,1.15055864278,0.650920654824,1.15055864278,,,"{""10.0"": 5}",0.739411275524,0.583640523897,0.509173708412,0.429320615074,0.623126529162,0.636227943882,0.615601382021,0.440826289565,0.359510671344,0.561060925676,0.827986874039,0.375449376622,,,,,,,,,,,,
Llama-3.3-70B,llama,12,2,31000200,31000204,False,extended,275,0.444867847728,1.85009393209,0.74239135464,1.14984773099,1.44937840231,1.85009393209,"{""10.0"": 4, ""100.0"": 1}",0.747065712848,0.575004814692,0.501866093747,0.425307558122,0.622871592016,0.636443096616,0.615799732305,0.442697075972,0.353678538515,0.563609575986,0.831306753318,0.376164079325,0.352884047841,0.507745681657,0.810539650984,0.353228282697,0.393014664335,0.413365599292,0.786226170026,0.304479617189,0.199692530816,0.434484448307,0.908609727462,0.299460218258
Llama-3.3-70B,llama,12,3,31000300,31000304,False,core,275,0.606067626521,1.09933559077,0.629959863659,1.09933559077,,,"{""10.0"": 4, ""100.0"": 1}",0.718365667576,0.606750896359,0.530501320083,0.459155308772,0.595003428142,0.659539225302,0.639987442553,0.452407016532,0.504833783845,0.493320971315,0.719390828343,0.348837961924,,,,,,,,,,,,
Llama-3.3-70B,llama,12,3,31000300,31000304,False,extended,275,0.455009339206,1.82959778258,0.73631558735,1.09933559077,1.46249420678,1.82959778258,"{""10.0"": 4, ""100.0"": 1}",0.718365667576,0.606750896359,0.530501320083,0.459155308772,0.595003428142,0.659539225302,0.639987442553,0.452407016532,0.504833783845,0.493320971315,0.719390828343,0.348837961924,0.349762466029,0.50896884952,0.818611050273,0.330283017279,0.176571815243,0.481457654736,0.916895272701,0.342931638466,0.385518874401,0.380715076057,0.79250761015,0.278683604567
Llama-3.3-70B,llama,12,4,31000400,31000404,False,core,275,0.584042596382,1.12768243409,0.648761488061,1.12768243409,,,"{""10.0"": 5}",0.592998722773,0.729399589604,0.642064201325,0.514983393536,0.656989905969,0.606971649574,0.585304493589,0.441463300367,0.502139160404,0.49466144107,0.718915769271,0.358864086414,,,,,,,,,,,,
Llama-3.3-70B,llama,12,4,31000400,31000404,False,extended,275,0.409680338678,1.90499480834,0.766209760928,1.12768243409,1.5353623506,1.90499480834,"{""10.0"": 5}",0.592998722773,0.729399589604,0.642064201325,0.514983393536,0.656989905969,0.606971649574,0.585304493589,0.441463300367,0.502139160404,0.49466144107,0.718915769271,0.358864086414,0.325078473146,0.518539477465,0.830870844594,0.355787875801,0.309511764081,0.440883020881,0.837239354144,0.311191523121,0.0713640056916,0.468024467307,0.982863902644,0.313110634366
Llama-3.3-70B,llama,12,5,31000500,31000504,False,core,275,0.630720751845,1.06177619286,0.610447786686,1.06177619286,,,"{""10.0"": 4, ""100.0"": 1}",0.719514804093,0.605511785546,0.532906617643,0.435364297431,0.568538455181,0.680747418804,0.663540269824,0.468730659735,0.604108996261,0.44110490923,0.634896472591,0.328431391402,,,,,,,,,,,,
Llama-3.3-70B,llama,12,5,31000500,31000504,False,extended,275,0.474833714981,1.79687423809,0.722827979356,1.06785898053,1.44514159348,1.79687423809,"{""10.0"": 4, ""100.0"": 1}",0.715790299906,0.609518759579,0.536827594009,0.43938664086,0.571797678155,0.678171391421,0.660929451618,0.469768978769,0.591896105511,0.447857080194,0.64444642648,0.334274833764,0.463990579724,0.462105775802,0.743764939533,0.304083117549,0.292977123178,0.446130551317,0.84197080756,0.329602991733,0.212550503412,0.430980038831,0.909028656935,0.28858606401
Llama-3.3-70B,llama,12,6,31000600,31000604,False,core,275,0.628652665154,1.06457640049,0.611211371808,1.06457640049,,,"{""10.0"": 5}",0.731257581244,0.592701108362,0.52015685479,0.420828326042,0.588286972256,0.664985630724,0.648121734027,0.427873659311,0.566413441962,0.46162782638,0.665355526608,0.347871265274,,,,,,,,,,,,
Llama-3.3-70B,llama,12,6,31000600,31000604,False,extended,275,0.480849777603,1.78148638557,0.716627921434,1.06457640049,1.4284154961,1.78148638557,"{""10.0"": 5}",0.731257581244,0.592701108362,0.52015685479,0.420828326042,0.588286972256,0.664985630724,0.648121734027,0.427873659311,0.566413441962,0.46162782638,0.665355526608,0.347871265274,0.383545859274,0.495570644359,0.788689259524,0.343375815854,0.423660789225,0.402795226965,0.763122351029,0.283792554117,0.191934021657,0.436585404012,0.914321802626,0.305452491578
Llama-3.3-70B,llama,12,7,31000700,31000704,False,core,275,0.581952333968,1.13847718122,0.637331420875,1.13847718122,,,"{""10.0"": 5}",0.766887947446,0.552013873459,0.483346789975,0.426285563082,0.674475463542,0.59129855927,0.569428304682,0.406579665143,0.304493590915,0.584661697231,0.859219167969,0.392122117335,,,,,,,,,,,,
Llama-3.3-70B,llama,12,7,31000700,31000704,False,extended,275,0.457753562839,1.82918681637,0.731867573423,1.13847718122,1.43171020708,1.82918681637,"{""10.0"": 5}",0.766887947446,0.552013873459,0.483346789975,0.426285563082,0.674475463542,0.59129855927,0.569428304682,0.406579665143,0.304493590915,0.584661697231,0.859219167969,0.392122117335,0.290378378914,0.531702381094,0.851422238864,0.350218961525,0.356297949548,0.425684344344,0.8102977233,0.294920036089,0.35398804667,0.390360690972,0.817491215748,0.283088364848
Llama-3.3-70B,llama,12,8,31000800,31000804,False,core,275,0.643680886421,1.04046007995,0.595985077719,1.04046007995,,,"{""10.0"": 5}",0.744664022351,0.577728290557,0.505237730849,0.425599410982,0.643571364837,0.618730108467,0.593348762975,0.464725494107,0.542807272076,0.474027712171,0.689368739334,0.350054071876,,,,,,,,,,,,
Llama-3.3-70B,llama,12,8,31000800,31000804,False,extended,275,0.470811642856,1.8024441032,0.72153812984,1.04046007995,1.47181777649,1.8024441032,"{""10.0"": 5}",0.744664022351,0.577728290557,0.505237730849,0.425599410982,0.643571364837,0.618730108467,0.593348762975,0.464725494107,0.542807272076,0.474027712171,0.689368739334,0.350054071876,0.358923821907,0.505370637146,0.810869257404,0.34613143213,0.388395780354,0.414935381282,0.789080157263,0.300085833238,0.14650759561,0.448689215707,0.941324131217,0.30995942991
Llama-3.3-70B,llama,12,9,31000900,31000904,False,core,275,0.596930806753,1.10700862148,0.631337841256,1.10700862148,,,"{""10.0"": 5}",0.699170105003,0.627087472193,0.553284216786,0.436168131235,0.678938094801,0.587231502348,0.568956749002,0.448365139936,0.412684220456,0.537266682386,0.771772557981,0.414318345269,,,,,,,,,,,,
Llama-3.3-70B,llama,12,9,31000900,31000904,False,extended,275,0.424248388825,1.88319101198,0.752927394426,1.11146657791,1.52021394342,1.88319101198,"{""10.0"": 4, ""100.0"": 1}",0.708622146641,0.617157339663,0.543995737445,0.442380340869,0.675097034448,0.590733763757,0.572354247539,0.454804124831,0.39656814701,0.544588154229,0.782200234457,0.417766129851,0.321395887282,0.519952210913,0.834272842318,0.350313645859,0.386131994109,0.415702591007,0.786567779531,0.289355067136,0.0576751234574,0.471461386681,0.998173525267,0.289146213474
Llama-3.3-70B,llama,12,10,31001000,31001004,False,core,275,0.542492491587,1.18210899793,0.665766789021,1.18210899793,,,"{""10.0"": 5}",0.747157323029,0.574900674864,0.501735856574,0.40080811706,0.604480017912,0.6517772101,0.630978550897,0.468996626514,0.275840133819,0.596583586668,0.864585959592,0.439154137106,,,,,,,,,,,,
Llama-3.3-70B,llama,12,10,31001000,31001004,False,extended,275,0.423030201274,1.88251824766,0.754646304064,1.18210899793,1.4650915568,1.88251824766,"{""10.0"": 5}",0.747157323029,0.574900674864,0.501735856574,0.40080811706,0.604480017912,0.6517772101,0.630978550897,0.468996626514,0.275840133819,0.596583586668,0.864585959592,0.439154137106,0.376908939474,0.498231229305,0.795614992021,0.348938343435,0.362360731819,0.423674923023,0.802509406956,0.297653383681,0.171434061592,0.442088623418,0.932453058345,0.285946486853
Llama-3.3-70B,llama,12,11,31001100,31001104,False,core,275,0.606565562851,1.10105975173,0.631765919781,1.10105975173,,,"{""10.0"": 5}",0.693400573793,0.633072279604,0.555825691986,0.462609423259,0.631814407695,0.628851861994,0.613621564122,0.419567070505,0.494481707066,0.498451047124,0.725850503234,0.369703026313,,,,,,,,,,,,
Llama-3.3-70B,llama,12,11,31001100,31001104,False,extended,275,0.441115059414,1.85292535378,0.743981134754,1.10105975173,1.4903019123,1.85292535378,"{""10.0"": 5}",0.693400573793,0.633072279604,0.555825691986,0.462609423259,0.631814407695,0.628851861994,0.613621564122,0.419567070505,0.494481707066,0.498451047124,0.725850503234,0.369703026313,0.466448405491,0.461045085044,0.735999965183,0.326470590803,0.184665283111,0.479085690464,0.908795686975,0.345457345846,0.175879979328,0.440900948869,0.923793397026,0.296802352866
Llama-3.3-70B,llama,12,12,31001200,31001204,False,core,275,0.594053989081,1.12517374237,0.636075904803,1.12517374237,,,"{""10.0"": 5}",0.687374626368,0.639263253024,0.562343700303,0.459835915154,0.729880398477,0.538633060738,0.524477156789,0.36466091257,0.364906942399,0.558692392087,0.821406857318,0.35446424516,,,,,,,,,,,,
Llama-3.3-70B,llama,12,12,31001200,31001204,False,extended,275,0.444060967997,1.85566116732,0.744063598712,1.12876550876,1.47287704651,1.85566116732,"{""10.0"": 4, ""100.0"": 1}",0.676941182897,0.649842974103,0.571227717707,0.468886050256,0.728137353412,0.540368129154,0.526066777984,0.37124707545,0.368765996042,0.556992397837,0.819185091044,0.354095131432,0.367316247823,0.502051797502,0.806707412737,0.337844275324,0.191751879024,0.476999126456,0.907411963229,0.336955072088,0.331453148785,0.397110824181,0.833782629569,0.269580415691
Llama-3.3-70B,llama,12,13,31001300,31001304,False,core,275,0.617134973369,1.08093859027,0.613901552388,1.08093859027,,,"{""10.0"": 5}",0.674850850164,0.651941969249,0.570531658238,0.489791503188,0.745635368019,0.52268894973,0.503333963993,0.388799440218,0.430918701922,0.528860622083,0.767839034934,0.389063108284,,,,,,,,,,,,
