record_type,model,model_key,scope,trait_family,trait,human_support_tier,support_code,mean_squared_pc_correlation,max_absolute_pc_correlation,support_utility_spearman,n_traits,kruskal_h,kruskal_p,high_mean_utility,moderate_mean_utility,high_vs_moderate_mannwhitney_p
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.162392852418,0.971487051019,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,neurotic,REDUNDANT / BROAD,1,0.309212086659,0.951309656389,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,neurotic,REDUNDANT / BROAD,1,0.160174022476,0.951309656389,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,meticulous,REDUNDANT / BROAD,1,0.314850584108,0.875468091618,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,meticulous,REDUNDANT / BROAD,1,0.162662834239,0.875468091618,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,introspective,MODERATE SUPPORT,2,0.219616544776,0.61629556519,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,introspective,MODERATE SUPPORT,2,0.139245697497,0.61629556519,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,innovative,MODERATE SUPPORT,2,0.16246685265,0.688758151962,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,innovative,MODERATE SUPPORT,2,0.112515574011,0.688758151962,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,assertive,REDUNDANT / BROAD,1,0.13441989141,0.405133407349,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,assertive,REDUNDANT / BROAD,1,0.124501789441,0.501683008709,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,theatrical,REDUNDANT / BROAD,1,0.294819795904,0.921060053308,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,theatrical,REDUNDANT / BROAD,1,0.152627303831,0.921060053308,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,agreeable,REDUNDANT / BROAD,1,0.246261730728,0.858128701976,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,agreeable,REDUNDANT / BROAD,1,0.157974245158,0.858128701976,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.299237450629,0.927864885071,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.159814047374,0.927864885071,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,melancholic,REDUNDANT / BROAD,1,0.268055591446,0.683155840383,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,melancholic,REDUNDANT / BROAD,1,0.155303752516,0.683155840383,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,playful,REDUNDANT / BROAD,1,0.268749649838,0.850144273379,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,playful,REDUNDANT / BROAD,1,0.145211738706,0.850144273379,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,calm,REDUNDANT / BROAD,1,0.310769795619,0.964947674859,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,calm,REDUNDANT / BROAD,1,0.161968977132,0.964947674859,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,extroverted,REDUNDANT / BROAD,1,0.108862415598,0.457530781177,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,extroverted,REDUNDANT / BROAD,1,0.0693753662609,0.457530781177,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,bitter,REDUNDANT / BROAD,1,0.272201262341,0.886015607548,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,bitter,REDUNDANT / BROAD,1,0.160768277252,0.886015607548,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,emotional,REDUNDANT / BROAD,1,0.269484700982,0.778024476823,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,emotional,REDUNDANT / BROAD,1,0.152200716873,0.778024476823,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,dominant,REDUNDANT / BROAD,1,0.128126305355,0.509947266395,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,dominant,REDUNDANT / BROAD,1,0.138317967911,0.575809342517,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,reserved,REDUNDANT / BROAD,1,0.296783842869,0.707220841835,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,reserved,REDUNDANT / BROAD,1,0.158435155851,0.707220841835,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,cynical,REDUNDANT / BROAD,1,0.191801777576,0.697210210702,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,cynical,REDUNDANT / BROAD,1,0.15774836191,0.697210210702,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.29408311388,0.929333840074,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.160857033471,0.929333840074,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.178901640015,0.701635497471,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.146118387254,0.701635497471,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,vindictive,REDUNDANT / BROAD,1,0.22785857864,0.751065008879,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,vindictive,REDUNDANT / BROAD,1,0.158825445147,0.751065008879,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,rebellious,REDUNDANT / BROAD,1,0.163259864597,0.561162268485,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,rebellious,REDUNDANT / BROAD,1,0.121549650921,0.561162268485,,,,,,,
trait,Llama-3.3-70B,llama,core,direct_semantic_45,gregarious,REDUNDANT / BROAD,1,0.217576885266,0.661403293567,,,,,,,
trait,Llama-3.3-70B,llama,extended,direct_semantic_45,gregarious,REDUNDANT / BROAD,1,0.132665710757,0.661403293567,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.244486383547,0.781714329309,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.135100085802,0.781714329309,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.275906953536,0.745601370484,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.151932153967,0.745601370484,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.195764609765,0.644740833939,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.153208157681,0.644740833939,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.326353492859,0.936831426471,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.163982680605,0.936831426471,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.289716358131,0.74184393883,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.154731468391,0.74184393883,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.315077901728,0.738114544265,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.158466807816,0.738114544265,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.252902655698,0.653464509539,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.139184245741,0.653464509539,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.289836610273,0.618547631686,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.150560512593,0.618547631686,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.135000551377,0.45011333899,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.0885782576147,0.45011333899,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,innovative,MODERATE SUPPORT,2,0.207655826018,0.658661470714,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,innovative,MODERATE SUPPORT,2,0.112948975484,0.658661470714,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,introspective,MODERATE SUPPORT,2,0.0555934775536,0.292959895955,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,introspective,MODERATE SUPPORT,2,0.101799252586,0.612569861277,,,,,,,
trait,Gemma-2-27B,gemma,core,human_supported_12,judgmental,MODERATE SUPPORT,2,0.315746430812,0.637762014558,,,,,,,
trait,Gemma-2-27B,gemma,extended,human_supported_12,judgmental,MODERATE SUPPORT,2,0.159105255553,0.637762014558,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.289836610273,0.618547631686,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,pessimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.150560512593,0.618547631686,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,empathetic,REDUNDANT / BROAD,1,0.175256831266,0.527836620957,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,empathetic,REDUNDANT / BROAD,1,0.156630194176,0.527836620957,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,anxious,REDUNDANT / BROAD,1,0.298342776815,0.898637190555,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,anxious,REDUNDANT / BROAD,1,0.158215007107,0.898637190555,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,patient,INSUFFICIENT,0,0.309332494906,0.796393548801,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,patient,INSUFFICIENT,0,0.159062374701,0.796393548801,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,artistic,REDUNDANT / BROAD,1,0.274475569558,0.900419675623,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,artistic,REDUNDANT / BROAD,1,0.156770908362,0.900419675623,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,creative,REDUNDANT / BROAD,1,0.263701356963,0.881309494626,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,creative,REDUNDANT / BROAD,1,0.144654611936,0.881309494626,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,resilient,REDUNDANT / BROAD,1,0.306203704306,0.710492996826,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,resilient,REDUNDANT / BROAD,1,0.159620556766,0.710492996826,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,perfectionist,REDUNDANT / BROAD,1,0.305387513815,0.892886337702,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,perfectionist,REDUNDANT / BROAD,1,0.158412503679,0.892886337702,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.195764609765,0.644740833939,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,forgiving,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.153208157681,0.644740833939,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,judgmental,MODERATE SUPPORT,2,0.315746430812,0.637762014558,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,judgmental,MODERATE SUPPORT,2,0.159105255553,0.637762014558,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.135000551377,0.45011333899,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,traditional,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.0885782576147,0.45011333899,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,conscientious,REDUNDANT / BROAD,1,0.31245828705,0.855776524353,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,conscientious,REDUNDANT / BROAD,1,0.161470880549,0.855776524353,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.244486383547,0.781714329309,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,adventurous,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.135100085802,0.781714329309,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,secular,REDUNDANT / BROAD,1,0.263764277169,0.829363071703,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,secular,REDUNDANT / BROAD,1,0.155406414943,0.829363071703,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,temperamental,REDUNDANT / BROAD,1,0.318759845571,0.698394223341,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,temperamental,REDUNDANT / BROAD,1,0.161800805112,0.698394223341,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,dramatic,INSUFFICIENT,0,0.313060391916,0.966832609452,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,dramatic,INSUFFICIENT,0,0.161728122899,0.966832609452,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,serene,REDUNDANT / BROAD,1,0.292020077537,0.865334248748,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,serene,REDUNDANT / BROAD,1,0.152669196712,0.865334248748,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,stoic,REDUNDANT / BROAD,1,0.278973208271,0.838508776042,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,stoic,REDUNDANT / BROAD,1,0.159521622054,0.838508776042,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,callous,REDUNDANT / BROAD,1,0.269916068758,0.626499596661,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,callous,REDUNDANT / BROAD,1,0.159981921632,0.626499596661,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.275906953536,0.745601370484,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,altruistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.151932153967,0.745601370484,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,paranoid,REDUNDANT / BROAD,1,0.310364078037,0.783085848225,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,paranoid,REDUNDANT / BROAD,1,0.159306780475,0.783085848225,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,curious,INSUFFICIENT,0,0.0622515214203,0.356995945848,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,curious,INSUFFICIENT,0,0.132971040692,0.646416277268,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.289716358131,0.74184393883,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,impulsive,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.154731468391,0.74184393883,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,neurotic,REDUNDANT / BROAD,1,0.303663848887,0.813587973786,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,neurotic,REDUNDANT / BROAD,1,0.159563912881,0.813587973786,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,meticulous,REDUNDANT / BROAD,1,0.311386164316,0.889682809913,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,meticulous,REDUNDANT / BROAD,1,0.15946624904,0.889682809913,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,introspective,MODERATE SUPPORT,2,0.0555934775536,0.292959895955,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,introspective,MODERATE SUPPORT,2,0.101799252586,0.612569861277,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,innovative,MODERATE SUPPORT,2,0.207655826018,0.658661470714,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,innovative,MODERATE SUPPORT,2,0.112948975484,0.658661470714,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,assertive,REDUNDANT / BROAD,1,0.285387217705,0.815735756461,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,assertive,REDUNDANT / BROAD,1,0.150266365386,0.815735756461,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,theatrical,REDUNDANT / BROAD,1,0.303015664038,0.948485348898,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,theatrical,REDUNDANT / BROAD,1,0.153771116665,0.948485348898,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,agreeable,REDUNDANT / BROAD,1,0.295706495025,0.629727004538,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,agreeable,REDUNDANT / BROAD,1,0.156931562249,0.629727004538,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.315077901728,0.738114544265,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,manipulative,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.158466807816,0.738114544265,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,melancholic,REDUNDANT / BROAD,1,0.308602783787,0.921874253501,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,melancholic,REDUNDANT / BROAD,1,0.155802951497,0.921874253501,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,playful,REDUNDANT / BROAD,1,0.297587198362,0.687998880767,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,playful,REDUNDANT / BROAD,1,0.151343960411,0.687998880767,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,calm,REDUNDANT / BROAD,1,0.320241071948,0.690673934568,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,calm,REDUNDANT / BROAD,1,0.160404555373,0.690673934568,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,extroverted,REDUNDANT / BROAD,1,0.244277769496,0.828214236923,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,extroverted,REDUNDANT / BROAD,1,0.131693582631,0.828214236923,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,bitter,REDUNDANT / BROAD,1,0.319255905575,0.751766746992,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,bitter,REDUNDANT / BROAD,1,0.1609715329,0.751766746992,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,emotional,REDUNDANT / BROAD,1,0.231041500991,0.556537429581,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,emotional,REDUNDANT / BROAD,1,0.160881044256,0.556537429581,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,dominant,REDUNDANT / BROAD,1,0.193165555159,0.582820483917,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,dominant,REDUNDANT / BROAD,1,0.119690002058,0.582820483917,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,reserved,REDUNDANT / BROAD,1,0.277895054322,0.661786843234,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,reserved,REDUNDANT / BROAD,1,0.159769878722,0.661786843234,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,cynical,REDUNDANT / BROAD,1,0.297501434258,0.616645510183,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,cynical,REDUNDANT / BROAD,1,0.158270548662,0.616645510183,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.326353492859,0.936831426471,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,grandiose,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.163982680605,0.936831426471,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.252902655698,0.653464509539,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,optimistic,HIGH HUMAN-MEASUREMENT SUPPORT,3,0.139184245741,0.653464509539,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,vindictive,REDUNDANT / BROAD,1,0.0718323658754,0.316166773461,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,vindictive,REDUNDANT / BROAD,1,0.0486830228479,0.316166773461,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,rebellious,REDUNDANT / BROAD,1,0.217521069751,0.605764360648,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,rebellious,REDUNDANT / BROAD,1,0.126553354645,0.605764360648,,,,,,,
trait,Gemma-2-27B,gemma,core,direct_semantic_45,gregarious,REDUNDANT / BROAD,1,0.256276520761,0.758705405955,,,,,,,
trait,Gemma-2-27B,gemma,extended,direct_semantic_45,gregarious,REDUNDANT / BROAD,1,0.145789556408,0.758705405955,,,,,,,
ordinal_association,Gemma-2-27B,gemma,core,direct_semantic_45,,all,,,,-0.138871371354,45,1.24779388084,0.741565642743,,,
ordinal_association,Gemma-2-27B,gemma,core,human_supported_12,,all,,,,0.195123135668,12,0.418803418803,0.517534719643,0.258338390768,0.192998578128,0.6
ordinal_association,Gemma-2-27B,gemma,extended,direct_semantic_45,,all,,,,-0.268500450076,45,4.1492431562,0.245792992265,,,
ordinal_association,Gemma-2-27B,gemma,extended,human_supported_12,,all,,,,0.195123135668,12,0.418803418803,0.517534719643,0.14397159669,0.124617827874,0.6
ordinal_association,Llama-3.3-70B,llama,core,direct_semantic_45,,all,,,,-0.33959500879,45,5.5660547504,0.134740760748,,,
ordinal_association,Llama-3.3-70B,llama,core,human_supported_12,,all,,,,0.0278747336669,12,0.00854700854701,0.926340489251,0.208789607487,0.216896995747,1
ordinal_association,Llama-3.3-70B,llama,extended,direct_semantic_45,,all,,,,-0.164702394354,45,1.99890499195,0.572634008602,,,
ordinal_association,Llama-3.3-70B,llama,extended,human_supported_12,,all,,,,0.195123135668,12,0.418803418803,0.517534719643,0.140180458134,0.137035513354,0.6
ordinal_association,Qwen/Qwen3-32B,qwen,core,direct_semantic_45,,all,,,,-0.259021175581,45,5.37822866345,0.146106039608,,,
ordinal_association,Qwen/Qwen3-32B,qwen,core,human_supported_12,,all,,,,0.418121005004,12,1.92307692308,0.165517858697,0.296622027926,0.239297566995,0.209090909091
ordinal_association,Qwen/Qwen3-32B,qwen,extended,direct_semantic_45,,all,,,,-0.210913857518,45,3.22653784219,0.35799877475,,,
ordinal_association,Qwen/Qwen3-32B,qwen,extended,human_supported_12,,all,,,,0.0278747336669,12,0.00854700854701,0.926340489251,0.160180434638,0.154857015809,1
