model,model_key,feature_budget,bank,fold_seed_min,fold_seed_max,outer_training_role_only,direction_generation_used_pc_targets,scope,n_oof_predictions,mean_pc_r2,aggregate_normalized_geometric_error,mean_normalized_rmse_per_pc,core_pc1_pc3_aggregate_nrmse,secondary_pc4_pc6_aggregate_nrmse,full_pc1_pc6_aggregate_nrmse,selected_alpha_counts,pc1_r2,pc1_rmse,pc1_normalized_rmse,pc1_mae,pc2_r2,pc2_rmse,pc2_normalized_rmse,pc2_mae,pc3_r2,pc3_rmse,pc3_normalized_rmse,pc3_mae,pc4_r2,pc4_rmse,pc4_normalized_rmse,pc4_mae,pc5_r2,pc5_rmse,pc5_normalized_rmse,pc5_mae,pc6_r2,pc6_rmse,pc6_normalized_rmse,pc6_mae
Qwen/Qwen3-32B,qwen,12,376,50037600,50037604,True,False,extended,275,0.901521476689,0.775378909747,0.259898409667,0.184858076194,0.753020547758,0.775378909747,"{""0.1"": 5}",0.996256994534,1.83692609429,0.061781205552,1.35034128332,0.990778566378,2.06222469942,0.0963285633246,1.51001101248,0.979214579191,2.27021822478,0.145177129268,1.7292520164,0.86779741015,4.12920928533,0.373773295832,2.72121311133,0.908391353723,3.07383299158,0.303179405823,2.30977824237,0.666689956156,5.18200676021,0.579150858199,3.61737164188
Qwen/Qwen3-32B,qwen,12,377,50037700,50037704,True,False,core,275,0.982937155933,0.228531201915,0.118576465064,0.228531201915,,,"{""0.1"": 4, ""1.0"": 1}",0.996678636569,1.73037269229,0.057681095273,1.32086370292,0.989723656196,2.17698819816,0.101679630978,1.59096690201,0.962409175035,3.05301630339,0.196368668939,2.20115271616,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,377,50037700,50037704,True,False,extended,275,0.89761449932,0.794411147433,0.276993724661,0.227888474165,0.761022939542,0.794411147433,"{""0.1"": 4, ""1.0"": 1}",0.996692945273,1.72664137601,0.057566565665,1.31647352164,0.989744130955,2.17481838305,0.101573511826,1.58394900613,0.962644461616,3.0434466632,0.195709143552,2.1975565814,0.870967509651,4.07940152009,0.371338917995,2.89794228279,0.822158601033,4.28280664508,0.426494850084,3.21761976562,0.743479347392,4.54605769248,0.509279358843,3.21467730665
Qwen/Qwen3-32B,qwen,12,378,50037800,50037804,True,False,core,275,0.988762068939,0.183585441768,0.0981919906455,0.183585441768,,,"{""0.1"": 5}",0.997350857997,1.5453756758,0.0513446202808,1.16318318859,0.991097794494,2.02621520363,0.0943521545642,1.53095991882,0.977837554328,2.34421282215,0.148879197091,1.85938778157,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,378,50037800,50037804,True,False,extended,275,0.905148886169,0.755898011691,0.256038187692,0.183585441768,0.733265429193,0.755898011691,"{""0.1"": 5}",0.997350857997,1.5453756758,0.0513446202808,1.16318318859,0.991097794494,2.02621520363,0.0943521545642,1.53095991882,0.977837554328,2.34421282215,0.148879197091,1.85938778157,0.906144474693,3.47917950322,0.304398604291,2.64446236748,0.831590694557,4.16768682625,0.414791256919,3.15414481504,0.726871940944,4.69090820104,0.522463293007,3.39057085445
Qwen/Qwen3-32B,qwen,12,379,50037900,50037904,True,False,core,275,0.989163444904,0.180928237127,0.100313781584,0.180928237127,,,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 3}",0.995893177493,1.9241300384,0.064201720713,1.45350126363,0.989692485205,2.18028740175,0.101189281577,1.57410862455,0.981904672015,2.11822175793,0.135550342461,1.53771216813,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,379,50037900,50037904,True,False,extended,275,0.907634334169,0.753423900343,0.260429361364,0.181469202278,0.731243121152,0.753423900343,"{""0.01"": 1, ""0.1"": 4}",0.995902069122,1.92204595503,0.0641404926182,1.44999050404,0.989692926698,2.18024070803,0.101186767494,1.57341118176,0.981702606102,2.13001574535,0.136302262146,1.54227347762,0.861050575612,4.23326338019,0.383842641982,3.14357947877,0.84126171372,4.0462515477,0.401635802522,2.91678348754,0.776196113758,4.24626981629,0.47546820142,3.06422641767
Qwen/Qwen3-32B,qwen,12,380,50038000,50038004,True,False,core,275,0.989747832063,0.175691906732,0.0957211439448,0.175691906732,,,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.997087295787,1.62042764912,0.053852392255,1.26901966355,0.990521392865,2.09078330461,0.0972835639667,1.59627045196,0.981634807536,2.13395834192,0.136027475613,1.6196095022,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,380,50038000,50038004,True,False,extended,275,0.906789643251,0.752818039408,0.255200220907,0.175456324207,0.732086114302,0.752818039408,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 2, ""1.0"": 1}",0.997084014321,1.62134018278,0.0538989018914,1.26193394292,0.990540029853,2.08872682756,0.0971342046574,1.59351311442,0.981656900892,2.13267437798,0.135811547243,1.61635824753,0.863721873938,4.192373723,0.376362196247,2.81003895478,0.885181273543,3.44126721966,0.340203924181,2.58981680377,0.722553766957,4.72784457757,0.527790551225,3.53068398366
Qwen/Qwen3-32B,qwen,12,381,50038100,50038104,True,False,core,275,0.978816580619,0.252537002322,0.128190005026,0.252537002322,,,"{""0.1"": 4, ""1.0"": 1}",0.996783047079,1.70295748393,0.0564123871787,1.31515503171,0.988874625903,2.26513491061,0.105988945037,1.68072221699,0.950792068876,3.493057608,0.222168682862,2.64600917461,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,381,50038100,50038104,True,False,extended,275,0.893186872276,0.801978294051,0.279598717375,0.25227073104,0.761267799391,0.801978294051,"{""0.0001"": 1, ""0.1"": 3, ""1.0"": 1}",0.996785230711,1.70237941145,0.0563932071367,1.31544171402,0.988895454361,2.26301357209,0.105888699312,1.67780565047,0.950899527681,3.48924150621,0.221918704228,2.64098609959,0.837010409841,4.58486811503,0.408153452002,3.36690686125,0.885862209894,3.43104776945,0.339866870588,2.58233844354,0.699668401169,4.9189713027,0.54537137098,3.45942974198
Qwen/Qwen3-32B,qwen,12,382,50038200,50038204,True,False,core,275,0.982362332259,0.228699859694,0.12302406151,0.228699859694,,,"{""0.01"": 1, ""0.1"": 2, ""1.0"": 2}",0.996547103411,1.76430326905,0.0585925255978,1.35661258215,0.981324154998,2.93478906584,0.136913175891,2.22645665323,0.969215738369,2.7628198382,0.173566483042,2.01429438826,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,382,50038200,50038204,True,False,extended,275,0.898561632097,0.781988161638,0.268979624761,0.227194938716,0.748256603555,0.781988161638,"{""0.1"": 5}",0.996590761343,1.753113988,0.0582199051162,1.34572235722,0.981458954379,2.92417845637,0.13648557353,2.19959738172,0.969764065843,2.73810369009,0.172045549331,1.99263164694,0.923743017517,3.13607703186,0.278444943587,2.38786170978,0.836770301857,4.10309548338,0.403149246047,3.18774299078,0.683042691643,5.05328927288,0.565532530954,3.87481616714
Qwen/Qwen3-32B,qwen,12,383,50038300,50038304,True,False,core,275,0.989160791215,0.181279169731,0.0972306665686,0.181279169731,,,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.997204297928,1.58754811631,0.0526528333293,1.23374131002,0.991556528115,1.97331897824,0.0919518938602,1.53110057723,0.978721547602,2.29698529093,0.147087272516,1.73181260787,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,383,50038300,50038304,True,False,extended,275,0.92019849627,0.695806576331,0.238118215208,0.181251668415,0.671784656242,0.695806576331,"{""0.01"": 1, ""0.1"": 4}",0.997246616932,1.57548680999,0.0522276499645,1.22088180055,0.991517820557,1.97783696685,0.0921577850619,1.53549056803,0.978725015574,2.29679810141,0.147076111367,1.73194757197,0.884186223002,3.86480001718,0.33931367202,2.82278623562,0.909806192638,3.05000390192,0.304596850316,2.26065001612,0.759709108921,4.39989617818,0.493337222516,3.22627465986
Qwen/Qwen3-32B,qwen,12,384,50038400,50038404,True,False,core,275,0.982127603297,0.231385932516,0.125910874936,0.231385932516,,,"{""0.1"": 3, ""1.0"": 2}",0.993992736562,2.32712542825,0.0786554079624,1.52753928623,0.987365859233,2.41384632423,0.113281293664,1.77317600407,0.965024214097,2.94490938449,0.185795923181,2.30378650946,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,384,50038400,50038404,True,False,extended,275,0.926048384507,0.668126621023,0.241276406824,0.230461887524,0.627120801854,0.668126621023,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.994194304072,2.28775016788,0.0773039454924,1.50963496893,0.987483730419,2.40255985585,0.112775318352,1.77771311391,0.965128811798,2.94050260152,0.185522260613,2.29592490049,0.890667496622,3.75510045735,0.335209660038,2.78651551787,0.909771823706,3.05058495841,0.299710295204,2.24577216907,0.809044140427,3.92229513781,0.437136961243,3.00650831161
Qwen/Qwen3-32B,qwen,12,385,50038500,50038504,True,False,core,275,0.985206532382,0.211885980235,0.112917811292,0.211885980235,,,"{""0.1"": 4, ""1.0"": 1}",0.996928757752,1.66394317059,0.0553241691241,1.25219255589,0.987209975509,2.42869204293,0.112828382432,1.72721731436,0.971480863886,2.65923291734,0.170600882321,1.90744138819,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,385,50038500,50038504,True,False,extended,275,0.896670285679,0.7961816041,0.276318207696,0.211383104496,0.767608187711,0.7961816041,"{""0.0001"": 1, ""0.1"": 4}",0.996887904301,1.67497343884,0.055685885599,1.25780724811,0.98736557969,2.41387302848,0.112114880601,1.70556880232,0.971574327105,2.65487190811,0.170329541065,1.91057691167,0.85901744342,4.2641218323,0.392754728494,2.89456870028,0.832282272894,4.15912065156,0.412135506746,3.07203611366,0.732894186665,4.6389046393,0.514888703669,3.50112076633
Qwen/Qwen3-32B,qwen,12,386,50038600,50038604,True,False,core,275,0.980675440349,0.240458824469,0.126788744806,0.240458824469,,,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.996584226864,1.75479327825,0.0584656515692,1.37540842552,0.984298921221,2.69092447158,0.124948755124,1.78530987817,0.961143172962,3.1040010691,0.196951827726,2.46392932655,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,386,50038600,50038604,True,False,extended,275,0.89690076879,0.792465610656,0.276632936747,0.239735542502,0.755333445396,0.792465610656,"{""0.1"": 5}",0.996610614566,1.74800202827,0.0582442045341,1.36841520479,0.984328783372,2.68836429594,0.124827350076,1.78043865658,0.96142909024,3.09256001458,0.196211303573,2.45263220453,0.878063626659,3.96564241279,0.359542501608,2.84379012062,0.866479459504,3.71095831259,0.36785014708,2.85772011397,0.6944930384,4.96117252987,0.55312211361,3.73204272604
Qwen/Qwen3-32B,qwen,12,387,50038700,50038704,True,False,core,275,0.985237345846,0.211981790043,0.111930741794,0.211981790043,,,"{""0.1"": 5}",0.996143609859,1.86454098799,0.0621529209588,1.43640149187,0.991097472676,2.02625182756,0.0941930216642,1.50268972698,0.968470955003,2.7960414365,0.179446282758,1.97063640067,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,387,50038700,50038704,True,False,extended,275,0.90537945657,0.768737321881,0.268770485002,0.211917976401,0.738950499919,0.768737321881,"{""0.1"": 3, ""1.0"": 2}",0.996082279936,1.87930882543,0.0626579290964,1.43927223196,0.990892786819,2.04941312498,0.0952710834922,1.52627352774,0.968742203173,2.78398811592,0.178624279686,1.98217137686,0.846113571323,4.45499349429,0.417771142064,2.75685901618,0.850065344208,3.93244854144,0.389293388091,2.91112444166,0.780380553959,4.20638645923,0.469005087581,3.15042556707
Qwen/Qwen3-32B,qwen,12,388,50038800,50038804,True,False,core,275,0.987066891573,0.196772471068,0.109898650643,0.196772471068,,,"{""0.01"": 1, ""0.1"": 1, ""1.0"": 3}",0.995108487907,2.09992129957,0.0699797625016,1.58861572009,0.984749423663,2.65203890095,0.12293029979,1.92559951156,0.981342763149,2.15085858624,0.136785889638,1.59551489977,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,388,50038800,50038804,True,False,extended,275,0.886738397087,0.826155349363,0.28534935975,0.198240275148,0.802018363,0.826155349363,"{""0.1"": 3, ""1.0"": 2}",0.995115305486,2.09845739943,0.0699139597245,1.57565311853,0.984311213603,2.68987090225,0.124721148826,1.93374776647,0.981197916405,2.15919161341,0.137316714066,1.59387779684,0.849978480312,4.39869342381,0.392508504126,3.19070472718,0.781142712278,4.75108216555,0.46681550217,3.49443108883,0.728684754435,4.67531496788,0.520820329589,3.69301956114
Qwen/Qwen3-32B,qwen,12,389,50038900,50038904,True,False,core,275,0.977327277838,0.259668942562,0.136867967615,0.259668942562,,,"{""0.1"": 4, ""1.0"": 1}",0.995699989752,1.96886617637,0.0658455372649,1.53345338277,0.983388795144,2.76781672294,0.129582222414,2.05900728504,0.952893048617,3.41767447231,0.215176143166,2.58922202403,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,389,50038900,50038904,True,False,extended,275,0.884482872963,0.837843675512,0.293821357896,0.2591763601,0.796749420434,0.837843675512,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 2, ""1.0"": 1}",0.995707440088,1.96715977658,0.0657772317307,1.53316768622,0.983480692012,2.76015001693,0.129313850661,2.06913903447,0.95310141518,3.41010745415,0.214764218266,2.57678155433,0.88451507872,3.85930902495,0.343768817488,2.61896960494,0.807714677619,4.45333229531,0.444297531041,3.31016929166,0.682377934157,5.05858565239,0.565006498189,3.86150222657
Qwen/Qwen3-32B,qwen,12,390,50039000,50039004,True,False,core,275,0.982205501047,0.232717951864,0.123228348198,0.232717951864,,,"{""0.1"": 4, ""1.0"": 1}",0.99584514833,1.93534865418,0.064838041572,1.43776953467,0.987657097302,2.38586251881,0.110663317971,1.66975307968,0.96311425751,3.02424840358,0.194183685052,2.14755608101,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,390,50039000,50039004,True,False,extended,275,0.915690668295,0.719431864073,0.258409535258,0.236532906332,0.679436819186,0.719431864073,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.995845557275,1.93525340769,0.0648306618786,1.4449644015,0.987610089595,2.390401457,0.110854670843,1.67108146096,0.961280147584,3.09852526524,0.198635452552,2.17847011758,0.846332755134,4.45181969135,0.398739947741,3.29892060298,0.841449886298,4.04385256955,0.403998613815,2.9101985927,0.861625573882,3.3388867694,0.37339786472,2.49945526154
Qwen/Qwen3-32B,qwen,12,391,50039100,50039104,True,False,core,275,0.987750698464,0.192819927441,0.101518402125,0.192819927441,,,"{""0.001"": 1, ""0.01"": 1, ""0.1"": 2, ""1.0"": 1}",0.997171131104,1.59693729356,0.0532198377998,1.1988450346,0.992172455262,1.89998223878,0.0885029191594,1.46339124702,0.973908509027,2.54353456414,0.162832449417,1.90971649649,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,391,50039100,50039104,True,False,extended,275,0.897337696504,0.787355558797,0.268611729851,0.193918558829,0.763101807434,0.787355558797,"{""0.1"": 5}",0.997255652494,1.5728996096,0.0524115523308,1.18197055473,0.991785829378,1.94633961286,0.0906088118294,1.48306504636,0.973790345856,2.54928763884,0.163240558255,1.91257124713,0.842288765658,4.51001752159,0.402626287191,3.30401887629,0.861531045665,3.77909875606,0.371680494532,2.91692793521,0.717374539969,4.7717690499,0.531102674967,3.55077777845
Qwen/Qwen3-32B,qwen,12,392,50039200,50039204,True,False,core,275,0.986136445073,0.204234040219,0.112244640191,0.204234040219,,,"{""0.1"": 3, ""1.0"": 2}",0.994360783927,2.25471067278,0.0745550975822,1.67958760332,0.989697809137,2.17972425912,0.10122125959,1.65790710209,0.974350742155,2.52188684818,0.1609575634,1.80145059353,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,392,50039200,50039204,True,False,extended,275,0.879589673851,0.854926114792,0.294523302615,0.200483269836,0.831086710439,0.854926114792,"{""0.1"": 5}",0.994527802302,2.22107049242,0.0734675038319,1.6477368615,0.989541701737,2.19617666948,0.101985318765,1.67129136509,0.975787987356,2.45021187919,0.156189186954,1.73773917239,0.81888723748,4.83305170347,0.428325514923,3.2729349687,0.754504890683,5.03191686353,0.498876504482,3.66419358822,0.74428842355,4.53888280878,0.508295786733,3.30183945195
Qwen/Qwen3-32B,qwen,12,393,50039300,50039304,True,False,core,275,0.985051280698,0.212971779698,0.114267766433,0.212971779698,,,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 2, ""1.0"": 1}",0.996268739095,1.83404193618,0.0609230916584,1.36308681779,0.987917667991,2.36054424275,0.109979401948,1.91293491651,0.97096743501,2.68306317432,0.171900805692,2.09609792899,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,393,50039300,50039304,True,False,extended,275,0.886160205325,0.831249889879,0.287581289639,0.212578963569,0.803608464161,0.831249889879,"{""0.1"": 5}",0.996243050783,1.84034444759,0.0611256700931,1.36958671181,0.987768514004,2.37506977622,0.110672483697,1.9210820951,0.971300450336,2.66763088019,0.17089490794,2.0927195999,0.852556646404,4.36073317573,0.386142085982,3.21641511049,0.760622080946,4.96882931477,0.494960258305,3.53690076418,0.748470489478,4.50161394694,0.501692331816,3.4882806955
Qwen/Qwen3-32B,qwen,12,394,50039400,50039404,True,False,core,275,0.978894958396,0.250626903894,0.134985214135,0.250626903894,,,"{""0.1"": 4, ""1.0"": 1}",0.995865743482,1.93054603798,0.0645250804413,1.30721385265,0.976795936591,3.27128802377,0.151455281108,2.3458090864,0.964023195113,2.98675425111,0.188975280855,2.26560834409,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,394,50039400,50039404,True,False,extended,275,0.870038661891,0.889138753702,0.313271618626,0.250309648822,0.853178060572,0.889138753702,"{""0.1"": 5}",0.995891387369,1.92454934751,0.0643153472269,1.29624907002,0.976752901072,3.27432017296,0.151594350616,2.34251043069,0.964207037631,2.97911327676,0.188514215023,2.26290395421,0.803756639592,5.03088511276,0.451607486594,3.80525435199,0.745424324661,5.1241341032,0.505213997668,3.44765131782,0.734199681021,4.62755430266,0.518384314629,3.51435137566
Qwen/Qwen3-32B,qwen,12,395,50039500,50039504,True,False,core,275,0.986838626035,0.197858392071,0.106918307824,0.197858392071,,,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.997294550389,1.56171282817,0.051973895335,1.17921991825,0.985375743766,2.59701020264,0.121642240188,1.92952147445,0.977845583949,2.34378812065,0.147138787948,1.76732816699,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,395,50039500,50039504,True,False,extended,275,0.911439511581,0.74173182517,0.259605118379,0.197858392071,0.714855340022,0.74173182517,"{""0.01"": 1, ""0.1"": 3, ""1.0"": 1}",0.997294550389,1.56171282817,0.051973895335,1.17921991825,0.985375743766,2.59701020264,0.121642240188,1.92952147445,0.977845583949,2.34378812065,0.147138787948,1.76732816699,0.842210009295,4.51114346625,0.415665826482,3.19630108182,0.851823393443,3.90932572314,0.387722908737,3.01336861541,0.814087788643,3.87014942406,0.433487051586,2.96325560315
Qwen/Qwen3-32B,qwen,12,396,50039600,50039604,True,False,core,275,0.985319236162,0.210694864423,0.112043842325,0.210694864423,,,"{""0.01"": 1, ""0.1"": 4}",0.996246907216,1.83939966683,0.0612182364975,1.38562483059,0.989993441707,2.14822183601,0.099667792559,1.65779476742,0.969717359564,2.74021768604,0.175245497919,2.0767106324,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,396,50039600,50039604,True,False,extended,275,0.920873483505,0.692662601479,0.243035203751,0.210712879605,0.659834495807,0.692662601479,"{""0.01"": 1, ""0.1"": 4}",0.996248339294,1.83904870077,0.0612062094883,1.38454649841,0.990018875942,2.14548997051,0.0995378914525,1.65418279009,0.969684032047,2.74172514277,0.175345161658,2.08005904033,0.907338718798,3.45697360922,0.306334409795,2.5236521936,0.884241025038,3.45532872897,0.341613582783,2.58692339946,0.777709909908,4.23188469199,0.474173967327,3.23287248919
Qwen/Qwen3-32B,qwen,12,397,50039700,50039704,True,False,core,275,0.983344463433,0.222955838294,0.114645410773,0.222955838294,,,"{""0.1"": 5}",0.99714398988,1.60457981227,0.0534766801318,1.21449695195,0.990673518327,2.07393758638,0.0969277327482,1.55330878638,0.962215882093,3.06085558112,0.19353181944,2.34991079249,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,397,50039700,50039704,True,False,extended,275,0.887393460422,0.827283307782,0.287096481987,0.223285924592,0.796580860437,0.827283307782,"{""0.01"": 1, ""0.1"": 4}",0.997148586255,1.6032881115,0.0534346524121,1.21388200603,0.990690761362,2.0720195253,0.0968387406817,1.55151922719,0.962051325016,3.06751364617,0.193968039495,2.3530078948,0.805731865967,5.0055026785,0.452274416266,3.69873466256,0.807074598219,4.46073826367,0.438612883808,3.292415744,0.761663625711,4.38196534912,0.487450159261,3.27943215161
Qwen/Qwen3-32B,qwen,12,398,50039800,50039804,True,False,core,275,0.986216743504,0.203871302201,0.110980822236,0.203871302201,,,"{""0.01"": 1, ""0.1"": 4}",0.996271516381,1.83335924357,0.0609577510858,1.45254603644,0.986725017421,2.47430790032,0.115258114666,1.96537033611,0.975653696709,2.45699746851,0.156726600956,1.89548040197,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,398,50039800,50039804,True,False,extended,275,0.913366015275,0.724455545685,0.251979805355,0.203957948396,0.695152496191,0.724455545685,"{""0.01"": 1, ""0.1"": 4}",0.996258466397,1.83656489141,0.0610626106153,1.45673497088,0.986708130135,2.4758812005,0.115336001353,1.96802603812,0.975649042307,2.45723231535,0.156741216948,1.89586662705,0.869318006855,4.10539348292,0.369864197434,3.10122390459,0.905784738304,3.11725739743,0.306207461662,2.29574935705,0.746477707649,4.51941113599,0.502667344115,3.3735778108
Qwen/Qwen3-32B,qwen,12,399,50039900,50039904,True,False,core,275,0.98950048297,0.178310983259,0.0959464100675,0.178310983259,,,"{""0.0001"": 1, ""0.1"": 3, ""1.0"": 1}",0.997630292742,1.46160090153,0.0487252839373,1.12767659393,0.990311027312,2.11385711337,0.0991496973849,1.64276833431,0.980560128854,2.19550730295,0.13996424888,1.6938829203,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,399,50039900,50039904,True,False,extended,275,0.915538734571,0.720317506631,0.248681321618,0.177302095363,0.698155625445,0.720317506631,"{""0.01"": 1, ""0.1"": 4}",0.997628482763,1.46215897941,0.0487374174048,1.13066879901,0.990535508743,2.08922589028,0.097960123763,1.63278567839,0.980677986088,2.1888418833,0.139515272702,1.68578060254,0.836927444363,4.58603486863,0.419297336955,3.2071945085,0.870302091015,3.65745104675,0.359682941725,2.81444340706,0.817160894455,3.83802959159,0.426894837161,3.02534456138
Qwen/Qwen3-32B,qwen,12,400,50040000,50040004,True,False,core,275,0.988564539169,0.185629952233,0.101142239598,0.185629952233,,,"{""0.1"": 5}",0.996636238579,1.74138197803,0.0582108280569,1.31928805701,0.989879750099,2.16039110391,0.100196317491,1.56032332297,0.97917762883,2.27223521874,0.145019573245,1.6676378491,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,400,50040000,50040004,True,False,extended,275,0.875273516498,0.868272687573,0.293104330112,0.186671786695,0.847968810769,0.868272687573,"{""0.1"": 3, ""1.0"": 2}",0.996543519038,1.76521877275,0.0590048278062,1.34420537154,0.989545821026,2.19574411457,0.10183410773,1.58490659391,0.979217476311,2.27006000514,0.144895137069,1.66674893553,0.854496014812,4.33195920262,0.382994702307,3.13665149427,0.721182341342,5.36256010362,0.531332901155,3.81404899804,0.710655926458,4.8281535168,0.538564304603,3.6109364008
Qwen/Qwen3-32B,qwen,12,401,50040100,50040104,True,False,core,275,0.986355909829,0.203404710234,0.110949759693,0.203404710234,,,"{""0.1"": 2, ""1.0"": 3}",0.996294740867,1.82764038529,0.0613297576183,1.32486249259,0.986602067277,2.48573975553,0.116385658061,1.81927847604,0.976170921343,2.43075854141,0.155133863401,1.85676968997,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,401,50040100,50040104,True,False,extended,275,0.9007082365,0.783313816383,0.269654010519,0.202236963444,0.756756728119,0.783313816383,"{""0.1"": 5}",0.996311729523,1.82344569555,0.0612080492436,1.32359707842,0.986900783072,2.45787294459,0.115103795486,1.78530670168,0.976324329936,2.42292144952,0.154610738163,1.84683017801,0.850163931344,4.39597383235,0.407535038028,3.08813216932,0.885035050415,3.44345777153,0.34007047263,2.6669967001,0.709513594712,4.83767491468,0.53939596956,3.75930675869
Qwen/Qwen3-32B,qwen,12,402,50040200,50040204,True,False,core,275,0.988735412367,0.184008930727,0.102183238354,0.184008930727,,,"{""0.1"": 5}",0.995994245172,1.90030641866,0.0634553610552,1.32986915201,0.988090111484,2.34363842591,0.109604160939,1.80107215059,0.982121880445,2.10547027127,0.133490193069,1.56787767233,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,402,50040200,50040204,True,False,extended,275,0.894912680687,0.795746819802,0.268754825722,0.183731008507,0.774245385997,0.795746819802,"{""0.0001"": 1, ""0.01"": 1, ""0.1"": 3}",0.995996554959,1.89975846502,0.0634369681291,1.32977153232,0.988137288416,2.33899206088,0.109386284241,1.79626431053,0.982177678193,2.10218210924,0.133294693748,1.56724464673,0.89097756703,3.74977188535,0.333402502454,2.86776602162,0.840433293649,4.05679605501,0.400115848115,3.2150939109,0.671753701879,5.14249281181,0.572892657644,3.89392613757
Qwen/Qwen3-32B,qwen,12,403,50040300,50040304,True,False,core,275,0.986113950115,0.205740979121,0.110862316785,0.205740979121,,,"{""0.001"": 1, ""0.01"": 1, ""0.1"": 3}",0.997135032056,1.60709420977,0.0537607630623,1.25018202378,0.985235445729,2.60943769749,0.122574009882,1.91970317019,0.97597137256,2.44091511654,0.156252177412,1.88838747208,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,403,50040300,50040304,True,False,extended,275,0.899888899024,0.792514663746,0.274456492268,0.205989324481,0.765276349074,0.792514663746,"{""0.1"": 5}",0.997121439148,1.61090214683,0.0538849194159,1.25522383188,0.985242589824,2.60880630941,0.122546937053,1.91922999029,0.975881565126,2.44547234475,0.15655754686,1.89187218299,0.792112631336,5.17798710827,0.481671652059,3.13484349976,0.87574090696,3.57994310455,0.35495091551,2.65598923942,0.773234261753,4.27427532863,0.477126982714,3.24116528257
Qwen/Qwen3-32B,qwen,12,404,50040400,50040404,True,False,core,275,0.983338999343,0.223516572638,0.122481462212,0.223516572638,,,"{""0.0001"": 1, ""0.1"": 3, ""1.0"": 1}",0.995785879058,1.94910372083,0.0652182499862,1.47393210245,0.978420213736,3.15471645709,0.146875187049,2.08599459221,0.975810905235,2.44905198072,0.1553509496,1.82689898495,,,,,,,,,,,,
Qwen/Qwen3-32B,qwen,12,404,50040400,50040404,True,False,extended,275,0.902710446169,0.770004466883,0.271437497163,0.227626900358,0.735590153042,0.770004466883,"{""0.1"": 4, ""1.0"": 1}",0.995784158323,1.94950161505,0.0652086391718,1.46261197468,0.977518424167,3.21995747911,0.149920616978,2.1242756054,0.974901981999,2.49464015274,0.158384493397,1.84664985303,0.864975578985,4.17304507336,0.371506676981,3.15786504409,0.870637456229,3.65271937529,0.362124313512,2.25247181645,0.732445077313,4.64280290797,0.521480242938,3.29058409073
Qwen/Qwen3-32B,qwen,12,405,50040500,50040504,True,False,core,275,0.982838616397,0.22556123806,0.121601405191,0.22556123806,,,"{""0.01"": 1, ""0.1"": 4}",0.99543872998,2.02779638343,0.0673849997304,1.47981087076,0.98660094586,2.48584378252,0.116243941823,1.87373707296,0.966476173352,2.88313506581,0.181175274019,2.01433286293,,,,,,,,,,,,
