pair,dimensions,variant,role,residual_norm,residual_pc1,residual_pc2,residual_pc3,residual_pc4,residual_pc5,residual_pc6
gemma_to_llama,3,raw_pc_scores,amateur,809.065742726,591.464212767,441.87606241,-330.912384987,,,
gemma_to_llama,3,raw_pc_scores,ambassador,514.819375871,221.129907512,-464.636956619,-15.907618307,,,
gemma_to_llama,3,raw_pc_scores,amnesiac,656.128789634,-327.205229179,528.476277851,-210.129841604,,,
gemma_to_llama,3,raw_pc_scores,analyst,709.32658635,375.922690903,-595.80071574,82.7516990235,,,
gemma_to_llama,3,raw_pc_scores,anarchist,172.229310961,-17.0329755707,-64.7673195926,158.675794027,,,
gemma_to_llama,3,raw_pc_scores,ancient,961.927835108,-956.771410632,99.3149438524,-5.49269339704,,,
gemma_to_llama,3,raw_pc_scores,angel,776.602233746,-693.474562715,-150.459536456,-315.540786931,,,
gemma_to_llama,3,raw_pc_scores,anthropologist,501.385518676,190.423163717,-463.752741486,-7.7363959155,,,
gemma_to_llama,3,raw_pc_scores,archaeologist,162.556364598,-35.7621722279,-158.077715376,12.5329410144,,,
gemma_to_llama,3,raw_pc_scores,architect,496.414343983,278.456764233,-410.630595857,-16.4786258836,,,
gemma_to_llama,3,raw_pc_scores,archivist,366.961890488,131.743038117,-334.568827223,73.2700541083,,,
gemma_to_llama,3,raw_pc_scores,artisan,441.639104675,-372.08360299,41.0204168399,-234.342093032,,,
gemma_to_llama,3,raw_pc_scores,ascetic,855.617065938,-852.628963346,66.4884411182,26.1476879711,,,
gemma_to_llama,3,raw_pc_scores,assistant,635.162793571,467.941992744,-407.836219781,-134.653940151,,,
gemma_to_llama,3,raw_pc_scores,auctioneer,744.815724787,367.31387622,647.503030917,23.8915294475,,,
gemma_to_llama,3,raw_pc_scores,auditor,685.764856185,429.147825886,-500.766547301,187.985229789,,,
gemma_to_llama,3,raw_pc_scores,avatar,885.80651196,-859.659439642,-115.210052858,-179.904052722,,,
gemma_to_llama,3,raw_pc_scores,bard,934.321365362,-829.83631501,266.525876558,-336.588860759,,,
gemma_to_llama,3,raw_pc_scores,bartender,630.94223915,403.326222319,457.858887759,-160.565582969,,,
gemma_to_llama,3,raw_pc_scores,biologist,462.454464649,233.778688115,-393.866583768,63.8809130187,,,
gemma_to_llama,3,raw_pc_scores,blogger,240.412878386,180.674214422,87.4407931512,-132.32266635,,,
gemma_to_llama,3,raw_pc_scores,bohemian,707.596277143,-355.649893052,585.990589312,-175.558179064,,,
gemma_to_llama,3,raw_pc_scores,builder,225.817040733,202.208500513,-31.8699841235,-95.3381472332,,,
gemma_to_llama,3,raw_pc_scores,caregiver,595.505135176,305.362583663,-150.000766192,-488.75334133,,,
gemma_to_llama,3,raw_pc_scores,cartographer,306.521921732,127.294088426,-277.586551968,26.4123024446,,,
gemma_to_llama,3,raw_pc_scores,caveman,1619.51341423,-509.671314552,1040.28322664,-1131.75512296,,,
gemma_to_llama,3,raw_pc_scores,celebrity,504.375421726,376.996999013,334.70260483,15.556191582,,,
gemma_to_llama,3,raw_pc_scores,chameleon,229.824632835,58.5678194386,179.848498271,-130.551484302,,,
gemma_to_llama,3,raw_pc_scores,chef,255.276291851,234.954813082,7.87415022049,-99.4998429606,,,
gemma_to_llama,3,raw_pc_scores,chemist,449.18298419,307.813478802,-284.688274795,161.148384254,,,
gemma_to_llama,3,raw_pc_scores,chimera,789.378402219,-763.273078963,168.184904544,110.663032239,,,
gemma_to_llama,3,raw_pc_scores,coach,660.748342653,463.147433652,-428.610122577,-195.898417159,,,
gemma_to_llama,3,raw_pc_scores,collaborator,693.971313668,501.287130286,-447.007395587,-174.61897232,,,
gemma_to_llama,3,raw_pc_scores,collector,236.196910738,-5.47818986285,-226.54465292,66.6069839542,,,
gemma_to_llama,3,raw_pc_scores,comedian,1190.63516947,512.178008536,991.652834721,414.620850599,,,
gemma_to_llama,3,raw_pc_scores,competitor,855.738107449,378.261078693,536.846457289,548.6366249,,,
gemma_to_llama,3,raw_pc_scores,composer,281.112784855,-152.724486109,-235.812211285,9.60365351056,,,
gemma_to_llama,3,raw_pc_scores,conservator,407.978274823,159.83575112,-374.471238659,25.8862281643,,,
gemma_to_llama,3,raw_pc_scores,consultant,708.431792572,400.791401833,-584.15883585,-0.558070469133,,,
gemma_to_llama,3,raw_pc_scores,contrarian,560.497940718,123.567892456,212.235559176,503.830313622,,,
gemma_to_llama,3,raw_pc_scores,coordinator,649.093509496,401.548016231,-509.773767902,-14.5698417962,,,
gemma_to_llama,3,raw_pc_scores,coral_reef,832.925336984,-787.0977749,136.413878611,-235.866410199,,,
gemma_to_llama,3,raw_pc_scores,cosmopolitan,134.047342945,-33.873884829,-119.308600514,-50.8596885618,,,
gemma_to_llama,3,raw_pc_scores,counselor,652.035081974,395.965462374,-384.52505704,-347.133376729,,,
gemma_to_llama,3,raw_pc_scores,criminal,1002.9502195,213.012999101,976.015843077,89.0375149881,,,
gemma_to_llama,3,raw_pc_scores,critic,413.567593845,53.180712646,-373.477884253,169.482259999,,,
gemma_to_llama,3,raw_pc_scores,crystalline,785.192512105,-751.35837772,-75.650376228,215.092747144,,,
gemma_to_llama,3,raw_pc_scores,curator,357.770630951,69.8973480315,-347.616727858,-47.715779598,,,
gemma_to_llama,3,raw_pc_scores,cyborg,368.952379665,-3.78702752624,-300.940035391,213.416522279,,,
gemma_to_llama,3,raw_pc_scores,cynic,1167.0465768,302.502361055,880.380874697,703.860461633,,,
gemma_to_llama,3,raw_pc_scores,daredevil,870.536393914,272.329350661,780.52445726,272.858772109,,,
gemma_to_llama,3,raw_pc_scores,debugger,650.458249554,434.570827397,-472.099685857,106.611523777,,,
gemma_to_llama,3,raw_pc_scores,demon,1022.13916555,-766.01120615,468.546369666,488.323258999,,,
gemma_to_llama,3,raw_pc_scores,designer,538.115581669,313.368984737,-437.099098652,-17.6815326596,,,
gemma_to_llama,3,raw_pc_scores,destroyer,393.476776469,-81.9791845882,-117.370988115,366.507077782,,,
gemma_to_llama,3,raw_pc_scores,detective,409.3891374,291.679182884,-218.510463391,186.482968342,,,
gemma_to_llama,3,raw_pc_scores,devils_advocate,419.857107565,214.850396123,-12.1207648804,360.51683056,,,
gemma_to_llama,3,raw_pc_scores,dilettante,465.045268315,-53.3786689193,390.469702206,246.8830309,,,
gemma_to_llama,3,raw_pc_scores,dispatcher,543.809255819,464.827750895,-266.399613072,93.2465273709,,,
gemma_to_llama,3,raw_pc_scores,divorcee,608.494735018,437.57999065,399.911710096,-137.332510558,,,
gemma_to_llama,3,raw_pc_scores,doctor,607.924617454,467.843608792,-378.97143224,-84.1151102101,,,
gemma_to_llama,3,raw_pc_scores,dreamer,913.026758564,-882.316923572,210.177643532,-104.690335716,,,
gemma_to_llama,3,raw_pc_scores,echo,1119.07267328,-1092.05359102,200.077296956,-140.398282286,,,
gemma_to_llama,3,raw_pc_scores,economist,598.55957795,374.847341151,-439.234022245,157.596043384,,,
gemma_to_llama,3,raw_pc_scores,ecosystem,458.046790088,-316.016996323,-254.906333597,-212.044526072,,,
gemma_to_llama,3,raw_pc_scores,editor,688.832073321,488.07527339,-482.779747158,56.5320128327,,,
gemma_to_llama,3,raw_pc_scores,egregore,599.276790406,-586.939485168,-119.384122393,-19.5484932971,,,
gemma_to_llama,3,raw_pc_scores,elder,581.023362992,-338.455316526,277.709017354,-381.986712777,,,
gemma_to_llama,3,raw_pc_scores,eldritch,1352.81432786,-1315.76983313,211.753714056,232.414966149,,,
gemma_to_llama,3,raw_pc_scores,emissary,546.888895263,60.3836968494,-525.545523488,-138.719773855,,,
gemma_to_llama,3,raw_pc_scores,empath,357.057489117,-167.81194654,-25.3897919517,-314.140986816,,,
gemma_to_llama,3,raw_pc_scores,engineer,657.900826537,390.525351451,-521.776232769,89.8499323842,,,
gemma_to_llama,3,raw_pc_scores,entrepreneur,470.546198971,418.092627349,-191.746068543,99.2256293525,,,
gemma_to_llama,3,raw_pc_scores,evaluator,717.949833434,383.043721675,-603.981193823,62.7390478167,,,
gemma_to_llama,3,raw_pc_scores,evangelist,408.709065967,-367.415969648,176.998249316,26.8370190341,,,
gemma_to_llama,3,raw_pc_scores,examiner,759.458098088,429.452590092,-603.777921038,166.731213877,,,
gemma_to_llama,3,raw_pc_scores,exile,753.691255045,-613.469730535,404.876303833,-166.675061852,,,
gemma_to_llama,3,raw_pc_scores,expatriate,309.252531895,280.713906439,57.6966690576,-116.223601713,,,
gemma_to_llama,3,raw_pc_scores,facilitator,754.299537469,483.680959102,-541.844912984,-203.530371937,,,
gemma_to_llama,3,raw_pc_scores,familiar,873.077523104,-861.030079983,29.7200496526,-141.450632246,,,
gemma_to_llama,3,raw_pc_scores,fixer,559.239090437,213.058781804,407.320070828,318.503807936,,,
gemma_to_llama,3,raw_pc_scores,flaneur,664.072560563,-574.120243732,306.374070779,132.337599284,,,
gemma_to_llama,3,raw_pc_scores,fool,1461.39074012,198.884020824,1284.22906369,-668.478685927,,,
gemma_to_llama,3,raw_pc_scores,forecaster,584.876912453,310.35835076,-483.684754572,108.663494462,,,
gemma_to_llama,3,raw_pc_scores,futurist,505.340500036,169.071336824,-458.414946431,128.994732178,,,
gemma_to_llama,3,raw_pc_scores,gamer,622.026222195,389.968690501,436.049204682,211.428788539,,,
gemma_to_llama,3,raw_pc_scores,generalist,559.935427459,292.372667468,-476.002137087,-38.3128141812,,,
gemma_to_llama,3,raw_pc_scores,genie,791.665410337,-651.030298693,420.078242639,162.566731437,,,
gemma_to_llama,3,raw_pc_scores,geographer,482.3301368,268.894047822,-400.236590737,12.2075118875,,,
gemma_to_llama,3,raw_pc_scores,ghost,988.06933259,-944.220080026,279.014360328,-82.9483767872,,,
gemma_to_llama,3,raw_pc_scores,golem,1078.24076992,-1049.14225997,171.929943553,-179.84373987,,,
gemma_to_llama,3,raw_pc_scores,gossip,1066.06420817,469.493056959,906.705296058,306.520262789,,,
gemma_to_llama,3,raw_pc_scores,grader,769.980137115,543.096524302,-537.465172529,95.1144844955,,,
gemma_to_llama,3,raw_pc_scores,graduate,598.618807443,548.880792671,238.148519368,-18.9640392295,,,
gemma_to_llama,3,raw_pc_scores,grandparent,842.39972602,201.481864538,649.142476162,-497.650883957,,,
gemma_to_llama,3,raw_pc_scores,guardian,328.27232769,53.8684941788,-321.349299461,-39.9441384622,,,
gemma_to_llama,3,raw_pc_scores,guide,334.663318602,133.767947039,-259.552071364,-163.518792233,,,
gemma_to_llama,3,raw_pc_scores,guru,800.657359243,-744.344429072,-49.3390692099,-290.807898913,,,
gemma_to_llama,3,raw_pc_scores,hacker,763.260436591,226.583611889,553.36940652,474.350778239,,,
gemma_to_llama,3,raw_pc_scores,healer,551.978099305,-192.899109536,-339.494790526,-390.144899823,,,
gemma_to_llama,3,raw_pc_scores,hedonist,485.689727521,-106.336456665,386.306824646,274.507024747,,,
gemma_to_llama,3,raw_pc_scores,hermit,990.807724195,-902.557586728,277.039697746,-300.564061121,,,
gemma_to_llama,3,raw_pc_scores,historian,304.413810838,63.0607725376,-259.178777133,146.688338595,,,
gemma_to_llama,3,raw_pc_scores,hive,555.649717928,-460.281557463,-260.400956832,170.525184571,,,
gemma_to_llama,3,raw_pc_scores,hoarder,1003.09342468,166.545290421,988.225661114,-43.2334081911,,,
gemma_to_llama,3,raw_pc_scores,homunculus,829.251840058,-818.505221914,84.3889266571,102.889868291,,,
gemma_to_llama,3,raw_pc_scores,hybrid,259.720744831,-154.014516582,-156.815755669,-138.358999532,,,
gemma_to_llama,3,raw_pc_scores,idealist,201.271399259,-176.102251549,-77.5480023552,-59.0294883066,,,
gemma_to_llama,3,raw_pc_scores,immigrant,375.783262905,-59.456138884,149.25852582,-339.705638309,,,
gemma_to_llama,3,raw_pc_scores,improviser,730.068843061,287.289932576,668.7614037,-56.773190584,,,
gemma_to_llama,3,raw_pc_scores,infant,1174.4765998,176.48330382,839.953711737,-801.702369398,,,
gemma_to_llama,3,raw_pc_scores,influencer,620.969871993,578.415454924,204.763531191,-95.4517664723,,,
gemma_to_llama,3,raw_pc_scores,instructor,611.381142984,417.210397447,-416.564135673,-161.85396853,,,
gemma_to_llama,3,raw_pc_scores,interpreter,464.963975793,282.426341572,-333.478371152,-158.805026196,,,
gemma_to_llama,3,raw_pc_scores,interviewer,637.779687076,514.92244661,-369.683870233,-70.3678855232,,,
gemma_to_llama,3,raw_pc_scores,jester,814.808628309,-192.909519822,763.923484466,207.653383816,,,
gemma_to_llama,3,raw_pc_scores,journalist,572.572983777,358.562988292,-432.742161786,109.574753438,,,
gemma_to_llama,3,raw_pc_scores,judge,541.408277169,246.986864933,-462.053741698,136.479855365,,,
gemma_to_llama,3,raw_pc_scores,lawyer,653.88218185,430.404622014,-456.535769427,184.0892727,,,
gemma_to_llama,3,raw_pc_scores,leviathan,1290.85486358,-1257.05381132,287.21526218,-60.2443977945,,,
gemma_to_llama,3,raw_pc_scores,librarian,506.677267726,342.894876513,-371.999750084,27.5888243523,,,
gemma_to_llama,3,raw_pc_scores,linguist,555.812785821,342.899348804,-424.583577053,105.245786466,,,
gemma_to_llama,3,raw_pc_scores,loner,354.541552328,-92.1271427356,332.985963468,79.5779494055,,,
gemma_to_llama,3,raw_pc_scores,luddite,827.920318695,-392.190315511,724.325159504,-83.6174254397,,,
gemma_to_llama,3,raw_pc_scores,marketer,635.742057666,442.140518196,-456.260953373,22.4870736546,,,
gemma_to_llama,3,raw_pc_scores,martyr,652.239650111,-619.071331683,190.094883193,77.6606905039,,,
gemma_to_llama,3,raw_pc_scores,mathematician,447.785400416,208.900804714,-320.492422079,232.716191971,,,
gemma_to_llama,3,raw_pc_scores,maverick,511.151946431,77.9100964375,335.572797835,377.620479537,,,
gemma_to_llama,3,raw_pc_scores,mechanic,712.789624751,554.487571906,432.707909247,-115.656590951,,,
gemma_to_llama,3,raw_pc_scores,mediator,677.298664689,394.563923349,-528.956182172,-152.50622585,,,
gemma_to_llama,3,raw_pc_scores,mentor,589.904449736,382.517311682,-428.118891473,-135.58016391,,,
gemma_to_llama,3,raw_pc_scores,merchant,89.9328544354,2.45942540456,-47.3692569082,-76.406956709,,,
gemma_to_llama,3,raw_pc_scores,minimalist,191.364897031,-40.7443427942,-137.574685942,-126.623963505,,,
gemma_to_llama,3,raw_pc_scores,moderator,792.542560715,519.08260186,-559.809134351,-212.816108619,,,
gemma_to_llama,3,raw_pc_scores,musician,266.261594973,-160.164190206,92.3332734352,-191.617420268,,,
gemma_to_llama,3,raw_pc_scores,mycorrhizal,948.752559124,-898.690357645,33.6315324687,-302.251517023,,,
gemma_to_llama,3,raw_pc_scores,mystic,998.520601839,-954.941519238,-12.1280034252,-291.518436234,,,
gemma_to_llama,3,raw_pc_scores,narcissist,1111.82422697,98.269111342,744.672383425,819.731257672,,,
gemma_to_llama,3,raw_pc_scores,narrator,623.148931815,-561.630786077,254.502829756,-90.076417549,,,
gemma_to_llama,3,raw_pc_scores,naturalist,304.299186826,-142.575048097,-225.616266573,-146.176780033,,,
gemma_to_llama,3,raw_pc_scores,navigator,361.829470412,196.169399568,-300.088007095,-48.8397412895,,,
gemma_to_llama,3,raw_pc_scores,negotiator,614.630242728,361.907040615,-494.228376473,-50.3183974137,,,
gemma_to_llama,3,raw_pc_scores,networker,553.831165002,398.823213823,-364.829272135,-120.700479028,,,
gemma_to_llama,3,raw_pc_scores,newlywed,763.012971781,606.815998994,393.657268082,-242.89317355,,,
gemma_to_llama,3,raw_pc_scores,nomad,482.653259569,-229.652497578,251.15900443,-342.247065469,,,
gemma_to_llama,3,raw_pc_scores,novelist,260.538762056,-252.19907423,61.5705916452,22.0257970453,,,
gemma_to_llama,3,raw_pc_scores,nutritionist,683.55434677,508.379036699,-444.311143931,-106.700081593,,,
gemma_to_llama,3,raw_pc_scores,observer,563.082603463,259.115136831,-485.321488313,119.935053966,,,
gemma_to_llama,3,raw_pc_scores,optimist,440.315984377,337.049840985,43.3663912063,-279.990940753,,,
gemma_to_llama,3,raw_pc_scores,oracle,1016.06186439,-999.317769238,85.811234027,-162.425799862,,,
gemma_to_llama,3,raw_pc_scores,organizer,661.086797694,383.467487066,-537.953944243,-24.371998732,,,
gemma_to_llama,3,raw_pc_scores,orphan,562.047458679,180.93936072,477.306481515,-235.23778662,,,
gemma_to_llama,3,raw_pc_scores,pacifist,448.86542073,52.2448885791,-395.020666056,-206.662311351,,,
gemma_to_llama,3,raw_pc_scores,paramedic,499.656926533,488.464485591,-102.678994798,-22.7269570419,,,
gemma_to_llama,3,raw_pc_scores,parasite,590.832156111,-352.800728471,260.861205157,395.683856544,,,
gemma_to_llama,3,raw_pc_scores,parent,644.381741893,521.099646845,262.394183115,-273.55489396,,,
gemma_to_llama,3,raw_pc_scores,patient,570.964659302,451.814073309,277.487578754,-211.81437385,,,
gemma_to_llama,3,raw_pc_scores,peacekeeper,565.131954226,234.627880714,-489.137144745,-158.331098999,,,
gemma_to_llama,3,raw_pc_scores,perfectionist,503.971572407,12.4544371703,-149.251427165,481.20291383,,,
gemma_to_llama,3,raw_pc_scores,pharmacist,629.886530219,469.801352121,-418.510443053,-29.8787474966,,,
gemma_to_llama,3,raw_pc_scores,philosopher,466.9345152,-361.066607226,-227.149120412,189.900036144,,,
gemma_to_llama,3,raw_pc_scores,photographer,119.290291173,-97.7948737736,40.8658396862,-54.7386461155,,,
gemma_to_llama,3,raw_pc_scores,physicist,436.340941347,189.992015293,-349.229984681,179.818989598,,,
gemma_to_llama,3,raw_pc_scores,pilgrim,890.882934504,-819.100190329,84.7248985651,-339.954368638,,,
gemma_to_llama,3,raw_pc_scores,pilot,477.57499224,420.735965133,-222.808711891,37.6217857429,,,
gemma_to_llama,3,raw_pc_scores,pirate,878.818360199,-148.154230235,831.365468542,-243.317677124,,,
gemma_to_llama,3,raw_pc_scores,planner,713.454677418,422.587803106,-574.498208898,-19.721393687,,,
gemma_to_llama,3,raw_pc_scores,playwright,67.3642430823,40.6075017798,53.0185199828,8.83224683072,,,
gemma_to_llama,3,raw_pc_scores,podcaster,354.034648198,340.115593444,-45.7082470669,-87.0210972745,,,
gemma_to_llama,3,raw_pc_scores,poet,922.096849353,-740.653805955,548.895420403,-20.2078393493,,,
gemma_to_llama,3,raw_pc_scores,polymath,351.666958332,-50.4908279671,-327.632912358,117.375468531,,,
gemma_to_llama,3,raw_pc_scores,pragmatist,539.139285072,485.687773962,-222.103511245,73.8145326113,,,
gemma_to_llama,3,raw_pc_scores,predator,686.113005779,-599.21721184,256.870674054,213.792531546,,,
gemma_to_llama,3,raw_pc_scores,presenter,387.588637376,343.30692578,-119.319431568,-134.640929085,,,
gemma_to_llama,3,raw_pc_scores,prey,747.364789004,-538.556877559,511.741812223,-81.4305538393,,,
gemma_to_llama,3,raw_pc_scores,prisoner,858.220032912,238.478096653,813.960958063,-130.909820325,,,
gemma_to_llama,3,raw_pc_scores,procrastinator,1368.67421323,817.225747762,1069.85284313,246.629424825,,,
gemma_to_llama,3,raw_pc_scores,prodigy,156.493432003,29.2603035448,-41.1802078942,148.115560879,,,
gemma_to_llama,3,raw_pc_scores,producer,591.452509378,436.458585501,-399.107595303,-5.75337840884,,,
gemma_to_llama,3,raw_pc_scores,programmer,547.418862244,418.671131912,-335.767137844,107.899597717,,,
gemma_to_llama,3,raw_pc_scores,proofreader,717.795292728,571.830781674,-343.004746328,265.68286243,,,
gemma_to_llama,3,raw_pc_scores,prophet,1031.36688144,-1011.33872131,190.881709736,-66.9014783848,,,
gemma_to_llama,3,raw_pc_scores,provincial,971.349048124,126.208854263,818.114269041,-508.211905792,,,
gemma_to_llama,3,raw_pc_scores,provocateur,882.403658348,-44.3916852398,560.675952338,679.932401801,,,
gemma_to_llama,3,raw_pc_scores,psychologist,608.82714057,375.250998888,-478.688491946,-26.730181564,,,
gemma_to_llama,3,raw_pc_scores,publisher,586.410821073,361.664235854,-461.481360155,10.5634182601,,,
gemma_to_llama,3,raw_pc_scores,purist,565.111714069,-463.690792538,-1.36113494463,323.017407588,,,
gemma_to_llama,3,raw_pc_scores,realist,457.178481489,387.003291204,-142.801071342,197.100153621,,,
gemma_to_llama,3,raw_pc_scores,rebel,741.255589208,-29.0192383712,600.228510855,433.985560926,,,
gemma_to_llama,3,raw_pc_scores,recruiter,614.072874872,469.671743732,-395.421782685,-11.6431341322,,,
gemma_to_llama,3,raw_pc_scores,refugee,425.208877282,-79.1159460121,254.182581887,-331.563676345,,,
gemma_to_llama,3,raw_pc_scores,reporter,442.855370881,340.556941178,-275.129982944,66.6733966364,,,
gemma_to_llama,3,raw_pc_scores,researcher,703.273568804,369.345115802,-594.210596623,71.3559028622,,,
gemma_to_llama,3,raw_pc_scores,retiree,610.076019325,375.628759864,444.077023008,-184.096120965,,,
gemma_to_llama,3,raw_pc_scores,revenant,978.688368875,-929.580511523,289.179734124,100.4294645,,,
gemma_to_llama,3,raw_pc_scores,reviewer,739.107437864,371.330778993,-638.410630493,28.7249743643,,,
gemma_to_llama,3,raw_pc_scores,revolutionary,338.63331941,-180.170332783,90.2302460046,272.157452416,,,
gemma_to_llama,3,raw_pc_scores,robot,659.64578273,135.681770141,-512.388806628,392.658537113,,,
gemma_to_llama,3,raw_pc_scores,rogue,683.491282181,-102.760909155,626.932533937,252.103403901,,,
gemma_to_llama,3,raw_pc_scores,romantic,711.6104494,-640.447687232,192.120523138,-243.52801934,,,
gemma_to_llama,3,raw_pc_scores,saboteur,575.220308504,61.1795295854,89.4227677015,564.923921508,,,
gemma_to_llama,3,raw_pc_scores,sage,806.892691349,-769.812885351,-68.5172293842,-231.882138549,,,
gemma_to_llama,3,raw_pc_scores,scheduler,633.015895446,470.28607731,-412.191449096,98.1750409663,,,
gemma_to_llama,3,raw_pc_scores,scholar,562.48154625,103.339007964,-530.700070895,155.125671816,,,
gemma_to_llama,3,raw_pc_scores,scientist,684.989679773,358.161286084,-565.883642656,143.899470188,,,
gemma_to_llama,3,raw_pc_scores,scout,168.061620136,102.870262131,-131.25285125,20.8592035035,,,
gemma_to_llama,3,raw_pc_scores,screener,751.804045004,534.409096112,-514.637009241,121.511270244,,,
gemma_to_llama,3,raw_pc_scores,secretary,629.956507307,473.194504435,-411.150735346,62.3476935815,,,
gemma_to_llama,3,raw_pc_scores,shaman,1130.2748944,-957.363504197,54.1689384415,-598.366262291,,,
gemma_to_llama,3,raw_pc_scores,shapeshifter,433.271246971,-422.969924983,90.0023375004,-26.8327273381,,,
gemma_to_llama,3,raw_pc_scores,simulacrum,581.60268364,-403.192900259,14.6235905208,418.907289741,,,
gemma_to_llama,3,raw_pc_scores,skeptic,577.521742333,386.369392301,-317.363127216,289.016783327,,,
gemma_to_llama,3,raw_pc_scores,smuggler,976.242054094,270.634294961,922.652755431,168.871310374,,,
gemma_to_llama,3,raw_pc_scores,sociologist,579.285387557,317.26368401,-482.033118167,50.5903947,,,
gemma_to_llama,3,raw_pc_scores,soldier,389.986307843,169.932736477,308.084298254,168.214893954,,,
gemma_to_llama,3,raw_pc_scores,sommelier,132.855659632,5.59943885596,-119.608833789,57.5586610372,,,
gemma_to_llama,3,raw_pc_scores,specialist,537.086399545,276.871840774,-451.047497553,91.4327037382,,,
gemma_to_llama,3,raw_pc_scores,spirit,1030.47366909,-999.973824949,-16.6008281356,-248.299707227,,,
gemma_to_llama,3,raw_pc_scores,spy,478.928805278,104.752817088,117.980031214,452.195046492,,,
gemma_to_llama,3,raw_pc_scores,statistician,642.095706701,425.693086562,-445.764935493,179.905294258,,,
gemma_to_llama,3,raw_pc_scores,stoic,569.809150666,-524.747706008,-80.2314962649,207.087469995,,,
gemma_to_llama,3,raw_pc_scores,strategist,675.049075804,322.950559799,-591.012942164,45.8027604367,,,
gemma_to_llama,3,raw_pc_scores,student,688.80958975,670.603109422,47.5578322099,-149.961238861,,,
gemma_to_llama,3,raw_pc_scores,summarizer,644.262691942,331.066561085,-546.401825558,-83.1528315067,,,
gemma_to_llama,3,raw_pc_scores,supervisor,685.560837299,480.745199722,-488.602333402,-12.0612758778,,,
gemma_to_llama,3,raw_pc_scores,surfer,732.781528726,26.9341958979,586.957948714,-437.862631855,,,
gemma_to_llama,3,raw_pc_scores,survivor,434.393069262,-90.7055736937,365.508311524,-216.502913908,,,
gemma_to_llama,3,raw_pc_scores,swarm,554.076796172,-491.012542285,-235.445863684,102.337796779,,,
gemma_to_llama,3,raw_pc_scores,symbiont,303.826451467,-65.4206306068,-294.196307641,-38.4601907489,,,
gemma_to_llama,3,raw_pc_scores,synthesizer,442.919133826,107.069975537,-427.485410659,-44.3802109261,,,
gemma_to_llama,3,raw_pc_scores,teacher,585.072075223,486.418791633,-253.488443013,-203.591997904,,,
gemma_to_llama,3,raw_pc_scores,technologist,466.963272957,287.471975646,-346.733764232,123.248765714,,,
gemma_to_llama,3,raw_pc_scores,teenager,1255.47627612,871.015067248,901.04212217,-75.3427276735,,,
gemma_to_llama,3,raw_pc_scores,theorist,507.934375531,74.6975877484,-485.302084515,129.998026894,,,
gemma_to_llama,3,raw_pc_scores,therapist,675.630579864,425.325737414,-428.220027944,-303.648324891,,,
gemma_to_llama,3,raw_pc_scores,toddler,1652.70945211,411.270851406,1202.83509803,-1056.16880603,,,
gemma_to_llama,3,raw_pc_scores,traditionalist,378.110359235,-377.998038235,5.57965399831,-7.33446065831,,,
gemma_to_llama,3,raw_pc_scores,trainer,618.931133889,438.032374357,-425.734596148,-99.7669341774,,,
gemma_to_llama,3,raw_pc_scores,translator,642.747621727,386.449771122,-513.580126209,4.06615276773,,,
gemma_to_llama,3,raw_pc_scores,tree,1218.11506267,-1126.20835063,211.018340909,-413.437197982,,,
gemma_to_llama,3,raw_pc_scores,trickster,708.442803904,-239.835294145,641.85803621,179.96805116,,,
gemma_to_llama,3,raw_pc_scores,tulpa,86.2401555665,5.89637177149,-64.6641969543,-56.7550778726,,,
gemma_to_llama,3,raw_pc_scores,tutor,616.014552683,518.122843983,-274.761611336,-188.490595511,,,
gemma_to_llama,3,raw_pc_scores,validator,715.959135388,424.226253543,-559.736525144,139.012919436,,,
gemma_to_llama,3,raw_pc_scores,vampire,960.308302677,-846.158657611,328.195417806,313.839656626,,,
gemma_to_llama,3,raw_pc_scores,vegan,508.473934573,343.34531977,-312.632309716,-207.17329088,,,
gemma_to_llama,3,raw_pc_scores,veteran,521.082797572,399.255149082,333.960634995,24.3495817423,,,
gemma_to_llama,3,raw_pc_scores,veterinarian,513.539758215,425.908252164,-267.361619388,-104.129767521,,,
gemma_to_llama,3,raw_pc_scores,vigilante,526.075547444,71.4435305398,440.435760266,278.689154152,,,
gemma_to_llama,3,raw_pc_scores,virtuoso,529.875834674,-523.81681929,10.6021449163,79.1955461109,,,
gemma_to_llama,3,raw_pc_scores,virus,498.061079565,-134.136626312,25.9953828212,478.953488902,,,
gemma_to_llama,3,raw_pc_scores,visionary,258.248579285,-193.332611653,-155.023121534,72.6819218526,,,
gemma_to_llama,3,raw_pc_scores,void,1173.96027678,-1111.90216781,295.358105124,233.708986584,,,
gemma_to_llama,3,raw_pc_scores,wanderer,756.470327448,-657.765371766,258.019033335,-270.218893587,,,
gemma_to_llama,3,raw_pc_scores,warrior,588.213762257,-548.819328842,210.205079814,-24.6292269061,,,
gemma_to_llama,3,raw_pc_scores,whale,1048.29776478,-975.522320621,207.066770793,-323.121893492,,,
gemma_to_llama,3,raw_pc_scores,widow,565.569796637,0.505829021233,467.316757173,-318.565515193,,,
gemma_to_llama,3,raw_pc_scores,wind,1074.41404747,-1001.47694797,274.084470932,-276.201323091,,,
gemma_to_llama,3,raw_pc_scores,witch,1012.84151493,-962.186412525,128.92351299,-288.832078762,,,
gemma_to_llama,3,raw_pc_scores,witness,56.4687136873,-7.43091046646,55.9025927945,-2.89781193188,,,
