model,model_key,role,trait,raw_cosine,within_model_z_score,within_model_percentile
Qwen/Qwen3-32B,qwen,visionary,adventurous,0.0123487799765,1.12260513941,86.496350365
Qwen/Qwen3-32B,qwen,void,adventurous,0.0077092810868,1.0483255924,84.3065693431
Qwen/Qwen3-32B,qwen,wanderer,adventurous,0.0130517112377,1.13385924614,86.8613138686
Qwen/Qwen3-32B,qwen,warrior,adventurous,-0.00328553782298,0.872295769464,76.6423357664
Qwen/Qwen3-32B,qwen,whale,adventurous,-0.0179392210237,0.637686606694,68.2481751825
Qwen/Qwen3-32B,qwen,widow,adventurous,-0.0335446157563,0.387840302336,61.3138686131
Qwen/Qwen3-32B,qwen,wind,adventurous,-0.00959567295404,0.771268915001,73.3576642336
Qwen/Qwen3-32B,qwen,witch,adventurous,-0.0100989790955,0.763210856775,72.6277372263
Qwen/Qwen3-32B,qwen,witness,adventurous,-0.111402531343,-0.858684557015,25.5474452555
Qwen/Qwen3-32B,qwen,workaholic,adventurous,-0.0270232351276,0.492249250479,64.2335766423
Qwen/Qwen3-32B,qwen,wraith,adventurous,0.00800267640133,1.05302292537,84.6715328467
Qwen/Qwen3-32B,qwen,writer,adventurous,-0.0650242453226,-0.116156504181,46.7153284672
Qwen/Qwen3-32B,qwen,zealot,adventurous,-0.00454866895672,0.852072721532,75.5474452555
