representation,validation_regime,outer_repeats,outer_folds_per_repeat,n_oof_predictions,n_unique_personas,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,normalized_3d_error_rmse_repeat_mean,normalized_3d_error_rmse_repeat_std,n
raw_cosine,nested_5fold_x10,10.0,5.0,2750.0,275.0,0.9996494480553065,0.9998254223310458,0.9997404917520627,9.700514697849593,6.612336320112223,0.9951123315217485,0.9975605409907139,0.9939388736867383,26.740441626684863,18.084833236788803,0.9843753447814348,0.9922120898612705,0.9895959691338762,31.888000706954383,19.39164439562706,29.5715791476115,21.436165440094022,42.73167201128526,0.09643777713395664,0.06796231461894914,0.14632097982652495,0.14595424450271297,0.010353146818074437,
raw_cosine,leave_one_persona_out,,,,,0.999787936112448,0.9998940714984963,0.9998188165373185,7.5448732280696875,5.440359397643875,0.9961787742027977,0.998098937142019,0.995880672802285,23.64389682738362,16.131241404655658,0.9878351084164707,0.9939283303831279,0.9914191742881048,28.136896365371282,16.702279288457305,25.678853497194588,18.45763629329078,37.518580813874706,0.0833053264776263,0.058688473274880894,0.12782442967180963,,,275.0
quantile,nested_5fold_x10,10.0,5.0,2750.0,275.0,0.9933605585463963,0.9966792571651615,0.9963952206680171,42.21670760047443,28.39928746212952,0.9737186386113935,0.9867798897570119,0.9733614428131153,62.00713052388339,44.168237001968784,0.9254682748014167,0.9623409705498566,0.9683121120252896,69.64543521178051,44.47981286104768,77.93082598700063,61.47092552384776,102.36025245312842,0.24147515105895279,0.18357920831764046,0.3340287013659999,0.33264041640778086,0.030422470450548158,
quantile,leave_one_persona_out,,,,,0.9945342354801101,0.9972688510474438,0.9972568592943077,38.30399272624894,25.794008831827835,0.9771229060304927,0.9885016603701371,0.9747791465912697,57.85196744290898,41.72517165706127,0.9368099502964606,0.968073032134644,0.970623467297539,64.1278113750366,41.65933271451457,73.0596162475758,57.046721764350764,94.47974485327637,0.2260696107370497,0.17559866528837353,0.30490942831844975,,,275.0
