partition,model,role_family,n_held_out,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,bias_pc1,bias_pc2,bias_pc3,ordinary_lopo_normalized_3d_error_mean,cluster_holdout_vs_lopo_mean_error_ratio,selected_hyperparameters,role_family_holdout_over_lopo_rmse_ratio
Qwen-canonical role-family partition applied cross-model,pls,mythic_spiritual,51,0.9838108872920388,0.9931258814769571,0.9865158371040723,29.105593850470935,23.775006662597768,0.9304996298215161,0.967158444552463,0.9721266968325791,47.12056422259661,32.08938214119001,0.9484730067069019,0.9846081759904476,0.969683257918552,61.868205549880656,42.62982361319042,63.83871049142243,60.95881116478964,83.03708824378843,0.21376931270866786,0.18096287898887078,0.2857641647797134,10.141576494011412,-6.830722940971861,-35.58615644876137,0.09254652761940362,2.3098577354278635,"{""n_components"": 40}",2.235598981457734
Qwen-canonical role-family partition applied cross-model,pls,other,6,0.9635783507278635,0.9888008011545917,0.7714285714285715,54.68764159840825,42.71761983086484,0.9746685275729154,0.9920212673966367,0.942857142857143,31.095753600247654,27.570023409377825,0.9548887474434187,0.9872955415210249,1.0,95.60798092271719,76.4603686245127,97.83793167198115,77.829596054711,114.44898449388671,0.3448017969918271,0.2569618997868502,0.414613985528014,-15.35968354414842,-2.2955215348660545,8.238980249263784,0.22153366624102655,1.5564306899371494,"{""n_components"": 40}",3.2436208523874437
Qwen-canonical role-family partition applied cross-model,pls,procedural_professional,126,0.9964042285515115,0.9983319788553096,0.9957765279340084,15.929054247406645,12.718243807039146,0.9651129079492415,0.9833878963817915,0.9743412073490816,27.786103420692196,21.864896793744574,0.9699049839308421,0.9859355800736579,0.9813723284589427,26.08349800191975,20.312381331815164,36.168224394707494,31.95326397863171,41.30558292214719,0.09255224627930984,0.08410961950670258,0.10715099800409546,-3.0094025481600992,-4.100181165575196,4.80849330804548,0.06193153262567434,1.494428481831909,"{""n_components"": 40}",0.8382669750939363
Qwen-canonical role-family partition applied cross-model,pls,trickster_chaos,10,0.9879306989068264,0.9949239762778033,0.9878787878787878,30.17902194498331,20.431688648764958,0.992072252778102,0.997301439238485,0.9878787878787878,31.111522849421036,27.012668557491633,0.9870282907824656,0.9947751915512062,0.9878787878787878,56.45381319635544,41.6729117095313,60.66736563533304,53.29388963900122,71.17396464982701,0.20823310500229986,0.1713630698722482,0.2560019069743927,9.842780019889716,-4.423336913145883,7.721529531820801,0.16557947946853577,1.2576021235884447,"{""n_components"": 40}",2.0027619730569493
Qwen-canonical role-family partition applied cross-model,kernel_ridge,combative_iconoclast,15,0.9880500699261847,0.9956426992024968,0.9642857142857141,19.76155985088329,15.91995012953558,0.9784057883722193,0.9900251591416849,0.982142857142857,42.60441954712792,31.293900846038834,0.9668569757767876,0.9848315922851679,0.9642857142857141,38.74328523628765,33.24982529558818,52.53674484483476,57.3513176552325,60.882657330212545,0.17896757204539301,0.151453027475735,0.20385894204433624,-9.883749613655137,2.9119743537123903,-5.980503057302403,0.09739989282878551,1.8374514267689321,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}",1.5948355300136752
Qwen-canonical role-family partition applied cross-model,kernel_ridge,editorial,13,0.9154817111125467,0.9606860033849172,0.9065934065934067,17.233265613697775,13.74080766080143,0.9092531027426998,0.9617688408793552,0.9340659340659341,47.665524519098035,41.68254239934863,0.8269792103216018,0.9135255081510791,0.9395604395604396,45.57308205404779,37.252724539257265,60.05227373695838,61.24599633581055,68.16079136349553,0.1872396477086178,0.18538850415694696,0.21625992176617512,-2.932007700988274,-13.420268461984822,-8.009048268116187,0.09231047899735892,2.0283682821532634,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}",1.6918512550490108
Qwen-canonical role-family partition applied cross-model,kernel_ridge,grounded_social,54,0.9920103852760291,0.9964977449292618,0.9947398513436247,24.813943268671512,17.311328454956406,0.9688641380420251,0.9853982139496686,0.9887173623022677,52.05108488129962,42.516421459930015,0.9528637123312292,0.9827745124587619,0.9753764055650846,51.04430565710383,39.96957686371232,67.47413673788249,71.06516897106113,77.01018346866178,0.2175493800842029,0.22983594471814778,0.2516761674667335,-2.486999953007797,13.02624056051279,13.102529654880207,0.08777198797025393,2.4785741455227237,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}",1.9689207150222716
Qwen-canonical role-family partition applied cross-model,kernel_ridge,mythic_spiritual,51,0.8215727866519666,0.973480910256885,0.9665158371040723,96.6263306864819,76.04652282953369,0.841494752489707,0.922067639327067,0.9278733031674208,71.16045978402197,47.83487549305583,0.9478733342274432,0.9741275406949252,0.9695927601809954,62.227176031622484,38.353278607391566,107.7512080587643,85.72707955296838,135.17647818861568,0.31140686609661533,0.2451997178318193,0.3981735076463026,75.95382875123357,16.375983459868614,6.862530261596449,0.09254652761940362,3.3648681815191597,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}",3.115003201411629
Qwen-canonical role-family partition applied cross-model,kernel_ridge,other,6,0.859073765111281,0.98062729684578,0.8285714285714287,107.57350406360557,92.29519108533877,0.4537068320831308,0.944855548958691,0.942857142857143,144.40550633442885,128.67186762419803,0.8555630777616915,0.996375340673257,0.942857142857143,171.07668121133258,136.80020038585766,219.4637653838336,166.18769443662927,248.3792259640674,0.7273510276001481,0.5353244769505099,0.8400452685130524,-88.24633618779266,-128.67186762419803,43.42573425096244,0.22153366624102655,3.2832527892568573,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}",6.571867918127045
Qwen-canonical role-family partition applied cross-model,kernel_ridge,procedural_professional,126,0.9925139773763636,0.9967447380858361,0.9946846644169479,22.983677497371463,16.244802506168888,0.9377185469673348,0.9696299439525106,0.951202099737533,37.12569823694118,27.97627183425392,0.9345142292064554,0.9689756062389365,0.9630146231721035,38.47618598438499,30.112781560544594,49.51761241726423,44.509043111841066,58.197798831129184,0.12918222564687545,0.1125194626444386,0.15313646628468433,-8.228309278695976,-6.051281280251767,-3.5235402417672277,0.06193153262567434,2.0858877565274665,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}",1.198021901430451
Qwen-canonical role-family partition applied cross-model,kernel_ridge,trickster_chaos,10,0.7115376191779241,0.890455204182198,0.9393939393939393,147.53963060797153,74.09827489777564,0.979214373636224,0.9910061727121612,0.9636363636363635,50.37649301561479,40.167203103017826,0.963040592749919,0.992026948580474,0.9999999999999999,95.29216152931093,53.70654768634016,112.83221646121208,60.31252333600209,182.71926471343204,0.3189281955140309,0.19551852202509068,0.5074213091338019,67.27976880583222,-1.802016357647996,37.06119317689168,0.16557947946853577,1.926133579702642,"{""alpha"": 0.001, ""gamma"": 0.0010416666666666667}",3.969673953849125
Qwen-canonical role-family partition applied cross-model,knn,combative_iconoclast,15,-0.05114326984377726,0.8961115637168937,0.8892857142857141,185.3401443955682,164.9278830211226,0.8660995528840201,0.9378329638527722,0.9357142857142854,106.09062055456475,78.26131055884774,0.12582133823998098,0.9495069156697657,0.8928571428571428,198.97589988369052,179.32753038444667,272.0346260868191,266.0790299110571,291.886275163371,0.8853157384112885,0.7914274857252004,0.9586734947452332,-164.6922733136658,-30.34601166823546,-178.97123538390764,0.09739989282878551,9.089493968618031,"{""n_neighbors"": 5}",7.499923897228691
Qwen-canonical role-family partition applied cross-model,knn,editorial,13,-0.5530363272715111,0.6395108368548065,0.5274725274725275,73.87254156023009,61.19638888948028,0.8221715022433121,0.9292223488371505,0.6428571428571429,66.7250893207187,53.55743258258623,0.19555191035196895,0.6500304609085326,0.7197802197802198,98.26712901332056,70.77218286448111,123.03014664439388,109.99004495300149,139.87787025096713,0.35941918811664214,0.2945021747385649,0.4392221741387709,-48.156326305170744,-31.79231594571847,-21.324192927429554,0.09231047899735892,3.893590327127708,"{""n_neighbors"": 5}",3.43613638853291
Qwen-canonical role-family partition applied cross-model,knn,grounded_social,54,0.7487615219301573,0.915431803082439,0.9223175147703448,139.1476715266936,111.49124866027965,0.6956649917793799,0.9391029748211126,0.9386315990089573,162.73287443626756,140.6787378345781,0.5884513959340005,0.8149001277579446,0.824585477415666,150.82737729066093,121.54227594024054,242.961171336531,239.84454681401888,261.9025785554049,0.7180889971632167,0.7179558855956211,0.7876308539439231,35.04163332726065,-127.27543632070798,64.31966653947718,0.08777198797025393,8.181300364377964,"{""n_neighbors"": 5}",6.161817861939008
Qwen-canonical role-family partition applied cross-model,knn,mythic_spiritual,51,-0.9433728302461883,0.849243417426876,0.8066968325791855,318.8915451148959,291.15842821984535,-0.5782343516732347,0.6246688076540223,0.5973755656108598,224.5446278346461,195.97604715427877,0.48934602213112877,0.8161471579254532,0.8248868778280543,194.76614967714625,164.85619657355622,410.69566570503576,400.3851595766652,435.9426114699342,1.1999145599562895,1.1576644107298864,1.2755431654140088,291.15842821984535,173.72318516436135,76.77065176101016,0.09254652761940362,12.965527619695495,"{""n_neighbors"": 3}",9.978868426708239
Qwen-canonical role-family partition applied cross-model,knn,other,6,0.46583147127295355,0.8783923280315545,0.7142857142857143,209.434652052699,197.01626886542388,-1.6781770102328433,0.28074232425710854,0.3142857142857143,319.7352420125044,289.6311635260449,0.5015761509607326,0.975441755992011,0.7714285714285715,317.7979644387937,215.83175823472277,473.7590816544282,492.32388005204115,497.08052131085424,1.5042291286004332,1.364380125000281,1.6437107313435,-153.40493124701152,-256.69123419303054,136.12956487299766,0.22153366624102655,6.79007012398669,"{""n_neighbors"": 5}",12.859128224266223
Qwen-canonical role-family partition applied cross-model,knn,procedural_professional,126,0.6670312587624019,0.9279015583217224,0.8697562804649419,153.28359716330002,121.66021135832884,0.36306612420384643,0.7152789687247685,0.651413573303337,118.7250705028459,100.39948476300542,0.5433744306352798,0.7480878961587036,0.7729403824521935,101.60115776837115,79.9550357618202,201.38151362641608,189.51969086827063,218.89335025326832,0.48069787463124375,0.46360706900985993,0.5191129003373449,-2.973177384182652,57.21110104297197,-15.865163546293955,0.06193153262567434,7.7617629380604996,"{""n_neighbors"": 5}",4.061139968863323
Qwen-canonical role-family partition applied cross-model,knn,trickster_chaos,10,0.23809308704452836,0.6525074670239692,0.8303030303030302,239.78116006638257,182.12196897943622,0.7340756681719443,0.9329257188574149,0.8909090909090909,180.18781161544223,168.32250888636423,0.6307798646256519,0.9253174327403932,0.7939393939393938,301.1877943729625,200.96739788531707,363.7797647384275,295.68027112688026,425.0608658260511,1.1589227634441994,0.7927846195846178,1.4220037836555675,115.24005639565573,-116.50695194147181,80.15466937654153,0.16557947946853577,6.999193180000446,"{""n_neighbors"": 5}",11.124663628905484
Qwen-canonical role-family partition applied cross-model,ridge,ALL_CLUSTERS,275,0.9992712692443257,0.9996397979772822,0.9993012319321428,13.986277385190988,10.559777431150678,0.9938509915260471,0.9969979462187611,0.9926395660829175,29.993023711543795,22.514321051382954,0.9750867381970335,0.9878020843388021,0.9830247251954647,40.26589581834814,27.604393567758073,40.79234930710011,34.52961412821408,52.12043545971963,0.1278713980933242,0.1012053379063036,0.17610956721471335,-0.18172350514053068,-4.648207409898615,-6.565674710799678,0.0833053264776263,1.5349726542115794,varies by cluster,1.377745769465792
Qwen-canonical role-family partition applied cross-model,pls,ALL_CLUSTERS,275,0.9981415680984478,0.9990952550985784,0.9989134762413087,22.33530635033999,16.674219029932928,0.9915718885511187,0.9959088593597962,0.989390381119991,35.114204979894524,25.545578587978163,0.9727647040716195,0.9866152734720413,0.9810559418366464,42.10058386898695,28.7453459012989,46.59085204510065,38.038269549587945,59.19740250419094,0.1414222699295161,0.10698178100674348,0.19201158409061517,1.3831457573312729,-4.495863321864963,-5.91598810195411,0.0833053264776263,1.6976377851120785,varies by cluster,1.5021509157803923
Qwen-canonical role-family partition applied cross-model,kernel_ridge,ALL_CLUSTERS,275,0.9881764190809019,0.995537579354087,0.9975419058884626,56.33692022159244,31.171684231543214,0.980475978050255,0.9903397603146117,0.9787697989094372,53.444417588593,37.9834925845656,0.9530287027379161,0.9775444867842666,0.9757820028273853,55.288950600821984,37.270852050431884,70.5162532639492,57.3513176552325,95.32587481884504,0.20573961544950822,0.15487252034620197,0.28604539512700305,9.671009550358875,-0.5261983222273375,3.8214572297160885,0.0833053264776263,2.469705409590642,varies by cluster,2.2377991113391014
Qwen-canonical role-family partition applied cross-model,knn,ALL_CLUSTERS,275,0.8561805742362376,0.9305550560737208,0.9447586624736736,196.48407781500035,154.44211818866776,0.8274424102119767,0.9256169593494128,0.8236138599578777,158.8856730923385,129.2107042910922,0.6258417307938469,0.8125892380705393,0.7811269149764866,156.0449590480595,116.21781561192788,260.3626049274479,236.23824725193649,296.98599157725795,0.7240260674030962,0.6147060534836455,0.859506708153048,49.09913572101621,20.443274205774152,14.713075164721632,0.0833053264776263,8.691233778401328,varies by cluster,6.724119249816637
