partition,model,role_family,n_held_out,pc1_r2,pc1_pearson,pc1_spearman,pc1_rmse,pc1_mae,pc2_r2,pc2_pearson,pc2_spearman,pc2_rmse,pc2_mae,pc3_r2,pc3_pearson,pc3_spearman,pc3_rmse,pc3_mae,raw_3d_error_mean,raw_3d_error_median,raw_3d_error_rmse,normalized_3d_error_mean,normalized_3d_error_median,normalized_3d_error_rmse,bias_pc1,bias_pc2,bias_pc3,ordinary_lopo_normalized_3d_error_mean,cluster_holdout_vs_lopo_mean_error_ratio,selected_hyperparameters,role_family_holdout_over_lopo_rmse_ratio
Qwen-canonical role-family partition applied cross-model,ridge,combative_iconoclast,15,0.9971668054481376,0.9987401219740993,0.982142857142857,9.622252275952683,7.331029855683914,0.9940030366256675,0.9979211420162163,0.9964285714285712,22.451826338474746,16.189939033885697,0.9738864787986296,0.9968160172076921,0.9964285714285712,34.39007280871789,25.078747920563046,35.15056926935007,35.082170672976225,42.18233460329125,0.1271961392150314,0.08796029995221048,0.159203353166011,2.385894562338235,-3.751849984944451,0.6060302277670246,0.09739989282878551,1.3059166239394455,"{""alpha"": 0.01}",1.2454845570190851
Qwen-canonical role-family partition applied cross-model,ridge,editorial,13,0.9603211726532478,0.9880969715047501,0.9725274725274725,11.807872312286278,9.379617840705578,0.957392495899619,0.9793953532369486,0.9230769230769231,32.6611544378163,25.364638310809514,0.8923958474917943,0.9631502782807818,0.9780219780219779,35.9396440215375,25.93188396259898,39.325347830265386,39.65253032952436,49.978344011671496,0.1255614592041051,0.12711357344624877,0.16319768507356705,2.7358977828742073,-1.9890673895099706,-7.733370875168928,0.09231047899735892,1.3602080778683592,"{""alpha"": 0.01}",1.2767331369486927
Qwen-canonical role-family partition applied cross-model,ridge,grounded_social,54,0.9973037541379254,0.9987930946969344,0.9982466171145415,14.414932469601474,9.867752359396095,0.9892406623233752,0.9948085967962823,0.9971031065370687,30.597934325514043,22.44295110424869,0.9787725085289998,0.9900728801826981,0.9842957880693728,34.25460392723532,25.54883648015052,38.887811821360174,31.596181656781063,48.139399178878485,0.12792137976327164,0.10745902837316926,0.161506310064634,-1.5486769187562797,-4.320465256083469,-6.1854725192188535,0.08777198797025393,1.4574283062453184,"{""alpha"": 0.1}",1.2635011200855963
Qwen-canonical role-family partition applied cross-model,ridge,mythic_spiritual,51,0.9960478287160427,0.9982261225203596,0.995475113122172,14.380792522934954,10.2669226112169,0.9553188892936825,0.9796087013724509,0.9738461538461538,37.78147452340965,28.754605682602442,0.9561154776358335,0.9860533944900567,0.9727601809954751,57.09601621529987,38.19780821835153,52.81675621631565,41.42047334765772,69.95857401640302,0.18277069886611405,0.13969540187126514,0.25087201463844383,2.072592930723775,-7.156770958028116,-31.062155669297876,0.09254652761940362,1.974906066900275,"{""alpha"": 0.01}",1.962629641943719
Qwen-canonical role-family partition applied cross-model,ridge,other,6,0.9968731072419998,0.9994211939930441,0.942857142857143,16.02381359620202,10.209805359987875,0.9829393581566372,0.992425155193055,0.942857142857143,25.519287930089813,16.8485807691733,0.9444613939566967,0.9885865615454649,1.0,106.0838301270795,79.94151621765737,84.18573627666356,39.92380786148046,110.28044102675558,0.33498902157559307,0.1592718683764221,0.44110408946043794,-8.792420416227854,-8.665352752465898,30.42255358295252,0.22153366624102655,1.5121359532375913,"{""alpha"": 0.01}",3.4508590462165696
Qwen-canonical role-family partition applied cross-model,ridge,procedural_professional,126,0.9972377804438064,0.9986925462624006,0.9963704536932885,13.96120966704707,11.290189833280339,0.9710174305898344,0.9863007211474444,0.9762429696287965,25.325831005381158,19.83319169652136,0.9720600706349266,0.9863126621617162,0.9803584551931009,25.13223982970453,20.278687403123246,33.47033900717496,30.10451944657244,38.31373866301958,0.0870603442832362,0.07732133652879003,0.1006380371085416,-1.4680698881955696,-2.306080313509962,1.7705570952436127,0.06193153262567434,1.4057514902698283,"{""alpha"": 0.1}",0.7873145795911679
Qwen-canonical role-family partition applied cross-model,ridge,trickster_chaos,10,0.9963885380240851,0.9988272374991543,0.9878787878787878,16.508424326561386,13.174388206930407,0.9853585122898814,0.9961461149238603,0.9878787878787878,42.280389167912084,34.03710177626168,0.9859134733908252,0.9948508052653777,0.9757575757575757,58.82970078306679,51.54234216477075,66.3434460669255,71.99940013376353,74.30405827517815,0.2415795759255514,0.26523138423396647,0.2721571318094005,9.432858902985128,-25.526273317933082,-20.155723783562095,0.16557947946853577,1.4589946574355401,"{""alpha"": 0.01}",2.129148023645921
Qwen-canonical role-family partition applied cross-model,pls,combative_iconoclast,15,0.9872664626730221,0.9941349770236527,0.9785714285714284,20.399197039311453,18.179819818569044,0.9920617039847978,0.9983197955717951,0.9928571428571428,25.831499707983387,20.85600039410483,0.9751033330758279,0.9963325608512386,0.982142857142857,33.579249193967726,26.85006100431417,43.92562646300293,39.16551549261373,47.02084211754167,0.1472014594568052,0.14441061737067662,0.16329426136474182,5.55944924518087,-7.070191405869904,0.21188652819768475,0.09739989282878551,1.5113102815786812,"{""n_components"": 40}",1.277488675552876
Qwen-canonical role-family partition applied cross-model,pls,editorial,13,0.9007498247151305,0.9763288508851125,0.9395604395604396,18.67488237282149,14.066002312746535,0.9346758720966681,0.9688528616179888,0.9285714285714285,40.44131736795127,28.826633847538176,0.8002728013143223,0.9215120002070378,0.9395604395604396,48.96410954225836,32.952818817244555,48.15527338354069,30.827894054134806,66.19467807430105,0.15547154434474583,0.10318928907730279,0.21797769461755825,9.16509063525375,-9.93460023486355,-19.269879294322564,0.09231047899735892,1.6842242184573,"{""n_components"": 40}",1.7052897883230769
Qwen-canonical role-family partition applied cross-model,pls,grounded_social,54,0.9941883317036669,0.997573367143629,0.9954259576901084,21.163294514703967,15.818671128426994,0.9825899543388987,0.9912689156218106,0.9959595959595959,38.92237156842217,27.969732491124727,0.9759811256645627,0.9884044039632809,0.9817038307604344,36.43727897825283,27.127040411935088,46.6835112276055,33.79199689622611,57.36297885017343,0.14716689724026097,0.09156094081479957,0.1837367662232,0.6207738383272613,-1.4474730403499148,-5.503554627311918,0.08777198797025393,1.6766954998232018,"{""n_components"": 40}",1.4374151067596845
