persona,nearest_neighbor_distance,mean_5nn_distance,mean_5nn_distance_percentile,profile_pca_reconstruction_error,reconstruction_error_percentile,neighbor_1,neighbor_1_distance,neighbor_2,neighbor_2_distance,neighbor_3,neighbor_3_distance,neighbor_4,neighbor_4_distance,neighbor_5,neighbor_5_distance
guru,1.9692796568419269,3.465598730242185,14.545454545454545,2.290482539428892,35.63636363636364,sage,1.9692796568419269,shaman,3.218674422649289,pilgrim,3.8297833839815687,avatar,4.103394095531105,spirit,4.206862092207037
hacker,6.973883112759827,7.773616387677109,82.18181818181817,2.8199030425623284,56.00000000000001,rogue,6.973883112759827,daredevil,7.256251316491409,fixer,8.024226843852976,maverick,8.248195030375923,criminal,8.365525634905413
healer,5.854282712369142,7.317122558886014,76.36363636363637,1.9640014891094115,17.09090909090909,pacifist,5.854282712369142,ecosystem,7.009846080360911,naturalist,7.085797074997652,hybrid,8.300465639706484,symbiont,8.335221286995877
hedonist,5.757744163800347,6.7637704558235185,69.45454545454545,5.832577091953786,98.54545454545455,rogue,5.757744163800347,pirate,6.171149836756529,prey,6.576904011365846,trickster,7.190984501099303,jester,8.122069766095569
hermit,3.775217771326666,4.091886943130456,26.90909090909091,2.9915587934472043,61.09090909090909,familiar,3.775217771326666,whale,3.790133506101535,tree,3.9392201672107126,ghost,4.3691421456278885,witch,4.585721125385481
historian,3.315791552428301,4.260067571158746,29.818181818181817,3.4973489861479106,76.36363636363637,critic,3.315791552428301,collector,4.133529387925927,physicist,4.470908804278392,polymath,4.523618163265641,mathematician,4.8564899478954695
hive,2.137711267465407,7.057190423955854,74.18181818181819,2.849801277315113,56.72727272727273,swarm,2.137711267465407,crystalline,7.1867691979567185,cyborg,7.8662083654316906,perfectionist,8.581366479922847,destroyer,9.513896809002603
hoarder,8.62526367481945,9.955294411781518,93.45454545454545,4.354329294453011,90.18181818181819,pirate,8.62526367481945,auctioneer,9.085356516093604,provincial,9.975302314424486,gossip,10.705115516270043,jester,11.385434037300003
homunculus,4.8937979173127895,5.468292178834649,52.0,2.2723616324098868,33.45454545454545,ancient,4.8937979173127895,familiar,4.92907728167567,golem,5.635317302983482,echo,5.774339112291664,wraith,6.108929279909638
hybrid,2.3135556574551925,4.5000969996063365,34.54545454545455,2.605713629382294,48.36363636363637,cosmopolitan,2.3135556574551925,naturalist,4.466016005770258,composer,4.6984671788759576,photographer,4.718128536858454,ecosystem,6.304317619071816
idealist,5.8091704656952885,6.528508264972137,67.27272727272727,3.9059913665528656,84.36363636363636,artisan,5.8091704656952885,hybrid,6.468782357042978,photographer,6.6694705945722035,ecosystem,6.768187621348853,egregore,6.926930286201363
immigrant,4.272054680964356,4.986602032584736,45.45454545454545,3.0762510566367665,64.72727272727272,refugee,4.272054680964356,musician,4.383855912746032,empath,4.998331022305885,chef,5.153220221382805,elder,6.1255483255245995
improviser,8.404328550917644,10.65463174738134,94.9090909090909,2.346410746069037,39.27272727272727,surfer,8.404328550917644,auctioneer,10.10452881837772,prisoner,11.426945028312813,gossip,11.532478596171272,bartender,11.804877743127244
infant,12.675566948238098,19.40472836623084,99.63636363636364,4.900106460480731,95.27272727272728,toddler,12.675566948238098,caveman,16.779751851823516,fool,21.12712426806414,procrastinator,22.163256171221352,hoarder,24.277942591807108
influencer,6.032542315009513,7.359033740746997,77.45454545454545,3.269813951901158,73.0909090909091,graduate,6.032542315009513,divorcee,6.319971178627824,celebrity,7.486642462949684,parent,8.319106072918855,mechanic,8.636906674229108
