variant,axis,n,zero_order_r,median_coverage
future_safe_direct_plus_close,C1,1667,-0.20764584152988783,0.023726300795046482
future_safe_direct_plus_close,C2,1627,0.29815772361551457,0.022983400923170125
future_safe_direct_plus_close,C3,1695,0.39870938292883523,0.02675895209707975
future_safe_direct_unique,C1,1179,-0.30134336528761,0.02093883743662531
future_safe_direct_unique,C2,1179,0.3410311610185978,0.018956900966960254
future_safe_direct_unique,C3,1179,0.3557305005439512,0.020417729836555057
