model,model_label,role,openness,conscientiousness,extraversion,agreeableness,neuroticism,openness_z,conscientiousness_z,extraversion_z,agreeableness_z,neuroticism_z,qwen_reference_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,cluster
qwen,Qwen/Qwen3-32B,chemist,0.23186720195652366,0.3113890188536199,-0.10254562440034426,0.226809457006451,-0.29974832292018866,-0.8772738076519166,0.9471652563783425,-0.9736110791648617,0.04406151946700827,-0.796342011275897,procedural_professional,29.418353579492045,-11.1713910947159,8.463366774779129,75.81818181818181,30.727272727272727,71.81818181818181,procedural_professional
qwen,Qwen/Qwen3-32B,chimera,0.36422983187523905,0.16010029770753853,0.005072017682700387,0.17706051643251416,-0.15543774414030204,1.4327774180080066,-0.8636754356761942,0.6480986994055182,-0.9078555724501632,1.1283246840063499,mythic_spiritual,-37.31414849389235,-16.363016103473665,9.316700465581102,15.454545454545457,19.818181818181817,74.0,mythic_spiritual
qwen,Qwen/Qwen3-32B,coach,0.23916195249171585,0.28252968121004085,-0.046403753955235695,0.2874268034220579,-0.3142799951304178,-0.7499625912983845,0.6017352563436845,-0.12759904502451883,1.2039392465901138,-0.9901505717172384,procedural_professional,24.85386036579484,11.699203934673228,-14.83995711167255,69.63636363636364,73.63636363636364,16.181818181818183,procedural_professional
qwen,Qwen/Qwen3-32B,collaborator,0.237564225159016,0.2890806602281628,-0.06401421370337934,0.30402475678602964,-0.3243418584991714,-0.7778468361599452,0.6801467815978127,-0.3929742588453776,1.5215314468607315,-1.124345399858414,procedural_professional,25.71988223108337,9.670900509544367,-17.67255794327282,70.72727272727273,72.18181818181819,12.545454545454543,procedural_professional
qwen,Qwen/Qwen3-32B,collector,0.2751417230225188,0.27698848896018846,-0.07157725374233827,0.23458279485488426,-0.2804113289004494,-0.12202770465639456,0.5354103093647151,-0.5069430817028279,0.1927998257264759,-0.5384449902028214,procedural_professional,11.761807600504085,-12.938380333517856,1.1974937560233685,59.81818181818182,26.0,54.0,procedural_professional
qwen,Qwen/Qwen3-32B,comedian,0.3203505550514083,0.05493049006768269,0.12526405146979197,0.1271239126250657,-0.0841284726459878,0.6669768497493592,-2.122498735966428,2.459294268514697,-1.8633634913767796,2.0793747114564174,trickster_chaos,-24.02931828907636,56.60365202247773,31.28002781451015,25.636363636363637,98.0,97.63636363636364,trickster_chaos
qwen,Qwen/Qwen3-32B,competitor,0.29312102562146813,0.1640184328890357,0.03814628937739394,0.13294473090315823,-0.16658384232002543,0.19175504528382045,-0.8167775666884944,1.1465009017599281,-1.751985513395013,0.9796694424416916,combative_iconoclast,-5.725992151036509,27.91731304165891,25.667224675992685,41.63636363636363,89.63636363636364,92.54545454545456,combative_iconoclast
qwen,Qwen/Qwen3-32B,composer,0.3173959923867806,0.24438799127969624,-0.05319744209033499,0.24787300417017027,-0.2641384073649607,0.6154125138873141,0.14520073304036704,-0.22997436442378952,0.4471002642167267,-0.32141342966790115,procedural_professional,1.7742423363130575,-17.582766267517304,-4.900927777349625,50.36363636363637,18.727272727272727,37.27272727272727,procedural_professional
qwen,Qwen/Qwen3-32B,conservator,0.23568744762052035,0.31934065552484797,-0.11046979097652333,0.25496183062665145,-0.31087356028683755,-0.8106011887725771,1.042341864017119,-1.0930217833474878,0.582740842442312,-0.9447190326816419,procedural_professional,23.523663493022003,-16.820637680026067,-6.184636946324897,68.54545454545455,19.454545454545453,34.0,procedural_professional
qwen,Qwen/Qwen3-32B,consultant,0.20158826410064445,0.3430870796492164,-0.10935882689908112,0.240448356511351,-0.3313466985768793,-1.4057152382022808,1.3265731720051812,-1.076280464051176,0.3050339422738714,-1.2177687823805399,procedural_professional,41.02661400378177,-2.691101028202295,3.4713708320379277,94.0,50.36363636363637,60.90909090909091,procedural_professional
qwen,Qwen/Qwen3-32B,contrarian,0.3363063532700288,0.1678954342427112,-0.007044230118286872,0.12110426423238521,-0.15226786094517972,0.9454445052646794,-0.770372046427621,0.46551676248405655,-1.9785459681535074,1.1706013394336174,combative_iconoclast,-3.586692005372983,13.934090578410611,26.083445798402323,43.09090909090909,76.9090909090909,93.63636363636364,combative_iconoclast
qwen,Qwen/Qwen3-32B,coordinator,0.2011322174310788,0.33712112441707576,-0.10456471763170701,0.26284146683593845,-0.33876989940498786,-1.4136743666106177,1.2551640516193696,-1.0040371614852635,0.7335131061161907,-1.3167718321018218,procedural_professional,39.3863140523228,-2.1557257507779592,-3.1947714430612977,92.9090909090909,52.90909090909091,41.63636363636363,procedural_professional
qwen,Qwen/Qwen3-32B,coral_reef,0.3322054687011252,0.19078002121538473,-0.006230894289350808,0.24930749279394337,-0.2157337612800666,0.8738740519539291,-0.49645644322171906,0.47777306769124034,0.4745483711186401,0.32415816324088204,mythic_spiritual,-32.63884104445989,-19.931583304366217,-10.838205711880038,19.818181818181817,15.818181818181818,22.727272727272727,mythic_spiritual
qwen,Qwen/Qwen3-32B,cosmopolitan,0.2999106057495372,0.24443124388649232,-0.04129304769681687,0.2603450506819634,-0.277312089820037,0.3102498040098598,0.1457184423569006,-0.050584884945792725,0.6857456325159195,-0.49711051362307507,procedural_professional,8.799584677568003,0.1772555420307647,-7.825350797971399,56.90909090909091,57.27272727272727,30.363636363636363,procedural_professional
qwen,Qwen/Qwen3-32B,counselor,0.2671196877534404,0.25095973311110836,-0.04667812976895238,0.33188609019421117,-0.2984783748524795,-0.2620318162172021,0.22386077746302638,-0.13173366395404523,2.0546418843671224,-0.7794047446435877,procedural_professional,10.852153155518312,12.970002495604607,-36.16733092356944,58.72727272727273,75.0909090909091,0.9090909090909092,procedural_professional
qwen,Qwen/Qwen3-32B,criminal,0.3257540466386104,0.07825420204691169,0.05755976586984321,0.11116072592867651,-0.08261614844056181,0.7612809775195974,-1.8433270540208457,1.4390461021050247,-2.168809800030809,2.099544542769285,grounded_social,-37.555704105062816,37.43393224350468,26.991718718901144,14.727272727272728,94.36363636363636,94.72727272727272,grounded_social
qwen,Qwen/Qwen3-32B,critic,0.26624536800136256,0.30271432719953006,-0.10872852894804291,0.20971896063920542,-0.2869048225813209,-0.27729083166700436,0.8433340882697564,-1.0667823898430198,-0.28295520518365663,-0.6250485582105535,procedural_professional,25.6233998672242,-14.77124977421343,6.8025328870251505,70.36363636363636,23.454545454545453,67.0909090909091,procedural_professional
qwen,Qwen/Qwen3-32B,crystalline,0.3200756802110102,0.2576847642680745,-0.09196172212293136,0.19694684208204188,-0.2476418467918911,0.6621796123240021,0.30435560868451655,-0.8141203350221033,-0.5273422778387467,-0.10139920070329199,mythic_spiritual,-10.335204484415218,-44.008002699527935,8.55267273597017,38.36363636363637,0.1818181818181818,72.54545454545455,mythic_spiritual
qwen,Qwen/Qwen3-32B,curator,0.27483485633626664,0.28924919116747344,-0.07588530922589015,0.25613798835088347,-0.30055999185677923,-0.127383277941138,0.6821640019197374,-0.5718619515932188,0.6052459375774115,-0.8071672202318794,procedural_professional,20.167390400383425,-8.79154175168452,-4.625589635551944,65.27272727272727,34.72727272727273,37.63636363636363,procedural_professional
qwen,Qwen/Qwen3-32B,cyborg,0.27014504124155125,0.28044162219394037,-0.07939575459701509,0.21358109624462523,-0.2758437163471335,-0.20923200755854388,0.5767423672167078,-0.6247614899523423,-0.20905548286420178,-0.47752685216576807,procedural_professional,16.715415330032535,-10.173249073747275,10.10106023253858,64.18181818181819,32.54545454545455,76.18181818181819,procedural_professional
qwen,Qwen/Qwen3-32B,cynic,0.32274792864794377,0.0918263208534064,0.05333523175884492,0.07369960097139894,-0.07331837640132167,0.7088168752795443,-1.6808764441801538,1.3753858309347697,-2.885606674856309,2.223548703348164,combative_iconoclast,-21.40683523639378,40.712028510960494,36.28145286697455,28.90909090909091,96.54545454545456,99.45454545454544,combative_iconoclast
qwen,Qwen/Qwen3-32B,daredevil,0.348544363711739,0.06599847994088134,0.12079374610870987,0.13212931010747903,-0.09016443424162252,1.1590276823130103,-1.9900211375717456,2.3919304257753415,-1.7675881168586611,1.9988732377921736,combative_iconoclast,-29.846147037727764,43.74737125298279,26.447962971721083,21.636363636363637,96.9090909090909,94.36363636363636,combative_iconoclast
qwen,Qwen/Qwen3-32B,debugger,0.20241213449437218,0.32403640278169915,-0.10172755774950754,0.22128206232893705,-0.30508417717278924,-1.3913366872926745,1.0985473111112154,-0.9612834843439261,-0.061701968289634826,-0.8675061702564015,procedural_professional,37.836655782103854,0.4224887355588542,10.8673754188598,90.72727272727272,58.0,78.36363636363636,procedural_professional
qwen,Qwen/Qwen3-32B,demon,0.35707455875775074,0.1295117871254895,0.026260267897374172,0.10330505817351987,-0.08633162005105548,1.3079004233068892,-1.2298026608368249,0.967388287049681,-2.319123441251821,2.049991387855457,mythic_spiritual,-51.93527758403419,-11.475720936645686,29.919199839754352,4.181818181818182,30.363636363636363,96.1818181818182,mythic_spiritual
qwen,Qwen/Qwen3-32B,designer,0.2684832037481562,0.28234738401008036,-0.06349156996919146,0.26221693818538855,-0.3074976036276344,-0.23823513133163865,0.5995532616435157,-0.38509844556759754,0.7215631130109731,-0.8996939804531754,procedural_professional,26.603795947658433,-2.5267475528485317,-5.176319635523107,72.54545454545455,51.81818181818182,35.81818181818182,procedural_professional
qwen,Qwen/Qwen3-32B,destroyer,0.3201108167143019,0.21147920168604784,-0.031482186181698735,0.1279635018473498,-0.18340727290050404,0.6627928301374009,-0.24869892366238214,0.0972567676615877,-1.8472984391030756,0.7552957561021219,combative_iconoclast,-3.1182599972060925,-3.2045875032336917,23.321852651175448,44.18181818181818,48.54545454545455,89.63636363636364,combative_iconoclast
qwen,Qwen/Qwen3-32B,detective,0.23759051369498624,0.2911819278470384,-0.08453744856747866,0.208391346110344,-0.27482282342600184,-0.7773880369899974,0.705297770252693,-0.7022426094873971,-0.30835833833425175,-0.46391122799348544,procedural_professional,21.40956781837456,-2.26166954798525,11.640713755627806,66.36363636363636,52.54545454545455,79.81818181818181,procedural_professional
qwen,Qwen/Qwen3-32B,devils_advocate,0.30560284269853966,0.21164440863834405,-0.0382143947203261,0.1479322416921904,-0.18861764185706825,0.40959324368663946,-0.24672148959087967,-0.004192104541375328,-1.465208196716895,0.6858051914767284,combative_iconoclast,6.519322027309962,7.660096503318448,21.460076485682848,54.36363636363637,68.9090909090909,88.18181818181819,combative_iconoclast
qwen,Qwen/Qwen3-32B,dilettante,0.33515613951390744,0.16697654588133592,0.01896896677517776,0.24027036472084695,-0.21540563455340433,0.9253704654943097,-0.7813706220228696,0.8575143472430212,0.3016281727108005,0.3285343814500967,grounded_social,-3.3502571375133776,18.002389084820727,1.5071437002684789,43.81818181818182,81.27272727272727,54.36363636363637,grounded_social
qwen,Qwen/Qwen3-32B,dispatcher,0.19453098216960535,0.3358981344191578,-0.10928673989021409,0.23873336072345352,-0.3263144261790113,-1.528882047328362,1.2405255508942088,-1.0751941718324953,0.27221849365865347,-1.1506534872465795,procedural_professional,37.516518383716885,-3.0092679550701,5.132192821664048,89.63636363636364,49.27272727272727,65.63636363636364,procedural_professional
qwen,Qwen/Qwen3-32B,divorcee,0.3144074447075093,0.1602275919245797,0.022245250509687536,0.2800881902484472,-0.21437030169476945,0.5632550565016199,-0.8621517956696217,0.9068852614052698,1.0635191445671108,0.34234259071925427,grounded_social,-6.764238202946362,31.75633470412006,-25.897504843120085,41.27272727272727,90.72727272727272,6.7272727272727275,grounded_social
qwen,Qwen/Qwen3-32B,doctor,0.19006173231088744,0.3395339892073646,-0.10899010101915821,0.2780709835326062,-0.33424444271263853,-1.6068813747839428,1.2840446827304077,-1.0707240668517137,1.024921065319868,-1.2564159257618435,procedural_professional,34.779093762954076,-0.0453341511165893,-11.46602454595282,87.0909090909091,56.90909090909091,21.272727272727273,procedural_professional
qwen,Qwen/Qwen3-32B,dreamer,0.3777463967501168,0.15072953775137182,0.021289960172359394,0.22979605893935556,-0.17351045447357677,1.6686744931499706,-0.9758381489013062,0.8924898179497871,0.10120841332818419,0.8872893838500648,mythic_spiritual,-45.56207730494265,-22.887757310923693,-7.6934699441618895,8.181818181818182,12.909090909090908,31.09090909090909,mythic_spiritual
qwen,Qwen/Qwen3-32B,echo,0.3608298604057153,0.16962445448249883,-0.019579117605286078,0.19319500989779093,-0.16421812233925176,1.3734396104621351,-0.749676649018781,0.27662626816101826,-0.599131408240138,1.011220992548796,mythic_spiritual,-49.892212129797464,-33.35410333272891,0.207620379915509,4.545454545454546,2.727272727272727,49.63636363636363,mythic_spiritual
qwen,Qwen/Qwen3-32B,economist,0.21682835408456308,0.34070226834626194,-0.12831556438864414,0.20033558332007237,-0.31427946117016864,-1.1397384397045587,1.2980283253203333,-1.3619429814746047,-0.4625006818700527,-0.9901434503023228,procedural_professional,42.5913387139219,-10.492469036947918,16.670072583111747,95.45454545454544,31.818181818181817,86.0,procedural_professional
qwen,Qwen/Qwen3-32B,ecosystem,0.28000338218740983,0.28388139956427505,-0.07479515127213351,0.27906757427851847,-0.31133139781718605,-0.03717987623613657,0.6179145629139395,-0.5554341635505373,1.0439902505876522,-0.9508252007391901,procedural_professional,12.478176049507631,-15.406081311320156,-15.348841586337914,60.18181818181818,22.363636363636363,15.090909090909092,procedural_professional
qwen,Qwen/Qwen3-32B,editor,0.1837471669917624,0.3413366784085076,-0.12469214320626384,0.26548188375108606,-0.3383726189918265,-1.7170859647343868,1.3056218560704154,-1.307340990113274,0.7840359506696484,-1.3114733128500498,editorial,34.61981418631529,-2.11473983362909,-5.095158977559185,86.72727272727273,53.63636363636363,36.54545454545455,editorial
