model,model_label,role,openness,conscientiousness,extraversion,agreeableness,neuroticism,openness_z,conscientiousness_z,extraversion_z,agreeableness_z,neuroticism_z,qwen_reference_cluster,pc1,pc2,pc3,pc1_percentile,pc2_percentile,pc3_percentile,cluster
qwen,Qwen/Qwen3-32B,aberration,0.37656353871528936,0.12635629395249764,0.002380475248550916,0.09211248080724507,-0.08323952310683624,1.648030730973193,-1.2675721349778384,0.607539358014921,-2.5332869103558053,2.091230609937714,mythic_spiritual,-47.93762578340074,-16.326007104876837,31.10838013632905,6.0,20.181818181818183,97.27272727272728,mythic_spiritual
qwen,Qwen/Qwen3-32B,absurdist,0.36933429047364597,0.09233800012460938,0.06400369168248513,0.11448313908744932,-0.09593065048088696,1.5218626896501724,-1.6747519318004076,1.536150789593712,-2.105237353346321,1.9219693514150324,trickster_chaos,-34.38396676714598,14.551099089401372,33.406229058618166,18.0,78.0,98.36363636363636,trickster_chaos
qwen,Qwen/Qwen3-32B,accountant,0.16903798444287435,0.35444477603961944,-0.12925192346211173,0.22954417736720956,-0.33359873494334746,-1.97379713159758,1.4625183940675954,-1.3760531462794023,0.0963888056963713,-1.2478041368760469,editorial,42.247903024869096,-4.026883122006334,7.345583377065653,94.72727272727272,47.09090909090909,69.27272727272727,editorial
qwen,Qwen/Qwen3-32B,activist,0.28865772529876915,0.2597374565997481,-0.03627620961394572,0.2332279883496312,-0.25815566774128074,0.11385955176521313,0.3289251785394544,0.025014758560782866,0.1668763898962344,-0.2416217761550602,procedural_professional,13.519598034249274,4.204792713956154,-8.246735383817718,61.63636363636363,64.9090909090909,30.0,procedural_professional
qwen,Qwen/Qwen3-32B,actor,0.33816259304571383,0.13537677319073865,0.04675097314494463,0.21815259436449413,-0.16127864404984776,0.9778404237469069,-1.1596020844499637,1.2761664429968818,-0.12158252071131039,1.050424743326834,grounded_social,-23.890048451285725,21.45684319609401,0.2831027654882128,26.0,85.63636363636364,50.0,grounded_social
qwen,Qwen/Qwen3-32B,addict,0.3309121540711655,0.11212360069640123,0.04845556718784928,0.23034104514271223,-0.1386121980094957,0.8513025523702692,-1.4379294485331795,1.3018532799723486,0.11163640789147024,1.352726585389421,grounded_social,-19.963020546384293,38.66393954669683,-16.282296677662995,30.0,94.72727272727272,14.0,grounded_social
qwen,Qwen/Qwen3-32B,adolescent,0.301212295883921,0.04501886029027155,0.11714191582079628,0.22646344144724373,-0.10173567943921366,0.3329674766052845,-2.2411353559969784,2.3369003324471582,0.037440712650244894,1.8445478207434527,other,-15.45010533709374,78.08059632441373,-7.233790546475039,34.0,99.45454545454544,31.818181818181817,other
qwen,Qwen/Qwen3-32B,advocate,0.2651118348417325,0.2731495722749087,-0.0384903571067335,0.25880150358500126,-0.2824761405618784,-0.2970737542814735,0.48946064111152593,-0.008350631822702953,0.6562107550526763,-0.5659833333401212,procedural_professional,13.533940143887348,2.7011663953204628,-11.350794264131684,62.0,62.72727272727273,22.0,procedural_professional
qwen,Qwen/Qwen3-32B,alien,0.3350706534886603,0.205568828371603,-0.03617970919001828,0.18716068208931264,-0.20257574337643952,0.9238785255296817,-0.31944275983173925,0.02646894096145789,-0.7145947671147773,0.49964632945263193,mythic_spiritual,-20.463192597598027,-22.757723957933916,12.343088546094895,29.636363636363637,13.272727272727272,80.9090909090909,mythic_spiritual
qwen,Qwen/Qwen3-32B,altruist,0.2547361213946593,0.28534832710481484,-0.06732786952859718,0.2956288164274369,-0.30609727166504164,-0.4781552995803753,0.6354728584866808,-0.4429083398246441,1.360880003074033,-0.8810177869715292,procedural_professional,11.355226573618308,-3.914055475926682,-24.74471679393749,59.09090909090909,47.45454545454545,7.090909090909091,procedural_professional
qwen,Qwen/Qwen3-32B,amateur,0.29372986913712196,0.15727100307636344,0.03856263135278329,0.3109556266437543,-0.23264524521347857,0.20238085190639152,-0.897540497189909,1.1527748345431534,1.6541496172842058,0.09861011146510082,grounded_social,-0.2586328160476701,40.0704558828152,-24.428542192829035,47.45454545454545,96.1818181818182,7.454545454545454,grounded_social
qwen,Qwen/Qwen3-32B,ambassador,0.21620065086246698,0.3352647891870684,-0.10417233084111963,0.2717391778982502,-0.33749382118592813,-1.1506933942747741,1.2329447655607224,-0.9981242137291103,0.9037656409730306,-1.299752807789367,procedural_professional,29.68736363825849,-8.41588762125236,-8.973791436197523,76.18181818181819,35.45454545454545,28.90909090909091,procedural_professional
qwen,Qwen/Qwen3-32B,amnesiac,0.3554964610888452,0.10039580397262327,0.014183992198868386,0.224840750633149,-0.12684145010107906,1.2803587640296066,-1.5783045629150034,0.7854086969944906,0.006391466113264499,1.5097127652622593,grounded_social,-42.40906728802925,13.632674403539143,-10.732725985263048,9.636363636363637,76.18181818181819,23.09090909090909,grounded_social
qwen,Qwen/Qwen3-32B,analyst,0.19887866604971055,0.3504760664281274,-0.12406502043867525,0.23041832841875853,-0.33047192438712636,-1.4530043431592425,1.4150151776678852,-1.29789076332074,0.11311517850525846,-1.2061019401909727,procedural_professional,42.52076402901914,-6.58817352926104,7.254708889888544,95.0909090909091,41.63636363636363,68.18181818181819,procedural_professional
qwen,Qwen/Qwen3-32B,anarchist,0.3164795714507054,0.2390073672365178,-0.06269508846424775,0.1686963256798792,-0.2206015253072535,0.5994187299325748,0.08079769696323325,-0.37309612122731006,-1.0678995059617853,0.2592369122637819,procedural_professional,7.030221450494715,-4.2721047293472125,9.46434642475454,55.09090909090909,46.36363636363637,74.36363636363636,procedural_professional
qwen,Qwen/Qwen3-32B,ancient,0.352258732219451,0.1931560144407359,-0.025648477439259923,0.19085194566415742,-0.18703303993756598,1.2238524861799467,-0.4680171439539477,0.1851659833796216,-0.6439645818861319,0.7069389889123147,mythic_spiritual,-38.009471560813296,-32.792585039876926,3.308962251660401,14.0,3.4545454545454546,59.81818181818182,mythic_spiritual
qwen,Qwen/Qwen3-32B,angel,0.3232063166183399,0.21066119808965428,-0.0011577133425524216,0.2955795030111732,-0.23885323415085336,0.7168168651066696,-0.25848996550195275,0.554221752039214,1.3599364194869117,0.015814313309025652,mythic_spiritual,-40.46316823099613,-28.855131378189007,-30.585188034988395,12.909090909090908,7.818181818181818,3.090909090909091,mythic_spiritual
qwen,Qwen/Qwen3-32B,anthropologist,0.26966232644830396,0.3185723889949789,-0.1221321529664755,0.23317721014434678,-0.30655771153014305,-0.21765655986964466,1.0331461468209435,-1.2687640326130727,0.16590477842170887,-0.8871586623046719,procedural_professional,31.896983355428475,-20.19680999599895,0.958957708106152,79.81818181818181,15.090909090909092,52.54545454545455,procedural_professional
qwen,Qwen/Qwen3-32B,archaeologist,0.27333292960132316,0.2907640429521927,-0.09626917985455323,0.23118580286428755,-0.28371488643188286,-0.15359556835149213,0.7002959236745149,-0.8790301972801834,0.12780035639810128,-0.5825044570170798,procedural_professional,15.67727893071694,-19.48160605101912,1.9018414727192567,63.81818181818182,16.545454545454547,56.18181818181818,procedural_professional
qwen,Qwen/Qwen3-32B,architect,0.2421956914371987,0.3108847983927231,-0.09361804416260766,0.2513182346766245,-0.31833087494665824,-0.6970164359247065,0.9411300217525119,-0.8390797524207112,0.5130227495370752,-1.0441770577505385,procedural_professional,30.97130329752844,-9.428450367763908,-2.18207394378326,78.36363636363636,34.0,45.63636363636363,procedural_professional
qwen,Qwen/Qwen3-32B,archivist,0.23292994405176776,0.32925258231492166,-0.11975457564109013,0.24674733004016464,-0.31581028553967855,-0.8587263620384029,1.1609820391217773,-1.2329358884235788,0.4255611433446184,-1.0105600178556697,procedural_professional,26.8646063860428,-17.740686681530775,-1.48385940771466,72.9090909090909,18.363636363636363,46.72727272727273,procedural_professional
qwen,Qwen/Qwen3-32B,artisan,0.3103392626953934,0.21980469122089932,-0.031397298227241244,0.26126609502775117,-0.2529093818072744,0.492255342692162,-0.14904750803288486,0.09853595965243543,0.7033692812821885,-0.1716521876711075,grounded_social,-13.80224354546352,-12.1746258284918,-14.988344807819512,35.09090909090909,27.818181818181817,15.818181818181818,grounded_social
qwen,Qwen/Qwen3-32B,ascetic,0.3260670675320021,0.21482953912470834,-0.062468693192882896,0.18557943281983655,-0.19774351103889823,0.7667439567523363,-0.20859727351899762,-0.36968452979780114,-0.7448510537578823,0.5640936951451868,mythic_spiritual,-40.43957584187381,-40.35086932375388,-4.578672191424315,13.272727272727272,0.5454545454545454,38.0,mythic_spiritual
qwen,Qwen/Qwen3-32B,assistant,0.20312510494763145,0.3255091949853765,-0.09641627922838407,0.2650071864475865,-0.32782862262545276,-1.3788936112490637,1.1161758033950813,-0.8812468644394487,0.7749528933929477,-1.1708482885925415,procedural_professional,33.702802703307285,3.4417180159693257,-5.155534094272262,83.45454545454545,63.81818181818182,36.18181818181818,procedural_professional
qwen,Qwen/Qwen3-32B,auctioneer,0.2965346852338839,0.1849445596980753,0.036742115898292245,0.20386726293774568,-0.2058086180528072,0.25133174436036065,-0.5663036274163614,1.1253411567795353,-0.3949240430018878,0.45652955816508256,grounded_social,-9.95945401779541,16.72485490803798,12.63663386298368,38.72727272727273,80.54545454545455,81.63636363636364,grounded_social
qwen,Qwen/Qwen3-32B,auditor,0.1628729442486894,0.37718655174262594,-0.15209850853088597,0.21213357232715935,-0.3346943626538743,-2.081392142859939,1.7347246268958647,-1.720332482788008,-0.23675301254218178,-1.2624164971250882,procedural_professional,48.155016282063954,-12.294598875007566,13.609157249160592,99.8181818181818,27.454545454545453,83.0909090909091,procedural_professional
qwen,Qwen/Qwen3-32B,avatar,0.3494407987951776,0.2047100024420438,-0.014842142366115793,0.24037146736977488,-0.21833443404018388,1.1746726643180785,-0.3297224219827315,0.3480086076874715,0.30356271319432226,0.2894730536041164,mythic_spiritual,-38.01488885516367,-35.416923328790055,-12.98249677852985,13.636363636363637,1.6363636363636365,18.727272727272727,mythic_spiritual
qwen,Qwen/Qwen3-32B,bard,0.3421710760127594,0.16254015445205763,0.024896727532505512,0.22414814775820144,-0.17384356944623203,1.047798243387897,-0.8344717260917052,0.9468408498416017,-0.006861087749540165,0.8828466375248122,mythic_spiritual,-54.34791312892803,-24.25955982319055,-2.864858953133651,2.0,11.818181818181818,42.72727272727273,mythic_spiritual
qwen,Qwen/Qwen3-32B,bartender,0.3147894568942691,0.1268207453496239,0.059735040898625594,0.24647429761722423,-0.19670437050953715,0.5699221023345975,-1.2620129136226277,1.471825716273993,0.4203368264637741,0.5779526872266321,grounded_social,-16.59911513699866,36.32504789496574,-2.7782731805029304,32.18181818181818,93.63636363636364,43.45454545454545,grounded_social
qwen,Qwen/Qwen3-32B,biologist,0.23627888771873873,0.32489913892742517,-0.11834547418393976,0.23360724691936205,-0.3141788041371045,-0.800279114297079,1.1088737763450542,-1.2117018828476607,0.17413328241731826,-0.9888009898893546,procedural_professional,32.23865112417156,-16.158082908950185,4.347481104188773,80.9090909090909,20.90909090909091,63.81818181818182,procedural_professional
qwen,Qwen/Qwen3-32B,blogger,0.30643118618468107,0.1897453875682631,0.00903338816860165,0.26253689557378335,-0.23386115092785967,0.4240498609856723,-0.5088404246274948,0.7077933101512996,0.7276853118595201,0.0823936063907075,grounded_social,-0.3216902853846179,20.848443684805705,-14.3913451026762,47.09090909090909,84.9090909090909,17.636363636363637,grounded_social
qwen,Qwen/Qwen3-32B,bohemian,0.4024488217692658,0.10298388952675416,0.06964505813341526,0.2197745461197346,-0.15151883623365614,2.099792152471946,-1.5473266380542767,1.621161564415489,-0.09054741563638287,1.1805910638765613,grounded_social,-42.551435791686856,2.6971743287550676,-6.445254122135833,9.272727272727272,62.36363636363637,33.63636363636363,grounded_social
qwen,Qwen/Qwen3-32B,builder,0.250229990579105,0.2713216462060188,-0.054888062275867545,0.24378399773816972,-0.2859015574272232,-0.5567982898250358,0.46758139669371496,-0.2554506268065962,0.36885950035974163,-0.6116680351404167,procedural_professional,14.492160790572491,-0.1423124990226293,-2.4334241164624792,62.72727272727273,56.54545454545455,44.18181818181818,procedural_professional
qwen,Qwen/Qwen3-32B,caregiver,0.2626056380596081,0.2369244738825479,-0.020152694147452146,0.35760993513671924,-0.2984032891968293,-0.3408130102319386,0.055866637899440214,0.2679829391567318,2.546852721182994,-0.7784033290720802,grounded_social,1.3446118294445395,14.616833976346667,-43.37051712113408,50.0,78.36363636363636,0.1818181818181818,grounded_social
qwen,Qwen/Qwen3-32B,cartographer,0.2477199971657848,0.30298422563438604,-0.09775127529196885,0.23866851305029468,-0.3026821736133372,-0.6006038062642254,0.8465646203600311,-0.9013641623913753,0.2709776710855734,-0.835470706938926,procedural_professional,22.1600985036012,-15.313847139336392,2.3800074486671052,67.0909090909091,22.727272727272727,57.63636363636363,procedural_professional
qwen,Qwen/Qwen3-32B,caveman,0.2746373443323421,0.1123555620434777,0.0486689322248298,0.1936966716028641,-0.13209053003769333,-0.1308303448891778,-1.4351530019938221,1.3050685164352451,-0.5895324027957959,1.43970591323317,trickster_chaos,-54.942088966229505,15.489350114826983,0.4026689357458955,1.2727272727272727,78.72727272727273,50.36363636363637,trickster_chaos
qwen,Qwen/Qwen3-32B,celebrity,0.310008962669612,0.15731723481781884,0.042716581840249374,0.2448121879130575,-0.2014436278448867,0.4864908003899995,-0.896987129311208,1.2153714682811667,0.3885333223532445,0.5147453268872896,grounded_social,-6.950382540189189,33.26173521791948,-10.510408261204082,40.90909090909091,91.0909090909091,23.818181818181817,grounded_social
qwen,Qwen/Qwen3-32B,chameleon,0.31070302036947445,0.19269779799064676,-0.0006113423618253067,0.2545960268395511,-0.24011368384995022,0.49860380268702703,-0.47350173650853083,0.5624551155010199,0.5757413993745483,-0.000996273811066853,grounded_social,-0.6396592389936702,15.88044389738716,-5.605038716673175,46.72727272727273,79.0909090909091,35.45454545454545,grounded_social
qwen,Qwen/Qwen3-32B,chef,0.2739432916761113,0.2232020461553651,-0.006097360964799195,0.2671107033962397,-0.2681316115933252,-0.14294325916251205,-0.10838308497425789,0.4797853055920044,0.8152024688303291,-0.3746706977820848,grounded_social,4.4813056568202105,12.232802469489958,-8.70258861017748,52.90909090909091,74.0,29.272727272727273,grounded_social
