k,status,profile_r2,delta_profile_r2,delta_ci_low,delta_ci_high,within_primary_tolerance,fraction_of_best_gain
0,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.1916783521830527,0.0,0.0,0.0,True,0.0
1,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.1946925879345108,0.003014235751458094,0.0023945576243987153,0.003672680447942152,True,0.43220148302355754
2,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.19671241091663177,0.0050340587335790665,0.004244351797220174,0.0058031812752333016,True,0.721817345981676
3,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.19818565148643133,0.006507299303378622,0.005619539304324969,0.0073567549909773055,True,0.9330605305301396
4,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.19840900230835481,0.006730650125302107,0.00580392402203104,0.007662782434132859,True,0.9650860800987705
5,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.19865249704338814,0.0069741448603354295,0.0060279785660356505,0.007930652706503902,True,1.0
6,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.19841751948364825,0.006739167300595539,0.005730280286935724,0.007726308117596745,True,0.9663073302253448
7,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.19793729117194195,0.00625893898888924,0.005247840638128657,0.00730391212748213,True,0.8974489509798065
8,NESTED_HELDOUT_ADAPTIVE_DISTINCT_PATH,0.19766778161389797,0.005989429430845267,0.004980029158750015,0.007030125253736024,True,0.8588048500267599
