tolerance_absolute_r2,smallest_k,performance,best_admissible_k,best_performance,fraction_of_best_improvement,baseline_within_tolerance
0.005,1,0.1946925879345108,5,0.19865249704338814,0.43220148302355754,False
0.01,1,0.1946925879345108,5,0.19865249704338814,0.43220148302355754,True
0.02,1,0.1946925879345108,5,0.19865249704338814,0.43220148302355754,True
