family,target,baseline_r2,candidate_r2,delta_r2
BFAS:BFAS:N:W,IPIPneo:E4:AL,0.11308097436790532,0.11256275993341147,-0.0005182144344938466
BFAS:BFAS:N:W,IPIPneo:E5:ES,0.10186158083732977,0.10183264924407187,-2.893159325789707e-05
BFAS:BFAS:N:W,IPIPneo:N1:ANX,0.2110155820203814,0.21142589902975728,0.00041031700937588234
BFAS:BFAS:N:W,IPIPneo:N4:SC,0.30871437898817244,0.31115160221446236,0.0024372232262899196
BFAS:BFAS:N:W,IPIPneo:N5:IM,0.11457224386382547,0.11426027926390969,-0.0003119645999157816
BFAS:BFAS:N:W,IPIPneo:O1:IM,0.12264888992016276,0.12241410876414993,-0.000234781156012831
BFAS:BFAS:N:W,IPIPneo:O2:AI,0.10853650686961636,0.107727750393941,-0.000808756475675354
BFAS:BFAS:N:W,IPIPneo:O3:EM,0.1857573816411251,0.18559545368940866,-0.00016192795171643404
BFAS:BFAS:N:W,IPIPneo:O4:AD,0.1278684482165473,0.12800818722699459,0.00013973901044728176
BFAS:BFAS:N:W,IPIPneo:O5:IN,0.23894149575369705,0.2369493866730078,-0.0019921090806892527
BFAS:BFAS:N:W,IPIPneo:O6:LI,0.07717833234222127,0.07615646745229487,-0.0010218648899263938
BFAS:BFAS:N:W,MPQ:MPQ:AB,0.12567722958925842,0.12545706560475056,-0.00022016398450785957
BFAS:BFAS:N:W,MPQ:MPQ:AC,0.26863776291342845,0.2683091987338633,-0.0003285641795651717
BFAS:BFAS:N:W,MPQ:MPQ:AG,0.12090376736613428,0.11996599364469229,-0.0009377737214419923
BFAS:BFAS:N:W,MPQ:MPQ:AL,0.3009458474425877,0.3006324862940791,-0.0003133611485085508
BFAS:BFAS:N:W,MPQ:MPQ:CO,0.2068767794494386,0.2070923566049534,0.00021557715551479006
BFAS:BFAS:N:W,MPQ:MPQ:HA,0.1133822344468427,0.11347799265537917,9.575820853646722e-05
BFAS:BFAS:N:W,MPQ:MPQ:SC,0.35928056623115456,0.3589890853565464,-0.0002914808746081743
BFAS:BFAS:N:W,MPQ:MPQ:SP,0.318387336141137,0.31823665846430793,-0.00015067767682908073
BFAS:BFAS:N:W,MPQ:MPQ:TR,0.0912678673106333,0.0914991907945717,0.00023132348393839486
BFAS:BFAS:N:W,MPQ:MPQ:UV,0.12192667155283854,0.12216020423635476,0.00023353268351622436
BFAS:BFAS:N:W,PS:PS:P,0.29617585159574444,0.2961001677129199,-7.568388282452876e-05
BFAS:BFAS:N:W,QB6:QB6:A,0.1547511416134263,0.15112290419843688,-0.0036282374149894103
BFAS:BFAS:N:W,QB6:QB6:C,0.2880013064446012,0.28700532639950027,-0.0009959800451009304
