axis,assistant_coordinate,role_count,rank_count_le_assistant,percentile_le_assistant,role_min,role_median,role_max,nearest_lower_role_pc,nearest_upper_role_pc
PC1,33.70280270327191,275,229,83.27272727272728,-60.938872717021006,1.34461182945744,48.15501628203943,33.60711550517487,33.702802703308954
PC2,3.4417180154398817,275,176,64.0,-44.00800269921331,-2.691352988920311,78.11385466430272,3.441718014945549,3.8726537741772336
PC3,-5.155534089069803,275,99,36.0,-43.370517142750685,0.28310250054088654,36.36362997770404,-5.1763196868687045,-5.155533989826894
