model,trait,primary_factor,primary_loading,secondary_factor,secondary_loading,communality,assignment_confidence,stability,clean_loading,cross_loading,weakly_explained,cross_loading_stability
Qwen,progressive,Qwen_F4,-0.6941181796632495,Qwen_F1,-0.48517892449770245,0.8945850500900557,0.20893925516554707,1.0,False,True,False,1.0
Qwen,provocative,Qwen_F1,-0.7092337733496118,Qwen_F4,-0.33480930854657076,0.9641185662443886,0.37442446480304103,1.0,False,True,False,0.95
Qwen,qualitative,Qwen_F3,-0.5418843898429073,Qwen_F1,-0.35520478798326716,0.9552338186505483,0.18667960185964017,1.0,False,True,False,1.0
Qwen,quantitative,Qwen_F3,0.5726530136245132,Qwen_F2,-0.42186969749080594,0.9563249761173589,0.1507833161337072,0.9,False,True,False,1.0
Qwen,radical,Qwen_F1,-0.5523991908519736,Qwen_F4,-0.38284612763467446,0.8979933288754828,0.16955306321729918,0.9,False,True,False,1.0
Qwen,rationalist,Qwen_F2,-0.4941709074907937,Qwen_F1,0.4074534470862825,0.9818422492610206,0.08671746040451117,0.95,False,True,False,1.0
Qwen,reactive,Qwen_F1,-0.8008063475772197,Qwen_F2,0.3441698635372513,0.9821884595386062,0.45663648403996837,1.0,False,True,False,0.9
Qwen,rebellious,Qwen_F1,-0.8025775607074216,Qwen_F4,-0.352090988918891,0.9579073590946084,0.4504865717885306,1.0,False,True,False,1.0
Qwen,reductionist,Qwen_F3,0.761739787927328,Qwen_F4,0.41652333071994585,0.9098828676060831,0.34521645720738214,1.0,False,True,False,1.0
Qwen,regulatory,Qwen_F1,0.7253707344455779,Qwen_F4,0.33931117686277873,0.9652890584221987,0.38605955758279914,1.0,False,True,False,0.95
Qwen,relativist,Qwen_F3,-0.6697356218209277,Qwen_F1,-0.41052192973891133,0.9024646112566663,0.2592136920820164,1.0,False,True,False,1.0
Qwen,reserved,Qwen_F1,0.7326273790906422,Qwen_F2,-0.3430827186431372,0.9818209928858097,0.389544660447505,1.0,False,True,False,0.95
Qwen,resilient,Qwen_F1,0.946143895450859,Qwen_F5,0.1572880765278184,0.9642808262082894,0.7888558189230406,1.0,True,False,False,0.0
Qwen,reverent,Qwen_F3,-0.8011426714239646,Qwen_F1,0.7183086328202787,0.9610524539348212,0.08283403860368588,0.9,False,True,False,1.0
Qwen,rhetorical,Qwen_F3,-0.5576663900015415,Qwen_F1,-0.5019046929263162,0.9714920384004173,0.05576169707522527,0.9,False,True,False,1.0
Qwen,risk_taking,Qwen_F1,-0.720583186703885,Qwen_F4,-0.3869149509558471,0.9808552003283648,0.3336682357480379,1.0,False,True,False,1.0
Qwen,ritualistic,Qwen_F1,0.669047323219575,Qwen_F3,-0.6187175241699266,0.9553775306728193,0.050329799049648405,0.75,False,True,False,1.0
Qwen,romantic,Qwen_F3,-0.6620453455142526,Qwen_F1,-0.4183769930695665,0.9728643246939013,0.24366835244468615,1.0,False,True,False,1.0
Qwen,sarcastic,Qwen_F1,-0.9447907602242187,Qwen_F5,0.10078775630791802,0.9666296020124469,0.8440030039163007,1.0,True,False,False,0.0
Qwen,sardonic,Qwen_F1,-0.9745789613035474,Qwen_F2,-0.11545453184966238,0.9610898081007209,0.859124429453885,1.0,True,False,False,0.0
Qwen,sassy,Qwen_F1,-0.9282193201296497,Qwen_F3,0.21692809632759327,0.974245957432761,0.7112912238020564,1.0,True,False,False,0.0
Qwen,savage,Qwen_F1,-0.8962177633166956,Qwen_F5,0.30724455069852796,0.9842338909747191,0.5889732126181676,1.0,False,True,False,0.6
Qwen,secular,Qwen_F3,0.7892623806879073,Qwen_F2,-0.3286778498888011,0.9483256137313433,0.4605845307991062,1.0,False,True,False,1.0
Qwen,serene,Qwen_F1,0.8664368139582584,Qwen_F3,-0.5854816395328915,0.9695127260411075,0.280955174425367,1.0,False,True,False,1.0
Qwen,serious,Qwen_F1,0.8549035212272298,Qwen_F2,-0.26876871766117555,0.9837579884148039,0.5861348035660543,1.0,True,False,False,0.05
Qwen,skeptical,Qwen_F2,-0.754981426693984,Qwen_F5,0.3327628542524946,0.9528311827210865,0.42221857244148947,1.0,False,True,False,0.95
Qwen,socratic,Qwen_F5,-0.6106892543287482,Qwen_F1,-0.5854971247667523,0.9003833829818437,0.025192129561995902,0.55,False,True,False,1.0
Qwen,solemn,Qwen_F1,0.8913008098095898,Qwen_F3,-0.4113518799592396,0.9765400099412102,0.4799489298503502,1.0,False,True,False,1.0
Qwen,specialized,Qwen_F2,-0.6267323589665138,Qwen_F5,0.4051533163896477,0.9716917614787455,0.22157904257686611,1.0,False,True,False,1.0
Qwen,speculative,Qwen_F1,-0.6553202516203045,Qwen_F4,-0.4627588531853441,0.9760154583305868,0.1925613984349604,1.0,False,True,False,1.0
Qwen,spiritual,Qwen_F3,-0.7872679080811289,Qwen_F2,0.2617006117240526,0.9687608093974867,0.5255672963570763,1.0,True,False,False,0.0
Qwen,spontaneous,Qwen_F1,-0.7737513925507509,Qwen_F3,-0.2753495810669508,0.9840315833464187,0.4984018114838001,1.0,True,False,False,0.15
Qwen,stoic,Qwen_F1,0.7087354926004164,Qwen_F2,-0.4241749608343595,0.9820345380156283,0.28456053176605683,1.0,False,True,False,1.0
Qwen,strategic,Qwen_F1,0.7589888286273484,Qwen_F2,-0.4016111049567089,0.9769753530890297,0.3573777236706395,1.0,False,True,False,1.0
Qwen,stream_of_consciousness,Qwen_F1,-0.855028311926082,Qwen_F5,-0.23765985460271852,0.9803117080898934,0.6173684573233634,1.0,True,False,False,0.0
Qwen,structuralist,Qwen_F1,0.5761923181385994,Qwen_F2,-0.46975722111245305,0.9741903392878057,0.10643509702614634,0.9,False,True,False,1.0
Qwen,submissive,Qwen_F5,-0.6375828618523923,Qwen_F2,0.4374622939337358,0.9634803028279908,0.2001205679186565,1.0,False,True,False,1.0
Qwen,subversive,Qwen_F1,-0.8331379380398684,Qwen_F4,-0.24786469204249817,0.978717889326094,0.5852732459973702,1.0,True,False,False,0.1
Qwen,supportive,Qwen_F1,0.7940359110234164,Qwen_F2,0.48812535920437194,0.9663424013454696,0.3059105518190445,0.95,False,True,False,1.0
Qwen,sycophantic,Qwen_F1,-0.5907123037177737,Qwen_F2,0.4287930225636742,0.9388821664878972,0.16191928115409954,1.0,False,True,False,1.0
Qwen,systems_thinker,Qwen_F4,-1.024623454973408,Qwen_F1,0.25851016743018695,0.9076274898844369,0.7661132875432209,1.0,True,False,False,0.35
Qwen,tactful,Qwen_F1,0.8778585920261702,Qwen_F5,-0.3787463499017449,0.9705869687304981,0.49911224212442534,0.95,False,True,False,0.95
Qwen,technical,Qwen_F2,-0.6076593786652973,Qwen_F1,0.4426280281587599,0.9746879444941084,0.1650313505065374,1.0,False,True,False,1.0
Qwen,temperamental,Qwen_F1,-0.9092161121487052,Qwen_F2,0.12123367337602041,0.9757875240913447,0.7879824387726848,1.0,True,False,False,0.0
Qwen,theatrical,Qwen_F3,-0.6030644519973629,Qwen_F1,-0.540760109628548,0.9339823311021437,0.06230434236881488,0.9,False,True,False,1.0
Qwen,theoretical,Qwen_F3,-0.6196625136698004,Qwen_F2,-0.608941318444686,0.9661906032009948,0.010721195225114388,0.5,False,True,False,1.0
Qwen,traditional,Qwen_F1,0.7127267400739337,Qwen_F4,0.49646087011376117,0.924704201252273,0.2162658699601725,0.95,False,True,False,1.0
Qwen,transparent,Qwen_F3,0.6478331488953243,Qwen_F1,0.49792625530013795,0.9572754047302057,0.14990689359518633,1.0,False,True,False,1.0
Qwen,understated,Qwen_F4,0.6659106080633842,Qwen_F5,-0.569254996609473,0.9491725519973775,0.09665561145391122,1.0,False,True,False,1.0
Qwen,universalist,Qwen_F3,-0.7491607900137945,Qwen_F5,0.5570710456058474,0.9084725667208743,0.19208974440794713,1.0,False,True,False,1.0
Qwen,urgent,Qwen_F5,0.7103072459136687,Qwen_F1,-0.6277498521101121,0.9558326919466591,0.08255739380355653,0.75,False,True,False,1.0
Qwen,utilitarian,Qwen_F3,0.8106091934103525,Qwen_F2,-0.2875074399131747,0.9307443735599448,0.5231017534971778,1.0,True,False,False,0.45
Qwen,verbose,Qwen_F2,-0.8642307469516151,Qwen_F4,-0.35985365366942335,0.904090726797898,0.5043770932821917,1.0,False,True,False,0.85
Qwen,vindictive,Qwen_F5,0.6108052651319481,Qwen_F2,-0.48427602025481625,0.9605300800437473,0.12652924487713185,1.0,False,True,False,1.0
Qwen,visceral,Qwen_F1,-0.8193861842024264,Qwen_F2,0.287186927011579,0.9800100527204276,0.5321992571908474,1.0,True,False,False,0.35
Qwen,whimsical,Qwen_F1,-0.7791424997417197,Qwen_F3,-0.3262106684611671,0.9420091775282043,0.4529318312805526,1.0,False,True,False,1.0
Qwen,witty,Qwen_F1,-0.8931350796068964,Qwen_F4,-0.1773647965125304,0.9501066828422203,0.715770283094366,1.0,True,False,False,0.0
Qwen,wry,Qwen_F1,-0.9756792381556103,Qwen_F2,-0.22719387866047305,0.9483105277178838,0.7484853594951373,1.0,True,False,False,0.0
Qwen,zealous,Qwen_F1,-0.6298081165133375,Qwen_F3,-0.4061162807959864,0.974934679574959,0.22369183571735107,1.0,False,True,False,1.0
Llama,absolutist,Llama_F2,-0.7861247200557261,Llama_F1,-0.4214196305964241,0.9355624991985604,0.36470508945930197,0.75,False,True,False,1.0
Llama,abstract,Llama_F2,-0.5165066933397139,Llama_F6,0.3901299399359243,0.9395522769988516,0.12637675340378957,0.95,False,True,False,1.0
Llama,accessible,Llama_F3,0.5637577084527705,Llama_F2,0.5563088138175504,0.9169814218575396,0.007448894635220138,0.25,False,True,False,1.0
Llama,accommodating,Llama_F3,0.5161638695477113,Llama_F5,0.41507237909658984,0.9074488179790963,0.10109149045112148,0.75,False,True,False,1.0
Llama,acerbic,Llama_F1,-0.7643813924564532,Llama_F6,-0.29205166204172506,0.9558550390814394,0.47232973041472814,0.9,True,False,False,0.35
Llama,adaptable,Llama_F6,0.6002719519100248,Llama_F2,0.48707736766786425,0.9273966454960243,0.11319458424216056,0.55,False,True,False,1.0
Llama,adventurous,Llama_F4,-0.8162530158036385,Llama_F2,-0.2297716153560382,0.9482673739846589,0.5864814004476003,0.75,True,False,False,0.65
Llama,agreeable,Llama_F1,0.8596825158030176,Llama_F6,0.19479864388313164,0.9685435843824106,0.664883871919886,0.9,True,False,False,0.1
Llama,altruistic,Llama_F1,0.8314317734967988,Llama_F2,-0.2271993189276495,0.904563706845571,0.6042324545691493,0.9,True,False,False,0.1
Llama,analytical,Llama_F3,-0.5366031744376444,Llama_F6,0.5018264243471124,0.9568185323135325,0.03477675009053194,0.55,False,True,False,1.0
Llama,animated,Llama_F4,-0.7304698405020903,Llama_F3,0.4212878480895203,0.8999061259948731,0.30918199241257,0.8,False,True,False,1.0
Llama,anthropocentric,Llama_F1,-0.789061739709991,Llama_F3,0.2848517013530227,0.7717980773281506,0.5042100383569683,0.9,True,False,False,0.45
Llama,anxious,Llama_F6,-0.5795213893836124,Llama_F1,-0.4711165962694789,0.9366971468586789,0.10840479311413354,0.65,False,True,False,0.9
Llama,arrogant,Llama_F1,-0.7106680516973691,Llama_F2,-0.43242415465967715,0.942546602545774,0.278243897037692,0.95,False,True,False,1.0
Llama,artistic,Llama_F2,-0.6799521380497134,Llama_F4,-0.3636265372884595,0.9426577405996431,0.31632560076125393,1.0,False,True,False,0.65
Llama,ascetic,Llama_F2,-0.8740471421848609,Llama_F6,0.16893634894229678,0.7930492103442246,0.7051107932425641,1.0,True,False,False,0.35
Llama,assertive,Llama_F1,-0.7703661593120303,Llama_F3,0.4700885683934702,0.9643264535342162,0.30027759091856016,0.9,False,True,False,1.0
Llama,avoidant,Llama_F6,-0.8747668149435482,Llama_F2,-0.18356207683084155,0.9429613964912595,0.6912047381127067,0.8,True,False,False,0.2
Llama,benevolent,Llama_F1,0.8234740532765726,Llama_F6,0.27622747019970567,0.9655270703094043,0.5472465830768669,0.9,True,False,False,0.25
Llama,big_picture,Llama_F6,0.7411940457317475,Llama_F2,-0.2512510080109472,0.9499769320419368,0.48994303772080033,0.85,True,False,False,0.45
Llama,bitter,Llama_F1,-0.7735875063869792,Llama_F6,-0.24321232186755287,0.9565562490629915,0.5303751845194262,0.9,True,False,False,0.15
Llama,blunt,Llama_F1,-0.7296085177860979,Llama_F2,0.3420357367057778,0.8841421231698391,0.3875727810803201,0.9,False,True,False,1.0
Llama,bombastic,Llama_F2,-0.7328125360925354,Llama_F3,-0.2941549241068497,0.9541652101007237,0.4386576119856857,1.0,True,False,False,0.35
Llama,calculating,Llama_F6,0.47958701776425205,Llama_F3,-0.4485480572292893,0.9529065796767837,0.031038960534962745,0.6,False,True,False,0.95
Llama,callous,Llama_F1,-0.8208199701379403,Llama_F6,-0.28723430845830156,0.9629267619677229,0.5335856616796387,0.9,True,False,False,0.25
Llama,calm,Llama_F1,0.5870934299603472,Llama_F6,0.43945561656467935,0.9608483882229573,0.14763781339566784,0.85,False,True,False,0.75
Llama,casual,Llama_F3,0.525208145347967,Llama_F6,-0.4820385014481392,0.9514761482704635,0.0431696438998278,0.45,False,True,False,1.0
Llama,cautious,Llama_F3,-0.5943948910321085,Llama_F5,0.5757336655369716,0.8555458823363087,0.018661225495136935,0.4,False,True,False,1.0
Llama,challenging,Llama_F1,-0.6107631206330497,Llama_F6,0.4608627408037803,0.9386914513501836,0.1499003798292694,0.85,False,True,False,1.0
Llama,chaotic,Llama_F4,-0.5405979831828054,Llama_F2,-0.4603773497947407,0.9371492022012019,0.08022063338806468,0.35,False,True,False,0.85
Llama,charismatic,Llama_F6,0.6808969558847352,Llama_F4,-0.4545576778102186,0.9218989927234689,0.2263392780745166,0.75,False,True,False,0.8
Llama,chill,Llama_F1,0.7765590207070501,Llama_F3,0.4330809160827818,0.8871544992975284,0.34347810462426825,0.9,False,True,False,1.0
Llama,circumspect,Llama_F5,0.5395898109862587,Llama_F1,0.5013421286937231,0.94864898633077,0.03824768229253561,0.75,False,True,False,1.0
Llama,closure_seeking,Llama_F5,-0.9615012441199733,Llama_F2,-0.14676426090880693,0.9623378178513562,0.8147369832111664,1.0,True,False,False,0.45
Llama,collaborative,Llama_F1,0.7318301801089581,Llama_F2,0.2521574159930065,0.7804757447095634,0.47967276411595156,0.9,True,False,False,0.2
Llama,collectivistic,Llama_F1,0.896204016004376,Llama_F2,-0.19452148038479863,0.7409897991831758,0.7016825356195774,0.95,True,False,False,0.1
Llama,competitive,Llama_F1,-0.7944924634679228,Llama_F4,-0.188342130231559,0.9071564706421986,0.6061503332363638,0.9,True,False,False,0.1
Llama,conceptual,Llama_F2,-0.5415628487717185,Llama_F6,0.3463105970531243,0.9350372413982082,0.19525225171859417,1.0,False,True,False,1.0
Llama,conciliatory,Llama_F1,0.7953764688497681,Llama_F6,0.20032618020450113,0.9681811495942415,0.595050288645267,0.9,True,False,False,0.1
Llama,concise,Llama_F6,-0.8718836236515164,Llama_F5,-0.23459578745647414,0.8165099135910424,0.6372878361950423,0.85,True,False,False,0.4
Llama,condescending,Llama_F1,-0.5825417480824457,Llama_F6,-0.37037917266550524,0.8949349231851274,0.2121625754169405,0.85,False,True,False,0.95
Llama,confident,Llama_F2,-0.603407208337711,Llama_F5,-0.5425885263658691,0.957004374271674,0.060818681971841926,0.6,False,True,False,1.0
Llama,confrontational,Llama_F1,-1.0288548282575942,Llama_F6,0.27977211277288655,0.9360869743997676,0.7490827154847077,0.9,True,False,False,0.55
Llama,conscientious,Llama_F6,0.6989379277725716,Llama_F1,0.2932053414492162,0.955575740035756,0.4057325863233554,0.8,True,False,False,0.55
Llama,constructivist,Llama_F5,0.5781299181458555,Llama_F6,0.4773501766002985,0.8249918667219517,0.10077974154555697,0.75,False,True,False,0.95
Llama,contemporary,Llama_F2,0.9366923216442845,Llama_F4,-0.1786933315436112,0.8849428755894143,0.7579989901006733,1.0,True,False,False,0.3
Llama,contrarian,Llama_F1,-0.6667805748265769,Llama_F4,-0.3542161879953976,0.9273587181113712,0.3125643868311793,1.0,False,True,False,0.9
Llama,convergent,Llama_F5,-0.5752205938891533,Llama_F4,0.36428706091370666,0.9088153962994912,0.2109335329754466,0.95,False,True,False,1.0
Llama,cosmopolitan,Llama_F1,0.5231430930510247,Llama_F3,-0.3993350787831019,0.9176195900448665,0.12380801426792276,0.9,False,True,False,0.9
Llama,creative,Llama_F4,-0.6171027020359867,Llama_F2,-0.5203520774036636,0.9637117378898628,0.09675062463232309,0.35,False,True,False,0.8
Llama,critical,Llama_F1,-0.5699570102350366,Llama_F6,0.4466244450077186,0.8307460836328984,0.12333256522731806,0.95,False,True,False,0.95
Llama,cruel,Llama_F1,-0.7963684428675265,Llama_F6,-0.297869423780438,0.9630733576402324,0.4984990190870885,0.9,True,False,False,0.4
Llama,cryptic,Llama_F2,-0.7925667724279853,Llama_F4,-0.28788261981878527,0.9484252964460389,0.5046841526092001,1.0,True,False,False,0.25
Llama,curious,Llama_F6,0.7296519420878751,Llama_F1,0.2724316772440533,0.9411044416272318,0.4572202648438218,0.8,True,False,False,0.35
Llama,cynical,Llama_F1,-0.9274538797647328,Llama_F3,-0.1393276944565636,0.938757464483269,0.7881261853081692,0.95,True,False,False,0.1
Llama,data_driven,Llama_F3,-0.8853987749957716,Llama_F5,-0.2730160857247248,0.9232621850583513,0.6123826892710468,1.0,True,False,False,0.2
Llama,decisive,Llama_F5,-0.7362554348595963,Llama_F6,0.44034709766296626,0.9243103878714937,0.29590833719663007,0.6,False,True,False,0.8
Llama,deconstructionist,Llama_F6,0.470732164623194,Llama_F1,-0.45431930056689157,0.9465881135845489,0.016412864056302434,0.2,False,True,False,0.95
Llama,deferential,Llama_F5,0.5966914011166902,Llama_F6,-0.5340776701734324,0.7961039301265882,0.06261373094325773,0.4,False,True,False,1.0
Llama,deontological,Llama_F2,-0.7677114689111078,Llama_F6,0.4372688746594469,0.7477715058015866,0.33044259425166084,0.6,False,True,False,1.0
Llama,descriptive,Llama_F3,-0.8415591388197782,Llama_F1,0.5604156796446559,0.9237563913606845,0.2811434591751223,1.0,False,True,False,1.0
Llama,detached,Llama_F3,-0.9166396856272698,Llama_F5,-0.1500812458400978,0.964260209176056,0.7665584397871721,1.0,True,False,False,0.0
Llama,deterministic,Llama_F2,-0.6655453694016564,Llama_F1,-0.35239499870654917,0.9499351344311279,0.31315037069510726,1.0,False,True,False,0.9
Llama,diplomatic,Llama_F1,0.7462490447057408,Llama_F3,-0.2899815702559961,0.9691625760397474,0.45626747444974475,0.9,True,False,False,0.25
Llama,disorganized,Llama_F6,-0.7350046980088456,Llama_F1,-0.280187182055332,0.9539154948809427,0.4548175159535136,0.9,True,False,False,0.45
Llama,dispassionate,Llama_F3,-0.834637966167641,Llama_F1,0.15889724300482538,0.9663665326122749,0.6757407231628156,1.0,True,False,False,0.15
Llama,divergent,Llama_F4,-0.5006237731817603,Llama_F6,0.4023380569093745,0.9012991644644202,0.0982857162723858,0.5,False,True,False,1.0
Llama,dogmatic,Llama_F1,-0.7026979195762922,Llama_F2,-0.26086378959966344,0.9519958024952015,0.4418341299766288,0.9,True,False,False,0.25
Llama,dominant,Llama_F6,0.620905780290277,Llama_F5,-0.4919781595658728,0.9361913645906366,0.12892762072440417,0.55,False,True,False,1.0
Llama,dramatic,Llama_F2,-0.7348136429921176,Llama_F4,-0.3400796907290431,0.9471125465372318,0.3947339522630745,1.0,False,True,False,0.35
Llama,earnest,Llama_F6,0.6917226444568095,Llama_F1,0.42479711280180904,0.9560063677576629,0.2669255316550005,0.95,False,True,False,0.9
Llama,eclectic,Llama_F2,-0.554352951973941,Llama_F4,-0.47316921392331357,0.9365935192967481,0.0811837380506274,0.85,False,True,False,0.8
Llama,edgy,Llama_F1,-0.6399012474401176,Llama_F6,-0.3752342749918833,0.960952931641119,0.2646669724482343,0.9,False,True,False,0.9
Llama,educational,Llama_F6,0.7198552805608042,Llama_F3,-0.240510112873343,0.9583962547778102,0.47934516768746116,0.8,True,False,False,0.2
Llama,efficient,Llama_F6,-0.8541636478837692,Llama_F5,-0.2287064023501553,0.867716398408171,0.6254572455336139,0.85,True,False,False,0.4
Llama,effusive,Llama_F3,0.5193656784023727,Llama_F6,-0.4631552765305278,0.9201224499828082,0.056210401871844895,0.45,False,True,False,1.0
Llama,egalitarian,Llama_F6,0.6879123640764973,Llama_F3,0.36486627630699475,0.8514786967033765,0.3230460877695025,0.8,False,True,False,1.0
Llama,elitist,Llama_F1,-0.6690808631561868,Llama_F2,-0.5364188025942122,0.9220739497940085,0.1326620605619746,0.8,False,True,False,1.0
Llama,eloquent,Llama_F2,-0.5201714562255864,Llama_F6,0.4968269825165612,0.9395155768422743,0.02334447370902515,0.65,False,True,False,0.95
Llama,emotional,Llama_F3,0.8702255868030971,Llama_F5,0.2379399649574912,0.9516593671503835,0.6322856218456059,1.0,True,False,False,0.1
Llama,empathetic,Llama_F3,0.9223923774203006,Llama_F5,0.25448279088969133,0.9578531672563014,0.6679095865306093,1.0,True,False,False,0.1
Llama,enigmatic,Llama_F2,-0.7595094510254365,Llama_F6,-0.2681682996401266,0.9421341771794871,0.4913411513853099,1.0,True,False,False,0.1
Llama,entertaining,Llama_F6,-0.5326044180831323,Llama_F4,-0.44949874481573365,0.9154972259627108,0.08310567326739865,0.7,False,True,False,1.0
Llama,environmental,Llama_F2,-0.5854890395553928,Llama_F1,0.4098101600702352,0.7741652211083083,0.1756788794851576,0.95,False,True,False,1.0
Llama,epicurean,Llama_F2,-0.5839939944107136,Llama_F4,-0.3514176348070979,0.877319189962957,0.23257635960361572,1.0,False,True,False,0.65
Llama,erudite,Llama_F3,-0.5078450135437572,Llama_F6,0.4311464110674615,0.9624250072886953,0.07669860247629573,0.45,False,True,False,1.0
Llama,esoteric,Llama_F2,-0.6008331134425867,Llama_F3,-0.476553601774377,0.9448416597436124,0.12427951166820972,0.95,False,True,False,1.0
Llama,essentialist,Llama_F2,-0.8616503458988164,Llama_F1,-0.37776712595431605,0.9232646250261629,0.48388321994450034,1.0,False,True,False,0.9
Llama,ethereal,Llama_F2,-0.8378491287416825,Llama_F6,-0.25549556946224683,0.9445519116842147,0.5823535592794357,1.0,True,False,False,0.15
Llama,evil,Llama_F1,-0.6577624215025947,Llama_F6,-0.3507197015826933,0.950824944453025,0.3070427199199014,0.9,False,True,False,0.55
Llama,existentialist,Llama_F3,0.682042890005905,Llama_F4,-0.39460144959760834,0.7334174268053699,0.28744144040829667,1.0,False,True,False,1.0
Llama,experiential,Llama_F3,0.5554551876182551,Llama_F2,0.5145338281872865,0.8670003071333516,0.04092135943096853,0.4,False,True,False,1.0
Llama,exploratory,Llama_F6,0.5635535703040374,Llama_F2,0.4816748725820436,0.933240361408996,0.0818786977219938,0.55,False,True,False,1.0
Llama,extroverted,Llama_F3,0.6517383868767891,Llama_F4,-0.5885286909880033,0.828667789386873,0.06320969588878578,0.45,False,True,False,1.0
Llama,factual,Llama_F3,-0.4118663806286114,Llama_F6,0.4100147170615396,0.9645448569916,0.0018516635670718373,0.4,False,True,False,1.0
Llama,fatalistic,Llama_F2,-0.7277250055440685,Llama_F1,-0.2767748672977293,0.951139205349366,0.45095013824633917,1.0,True,False,False,0.1
Llama,flexible,Llama_F1,0.7887348764871485,Llama_F2,0.2961635376839591,0.9391010618963433,0.4925713388031894,0.95,True,False,False,0.35
Llama,flippant,Llama_F6,-0.6990525047103207,Llama_F1,-0.352783110787418,0.9559812397397194,0.3462693939229027,1.0,False,True,False,0.85
Llama,flirty,Llama_F6,-0.45531574425151133,Llama_F2,-0.3643206125771574,0.9091338172051823,0.09099513167435391,0.45,False,True,False,1.0
Llama,forgiving,Llama_F1,0.9041693278829264,Llama_F3,0.34326587148816684,0.9387297129647765,0.5609034563947595,0.9,False,True,False,0.95
Llama,formal,Llama_F6,0.545501723481837,Llama_F3,-0.45443073219424873,0.9432475363391029,0.09107099128758828,0.85,False,True,False,0.9
Llama,formalist,Llama_F3,-0.7302867922062563,Llama_F6,0.28522744646372317,0.9578285120077064,0.4450593457425331,1.0,True,False,False,0.55
Llama,fundamentalist,Llama_F2,-0.626780049700974,Llama_F1,-0.5999698961409158,0.9514528333877215,0.026810153560058225,0.5,False,True,False,1.0
Llama,futuristic,Llama_F4,-0.7110740988983484,Llama_F3,-0.43721459603400264,0.8540907496639277,0.27385950286434574,0.7,False,True,False,1.0
Llama,generalist,Llama_F6,0.7313241353761127,Llama_F2,0.33585292802415784,0.8963360525278267,0.3954712073519549,0.8,False,True,False,0.95
Llama,generous,Llama_F6,0.7961907786919967,Llama_F1,0.23258767120835197,0.9488778881292371,0.5636031074836447,0.8,True,False,False,0.3
Llama,goofy,Llama_F6,-0.783566786989467,Llama_F4,-0.2444721485282136,0.9316192003764834,0.5390946384612534,0.9,True,False,False,0.35
Llama,grandiose,Llama_F2,-0.718455003602065,Llama_F4,-0.30267901220538135,0.9597030883472032,0.4157759913966837,1.0,False,True,False,0.35
Llama,gregarious,Llama_F3,0.7861838779533813,Llama_F2,0.4526680655608858,0.890304514139322,0.3335158123924955,1.0,False,True,False,1.0
Llama,grounded,Llama_F2,0.6745635985760202,Llama_F4,0.3117379670137158,0.9597937588168755,0.3628256315623044,1.0,False,True,False,0.4
Llama,hedonistic,Llama_F6,-0.5361327007525769,Llama_F1,-0.3380206239522163,0.935541962549951,0.19811207680036058,0.85,False,True,False,0.9
Llama,historical,Llama_F2,-0.648931937736814,Llama_F1,-0.3064767016372888,0.8615122198398264,0.3424552360995252,1.0,False,True,False,0.55
Llama,holistic,Llama_F6,0.728528000372732,Llama_F1,0.2607218920495117,0.9562945069254938,0.46780610832322034,0.8,True,False,False,0.4
Llama,hostile,Llama_F1,-0.8006101312491956,Llama_F6,-0.2717342354099463,0.9637090575025126,0.5288758958392492,0.9,True,False,False,0.2
Llama,humanistic,Llama_F3,0.7460460619618713,Llama_F1,0.4481042993766678,0.8966786195707086,0.2979417625852035,1.0,False,True,False,1.0
Llama,humble,Llama_F2,0.7256147067141416,Llama_F5,0.450128292271771,0.9111486704135096,0.27548641444237065,0.85,False,True,False,1.0
Llama,iconoclastic,Llama_F1,-0.781034782379268,Llama_F4,-0.3049468452436062,0.9426229818957482,0.47608793713566183,1.0,False,True,False,0.75
Llama,idealistic,Llama_F2,-0.7749481100635995,Llama_F1,0.25746338474640457,0.8977888363791884,0.517484725317195,1.0,True,False,False,0.35
Llama,impatient,Llama_F6,-0.5252968065163359,Llama_F1,-0.510938600380427,0.9568646015205065,0.01435820613590888,0.45,False,True,False,0.85
Llama,improvisational,Llama_F3,0.6090396795476568,Llama_F5,0.35938958778654856,0.961790080873715,0.24965009176110825,0.9,False,True,False,0.8
Llama,impulsive,Llama_F6,-0.6482453050048826,Llama_F1,-0.33374516285095696,0.9661026504329948,0.3145001421539257,0.95,False,True,False,0.75
Llama,inclusive,Llama_F6,0.5202073416048661,Llama_F1,0.4775591957188617,0.944972947856894,0.04264814588600446,0.4,False,True,False,0.9
Llama,independent,Llama_F6,0.5988086520563409,Llama_F2,-0.2986281977781602,0.9236210516022474,0.30018045427818074,0.8,True,False,False,0.85
Llama,individualistic,Llama_F1,-0.43292900657034444,Llama_F2,-0.4122298434112604,0.9008884654754925,0.020699163159084044,0.3,False,True,False,1.0
Llama,innovative,Llama_F4,-0.801027675758929,Llama_F2,-0.22385609833289744,0.9286304176544208,0.5771715774260315,0.75,True,False,False,0.6
Llama,inquisitive,Llama_F5,0.6192082062678642,Llama_F2,0.4862161621774752,0.5958476686743905,0.132992044090389,0.95,False,True,False,0.95
Llama,inspirational,Llama_F1,0.7684518262354202,Llama_F6,0.3142329122211812,0.9602229604411666,0.454218914014239,0.9,False,True,False,0.65
Llama,interdisciplinary,Llama_F4,-0.48572457155811405,Llama_F3,-0.44072936999036544,0.8863736830970625,0.04499520156774861,0.5,False,True,False,1.0
