model,trait,persona_count,signed_score,missing,sd,skew,min,max,outliers_3iqr,max_abs_correlation_other,near_duplicate_representative
Qwen,secular,275,True,0,0.05666973614172787,-0.6969942765432938,-0.0042402415245868,0.2527188140640417,0,0.9812436579240891,secular
Qwen,serene,275,True,0,0.05661240890034315,-1.0963295257335177,0.0132225476136713,0.318915657448131,3,0.92995229841966,serene
Qwen,serious,275,True,0,0.0723798871847283,-1.002345067770925,-0.0083806676101086,0.3571129068549733,0,0.9899393123853634,serious
Qwen,skeptical,275,True,0,0.041096056096993995,-0.1526350164225652,0.0231467864943327,0.2393790934866893,0,0.9279710540567438,skeptical
Qwen,socratic,275,True,0,0.035946532478287434,0.2092169804113351,-0.2341430680326787,-0.0624227200740532,0,0.9140209804501466,socratic
Qwen,solemn,275,True,0,0.06814042165977117,-1.4310229655118247,0.04394785434104,0.4063371932159149,1,0.977960527840598,solemn
Qwen,specialized,275,True,0,0.052412585276828835,-0.7676256680209811,0.025666052340026,0.3181436810275838,0,0.9673149422437373,specialized
Qwen,speculative,275,True,0,0.0497640909724202,-0.23678027577221888,0.2396789272426411,0.4519327533546887,0,0.989373007011987,speculative
Qwen,spiritual,275,True,0,0.07962260156726221,0.64457062190359,-0.1175734936355933,0.2235830020198752,0,0.9923859557518607,spiritual
Qwen,spontaneous,275,True,0,0.0856439053327881,0.03129229146982974,-0.2580130776955286,0.0547647904520869,0,0.9918219553932176,spontaneous
Qwen,stoic,275,True,0,0.07254568151048334,-0.5506049873639894,-0.1076225777447087,0.2589467353213522,0,0.9849096396466644,stoic
Qwen,strategic,275,True,0,0.054833709382165745,-0.8020850229608876,0.2790187318009641,0.5858288780254061,0,0.9743384123745138,strategic
Qwen,stream_of_consciousness,275,True,0,0.07086337785307721,0.23722069582198627,-0.05071551074871,0.2634353121924826,0,0.9837267239521108,stream_of_consciousness
Qwen,structuralist,275,True,0,0.0717068137844155,-0.13389142011080063,0.1059636637276802,0.4342704208040931,0,0.9795445184107394,structuralist
Qwen,submissive,275,True,0,0.0401370215545331,0.7084123739921768,-0.3785834409076569,-0.1591625808077523,0,0.9356727584205824,submissive
Qwen,subversive,275,True,0,0.06626476992989504,0.22086683405450813,-0.2183229864998166,0.07289253131465,0,0.9823912732026229,subversive
Qwen,supportive,275,True,0,0.04070997808963368,-0.6244183182602662,0.2178320541761635,0.4467076916871061,0,0.9680868956649203,supportive
Qwen,sycophantic,275,True,0,0.055712645674012434,-0.019125018867659667,-0.3498161248994999,-0.094135149543179,0,0.959982163731847,sycophantic
Qwen,systems_thinker,275,True,0,0.02245038440462449,-0.5375363919514611,0.268134962847682,0.4180065218200234,0,0.9343225258521335,systems_thinker
Qwen,tactful,275,True,0,0.05255709875487309,-0.9714427623171535,0.0447998026630488,0.3181311143796746,0,0.9804834342901813,tactful
Qwen,technical,275,True,0,0.06248769027605344,-0.47372814080641273,0.0374079011221404,0.3852220387138124,0,0.968178172375773,technical
Qwen,temperamental,275,True,0,0.07501636457962199,0.6043564098209178,-0.3742506695977735,-0.0404347870023565,0,0.9922793595665617,temperamental
Qwen,theatrical,275,True,0,0.07601006053437498,0.4958243712830853,-0.0894051417850748,0.2043493460411005,0,0.9961604052103366,melodramatic
Qwen,theoretical,275,True,0,0.049969428750905605,-0.2769308834322565,0.0542319310064807,0.3578281908213483,0,0.9865867309572471,theoretical
Qwen,traditional,275,True,0,0.045488157928020335,-0.5699646460671265,-0.1769746406639916,0.0784197154599876,0,0.9584740757072525,traditional
Qwen,transparent,275,True,0,0.07796235965299633,-0.24671700222512935,0.132527407959981,0.4414854199998696,0,0.9841008834283264,transparent
Qwen,understated,275,True,0,0.03247941577022121,-0.17986190841361893,-0.4145224307601201,-0.2173948115348619,0,0.8712117135297708,understated
Qwen,universalist,275,True,0,0.0317945077604737,0.8989258740506259,-0.2014019465393658,-0.0045481290372908,0,0.9568459550265459,universalist
Qwen,urgent,275,True,0,0.03576725895483245,0.8657429703354397,-0.3319817178916492,-0.1546854242474409,0,0.9254423154969349,urgent
Qwen,utilitarian,275,True,0,0.044919989465033894,-0.27368027129244765,0.0279888171774391,0.2246746812131662,0,0.952263272114877,utilitarian
Qwen,verbose,275,True,0,0.022236348412753435,-0.4375950453860248,0.5593947955196934,0.6954455139963717,0,0.915416159530626,verbose
Qwen,vindictive,275,True,0,0.04389802988917006,-0.19512666236635698,-0.0925346134078362,0.1504350189885492,0,0.9658030349980317,vindictive
Qwen,visceral,275,True,0,0.08129331068116391,0.29213969602334094,-0.4056947213957959,-0.0753733167822423,0,0.9854675813958955,visceral
Qwen,whimsical,275,True,0,0.07940664558415063,0.34202038537761537,-0.3083695253952651,0.0283727158070278,0,0.9850721390723871,whimsical
Qwen,witty,275,True,0,0.06628368877114225,0.7573266289879558,-0.2767239240577828,0.07446129258854,0,0.9886263939444101,witty
Qwen,wry,275,True,0,0.05908077676413782,1.2500056769160093,-0.4135497498320443,-0.0745438093447539,0,0.9887079476748546,wry
Qwen,zealous,275,True,0,0.07509502405582337,0.13254895744969017,-0.2144366782597255,0.0540703553998144,0,0.9783098548754049,zealous
Llama,absolutist,275,True,0,0.03615897189191592,1.0780157711691398,-0.1649130434906786,0.0830507127471959,1,0.923856155719314,absolutist
Llama,abstract,275,True,0,0.06023539718915777,-0.31336319531772255,0.0327730632774187,0.3949346815567934,0,0.9977441138110907,abstract
Llama,accessible,275,True,0,0.05313587463497883,-0.6370735519670836,-0.0701428734330751,0.2658872422718612,0,0.9834464312726964,accessible
Llama,accommodating,275,True,0,0.049238506512922386,0.710687461355003,-0.038552516990117,0.2269703753879484,0,0.9319589323088204,accommodating
Llama,acerbic,275,True,0,0.06900184964785935,1.399317769395413,-0.4741365629170624,-0.0789874572969447,1,0.9798816866053928,acerbic
Llama,adaptable,275,True,0,0.048506058845160294,-1.720869642261332,0.3180325708779492,0.648881410372701,1,0.9063549627301309,adaptable
Llama,adventurous,275,True,0,0.0469599174932562,0.6482004416383407,-0.0710802139338539,0.1912221121960305,0,0.9579338052079137,adventurous
Llama,agreeable,275,True,0,0.07024316918046937,-1.5421145054729721,0.0202079099982869,0.4260467217204055,1,0.9945333620420558,agreeable
Llama,altruistic,275,True,0,0.05504946090558697,-1.5453448083435246,-0.0166937472407473,0.3033491771841696,4,0.9388978337110132,altruistic
Llama,analytical,275,True,0,0.07276270415901775,-0.46708330053296937,0.1260925608135129,0.4686207669752299,0,0.9542866395670034,analytical
Llama,animated,275,True,0,0.03718659079408789,-0.11677677366144676,-0.0553132156699971,0.1925282922293874,0,0.8423540757270004,animated
Llama,anthropocentric,275,True,0,0.027771928778032685,0.8360009821745553,-0.1691329052349268,-0.0069145655702435,0,0.8628212759465623,anthropocentric
Llama,anxious,275,True,0,0.06598613933256182,2.031166280277309,-0.2518756764269279,0.1306852773780224,7,0.985112245369069,anxious
Llama,arrogant,275,True,0,0.06552779792258884,1.2119041940870476,-0.2608496014540496,0.1389605431925677,0,0.9508311874372862,arrogant
Llama,artistic,275,True,0,0.07051937966773138,0.477796994612861,-0.0451359626457601,0.3139395922029466,0,0.9654520196932778,artistic
Llama,ascetic,275,True,0,0.05977519497672985,1.4686454990034115,0.0156606485338825,0.4460051889887373,2,0.8774834940653368,ascetic
Llama,assertive,275,True,0,0.037551365813731585,1.0273523678744056,-0.0644828794535107,0.1854365226309501,1,0.822102617452902,assertive
Llama,avoidant,275,True,0,0.04877501844991073,2.707278873709115,-0.6982231245162628,-0.3192783519770308,4,0.9742626419087508,avoidant
Llama,benevolent,275,True,0,0.06925718081650746,-1.3783947267404957,0.0644486051934073,0.4541076251825089,1,0.9923480052220106,benevolent
Llama,big_picture,275,True,0,0.05614040501155333,-2.324150337732944,0.1599959848595899,0.5641124924892064,8,0.9542470290649082,big_picture
Llama,bitter,275,True,0,0.07654803449754685,1.3463258754207565,-0.3587001151788526,0.1066736385689016,1,0.9838470122414583,bitter
Llama,blunt,275,True,0,0.0456019262937163,1.3898921208880552,-0.4003006893681278,-0.0776285104242275,4,0.8708831037494535,blunt
Llama,bombastic,275,True,0,0.07846360174609343,0.8467374979184633,-0.1860637806291266,0.2735004596707568,0,0.9840301634541857,bombastic
Llama,calculating,275,True,0,0.08800779308149115,-1.7959483666634701,-0.0201062144671066,0.458956147408237,5,0.9898768558083618,calculating
Llama,callous,275,True,0,0.0630227512480264,1.600824598193814,-0.4837594692020021,-0.0850271470413793,1,0.9880855925696443,callous
Llama,calm,275,True,0,0.07931908784335748,-1.3207400212751077,0.0633980256270265,0.4056339166354331,0,0.9777076129489753,calm
Llama,casual,275,True,0,0.08244470475573007,1.5844069720529435,-0.3514234950311323,0.1063732941033953,2,0.994642917108251,casual
Llama,cautious,275,True,0,0.031131118426284844,-0.3825870405691708,0.0759494787318084,0.2877263883599957,0,0.7308107669138802,cautious
Llama,challenging,275,True,0,0.04610743785762497,0.2977188928854207,-0.0563564575585469,0.2581804703623821,0,0.9361859515706465,challenging
Llama,chaotic,275,True,0,0.05415466835030725,0.7295130176811039,0.0035043019249857,0.2875614819695486,0,0.9233993247309334,chaotic
Llama,charismatic,275,True,0,0.048665205600644676,-2.7519628172487813,0.0428679409904462,0.4183994440792838,8,0.9035139627633159,charismatic
Llama,chill,275,True,0,0.04718611610629395,-1.1638538731798478,-0.0327563872079951,0.3257156562455552,3,0.8588985567065484,chill
Llama,circumspect,275,True,0,0.041291853851926005,-1.914318441618724,0.0167934692835281,0.3108075431471315,7,0.8607941568515071,circumspect
Llama,closure_seeking,275,True,0,0.028813624456742223,0.19573477859824429,-0.2745417833520037,-0.0527048822899326,1,0.9502200863891145,closure_seeking
Llama,collaborative,275,True,0,0.03287327973037156,-0.7027228524331092,0.0469303659590512,0.2442781287989157,0,0.8747294893362456,collaborative
Llama,collectivistic,275,True,0,0.032026057016896446,-0.7272723207436723,0.035157215059326,0.2123667319404728,0,0.8843565598000714,collectivistic
Llama,competitive,275,True,0,0.06320128054027233,1.2717387980088652,-0.2145023032490839,0.163167202404105,1,0.9552632079918484,competitive
Llama,conceptual,275,True,0,0.059618519673260977,-0.15920825197275873,0.0223690344808956,0.3756830988866984,0,0.9977441138110907,abstract
Llama,conciliatory,275,True,0,0.07683795539178415,-1.2012339577144884,0.0090966689166045,0.4210039304414378,0,0.9815090565125368,conciliatory
Llama,concise,275,True,0,0.03341838172227382,4.267804016068338,-0.4521451644393913,-0.1441223697835358,4,0.9838638973779117,concise
Llama,condescending,275,True,0,0.060437756509900374,1.1569946416281498,-0.2321495669332977,0.1350635973943628,0,0.9552969283018091,condescending
Llama,confident,275,True,0,0.03564929461492683,0.8718155758855498,-0.2022287691382459,0.049418475512339,1,0.9498533573133835,confident
Llama,confrontational,275,True,0,0.045728871037118944,1.3773680634374967,-0.3014090479029337,-0.0115918124386262,5,0.8700860186756196,confrontational
Llama,conscientious,275,True,0,0.08183086974758491,-2.261316797449347,-0.0141220868182649,0.432423924835706,7,0.9905487912971734,conscientious
Llama,constructivist,275,True,0,0.03625953618784616,-0.40529574435441623,0.1213111102699257,0.406416315277213,1,0.893888578420291,constructivist
Llama,contemporary,275,True,0,0.04659219428285009,-0.888914436661448,-0.0746431855103086,0.1748758192304003,0,0.876160523318274,contemporary
Llama,contrarian,275,True,0,0.057716252581040815,0.996390637792116,-0.1440002462726136,0.1806694851125353,0,0.9822878617469991,contrarian
Llama,convergent,275,True,0,0.03291115000300148,0.49885118480655505,-0.3166871949665255,-0.0900610960454063,0,0.893888578420291,convergent
Llama,cosmopolitan,275,True,0,0.07114431893038509,-1.4696956023101868,-0.0279992633110715,0.3861327248747556,2,0.9219524156214796,cosmopolitan
Llama,creative,275,True,0,0.0626613801170251,0.35890731338989496,0.038181376564799,0.3677454147392488,0,0.9467809272131372,creative
Llama,critical,275,True,0,0.049164215039926094,1.1251843546422156,-0.0369425038043778,0.3043176094710935,1,0.941738331397231,critical
Llama,cruel,275,True,0,0.06890431919880409,1.5112163817909745,-0.4689532740665872,-0.0573287077245169,1,0.9923480052220106,cruel
Llama,cryptic,275,True,0,0.09638963398915361,1.1164800693749637,-0.160257792822178,0.3125692384595092,0,0.9911833629902125,cryptic
Llama,curious,275,True,0,0.057407290405817574,-2.9870986841648475,0.1279155594620533,0.526720212572521,11,0.9797101694302853,curious
Llama,cynical,275,True,0,0.06522021094247864,1.5933983502019655,-0.2901533796262943,0.1665094194158396,1,0.9606738240155615,cynical
Llama,data_driven,275,True,0,0.04702388248976227,0.1140956102655896,-0.4347899901881001,-0.1818307742437203,0,0.9351653904381291,data_driven
Llama,decisive,275,True,0,0.03288674242332074,-1.7094807941403205,-0.25886356415398,-0.0357231235751788,4,0.8387341396224174,decisive
Llama,deconstructionist,275,True,0,0.0492873017811863,0.2174549033023699,0.0530219958983826,0.3835925878240704,0,0.941738331397231,deconstructionist
Llama,deferential,275,True,0,0.02344124435743423,0.29095477533214825,-0.1751349357704182,-0.0286475755243243,0,0.6912988169090734,deferential
Llama,deontological,275,True,0,0.025525585107351405,1.198393825425339,0.0610516256899253,0.210424685840752,0,0.7725527947726953,deontological
Llama,descriptive,275,True,0,0.039853338175029666,-0.042177535766925206,-0.2208980070498506,0.0175837352296405,0,0.8299598973867265,descriptive
Llama,detached,275,True,0,0.05871158529122637,-0.22717338428524675,-0.2661463228476323,0.0716453951054457,0,0.9857987089754233,detached
Llama,deterministic,275,True,0,0.055054877395606695,0.8528448374277772,-0.1784146804804454,0.1117307283752353,0,0.9591474954574641,deterministic
Llama,diplomatic,275,True,0,0.0784361111554391,-1.2171389038915468,0.066493091070884,0.4532056648638469,0,0.9907466767827664,diplomatic
Llama,disorganized,275,True,0,0.08285192770826479,1.8524717204952508,-0.381190627350231,0.0866759570180916,4,0.9752691280880446,disorganized
Llama,dispassionate,275,True,0,0.06508015113003063,-0.30510467512276396,-0.209245874344205,0.1316782438313268,0,0.9809376556735174,dispassionate
Llama,divergent,275,True,0,0.03094935781583287,-1.8014658515501534,0.1782089535112795,0.4087907960235998,3,0.9097323371457811,divergent
Llama,dogmatic,275,True,0,0.06274297099351037,1.4004102074703544,-0.3431118896937792,0.0585850719057555,1,0.9727828298456982,dogmatic
Llama,dominant,275,True,0,0.044720753269918694,-1.3223783307763166,-0.067085339379888,0.2127469624147322,3,0.7859243540064853,dominant
Llama,dramatic,275,True,0,0.08181387307125684,0.8996024464366186,-0.0219009316145818,0.350575153174393,0,0.9881239615760713,dramatic
Llama,earnest,275,True,0,0.07230074639267854,-2.315125194408052,0.0855584130946734,0.4934792019950312,10,0.9743270461735074,earnest
Llama,eclectic,275,True,0,0.05957057951862525,0.26871833369195597,-0.068725786514798,0.2370460741887146,0,0.9467809272131372,eclectic
Llama,edgy,275,True,0,0.07740387988943338,1.1187541473156513,-0.4963677949165223,-0.1175884732605362,0,0.9816278929459957,edgy
Llama,educational,275,True,0,0.06835059307268943,-2.089170712233495,0.1752968828887886,0.5927398547406497,7,0.9876348460026023,educational
Llama,efficient,275,True,0,0.03965311696799475,3.773971756493292,-0.5833884539131561,-0.2257738527389549,5,0.9838638973779117,efficient
Llama,effusive,275,True,0,0.053460086329700666,0.80242592907917,-0.20279814059675,0.0689678259367822,0,0.9335262729868165,effusive
Llama,egalitarian,275,True,0,0.04114086325805223,-1.1144462242459319,0.147514195681298,0.497492237565676,5,0.8431855448381992,egalitarian
Llama,elitist,275,True,0,0.06078643354032196,0.9885490169765045,-0.1416537253758525,0.2114858405314983,0,0.9508311874372862,elitist
Llama,eloquent,275,True,0,0.07129620182147443,-1.4551577458419076,-0.045012464275981,0.482439431771809,3,0.9582273519245437,eloquent
Llama,emotional,275,True,0,0.0515666930925932,0.19118199864824598,0.0226240963464575,0.3292202826621836,0,0.9857987089754233,emotional
Llama,empathetic,275,True,0,0.05165400380065675,0.2318178520173197,0.053477009513559,0.36618360914918,0,0.939479017877223,empathetic
Llama,enigmatic,275,True,0,0.0959162856912545,0.9971679030539696,-0.1481264634678916,0.2945461909496609,0,0.9860871891505021,enigmatic
Llama,entertaining,275,True,0,0.06064180797942913,0.6981653939366478,-0.2517870976497548,0.0747783886512741,0,0.9706359789419751,entertaining
Llama,environmental,275,True,0,0.039257435879557184,0.10370424274228997,0.0120909997789571,0.2824664581998406,0,0.871043242923753,environmental
Llama,epicurean,275,True,0,0.06433186346072692,-0.43904189265962323,-0.0434803611981368,0.3700421022402419,0,0.9582273519245437,epicurean
Llama,erudite,275,True,0,0.07371296908319684,-1.101308639217569,-0.0867405503596818,0.3522086406150673,3,0.9698669784093741,erudite
Llama,esoteric,275,True,0,0.062392381786919845,0.700839603314483,-0.2947100053931565,0.0919701099384623,0,0.9834464312726964,esoteric
Llama,essentialist,275,True,0,0.036606090374815374,1.0985444688435073,-0.0716381210589811,0.1312557446786507,0,0.923856155719314,essentialist
Llama,ethereal,275,True,0,0.09974309351867905,1.2053806729498473,-0.0423873722645934,0.418565489563502,0,0.9911833629902125,ethereal
Llama,evil,275,True,0,0.07471036947521446,1.0010221398564716,-0.4064189643113316,-0.0522163053442431,0,0.9805081731474619,evil
Llama,existentialist,275,True,0,0.02835635186205552,-0.008865460826686763,0.0436197164666767,0.2221914416348828,0,0.7594098384637668,existentialist
Llama,experiential,275,True,0,0.04607781066173372,-0.08466410633723642,-0.2235803351003052,0.0375738021271504,0,0.9183818491589139,experiential
Llama,exploratory,275,True,0,0.036655140172661554,-2.142707735697935,0.1890397410776878,0.4673160103136057,3,0.9090298760124079,exploratory
Llama,extroverted,275,True,0,0.03656411509642379,0.1982382340309119,-0.0970688331428498,0.1845900177618514,2,0.8745435368258009,extroverted
Llama,factual,275,True,0,0.07801406941108754,-0.2758359475169865,-0.0473104963886399,0.2826109845284747,0,0.9504353823283577,factual
Llama,fatalistic,275,True,0,0.0704451274867527,0.8077055318602064,-0.1395533492492623,0.1792303531372522,0,0.9686780185944825,fatalistic
Llama,flexible,275,True,0,0.060211356354070406,-1.2175940096630429,-0.0943805304462131,0.2839333830174337,1,0.9727828298456982,flexible
Llama,flippant,275,True,0,0.08002310030901069,2.033793922240424,-0.5195394813137207,-0.1062168977569715,8,0.9896431989781606,flippant
Llama,flirty,275,True,0,0.06931336091155336,0.4213940705180133,-0.2727303278064059,0.0210341730612303,0,0.9420827069329765,flirty
Llama,forgiving,275,True,0,0.04672244577871828,-0.8002933235677187,0.0821609973457394,0.3657924371564309,2,0.9117786671862628,forgiving
Llama,formal,275,True,0,0.08317906689771397,-1.828245726474578,-0.0613884249582231,0.3980699084268138,6,0.994642917108251,formal
Llama,formalist,275,True,0,0.06591005488861612,-0.37489720284757616,-0.0392890253521829,0.3374974007636069,0,0.9625481725131614,formalist
Llama,fundamentalist,275,True,0,0.056585761199319344,1.2577073435352901,-0.3522482994940564,0.0095628331367914,1,0.9116507486006441,fundamentalist
Llama,futuristic,275,True,0,0.03985329716765551,0.276084884379379,-0.0657476832431207,0.1605781490713196,0,0.8376065633497275,futuristic
Llama,generalist,275,True,0,0.044388193067809015,-1.5295233304520723,0.2478542772725442,0.5656311720123329,2,0.935432468701254,generalist
Llama,generous,275,True,0,0.05779835953951304,-3.1057689683121072,0.1741741453529125,0.5945566924175916,7,0.982296881667151,generous
Llama,goofy,275,True,0,0.07469396595538323,1.9409222843326395,-0.4981188047921441,-0.0541845244083254,6,0.9586477357010095,goofy
Llama,grandiose,275,True,0,0.08454885078583929,0.8516462816123176,-0.1194510626619603,0.3330468965838382,0,0.9840301634541857,grandiose
Llama,gregarious,275,True,0,0.04471668268671395,-0.0045541172543961846,0.1391251032554678,0.4074673326961958,0,0.8745435368258009,gregarious
Llama,grounded,275,True,0,0.07745487557672838,-0.5948563630772186,-0.466155876225695,-0.0304505780999529,0,0.9678441699970178,grounded
Llama,hedonistic,275,True,0,0.0690185946854133,0.8249773978383587,-0.3230519831021601,0.0214904842094085,0,0.9504353823283577,hedonistic
Llama,historical,275,True,0,0.05196383486776565,0.5089587513970272,-0.2857937023842704,-0.0572667103022639,0,0.908334767589957,historical
Llama,holistic,275,True,0,0.05692484712852246,-2.6999299458490595,0.1837776406023362,0.6050353543383695,5,0.982296881667151,holistic
Llama,hostile,275,True,0,0.07065653581545724,1.6732555454161124,-0.4214664816474267,-0.0124906518625705,1,0.9934837438933743,hostile
Llama,humanistic,275,True,0,0.04620162591263008,-0.4866323942815765,0.1117097824904533,0.3940444212666673,0,0.8487780769164651,humanistic
Llama,humble,275,True,0,0.03255261158703416,-0.5721879992279094,-0.0787046239194894,0.1351936198313097,0,0.9498533573133835,humble
Llama,iconoclastic,275,True,0,0.06594933346191852,1.1690439554248118,-0.1929585477134741,0.1862051442298984,0,0.9694796938824153,iconoclastic
Llama,idealistic,275,True,0,0.05458595632505535,0.29556995549258513,0.029451406831001,0.3122716004188223,0,0.9072271106578823,idealistic
Llama,impatient,275,True,0,0.06516709899035972,1.7720494724709572,-0.4825260241686804,-0.15211990083384,5,0.970712137652652,impatient
Llama,improvisational,275,True,0,0.06804136288812722,0.14880084584073885,-0.2233193355949872,0.1329313499884247,0,0.9788837408435476,improvisational
Llama,impulsive,275,True,0,0.07900683738912079,1.7486329174444954,-0.5716485797686132,-0.1522355351180547,5,0.9875802094417748,impulsive
Llama,inclusive,275,True,0,0.05115505463942515,-1.5619821804516156,0.1861181666957032,0.5277586125641651,4,0.9511978447086256,inclusive
Llama,independent,275,True,0,0.05652223849697104,-2.02979786858447,-0.0418756640720778,0.2920346279829737,11,0.9342168836829917,independent
Llama,individualistic,275,True,0,0.04965617589033225,0.3223709604307272,-0.0734302771878054,0.153822908815528,0,0.9103545659122777,individualistic
Llama,innovative,275,True,0,0.04848557310565825,0.6546677002987896,-0.1019792338289091,0.1503373069248078,0,0.9372214548735115,innovative
Llama,inquisitive,275,True,0,0.021787837833695933,1.727488466723384,-0.009770615587408,0.2351139774672219,3,0.667805557063795,inquisitive
Llama,inspirational,275,True,0,0.06394585090860999,-1.64910967135972,-0.0441333342781233,0.3517516662789906,2,0.9722626417748984,inspirational
Llama,interdisciplinary,275,True,0,0.043305081349243775,-0.7837704812369731,0.0840795119842286,0.3835372533858551,3,0.8911425671207897,interdisciplinary
Llama,introspective,275,True,0,0.043408213493254286,-1.6232424954540778,0.1354051776204636,0.4914997451624875,3,0.889896005306371,introspective
Llama,introverted,275,True,0,0.0823970731818499,-1.136909057447045,-0.0737247016109119,0.3982344710903259,6,0.9419198224208729,introverted
Llama,intuitive,275,True,0,0.04585714008001945,-1.5582977234354471,0.2631922234288912,0.6331610628512739,3,0.9173620801382775,intuitive
Llama,ironic,275,True,0,0.06831354100495532,1.251698351407987,-0.3907020745749758,-0.0495683120918921,0,0.9816278929459957,ironic
Llama,irreverent,275,True,0,0.07849969204017083,1.770892960850628,-0.5248016115621151,-0.1234068850601559,3,0.9896431989781606,irreverent
Llama,judgmental,275,True,0,0.071218144217791,1.3563410097144957,-0.4003914190923969,-0.0010767729901759,1,0.9907466767827664,judgmental
Llama,libertarian,275,True,0,0.041634660595850304,0.3240354888486267,-0.1211032084717886,0.0739165789915609,0,0.8962123414290721,libertarian
Llama,literal,275,True,0,0.04819392693150002,3.5969476879110127,-0.5590384901528316,-0.1652122539494877,7,0.9324716781296191,literal
Llama,manic,275,True,0,0.06659876815006939,1.434562629385602,-0.3460429752056842,0.0312749995193218,1,0.9814951597178164,manic
Llama,manipulative,275,True,0,0.07508799593102261,0.9196458874103706,-0.3275599581280278,0.0360755591983775,0,0.9772517235755646,manipulative
Llama,materialist,275,True,0,0.04522067959238294,0.9035064275128752,-0.5302602618031025,-0.1885321854899708,2,0.9173620801382775,materialist
Llama,meditative,275,True,0,0.07507373102550716,0.18278329918530317,0.074975007952038,0.513972539508308,0,0.9291180252377973,meditative
Llama,melancholic,275,True,0,0.0713169564263631,0.9479094174660903,-0.1590235557555313,0.1551709102133762,0,0.9594611479592324,melancholic
Llama,melodramatic,275,True,0,0.08236428192388238,0.9185964408190658,-0.0956093875551352,0.2598171858233432,0,0.9875981765781847,melodramatic
Llama,mercurial,275,True,0,0.08141063601858523,0.8410852628100333,-0.5110023584265551,-0.1070851584434304,0,0.965559751424177,mercurial
Llama,metaphorical,275,True,0,0.07479115975749068,0.7127336216841713,0.0176682261395117,0.4097811310927419,0,0.9886559663394229,metaphorical
Llama,methodical,275,True,0,0.08708009382027247,-1.2165855671942165,-0.0810777879761483,0.3746400639635225,0,0.9849154150866396,methodical
Llama,meticulous,275,True,0,0.08449280761050262,-1.7160167972266978,0.0134901686045162,0.4707187323611609,4,0.9960928771232643,meticulous
Llama,militant,275,True,0,0.07142092611858958,1.2662872812366328,-0.2981896676865767,0.1110665422068405,1,0.9815090565125368,militant
Llama,misanthropic,275,True,0,0.0755910456860528,1.068137186006811,-0.3129475356732504,0.1111713201882179,0,0.9497114832687191,misanthropic
Llama,mischievous,275,True,0,0.07514270369701305,1.1632055218347075,-0.4443288369511183,-0.0494031414648403,0,0.965559751424177,mischievous
Llama,moderate,275,True,0,0.07483130853873099,-1.0856406284536728,-0.0519428757181022,0.37643984448805,0,0.979561341741563,moderate
Llama,mystical,275,True,0,0.09586544991592003,1.0127366250033372,-0.0148039500494768,0.3977159164244961,0,0.9854915683911075,mystical
Llama,naive,275,True,0,0.06682022897444713,3.182429318595856,-0.2798620369309924,0.2648677388068057,10,0.8958311142911278,naive
Llama,narrative,275,True,0,0.06827189297367564,0.09807418227088241,-0.0341337142928445,0.2912253880573044,0,0.952727757318358,narrative
Llama,neurotic,275,True,0,0.07755041008220373,1.8891127757042314,-0.279853192646208,0.1205777494020218,6,0.9927834648421754,neurotic
Llama,nihilistic,275,True,0,0.0721325241759482,1.12310890053964,-0.2522740898798943,0.0963599340355232,0,0.9594611479592324,nihilistic
Llama,nonchalant,275,True,0,0.07199933262951053,2.227922502255198,-0.3660427844209991,0.0095205925465312,11,0.9905487912971734,nonchalant
Llama,nostalgic,275,True,0,0.07079967134122754,0.4689697086524215,-0.2516566451126443,0.1082913362814367,0,0.9241941088392202,nostalgic
Llama,nurturing,275,True,0,0.06141271692840345,-1.8726164067658688,0.148357590072895,0.5196203096842302,7,0.9770448341297804,nurturing
Llama,obsessive,275,True,0,0.06599744571819957,0.5283497092267245,-0.2197889887477065,0.0784452908125246,0,0.9552969283018091,obsessive
Llama,open_ended,275,True,0,0.03275047691609186,-0.02143600317761242,0.0027794080997614,0.1934351738213952,0,0.9502200863891145,open_ended
Llama,optimistic,275,True,0,0.05159940975083714,-1.2002772985512433,-0.0928315854472741,0.2647893805826122,1,0.9913878823396945,optimistic
Llama,pacifist,275,True,0,0.04517621955994441,0.871395923372739,0.066962191132187,0.3862145551884549,1,0.8752184054649382,pacifist
Llama,paradoxical,275,True,0,0.059087353310741775,0.46573856058719937,0.0231454798506079,0.295656232411114,0,0.9252739529470673,paradoxical
Llama,paranoid,275,True,0,0.06535342313955043,0.9283973199045358,-0.2119892542951149,0.1618344380130043,0,0.9532349267878689,paranoid
Llama,passionate,275,True,0,0.05439059513961916,0.4572296315550884,-0.0833445381786605,0.2022398134829395,0,0.9629706645018078,passionate
Llama,passive_aggressive,275,True,0,0.06447330747483994,1.096547245984924,-0.4184724380504852,-0.1002394104018575,0,0.9762001283945388,passive_aggressive
Llama,patient,275,True,0,0.06444802952314074,-1.6762000727681836,0.1411336636086128,0.4594046067055323,2,0.9852183257001483,patient
Llama,pedantic,275,True,0,0.05239010176470248,-0.2986069868440636,-0.0727280607388472,0.2471493923790554,0,0.9258089287795523,pedantic
Llama,pensive,275,True,0,0.07330541369627051,-2.18399321288225,0.1292116249805619,0.6064106010503294,7,0.9542470290649082,pensive
Llama,perfectionist,275,True,0,0.07914766014247365,-1.693220654134053,0.0762759432020438,0.4981333820515422,6,0.9960928771232643,meticulous
