model,variant,factors,factor_a,factor_b,correlation
Gemma,full_shrinkage,5,2,1,-0.007026622689949685
Gemma,full_shrinkage,5,2,2,1.0000000000000004
Gemma,full_shrinkage,5,2,3,-0.23564144549006663
Gemma,full_shrinkage,5,2,4,-0.06630154543877877
Gemma,full_shrinkage,5,2,5,0.4052099937641885
Gemma,full_shrinkage,5,3,1,-0.3178453494804576
Gemma,full_shrinkage,5,3,2,-0.23564144549006663
Gemma,full_shrinkage,5,3,3,1.0
Gemma,full_shrinkage,5,3,4,0.08523869390314609
Gemma,full_shrinkage,5,3,5,-0.09208272976307519
Gemma,full_shrinkage,5,4,1,-0.19463872735922405
Gemma,full_shrinkage,5,4,2,-0.06630154543877877
Gemma,full_shrinkage,5,4,3,0.08523869390314609
Gemma,full_shrinkage,5,4,4,1.0000000000000002
Gemma,full_shrinkage,5,4,5,-0.25196197814635274
Gemma,full_shrinkage,5,5,1,-0.06468871067136352
Gemma,full_shrinkage,5,5,2,0.4052099937641885
Gemma,full_shrinkage,5,5,3,-0.09208272976307519
Gemma,full_shrinkage,5,5,4,-0.25196197814635274
Gemma,full_shrinkage,5,5,5,1.0
Gemma,full_shrinkage,6,1,1,1.0000000000000002
Gemma,full_shrinkage,6,1,2,-0.4219679614540545
Gemma,full_shrinkage,6,1,3,0.43876439857166044
Gemma,full_shrinkage,6,1,4,-0.12013501830166534
Gemma,full_shrinkage,6,1,5,-0.24156829169136396
Gemma,full_shrinkage,6,1,6,-0.26045919273817225
Gemma,full_shrinkage,6,2,1,-0.4219679614540545
Gemma,full_shrinkage,6,2,2,1.0
Gemma,full_shrinkage,6,2,3,-0.10570423514818407
Gemma,full_shrinkage,6,2,4,0.14486963698383507
Gemma,full_shrinkage,6,2,5,0.3552082728947603
Gemma,full_shrinkage,6,2,6,0.005458101210690985
Gemma,full_shrinkage,6,3,1,0.43876439857166044
Gemma,full_shrinkage,6,3,2,-0.10570423514818407
Gemma,full_shrinkage,6,3,3,1.0000000000000002
Gemma,full_shrinkage,6,3,4,-0.1890626015516095
Gemma,full_shrinkage,6,3,5,0.057192498532386456
Gemma,full_shrinkage,6,3,6,-0.3031771858517848
Gemma,full_shrinkage,6,4,1,-0.12013501830166534
Gemma,full_shrinkage,6,4,2,0.14486963698383507
Gemma,full_shrinkage,6,4,3,-0.1890626015516095
Gemma,full_shrinkage,6,4,4,1.0000000000000004
Gemma,full_shrinkage,6,4,5,-0.07619886336825799
Gemma,full_shrinkage,6,4,6,-0.059955959356907396
Gemma,full_shrinkage,6,5,1,-0.24156829169136396
Gemma,full_shrinkage,6,5,2,0.3552082728947603
Gemma,full_shrinkage,6,5,3,0.057192498532386456
Gemma,full_shrinkage,6,5,4,-0.07619886336825799
Gemma,full_shrinkage,6,5,5,1.0
Gemma,full_shrinkage,6,5,6,-0.09012020750413247
Gemma,full_shrinkage,6,6,1,-0.26045919273817225
Gemma,full_shrinkage,6,6,2,0.005458101210690985
Gemma,full_shrinkage,6,6,3,-0.3031771858517848
Gemma,full_shrinkage,6,6,4,-0.059955959356907396
Gemma,full_shrinkage,6,6,5,-0.09012020750413247
Gemma,full_shrinkage,6,6,6,1.0
Gemma,full_shrinkage,7,1,1,0.9999999999999997
Gemma,full_shrinkage,7,1,2,-0.5187198851320352
Gemma,full_shrinkage,7,1,3,0.40580842294313785
Gemma,full_shrinkage,7,1,4,-0.08000206393232835
Gemma,full_shrinkage,7,1,5,-0.0826105770517921
Gemma,full_shrinkage,7,1,6,0.11434876278699882
Gemma,full_shrinkage,7,1,7,0.28619251039793087
Gemma,full_shrinkage,7,2,1,-0.5187198851320352
Gemma,full_shrinkage,7,2,2,1.0
Gemma,full_shrinkage,7,2,3,-0.13145984097215324
Gemma,full_shrinkage,7,2,4,0.05930568974223248
Gemma,full_shrinkage,7,2,5,-0.06218807959851779
Gemma,full_shrinkage,7,2,6,-0.053427027819063215
Gemma,full_shrinkage,7,2,7,-0.15537769203406337
Gemma,full_shrinkage,7,3,1,0.40580842294313785
Gemma,full_shrinkage,7,3,2,-0.13145984097215324
Gemma,full_shrinkage,7,3,3,0.9999999999999999
Gemma,full_shrinkage,7,3,4,-0.14322059706807228
Gemma,full_shrinkage,7,3,5,-0.21458901351022944
Gemma,full_shrinkage,7,3,6,0.02500885919590886
Gemma,full_shrinkage,7,3,7,0.47495225314755735
Gemma,full_shrinkage,7,4,1,-0.08000206393232835
Gemma,full_shrinkage,7,4,2,0.05930568974223248
Gemma,full_shrinkage,7,4,3,-0.14322059706807228
Gemma,full_shrinkage,7,4,4,0.9999999999999998
Gemma,full_shrinkage,7,4,5,0.3321177340180672
Gemma,full_shrinkage,7,4,6,-0.3169452993182247
Gemma,full_shrinkage,7,4,7,0.11100723863080407
Gemma,full_shrinkage,7,5,1,-0.0826105770517921
Gemma,full_shrinkage,7,5,2,-0.06218807959851779
Gemma,full_shrinkage,7,5,3,-0.21458901351022944
Gemma,full_shrinkage,7,5,4,0.3321177340180672
Gemma,full_shrinkage,7,5,5,1.0000000000000004
Gemma,full_shrinkage,7,5,6,-0.3903941611464652
Gemma,full_shrinkage,7,5,7,-0.06841822270718104
Gemma,full_shrinkage,7,6,1,0.11434876278699882
Gemma,full_shrinkage,7,6,2,-0.053427027819063215
Gemma,full_shrinkage,7,6,3,0.02500885919590886
Gemma,full_shrinkage,7,6,4,-0.3169452993182247
Gemma,full_shrinkage,7,6,5,-0.3903941611464652
Gemma,full_shrinkage,7,6,6,0.9999999999999998
Gemma,full_shrinkage,7,6,7,0.13977360303707131
Gemma,full_shrinkage,7,7,1,0.28619251039793087
Gemma,full_shrinkage,7,7,2,-0.15537769203406337
Gemma,full_shrinkage,7,7,3,0.47495225314755735
Gemma,full_shrinkage,7,7,4,0.11100723863080407
Gemma,full_shrinkage,7,7,5,-0.06841822270718104
Gemma,full_shrinkage,7,7,6,0.13977360303707131
Gemma,full_shrinkage,7,7,7,1.0
Gemma,full_shrinkage,8,1,1,1.0
Gemma,full_shrinkage,8,1,2,-0.11354656236779219
Gemma,full_shrinkage,8,1,3,0.32910080849050455
Gemma,full_shrinkage,8,1,4,-0.42166477653197765
Gemma,full_shrinkage,8,1,5,-0.13356550449447757
Gemma,full_shrinkage,8,1,6,0.5454261875246051
Gemma,full_shrinkage,8,1,7,0.053942581569571935
Gemma,full_shrinkage,8,1,8,0.28397198672133256
Gemma,full_shrinkage,8,2,1,-0.11354656236779219
Gemma,full_shrinkage,8,2,2,0.9999999999999998
Gemma,full_shrinkage,8,2,3,-0.11335392723088504
Gemma,full_shrinkage,8,2,4,0.27596126344231164
Gemma,full_shrinkage,8,2,5,-0.3152063786478151
Gemma,full_shrinkage,8,2,6,0.13404473373766354
Gemma,full_shrinkage,8,2,7,-0.014098441562668875
Gemma,full_shrinkage,8,2,8,-0.39983271702152295
Gemma,full_shrinkage,8,3,1,0.32910080849050455
Gemma,full_shrinkage,8,3,2,-0.11335392723088504
Gemma,full_shrinkage,8,3,3,1.0
Gemma,full_shrinkage,8,3,4,-0.4117060279075087
Gemma,full_shrinkage,8,3,5,-0.15213771589917396
Gemma,full_shrinkage,8,3,6,-0.026644527506211248
Gemma,full_shrinkage,8,3,7,0.4140208675337402
Gemma,full_shrinkage,8,3,8,0.2663635154255689
Gemma,full_shrinkage,8,4,1,-0.42166477653197765
Gemma,full_shrinkage,8,4,2,0.27596126344231164
Gemma,full_shrinkage,8,4,3,-0.4117060279075087
Gemma,full_shrinkage,8,4,4,0.9999999999999999
Gemma,full_shrinkage,8,4,5,0.03473003673525198
Gemma,full_shrinkage,8,4,6,-0.10900483522030344
Gemma,full_shrinkage,8,4,7,0.03655257558266408
Gemma,full_shrinkage,8,4,8,-0.08250289246273815
Gemma,full_shrinkage,8,5,1,-0.13356550449447757
Gemma,full_shrinkage,8,5,2,-0.3152063786478151
Gemma,full_shrinkage,8,5,3,-0.15213771589917396
Gemma,full_shrinkage,8,5,4,0.03473003673525198
Gemma,full_shrinkage,8,5,5,1.0000000000000002
Gemma,full_shrinkage,8,5,6,-0.27120670691245624
Gemma,full_shrinkage,8,5,7,-0.03652288840163324
Gemma,full_shrinkage,8,5,8,0.15611453951637894
Gemma,full_shrinkage,8,6,1,0.5454261875246051
Gemma,full_shrinkage,8,6,2,0.13404473373766354
Gemma,full_shrinkage,8,6,3,-0.026644527506211248
Gemma,full_shrinkage,8,6,4,-0.10900483522030344
Gemma,full_shrinkage,8,6,5,-0.27120670691245624
Gemma,full_shrinkage,8,6,6,0.9999999999999999
Gemma,full_shrinkage,8,6,7,-0.038265952577914965
Gemma,full_shrinkage,8,6,8,-0.11262757637221375
Gemma,full_shrinkage,8,7,1,0.053942581569571935
Gemma,full_shrinkage,8,7,2,-0.014098441562668875
Gemma,full_shrinkage,8,7,3,0.4140208675337402
Gemma,full_shrinkage,8,7,4,0.03655257558266408
Gemma,full_shrinkage,8,7,5,-0.03652288840163324
Gemma,full_shrinkage,8,7,6,-0.038265952577914965
Gemma,full_shrinkage,8,7,7,0.9999999999999998
Gemma,full_shrinkage,8,7,8,0.275429575191318
Gemma,full_shrinkage,8,8,1,0.28397198672133256
Gemma,full_shrinkage,8,8,2,-0.39983271702152295
Gemma,full_shrinkage,8,8,3,0.2663635154255689
Gemma,full_shrinkage,8,8,4,-0.08250289246273815
Gemma,full_shrinkage,8,8,5,0.15611453951637894
Gemma,full_shrinkage,8,8,6,-0.11262757637221375
Gemma,full_shrinkage,8,8,7,0.275429575191318
Gemma,full_shrinkage,8,8,8,1.0000000000000002
Gemma,full_shrinkage,9,1,1,1.0
Gemma,full_shrinkage,9,1,2,0.04043553652020351
Gemma,full_shrinkage,9,1,3,0.19310923894772078
Gemma,full_shrinkage,9,1,4,-0.3462659093872193
Gemma,full_shrinkage,9,1,5,-0.1344065919731142
Gemma,full_shrinkage,9,1,6,0.5747519879254911
Gemma,full_shrinkage,9,1,7,-0.032625502452062846
Gemma,full_shrinkage,9,1,8,0.18043765690335187
Gemma,full_shrinkage,9,1,9,-0.5148000192774854
Gemma,full_shrinkage,9,2,1,0.04043553652020351
Gemma,full_shrinkage,9,2,2,1.0000000000000002
Gemma,full_shrinkage,9,2,3,0.004226291836266924
Gemma,full_shrinkage,9,2,4,0.22186715984206257
Gemma,full_shrinkage,9,2,5,-0.3382326560891055
Gemma,full_shrinkage,9,2,6,0.19150219322760864
Gemma,full_shrinkage,9,2,7,0.029149391394787557
Gemma,full_shrinkage,9,2,8,-0.3589756645321279
Gemma,full_shrinkage,9,2,9,0.2573726680930739
Gemma,full_shrinkage,9,3,1,0.19310923894772078
Gemma,full_shrinkage,9,3,2,0.004226291836266924
Gemma,full_shrinkage,9,3,3,0.9999999999999998
Gemma,full_shrinkage,9,3,4,-0.36623379792795774
Gemma,full_shrinkage,9,3,5,-0.19901492710123034
Gemma,full_shrinkage,9,3,6,-0.020538445506453864
Gemma,full_shrinkage,9,3,7,0.3694289382636298
Gemma,full_shrinkage,9,3,8,0.1967749486199806
Gemma,full_shrinkage,9,3,9,-0.49497652786872265
Gemma,full_shrinkage,9,4,1,-0.3462659093872193
Gemma,full_shrinkage,9,4,2,0.22186715984206257
Gemma,full_shrinkage,9,4,3,-0.36623379792795774
Gemma,full_shrinkage,9,4,4,1.0
Gemma,full_shrinkage,9,4,5,0.01769268317476886
Gemma,full_shrinkage,9,4,6,-0.07723221420871566
Gemma,full_shrinkage,9,4,7,0.08190198712652495
Gemma,full_shrinkage,9,4,8,-0.031987527589220334
Gemma,full_shrinkage,9,4,9,0.4347380781210184
Gemma,full_shrinkage,9,5,1,-0.1344065919731142
Gemma,full_shrinkage,9,5,2,-0.3382326560891055
Gemma,full_shrinkage,9,5,3,-0.19901492710123034
Gemma,full_shrinkage,9,5,4,0.01769268317476886
Gemma,full_shrinkage,9,5,5,1.0000000000000004
Gemma,full_shrinkage,9,5,6,-0.24141722433100413
Gemma,full_shrinkage,9,5,7,-0.06102249201093345
Gemma,full_shrinkage,9,5,8,0.12593328734435977
Gemma,full_shrinkage,9,5,9,0.006550702929817493
Gemma,full_shrinkage,9,6,1,0.5747519879254911
Gemma,full_shrinkage,9,6,2,0.19150219322760864
Gemma,full_shrinkage,9,6,3,-0.020538445506453864
Gemma,full_shrinkage,9,6,4,-0.07723221420871566
Gemma,full_shrinkage,9,6,5,-0.24141722433100413
Gemma,full_shrinkage,9,6,6,0.9999999999999999
Gemma,full_shrinkage,9,6,7,-0.05491363560617722
Gemma,full_shrinkage,9,6,8,-0.1462970306625946
Gemma,full_shrinkage,9,6,9,-0.17489185393639597
Gemma,full_shrinkage,9,7,1,-0.032625502452062846
Gemma,full_shrinkage,9,7,2,0.029149391394787557
Gemma,full_shrinkage,9,7,3,0.3694289382636298
Gemma,full_shrinkage,9,7,4,0.08190198712652495
Gemma,full_shrinkage,9,7,5,-0.06102249201093345
Gemma,full_shrinkage,9,7,6,-0.05491363560617722
Gemma,full_shrinkage,9,7,7,1.0000000000000002
Gemma,full_shrinkage,9,7,8,0.2710115295823604
Gemma,full_shrinkage,9,7,9,-0.16629965210488293
Gemma,full_shrinkage,9,8,1,0.18043765690335187
Gemma,full_shrinkage,9,8,2,-0.3589756645321279
Gemma,full_shrinkage,9,8,3,0.1967749486199806
Gemma,full_shrinkage,9,8,4,-0.031987527589220334
Gemma,full_shrinkage,9,8,5,0.12593328734435977
Gemma,full_shrinkage,9,8,6,-0.1462970306625946
Gemma,full_shrinkage,9,8,7,0.2710115295823604
Gemma,full_shrinkage,9,8,8,1.0
Gemma,full_shrinkage,9,8,9,-0.4105721409737943
Gemma,full_shrinkage,9,9,1,-0.5148000192774854
Gemma,full_shrinkage,9,9,2,0.2573726680930739
Gemma,full_shrinkage,9,9,3,-0.49497652786872265
Gemma,full_shrinkage,9,9,4,0.4347380781210184
Gemma,full_shrinkage,9,9,5,0.006550702929817493
Gemma,full_shrinkage,9,9,6,-0.17489185393639597
Gemma,full_shrinkage,9,9,7,-0.16629965210488293
Gemma,full_shrinkage,9,9,8,-0.4105721409737943
Gemma,full_shrinkage,9,9,9,1.0000000000000004
Gemma,ordinary_sensitivity,4,1,1,1.0000000000000002
Gemma,ordinary_sensitivity,4,1,2,-0.06705842628052894
Gemma,ordinary_sensitivity,4,1,3,0.3296209551473172
Gemma,ordinary_sensitivity,4,1,4,0.16504456066562923
Gemma,ordinary_sensitivity,4,2,1,-0.06705842628052894
Gemma,ordinary_sensitivity,4,2,2,1.0000000000000002
Gemma,ordinary_sensitivity,4,2,3,-0.22624076567453746
Gemma,ordinary_sensitivity,4,2,4,0.008014300156698505
Gemma,ordinary_sensitivity,4,3,1,0.3296209551473172
Gemma,ordinary_sensitivity,4,3,2,-0.22624076567453746
Gemma,ordinary_sensitivity,4,3,3,1.0000000000000002
Gemma,ordinary_sensitivity,4,3,4,-0.09405324868451699
Gemma,ordinary_sensitivity,4,4,1,0.16504456066562923
Gemma,ordinary_sensitivity,4,4,2,0.008014300156698505
Gemma,ordinary_sensitivity,4,4,3,-0.09405324868451699
Gemma,ordinary_sensitivity,4,4,4,1.0000000000000002
Gemma,ordinary_sensitivity,5,1,1,0.9999999999999999
Gemma,ordinary_sensitivity,5,1,2,-0.007009670069029628
Gemma,ordinary_sensitivity,5,1,3,-0.31784675826315867
Gemma,ordinary_sensitivity,5,1,4,-0.19464298930550178
Gemma,ordinary_sensitivity,5,1,5,-0.06468620204937651
Gemma,ordinary_sensitivity,5,2,1,-0.007009670069029628
Gemma,ordinary_sensitivity,5,2,2,0.9999999999999999
Gemma,ordinary_sensitivity,5,2,3,-0.23564989970881364
Gemma,ordinary_sensitivity,5,2,4,-0.06628427092045956
Gemma,ordinary_sensitivity,5,2,5,0.40522475744768277
Gemma,ordinary_sensitivity,5,3,1,-0.31784675826315867
Gemma,ordinary_sensitivity,5,3,2,-0.23564989970881364
Gemma,ordinary_sensitivity,5,3,3,1.0000000000000002
Gemma,ordinary_sensitivity,5,3,4,0.08521428499782611
Gemma,ordinary_sensitivity,5,3,5,-0.0920857482846998
Gemma,ordinary_sensitivity,5,4,1,-0.19464298930550178
Gemma,ordinary_sensitivity,5,4,2,-0.06628427092045956
Gemma,ordinary_sensitivity,5,4,3,0.08521428499782611
Gemma,ordinary_sensitivity,5,4,4,1.0000000000000004
Gemma,ordinary_sensitivity,5,4,5,-0.25192609414400197
Gemma,ordinary_sensitivity,5,5,1,-0.06468620204937651
Gemma,ordinary_sensitivity,5,5,2,0.40522475744768277
Gemma,ordinary_sensitivity,5,5,3,-0.0920857482846998
Gemma,ordinary_sensitivity,5,5,4,-0.25192609414400197
Gemma,ordinary_sensitivity,5,5,5,1.0000000000000002
Gemma,ordinary_sensitivity,6,1,1,1.0000000000000002
Gemma,ordinary_sensitivity,6,1,2,-0.42176816106940124
Gemma,ordinary_sensitivity,6,1,3,0.43876682562161484
Gemma,ordinary_sensitivity,6,1,4,-0.11981618425811075
Gemma,ordinary_sensitivity,6,1,5,-0.24181878672011992
Gemma,ordinary_sensitivity,6,1,6,-0.2606389974428712
Gemma,ordinary_sensitivity,6,2,1,-0.42176816106940124
Gemma,ordinary_sensitivity,6,2,2,1.0000000000000002
Gemma,ordinary_sensitivity,6,2,3,-0.1056911324922616
Gemma,ordinary_sensitivity,6,2,4,0.14502600503886148
Gemma,ordinary_sensitivity,6,2,5,0.3552969561064779
Gemma,ordinary_sensitivity,6,2,6,0.005293201890842291
Gemma,ordinary_sensitivity,6,3,1,0.43876682562161484
Gemma,ordinary_sensitivity,6,3,2,-0.1056911324922616
Gemma,ordinary_sensitivity,6,3,3,1.0
Gemma,ordinary_sensitivity,6,3,4,-0.18929359089319112
Gemma,ordinary_sensitivity,6,3,5,0.056975627904301836
Gemma,ordinary_sensitivity,6,3,6,-0.3031135653102422
Gemma,ordinary_sensitivity,6,4,1,-0.11981618425811075
Gemma,ordinary_sensitivity,6,4,2,0.14502600503886148
Gemma,ordinary_sensitivity,6,4,3,-0.18929359089319112
Gemma,ordinary_sensitivity,6,4,4,1.0000000000000002
Gemma,ordinary_sensitivity,6,4,5,-0.07600915469399926
Gemma,ordinary_sensitivity,6,4,6,-0.059849186090505185
Gemma,ordinary_sensitivity,6,5,1,-0.24181878672011992
Gemma,ordinary_sensitivity,6,5,2,0.3552969561064779
Gemma,ordinary_sensitivity,6,5,3,0.056975627904301836
Gemma,ordinary_sensitivity,6,5,4,-0.07600915469399926
Gemma,ordinary_sensitivity,6,5,5,1.0000000000000002
Gemma,ordinary_sensitivity,6,5,6,-0.09004963799317568
Gemma,ordinary_sensitivity,6,6,1,-0.2606389974428712
Gemma,ordinary_sensitivity,6,6,2,0.005293201890842291
Gemma,ordinary_sensitivity,6,6,3,-0.3031135653102422
Gemma,ordinary_sensitivity,6,6,4,-0.059849186090505185
Gemma,ordinary_sensitivity,6,6,5,-0.09004963799317568
Gemma,ordinary_sensitivity,6,6,6,1.0000000000000002
Gemma,ordinary_sensitivity,7,1,1,1.0
Gemma,ordinary_sensitivity,7,1,2,-0.5187450622519721
Gemma,ordinary_sensitivity,7,1,3,0.40585893511632004
Gemma,ordinary_sensitivity,7,1,4,-0.07989432205176762
Gemma,ordinary_sensitivity,7,1,5,-0.08266333696353223
Gemma,ordinary_sensitivity,7,1,6,0.11450729004410014
Gemma,ordinary_sensitivity,7,1,7,0.28608507207726397
Gemma,ordinary_sensitivity,7,2,1,-0.5187450622519721
Gemma,ordinary_sensitivity,7,2,2,1.0000000000000002
Gemma,ordinary_sensitivity,7,2,3,-0.1316969808805875
Gemma,ordinary_sensitivity,7,2,4,0.05907581614450164
Gemma,ordinary_sensitivity,7,2,5,-0.06217127607239674
Gemma,ordinary_sensitivity,7,2,6,-0.05351454313524117
Gemma,ordinary_sensitivity,7,2,7,-0.15535422405776708
Gemma,ordinary_sensitivity,7,3,1,0.40585893511632004
Gemma,ordinary_sensitivity,7,3,2,-0.1316969808805875
Gemma,ordinary_sensitivity,7,3,3,0.9999999999999996
Gemma,ordinary_sensitivity,7,3,4,-0.1428557010705135
Gemma,ordinary_sensitivity,7,3,5,-0.21447697823595344
Gemma,ordinary_sensitivity,7,3,6,0.025053564409528842
Gemma,ordinary_sensitivity,7,3,7,0.47498413661077327
Gemma,ordinary_sensitivity,7,4,1,-0.07989432205176762
Gemma,ordinary_sensitivity,7,4,2,0.05907581614450164
Gemma,ordinary_sensitivity,7,4,3,-0.1428557010705135
Gemma,ordinary_sensitivity,7,4,4,0.9999999999999998
Gemma,ordinary_sensitivity,7,4,5,0.3322055196945363
Gemma,ordinary_sensitivity,7,4,6,-0.3168619807906966
Gemma,ordinary_sensitivity,7,4,7,0.11100955313438113
Gemma,ordinary_sensitivity,7,5,1,-0.08266333696353223
Gemma,ordinary_sensitivity,7,5,2,-0.06217127607239674
Gemma,ordinary_sensitivity,7,5,3,-0.21447697823595344
Gemma,ordinary_sensitivity,7,5,4,0.3322055196945363
Gemma,ordinary_sensitivity,7,5,5,0.9999999999999997
Gemma,ordinary_sensitivity,7,5,6,-0.39039290636410146
Gemma,ordinary_sensitivity,7,5,7,-0.06847177826532781
Gemma,ordinary_sensitivity,7,6,1,0.11450729004410014
Gemma,ordinary_sensitivity,7,6,2,-0.05351454313524117
Gemma,ordinary_sensitivity,7,6,3,0.025053564409528842
Gemma,ordinary_sensitivity,7,6,4,-0.3168619807906966
Gemma,ordinary_sensitivity,7,6,5,-0.39039290636410146
Gemma,ordinary_sensitivity,7,6,6,1.0
Gemma,ordinary_sensitivity,7,6,7,0.1399850126242788
Gemma,ordinary_sensitivity,7,7,1,0.28608507207726397
Gemma,ordinary_sensitivity,7,7,2,-0.15535422405776708
Gemma,ordinary_sensitivity,7,7,3,0.47498413661077327
Gemma,ordinary_sensitivity,7,7,4,0.11100955313438113
Gemma,ordinary_sensitivity,7,7,5,-0.06847177826532781
Gemma,ordinary_sensitivity,7,7,6,0.1399850126242788
Gemma,ordinary_sensitivity,7,7,7,0.9999999999999998
Gemma,ordinary_sensitivity,8,1,1,0.9999999999999998
Gemma,ordinary_sensitivity,8,1,2,-0.11220157820810508
Gemma,ordinary_sensitivity,8,1,3,0.3298580720892777
Gemma,ordinary_sensitivity,8,1,4,-0.42215496103950706
Gemma,ordinary_sensitivity,8,1,5,-0.1316489474562547
Gemma,ordinary_sensitivity,8,1,6,0.5464682388104822
Gemma,ordinary_sensitivity,8,1,7,0.0544223983425857
Gemma,ordinary_sensitivity,8,1,8,0.28099038388755365
Gemma,ordinary_sensitivity,8,2,1,-0.11220157820810508
Gemma,ordinary_sensitivity,8,2,2,1.0
Gemma,ordinary_sensitivity,8,2,3,-0.11463107173786158
Gemma,ordinary_sensitivity,8,2,4,0.27775614444301056
Gemma,ordinary_sensitivity,8,2,5,-0.3166126112487151
Gemma,ordinary_sensitivity,8,2,6,0.1323325420880488
Gemma,ordinary_sensitivity,8,2,7,-0.012371680887724754
Gemma,ordinary_sensitivity,8,2,8,-0.3989932405573502
Gemma,ordinary_sensitivity,8,3,1,0.3298580720892777
Gemma,ordinary_sensitivity,8,3,2,-0.11463107173786158
Gemma,ordinary_sensitivity,8,3,3,1.0
Gemma,ordinary_sensitivity,8,3,4,-0.4125130537558234
Gemma,ordinary_sensitivity,8,3,5,-0.1502041401631789
Gemma,ordinary_sensitivity,8,3,6,-0.025974903479819185
Gemma,ordinary_sensitivity,8,3,7,0.41481190665965056
Gemma,ordinary_sensitivity,8,3,8,0.2647720021946375
Gemma,ordinary_sensitivity,8,4,1,-0.42215496103950706
Gemma,ordinary_sensitivity,8,4,2,0.27775614444301056
Gemma,ordinary_sensitivity,8,4,3,-0.4125130537558234
Gemma,ordinary_sensitivity,8,4,4,1.0
Gemma,ordinary_sensitivity,8,4,5,0.03363658999027557
Gemma,ordinary_sensitivity,8,4,6,-0.11008734682591538
Gemma,ordinary_sensitivity,8,4,7,0.03517642546278413
Gemma,ordinary_sensitivity,8,4,8,-0.08129231523162865
Gemma,ordinary_sensitivity,8,5,1,-0.1316489474562547
Gemma,ordinary_sensitivity,8,5,2,-0.3166126112487151
Gemma,ordinary_sensitivity,8,5,3,-0.1502041401631789
Gemma,ordinary_sensitivity,8,5,4,0.03363658999027557
Gemma,ordinary_sensitivity,8,5,5,1.0000000000000002
Gemma,ordinary_sensitivity,8,5,6,-0.2700535094827384
Gemma,ordinary_sensitivity,8,5,7,-0.03623811771070168
Gemma,ordinary_sensitivity,8,5,8,0.15959366290579366
Gemma,ordinary_sensitivity,8,6,1,0.5464682388104822
Gemma,ordinary_sensitivity,8,6,2,0.1323325420880488
Gemma,ordinary_sensitivity,8,6,3,-0.025974903479819185
Gemma,ordinary_sensitivity,8,6,4,-0.11008734682591538
Gemma,ordinary_sensitivity,8,6,5,-0.2700535094827384
Gemma,ordinary_sensitivity,8,6,6,0.9999999999999998
Gemma,ordinary_sensitivity,8,6,7,-0.03723489118734917
Gemma,ordinary_sensitivity,8,6,8,-0.1125090710394121
Gemma,ordinary_sensitivity,8,7,1,0.0544223983425857
Gemma,ordinary_sensitivity,8,7,2,-0.012371680887724754
Gemma,ordinary_sensitivity,8,7,3,0.41481190665965056
Gemma,ordinary_sensitivity,8,7,4,0.03517642546278413
Gemma,ordinary_sensitivity,8,7,5,-0.03623811771070168
Gemma,ordinary_sensitivity,8,7,6,-0.03723489118734917
Gemma,ordinary_sensitivity,8,7,7,1.0
Gemma,ordinary_sensitivity,8,7,8,0.2739186398733841
Gemma,ordinary_sensitivity,8,8,1,0.28099038388755365
Gemma,ordinary_sensitivity,8,8,2,-0.3989932405573502
Gemma,ordinary_sensitivity,8,8,3,0.2647720021946375
Gemma,ordinary_sensitivity,8,8,4,-0.08129231523162865
Gemma,ordinary_sensitivity,8,8,5,0.15959366290579366
Gemma,ordinary_sensitivity,8,8,6,-0.1125090710394121
Gemma,ordinary_sensitivity,8,8,7,0.2739186398733841
Gemma,ordinary_sensitivity,8,8,8,1.0
Gemma,ordinary_sensitivity,9,1,1,0.9999999999999999
Gemma,ordinary_sensitivity,9,1,2,0.04105820726509426
Gemma,ordinary_sensitivity,9,1,3,0.19312018103911446
Gemma,ordinary_sensitivity,9,1,4,-0.346379134969024
Gemma,ordinary_sensitivity,9,1,5,-0.1346969978312528
Gemma,ordinary_sensitivity,9,1,6,0.5751191493384887
Gemma,ordinary_sensitivity,9,1,7,-0.03279823472704189
Gemma,ordinary_sensitivity,9,1,8,0.18089716436768186
Gemma,ordinary_sensitivity,9,1,9,-0.5139381742580604
Gemma,ordinary_sensitivity,9,2,1,0.04105820726509426
Gemma,ordinary_sensitivity,9,2,2,0.9999999999999997
Gemma,ordinary_sensitivity,9,2,3,0.004758687296450506
Gemma,ordinary_sensitivity,9,2,4,0.2211425228539004
Gemma,ordinary_sensitivity,9,2,5,-0.33819854416236006
Gemma,ordinary_sensitivity,9,2,6,0.19156249592551267
Gemma,ordinary_sensitivity,9,2,7,0.029018844393887466
Gemma,ordinary_sensitivity,9,2,8,-0.3586650407797756
Gemma,ordinary_sensitivity,9,2,9,0.25827561767212726
Gemma,ordinary_sensitivity,9,3,1,0.19312018103911446
Gemma,ordinary_sensitivity,9,3,2,0.004758687296450506
Gemma,ordinary_sensitivity,9,3,3,0.9999999999999998
Gemma,ordinary_sensitivity,9,3,4,-0.3661490282121944
Gemma,ordinary_sensitivity,9,3,5,-0.1993942405648344
Gemma,ordinary_sensitivity,9,3,6,-0.02004086782307285
Gemma,ordinary_sensitivity,9,3,7,0.36915699713460487
Gemma,ordinary_sensitivity,9,3,8,0.1970545313378896
Gemma,ordinary_sensitivity,9,3,9,-0.49468786743649157
Gemma,ordinary_sensitivity,9,4,1,-0.346379134969024
Gemma,ordinary_sensitivity,9,4,2,0.2211425228539004
Gemma,ordinary_sensitivity,9,4,3,-0.3661490282121944
