model_a,model_b,factor_a,factor_b,tucker_congruence,loading_vector_correlation,matched,sign_correction,shared_subspace_canonical_min,shared_subspace_canonical_mean,largest_principal_angle_deg,matched_mean_abs_congruence,permutation_p,permutation_null_p95,largest_disagreement_traits
Qwen,Llama,Qwen_F5,Llama_F6,0.12358774119022337,0.11937789485564597,False,1,0.8178839093667863,0.9114193115165659,35.12647745400018,0.7601579902418545,0.009900990099009901,0.1611888290706783,closure_seeking;efficient;concise;curious;circumspect;adaptable;generalist;urgent
Qwen,Gemma,Qwen_F1,Gemma_F1,0.7900323257089394,0.7747525772977185,True,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,vindictive;verbose;contrarian;challenging;concise;socratic;efficient;tactful
Qwen,Gemma,Qwen_F1,Gemma_F2,-0.48829049740998776,-0.5523682734509215,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,challenging;introspective;contrarian;wry;deconstructionist;provocative;acerbic;sardonic
Qwen,Gemma,Qwen_F1,Gemma_F3,0.7723705748572005,0.760605289221863,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,goofy;naive;disorganized;playful;divergent;whimsical;decisive;conscientious
Qwen,Gemma,Qwen_F1,Gemma_F4,-0.23255337468310397,-0.2928428171502508,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,literal;existentialist;rebellious;progressive;traditional;divergent;sassy;generalist
Qwen,Gemma,Qwen_F1,Gemma_F5,-0.3495865140270126,-0.35791675160361874,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,cruel;acerbic;hostile;wry;sardonic;arrogant;confrontational;circumspect
Qwen,Gemma,Qwen_F1,Gemma_F6,-0.3257110584089812,-0.25394389103150217,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,reverent;serene;meditative;ritualistic;solemn;pensive;earnest;collectivistic
Qwen,Gemma,Qwen_F2,Gemma_F1,-0.12419424894297731,-0.1420375617201827,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,verbose;divergent;concise;efficient;egalitarian;inspirational;wry;historical
Qwen,Gemma,Qwen_F2,Gemma_F2,0.7708426690427135,0.7718970586720155,True,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,vindictive;concise;inspirational;verbose;deferential;inclusive;pessimistic;independent
Qwen,Gemma,Qwen_F2,Gemma_F3,0.16055595180626567,0.15318433522435718,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,efficient;concise;verbose;urgent;circumspect;cautious;descriptive;impatient
Qwen,Gemma,Qwen_F2,Gemma_F4,-0.0388883255610934,-0.04816265817244663,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,verbose;efficient;concise;divergent;proactive;generous;exploratory;educational
Qwen,Gemma,Qwen_F2,Gemma_F5,0.47204204569105107,0.4738924118488393,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,introspective;closure_seeking;efficient;decisive;cautious;socratic;inquisitive;skeptical
Qwen,Gemma,Qwen_F2,Gemma_F6,0.07610472386854172,0.10114980524596066,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,esoteric;practical;historical;theoretical;deterministic;conceptual;abstract;egalitarian
Qwen,Gemma,Qwen_F3,Gemma_F1,0.044270977212057444,-0.03478561134726665,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,ascetic;deontological;divergent;principled;introverted;experiential;contemporary;concise
Qwen,Gemma,Qwen_F3,Gemma_F2,0.11928294394538219,0.08251127144453531,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,utilitarian;universalist;exploratory;pacifist;contemporary;secular;quantitative;fundamentalist
Qwen,Gemma,Qwen_F3,Gemma_F3,0.14386404901140407,0.08648887634454198,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,blunt;collectivistic;altruistic;meditative;serene;reverent;ascetic;contemporary
Qwen,Gemma,Qwen_F3,Gemma_F4,-0.022992315108139472,-0.07741501159522537,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,big_picture;literal;avoidant;environmental;reductionist;principled;idealistic;pensive
Qwen,Gemma,Qwen_F3,Gemma_F5,0.08828044056417787,0.09939398151152806,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,socratic;prescriptive;deontological;utilitarian;problem_solving;open_ended;introspective;proactive
Qwen,Gemma,Qwen_F3,Gemma_F6,-0.9301744660868897,-0.9229828822708203,True,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,deferential;anthropocentric;interdisciplinary;systems_thinker;passionate;egalitarian;existentialist;stream_of_consciousness
Qwen,Gemma,Qwen_F4,Gemma_F1,0.26999690236891216,0.19205920746750027,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,holistic;independent;systems_thinker;avoidant;inclusive;curious;generous;big_picture
Qwen,Gemma,Qwen_F4,Gemma_F2,0.09057640355053957,0.04029651458875845,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,generalist;pedantic;progressive;systems_thinker;interdisciplinary;generous;formalist;intuitive
Qwen,Gemma,Qwen_F4,Gemma_F3,0.21246441910636257,0.14491165726393382,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,generous;inclusive;systems_thinker;holistic;nurturing;inspirational;divergent;curious
Qwen,Gemma,Qwen_F4,Gemma_F4,0.7906585686081666,0.8018904024883392,True,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,introspective;educational;relativist;passive_aggressive;impulsive;condescending;obsessive;socratic
Qwen,Gemma,Qwen_F4,Gemma_F5,-0.175161330768038,-0.18195871248232343,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,avoidant;generous;submissive;interdisciplinary;systems_thinker;socratic;generalist;holistic
Qwen,Gemma,Qwen_F4,Gemma_F6,-0.36388542472979235,-0.26103072313266745,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,progressive;fundamentalist;exploratory;contemporary;proactive;egalitarian;inclusive;essentialist
Qwen,Gemma,Qwen_F5,Gemma_F1,0.11972051754069225,0.1420095227998822,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,closure_seeking;dominant;deferential;urgent;decisive;socratic;humble;circumspect
Qwen,Gemma,Qwen_F5,Gemma_F2,-0.26474511458240346,-0.25828360489770946,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,closure_seeking;decisive;deferential;circumspect;introspective;urgent;vindictive;anthropocentric
Qwen,Gemma,Qwen_F5,Gemma_F3,-0.5870839436243902,-0.5867440474687872,False,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,closure_seeking;rebellious;contrarian;challenging;socratic;critical;individualistic;decisive
Qwen,Gemma,Qwen_F5,Gemma_F4,0.09872271639911662,0.11185237006048546,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,decisive;proactive;dominant;understated;submissive;deferential;socratic;avoidant
Qwen,Gemma,Qwen_F5,Gemma_F5,-0.7345422677471514,-0.7379518478708882,True,-1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,vindictive;convergent;naive;generalist;pluralist;improvisational;introspective;paranoid
Qwen,Gemma,Qwen_F5,Gemma_F6,0.07079121433272388,0.04953733515774858,False,1,0.776822552828616,0.9212744493428333,39.02943504544542,0.803250059438772,0.009900990099009901,0.14855485143640929,meditative;problem_solving;forgiving;convergent;pacifist;urgent;quantitative;secular
Llama,Gemma,Llama_F1,Gemma_F1,0.4266887070326473,0.4047434617782883,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,vindictive;divergent;confrontational;optimistic;forgiving;anthropocentric;extroverted;blunt
Llama,Gemma,Llama_F1,Gemma_F2,-0.14269021373256707,-0.16796078962382696,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,forgiving;challenging;optimistic;confrontational;pedantic;critical;cynical;contrarian
Llama,Gemma,Llama_F1,Gemma_F3,0.8962699027650044,0.8938300347524554,True,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,decisive;progressive;understated;traditional;futuristic;fundamentalist;forgiving;innovative
Llama,Gemma,Llama_F1,Gemma_F4,-0.45509715672922085,-0.4938150321194174,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,confrontational;critical;assertive;contrarian;deconstructionist;vindictive;descriptive;challenging
Llama,Gemma,Llama_F1,Gemma_F5,0.06742211593119647,0.07165462533694333,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,socratic;collectivistic;submissive;accommodating;improvisational;closure_seeking;pessimistic;paranoid
Llama,Gemma,Llama_F1,Gemma_F6,-0.26237860949738007,-0.2233655095271576,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,forgiving;collectivistic;meditative;altruistic;idealistic;reverent;secular;serene
Llama,Gemma,Llama_F2,Gemma_F1,0.10569939399700891,0.006639349724544243,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,ascetic;divergent;deontological;reverent;introverted;contemporary;meditative;solemn
Llama,Gemma,Llama_F2,Gemma_F2,0.19456789282369247,0.15456458226662045,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,universalist;secular;pacifist;quantitative;mystical;romantic;spiritual;contemporary
Llama,Gemma,Llama_F2,Gemma_F3,0.1556736964069268,0.08130759103546192,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,blunt;serene;reverent;meditative;tactful;ascetic;confrontational;secular
Llama,Gemma,Llama_F2,Gemma_F4,-0.002758559074051761,-0.07493731457824054,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,environmental;secular;spiritual;reductionist;idealistic;meditative;ascetic;eclectic
Llama,Gemma,Llama_F2,Gemma_F5,0.16457711220690313,0.18860521669985822,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,socratic;introspective;prescriptive;deontological;secular;mystical;open_ended;spiritual
Llama,Gemma,Llama_F2,Gemma_F6,-0.9145033909011511,-0.9019890707556278,True,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,forgiving;deferential;convergent;problem_solving;methodical;generalist;data_driven;materialist
Llama,Gemma,Llama_F3,Gemma_F1,-0.3888146304981633,-0.4219332992133467,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,divergent;empathetic;humanistic;detached;interdisciplinary;existentialist;futuristic;data_driven
Llama,Gemma,Llama_F3,Gemma_F2,0.8344816320995229,0.834387059406007,True,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,urgent;efficient;introspective;generalist;vindictive;empathetic;descriptive;data_driven
Llama,Gemma,Llama_F3,Gemma_F3,-0.11359940435691876,-0.13225264137676662,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,challenging;urgent;humanistic;blunt;chill;confrontational;empathetic;skeptical
Llama,Gemma,Llama_F3,Gemma_F4,-0.013394896323630433,-0.025932354358860137,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,interdisciplinary;systems_thinker;proactive;holistic;skeptical;futuristic;generous;divergent
Llama,Gemma,Llama_F3,Gemma_F5,0.5873922447671176,0.590703870103668,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,introspective;closure_seeking;cautious;socratic;skeptical;universalist;challenging;anthropocentric
Llama,Gemma,Llama_F3,Gemma_F6,0.19209342531014678,0.2337187568053261,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,ritualistic;esoteric;gregarious;existentialist;reverent;practical;bombastic;conceptual
Llama,Gemma,Llama_F4,Gemma_F1,0.524971587827322,0.4768336045206919,True,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,vindictive;progressive;independent;naive;earnest;traditional;big_picture;verbose
Llama,Gemma,Llama_F4,Gemma_F2,0.04667821497072025,-0.020715800236188155,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,animated;extroverted;progressive;regulatory;adventurous;deferential;traditional;risk_taking
Llama,Gemma,Llama_F4,Gemma_F3,0.3910514849382939,0.33987541228747864,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,blunt;optimistic;nurturing;tactful;pessimistic;collectivistic;divergent;confrontational
Llama,Gemma,Llama_F4,Gemma_F4,0.4901888942637553,0.475751310549553,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,generalist;generous;literal;avoidant;proactive;adventurous;humanistic;witty
Llama,Gemma,Llama_F4,Gemma_F5,-0.1393209166300643,-0.1473000606524389,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,socratic;deferential;submissive;dominant;closure_seeking;prescriptive;decisive;innovative
Llama,Gemma,Llama_F4,Gemma_F6,-0.4107424630252781,-0.295585179914847,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,progressive;deontological;contemporary;traditional;utilitarian;problem_solving;essentialist;fundamentalist
Llama,Gemma,Llama_F5,Gemma_F1,-0.2094742997806891,-0.1735204597101021,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,closure_seeking;cautious;extroverted;deferential;open_ended;divergent;sassy;inquisitive
Llama,Gemma,Llama_F5,Gemma_F2,-0.10151284133455256,-0.0795476605191713,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,open_ended;closure_seeking;formalist;convergent;prescriptive;empathetic;decisive;data_driven
Llama,Gemma,Llama_F5,Gemma_F3,0.025949950469630095,0.06491480136861495,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,critical;challenging;deconstructionist;contrarian;provocative;optimistic;iconoclastic;pessimistic
Llama,Gemma,Llama_F5,Gemma_F4,-0.12273001754810937,-0.09679287765771465,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,decisive;deferential;proactive;closure_seeking;socratic;avoidant;generalist;understated
Llama,Gemma,Llama_F5,Gemma_F5,0.6499914917248673,0.6567794510753535,True,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,principled;extroverted;accessible;convergent;practical;experiential;theoretical;socratic
Llama,Gemma,Llama_F5,Gemma_F6,0.2947541501784711,0.25258343349558426,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,confident;inquisitive;cautious;absolutist;universalist;humble;closure_seeking;essentialist
Llama,Gemma,Llama_F6,Gemma_F1,0.5062318005337758,0.5417416240160466,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,verbose;concise;divergent;efficient;charismatic;vindictive;generalist;convergent
Llama,Gemma,Llama_F6,Gemma_F2,-0.48950383759476385,-0.48583870556061665,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,generalist;literal;adaptable;deferential;descriptive;intuitive;egalitarian;charismatic
Llama,Gemma,Llama_F6,Gemma_F3,0.28242031711356647,0.30388729093192796,False,1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,challenging;naive;critical;confrontational;deconstructionist;dominant;assertive;understated
Llama,Gemma,Llama_F6,Gemma_F4,-0.7869109686771343,-0.7881034904490039,True,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,playful;deontological;solemn;goofy;entertaining;serious;formal;manic
Llama,Gemma,Llama_F6,Gemma_F5,-0.2511752141222701,-0.253243396661064,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,introspective;curious;constructivist;literal;adaptable;closure_seeking;egalitarian;charismatic
Llama,Gemma,Llama_F6,Gemma_F6,-0.023263227513414923,-0.05062532649504539,False,-1,0.49008065408613016,0.8481920917620146,60.654117128667735,0.7678548289991669,0.009900990099009901,0.13869928899611425,eloquent;big_picture;qualitative;pensive;materialist;deontological;intuitive;philosophical
